Source_Name_4FGL,GLON,GLAT,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Category_4FGL,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,Category_Prob
4FGL J1126.4-6011,292.55133,0.96157193,2059.423,-21.3034401,2.5182698,0.3626046,0.8155041,3.1707482,-0.9328567,-0.30225042,0.009486883,0.6666667,-0.4685018,-0.6080627,-0.99997497,0.82505184,1.34290842,PLSuperExpCutoff,PSR,0.18552932,1.2926128,3FGL J1125.6-6012,,PSR,PSR J1125-6014,1,0,12,0.962198635,0.0378013651,0.932949251,0.0670507494,0.957871783,0.0421282166,0.949121553,0.0508784472,299,AGN
4FGL J1126.8-3829,285.2734,21.458376,1263.9857,-21.1722235,2.2670546,0.08176724,0.10098798,2.453611,-0.09980669,-0.40793085,0.0012267022,0.6666667,-0.71705633,-0.48929563,-0.7369122,-0.9999998,2.69262809,PowerLaw,AGN,0.045772348,0.1513472,3FGL J1126.7-3834,3FHL J1126.7-3828,bcu,PKS 1124-382,0.994418,0.9618298,0,0.924338316,0.0756616839,0.928734201,0.0712657992,0.916576379,0.0834236206,0.922942838,0.0770571622,284,AGN
4FGL J1127.0-1857,276.7246,39.575035,573.6889,-18.5847732,2.1934097,0.018876621,0.079104416,8.318441,-0.2193795,-0.46443373,0.0002624961,0.6666667,-0.6054805,-0.62558645,-0.70007616,-0.7657911,7.88050831,LogParabola,AGN,0.009019645,0.02675239,3FGL J1127.0-1857,3FHL J1127.0-1857,fsrq,PKS 1124-186,0.99964,0.9996377,0,0.946661741,0.0533382586,0.931719262,0.068280738,0.940174601,0.0598253986,0.940986867,0.0590131331,285,AGN
4FGL J1127.4+5648,143.90848,56.772263,563.7466,-22.5475823,2.6974416,0.122226395,0.07261185,0.9861983,0.99939257,-0.7889655,0.0032796843,0.6666667,-0.7882549,-0.79108036,-0.5577847,-0.99995065,3.3091657,PowerLaw,AGN,0.07746876,0.22779694,,,fsrq,S4 1124+57,0.99076366,0.92744,16,0.954926711,0.0450732895,0.931798205,0.068201795,0.950593942,0.0494060584,0.950632958,0.0493670424,304,AGN
4FGL J1127.6-4920,289.18335,11.281841,1477.0784,-22.1663591,2.3072705,0.20954752,0.20825714,1.5797911,-0.98607486,0.9992588,0.004814876,0.6666667,-0.76559263,-0.51294494,-0.8088322,-0.29164335,2.20433611,PowerLaw,AGN,0.1727709,0.4831972,,,bcu,MRC 1125-490,0,0.9346211,16,0.947482636,0.0525173644,0.938564521,0.0614354794,0.949575047,0.0504249529,0.945900308,0.0540996918,279,AGN
4FGL J1127.8+3618,180.33145,70.05345,921.76337,-20.6373498,2.3605785,0.047545247,0.049995385,1.9758592,0.9937543,-0.6439279,0.00085883075,0.6666667,-0.67927444,-0.61229366,-0.71563494,-0.9675159,4.97607456,PowerLaw,AGN,0.027400011,0.088990115,3FGL J1127.8+3618,3FHL J1127.8+3615,fsrq,MG2 J112758+3620,0.9836684,0,0,0.921835965,0.0781640351,0.931454683,0.0685453168,0.919672592,0.0803274083,0.91594446,0.0840555398,304,AGN
4FGL J1128.0+5924,141.19453,54.66934,798.6933,-21.8626181,2.491236,0.10241749,0.08008039,1.4342524,-0.5488299,-0.7330247,0.002194002,0.6666667,-0.626475,-0.63528305,-0.99999225,0.14136004,3.93024562,PowerLaw,AGN,0.059646077,0.21172714,3FGL J1128.0+5921,,fsrq,TXS 1125+596,0.9957705,0.9270918,0,0.949232646,0.0507673537,0.933015266,0.0669847335,0.937328797,0.062671203,0.942588433,0.0574115666,295,AGN
4FGL J1128.8+3757,175.72609,69.563934,1872.8945,-21.4173907,2.31647,0.12002634,0.0819388,1.3668545,-0.6891271,-0.4244697,0.0014924941,0.6666667,-0.712738,-0.46340322,-0.8151199,-0.57847667,2.16680038,PowerLaw,AGN,0.06664388,0.2476963,3FGL J1129.0+3758,,bll,NVSS J112903+375655,0.9592775,0,0,0.942939728,0.0570602721,0.933784028,0.0662159717,0.934845071,0.0651549292,0.93509337,0.0649066297,297,AGN
4FGL J1129.1+3703,178.0033,70.009705,2458.0325,-21.7803696,2.140238,0.13771047,0.09078939,1.395214,-0.9992136,0.9699813,0.0012406014,0.6666667,-0.5498065,-0.53198946,-0.65234095,-0.7035817,3.7537257,PowerLaw,AGN,0.07393524,0.25689906,3FGL J1129.0+3705,3FHL J1128.9+3704,bll,CRATES J112916+370317,0.9989975,0.89710766,0,0.967470134,0.032529866,0.935553079,0.0644469213,0.962918509,0.0370814905,0.960233125,0.0397668745,281,AGN
4FGL J1129.2-0529,268.52472,51.807922,721.5106,-21.7503057,2.6373198,0.10882745,0.09327092,1.5402603,0.9950097,-0.7722579,0.0028019827,0.6666667,-0.71164465,-0.70186526,-0.99999976,0.7960229,3.26205327,PowerLaw,AGN,0.06636406,0.21019123,2FGL J1129.0-0532,,bcu,NVSS J112914-052856,0.9850014,0,0,0.947946836,0.0520531637,0.931424309,0.068575691,0.943180527,0.0568194731,0.942937716,0.0570622842,278,AGN
4FGL J1129.2-1014,272.0802,47.63619,2534.506,-22.6321271,2.0863469,0.38875303,0.57384986,2.0869424,-0.9960022,0.9478278,0.01064819,0.6666667,0.91421473,-0.52311057,-0.7513061,-0.74671197,2.11415525,PowerLaw,AGN,0.4502915,1.5297002,,,bcu,NVSS J112912-101349,0.9953243,0.8834592,0,0.91832701,0.0816729899,0.933703087,0.0662969132,0.921262479,0.0787375215,0.917855022,0.082144978,309,AGN
4FGL J1129.5+3034,197.17322,71.76152,969.74835,-22.5180772,2.4856787,0.16183986,0.032748275,0.41903806,-0.25062415,-0.8223165,0.0026382457,0.6666667,-0.6421591,-0.53732896,-0.83241224,-0.99960005,2.79321505,PowerLaw,AGN,0.07821856,0.3126011,,,bcu,87GB 112657.9+305242,0.96915406,0,0,0.943938123,0.0560618767,0.932575174,0.0674248264,0.940884789,0.0591152108,0.939741286,0.0602587143,286,AGN
4FGL J1129.8-1447,275.18658,43.63734,439.65344,-21.2633489,2.7234852,0.0627991,0.076370664,1.8621752,-0.26863462,-0.68836236,0.002269553,0.6666667,-0.78571385,-0.8251038,-0.99006975,-0.94641024,6.23445231,PowerLaw,AGN,0.041882284,0.13185681,3FGL J1129.9-1446,,fsrq,PKS 1127-14,0.9424642,0.99916655,0,0.929551495,0.0704485048,0.931332382,0.068667618,0.933815841,0.0661841589,0.926126649,0.0738733513,289,AGN
4FGL J1129.8-4217,287.19974,18.078363,1276.7733,-21.6527156,2.3138607,0.30540574,0.5835216,4.13814,-0.96662,0.82408047,0.0068696598,0.6666667,-0.3878073,-0.6455206,-0.99998105,-0.8259628,2.83284359,LogParabola,AGN,0.23217738,0.7088363,3FGL J1129.4-4215,,bll,LEDA 566417,0.99203527,0.87855273,0,0.928371632,0.071628368,0.932983645,0.0670163548,0.91991857,0.0800814299,0.922870686,0.0771293144,305,AGN
4FGL J1130.5-3137,283.43875,28.171625,24721.787,-23.5335394,1.4268745,0.15240593,-0.10167618,0.8080354,0.5607982,-0.7359444,0.00044327095,0.6666667,-0.9996821,0.9965809,-0.21968268,-0.116437376,2.05330601,PowerLaw,AGN,0.05542023,0.54998016,,3FHL J1130.7-3137,bll,NVSS J113046-313805,0.9938297,0.89046633,0,0.93222741,0.0677725898,0.932167747,0.0678322533,0.930683549,0.0693164514,0.930937788,0.069062212,317,AGN
4FGL J1130.5-7801,298.65366,-15.829117,6043.522,-21.757284,1.6426301,0.13056399,0.19194001,3.2961042,-0.37562317,-1,0.00033798325,0.6666667,1,0.10071023,-0.34092817,-0.3498722,2.36227598,LogParabola,AGN,0.06623347,0.16240889,3FGL J1130.7-7800,3FHL J1130.5-7801,bcu,SUMSS J113032-780105,0.9998853,0.98623806,0,0.930793282,0.0692067184,0.932357554,0.067642446,0.926382149,0.0736178513,0.933977599,0.0660224009,308,AGN
4FGL J1130.8+1016,250.70259,64.62082,383.41583,-22.2182895,2.8098707,0.10528658,0.021958862,0.3385728,0.2649526,-0.7496462,0.002806508,0.6666667,-0.8025361,-0.775301,-0.9537647,-0.99875206,0.997478044,PowerLaw,AGN,0.062278792,0.18392763,3FGL J1132.8+1015,,bll,2MASS J11303636+1018245,,0,0,0.913734139,0.086265861,0.932765942,0.067234058,0.911044627,0.0889553733,0.917014367,0.0829856333,308,AGN
4FGL J1131.0+3815,174.41646,69.81977,961.70154,-20.9674046,2.550905,0.06697261,0.1576657,4.3923745,0.9532072,-0.66741186,0.001938874,0.6666667,-0.7306087,-0.79746115,-0.83948725,-0.9999416,4.85406381,LogParabola,AGN,0.04281981,0.1338289,3FGL J1131.4+3819,,fsrq,B2 1128+38,0.9985479,0.9747881,0,0.94849573,0.0515042698,0.931289734,0.068710266,0.941829608,0.0581703922,0.941619335,0.0583806654,292,AGN
4FGL J1131.1-0944,272.3655,48.314487,2948.682,-22.3151652,2.036891,0.17140096,0.027406303,0.38785177,0.9943988,-0.7486916,0.00077098643,0.6666667,-0.5649059,-0.40700242,-0.52764976,-0.4100163,2.44770879,PowerLaw,AGN,0.07513394,0.24761252,,,bcu,1RXS J113104.6-094353,0.99812514,0.93319714,0,0.952161242,0.0478387577,0.935353132,0.0646468681,0.940755412,0.0592445881,0.946220019,0.0537799806,300,AGN
4FGL J1131.4+5809,141.7437,55.958195,1678.9636,-21.7815891,2.1837764,0.08579218,-0.011312555,0.2870062,0.9402823,-0.12540555,0.0004884304,0.6666667,-0.7345213,-0.39232844,-0.5540038,-0.62149405,2.64144928,PowerLaw,AGN,0.03572659,0.12591228,3FGL J1131.1+5810,3FHL J1131.6+5809,bll,1RXS J113117.8+580911,0.998925,0.875704,0,0.936243605,0.0637563948,0.928126265,0.0718737353,0.928941956,0.0710580445,0.93250014,0.0674998597,311,AGN
4FGL J1131.4-0504,268.976,52.447998,974.43713,-21.8876635,2.4798656,0.2551218,0.75538003,3.867302,-0.47528374,0.16244914,0.0058963047,0.6666667,-0.8105469,-0.87411195,-0.4271634,-0.9999757,3.19302429,LogParabola,AGN,0.3119759,0.41867834,3FGL J1131.9-0503,,bcu,PKS 1128-047,0.97415966,0.9570605,0,0.939865535,0.0601344647,0.931701087,0.0682989127,0.932881661,0.067118339,0.927325536,0.0726744637,313,AGN
4FGL J1132.2-4736,289.36633,13.161419,2762.096,-21.6099623,2.0290818,0.08557913,-0.024667727,0.6495616,0.9999997,-0.77576405,0.00014055069,0.6666667,-0.43019056,-0.54084533,-0.68006945,-0.28056693,1.98822939,PowerLaw,AGN,0.03404358,0.09869277,3FGL J1132.0-4736,3FHL J1132.2-4737,bcu,SUMSS J113209-473856,0.996202,0.89638555,0,0.945555447,0.0544445528,0.932894455,0.0671055455,0.93850243,0.06149757,0.940071494,0.0599285059,275,AGN
4FGL J1132.7+0034,264.26312,57.41706,1082.8442,-19.9130787,2.1502492,0.033674814,0.02671937,1.5038302,-0.116439715,-0.55993587,0.0003390153,0.6666667,-0.5819469,-0.52896714,-0.6309945,-0.71993303,3.06624962,PowerLaw,AGN,0.016349828,0.052496836,3FGL J1132.7+0034,3FHL J1132.7+0033,bll,PKS B1130+008,0.9996038,0.99018884,0,0.946705771,0.0532942295,0.930638155,0.0693618451,0.936767419,0.0632325806,0.939475042,0.0605249578,284,AGN
4FGL J1134.8-1729,278.17975,41.663544,10521.525,-23.3593202,1.6136725,0.8028293,0.7081148,1.800183,-0.9132417,-0.92339474,0.0013087892,0.6666667,0.99848574,-0.6460575,0.14562657,-0.47572732,1.29323116,PowerLaw,AGN,0.55050755,0.01695982,,,bll,1RXS J113443.6-172853,0.9988616,0.9162191,0,0.94355666,0.05644334,0.930101607,0.0698983935,0.935993991,0.064006009,0.937901971,0.0620980289,326,AGN
4FGL J1135.1+3014,197.90012,73.00447,1307.4651,-22.1482426,2.317472,0.1536766,0.052266143,0.7939286,0.77280617,-0.5964264,0.0021717893,0.6666667,-0.6751189,-0.45053998,-0.71942574,-0.9998768,3.56979625,PowerLaw,AGN,0.07344271,0.3026268,,,bll,CRATES J113514+301001,0.9593809,0,0,0.950751787,0.0492482127,0.931871279,0.0681287211,0.945927489,0.0540725107,0.94279411,0.0572058896,312,AGN
4FGL J1135.2-6055,293.80405,0.58405465,1592.8024,-19.0097594,2.4072673,0.040957026,0.27572083,10.171271,0.1118239,-0.28866053,0.0006973838,0.6666667,-0.57692224,-0.6963361,-0.9472028,-0.72477853,1.91496359,PLSuperExpCutoff,PSR,0.022375882,0.07122579,3FGL J1135.2-6054,,PSR,PSR J1135-6055,1,0,0,0.938664975,0.0613350246,0.932412276,0.0675877242,0.952815127,0.0471848728,0.946268651,0.0537313489,298,AGN
4FGL J1135.7-0427,270.01596,53.502247,887.2372,-22.0225383,2.6076016,0.19177052,0.22800562,1.9974365,-0.37089413,-0.6509422,0.012147901,0.6666667,-0.72418404,-0.82335573,-0.50955784,-0.9993082,2.61162436,PowerLaw,AGN,0.17919193,0.8121352,,,fsrq,PMN J1135-0428,0.9886326,0.9567759,0,0.9436733,0.0563266999,0.935715475,0.0642845251,0.937228776,0.0627712239,0.944180537,0.0558194628,286,AGN
4FGL J1136.0-6824,296.06342,-6.5502615,1760.1835,-21.5381401,2.385302,0.15881906,0.16737382,2.3481786,0.9887617,-0.21266335,0.00273458,0.6666667,-0.62180966,-0.819816,-0.2280315,-0.9999987,2.53383421,PowerLaw,AGN,0.09098137,0.31405655,3FGL J1136.6-6826,,bcu,PKS 1133-681,0.99224716,0.9634316,0,0.942094126,0.0579058739,0.931970679,0.0680293213,0.940674543,0.0593254566,0.937822282,0.0621777176,297,AGN
4FGL J1136.2+3407,184.88858,72.42163,577.1168,-22.100544,2.6214147,0.12575942,0.2302933,2.8240314,0.1456867,-0.63169026,0.006308103,0.6666667,-0.7585425,-0.8165656,-0.90809333,-0.99636185,3.6699393,PowerLaw,AGN,0.10062687,0.35944065,3FGL J1136.4+3405,,fsrq,MG2 J113627+3408,0.99640983,0.8537182,0,0.94177827,0.0582217297,0.931441592,0.0685584079,0.938305446,0.0616945542,0.938191389,0.0618086111,293,AGN
4FGL J1136.3-0501,270.66888,53.070698,1232.0504,-22.3482587,2.506221,0.32605767,0.30557698,1.537914,-0.40362155,-0.51725596,0.010718278,0.6666667,-0.76757586,-0.6766807,-0.9978028,0.96655375,1.97641246,PowerLaw,AGN,0.3246389,0.7693936,,,bcu,NVSS J113607-050156,0.9475228,0,16,0.948416112,0.0515838881,0.929399712,0.0706002877,0.941395404,0.0586045958,0.938731371,0.0612686289,290,AGN
4FGL J1136.4+6736,133.46016,47.95417,3928.9795,-21.4028845,1.7535312,0.06367243,0.011526028,0.39486113,0.9970051,-0.2752995,0.00017165561,0.6666667,-0.54433936,-0.35292432,-0.35019785,-0.3754063,3.15714837,PowerLaw,AGN,0.026612561,0.08579767,3FGL J1136.6+6736,3FHL J1136.4+6737,bll,RX J1136.5+6737,0.9998175,0.994179,0,0.947640309,0.052359691,0.937380398,0.062619602,0.943072999,0.0569270011,0.941611321,0.0583886793,336,AGN
4FGL J1136.4+7009,131.90678,45.64621,2679.236,-20.6182538,1.7979894,0.03927909,0.018563893,1.0736057,-0.09887412,-0.30648497,0.00012674351,0.6666667,-0.46215189,-0.37811178,-0.5098679,-0.18029945,3.01498674,PowerLaw,AGN,0.016344523,0.0511037,3FGL J1136.6+7009,3FHL J1136.5+7009,bll,Mkn 180,0.99992836,0.9975195,0,0.940777772,0.0592222279,0.930477423,0.0695225767,0.92759864,0.0724013597,0.932285635,0.0677143654,290,AGN
4FGL J1136.8+2550,213.09946,73.280594,4148.8384,-22.1792499,1.8604211,0.11085421,-0.03462195,0.694955,0.99673516,-0.62192535,0.00029224154,0.6666667,-0.44437775,-0.5422142,-0.37203154,-0.076826714,2.29702462,PowerLaw,AGN,0.04300039,0.17041059,3FGL J1136.9+2551,3FHL J1136.8+2549,bll,RX J1136.8+2551,0.99933106,0.8999254,0,0.918673905,0.0813260952,0.932986378,0.0670136221,0.914181152,0.0858188476,0.916276258,0.0837237424,300,AGN
4FGL J1136.8-7413,297.83554,-12.102975,1103.7761,-20.7851786,2.3625345,0.09186167,0.22674854,4.5214887,0.9998503,-0.43112725,0.0021742207,0.6666667,-0.59624743,-0.7155358,-0.955524,0.002451915,2.31643188,LogParabola,AGN,0.06621088,0.20116392,3FGL J1136.1-7411,,bcu,PKS 1133-739,0.9649357,0.9252795,0,0.943788031,0.0562119694,0.930731454,0.0692685461,0.938146422,0.0618535783,0.945199582,0.0548004179,286,AGN
4FGL J1137.6+7527,128.95226,40.796288,3344.4548,-22.7745572,2.101,0.39182612,0.70912105,3.3196917,-0.99999565,0.9999939,0.0023168079,0.6666667,-0.3228313,-0.4236347,-0.99974763,-0.80254054,1.57758151,PLSuperExpCutoff,PSR,0.343872,,3FGL J1136.1+7523,,PSR,PSR J1137+7528,1,0,2048,0.924796187,0.0752038131,0.926979683,0.0730203167,0.917924147,0.0820758529,0.922039937,0.0779600628,295,AGN
4FGL J1137.9-1708,278.91266,42.268528,4974.5146,-22.2006319,1.7590909,0.22412062,0.25779244,2.4712462,0.96920353,-0.9270984,0.00089259894,0.6666667,-0.040361766,0.06151365,-0.49134547,-0.5645796,2.92129219,PowerLaw,AGN,0.14293176,0.2985737,,3FHL J1137.8-1710,bll,NVSS J113755-171031,0.99890584,0.9400484,0,0.942507841,0.0574921589,0.926928735,0.0730712651,0.932447805,0.0675521953,0.936607714,0.0633922864,301,AGN
4FGL J1138.2+4115,164.99681,69.38348,3386.2117,-22.6194614,2.039836,0.12555207,-0.09399675,1.6530565,0.33255586,-0.7289733,0.00018560959,0.6666667,-0.49502543,-0.7935081,-0.26940897,-0.28604466,2.48153641,PowerLaw,AGN,0.041977998,0.18007204,1FGL J1138.0+4109,,bll,NVSS J113812+411353,0.9950735,0,16,0.925402127,0.0745978727,0.93284126,0.0671587399,0.92565165,0.0743483496,0.921847196,0.0781528042,290,AGN
4FGL J1138.4+4857,150.92027,64.00822,544.1626,-22.7195484,2.7274957,0.13683523,-0.014010683,0.20471504,-0.38425344,-0.89731854,0.003134646,0.6666667,-0.32051566,-0.89120615,-0.99930435,-0.19661988,1.43000007,PowerLaw,AGN,0.06531333,0.27993464,3FGL J1138.2+4905,,fsrq,GB6 J1138+4858,0.9571668,0,0,0.949565445,0.0504345548,0.93215961,0.06784039,0.940146392,0.0598536083,0.942437111,0.0575628894,312,AGN
4FGL J1139.0+4033,166.3412,69.91732,654.52997,-22.4512453,2.7419362,0.1579042,0.06267101,0.7378003,-0.7515116,-0.41089115,0.0038414882,0.6666667,-0.7979847,-0.73719704,-0.8832617,-0.9978051,3.64078638,PowerLaw,AGN,0.09085057,0.30954164,,,bcu,CRATES J113903+403303,0.97270054,0.84960216,0,0.925824015,0.0741759849,0.93105034,0.0689496605,0.919055378,0.0809446221,0.920689112,0.079310888,289,AGN
4FGL J1140.5+1528,244.59317,69.82993,9341.922,-22.6250468,1.6808212,0.19793054,0.07239153,0.77435625,-0.8838898,-0.99999976,0.00051142863,0.6666667,0.99999624,-0.6084274,0.058190018,-0.37332553,1.58699021,PowerLaw,AGN,0.09831421,0.3135255,3FGL J1140.4+1529,3FHL J1140.5+1528,bll,NVSS J114023+152808,0.99445695,0.9353116,0,0.977982972,0.0220170281,0.933042379,0.0669576214,0.969286068,0.0307139323,0.970715183,0.029284817,269,AGN
4FGL J1141.4+6805,132.52734,47.70453,4209.3076,-22.2725566,1.7052077,0.18790969,0.24421206,3.263232,-0.99551815,-0.6937235,0.0006879262,0.6666667,0.99923766,-0.21186732,-0.52304995,-0.32242924,1.68832187,LogParabola,AGN,0.10152388,0.2264183,3FGL J1141.2+6805,3FHL J1141.4+6805,bcu,1RXS J114118.3+680433,0.99038166,0,0,0.931636414,0.0683635861,0.934695633,0.0653043671,0.927386016,0.0726139836,0.927834685,0.0721653148,297,AGN
4FGL J1141.5-1408,278.44507,45.377033,2157.067,-21.9812789,2.0892365,0.13690223,0.045878116,0.72576284,-0.68111664,-0.44590113,0.0007035058,0.6666667,-0.5392809,-0.6337113,-0.37067154,-0.836505,3.04180987,PowerLaw,AGN,0.06929502,0.18035942,3FGL J1141.6-1406,,bll,NVSS J114141-140753,0.9954895,0.8518897,0,0.965512808,0.0344871921,0.935145773,0.0648542272,0.958234954,0.0417650464,0.959749424,0.0402505761,308,AGN
4FGL J1142.0+1548,244.50998,70.308556,965.1397,-21.1552752,2.335797,0.06250083,0.004051821,0.10795077,0.9995189,-0.59179807,0.0005732307,0.6666667,-0.6884777,-0.60219973,-0.5634257,-0.7359618,1.99783518,PowerLaw,AGN,0.03084266,0.089638196,3FGL J1142.0+1546,3FHL J1142.0+1546,bll,MG1 J114208+1547,0.9967931,0.931905,0,0.932980772,0.0670192281,0.932941964,0.0670580359,0.931353202,0.0686467976,0.929756934,0.0702430664,291,AGN
4FGL J1142.8+0120,267.53943,59.414806,1492.2614,-20.6569983,2.0234818,0.13351148,0.37862504,6.476911,-0.62454695,-0.24296734,0.002262196,0.6666667,-0.2898834,-0.4664307,-0.8451863,-0.76290864,1.8844727,PLSuperExpCutoff,PSR,0.08653887,0.29809645,3FGL J1142.9+0120,,PSR,PSR J1142+0119,1,0,0,0.941299751,0.0587002486,0.93366814,0.0663318602,0.941759061,0.0582409392,0.938217625,0.0617823745,303,AGN
4FGL J1143.1+6122,136.7326,53.880436,1458.3711,-21.2274167,2.072564,0.109686695,0.17373472,3.5461214,0.9887692,-0.35413066,0.0012262412,0.6666667,-0.392959,-0.4425181,-0.7180807,-0.8386579,4.11540788,LogParabola,AGN,0.060228772,0.18974386,3FGL J1143.0+6123,3FHL J1143.1+6121,bll,GB6 J1143+6122,0.99866265,0.92879254,0,0.937847274,0.0621527261,0.929206401,0.0707935988,0.928359702,0.0716402976,0.93473813,0.0652618695,289,AGN
4FGL J1144.9+1937,235.61171,73.02338,3214.025,-21.9782925,1.9361999,0.12111116,0.020028176,0.37269217,0.95436877,-0.13573894,0.0004455129,0.6666667,-0.33522865,-0.47779787,-0.60236067,-0.22484855,1.42387147,PowerLaw,AGN,0.053468235,0.17045994,3FGL J1145.1+1935,3FHL J1145.0+1935,rdg,3C 264,0.9866322,0.99126333,0,0.959991728,0.0400082722,0.928713879,0.0712861208,0.94834686,0.0516531396,0.952473996,0.0475260044,313,AGN
4FGL J1145.5+4423,156.0828,68.26421,1586.8285,-22.6590031,2.2956467,0.09941738,-0.12534489,2.65345,-0.41786495,-0.7605236,0.00015212022,0.6666667,-0.5313271,-0.67453426,-0.5486019,-0.9938339,1.16202292,PowerLaw,AGN,0.030582298,0.15626206,3FGL J1145.8+4425,,fsrq,B3 1143+446A,0.98566025,0.90570915,1,0.931589218,0.0684107822,0.929270593,0.0707294071,0.92476754,0.07523246,0.932091221,0.0679087785,295,AGN
4FGL J1145.7+0453,264.86206,62.80602,319.59106,-23.3151346,2.9862976,0.18788172,-0.064264186,0.6018095,-0.520935,-0.8479693,0.0012719764,0.6666667,-0.57344335,-0.93106186,-0.17211898,-0.99527115,2.88978232,PowerLaw,AGN,0.089789405,0.21749507,,,fsrq,PKS 1142+052,0.9863085,0.8869545,0,0.924416021,0.0755839793,0.931388877,0.0686111232,0.921263023,0.078736977,0.919593339,0.0804066613,286,AGN
4FGL J1145.7-6949,297.2876,-7.6827135,1090.6862,-21.9449446,2.599222,0.22382857,0.24921843,2.53637,0.9923527,-0.7104783,0.006371272,0.6666667,-0.77424496,-0.84381336,-0.88006604,-0.9996357,3.10983252,PowerLaw,AGN,0.135506,0.45991355,,,fsrq,PKS 1143-696,0.9993746,0.9591583,0,0.937626557,0.0623734428,0.93498619,0.06501381,0.928293239,0.0717067609,0.934005215,0.0659947846,256,AGN
4FGL J1146.4-3327,287.67258,27.476866,1241.5901,-22.4738484,2.3456082,0.28396088,0.2592198,2.02393,0.9999954,-0.19832334,0.0045706145,0.6666667,-0.6587235,-0.64539814,-0.9972986,-0.9999992,1.02500542,PowerLaw,AGN,0.18068504,0.51939344,,,bcu,PKS 1143-331,0.98717743,0.98621035,0,0.930375293,0.0696247072,0.934041548,0.0659584523,0.929668575,0.0703314252,0.92756599,0.0724340097,312,AGN
4FGL J1146.6-2902,286.2607,31.725615,1339.1879,-22.3764016,2.280385,0.22924915,0.27420822,2.0641594,0.924183,0.9998755,0.0052156043,0.6666667,-0.61797893,-0.7638877,-0.5347862,-0.9995744,1.51277922,PowerLaw,AGN,0.19152892,0.50294846,,,fsrq,PKS 1143-287,0.9921177,0.95219976,0,0.923106939,0.0768930609,0.932404123,0.0675958767,0.919094162,0.0809058384,0.915936267,0.0840637335,303,AGN
4FGL J1146.9+3958,164.95107,71.46821,540.0527,-19.2822323,2.365374,0.021727342,0.059433118,5.399394,-0.13220058,-0.58514863,0.00037624026,0.6666667,-0.68955094,-0.6586442,-0.7409278,-0.77864707,7.32885029,LogParabola,AGN,0.011196501,0.032861076,3FGL J1146.8+3958,3FHL J1146.9+3957,fsrq,S4 1144+40,0.99992853,0.99075186,0,0.948977578,0.0510224222,0.937016964,0.0629830363,0.941867789,0.0581322107,0.948469972,0.0515300281,279,AGN
4FGL J1147.0-3812,289.2425,22.953276,971.7387,-19.9550869,2.2439308,0.03286615,0.048260372,2.634687,-0.26084116,-0.53314936,0.0003993579,0.6666667,-0.671108,-0.5175095,-0.7840149,-0.44649827,4.42643238,PowerLaw,AGN,0.017715683,0.05186243,3FGL J1147.0-3811,3FHL J1147.0-3812,bll,PKS 1144-379,0.9999651,0.99967223,0,0.942242227,0.0577577732,0.936482762,0.0635172378,0.938195145,0.0618048549,0.937491526,0.0625084742,302,AGN
4FGL J1147.2-2627,285.5158,34.226566,656.1742,-22.0952897,2.5775747,0.1487811,0.13262144,1.4037435,-0.5822676,-0.48981008,0.003960537,0.6666667,-0.81431663,-0.67726135,-0.8154429,-0.99971175,4.03121848,PowerLaw,AGN,0.109198734,0.29759258,,,bcu,PMN J1147-2625,0.97873217,0.91216904,0,0.934433386,0.0655666137,0.9324967,0.0675033002,0.933152497,0.0668475035,0.933412463,0.0665875366,327,AGN
4FGL J1147.4-6758,296.97437,-5.8519363,1219.4299,-21.5486031,2.4534738,0.28725055,0.2874374,3.1647367,-0.2890867,-0.66645986,0.0052443272,0.6666667,-0.7008459,-0.7343713,-0.9999352,-0.8564635,1.80942907,LogParabola,AGN,0.12549293,0.46778288,,,fsrq,PKS 1145-676,0.9995022,0.999317,0,0.935951595,0.0640484048,0.934049015,0.065950985,0.932476451,0.0675235488,0.935876465,0.0641235346,307,AGN
4FGL J1147.8-0724,276.63556,52.180355,679.254,-20.7786361,2.3961923,0.07628253,0.14728889,3.422256,0.9931277,-0.4064871,0.0015939164,0.6666667,-0.7384295,-0.72548854,-0.636013,-0.9999822,4.99521075,LogParabola,AGN,0.047662962,0.13386652,3FGL J1147.8-0725,,fsrq,PKS 1145-071,0.9993914,0.98766,0,0.941683924,0.058316076,0.930765635,0.0692343646,0.92874592,0.0712540798,0.931108933,0.0688910669,319,AGN
4FGL J1148.5+2629,211.92279,75.96683,350.73734,-22.9745973,2.939759,0.19978446,0.09133404,0.81298625,-0.4635689,-0.73980284,0.0062911273,0.6666667,-0.8275289,-0.87688255,-0.99999857,-0.6202587,3.60223779,PowerLaw,AGN,0.118704595,0.35872546,,,fsrq,TXS 1145+268,0.92346567,0,0,0.958955951,0.0410440487,0.935558663,0.0644413367,0.953948863,0.0460511369,0.9557655,0.0442345002,291,AGN
