SourceName_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
4FGL J0924.1-5202c,274.01495,-1.2133914,577.5114,-21.459443587711757,2.8123658,2.1500318,0.4338851,1.5062214,-0.0047669066,-0.49845695,0.0036650277,0.22786601,-0.89284873,-0.69084287,-0.83969915,-0.42119724,1.2327653134959113,PowerLaw,1.1828681,0.6666667,3FGL J0923.8-5154,,,,0.0,0.0,293,0.9531713514826149,0.04682864851738752,0.9698486444354311,0.03015135556457023,0.9566094613279902,0.04339053867201054,0.7143287150925073,0.28567128490749294,0.0,0.0,0.0,0.0
4FGL J0926.1-5336,275.3272,-2.1269085,2628.114,-21.100011951407673,2.365708,0.31082705,0.999608,4.227249,0.99710685,-0.74357474,7.734388E-4,0.2956485,0.12622018,-0.41001612,-0.97803473,0.071649924,2.029431671301744,LogParabola,,0.6666667,,,,,0.0,0.0,2052,0.1861596355368994,0.8138403644630989,0.8238142973325381,0.17618570266746322,0.7609217028897374,0.2390782971102623,0.3709605332427264,0.6290394667572735,1.0,0.109,0.0,0.981
4FGL J0928.4-5256,275.101,-1.4034246,8448.286,-21.85312129491283,1.9426394,0.20280978,6.734529E-4,0.0,-0.99471354,0.9577164,3.5723462E-4,0.27151802,-0.33533844,-0.7615626,-0.19460009,-0.368858,2.3893000797178825,PowerLaw,0.0853294,0.6666667,3FGL J0928.3-5255,3FHL J0928.5-5256,,,0.0,0.0,0,0.9996909064718197,3.090935281680772E-4,0.9571349339755311,0.04286506602446953,0.9994867136318999,5.132863681008616E-4,0.9946825267340623,0.005317473265937254,0.0,0.0,0.0,0.0
4FGL J0930.9-3030,259.71167,15.074706,6873.1885,-22.58352209698799,1.778178,0.2680371,0.11961018,0.94959724,-0.739926,-0.99991506,8.5166236E-4,0.41843352,0.99740916,-0.079921745,-0.59727687,-0.09686032,1.9068216118762245,PowerLaw,0.1323516,0.6666667,,3FHL J0930.7-3031,,,0.0,0.0,0,0.999818556874511,1.8144312548939754E-4,0.9575343458767291,0.04246565412327195,0.9995074602856759,4.925397143236707E-4,0.9935119954687767,0.006488004531222299,0.0,0.0,0.0,0.0
4FGL J0931.4-3559,263.73978,11.231115,3550.247,-22.13483647584636,2.0084999,0.34652394,0.30217355,1.9925497,-0.60137093,0.9268439,0.0021323317,0.5218052,-0.34922352,-0.40361848,-0.49229273,-0.87237245,1.6358653578770124,PowerLaw,0.22551188,0.6666667,,3FHL J0931.4-3559,,,0.0,0.0,0,0.999384443683933,6.155563160673344E-4,0.9547081750030666,0.04529182499693403,0.9916778767487436,0.008322123251256383,0.9891080551855083,0.010891944814491952,0.0,0.0,0.0,0.0
4FGL J0933.8-6232,282.24362,-7.9074183,1618.4172,-19.715081114708354,2.0739985,0.09567885,0.7086785,14.238538,0.68154293,0.014215201,0.0019718483,0.24315208,0.034314275,-0.5595711,-0.94843525,-1.0,1.969823794880666,LogParabola,0.08308587,0.6666667,3FGL J0933.9-6232,,,,0.0,0.0,0,2.2010982836196725E-4,0.9997798901716263,0.5415075717665796,0.45849242823342024,7.940207654097255E-4,0.9992059792345891,0.019674280655056595,0.9803257193449437,1.0,0.537,1.0,1.0
4FGL J0934.5+7223,139.73366,37.62069,383.75024,-23.05214335066923,2.987459,0.12243384,-0.058244716,0.7766912,-0.2142652,-0.71743727,0.0015131362,0.13299704,-0.84419954,-0.77526,-0.46934357,-0.99996644,2.361032520212113,PowerLaw,0.0617397,0.6666667,,,,,0.0,0.0,2,0.9998440349786772,1.5596502131364338E-4,0.9709183390878668,0.029081660912133808,0.9985554147946857,0.0014445852053128737,0.9975634602832814,0.002436539716718172,0.0,0.0,0.0,0.0
4FGL J0935.3+0901,224.71835,40.384018,692.32654,-21.49974524860832,2.507604,0.10657533,0.08146927,1.3947684,-0.5962279,-0.578896,0.0026466332,0.22364388,-0.63538176,-0.85178,-0.7239923,-0.99907964,3.041905676883846,PowerLaw,0.0648733,0.6666667,3FGL J0935.2+0903,,,,0.0,0.0,0,0.9997591058409798,2.4089415903006455E-4,0.9689733179879894,0.031026682012009234,0.9992617118320034,7.382881679981148E-4,0.9950049829693222,0.004995017030677327,0.0,0.0,0.0,0.0
4FGL J0935.5+1152,221.38269,41.727722,14596.359,-23.559382287869475,1.5683638,0.23259391,0.014005818,0.1272441,-0.9994613,0.9989782,2.9747482E-4,0.3029885,-0.18704246,-0.46005747,-0.6949792,0.3266043,1.954075865476267,PowerLaw,0.10522553,0.6666667,,,,,0.0,0.0,0,0.9998183836299199,1.816163700730203E-4,0.9502450042516756,0.049754995748325224,0.9915557265914454,0.008444273408555527,0.9974134011438496,0.0025865988561505357,0.0,0.005,0.0,0.0
4FGL J0937.6-3358,263.2607,13.574516,1001.8109,-22.33416307827455,2.5146005,0.13169956,-0.0016364848,0.0,0.9805101,-0.72394705,0.0010706437,0.122230165,-0.87556225,-0.738804,-0.40611482,-0.21274126,1.2936237195887963,PowerLaw,0.068187766,0.6666667,,,,,0.0,0.0,4,0.999710757536439,2.892424635520085E-4,0.9626167460624654,0.03738325393753542,0.9953389232201186,0.004661076779880833,0.9888297218873883,0.011170278112611886,0.0,0.0,0.0,0.0
4FGL J0938.8+5155,164.78171,46.4867,3565.5215,-22.930591511852175,1.9753067,0.31489578,0.14537555,1.0704497,0.9312694,-0.8357183,0.001943667,0.55219406,-0.7447829,-0.18692666,-0.2883732,-0.9999676,2.3811757828790783,PowerLaw,0.15819137,0.6666667,,,,,0.0,0.0,0,0.9996186049685517,3.8139503144689476E-4,0.9600617461997412,0.03993825380025899,0.9981655383431882,0.001834461656811713,0.9957938782016982,0.00420612179830219,0.0,0.0,0.0,0.0
4FGL J0940.3-7610,292.2483,-17.449461,1080.1549,-20.717036307783154,2.331317,0.16452524,0.46571085,5.903669,0.96619046,0.15102188,0.002552119,0.2560473,-0.39776137,-0.7578327,-1.0,0.999069,2.201461769656341,LogParabola,0.11813684,0.6666667,3FGL J0940.6-7609,,,,0.0,0.0,0,0.26950794822139346,0.7304920517785999,0.6442754899376362,0.35572451006236494,0.5763029485987877,0.4236970514012125,0.04753634961079808,0.9524636503892021,1.0,0.4,0.078,1.0
4FGL J0942.5+7620,135.28877,35.86357,3146.6643,-22.96551355316899,2.002719,0.31309587,0.3124545,1.6230714,-0.9999777,0.99926764,0.007106199,1.2374649,-0.47987926,-0.3532049,-0.99982214,0.99561125,2.71764736460174,PowerLaw,0.3866338,0.6666667,,,,,0.0,0.0,0,0.998483337045081,0.0015166629549082228,0.9596443358643678,0.040355664135632366,0.9981565085275433,0.0018434914724568727,0.9826817276821466,0.01731827231785326,0.0,0.0,0.0,0.0
4FGL J0944.7-5124,275.93863,1.4039012,5620.1636,-21.981237344096115,1.9886291,0.30300465,0.2986001,1.8320833,0.99993885,-0.82696974,0.0017987739,0.6302808,-0.6094587,-0.20868818,-0.56083065,-0.4537879,1.6461927789825443,PowerLaw,0.19017793,0.6666667,,,,,0.0,0.0,0,0.9973371774149258,0.002662822585061788,0.9510758419124069,0.048924158087593005,0.9743559470032587,0.025644052996741246,0.9753844420538729,0.0246155579461268,0.0,0.004,0.0,0.0
4FGL J0947.0-3548,265.98535,13.512758,540.2457,-21.880099318572753,2.645364,0.1787892,0.43652815,3.892338,0.92136544,-0.6118487,0.009356042,0.49933928,-0.7889187,-0.9999341,0.9130489,-0.99003106,2.9681819424470777,LogParabola,0.16166155,0.6666667,,,,,0.0,0.0,2,0.9998217796754366,1.7822032456921665E-4,0.969856120189146,0.030143879810854236,0.9980970311617728,0.0019029688382279253,0.9637821985061796,0.03621780149381977,0.0,0.0,0.0,0.0
4FGL J0947.8-4234,270.61093,8.497749,1114.8519,-22.03295625968299,2.4288704,0.23637934,0.23557058,2.0944726,0.47706494,-0.41266918,0.0051723355,0.54189324,-0.6745257,-0.63463837,-0.78913754,-0.99999183,2.4745286651082368,PowerLaw,0.14613438,0.6666667,,,,,0.0,0.0,0,0.9995315590106357,4.684409893738294E-4,0.9591045333260677,0.04089546667393309,0.9928157170028639,0.007184282997135806,0.9516811973397482,0.04831880266025208,0.0,0.0,0.0,0.0
4FGL J0948.0-3859,268.28857,11.236651,592.793,-22.370070877212648,2.6927266,0.37369078,0.43785712,1.5375257,0.96621656,-0.57036847,0.023653356,1.5098344,-0.84254116,-0.99889886,0.97209185,-0.32568386,1.985122572543639,PowerLaw,0.30721462,0.6666667,,,,,0.0,0.0,0,0.9997009348516098,2.990651483746655E-4,0.9708539566366793,0.029146043363321272,0.998943013936379,0.0010569860636203568,0.9581739783673969,0.041826021632604335,0.0,0.0,0.0,0.0
4FGL J0949.8+7551,135.42438,36.49873,1646.7971,-22.699540731943603,2.3194087,0.35584196,0.2893464,1.5088356,-0.99988437,0.9992053,0.00340005,0.51460296,-0.65625775,-0.5482369,-0.79796606,-0.99999976,1.4504617148649952,PowerLaw,0.22270359,0.6666667,3FGL J0950.4+7550,,,,0.0,0.0,0,0.9951810797272463,0.004818920272743938,0.9585030744159523,0.041496925584048876,0.9782555198950144,0.021744480104984445,0.9497399619306923,0.05026003806930782,0.0,0.0,0.0,0.0
4FGL J0951.7-5328,278.0827,0.5000744,3596.9739,-21.64481637599231,2.1242259,0.13411555,-0.056346893,0.7269377,-0.9999943,0.9999031,1.409205E-4,0.1373736,-0.6129298,-0.55348194,-0.9169788,0.40233496,1.8036472078006467,PowerLaw,0.05389804,0.6666667,,,spp,SNR G279.0+01.1,0.8,0.0,0,0.9623819758725239,0.03761802412747054,0.9581171539989903,0.041882846001010866,0.996595687459144,0.003404312540855415,0.9575401772794758,0.04245982272052557,0.0,0.0,0.0,0.0
4FGL J0951.8-3711,267.66602,13.0879345,452.1876,-22.759681815556792,2.8457863,0.3267607,0.7108201,3.4470725,-0.77199465,-0.40248284,0.025545891,1.2420202,-0.9180995,-0.6562925,-0.9995927,-0.9990866,2.608746142777681,LogParabola,0.34082782,0.6666667,2FGL J0952.7-3717,,,,0.0,0.0,257,0.9958487437745825,0.004151256225401543,0.9639235060825679,0.036076493917432916,0.9784293170683888,0.021570682931611945,0.8000083985029343,0.1999916014970658,0.0,0.0,0.0,0.0
4FGL J0953.6-1509,251.90317,29.602777,1312.9623,-20.432665448604567,2.1144364,0.11317593,0.6878621,9.744241,-0.999999,0.99999225,0.0029317606,0.304632,-0.1886472,-0.6779744,-0.9990325,-0.9949375,1.6808736163580082,LogParabola,0.11218884,0.6666667,3FGL J0953.7-1510,,,,0.0,0.0,0,0.002485483104375842,0.9975145168956344,0.5535310239728538,0.4464689760271456,0.03680569023831391,0.9631943097616855,0.10990315459955456,0.890096845400446,1.0,0.522,1.0,1.0
4FGL J0955.3-3949,269.93344,11.513521,713.0491,-20.456563025290173,2.4515903,0.068214886,0.26422814,6.57961,0.9691575,-0.5366786,0.0021943059,0.17156626,-0.67303216,-0.7269354,-0.9997065,-0.97442394,2.2280673384046406,LogParabola,0.054851815,0.6666667,2FGL J0955.0-3949,,,,0.0,0.0,0,0.001910016208828874,0.9980899837911832,0.63935822218362,0.36064177781638046,0.306222933348563,0.6937770666514383,0.22330832065971012,0.7766916793402907,1.0,0.417,1.0,1.0
4FGL J0955.7+6940,141.42867,40.568253,1306.9602,-20.82369358432159,2.2008681,0.051250767,0.054211184,1.9618894,0.99874336,-0.43108726,4.8534657E-4,0.07778383,-0.55452776,-0.6508882,-0.57353497,-0.71512103,1.8648296744127442,PowerLaw,0.028189376,0.6666667,3FGL J0955.4+6940,3FHL J0955.8+6939,sbg,M 82,0.99874455,0.99849063,0,0.9987026670863498,0.0012973329136488417,0.9576104547079467,0.042389545292054125,0.9653586105836239,0.0346413894163762,0.9801472711885002,0.019852728811500134,0.0,0.0,0.0,0.0
4FGL J0957.6-3051,264.38513,18.707705,597.526,-22.46722682137385,2.6554966,0.4416385,0.7508405,3.0401034,-0.64819586,-0.38903782,0.011025722,0.7233454,-0.67457765,-0.9999788,0.9780495,-0.9997912,2.0645039937674996,LogParabola,0.4159135,0.6666667,,,,,0.0,0.0,0,0.9994379978505781,5.620021494182716E-4,0.970674427013395,0.0293255729866066,0.999153958755491,8.46041244509936E-4,0.9288259458781317,0.07117405412186666,0.0,0.0,0.0,0.0
4FGL J0957.6-5208,277.95737,2.0954762,2371.5583,-21.877500660351995,2.2857344,0.1987782,0.08897749,0.84107274,-0.99998796,0.9999968,0.0017375895,0.16834272,-0.35637575,-0.7801721,-0.6343251,-0.5784634,2.4412582590081553,PowerLaw,0.11724042,0.6666667,,,,,0.0,0.0,0,0.999669084259693,3.309157403077887E-4,0.9586247418905978,0.0413752581094037,0.9991633161949472,8.36683805053098E-4,0.9881986393071976,0.011801360692801004,0.0,0.0,0.0,0.0
4FGL J1004.6-5215,278.87955,2.6509616,2168.4902,-21.563650494652816,2.3445332,0.3723886,0.7741753,3.1733103,-0.9972209,0.9998132,0.014258389,0.89462626,-0.38175482,-0.5230448,-0.968164,-0.9994093,2.393683138000097,LogParabola,0.3248883,0.6666667,3FGL J1003.7-5215,,,,0.0,0.0,4,0.4910148433167359,0.5089851566832636,0.9458320024348472,0.05416799756515437,0.9646127928503604,0.03538720714964009,0.4979567573189766,0.5020432426810233,1.0,0.001,0.0,0.531
4FGL J1008.1-5706,282.1348,-0.97617835,1065.801,-20.0066076111865,2.7520726,0.12853038,0.16316858,3.325876,0.6621779,-0.27046263,9.6295204E-4,0.4847074,-0.81222725,-0.86843467,-0.7428435,-0.8404949,1.1611195229084164,LogParabola,0.061020095,0.6666667,3FGL J1008.6-5706,,unk,1RXS J100718.2-570335,0.0,0.83419794,258,0.5749613663898092,0.42503863361019384,0.8092840985733684,0.19071590142663303,0.539636066650939,0.46036393334906117,0.5422854545908444,0.45771454540915607,0.247,0.093,0.325,0.277
4FGL J1011.1-4420,275.09564,9.692405,3383.213,-22.495034528997394,2.0515158,0.20493838,0.024284966,0.31560186,-0.5326193,-0.7776205,6.32841E-4,0.2485454,-0.64538944,-0.4872341,-0.27368194,-0.54660404,1.6904507550779944,PowerLaw,0.082996905,0.6666667,,,unk,1RXS J101130.7-442241,0.0,0.8644327,256,0.9998659163826432,1.3408361734979602E-4,0.9592483345706724,0.04075166542933014,0.9996013481435068,3.986518564934439E-4,0.9989034528030187,0.0010965471969813846,0.0,0.0,0.0,0.0
4FGL J1011.4-5729c,282.71994,-1.0395072,2019.7225,-20.581842368462702,2.6350772,0.34711248,0.94675237,3.3405242,-0.9938533,0.88838875,0.009652169,0.95634156,-0.11099637,-0.70352584,-0.9986666,0.94448364,1.9498381022014373,LogParabola,0.28533134,0.6666667,,,,,0.0,0.0,58,2.9222051332666865E-4,0.999707779486691,0.9021352431961656,0.09786475680383486,0.8906543392301902,0.10934566076981021,0.27694334959454614,0.7230566504054536,1.0,0.023,0.0,1.0
4FGL J1014.6+6126,149.18478,46.906174,2790.562,-22.811140369749346,1.9881439,0.39571667,0.7830544,3.207354,-0.63465095,0.99764776,0.015621829,2.2446337,0.14871395,-0.5447248,-0.6723668,-0.99911815,0.7368599664685125,LogParabola,0.4707878,0.6666667,,,,,0.0,0.0,0,0.9987299307179237,0.0012700692820588415,0.7786089474702929,0.22139105252970775,0.7489717320270003,0.25102826797299904,0.8900481344323375,0.10995186556766293,0.0,0.166,0.0,0.0
4FGL J1015.5-6030,284.8662,-3.2181122,776.50275,-20.914514664739812,2.7935088,0.10593221,0.1515342,2.356857,0.5515109,-0.59436154,0.006473523,0.38831154,-0.8230667,-0.8661446,-0.4668841,-0.99999624,1.5604208052482043,PowerLaw,0.07646009,0.6666667,3FGL J1016.5-6034,,,,0.0,0.0,0,0.9995474880463792,4.5251195361418735E-4,0.96059931200453,0.039400687995470904,0.9493829447185962,0.05061705528140348,0.8653365754595647,0.13466342454043476,0.0,0.001,0.0,0.0
4FGL J1016.1-4247,274.9322,11.488272,5560.481,-21.843805347762412,1.8083638,0.16162755,0.2191803,2.786797,0.98994994,-0.99962324,7.1937195E-4,0.24238952,0.99679595,-0.3414721,-0.34840092,-0.6880283,2.266215414315893,PowerLaw,0.09724822,0.6666667,3FGL J1016.6-4244,3FHL J1016.2-4245,,,0.0,0.0,0,0.9991434979912417,8.565020087603672E-4,0.9528014097267048,0.04719859027329682,0.9935364171248026,0.006463582875197519,0.9901501834958286,0.009849816504171311,0.0,0.001,0.0,0.0
4FGL J1016.2-5729,283.25348,-0.68280596,3090.615,-20.804291158796687,2.5079262,0.19160673,0.117511205,1.3281316,-0.98593163,0.9892174,0.0014347569,0.27119794,-0.78002524,-0.68429893,-0.67182195,-0.7735184,2.2674788514743756,PowerLaw,0.111666,0.6666667,,,,,0.0,0.0,24,0.9844866634624858,0.015513336537526118,0.9578862541931051,0.042113745806896176,0.9924473184125796,0.007552681587420295,0.8551114143735383,0.14488858562646242,0.0,0.0,0.0,0.0
4FGL J1017.4+5956,150.70985,48.033752,4034.3516,-23.22182896410879,1.9471323,0.2330031,0.079516284,0.7397305,-0.9827153,0.9671698,9.042382E-4,0.3286905,-0.016317979,-0.62801546,-0.9214564,0.7054053,2.16681939027359,PowerLaw,0.119370386,0.6666667,,,,,0.0,0.0,0,0.9982304422816151,0.0017695577183777591,0.959508250695759,0.04049174930424243,0.998538305160867,0.0014616948391323347,0.9912610909919413,0.008738909008058095,0.0,0.0,0.0,0.0
4FGL J1018.1-2705,265.6098,24.457577,862.4406,-22.223963887613365,2.5203717,0.18956447,0.21758,2.2683144,0.9995488,-0.52695376,0.005567907,0.41979963,-0.73791826,-0.812774,-0.9999998,0.86358833,1.9487362485251436,PowerLaw,0.1211466,0.6666667,,,,,0.0,0.0,2,0.9986366949165919,0.0013633050834007602,0.9584002656468879,0.04159973435311306,0.9641016544474786,0.03589834555252205,0.9093179091379456,0.09068209086205538,0.0,0.001,0.0,0.0
4FGL J1018.1-4051,274.12558,13.289148,915.8766,-22.440724311166264,2.530992,0.2369754,0.21751052,1.6327405,-0.76349884,-0.34673446,0.00450945,0.4154097,-0.7462874,-0.7957904,-0.8469217,-0.99783033,2.2949345181699647,PowerLaw,0.1627981,0.6666667,,,,,0.0,0.0,0,0.99853505947311,0.001464940526885198,0.9656778854505066,0.03432211454949473,0.9974937428152951,0.00250625718470612,0.9499416541571662,0.050058345842833925,0.0,0.0,0.0,0.0
4FGL J1018.2+0145,240.99455,45.4017,1635.5945,-22.509968419667132,2.2660036,0.65133363,0.056829035,0.24842402,0.04429078,-0.87139946,3.721286E-4,0.1889597,-0.13486212,-0.8106332,-0.9972873,0.9895237,1.476515160234005,PowerLaw,4.257351,0.6666667,,,,,0.0,0.0,0,0.9984736075421226,0.0015263924578694747,0.961409345604603,0.0385906543953982,0.9971674651901834,0.0028325348098166615,0.9891972239497143,0.010802776050285762,0.0,0.0,0.0,0.0
4FGL J1018.3-0703,250.02695,39.599792,879.54236,-22.517438955485872,2.50715,0.26904953,0.1973295,1.4599574,0.9709854,-0.7032282,0.007248181,0.63213086,-0.42486796,-0.99996626,0.99779713,-0.99715155,2.5047841314831922,PowerLaw,0.18081777,0.6666667,,,,,0.0,0.0,0,0.9998045282846989,1.954717152987678E-4,0.9667220954797443,0.033277904520256155,0.9997077634403041,2.92236559697273E-4,0.9828186627591207,0.01718133724087906,0.0,0.0,0.0,0.0
4FGL J1018.4+2210,212.51039,55.025196,34527.816,-24.146359630433906,1.4263917,0.8404837,0.62850344,1.2974015,-0.99995923,0.999903,6.7958137E-4,0.334706,-0.7664818,-0.99998623,0.99997556,0.014044042,1.4014625631093929,PowerLaw,0.61762124,0.6666667,,,,,0.0,0.0,0,0.998272289414942,0.001727710585059525,0.9315637401269706,0.06843625987303048,0.5662812720158971,0.43371872798410344,0.9786473346699548,0.02135266533004599,0.0,0.018,0.403,0.0
4FGL J1018.9-5856,284.3546,-1.684872,1772.7666,-17.52162111476039,2.4562974,0.02302324,0.23604476,21.22688,-0.18726236,-0.46364504,5.9372507E-4,0.05525957,-0.66892296,-0.7594122,-0.9072475,-0.8428066,1.587528248550461,LogParabola,0.014330084,0.6666667,3FGL J1018.9-5856,3FHL J1018.8-5857,HMB,1FGL J1018.6-5856,1.0,0.0,0,0.002695779231649136,0.9973042207683551,0.5397376779530332,0.46026232204696615,9.987061210977588E-7,0.9999990012938786,0.04283627560658134,0.9571637243934196,1.0,0.538,1.0,1.0
4FGL J1019.3+5625,155.04593,50.148857,5267.1865,-23.473634595913676,1.8047268,0.48134562,0.60741085,2.289514,-0.7160625,-0.9999474,0.0046584103,0.14268215,0.995829,-0.013422079,-0.59603363,-0.99997663,2.7429890178584646,PowerLaw,0.39752567,0.6666667,,,,,0.0,0.0,0,0.9998583610594052,1.4163894060347749E-4,0.9584377824762318,0.04156221752376846,0.9994146488546193,5.853511453808463E-4,0.9910019839180688,0.008998016081931164,0.0,0.0,0.0,0.0
4FGL J1020.4-5314,281.41,3.197838,1924.8213,-21.33969391039353,2.4065392,0.21598463,0.39972055,3.1387343,-0.9999944,0.9999323,0.006103645,0.6501026,-0.60424614,-0.7330834,-0.84370875,-0.99998397,1.7157861565276962,LogParabola,0.19116579,0.6666667,,,,,0.0,0.0,0,0.8607814559831017,0.13921854401689607,0.9293693100094944,0.07063068999050574,0.9278700149828054,0.07212998501719466,0.49624785446654857,0.5037521455334514,0.0,0.007,0.0,0.531
4FGL J1021.8-6308,286.9498,-5.01415,8343.618,-22.650039386625174,1.9366087,0.20098476,-0.08589388,1.4080566,0.9904056,-0.077513404,8.707053E-4,0.1670723,-0.8827248,-0.34001356,-0.5782485,-0.02688769,1.0744285305193062,PowerLaw,0.05738821,0.6666667,,,,,0.0,0.0,0,0.9997906900406223,2.0930995936516147E-4,0.9443426790602678,0.05565732093973365,0.9305214525083629,0.0694785474916365,0.9956993778361537,0.004300622163846572,0.0,0.007,0.0,0.0
4FGL J1023.3-5747e,284.2092,-0.4104208,19551.87,-19.309823600872598,2.0500348,0.101580665,-0.0060551167,0.20948622,-0.5099584,0.93578976,1.8829726E-4,0.21016303,-0.85819185,-0.558872,-0.6138597,-0.44972405,1.5692690112451286,PowerLaw,0.024684317,0.6666667,3FGL J1023.1-5745,3FHL J1023.3-5747e,SFR,Westerlund 2,,,4,0.4063405219870071,0.5936594780129923,0.938510471048012,0.06148952895198762,0.5648819571281151,0.43511804287188416,0.9367001213130198,0.06329987868698174,0.812,0.013,0.392,0.0
4FGL J1023.7+0038,243.48004,45.78247,534.071,-19.979499167341267,2.381923,0.043824263,0.16053842,6.4023013,-0.30108476,-0.43633813,0.0011825457,0.08444447,-0.70025456,-0.731832,-0.84937334,-0.755062,6.894878724498519,LogParabola,0.027252652,0.6666667,2FGL J1023.6+0040,3FHL J1023.7+0040,LMB,PSR J1023+0038,1.0,0.0,0,0.9970401300787961,0.0029598699212149402,0.9726106534835418,0.02738934651645949,0.9998042059813179,1.9579401868173073E-4,0.9164322747649919,0.08356772523500684,0.0,0.0,0.0,0.0
4FGL J1024.5-4543,277.87323,9.875003,4659.9585,-22.14997326132257,1.8894291,0.18710971,0.0718303,0.95827967,0.99981236,-0.33661473,6.649691E-4,0.2768172,-0.6373359,-0.35134572,-0.3362724,-0.65438634,2.0994151191839086,PowerLaw,0.087268144,0.6666667,3FGL J1024.4-4545,3FHL J1024.5-4543,unk,1RXS J102430.1-454401,0.0,0.94164234,0,0.9997960562896117,2.0394371038787488E-4,0.9576735740237021,0.0423264259762983,0.9972864644138965,0.0027135355861029535,0.9991833503931474,8.166496068527732E-4,0.0,0.0,0.0,0.0
4FGL J1024.5-5329,282.05533,3.313429,8475.998,-23.055818758672736,1.7436507,0.54778194,0.71053404,3.2382772,0.9990427,-0.9784301,0.001375271,0.018988354,0.998982,-0.32469174,-0.19355282,-0.8262658,2.2906193716279097,LogParabola,0.42333594,0.6666667,,,unk,1RXS J102441.6-533141,0.0,0.809698,0,0.9883255848317309,0.01167441516825957,0.9453513884225914,0.05464861157740902,0.9887780446988002,0.011221955301200503,0.9748731679394343,0.025126832060567428,0.0,0.006,0.0,0.0
4FGL J1026.2-5731,284.4052,0.022287028,1844.2283,-19.711752049294866,2.548136,0.17385834,0.6778465,5.3005266,-0.49499857,-0.8259903,0.0025435463,0.3392829,-0.029762939,-0.7682049,-0.8628613,-0.9999823,1.553534184115581,LogParabola,0.20486444,0.6666667,3FGL J1026.2-5730,,,,0.0,0.0,16,0.03403634235663595,0.9659636576433568,0.702617517993824,0.2973824820061781,0.5597164837728535,0.4402835162271468,0.05754663456391592,0.942453365436084,1.0,0.291,0.051,1.0
4FGL J1028.1-3550,272.90482,18.53579,1325.9352,-22.702137915668317,2.4332564,0.14487295,-0.0692498,1.0831795,0.9999917,-1.0,0.001047496,0.15852445,1.0,-0.91677815,-0.33700237,-0.072641,2.0535803829979375,PowerLaw,0.05233167,0.6666667,,,,,0.0,0.0,0,0.9997151372343448,2.8486276564661386E-4,0.9602686257536724,0.039731374246329304,0.998848060406912,0.0011519395930887568,0.9897316880156267,0.01026831198437482,0.0,0.0,0.0,0.0
4FGL J1028.4-1539,259.60388,34.91793,2501.5918,-22.453344044878122,2.1721475,0.14809811,-0.05057844,0.8197731,-0.67428154,-0.49285823,4.5303127E-4,0.23233835,-0.9385862,0.31740645,-0.9871889,0.9122275,1.8804396083196642,PowerLaw,0.051483944,0.6666667,,,,,0.0,0.0,0,0.9986644939465504,0.001335506053451342,0.9603842726959049,0.03961572730409638,0.9990134091999444,9.865908000545084E-4,0.9943181037996364,0.00568189620036363,0.0,0.0,0.0,0.0
4FGL J1029.3-6657,289.66034,-7.8187947,2421.1992,-22.047679875488445,2.3864923,0.22467226,0.017589143,0.26890948,-0.08345654,-0.7189794,0.0015924104,0.16262624,-0.9107895,-0.16008483,-0.59926194,-0.66364086,2.618687665308777,PowerLaw,0.082882255,0.6666667,,,unk,PMN J1029-6656,0.0,0.9064799,0,0.9998543293796254,1.4567062037711988E-4,0.9590841763655841,0.04091582363441687,0.9997217024716543,2.7829752834553957E-4,0.9883678771558256,0.011632122844174614,0.0,0.0,0.0,0.0
4FGL J1029.4-0828,253.87263,40.506702,1733.5631,-22.590202335136226,2.331441,0.13833487,-0.07892685,0.9921266,-0.9709697,0.33620626,3.4938057E-4,0.18841027,-0.79957813,-0.45733663,-0.4862487,-0.4208991,2.523747159758669,PowerLaw,0.06290731,0.6666667,,,,,0.0,0.0,0,0.9996380776502156,3.6192234976632206E-4,0.9613376500872114,0.03866234991278982,0.9996855129105066,3.144870894932794E-4,0.9970868412792364,0.0029131587207644337,0.0,0.0,0.0,0.0
4FGL J1029.9+7335,135.25827,39.973797,3508.6436,-23.038119096275278,2.1097078,0.3927489,0.15258554,0.97124535,0.99928933,-0.82622117,0.0040155225,1.1426615,-0.90803593,0.23656288,-0.5183635,-0.99997276,1.9478583097755668,PowerLaw,0.20042619,0.6666667,,,,,0.0,0.0,4,0.9998406962801264,1.5930371985601027E-4,0.9593918471533549,0.04060815284664541,0.9932298454014717,0.006770154598529924,0.9722771454951508,0.027722854504849855,0.0,0.0,0.0,0.0
