SourceName_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
4FGL J0000.3-7355,307.70898,-42.729538,2430.1826,-22.483841131359625,2.119125,0.25751528,0.08968772,0.6184386,-0.9960373,0.93898755,0.0016885875,0.39123338,-0.58789384,-0.46454003,-0.6292898,-0.9996481,2.159249104310168,PowerLaw,0.14627089,0.6666667,,,,,0.0,0.0,0,0.999823452781236,1.7654721877829766E-4,0.9593763585062067,0.04062364149379355,0.9995335942206278,4.6640577937260457E-4,0.9964940828424639,0.003505917157536764,0.0,0.0,0.0,0.0
4FGL J0002.1+6721,118.20349,4.939485,1284.9344,-21.090783098356894,2.600463,0.21873616,0.3613416,3.6965556,-0.29938075,-0.59153795,0.0063787973,0.5716248,-0.5675548,-0.8072314,-0.999372,-0.98807925,1.7963351252440556,LogParabola,0.15034156,0.6666667,,,unk,1RXS J000209.4+672503,0.0,0.95309293,1,0.9006401982946959,0.0993598017053009,0.8730917868865208,0.12690821311347972,0.7824802997170889,0.21751970028291046,0.33507576532074307,0.6649242346792555,0.0,0.029,0.0,1.0
4FGL J0003.3+2511,109.38164,-36.411484,1612.2313,-22.355321090591,2.209443,0.31500685,0.41627398,2.120038,0.77953553,-0.5709804,0.009460228,1.0453527,-0.34649104,-0.693337,-0.68017524,-0.9834204,0.9459222329364977,PowerLaw,0.32086015,0.6666667,,,,,0.0,0.0,0,0.99983435817569,1.6564182430739218E-4,0.9223498290613918,0.07765017093861001,0.8829423154160232,0.11705768458397778,0.9623962546601065,0.03760374533989407,0.0,0.007,0.0,0.0
4FGL J0003.6+3059,111.004486,-30.771994,1367.2732,-21.536510484875254,2.2234128,0.2737722,0.6783473,4.395897,0.946137,-0.30623183,0.007885308,0.8389943,-0.18627536,-0.7547651,-0.85793644,-0.99782455,1.6119296175686424,LogParabola,0.25180805,0.6666667,3FGL J0003.4+3100,,,,0.0,0.0,0,0.9318422424146379,0.06815775758535379,0.6403636978328845,0.359636302167116,0.5359257126345515,0.46407428736544865,0.3311223259674349,0.6688776740325649,0.0,0.403,0.461,0.995
4FGL J0004.0+5715,116.52632,-5.0228662,1378.5641,-21.69496100500525,2.4375134,0.23494162,0.27710062,2.2947636,0.99195033,0.2330916,0.0046581076,0.5546416,-0.6546432,-0.5928602,-0.9882191,-0.9968712,2.415434339865422,PowerLaw,0.17424358,0.6666667,3FGL J0003.5+5721,,,,0.0,0.0,0,0.9859038152878451,0.014096184712162204,0.9515408114613265,0.04845918853867343,0.9273506385879566,0.07264936141204202,0.7216177777203611,0.27838222227964005,0.0,0.0,0.0,0.0
4FGL J0004.4-4001,336.9915,-73.84534,1243.006,-22.55135493570753,2.4249508,0.14729057,-0.027007917,0.3422165,-0.07757718,-0.781518,0.0010227567,0.21702,-0.56201136,-0.65176815,-0.7525004,-0.39933,2.9187022183482143,PowerLaw,0.068658195,0.6666667,,,,,0.0,0.0,4,0.9998947115626992,1.0528843729969556E-4,0.9636626029858331,0.03633739701416798,0.9999094939452727,9.050605472749016E-5,0.9977647557425343,0.0022352442574656893,0.0,0.0,0.0,0.0
4FGL J0005.6+6746c,118.60844,5.282127,1240.5938,-21.6309456537906,2.6314557,0.2878915,0.32071975,2.689085,0.9852871,0.9764428,0.006553203,0.54935044,-0.7463456,-0.8327146,-0.84040207,-0.9997997,1.8049843705876478,PowerLaw,0.18199188,0.6666667,,,,,0.0,0.0,56,0.9291987639007281,0.07080123609926701,0.818775267414018,0.18122473258598237,0.637783335007223,0.36221666499277744,0.6198976744741883,0.3801023255258117,0.0,0.078,0.265,0.017
4FGL J0006.6+4618,114.92035,-15.869719,1215.221,-22.31293827876488,2.521416,0.12419312,-0.050101988,0.8819638,0.743678,-0.8633664,0.0012056957,0.15938121,-0.7528888,-0.3601912,-0.7494455,-0.9999925,2.432023270474068,PowerLaw,0.048874963,0.6666667,3FGL J0006.6+4618,,,,0.0,0.0,0,0.9996363847117338,3.636152882649285E-4,0.9596267138719473,0.04037328612805409,0.9967770710945214,0.0032229289054801135,0.9975324335985282,0.002467566401471882,0.0,0.0,0.0,0.0
4FGL J0008.4+6926,119.14811,6.885729,3047.682,-21.85704524533681,2.3719156,0.22492553,0.10302104,1.0564419,0.9988942,0.99967754,0.0021455833,0.4245506,-0.61695856,-0.7522733,-0.28375107,-0.9999608,2.3818027522036784,PowerLaw,0.11486513,0.6666667,,,,,0.0,0.0,0,0.9996313450133729,3.6865498663351246E-4,0.9574951710712982,0.042504828928703185,0.9881538154559818,0.011846184544017143,0.979094138955009,0.02090586104499045,0.0,0.0,0.0,0.0
4FGL J0008.9+2509,110.91511,-36.72459,369.76093,-22.769821532915714,2.8815272,0.213211,0.20584151,1.475534,-0.59508824,-0.50279725,0.012305561,0.5522985,-0.8196711,-0.98260194,-0.87082124,-0.99695784,2.3534583630035915,PowerLaw,0.16841836,0.6666667,,,,,0.0,0.0,0,0.9997121520579186,2.878479420797007E-4,0.967168844731018,0.03283115526898186,0.9946817685418127,0.005318231458188576,0.9677022721888482,0.03229772781115057,0.0,0.0,0.0,0.0
4FGL J0009.1-5012,319.3951,-65.54536,1061.3572,-22.477900703638415,2.4078472,0.20013253,0.15148015,1.375943,0.97284263,-0.55746925,0.0043052034,0.4234309,-0.72268534,-0.58767265,-0.96198916,-0.99504125,2.6593732412030335,PowerLaw,0.13365895,0.6666667,,,,,0.0,0.0,0,0.9995858548732689,4.1414512672755465E-4,0.9646844470741923,0.03531555292580874,0.9974708200649612,0.002529179935038084,0.9855644998097918,0.014435500190208459,0.0,0.0,0.0,0.0
4FGL J0009.2+6847,119.10994,6.235327,1165.8625,-21.006518903532992,2.6165042,0.18635528,0.44023114,4.4789386,-0.46070874,-0.3841832,0.007880902,0.58146274,-0.71955353,-0.86081463,-0.9272294,-0.9983699,1.4900501056673268,LogParabola,0.17097901,0.6666667,3FGL J0008.5+6853,,,,0.0,0.0,0,0.751607431851871,0.24839256814814684,0.666502579974538,0.33349742002546184,0.5276532464450733,0.4723467535549269,0.21041089692218878,0.7895891030778114,0.0,0.372,0.371,1.0
4FGL J0009.7-1418,83.705765,-73.91203,894.4551,-22.157037675443156,2.3998108,0.120929815,0.075080775,1.0954866,0.999996,-0.3714634,0.0014970663,0.17261867,-0.80372804,-0.7190192,-0.372177,-0.99980676,2.503323679093137,PowerLaw,0.07368669,0.6666667,3FGL J0010.5-1425,,,,0.0,0.0,0,0.9997460776690453,2.5392233094629463E-4,0.9611548218697741,0.03884517813022673,0.9974748022025025,0.002525197797497061,0.9939196024419001,0.006080397558100217,0.0,0.0,0.0,0.0
4FGL J0017.1-4605,320.38864,-69.86521,481.514,-22.959625841490908,2.8010092,0.1402191,-0.05767152,0.7361713,0.98915803,-0.76173323,0.0015201874,0.19430096,-0.7686702,-0.6768366,-0.9451816,-0.9954987,1.4163705783458544,PowerLaw,0.063843355,0.6666667,,,,,0.0,0.0,0,0.9978176572552699,0.0021823427447258924,0.9705399739382714,0.029460026061728286,0.9879861538820088,0.012013846117992211,0.9848129422768277,0.015187057723172543,0.0,0.0,0.0,0.0
4FGL J0022.0-5921,309.86963,-57.381134,732.5074,-22.046813745862547,2.537588,0.08919102,-0.0057952376,0.10795683,-0.41060922,-0.75831926,0.0011116086,0.13310328,-0.7182757,-0.6109099,-0.7336397,-0.99996674,3.455568768737579,PowerLaw,0.04666388,0.6666667,,,,,0.0,0.0,2,0.9999213772210165,7.862277897148644E-5,0.9704837209925173,0.02951627900748314,0.9999603204791024,3.967952089721996E-5,0.9985884120896249,0.0014115879103749175,0.0,0.0,0.0,0.0
4FGL J0024.0-7204,305.90195,-44.891075,956.1161,-19.237246431612025,2.093778,0.04264318,0.37520304,18.37318,-0.09216029,-0.04993778,9.6446596E-4,0.09288038,-0.40568277,-0.64168835,-0.9533204,-0.7539374,1.6564917911373311,LogParabola,0.029846506,0.6666667,3FGL J0023.9-7203,3FHL J0024.2-7205,glc,NGC 104,0.99996454,0.98999244,0,0.0011775854073180945,0.9988224145926825,0.5793684672508591,0.42063153274914156,6.329097574094456E-5,0.9999367090242591,0.012950811333655523,0.9870491886663428,1.0,0.505,1.0,1.0
4FGL J0024.1+2402,114.974655,-38.41322,2737.6848,-22.358295438307277,2.0550044,0.1697117,0.01731128,0.24656475,-0.45307314,0.98913324,0.0013225168,0.34101403,-0.80156136,-0.12376198,-0.42635804,-0.9996665,2.931890429439731,PowerLaw,0.07409332,0.6666667,,,,,0.0,0.0,0,0.9999343693382503,6.563066174357672E-5,0.9594270819927209,0.040572918007280044,0.9997986569679104,2.0134303208885123E-4,0.9988461556476407,0.001153844352360355,0.0,0.0,0.0,0.0
4FGL J0025.3+6408,120.093605,1.421848,3490.1196,-20.8719543250056,2.1400595,0.08333566,0.010525173,0.29345292,0.9906323,-0.534741,1.8771969E-4,0.10219822,-0.4333221,-0.6122322,-0.5513473,-0.81964767,1.3920432426682223,PowerLaw,0.036932897,0.6666667,3FGL J0025.7+6404,3FHL J0025.5+6407,snr,Tycho,0.96434534,0.999139,4,0.9947465156564651,0.005253484343540719,0.9569972801384748,0.04300271986152616,0.977744119918142,0.022255880081857034,0.9849912677775339,0.015008732222465149,0.0,0.0,0.0,0.0
4FGL J0025.4-4838,314.39056,-67.90782,2360.4954,-22.420418819308413,2.120224,0.24728215,0.19902249,1.3044256,-0.87598664,-0.6207203,0.0022556304,0.46133882,-0.2265852,-0.7316914,-0.39647144,-0.99995095,2.31593617826415,PowerLaw,0.16308129,0.6666667,,,,,0.0,0.0,16,0.9998345217707594,1.654782292442433E-4,0.9594490188590544,0.04055098114094784,0.9998067114945433,1.9328850545577734E-4,0.9867619542704881,0.013238045729511748,0.0,0.0,0.0,0.0
4FGL J0026.1-0732,104.761604,-69.51759,2877.582,-22.60029387887458,2.0678716,0.23553458,0.007497286,0.0763394,0.96486175,-0.57855695,0.0015362805,0.4889399,-0.7516996,-0.0845608,-0.9998975,0.99935234,0.226575935949581,PowerLaw,0.097587176,0.6666667,,,,,0.0,0.0,0,0.9948531864240672,0.005146813575941172,0.9556000683292742,0.04439993167072713,0.945635083089263,0.05436491691073674,0.992210356598446,0.007789643401554223,0.0,0.0,0.0,0.0
4FGL J0031.5-5648,308.3834,-60.11082,3495.2537,-22.727459726786556,1.9233072,0.23820475,0.1205033,1.1865219,-0.91591537,-0.6519288,0.0021607885,0.4946759,-0.29841223,-0.49303713,-0.22535305,-0.9999604,2.457456272999204,PowerLaw,0.1262378,0.6666667,,,,,0.0,0.0,0,0.9998432449223702,1.5675507763428996E-4,0.9593603058803604,0.040639694119640565,0.9999189954840116,8.100451598941363E-5,0.9968722051423173,0.003127794857682057,0.0,0.0,0.0,0.0
4FGL J0034.6+6438,121.13443,1.8261667,2202.9792,-21.096958646631943,2.4075618,0.1477125,0.20903453,2.615125,-0.9846532,0.9999429,0.002399671,0.35074928,-0.64227164,-0.7263853,-0.66132796,-0.9997937,1.2223588113635582,PowerLaw,0.10449372,0.6666667,,,,,0.0,0.0,0,0.9775184286346688,0.022481571365347598,0.9252794603347451,0.07472053966525594,0.8747779634660748,0.12522203653392522,0.7339272520916024,0.2660727479083982,0.0,0.009,0.0,0.0
4FGL J0035.2-1739,100.58408,-79.825195,5669.1714,-23.092504135077853,1.7786542,0.26173517,0.048505876,0.45255506,0.9326504,-0.79339254,8.4624975E-4,0.41775858,-0.39450625,-0.30055183,-0.5851418,-0.10119126,0.7110725856599884,PowerLaw,0.11647171,0.6666667,,,,,0.0,0.0,0,0.9999140110928934,8.598890710593861E-5,0.9532217571231355,0.04677824287686639,0.9796484423927211,0.02035155760727882,0.9981455903375478,0.001854409662451982,0.0,0.001,0.0,0.0
4FGL J0037.2-2653,36.389965,-86.83259,1037.477,-23.04812643715681,2.4598632,0.23835601,0.060050935,0.44429338,0.9991169,-0.8291821,0.0040453775,0.4551951,-0.6816895,-0.44899788,-0.99999946,0.99332017,1.2934122840100846,PowerLaw,0.12949081,0.6666667,,,,,0.0,0.0,0,0.9992784236899669,7.215763100380889E-4,0.9606586179608063,0.03934138203919421,0.9846912627388531,0.015308737261147466,0.9749944083710059,0.025005591628993847,0.0,0.0,0.0,0.0
4FGL J0039.1+6257,121.53531,0.12189149,1556.6835,-20.026877871609408,2.3489873,0.13300067,0.53318614,6.9901166,-0.19248404,-0.54192173,0.0016059215,0.20189956,-0.14916933,-0.6351463,-0.9616537,-0.81124747,2.1936764497222048,LogParabola,0.1098107,0.6666667,3FGL J0039.3+6256,,,,0.0,0.0,0,1.3372044881371236E-4,0.9998662795511868,0.5805687260844782,0.4194312739155219,0.32697574875425695,0.6730242512457443,0.021348029823339346,0.978651970176661,1.0,0.491,1.0,1.0
4FGL J0039.7+4203,120.615395,-20.753937,1891.1735,-22.60178737634129,2.2988558,0.20404856,0.0159863,0.1962124,0.43188727,-0.2648368,0.0015614355,0.33596587,-0.8281904,-0.47891375,-0.4802665,-0.99996984,2.3294634626442035,PowerLaw,0.09817626,0.6666667,,,,,0.0,0.0,0,0.9998070784233437,1.929215766659792E-4,0.959381707657048,0.04061829234295315,0.9989644961971036,0.0010355038028966486,0.9945529111397,0.0054470888603012175,0.0,0.0,0.0,0.0
4FGL J0040.7-7157,304.10223,-45.138298,3106.5767,-22.292531563509353,1.9914885,0.2800939,0.4993468,3.0711434,-0.8434966,-0.9964569,0.0046604024,0.8224297,0.9799142,-0.4562085,-0.5855802,-0.9984731,0.7171375260198484,LogParabola,0.23661324,0.6666667,,,,,0.0,0.0,0,0.9999182674179092,8.173258210293109E-5,0.9430969497203138,0.05690305027968787,0.9831720868649583,0.016827913135041398,0.9682717334057506,0.031728266594249536,0.0,0.005,0.0,0.0
4FGL J0043.2+4114,121.28495,-21.604197,887.61536,-22.002371934335592,2.5234964,0.29237235,0.43375424,2.9630277,-0.73780704,-0.3705683,0.0112998765,0.88891643,-0.4309573,-0.9094145,-0.99962103,-0.16713974,0.6738909678158944,LogParabola,0.25465333,0.6666667,3FGL J0042.5+4117,,gal,M 31,1.0,0.0,2,0.999721690314907,2.783096851075536E-4,0.7966649050856859,0.2033350949143152,0.7698307043894065,0.23016929561059365,0.8605182862203006,0.13948171377969812,0.0,0.086,0.0,0.0
4FGL J0045.9-2021,112.1175,-83.1215,3003.43,-22.620763748918666,1.9567591,0.1966536,0.04939816,0.6343765,-0.94050235,0.99997526,9.43974E-4,0.28069752,-0.6532472,-0.49353585,-0.31714457,-0.75355726,2.154649261721357,PowerLaw,0.08638931,0.6666667,,,,,0.0,0.0,0,0.9998898863473135,1.1011365270096991E-4,0.959428028408336,0.0405719715916646,0.9996104311050308,3.8956889496836615E-4,0.9988525559029447,0.0011474440970547805,0.0,0.0,0.0,0.0
4FGL J0046.7-7048,303.49277,-46.309517,3417.7913,-22.988642087184946,2.0708344,0.19586968,-0.016095472,0.19607288,-0.9972104,0.9210557,5.7204487E-4,0.2742608,-0.6669575,-0.55773884,-0.9991605,0.9961869,1.4303295715173485,PowerLaw,0.074087225,0.6666667,,,,,0.0,0.0,0,0.9984010622604749,0.0015989377395158118,0.9587798578266061,0.04122014217339505,0.9986083256919498,0.0013916743080509125,0.9911148482465918,0.008885151753407967,0.0,0.0,0.0,0.0
4FGL J0047.3+6943,122.57157,6.8534408,7182.9204,-22.497133432629767,1.8924123,0.3207617,0.22452478,0.9951572,-0.9998876,0.99746394,0.0014918336,0.73277193,-0.57375604,-0.3398513,-0.34198686,-0.5981328,1.8725245076514947,PowerLaw,0.16484576,0.6666667,,,unk,1RXS J004724.5+694222,0.0,0.9525476,0,0.9992899517787001,7.100482212923827E-4,0.9550506319157609,0.04494936808424048,0.9955059881301591,0.0044940118698406145,0.9931141986557822,0.006885801344218241,0.0,0.0,0.0,0.0
4FGL J0047.5-2517,97.574394,-87.96936,1246.0215,-20.967883388706383,2.1412337,0.06347956,0.06680642,2.1227646,0.93683684,-0.30174148,5.0235994E-4,0.08580647,-0.570273,-0.6085724,-0.6834191,-0.5110912,1.670158749750352,PowerLaw,0.03397673,0.6666667,3FGL J0047.5-2516,3FHL J0047.6-2517,sbg,NGC 253,0.9993061,0.99712837,0,0.9988996337184898,0.0011003662815072806,0.956472249554247,0.04352775044575332,0.9646890094044799,0.03531099059552034,0.9717471753879127,0.028252824612089417,0.0,0.0,0.0,0.0
4FGL J0048.6-6347,303.44296,-53.33411,1341.7461,-21.534258359958486,2.1754348,0.18115535,0.3982205,4.3678927,-0.9999243,0.99952316,0.004762459,0.5256735,-0.40418828,-0.66950274,-0.7854947,-0.99993813,1.5794494143098416,LogParabola,0.14414299,0.6666667,3FGL J0048.1-6343,,,,0.0,0.0,0,0.6511723723219334,0.348827627678063,0.8811709379154512,0.11882906208454984,0.9372995585616992,0.06270044143830142,0.5308704282984675,0.46912957170153197,0.0,0.029,0.0,0.315
4FGL J0052.1+6444,123.01039,1.8703632,1656.2418,-21.280574677622546,2.5156395,0.17514867,0.2364143,2.4070873,-0.99547064,0.9997513,0.006582201,0.6468435,-0.46704617,-0.84611344,-0.7719512,-0.99986583,1.1287958486722862,PowerLaw,0.168674,0.6666667,3FGL J0051.6+6445,,,,0.0,0.0,512,0.994946849197367,0.005053150802645856,0.9161004269422747,0.08389957305772665,0.8477616135439242,0.15223838645607546,0.6880292104159185,0.3119707895840823,0.0,0.012,0.0,0.0
4FGL J0055.7+4507,123.732124,-17.740635,6487.0317,-23.249554263692776,1.771013,0.4425595,0.5161522,2.2921727,0.9999096,-0.9999997,0.009096475,2.5597537,0.9999886,-0.43777117,-0.27764365,-0.6540821,1.4735142432205657,PowerLaw,0.34343994,0.6666667,,3FHL J0055.8+4507,,,0.0,0.0,0,0.9998861908999565,1.1380910002349588E-4,0.9424424193827778,0.05755758061722319,0.9718715182559898,0.02812848174401033,0.9608645819201146,0.03913541807988617,0.0,0.008,0.0,0.0
4FGL J0057.5+6814,123.49776,5.3709292,1602.9055,-22.02819513562857,2.53272,0.17592308,2.597204E-4,0.0,-0.9985833,0.9905463,0.0014255025,0.16311759,-0.8752328,-0.5832085,-0.8921638,0.18170558,1.6527153858906853,PowerLaw,0.071244925,0.6666667,,,,,0.0,0.0,16,0.9972204287853045,0.0027795712147018654,0.9591949266127408,0.04080507338725997,0.9944000874305527,0.005599912569447087,0.9711719129940954,0.028828087005904605,0.0,0.0,0.0,0.0
4FGL J0057.9+6326,123.66344,0.57604647,14527.771,-22.361689652467856,1.6726426,0.31574553,0.37038267,2.0507538,-0.75293905,-0.85403293,6.5384235E-4,0.4585714,-0.5799879,-0.4396499,-0.14850637,-0.1129792,2.4351019530956663,PowerLaw,0.17205386,0.6666667,,3FHL J0057.9+6325,,,0.0,0.0,0,0.9975832269345233,0.0024167730654699204,0.9478549136088095,0.05214508639119165,0.9920870360646319,0.007912963935367674,0.9934348000160358,0.006565199983963845,0.0,0.006,0.0,0.0
4FGL J0058.0-7245e,302.25146,-44.36958,668.8911,-19.56554881810005,2.2103305,0.03660867,0.09607346,5.579218,0.35465047,-0.43061408,2.2560866E-5,0.045409948,-0.62734485,-0.6059806,-0.6951379,-0.9993718,2.2012879700746795,PLSuperExpCutoff,0.019674852,1.0,3FGL J0059.0-7242e,,GAL,SMC,,,4,0.9837629904955684,0.01623700950443304,0.8626885496313564,0.1373114503686434,0.8626359589747433,0.1373640410252575,0.9173992239016288,0.08260077609837102,0.0,0.045,0.0,0.0
4FGL J0058.1+6915,123.53306,6.396929,1805.5524,-22.001673715662097,2.552665,0.17370105,0.032970946,0.43593243,0.97341037,-0.78699374,0.0016776033,0.28971106,-0.63023823,-0.7355421,-0.99754685,0.97655207,2.209425537780697,PowerLaw,0.07843356,0.6666667,,,,,0.0,0.0,8,0.9985270696338903,0.0014729303661116977,0.9592463015520853,0.04075369844791583,0.992351628100231,0.007648371899769933,0.9885918034196569,0.011408196580343382,0.0,0.0,0.0,0.0
4FGL J0058.3-4603,299.2362,-71.02254,2822.2625,-23.004372888102978,2.098462,0.19162391,-0.059272204,0.6387118,0.99994236,-0.6631517,9.6362346E-4,0.39477935,-0.7699233,-0.20665368,-0.6204807,-0.11483538,2.5344969292849924,PowerLaw,0.07373702,0.6666667,,,,,0.0,0.0,0,0.9998001958897093,1.9980411029360987E-4,0.9595278475273079,0.04047215247269304,0.9995631502127097,4.368497872907859E-4,0.9986624544801895,0.0013375455198100846,0.0,0.0,0.0,0.0
4FGL J0102.0-6240,300.84314,-54.403248,3027.3816,-22.769991502603073,2.0030367,0.22303848,0.09996205,0.9853003,0.99997556,-0.64813334,0.00205481,0.43767342,-0.4662125,-0.30778533,-0.7820471,-0.4998326,2.135018719346306,PowerLaw,0.12274367,0.6666667,,,,,0.0,0.0,0,0.9996103416582666,3.8965834172556004E-4,0.959020880896561,0.040979119103440306,0.9980145852424546,0.001985414757545765,0.9942426913352695,0.005757308664728938,0.0,0.0,0.0,0.0
4FGL J0102.1+4458,124.92797,-17.86201,3246.7822,-22.59245939806296,2.0214314,0.46559122,0.7738542,2.5300887,-0.9969884,0.8578584,0.0021675923,0.0383794,-0.7280103,-0.17031722,-0.51491535,-0.9995351,2.122813763659642,PowerLaw,0.3087861,0.6666667,3FGL J0102.1+4458,,,,0.0,0.0,4,0.9936872980337076,0.006312701966290981,0.9550810203986787,0.044918979601321636,0.9930426454724437,0.006957354527554814,0.9866012331898769,0.013398766810123298,0.0,0.0,0.0,0.0
4FGL J0102.3+1000,127.39341,-52.764793,4414.4688,-22.361695724008534,1.9644006,0.32826358,0.3959765,2.3007338,-0.45761946,-0.9987252,0.0044156043,1.0253317,0.97399586,-0.34125528,-0.52482027,-0.99999535,1.3216654275700452,PowerLaw,0.24422736,0.6666667,,,,,0.0,0.0,0,0.9999525000155519,4.74999844304927E-5,0.9533470794261442,0.046652920573856144,0.9908648892846497,0.009135110715349401,0.9899369614544655,0.010063038545534968,0.0,0.001,0.0,0.0
4FGL J0104.6-0818,132.989,-70.92556,1213.232,-22.654554832855272,2.3734674,0.3623292,0.06870431,0.3754106,0.07398744,-0.9189969,0.004335815,0.6068921,-0.2467782,-0.59371513,-0.99938387,-0.6538384,1.7716602529250172,PowerLaw,0.19428208,0.6666667,,,,,0.0,0.0,0,0.9998215029230619,1.7849707692169098E-4,0.9603533841418567,0.039646615858144156,0.997433095264657,0.0025669047353423127,0.9865034093904853,0.013496590609514017,0.0,0.0,0.0,0.0
4FGL J0112.0+3442,127.72831,-27.977003,1290.2421,-22.62737341436303,2.3373687,0.39924687,0.34205857,1.6276882,0.92447466,0.30099624,0.0055140266,0.67387706,-0.55669886,-0.6224094,-0.999968,-0.990754,1.423588526085956,PowerLaw,0.2753685,0.6666667,,,,,0.0,0.0,1,0.9994917025996988,5.082974002966212E-4,0.9430179799734237,0.05698202002657774,0.8953814194464162,0.10461858055358268,0.9382504111506624,0.06174958884933729,0.0,0.001,0.0,0.0
4FGL J0118.3-6008,296.8381,-56.66605,1928.3923,-23.05538456288136,2.1720219,0.38724738,0.49745554,2.329121,-1.0,0.9999988,0.007836868,0.98096514,-0.42265618,-0.70876706,-0.85307753,-0.9998646,2.354511736463963,PowerLaw,0.34034577,0.6666667,,,,,0.0,0.0,0,0.9994748895371395,5.251104628867345E-4,0.9589153727871593,0.04108462721284183,0.9971170788269202,0.002882921173079656,0.9498211230986064,0.05017887690139367,0.0,0.0,0.0,0.0
4FGL J0120.1+0505,136.17094,-57.039967,1020.5781,-22.811411691718867,2.5491157,0.1433962,-0.11327896,1.6264851,0.2700064,-0.9429898,8.919326E-4,0.3079842,-0.3045625,-0.6063143,-0.7101936,-0.9999973,2.183941926292892,PowerLaw,0.04926828,0.6666667,,,,,0.0,0.0,0,0.9998970467267603,1.0295327325266189E-4,0.9605827429341871,0.039417257065814074,0.9970027721875865,0.002997227812415088,0.9934272831509415,0.006572716849057842,0.0,0.0,0.0,0.0
4FGL J0120.2-7944,301.32455,-37.297035,1648.3358,-22.728143918835723,2.3834817,0.13905933,-0.087300785,1.3696637,0.9923302,-0.8800795,5.391009E-4,0.24928038,-0.57096386,-0.700483,-0.15547203,-0.6577446,2.7334714964683124,PowerLaw,0.047262046,0.6666667,,,,,0.0,0.0,4,0.9999158413594121,8.415864060453053E-5,0.9600396808321353,0.03996031916786611,0.999575515207187,4.244847928127202E-4,0.9970062708138431,0.0029937291861561934,0.0,0.0,0.0,0.0
4FGL J0125.9-6303,296.34128,-53.627823,1416.2109,-22.72709032175507,2.321381,0.16882932,0.007659022,0.101563826,0.39892927,-0.6110002,0.0012538264,0.25213587,-0.8068123,-0.3752848,-0.7504526,-0.25686392,2.233336808533963,PowerLaw,0.076793045,0.6666667,,,,,0.0,0.0,0,0.99972934300603,2.706569939706826E-4,0.9610347142726253,0.03896528572737467,0.9995688764858474,4.3112351415286606E-4,0.9983408534169331,0.0016591465830662303,0.0,0.0,0.0,0.0
4FGL J0126.3-6746,297.91083,-49.010098,7687.73,-23.50371871864193,1.737266,0.34784696,0.20507346,1.2218974,0.95706004,-0.999832,0.0017061433,0.70389456,0.9994604,-0.33297503,-0.9938358,0.9813364,1.3858486574844395,PowerLaw,0.20893957,0.6666667,,,,,0.0,0.0,0,0.9947901351569104,0.005209864843074609,0.9510235849368591,0.04897641506314172,0.9909212965999253,0.009078703400074304,0.9818401527622012,0.018159847237798964,0.0,0.005,0.0,0.0
4FGL J0126.8+2412,133.17609,-37.95704,409.9141,-22.377130922601644,2.8201225,0.11372462,-0.031127423,0.44761357,-0.50572854,-0.6607537,0.0012348453,0.1421305,-0.7596092,-0.9188179,0.118868954,-0.99835616,3.555796351408208,PowerLaw,0.058823414,0.6666667,,,,,0.0,0.0,0,0.9999436329049114,5.636709510015629E-5,0.9679838131989761,0.032016186801023444,0.9999749752690762,2.502473092381641E-5,0.9990334364325606,9.665635674392742E-4,0.0,0.0,0.0,0.0
4FGL J0129.0+6312,127.15824,0.6493515,908.47736,-20.994013539157258,2.6639903,0.14883009,0.23745841,3.1423504,0.992846,-0.42510837,0.0042351456,0.3199964,-0.7505972,-0.69712466,-0.99973905,0.96537846,1.5877703594546169,LogParabola,0.10277525,0.6666667,3FGL J0128.4+6257,,spp,2MASS J01283059+6306298,0.8272173,0.0,2,0.30893100232341164,0.6910689976765956,0.80049226437348,0.19950773562652038,0.6859865155688167,0.31401348443118365,0.39054989940679163,0.6094501005932095,1.0,0.09,0.0,0.963
4FGL J0131.7-5346,290.05676,-62.33528,1277.0319,-22.42190804250303,2.3552547,0.23483618,0.08636972,0.65008974,0.97801,-0.55551255,0.0022347805,0.32714105,-0.47565746,-0.8352642,-0.6056852,-0.17918804,1.5072256011578333,PowerLaw,0.15694925,0.6666667,3FGL J0132.1-5340,,,,0.0,0.0,0,0.9998152618620864,1.8473813792929767E-4,0.9616881105063578,0.03831188949364223,0.9955762059929908,0.004423794007008027,0.9918814001327381,0.008118599867260828,0.0,0.0,0.0,0.0
