Source_Name_3FGL,Flux_Density_log,Unc_EnergyFlux100_log,Spec_index,significant_curve_log,variability_log,hr12,hr23,hr34,hr45,GLAT_3FGL_3FGL,Pivot_Energy,Spectrum_Type,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict,Category_Prob
3FGL J0000.1+6545,-27.6256923,-26.9019404,2.410956,1.22277935,3.70754214,-0.445271574,-0.697543979,-0.910687938,-0.34116469,3.4029577,1159.0813,PowerLaw,0.794359883,0.205640117,0.698564505,0.301435495,0.734239168,0.265760832,0.883844771,0.116155229,0,0.013,0.001,0,AGN
3FGL J0000.2-3738,-31.5724842,-28.030843,1.8667319,0.403100047,3.80321919,0.152274173,0.038811724,-0.321320026,-0.648189274,-74.946754,3296.3293,PowerLaw,0.999798771,0.000201,0.990929887,0.009070113,0.991620929,0.008379071,0.99672262,0.00327738,0,0,0,0,AGN
3FGL J0001.6+3535,-28.878312,-27.8639386,2.3505216,-1.91872531,3.47798208,-0.922401025,-0.374172332,-0.626016616,-0.281278426,-26.188492,1104.2643,PowerLaw,0.999800284,0.0002,0.995597933,0.004402067,0.999989481,1.05e-05,0.979849443,0.020150557,0,0,0,0,AGN
3FGL J0002.0-6722,-30.6614101,-27.9045111,1.9460614,0.313862188,3.8313551,0.091517931,-0.522755946,-0.422249344,-0.497951868,-49.061836,2466.7234,PowerLaw,0.999848416,0.000152,0.992638042,0.007361958,0.993869802,0.006130198,0.997208376,0.002791624,0,0,0,0,AGN
3FGL J0003.4+3100,-26.9244115,-27.875722,2.5538373,0.269992251,3.65159261,-0.712003724,-0.604361903,-0.894347881,-0.873904876,-30.745094,572.5596,PowerLaw,0.991877049,0.008122951,0.971976339,0.028023661,0.948407824,0.051592176,0.933865254,0.066134746,0,0,0,0,AGN
3FGL J0003.5+5721,-29.850705,-27.5206806,2.1830583,0.599138818,3.43789456,0.998425772,-0.652944564,-0.68117706,-0.585744137,-4.9115977,2119.9404,PowerLaw,0.998506235,0.001493765,0.872241394,0.127758606,0.920539672,0.079460328,0.981082223,0.018917777,0,0,0,0,AGN
3FGL J0004.2+6757,-28.1395278,-26.8416169,2.4968367,1.36405824,3.55003598,-0.023348192,-0.810064656,-0.673880029,-0.853351203,5.494,1328.3618,PowerLaw,0.559422987,0.440577013,0.265196955,0.734803045,0.330312491,0.669687509,0.641875512,0.358124488,0,0.961,0.997,0.007,MIXED
3FGL J0004.2+0843,-30.9729253,-27.8603108,2.0504425,-0.235299423,3.81400604,-0.755126177,-0.47767032,0.00058,-0.870637758,-52.363342,2762.5613,PowerLaw,0.99755032,0.00244968,0.993992602,0.006007398,0.99861179,0.00138821,0.906529614,0.093470386,0,0,0,0,AGN
3FGL J0006.2+0135,-29.9574692,-27.8975494,2.1869004,-1.7786281,3.8191674,-0.611431725,-0.563139983,-0.645471413,-0.395172527,-59.296867,1807.7529,PowerLaw,0.999557147,0.000443,0.995511285,0.004488715,0.999987094,1.29e-05,0.99345719,0.00654281,0,0,0,0,AGN
3FGL J0006.6+4618,-28.992049,-27.6160433,2.4172597,-0.072780607,3.88813787,-0.864562982,-0.749247606,-0.717673918,0.050968283,-15.866622,1249.3093,PowerLaw,0.999724016,0.000276,0.993357745,0.006642255,0.999484546,0.000515,0.989944169,0.010055831,0,0,0,0,AGN
3FGL J0007.4+1742,-29.1493024,-27.8847622,2.3119533,-0.226436091,3.8409799,-0.609615712,-0.626028361,-0.670907812,-0.457036045,-43.910923,1239.5774,PowerLaw,0.999748458,0.000252,0.99454081,0.00545919,0.998572388,0.001427612,0.990226445,0.009773555,0,0,0,0,AGN
3FGL J0007.9+4006,-29.5186219,-27.8112533,2.2756045,-0.020848936,3.79300492,-0.236407818,-0.785758008,-0.459872231,-0.589559308,-22.007206,1504.622,PowerLaw,0.999802846,0.000197,0.991729583,0.008270417,0.997138017,0.002861983,0.994261029,0.005738971,0,0,0,0,AGN
3FGL J0008.3+1456,-28.5917141,-27.8123656,2.2695491,0.449795246,3.53920976,-0.494925858,-0.54508004,-0.666567991,-0.676152872,-46.658096,1148.4678,PowerLaw,0.998664788,0.001335212,0.979691698,0.020308302,0.953026553,0.046973447,0.969134123,0.030865877,0,0,0,0,AGN
3FGL J0010.5-1425,-28.7628942,-27.9946153,2.3083522,1.04766841,4.03463062,0.9989723,-0.684107979,-0.766865033,-0.99994186,-74.11172,1005.85754,PowerLaw,0.975143528,0.024856472,0.924875483,0.075124517,0.831272197,0.168727803,0.819442761,0.180557239,0,0,0,0,AGN
3FGL J0014.3-0455,-27.9521676,-27.4488107,2.504053,0.061235917,3.99604223,-0.596598806,-0.827170747,-0.51270479,-0.730616651,-66.09583,964.4531,PowerLaw,0.99992704,7.3e-05,0.993727885,0.006272115,0.99700778,0.00299222,0.994511294,0.005488706,0,0,0,0,AGN
3FGL J0016.5+1713,-28.4049423,-27.8717828,2.438119,0.813639432,3.96809548,-0.565130471,-0.648743167,-0.914618552,-0.338922225,-44.850296,890.5665,PowerLaw,0.999009467,0.000991,0.986835526,0.013164474,0.970977145,0.029022855,0.970829689,0.029170311,0,0,0,0,AGN
3FGL J0017.1+1445,-31.5472877,-27.8284969,1.8830268,0.161523434,3.58749536,0.999494413,-0.415735754,-0.774411255,0.044343341,-47.293262,3583.9836,PowerLaw,0.999817204,0.000183,0.994313427,0.005686573,0.996978492,0.003021508,0.986174602,0.013825398,0,0,0,0,AGN
3FGL J0020.9+0323,-32.6652516,-27.7289009,1.6399021,0.432712698,3.99663314,-0.998829858,0.999604743,-0.200424413,-0.476083427,-58.60079,6460.085,PowerLaw,0.999907746,9.23e-05,0.992221543,0.007778457,0.995785331,0.004214669,0.997422014,0.002577986,0,0,0,0,AGN
3FGL J0022.7+4651,-26.5728795,-27.7296582,2.784271,-1.6638639,3.64184641,-0.845841811,-0.566757078,-0.742860791,-0.999991768,-15.7352295,462.09705,PowerLaw,0.982038614,0.017961386,0.994605264,0.005394736,0.999859583,0.00014,0.894948835,0.105051165,0,0,0,0,AGN
3FGL J0026.2-4812,-29.4055599,-28.0236486,2.1874866,-0.393397081,3.94238331,-0.409177242,-0.458005217,-0.654177193,-0.546266448,-68.35451,1436.4507,PowerLaw,0.999513419,0.000487,0.994754016,0.005245984,0.999212965,0.000787,0.992170825,0.007829175,0,0,0,0,AGN
3FGL J0031.2-2320,-29.8598667,-28.0424852,2.1391132,0.591179458,3.51173444,0.971875436,-0.442618558,-0.580961929,-0.999139811,-84.071144,1541.3683,PowerLaw,0.963209438,0.036790562,0.952539591,0.047460409,0.892067071,0.107932929,0.884558845,0.115441155,0,0,0,0,AGN
3FGL J0031.6+0938,-27.4130611,-27.7331985,2.6571865,-0.498493544,3.36106216,-0.548073598,-0.890686743,-0.563723127,-0.162207762,-52.91353,645.5102,PowerLaw,0.999810433,0.00019,0.995039257,0.004960743,0.999707198,0.000293,0.972973671,0.027026329,0,0,0,0,AGN
3FGL J0032.3-5522,-27.2345789,-27.7746422,2.2745852,0.317796424,6.23590181,-0.368012911,-0.67973313,-0.656371204,-0.624356077,-61.548527,907.47565,PowerLaw,0.999934314,6.57e-05,0.995344304,0.004655696,0.999967029,3.3e-05,0.993200355,0.006799645,0,0,0,0,AGN
3FGL J0032.5+3912,-27.8653476,-27.8465706,2.563908,-0.390369941,3.56084947,-0.909129306,-0.6463444,-0.522704036,-0.508641293,-23.512846,744.708,PowerLaw,0.999774176,0.000226,0.993195199,0.006804801,0.999086245,0.000914,0.986816766,0.013183234,0,0,0,0,AGN
3FGL J0048.1-6343,-29.5683538,-27.9959431,2.108412,1.21239539,3.95035765,0.99928499,-0.448148742,-0.588280702,-0.828998523,-53.392723,1597.7219,PowerLaw,0.968085583,0.031914417,0.905449013,0.094550987,0.843889389,0.156110611,0.829251196,0.170748804,0,0,0,0,AGN
3FGL J0049.0+4224,-32.3911049,-27.8212788,1.7653672,-0.475563859,3.57251809,0.61037146,-0.744112667,-0.218490522,-0.285765427,-20.456451,6059.867,PowerLaw,0.99980485,0.000195,0.993385911,0.006614089,0.999562942,0.000437,0.996585738,0.003414262,0,0,0,0,AGN
3FGL J0051.6+6445,-28.9934975,-27.1511482,2.2792559,-0.187299325,3.78772481,-0.586404989,-0.566462097,-0.677605707,-0.725930966,1.8875066,1719.2827,PowerLaw,0.998534435,0.001465565,0.972369983,0.027630017,0.991520466,0.008479534,0.983263338,0.016736662,0,0,0,0,AGN
3FGL J0102.1+4458,-29.9002085,-27.8970007,2.265101,-1.02103727,3.70700543,-0.747797334,-0.875461971,0.207284296,-0.802611557,-17.858519,1645.4283,PowerLaw,0.998987862,0.001012138,0.994403134,0.005596866,0.999943816,5.62e-05,0.988252555,0.011747445,0,0,0,0,AGN
3FGL J0102.1+0943,-29.7671359,-27.7120736,2.0650234,-0.731081681,3.73149038,-0.302075327,-0.690205141,-0.507378383,-0.299878219,-53.052097,2010.3379,PowerLaw,0.999907556,9.24e-05,0.995256469,0.004743531,0.999791584,0.000208,0.996917056,0.003082944,0,0,0,0,AGN
3FGL J0112.9-7506,-29.775163,-27.9739194,2.1721509,-3.08625788,3.67847678,-0.734347332,-0.698580465,-0.552121341,-0.405936232,-41.94519,1641.6904,PowerLaw,0.999900153,9.98e-05,0.995922191,0.004077809,0.999999606,3.94e-07,0.997253161,0.002746839,0,0,0,0,AGN
3FGL J0114.8+1917,-29.8732808,-27.8838487,2.3102372,-0.575792503,3.64910748,-0.856665382,-0.247772936,-0.630057463,-0.585832559,-43.231922,1581.0696,PowerLaw,0.999710726,0.000289,0.994670831,0.005329169,0.99892786,0.00107214,0.986548566,0.013451434,0,0,0,0,AGN
3FGL J0116.8+6913,-26.0763183,-27.188294,2.759096,0.645481719,3.9244713,-0.69923438,-0.896580758,-0.767079755,-0.999750328,6.46833,504.93448,PowerLaw,0.996945786,0.003054214,0.904816847,0.095183153,0.897940797,0.102059203,0.960862075,0.039137925,0,0,0,0,AGN
3FGL J0127.4+5433,-27.7427269,-27.4560964,2.5324936,-0.632397202,3.58936258,-0.730202377,-0.65088879,-0.924679903,0.180678609,-7.948505,828.52924,PowerLaw,0.998966887,0.001033113,0.992670426,0.007329574,0.999810548,0.000189,0.975779722,0.024220278,0,0,0,0,AGN
3FGL J0127.5+5634,-26.9227623,-27.3387179,2.5862625,-1.09763936,3.98703942,-0.53893851,-0.893194776,-0.666055522,-0.20951277,-5.952526,695.18384,PowerLaw,0.999668364,0.000332,0.993592462,0.006407538,0.99997393,2.61e-05,0.98722695,0.01277305,0,0,0,0,AGN
3FGL J0127.6+4851,-28.4936682,-27.6731308,2.4481723,-1.78341679,4.20456455,-0.551852262,-0.708398157,-0.633810988,-0.766519189,-13.57893,1047.4584,PowerLaw,0.999917476,8.25e-05,0.995227785,0.004772215,0.999985833,1.42e-05,0.995822341,0.004177659,0,0,0,0,AGN
3FGL J0132.1-5340,-29.2731362,-28.0064815,2.319403,-0.539675131,3.55248697,-0.011045533,-0.70053568,-0.703612432,-0.546612192,-62.40861,1242.8344,PowerLaw,0.999577893,0.000422,0.994606525,0.005393475,0.99875208,0.00124792,0.982988937,0.017011063,0,0,0,0,AGN
3FGL J0133.2-4737,-27.0931225,-28.0109023,2.7074742,-1.78769612,3.50940105,-0.743095051,-0.691239494,-0.902900721,0.094901788,-67.93795,504.86322,PowerLaw,0.999614914,0.000385,0.995498849,0.004501151,0.999995848,4.15e-06,0.976135183,0.023864817,0,0,0,0,AGN
3FGL J0133.3+5930,-30.184292,-27.4107932,2.2115479,-0.55845485,3.75117116,-0.240022626,-0.751736457,-0.309339564,-0.827124796,-2.9256306,2356.1208,PowerLaw,0.997528554,0.002471446,0.979918533,0.020081467,0.99864761,0.00135239,0.958369085,0.041630915,0,0,0,0,AGN
3FGL J0138.5-4612,-30.1211513,-27.9574805,2.0609827,-0.564188075,3.69338902,-0.299895206,-0.547803889,-0.548868506,-0.585152931,-68.76349,2009.1926,PowerLaw,0.999883019,0.000117,0.994693127,0.005306873,0.999032952,0.000967,0.996715118,0.003284882,0,0,0,0,AGN
3FGL J0149.6+4846,-27.5791976,-27.6117063,2.6199348,-0.016155764,3.57541228,-0.834189539,-0.802077972,-0.363965233,-0.597112154,-12.991856,717.1682,PowerLaw,0.999794261,0.000206,0.988976558,0.011023442,0.997476904,0.002523096,0.987809822,0.012190178,0,0,0,0,AGN
3FGL J0154.1+4642,-27.9676134,-27.7249732,2.5520542,-1.12068868,3.62539709,-0.728132596,-0.578181983,-0.999974917,0.99975235,-14.819924,786.5638,PowerLaw,0.999405001,0.000595,0.995279142,0.004720858,0.999997042,2.96e-06,0.975249265,0.024750735,0,0,0,0,AGN
3FGL J0156.5-2423,-31.0955136,-27.894155,1.8884518,0.186382218,3.77889601,0.50503343,-0.42481103,-0.584061214,-0.381134471,-75.10631,2763.535,PowerLaw,0.999831707,0.000168,0.993545323,0.006454677,0.995455974,0.004544026,0.996982715,0.003017285,0,0,0,0,AGN
3FGL J0158.6+0102,-28.0261747,-27.7704336,2.5585058,0.345581549,3.78908773,-0.724908269,-0.93497361,-0.028509538,-0.290205377,-57.513157,827.643,PowerLaw,0.999943816,5.62e-05,0.994432184,0.005567816,0.999459335,0.000541,0.991669289,0.008330711,0,0,0,0,AGN
3FGL J0200.3-4108,-31.3584007,-27.9201679,1.8781707,-0.687259865,3.84628855,-0.988802656,0.826976135,-0.474718852,-0.623122058,-70.08185,3490.8992,PowerLaw,0.999918391,8.16e-05,0.994774468,0.005225532,0.999542403,0.000458,0.997536304,0.002463696,0,0,0,0,AGN
3FGL J0203.6+1148,-26.8956092,-27.4231238,2.7145154,-0.005547057,3.49805052,-0.667645321,-0.839575721,-0.839012319,0.259520572,-47.306583,608.32184,PowerLaw,0.999405175,0.000595,0.994940106,0.005059894,0.999397805,0.000602,0.97390045,0.02609955,0,0,0,0,AGN
3FGL J0211.0+1922,-28.4421499,-27.6966355,2.383586,0.127641657,3.71347931,-0.511743082,-0.790859195,-0.576154288,-0.999912588,-39.650284,1024.156,PowerLaw,0.999096205,0.000904,0.985168885,0.014831115,0.972361584,0.027638416,0.948716588,0.051283412,0,0,0,0,AGN
3FGL J0216.0+0300,-31.4608307,-27.8936844,2.0137677,-0.839875303,3.62701761,-0.823045152,-0.504968602,-0.375866529,-0.600550363,-53.597607,3324.7903,PowerLaw,0.99987337,0.000127,0.994977246,0.005022754,0.999511972,0.000488,0.996995461,0.003004539,0,0,0,0,AGN
3FGL J0216.4+0507,-29.4762439,-27.8769638,2.24003,0.151012418,3.90116663,-0.594472085,-0.295596008,-0.890999989,-0.386480899,-51.753777,1412.2108,PowerLaw,0.999597431,0.000403,0.993384719,0.006615281,0.993868455,0.006131545,0.985008629,0.014991371,0,0,0,0,AGN
3FGL J0221.1+6059,-26.1218156,-26.5573239,2.6818604,0.889853036,3.84097253,-0.770960815,-0.754462658,-0.859024461,-0.999846762,-0.002319051,670.4135,PowerLaw,0.464260818,0.535739182,0.539458238,0.460541762,0.628447205,0.371552795,0.679444028,0.320555972,1,0.398,0.09,0.002,MIXED
3FGL J0221.2+2518,-31.1545533,-27.7622144,1.9356745,-0.185112536,3.63852545,-0.962152648,0.52260308,-0.364473908,-0.648573454,-33.273746,3399.047,PowerLaw,0.99986404,0.000136,0.992615938,0.007384062,0.996740739,0.003259261,0.996704141,0.003295859,0,0,0,0,AGN
3FGL J0221.8+6138c,-29.8535576,-26.2226605,2.4198194,0.810680096,3.78883976,0.999854102,-0.837995516,-0.669835708,-0.842430973,0.6319488,3022.2283,PowerLaw,0.060565541,0.939434459,0.787556868,0.212443132,0.791791822,0.208208178,0.544318643,0.455681357,1,0.015,0.009,0.226,MIXED
3FGL J0223.6+3927,-27.7430723,-27.7526391,2.4037545,0.397266726,3.86991009,-0.629537929,-0.728883335,-0.644254621,-0.685779851,-20.032154,882.9315,PowerLaw,0.998646272,0.001353728,0.981726654,0.018273346,0.983239962,0.016760038,0.984096687,0.015903313,0,0,0,0,AGN
3FGL J0224.1-1846,-28.0278228,-27.8826834,2.4003537,-0.211169712,3.72078296,-0.57283969,-0.811921056,-0.330777081,-0.762178104,-67.122475,884.1159,PowerLaw,0.999544954,0.000455,0.993869072,0.006130928,0.998505929,0.001494071,0.987996325,0.012003675,0,0,0,0,AGN
3FGL J0224.4+1615,-29.6332187,-27.6636342,2.261836,-1.00511413,3.96181176,-0.655986519,-0.68110921,-0.599423518,-0.425253911,-41.091526,1622.4056,PowerLaw,0.999883326,0.000117,0.99541524,0.00458476,0.999905164,9.48e-05,0.996611738,0.003388262,0,0,0,0,AGN
3FGL J0226.7-4747,-25.8176462,-27.9138052,2.9186466,0.030963155,3.63887541,-0.814633666,-0.802617464,-0.687999885,-0.597344282,-62.21617,362.95218,PowerLaw,0.999952055,4.79e-05,0.99267868,0.00732132,0.997388197,0.002611803,0.980559502,0.019440498,0,0,0,0,AGN
3FGL J0228.5+8213,-25.8941979,-27.8360649,2.771561,0.109391301,3.72310116,-0.770468852,-0.628048215,-0.841259919,-0.627160878,19.998413,378.12604,PowerLaw,0.999913801,8.62e-05,0.989768158,0.010231842,0.992154133,0.007845867,0.97840209,0.02159791,0,0,0,0,AGN
3FGL J0231.0+1302,-27.4701259,-27.6148815,2.5481932,-1.02172753,3.96900429,-0.72929269,-0.792281612,-0.523472495,-0.688897077,-43.11059,721.26764,PowerLaw,0.999925296,7.47e-05,0.995353839,0.004646161,0.999903758,9.62e-05,0.994449985,0.005550015,0,0,0,0,AGN
3FGL J0232.6+0646,-26.3241661,-27.7093023,2.665958,0.848959108,4.00610396,-0.721511483,-0.699966785,-0.919417128,-0.813413574,-48.17772,465.37665,PowerLaw,0.997144863,0.002855137,0.960544973,0.039455027,0.908770356,0.091229644,0.952894481,0.047105519,0,0,0,0,AGN
3FGL J0233.0+6237,-26.9576596,-26.6957617,2.668114,-0.740158456,4.13003077,-0.763301824,-0.737342705,-0.901251886,-0.375534995,2.0197952,839.5476,PowerLaw,0.887947076,0.112052924,0.99278792,0.00721208,0.999714473,0.000286,0.912456843,0.087543157,0,0,0,0,AGN
3FGL J0234.2-0629,-31.9769572,-27.8529305,1.8133874,-0.193011006,3.56248329,-0.105297062,-0.701306321,0.031216301,-0.230669091,-58.034374,4520.0195,PowerLaw,0.999852758,0.000147,0.99490324,0.00509676,0.999612938,0.000387,0.996613401,0.003386599,0,0,0,0,AGN
3FGL J0235.7+5647,-25.9975766,-27.2966207,2.6072574,0.030230421,4.10749352,-0.734010824,-0.679605422,-0.743268557,-0.877922942,-3.2338104,547.29767,PowerLaw,0.991134215,0.008865785,0.961582964,0.038417036,0.993235166,0.006764834,0.961159383,0.038840617,0,0,0,0,AGN
3FGL J0239.0+2555,-31.5489968,-27.7908097,2.0618744,-0.433245083,3.29451885,-0.786289798,-0.76844697,-0.358395258,-0.344994009,-30.96236,3583.083,PowerLaw,0.999900153,9.98e-05,0.993708872,0.006291128,0.998187636,0.001812364,0.995875212,0.004124788,0,0,0,0,AGN
3FGL J0239.4+1326,-30.6781372,-27.6309091,1.9952142,-0.961528372,3.93294765,-0.978188112,0.556185039,-0.543369397,-0.596614574,-41.696938,3086.905,PowerLaw,0.999857483,0.000143,0.995191413,0.004808587,0.999788391,0.000212,0.99768202,0.00231798,0,0,0,0,AGN
3FGL J0240.0-0253,-27.9618421,-27.8929624,2.4378898,0.752270393,4.1689714,0.247312532,-0.729380829,-0.994662509,0.905886343,-54.49211,774.0558,PowerLaw,0.999828057,0.000172,0.995123635,0.004876365,0.999779382,0.000221,0.973403686,0.026596314,0,0,0,0,AGN
3FGL J0242.1-0534,-28.1196852,-27.890225,2.480424,-0.969079038,4.18459576,-0.793017169,-0.63073009,-0.572846826,-0.999881054,-55.967793,794.0657,PowerLaw,0.99962183,0.000378,0.995153202,0.004846798,0.999777917,0.000222,0.981412288,0.018587712,0,0,0,0,AGN
3FGL J0244.4+4745,-26.2056146,-27.661471,2.6242933,1.21951652,3.54572748,-0.759595579,-0.776721783,-0.924101195,-0.999777556,-10.922361,463.37177,PowerLaw,0.607488483,0.392511517,0.250927515,0.749072485,0.28182435,0.71817565,0.786796029,0.213203971,0,0.987,1,0,MIXED
3FGL J0248.4+5130,-29.662847,-27.3114344,2.0670924,-0.264141473,3.4976885,0.178769475,-0.821026007,-0.11092553,-0.533693,-7.2564096,2793.949,PowerLaw,0.999428274,0.000572,0.986652943,0.013347057,0.9987392,0.0012608,0.995629716,0.004370284,0,0,0,0,AGN
3FGL J0251.1-1829,-32.7469786,-27.7636355,1.6198902,0.883696753,3.62909434,0.999884713,-0.999994319,0.999969788,-0.519761213,-61.165733,6318.966,PowerLaw,0.999702904,0.000297,0.990987434,0.009012566,0.998000087,0.001999913,0.983981904,0.016018096,0,0,0,0,AGN
3FGL J0254.2+5903,-27.1211151,-26.8335974,2.658566,0.005661742,3.58482905,-0.640827593,-0.84900874,-0.928464706,0.325547338,-0.14139023,799.08386,PowerLaw,0.997241258,0.002758742,0.981967091,0.018032909,0.999003982,0.000996,0.9354559,0.0645441,0,0,0,0,AGN
3FGL J0258.2+3555,-27.2179621,-27.6871376,2.609749,-4.45619404,3.69090652,-0.805054321,-0.628964923,-0.999436566,0.992323301,-20.21816,608.7475,PowerLaw,0.999580761,0.000419,0.997154663,0.002845337,1,3.22e-10,0.975010799,0.024989201,0,0,0,0,AGN
3FGL J0258.9+0552,-29.6261742,-27.5239421,2.1246219,0.544411704,3.66179144,-0.518598517,-0.467582524,-0.536585676,-0.714346029,-44.836224,2146.9763,PowerLaw,0.999662315,0.000338,0.979038717,0.020961283,0.943914843,0.056085157,0.994125674,0.005874326,0,0,0,0,AGN
3FGL J0307.3+4916,-28.6431659,-27.2961835,2.0957446,0.401765941,3.97923146,-0.620076433,-0.408381619,-0.680979781,-0.387433209,-7.8150034,1920.9581,PowerLaw,0.993285411,0.006714589,0.974787046,0.025212954,0.989539331,0.010460669,0.980143517,0.019856483,0,0,0,0,AGN
3FGL J0308.4-2852,-28.1918662,-27.9599158,2.5369458,0.265852098,3.26207343,-0.726983155,-0.692239687,-0.418016202,-0.999915461,-59.818363,773.11346,PowerLaw,0.997526129,0.002473871,0.968707657,0.031292343,0.950508104,0.049491896,0.95640988,0.04359012,0,0,0,0,AGN
3FGL J0312.7-2222,-32.4344409,-27.7074257,1.6247706,0.834316523,3.57846033,0.94757981,-0.432603942,0.357539051,-0.355709696,-57.68242,6047.084,PowerLaw,0.998659235,0.001340765,0.990607593,0.009392407,0.995135509,0.004864491,0.989396645,0.010603355,0,0,0,0,AGN
3FGL J0312.7+2011,-32.3941786,-27.5924109,1.7185972,-0.433789524,3.79326305,-0.970590251,0.558509224,-0.22511416,-0.309861155,-31.606558,7110.615,PowerLaw,0.999834437,0.000166,0.994305877,0.005694123,0.999648725,0.000351,0.997524755,0.002475245,0,0,0,0,AGN
3FGL J0322.5-3721,-28.3946369,-27.8682853,2.1997874,0.663869697,3.89757325,0.381479929,-0.588343754,-0.683497078,-0.799123869,-56.697277,1087.436,PowerLaw,0.995489022,0.004510978,0.978776139,0.021223861,0.953536931,0.046463069,0.959232024,0.040767976,0,0,0,0,AGN
3FGL J0323.7-6038,-29.0534931,-27.8782795,2.4398363,-1.74612451,3.92701955,-0.671045217,-0.896040143,-0.031769604,-0.999965371,-47.80628,1136.5219,PowerLaw,0.999944334,5.57e-05,0.995531836,0.004468164,0.99999036,9.64e-06,0.972861387,0.027138613,0,0,0,0,AGN
3FGL J0324.5-1315,-27.2283999,-27.8247992,2.6469278,-3.18113505,3.69057851,-0.586067329,-0.940887404,0.003409569,-0.999953139,-51.675007,572.0578,PowerLaw,0.999362166,0.000638,0.995805798,0.004194202,0.999999801,1.99e-07,0.951703385,0.048296615,0,0,0,0,AGN
3FGL J0327.4+5828c,-26.3095108,-27.0233665,2.5017505,0.974619487,3.96992311,-0.403406617,-0.677610585,-0.876005925,-0.718635206,1.5541462,647.1168,PowerLaw,0.992814709,0.007185291,0.719095196,0.280904804,0.835804864,0.164195136,0.952943809,0.047056191,0,0.01,0,0,AGN
3FGL J0330.6+0437,-28.5843628,-27.5736221,2.2363307,0.875889815,4.12163477,-0.247839302,-0.651217707,-0.427454785,-0.999992506,-40.14347,1316.7439,PowerLaw,0.920564438,0.079435562,0.960726702,0.039273298,0.928431463,0.071568537,0.867637113,0.132362887,0,0,0,0,AGN
3FGL J0332.4+4644,-27.2458683,-27.419873,2.46899,0.917444946,3.67346069,-0.531700943,-0.829645173,-0.712330555,-0.710362913,-7.666051,752.14813,PowerLaw,0.993892348,0.006107652,0.738037663,0.261962337,0.829312837,0.170687163,0.948838795,0.051161205,0,0.002,0,0,AGN
3FGL J0333.6+0233,-30.5603145,-27.7311178,2.071027,-1.05064446,3.64626695,-0.450149493,-0.702999579,-0.18033181,-0.778182941,-40.93062,2619.4026,PowerLaw,0.999819929,0.00018,0.99518601,0.00481399,0.999782075,0.000218,0.994617817,0.005382183,0,0,0,0,AGN
3FGL J0340.4-2423,-30.9405063,-27.9393978,2.0884702,0.125385795,3.36624452,-0.670214377,-0.409215829,-0.64846481,-0.560619898,-52.02948,2621.6863,PowerLaw,0.999356777,0.000643,0.98802287,0.01197713,0.972130431,0.027869569,0.990571924,0.009428076,0,0,0,0,AGN
3FGL J0342.3+3148c,-28.4630491,-27.01631,2.276013,0.931596676,3.86954109,0.996531602,-0.726774731,-0.723988282,-0.665010947,-18.380852,1573.4115,PowerLaw,0.975211066,0.024788934,0.953910641,0.046089359,0.893325333,0.106674667,0.938315003,0.061684997,0,0,0,0,AGN
3FGL J0342.8+1321,-31.9643696,-27.6482557,1.9091171,0.630954865,3.6625229,0.060840867,-0.211105471,-0.55259913,-0.473607412,-31.966251,4714.5073,PowerLaw,0.999635144,0.000365,0.98041343,0.01958657,0.955811791,0.044188209,0.995908567,0.004091433,0,0,0,0,AGN
3FGL J0348.1+4431,-29.2571857,-27.4306267,2.2760146,0.10164733,3.39721115,-0.369491952,-0.744366765,-0.762263225,-0.31665166,-7.768815,1553.3566,PowerLaw,0.998649883,0.001350117,0.975755995,0.024244005,0.985373534,0.014626466,0.964207681,0.035792319,0,0,0,0,AGN
3FGL J0348.4+6039,-32.5329269,-27.506609,1.8813975,-0.296966856,3.67117872,0.999772398,-0.87096409,-0.363068005,-0.010361715,4.8845844,7406.587,PowerLaw,0.999834117,0.000166,0.985332885,0.014667115,0.999623184,0.000377,0.995682598,0.004317402,0,0,0,0,AGN
3FGL J0351.0-2816,-31.2037847,-28.0268521,2.0426261,-0.688336968,3.64908446,0.851892391,-0.450121602,-0.724273696,-0.229982698,-50.453266,2804.3025,PowerLaw,0.999386868,0.000613,0.995203938,0.004796062,0.999702185,0.000298,0.988365222,0.011634778,0,0,0,0,AGN
3FGL J0351.4-3248,-26.6387586,-27.9597062,2.7970726,-0.414882705,3.41152375,-0.754600502,-0.7262611,-0.699665244,-0.999989761,-50.899784,441.5151,PowerLaw,0.999177671,0.000822,0.990875059,0.009124941,0.993621577,0.006378423,0.944503664,0.055496336,0,0,0,0,AGN
3FGL J0359.7+7649,-30.8106873,-27.9936934,2.166003,-0.452411758,3.99270338,-0.911638117,0.046891599,-0.625759179,-0.766811668,17.812963,2401.9714,PowerLaw,0.999839512,0.00016,0.994140075,0.005859925,0.998118952,0.001881048,0.995785048,0.004214952,0,0,0,0,AGN
3FGL J0401.0-5359,-30.8955981,-28.0126083,2.223421,0.588807033,3.37786437,-0.600690571,-0.770119094,-0.704631311,0.286150628,-46.30611,2244.042,PowerLaw,0.999624094,0.000376,0.99255983,0.00744017,0.992578721,0.007421279,0.983870719,0.016129281,0,0,0,0,AGN
