Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum_Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,GLON_3FGL,Flags_3FGL
3FGL J0508.2-1936,-28.59892622004602,-27.938125791894695,2.3746915,0.7905079836711227,3.7918494497542308,0.31862291630854445,-0.5607928153539196,-0.6649556212995767,-0.9999267470664978,-31.19087,AGN,bcu,969.7004,PowerLaw,PMN J0508-1936,0.9293429816565738,0.07065701834342585,0.9179872471757049,0.08201275282429418,0.9126610908768248,0.08733890912317394,0.9233414674976071,0.07665853250239313,318,220.44243,0
3FGL J0509.3+1012,-26.34551078634117,-27.337558010892906,2.5599635,-0.08520670820255234,4.261852492599667,-0.7424708424529061,-0.7189023129553606,-0.6937975643187652,-0.7126734718850356,-17.249186,AGN,fsrq,648.478,PowerLaw,PKS 0506+101,0.9066160034476375,0.09338399655236232,0.9023239469130423,0.09767605308695787,0.899582238093602,0.10041776190639821,0.9003497751872591,0.09965022481274151,289,191.37468,0
3FGL J0509.4+0541,-26.454203252236002,-26.675277890072056,2.037097,0.3697839739143933,5.653530848070631,-0.43879061553234544,-0.58478320028853,-0.4422938624341561,-0.5680362713882725,-19.627876,AGN,bll,1438.3403,PowerLaw,TXS 0506+056,0.8771071063463534,0.12289289365364625,0.8791075325979986,0.12089246740200126,0.8788694463713831,0.12113055362861683,0.8834878347666797,0.11651216523332061,275,195.4037,0
3FGL J0509.7-0400,-33.302071614596144,-27.670194470203278,1.6488994,-0.11280825915218982,3.264051196874915,0.6738541004083944,-0.5044763614718292,-0.022233487546202857,-0.08053997691201428,-24.40263,AGN,bll,9047.918,PowerLaw,1H 0506-039,0.9391773660252526,0.06082263397474793,0.9338027318464808,0.06619726815351916,0.936396025548403,0.06360397445159738,0.9340891092510017,0.0659108907489985,288,204.52818,0
3FGL J0509.7-6418,-30.606603057936606,-27.891150085530107,2.0002272,-0.4094789126549558,3.9566758034421747,-0.7834591471456995,-0.6260559851160161,-0.573758193642516,0.08212247946470962,-35.207222,AGN,bcu,2825.913,PowerLaw,RBS 0625,0.9105126790046285,0.08948732099537117,0.9110414528742922,0.08895854712570735,0.9083555965693588,0.091644403430641,0.9055518205574077,0.09444817944259286,313,274.29474,0
3FGL J0510.0+1802,-26.786178137729003,-27.215432952611,2.4094994,0.665711901546152,4.743098273966644,-0.6483915774771045,-0.6854132170307449,-0.5444621789690538,-0.8622087298295874,-12.764258,AGN,fsrq,915.7959,PowerLaw,PKS 0507+17,0.9302650677455983,0.06973493225440182,0.9230725107169591,0.07692748928304097,0.9214806968312611,0.07851930316873842,0.9194080530491913,0.08059194695080887,294,184.71823,0
3FGL J0512.2+2918,-27.19096696585365,-27.223996291477224,2.568894,-0.4278683214989519,4.120695473870979,-0.570357547505059,-0.5999427462391755,-0.8456441947872492,-0.6717177336267248,-5.8674216,AGN,bcu,727.6304,PowerLaw,B2 0509+29,0.9216698758140429,0.0783301241859571,0.9111380161979522,0.08886198380204831,0.9091875131119793,0.09081248688802043,0.9089210592653048,0.09107894073469518,275,175.6581,256
3FGL J0512.9+4038,-29.674361497512667,-27.356952157889157,2.1003633,0.7521013726911148,4.033536142265822,-0.6399772111178504,-0.34471624745717727,-0.5647392410271869,-0.6216899730662574,0.90628535,AGN,bcu,2377.0662,PowerLaw,B3 0509+406,0.9316862370969553,0.06831376290304465,0.9251993346574353,0.07480066534256517,0.9199404572278217,0.08005954277217792,0.9232238338245398,0.0767761661754601,312,166.55453,0
3FGL J0514.4+5603,-25.507630872974605,-27.489526501583757,2.7147546,-0.8667393574987386,4.152514298762071,-0.7697718349750683,-0.8007674997818542,-0.7035488236199025,-0.6084992864950594,10.028776,AGN,fsrq,409.60596,PowerLaw,TXS 0510+559,0.9340777847475905,0.06592221525240857,0.9202067986203282,0.07979320137967214,0.9257598142750117,0.07424018572498865,0.9211971092703938,0.07880289072960547,302,154.06358,9
3FGL J0515.3-4557,-28.93126476134614,-27.608731192363134,2.4372258,-0.05057730866125173,3.773349362640104,-0.7840409420412717,-0.344655845355073,-0.7404268437927656,-0.9950938698030394,-35.42929,AGN,fsrq,1236.1932,PowerLaw,PKS 0514-459,0.9133607126176662,0.08663928738233301,0.9047577085320626,0.09524229146793729,0.9055656062943982,0.09443439370560097,0.9062889392033651,0.09371106079663481,304,251.73697,0
3FGL J0515.5-0123,-32.393432652951475,-27.718856213901358,1.7548279,0.7515162251795288,3.5065372471067673,0.3194317674342431,0.6940704810964297,-0.2511505910175773,-0.6398601738099742,-21.870901,AGN,bcu,5499.3774,PowerLaw,NVSS J051536-012427,0.9108886592651249,0.08911134073487485,0.9072833594211008,0.09271664057889922,0.9070325836096907,0.09296741639030952,0.9072612231870765,0.0927387768129239,324,202.7867,0
3FGL J0515.8+1526,-28.68550787436424,-27.18262392111134,2.0687575,-1.168424692308389,4.035450083469614,-0.5887545123798325,-0.6079654246562718,-0.5008434387296972,-0.40577345786196806,-13.068071,AGN,bll,2109.3472,PowerLaw,GB6 J0515+1527,0.9196250819492868,0.08037491805071316,0.9117688138081647,0.08823118619183498,0.9076848874378562,0.09231511256214416,0.9107695036660547,0.08923049633394484,307,187.719,0
3FGL J0516.3+7351,-30.799256228044282,-27.816306660999086,1.966228,1.1800703020162129,3.9432143578293437,-0.6657280500008209,-0.7798164940832829,-0.22971949882940393,-0.3560950313550755,19.77397,AGN,bll,3399.9883,PowerLaw,GB6 J0516+7350,0.9391439612921781,0.060856038707822344,0.9350371400851173,0.06496285991488304,0.9384558575117634,0.06154414248823598,0.9366183101289278,0.06338168987107216,349,138.61847,0
3FGL J0516.7-6207,-26.642868618449096,-27.290573007855173,2.1453886,0.6840522972072072,4.903428779333741,-0.4304996691918701,-0.606502750499239,-0.5030014534512577,-0.6989412462062999,-34.759983,AGN,bll,1086.864,PowerLaw,PKS 0516-621,0.9146858940455312,0.08531410595446835,0.9114502990423958,0.08854970095760357,0.9097341950860937,0.09026580491390646,0.9128052687610946,0.08719473123890496,306,271.51337,0
3FGL J0517.4+4540,-27.894908201299447,-27.33499363844219,2.4610782,-0.6326673221624052,5.0052832641673835,-0.7405403347337657,-0.7698027511554953,-0.5291346552415014,-0.7562624611125084,4.4915237,AGN,fsrq,935.2042,PowerLaw,4C +45.08,0.9335368219713558,0.06646317802864436,0.9213680167479256,0.07863198325207404,0.9225839204960112,0.07741607950398884,0.9274644073048764,0.07253559269512343,298,162.94067,8
3FGL J0517.5+0902,-30.404925743592226,-26.972969958762363,2.2982082,-0.6450981290419026,3.5991720096347026,0.9890791610680375,-0.9045368675338115,-0.4324914844282088,-0.5591416022729347,-16.163143,AGN,fsrq,2839.4448,PowerLaw,PMN J0517+0858,0.9092318092155534,0.09076819078444638,0.8970071587049365,0.10299284129506307,0.8915329687687404,0.1084670312312595,0.8960789313351846,0.10392106866481549,294,193.52737,16
3FGL J0519.2-4542,-29.069146853018026,-27.444668445003693,2.4852939,-3.0459082975837375,3.915107244269938,-0.6032044476208526,-0.7573035131919229,-0.8393246422055667,-0.2609055522084928,-34.731323,AGN,rdg,1328.4275,PowerLaw,Pictor A,0.9210762793741224,0.07892372062587757,0.9132616021105175,0.08673839788948336,0.9183318368846205,0.08166816311538007,0.9192129044822307,0.08078709551776911,293,251.49973,0
3FGL J0519.3+2746,-29.787556769998098,-27.091460174522474,2.3303103,-1.2539356157775194,3.608164232853823,-0.8852135772701228,-0.5925570118738166,-0.40413453136640615,-0.5817251951465735,-5.470224,AGN,bcu,2101.0125,PowerLaw,4C +27.15,0.9359098128885243,0.06409018711147567,0.9312125006417459,0.06878749935825443,0.931184318164975,0.06881568183502508,0.9340973845865199,0.06590261541348001,276,177.83058,0
3FGL J0521.4-1740,-27.263885763327664,-27.75762331382561,2.4291754,-1.5378720007227917,3.853249169849756,-0.5706660797547825,-0.7443441485555766,-0.7316440811629815,-0.4516426243739049,-27.5838,AGN,fsrq,729.0466,PowerLaw,TXS 0519-176,0.9027533767320531,0.09724662326794721,0.9069941184834779,0.09300588151652162,0.8997047396241212,0.10029526037587844,0.8963851890602879,0.10361481093971207,273,219.66583,0
3FGL J0521.7+0103,-32.38707965891044,-27.60210008983852,1.6986098,0.24241984404221772,3.930056146538009,0.9651553472604331,-0.30497173381315806,-0.1515682978376065,-0.17975681174066194,-19.33019,AGN,bcu,6792.6963,PowerLaw,NVSS J052140+010257,0.9266669883893971,0.07333301161060347,0.9146357056875332,0.08536429431246685,0.9135361399838773,0.08646386001612202,0.9133299592791615,0.08667004072083899,286,201.29529,0
3FGL J0521.7+2113,-27.027297236892927,-26.424597716764453,1.9230083,0.17197993272891524,5.479767794018997,-0.437673964774415,-0.5017041910079567,-0.42316333995874916,-0.43904589446577946,-8.702377,AGN,bll,2071.781,PowerLaw,TXS 0518+211,0.9017370223343212,0.09826297766567887,0.9005960371238522,0.09940396287614753,0.8956115317658061,0.10438846823419337,0.8913565033004167,0.10864349669958354,289,183.59862,0
3FGL J0521.9-3847,-27.48545716822079,-27.778309909108373,2.6267188,-3.084415957160101,4.592126282971088,-0.9137939466508201,-0.5555000874068399,-0.653868782250819,-0.5180059345083171,-33.353504,AGN,bcu,649.92395,PowerLaw,PKS 0520-388,0.9197320588944585,0.08026794110554095,0.9117198370771226,0.0882801629228783,0.9181805558849018,0.08181944411509766,0.9149672929339644,0.08503270706603565,311,243.28886,0
3FGL J0525.3-4558,-30.062289657554768,-27.848048161261946,2.2016373,0.5861403104039823,3.8522398794547508,-0.6826780442181954,-0.5637155931203277,-0.3664221545679526,-0.9076541394722969,-33.69881,AGN,fsrq,1953.1871,PowerLaw,PKS 0524-460,0.9080759707348316,0.09192402926516814,0.8939100348644384,0.10608996513556215,0.8940308768088115,0.10596912319118842,0.9018645315976396,0.09813546840236041,282,251.93274,0
3FGL J0525.6-6013,-31.112121360043037,-27.478926319410444,1.7262084,1.1129723542806047,4.067811246576824,-0.2953442411986396,-0.4392211119056002,-0.010063902667064513,-0.5396162141637877,-33.87329,AGN,bcu,4675.131,PowerLaw,SUMSS J052542-601341,0.9117167259013852,0.0882832740986146,0.9051497992269896,0.09485020077301107,0.9020917886314067,0.09790821136859355,0.9012789574255325,0.09872104257446672,299,269.11267,0
3FGL J0525.8-2014,-30.142772770040974,-27.871978902700892,2.0626645,0.021791236935990086,3.9350504274799403,-0.37005089807034997,-0.5538891174881501,-0.3671589069070397,-0.7808492582359587,-27.554468,AGN,bcu,2014.0297,PowerLaw,PMN J0525-2010,0.9283909905947941,0.07160900940520583,0.9152942129649724,0.08470578703502778,0.9188151922948539,0.08118480770514609,0.9195673789534998,0.08043262104650022,291,222.79509,0
3FGL J0526.0+4253,-26.820124989182148,-27.327470098857734,2.435518,1.1516820442137583,3.9938377482733958,-0.3973219812380537,-0.8131210706571703,-0.6811589291850269,-0.9999848835859161,4.1912527,AGN,bcu,721.27893,PowerLaw,NVSS J052520+425520,0.9269067769059497,0.07309322309405014,0.9148993531811592,0.08510064681884036,0.9146009369220255,0.08539906307797432,0.9149581218605692,0.0850418781394312,308,166.11186,0
3FGL J0526.2-4829,-27.457596688132927,-27.362288709647736,2.2882428,0.30834961971447095,5.32675359719422,-0.588346401088037,-0.6190955423576057,-0.5955222292301086,-0.7350369416803963,-33.75338,AGN,fsrq,1208.0867,PowerLaw,PKS 0524-485,0.9295861458428111,0.07041385415718852,0.9183402489482618,0.08165975105173882,0.9195335917119225,0.08046640828807836,0.9263302681023312,0.07366973189766933,292,254.97916,0
3FGL J0526.6+6321,-27.076780606092854,-27.803053151876014,2.5399,0.7516599268775006,3.92597730967066,-0.7151181303816376,-0.5940343483226813,-0.8841147194648203,-0.9999783061051851,15.263661,AGN,bcu,621.1527,PowerLaw,GB6 J0526+6317,0.931644446220259,0.06835555377974106,0.9166596417748037,0.08334035822519689,0.9160264389764278,0.08397356102357235,0.921411053610429,0.0785889463895708,321,148.6125,0
3FGL J0528.3+1815,-33.344184150788045,-27.598569802006136,1.6458695,0.6940083096818128,3.5553480614894135,0.035932836242780195,-0.12194438086377668,-0.420185245982438,-0.17680046807010003,-9.032013,AGN,bcu,10329.59,PowerLaw,1RXS J052829.6+181657,0.9030612568101656,0.09693874318983475,0.9028635314619678,0.09713646853803193,0.8953935062141287,0.10460649378587114,0.9002870428454545,0.09971295715454469,298,186.95988,0
3FGL J0529.1+0933,-28.49610714858959,-27.265995228385716,2.3168018,-0.6904348023857074,4.091941844673405,-0.54700677778116,-0.7378916795926586,-0.8858797913161628,0.36233232449224023,-13.454439,AGN,bcu,1451.7008,PowerLaw,GB6 J0529+0934,0.9205900499963067,0.07940995000369343,0.9064006207404759,0.09359937925952459,0.901713524527551,0.09828647547244988,0.9115359424588275,0.08846405754117237,311,194.60828,0
3FGL J0529.2-5917,-29.201182547533644,-27.853032308602863,2.3749325,-0.42696063034271303,3.698849834271066,-0.7502426768670848,-0.6705835295700252,-0.542506546752942,-0.3766068093256273,-33.479774,AGN,bll,1289.3419,PowerLaw,1RXS J052846.9-592000,0.9280148962901761,0.07198510370982403,0.9169569985948337,0.08304300140516623,0.9225744091290394,0.07742559087096049,0.9221047318441009,0.07789526815589912,285,267.9635,0
3FGL J0529.8-7242,-27.608310954902258,-27.664395599632407,2.4750051,-1.6506041328599619,4.546388820580309,-0.6888880424136986,-0.8594514649040835,-0.3230096782029451,-0.7531720150120192,-31.842892,AGN,bcu,873.61554,PowerLaw,PKS 0530-727,0.9515058480622047,0.04849415193779592,0.932830353597978,0.06716964640202196,0.9350659369038087,0.06493406309619118,0.9345292848157185,0.0654707151842806,318,283.79666,0
3FGL J0533.0-3939,-27.734559581417294,-27.745768999821628,2.487667,-2.4502442716142148,4.01489658321796,-0.3695444448587951,-0.776403086930739,-0.692659983648256,-0.5428596192173423,-31.391539,AGN,bcu,826.60834,PowerLaw,PKS 0531-397,0.9284052242472831,0.07159477575271676,0.9096464660520238,0.09035353394797647,0.9148828470507328,0.08511715294926747,0.9156068855993277,0.08439311440067233,316,244.77101,0
3FGL J0533.2+4822,-24.93102371845687,-27.235432823375866,2.385924,0.8642984985488403,5.600324777120793,-0.5905362528429385,-0.6778754818352976,-0.6745115094059159,-0.732221131254397,8.223187,AGN,fsrq,576.37305,PowerLaw,TXS 0529+483,0.9175638930660106,0.08243610693398924,0.9076940423992543,0.0923059576007454,0.90604783044185,0.09395216955814992,0.9084290185340562,0.09157098146594365,318,162.16064,0
3FGL J0533.6-8323,-27.45166720825248,-27.604197604584716,2.2959795,-0.21229721110625235,4.97528828445627,-0.381099350100036,-0.6675509908884716,-0.7467142434182444,-0.30507817806152726,-29.149279,AGN,fsrq,946.08844,PowerLaw,PKS 0541-834,0.9297439000181479,0.07025609998185166,0.9224768492865132,0.07752315071348691,0.9279050809398376,0.07209491906016247,0.9259392301261958,0.07406076987380375,303,295.7872,0
3FGL J0535.6-2749,-29.34665116750122,-27.7789658260174,2.414992,-0.7087798972305545,3.6971385040723814,-0.8199739807156802,-0.6882264180409694,-0.6503126459333312,-0.3574820219327479,-27.920958,AGN,bcu,1316.5565,PowerLaw,PMN J0535-2751,0.9308768845111828,0.06912311548881686,0.9244766215361587,0.07552337846384136,0.927269418519342,0.07273058148065809,0.9235612174455806,0.07643878255441963,297,231.70934,0
3FGL J0537.4-5717,-30.039742959105837,-27.858236282529816,2.0546618,0.3625004725489439,4.0342068322712485,-0.9898000338962419,0.6615756749408002,-0.4048564813541389,-0.48656338150663125,-32.42884,AGN,bll,2230.3325,PowerLaw,SUMSS J053748-571828,0.9335501552981536,0.06644984470184705,0.9214236230913347,0.07857637690866583,0.9215652817004913,0.07843471829950903,0.9202508818707565,0.07974911812924361,292,265.55185,512
3FGL J0538.4-3909,-30.76060172375633,-27.869084757794436,2.0408134,-2.550127259495099,3.965408310035569,-0.7824535526285517,-0.3341772912166722,-0.5293858737353527,-0.45612592471856966,-30.269903,AGN,bcu,2761.1833,PowerLaw,NVSS J053810-390844,0.944534330436973,0.055465669563027016,0.9367186994375949,0.06328130056240598,0.9352407834375147,0.0647592165624853,0.943291069760357,0.056708930239643324,301,244.44107,0
3FGL J0539.8+1434,-27.83924349370277,-27.262494442021392,2.3213658,1.1387302273992437,5.699682983211951,0.22803335509193984,-0.6949076824322096,-0.7711670353408634,-0.6772451567038884,-8.630076,AGN,fsrq,1120.7017,PowerLaw,TXS 0536+145,0.9373908525601959,0.06260914743980464,0.9285640988804879,0.07143590111951204,0.9301346454650745,0.06986535453492455,0.9322923345484816,0.06770766545151805,264,191.60628,0
3FGL J0540.0-2837,-24.55466705624547,-27.566626198851548,2.7786882,0.922512933763861,5.191831551311401,-0.6913964691030394,-0.8680914215386346,-0.7446835758442176,-0.648693915064374,-27.250954,AGN,fsrq,373.64697,PowerLaw,PKS 0537-286,0.920083474441601,0.0799165255583991,0.9174739491155233,0.08252605088447716,0.9190561454895527,0.08094385451044692,0.921989001395329,0.07801099860467048,303,232.90938,0
3FGL J0540.4+5823,-29.861753005421683,-27.50313955357986,2.004103,0.9375775513296937,3.936610363698988,-0.8280136275476158,-0.45258484721006526,-0.40621382912349574,-0.46075605367552414,14.254968,AGN,bll,2922.5398,PowerLaw,GB6 J0540+5823,0.9533006895411608,0.04669931045883864,0.9382194845365148,0.06178051546348528,0.9406093703359167,0.05939062966408289,0.943526179329925,0.05647382067007435,290,153.93478,0
3FGL J0540.5-5416,-25.33140913826504,-27.69710824887999,2.6283643,0.7807263255055072,5.531856179422037,-0.7049007087274741,-0.683791467013704,-0.8198522963384028,-0.9999860941766991,-31.88816,AGN,fsrq,435.6417,PowerLaw,PKS 0539-543,0.9345864367596068,0.06541356324039282,0.9271916549004564,0.0728083450995427,0.9229788867039451,0.07702111329605554,0.9283493119453652,0.07165068805463505,304,261.9977,0
3FGL J0542.2-8737,-30.3274454105408,-27.717440704423172,2.0389495,-1.177727251829703,3.9123237601968963,-0.8901824418412544,-0.164692304560179,-0.20760597240323378,-0.7360783324303424,-27.81301,AGN,bcu,2499.957,PowerLaw,SUMSS J054923-874001,0.9479661155955926,0.05203388440440714,0.9364721439375423,0.06352785606245759,0.9386842293110872,0.06131577068891255,0.9410470150338319,0.058952984966167896,337,300.36136,256
3FGL J0542.5-0907c,-25.15234659557993,-27.040184274215587,2.5674772,1.0326344388604844,4.159741386786879,-0.6882080705630303,-0.7019617477099691,-0.792906628669836,-0.999725577081827,-19.417597,AGN,bcu,426.1331,PowerLaw,PMN J0542-0913,0.9236079738625096,0.07639202613749135,0.9157903746278346,0.08420962537216516,0.908847455943714,0.09115254405628558,0.9154491245508958,0.08455087544910418,276,213.4056,41
3FGL J0543.9-5531,-29.46874817055204,-27.048378213072596,1.7672648,0.1756376021875366,4.2655850894417275,0.8336102332386339,-0.3364763893431281,-0.43441760949374914,-0.2320738976180593,-31.48002,AGN,bll,3241.1973,PowerLaw,1RXS J054357.3-553206,0.9189813658636412,0.08101863413635822,0.9147987039283331,0.08520129607166793,0.9148143298777228,0.0851856701222775,0.9096352271478219,0.09036477285217738,321,263.5107,0
3FGL J0550.6-3217,-32.462370957534624,-27.60871622973816,1.6148446,-0.647315101499165,3.880295364956364,-0.7591370252914164,-0.34106122217313356,0.14353107300538281,-0.5045164600699583,-26.154074,AGN,bll,6764.737,PowerLaw,PKS 0548-322,0.9265800104035941,0.07341998959640669,0.9192650085117674,0.08073499148823264,0.9195914688862411,0.08040853111375901,0.9223276607091688,0.07767233929083064,317,237.57825,0
3FGL J0553.5-2036,-29.39462890837423,-27.545214314148417,1.9851698,1.1610400837899693,4.1375959713235435,0.9960679443090776,-0.2865962104662107,-0.5695858874882371,-0.7481877991554654,-21.635277,AGN,bcu,1955.145,PowerLaw,NVSS J055333-203417,0.921944201539247,0.07805579846075282,0.9120182654187897,0.08798173458121109,0.91323740450237,0.08676259549762934,0.9144930376824801,0.0855069623175201,315,225.76399,0
3FGL J0556.0-4353,-29.223971989599598,-27.78977999387665,2.2015233,-0.3184664186990217,4.022493395412555,-0.16196748572653244,-0.5188064106403557,-0.7682165749310278,-0.3201177841377948,-28.010475,AGN,bll,1578.648,PowerLaw,SUMSS J055618-435146,0.906686775623426,0.09331322437657348,0.8909501128619576,0.10904988713804235,0.8897922890532407,0.11020771094676057,0.8990182280717786,0.10098177192822173,297,250.50371,0
3FGL J0558.1-3838,-30.045495322909787,-27.588956373938917,1.9603971,-1.3402666757505652,3.626888884190008,0.35228013756934207,-0.7188205888997448,-0.23384973612280854,-0.41696399377311244,-26.417288,AGN,bll,2770.7761,PowerLaw,EXO 0556.4-3838,0.9306525941347717,0.06934740586522828,0.9204230068178798,0.07957699318212054,0.9188715860560149,0.08112841394398443,0.926116886012315,0.07388311398768452,283,244.86888,0
3FGL J0558.6-7459,-29.587727353589308,-27.652295724057144,2.0544698,0.5828549126681626,3.9068531044906374,0.9190294987919609,-0.5061702657087446,-0.5747533042205736,-0.5136258983224614,-29.538883,AGN,bll,2113.328,PowerLaw,PKS 0600-749,0.9167911587160762,0.08320884128392367,0.9169994304108701,0.08300056958913005,0.9112756989143743,0.08872430108562591,0.9120399277877744,0.08796007221222618,299,286.09204,0
3FGL J0600.9-3943,-25.674223550469435,-27.48026805863219,2.8105955,0.20288002582077183,3.8003121467336434,-0.7588939563393493,-0.8666221871986965,-0.8699072226572703,-0.9998907765841916,-26.164331,AGN,fsrq,395.30252,PowerLaw,PKS 0558-396,0.9190805729555045,0.08091942704449516,0.9055544415110162,0.09444555848898395,0.9099898543942239,0.09001014560577571,0.9150624682327959,0.0849375317672045,296,246.17899,0
3FGL J0601.0+3837,-31.693472728365812,-27.4727013104246,1.8898512,-0.46581290261981345,3.504503388260852,0.07414938412981223,-0.6385116299533597,-0.17793331947882496,-0.5270665818829119,7.6455064,AGN,bll,5506.6855,PowerLaw,B2 0557+38,0.9143342227003862,0.08566577729961337,0.9095117104308864,0.09048828956911324,0.9079595811823483,0.09204041881765161,0.9142622105138739,0.0857377894861264,284,173.22304,0
3FGL J0602.2+5314,-30.49851033550398,-27.639621392515227,2.033428,-2.207771127192619,3.9588555213206558,-0.9221488119460106,-0.1486717246585965,-0.38481354548762187,-0.5385916973057159,14.586056,AGN,bcu,3115.6838,PowerLaw,GB6 J0601+5315,0.9183209756605599,0.08167902433943931,0.9092196198805593,0.09078038011944052,0.9139632067412279,0.08603679325877231,0.9155931273262916,0.08440687267370908,295,160.10918,0
3FGL J0602.8-4016,-29.800203662098333,-27.3388019765485,1.9229039,0.6254568710849263,3.9048112632155862,-0.07833115709277308,-0.46052824809880216,-0.2089709865149348,-0.5946893656817744,-25.951681,AGN,bcu,3068.7917,PowerLaw,SUMSS J060251-401845,0.924008706108161,0.07599129389183958,0.9204598233449293,0.07954017665507081,0.9229033215736666,0.07709667842633385,0.9192044959129516,0.08079550408704825,306,246.87927,0
3FGL J0603.8+2155,-30.5047104622839,-26.995298619949576,2.1009274,-1.906363239109991,4.696922863560353,-0.4639800265292624,-0.6863091286880155,-0.5520309743120868,-0.4212539967315071,0.004727002,AGN,bcu,3801.993,PowerLaw,4C +22.12,0.9069886979470857,0.09301130205291436,0.9044539198571894,0.09554608014280987,0.8972963016396678,0.10270369836033248,0.9037687071438969,0.09623129285610324,310,188.1261,0
3FGL J0604.1-4817,-33.522073429960386,-27.64196639758115,1.4375709,-0.008078140495748757,3.776120896303205,-0.9919276220150591,0.9769865838005,0.5407656394296545,0.024009981000215348,-27.502537,AGN,bll,12209.607,PowerLaw,1ES 0602-482,0.9513825594075421,0.048617440592457616,0.9335105616627092,0.06648943833729086,0.9365442177535713,0.06345578224642888,0.9410010386884842,0.05899896131151626,304,255.69469,0
3FGL J0604.7-4849,-29.134646195015893,-27.77336793622398,2.3986256,0.08601860101727109,3.605004081989557,-0.538059374657577,-0.9214375292711864,-0.007458490085872337,-0.7837965653354899,-27.502825,AGN,bcu,1264.2731,PowerLaw,1RXS J060432.7-485007,0.9098128032082,0.09018719679180001,0.9027927850081059,0.09720721499189373,0.9008639652509152,0.09913603474908464,0.9029878023270306,0.09701219767296862,298,256.3055,17
3FGL J0606.4-4729,-29.113924796369183,-27.775640092118746,2.3274436,0.18737029046256615,3.5993590138742335,-0.8941258074080571,-0.09968008419138347,-0.7488153738134902,-0.4131603734770102,-26.968685,AGN,bcu,1384.5354,PowerLaw,ESO 254- G 017,0.92559367440385,0.07440632559614925,0.9143426364010743,0.08565736359892627,0.9137861714588247,0.08621382854117471,0.9154437436177802,0.08455625638221946,300,254.89671,0
3FGL J0607.4+4739,-26.643964120623544,-27.24788396507984,2.14758,-2.580947198246588,4.0893086532913765,-0.6530501459914118,-0.511312737304224,-0.4914256688211883,-0.6458357396268032,12.863453,AGN,bll,1046.3114,PowerLaw,TXS 0603+476,0.9223631790539524,0.07763682094604765,0.9147001825217053,0.08529981747829533,0.9135050337947648,0.08649496620523611,0.9173228072465487,0.08267719275345001,324,165.63974,0
3FGL J0608.0-0835,-25.845078699661045,-27.115773065522735,2.3726776,0.634974964761116,5.35321370716175,-0.4809807954686131,-0.7161793647429671,-0.6420936315448793,-0.7382434439555794,-13.516102,AGN,fsrq,734.81946,PowerLaw,PKS 0605-08,0.9113305853266399,0.08866941467335991,0.9083389440453348,0.09166105595466417,0.9007937548588797,0.09920624514112009,0.9048376801836276,0.09516231981637222,317,215.76573,0
3FGL J0609.4-0248,-30.359831832955802,-27.22701380322128,1.8982692,0.27261500716127707,4.075433707178821,-0.5106827029381287,-0.46363288254846713,-0.46641052707199315,-0.37113071654859114,-10.628022,AGN,bll,3942.6016,PowerLaw,NVSS J060915-024754,0.9110893049680558,0.08891069503194393,0.9049759139975828,0.09502408600241574,0.9096206561353225,0.09037934386467762,0.9074445119188953,0.09255548808110443,302,210.62975,0
3FGL J0611.1-6100,-25.765623295515724,-27.825625984660952,2.704762,-1.929004055803779,4.38330644037309,-0.7925693078839714,-0.7100532729538093,-0.7930066358201383,-0.4153794604061078,-28.308992,AGN,fsrq,440.74872,PowerLaw,PKS 0609-609,0.9317207705555539,0.06827922944444681,0.9268338882248257,0.073166111775174,0.925587810828197,0.07441218917180291,0.9264461685930918,0.07355383140690801,309,270.10657,0
3FGL J0611.2+4323,-29.89118284128497,-27.64378776388234,2.1679258,0.3328054507426257,3.761085923127328,-0.862200905188756,-0.6072486365397742,-0.36734305930714584,-0.37683448199470093,11.562526,AGN,bcu,2246.1619,PowerLaw,NVSS J061107+432404,0.8911962263419232,0.1088037736580769,0.8991640731950984,0.10083592680490114,0.890988429382233,0.10901157061776715,0.8906430863660109,0.10935691363398904,302,169.8538,0
3FGL J0611.7+2759,-28.947391508500257,-27.26592858945285,2.2772093,0.01096160152479095,4.004084641696675,-0.6820643906148934,-0.4227879628124396,-0.5272114507828702,-0.9548528493900613,4.506941,AGN,bcu,1581.546,PowerLaw,GB6 J0611+2803,0.922256118877335,0.07774388112266521,0.9256040664267225,0.0743959335732775,0.9218672894325838,0.07813271056741623,0.9167687535996744,0.08323124640032577,323,183.67612,1
3FGL J0612.8+4122,-26.533731935515586,-26.875524120201426,2.0253396,0.7295494062757288,4.657383437085675,-0.4051413006744248,-0.5292294828138083,-0.506647249053706,-0.4719871015913419,10.918007,AGN,bll,1255.9515,PowerLaw,B3 0609+413,0.9165440728697024,0.08345592713029691,0.9101902645849203,0.08980973541507965,0.9138706684660832,0.08612933153391673,0.9149744849468114,0.0850255150531887,292,171.82323,0
