Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,TimesinTraining,GLON_3FGL,Flags_3FGL
3FGL J1506.1+3728,-26.46145189,-27.787064,2.4527202,1.147840135,4.879776365,-0.561211038,-0.69314065,-0.770992429,-0.999512301,59.895195,AGN,fsrq,648.0712,PowerLaw,B2 1504+37,0.999605488,3.95E-04,0.950088381,0.049911619,0.937681291,0.062318709,0.975140306,0.024859694,318,61.57658,0
3FGL J1506.3+4332,-30.9721554,-27.99091115,1.9471021,0.21357835,3.727978165,0.998134187,-0.243250022,-0.47705832,-0.564350662,58.2781,AGN,bll,2724.9968,PowerLaw,NVSS J150617+433413,0.999819382,1.81E-04,0.98659607,0.01340393,0.99149778,0.00850222,0.997739566,0.002260434,291,72.97295,0
3FGL J1506.6+0811,-30.54081389,-27.50261612,1.8740144,0.845740749,3.903925973,0.166670691,-0.519445366,-0.247515216,-0.531131975,52.82694,AGN,bll,3324.5513,PowerLaw,PMN J1506+0814,0.999319949,6.80E-04,0.975014444,0.024985556,0.964308789,0.035691211,0.990588368,0.009411632,305,8.669739,0
3FGL J1507.4+1725,-32.20958111,-27.81732431,1.783479,0.556127712,3.958810671,-0.997325973,0.987648226,-0.295781658,-0.297978653,57.184933,AGN,bll,5011.2324,PowerLaw,NVSS J150716+172103,0.999926508,7.35E-05,0.986713415,0.013286585,0.994146941,0.005853059,0.997885474,0.002114526,276,22.921677,0
3FGL J1507.6-3710,-29.95402359,-27.62298311,2.130575,0.220258112,3.708566585,0.102895409,-0.66511606,-0.336018687,-0.703840157,18.179062,AGN,bcu,2149.5898,PowerLaw,NVSS J150720-370903,0.999745973,2.54E-04,0.983987822,0.016012178,0.988287386,0.011712614,0.995974177,0.004025823,295,330.93744,0
3FGL J1508.6+2709,-32.4305958,-27.70173525,1.7090952,-0.258724098,3.649879497,-0.659850889,-0.575522194,-0.170316994,-0.241365849,59.57005,AGN,bll,6419.4307,PowerLaw,RBS 1467,0.999872955,1.27E-04,0.991194014,0.008805986,0.99843592,0.00156408,0.998759786,0.001240214,293,41.000065,0
3FGL J1508.7-4956,-24.9177316,-26.95365699,2.7305331,0.600991321,4.565629194,-0.746026937,-0.811411676,-0.739939454,-0.753614635,7.1309233,AGN,bcu,448.15598,PowerLaw,PMN J1508-4953,0.999959093,4.09E-05,0.974321829,0.025678171,0.991699219,0.008300781,0.974700285,0.025299715,302,324.38843,16
3FGL J1509.7+5556,-30.73261714,-27.78654142,1.8704093,-0.034393069,4.16850245,-0.308301492,-0.486732463,-0.403088672,-0.248986135,52.016415,AGN,bll,3255.6047,PowerLaw,SBS 1508+561,0.999937258,6.27E-05,0.991736193,0.008263807,0.999099374,9.01E-04,0.998875243,0.001124757,300,91.83167,0
3FGL J1509.9-2951,-25.42240654,-27.48517105,2.781682,0.947545299,3.891103654,-0.782477482,-0.871281868,-0.54361223,-0.999685367,24.083113,AGN,bcu,378.89612,PowerLaw,TXS 1507-296,0.996678525,0.003321475,0.90853885,0.09146115,0.870645882,0.129354118,0.868328003,0.131671997,293,335.59702,1
3FGL J1510.9-0542,-26.28445003,-26.96008294,2.4255655,0.931516194,4.020736773,-0.503308029,-0.700882656,-0.706464862,-0.766745939,42.928413,AGN,fsrq,882.63617,PowerLaw,PKS 1508-05,0.991665623,0.008334377,0.952051097,0.047948903,0.869325189,0.130674811,0.807902768,0.192097232,306,353.94482,0
3FGL J1511.8-0513,-30.25642922,-27.18221986,2.0340774,-0.023496391,3.860997044,-0.835632521,-0.438963954,-0.360344535,-0.538114484,43.128445,AGN,bcu,3617.7446,PowerLaw,NVSS J151148-051345,0.99972394,2.76E-04,0.990655758,0.009344242,0.995084329,0.004915671,0.997324849,0.002675151,297,354.6182,0
3FGL J1512.2+0202,-26.7621537,-27.25290233,2.2001402,0.702554542,4.199564958,-0.554342989,-0.609712466,-0.57365657,-0.610209038,47.98038,AGN,fsrq,1014.93414,PowerLaw,PKS 1509+022,0.999706822,2.93E-04,0.981165799,0.018834201,0.975041752,0.024958248,0.991193987,0.008806013,287,2.330297,0
3FGL J1512.2-2255,-30.43257072,-27.39132059,1.9067278,0.053758468,3.710306374,0.993586437,-0.656608581,-0.329964296,-0.42419647,29.471132,AGN,bcu,3318.803,PowerLaw,1RXS J151213.1-225515,0.999560051,4.40E-04,0.988853011,0.011146989,0.996311883,0.003688117,0.995347456,0.004652544,321,340.52304,0
3FGL J1512.3+8005,-28.39949256,-28.16591917,2.5131576,-0.014168866,4.137125022,-0.863895856,-0.626963124,-0.611624038,-0.599997415,35.05208,AGN,bcu,819.58545,PowerLaw,1RXS J151026.3+795946,0.998291201,0.001708799,0.991120787,0.008879213,0.998267445,0.001732555,0.963357764,0.036642236,303,115.96504,0
3FGL J1513.1-1014,-26.84628576,-26.65921383,2.765387,-0.463164621,3.772909663,-0.742788269,-0.82902582,-0.686229261,-0.999717765,39.238617,AGN,fsrq,737.6008,PowerLaw,PKS 1511-100,0.912581378,0.087418622,0.991432499,0.008567501,0.991397317,0.008602683,0.855374366,0.144625634,304,350.37204,16
3FGL J1513.5-3233,-26.67194039,-27.3574813,2.3407626,1.16712926,5.691310016,-0.491096582,-0.694671633,-0.713779085,-0.769138933,21.421568,AGN,fsrq,794.8835,PowerLaw,PKS 1510-324,0.999709224,2.91E-04,0.985304313,0.014695687,0.995202742,0.004797258,0.975486297,0.024513703,302,334.66928,0
3FGL J1514.1+2940,-26.66408461,-27.6792637,2.878354,-0.461219443,4.116296773,-0.802033103,-0.884397205,-0.386394943,-0.693821711,58.63749,AGN,fsrq,474.73404,PowerLaw,MG2 J151421+2930,0.999975931,2.41E-05,0.99199753,0.00800247,0.99973882,2.61E-04,0.996665142,0.003334858,268,46.13922,0
3FGL J1514.5-4750,-27.04352772,-27.17613715,2.3298066,0.618555522,4.469155598,-0.683298723,-0.646145249,-0.529933397,-0.852356967,8.433862,AGN,fsrq,1016.94196,PowerLaw,PMN J1514-4748,0.998651906,0.001348094,0.969107951,0.030892049,0.984344029,0.015655971,0.947889666,0.052110334,321,326.30905,0
3FGL J1514.8+4446,-27.05035144,-27.79207117,2.3390033,0.936816862,4.204032999,-0.511928505,-0.658022316,-0.659682083,-0.854144973,56.432354,AGN,fsrq,817.03754,PowerLaw,NVSS J151436+445003,0.99461563,0.00538437,0.944034253,0.055965747,0.91199196,0.08800804,0.816481018,0.183518982,308,74.1771,0
3FGL J1514.8-3623,-28.08380301,-27.5438892,2.405137,0.83318013,3.804643342,0.585245437,-0.724143486,-0.700690726,-0.912032774,18.069723,AGN,bcu,967.2845,PowerLaw,PMN J1514-3617,0.695584517,0.304415483,0.894267305,0.105732695,0.853777022,0.146222978,0.615536564,0.384463436,312,332.67252,0
3FGL J1516.7+3648,-29.27632717,-28.04208105,2.2303038,0.609727799,4.265465711,-0.383412998,-0.578329564,-0.670632828,-0.999784185,57.911613,AGN,bll,1299.1089,PowerLaw,MG2 J151646+3650,0.994243023,0.005756977,0.969579947,0.030420053,0.942252685,0.057747315,0.925054803,0.074945197,306,59.684982,0
3FGL J1516.9+1926,-25.90740381,-27.70905325,2.7675414,-2.088977989,3.998254095,-0.701003402,-0.840579475,-0.749507707,-0.450927109,55.841812,AGN,bll,416.00583,PowerLaw,PKS 1514+197,0.999938345,6.17E-05,0.99238944,0.00761056,0.999993526,6.47E-06,0.990081353,0.009918647,320,27.83436,0
3FGL J1517.6+6524,-30.30114019,-27.50506649,1.7821269,-1.336066945,4.112584629,0.006756981,-0.599290879,-0.304911185,-0.14447133,45.402916,AGN,bll,3524.6943,PowerLaw,1H 1515+660,0.999879451,1.21E-04,0.992521778,0.007478222,0.999983153,1.68E-05,0.998753992,0.001246008,325,102.26339,0
3FGL J1517.6-2422,-25.92574505,-26.83139306,2.1121547,0.343488281,4.099439561,-0.598075797,-0.551866499,-0.501304389,-0.691653418,27.57677,AGN,bll,1029.8047,PowerLaw,AP Librae,0.998490873,0.001509127,0.985331334,0.014668666,0.982748358,0.017251642,0.966345178,0.033654822,309,340.67615,0
3FGL J1518.0-2732,-28.0166812,-27.14165711,2.1325905,-0.128911384,4.533944287,-0.4748125,-0.652617143,-0.523842417,-0.57008886,24.974499,AGN,bcu,1697.675,PowerLaw,TXS 1515-273,0.999960893,3.91E-05,0.990858672,0.009141328,0.999184126,8.16E-04,0.997602634,0.002397366,317,338.6674,0
3FGL J1520.3+4209,-26.96707378,-27.86461895,2.5004826,0.880794654,4.518759429,-0.514478483,-0.773359576,-0.726985272,-0.88481223,56.23521,AGN,fsrq,666.0611,PowerLaw,B3 1518+423,0.999840996,1.59E-04,0.971799325,0.028200675,0.961452351,0.038547649,0.979486151,0.020513849,309,69.12105,0
3FGL J1520.8-0348,-29.73928518,-27.12210878,1.8341197,0.90549806,3.874152318,0.694185221,-0.386498254,-0.238930373,-0.504471463,42.506233,AGN,bll,3223.8977,PowerLaw,NVSS J152048-034850,0.997145268,0.002854732,0.972022572,0.027977428,0.961832514,0.038167486,0.987124891,0.012875109,291,358.11823,0
3FGL J1521.1+5543,-30.08126771,-28.13976313,2.1704924,0.535921394,3.722687903,-0.884994397,-0.346614484,-0.659209201,-0.316391375,50.78599,AGN,bll,1849.9503,PowerLaw,SDSS J152034.98+554256.9,0.998611375,0.001388625,0.983665384,0.016334616,0.977901997,0.022098003,0.978321808,0.021678192,301,90.14452,0
3FGL J1521.8+4340,-27.55363091,-27.83990692,2.606918,0.361319541,4.364617344,-0.714742443,-0.845166437,-0.730341495,-0.415364276,55.572697,AGN,fsrq,696.3051,PowerLaw,B3 1520+437,0.999984706,1.53E-05,0.990452935,0.009547065,0.997421025,0.002578975,0.994579396,0.005420604,298,71.608345,0
3FGL J1522.6-2730,-27.18064326,-27.0024251,2.1289728,1.168941822,5.209002976,-0.397211875,-0.605301968,-0.500162504,-0.70954713,24.39927,AGN,bll,1422.3683,PowerLaw,PKS 1519-273,0.999863108,1.37E-04,0.980664099,0.019335901,0.989312778,0.010687222,0.987594842,0.012405158,290,339.58505,0
3FGL J1525.2-5905,-25.947941,-26.31955257,2.7865512,0.338779216,4.012808767,-0.696327537,-0.70821562,-0.720339114,-0.724274993,-1.9016504,AGN,bcu,591.217,PowerLaw,PMN J1524-5903,0.749882086,0.250117914,0.942951654,0.057048346,0.982613797,0.017386203,0.744407596,0.255592404,321,321.5762,24
3FGL J1531.0+5737,-28.795101,-28.05721443,2.2684054,0.589250926,4.110828125,-0.747779865,-0.550326451,-0.666311006,-0.084438368,48.649117,AGN,bll,1238.2574,PowerLaw,87GB 152947.5+574636,0.999646226,3.54E-04,0.989003379,0.010996621,0.995658563,0.004341437,0.95952152,0.04047848,286,91.59866,0
3FGL J1531.8+4704,-29.35983694,-28.10526476,2.3155553,0.035098672,3.742267721,-0.870722418,-0.452282966,-0.696491087,-0.375834237,52.895588,AGN,bll,1242.2605,PowerLaw,1RXS J153148.8+465912,0.998160737,0.001839263,0.990523818,0.009476182,0.995044506,0.004955494,0.936664546,0.063335454,284,76.29674,0
3FGL J1532.0+3018,-31.55729646,-27.70401857,1.7652714,0.334326078,3.813163093,0.998948008,-0.443879867,-0.271096382,-0.361361414,54.815247,AGN,bll,4476.964,PowerLaw,RX J1531.9+3016,0.999811272,1.89E-04,0.987865307,0.012134693,0.994795049,0.005204951,0.997412773,0.002587227,312,47.845528,0
3FGL J1532.7-1319,-26.42856778,-26.91760495,2.0940046,0.777061216,7.562505907,-0.361408866,-0.547446188,-0.617716342,-0.499250125,33.71916,AGN,bcu,1127.1918,PowerLaw,TXS 1530-131,0.999932186,6.78E-05,0.99176173,0.00823827,0.999990542,9.46E-06,0.996050895,0.003949105,277,352.14282,0
3FGL J1533.2+1852,-31.27754018,-27.72613271,1.8944243,-0.624212897,3.721464885,-0.782168432,-0.683360874,0.11537614,-0.437109204,52.027863,AGN,bll,3826.7642,PowerLaw,RX J1533.1+1854,0.999907719,9.23E-05,0.991954571,0.008045429,0.999696786,3.03E-04,0.998181952,0.001818048,319,29.161135,0
3FGL J1533.5+3416,-31.20541923,-27.83572834,1.8543042,-0.282762898,3.590167731,-0.603986736,-0.72315465,-0.062535582,-0.513461969,54.666046,AGN,bll,3217.6895,PowerLaw,RX J1533.3+3416,0.999909933,9.01E-05,0.990845791,0.009154209,0.997694157,0.002305843,0.99777564,0.00222436,292,54.74596,0
3FGL J1534.4+5323,-31.33828412,-28.13106491,1.9596845,-0.462239846,3.557353193,-0.909329212,-0.057816491,-0.254501352,-0.611147789,50.181805,AGN,bll,2834.9705,PowerLaw,1ES 1533+535,0.99967065,3.29E-04,0.991469346,0.008530654,0.998084999,0.001915001,0.993987603,0.006012397,294,85.50341,0
3FGL J1534.5+0128,-25.40609819,-27.56337639,2.7786946,-1.457588922,4.772354974,-0.748677681,-0.817080059,-0.599940613,-0.999970856,43.270042,AGN,fsrq,399.15253,PowerLaw,PKS 1532+01,0.999993838,6.16E-06,0.992222217,0.007777783,0.999979355,2.06E-05,0.996599961,0.003400039,287,6.6762996,0
3FGL J1535.0+3721,-29.44615345,-27.90773793,2.1141331,-0.363888039,3.791934001,0.043413203,-0.630880046,-0.770617698,0.063162718,54.235806,AGN,bll,1633.0469,PowerLaw,RGB J1534+372,0.999617749,3.82E-04,0.991939234,0.008060766,0.999517968,4.82E-04,0.978294674,0.021705326,321,60.025227,0
3FGL J1535.7+3920,-30.2707373,-28.07181396,2.0992093,0.463479393,3.798863579,0.999845641,-0.464051756,-0.726419688,-0.497305889,53.898655,AGN,bll,1864.2555,PowerLaw,RX J1535.4+3922,0.966379431,0.033620569,0.982863606,0.017136394,0.980284667,0.019715333,0.964237014,0.035762986,319,63.34046,0
3FGL J1536.6+8331,-28.46305864,-27.98935744,2.4810948,-0.894249387,3.504356917,-0.570918733,-0.748121078,-0.699516267,-0.527636882,31.897532,AGN,bcu,884.83484,PowerLaw,NVSS J153556+832614,0.999828492,1.72E-04,0.991883645,0.008116355,0.999305843,6.94E-04,0.972570592,0.027429408,302,117.90772,0
3FGL J1537.8-8000,-28.21489192,-27.49570583,2.1864147,0.345804838,4.387984663,-0.553872638,-0.606330816,-0.510102193,-0.720533811,-19.488714,AGN,bcu,1372.5977,PowerLaw,PMN J1537-7958,0.999912238,8.78E-05,0.984716028,0.015283972,0.994911409,0.005088591,0.994979448,0.005020552,306,309.95224,0
3FGL J1539.5+2746,-28.41883475,-27.60467602,2.082632,0.786133754,5.44673138,-0.229886909,-0.519699067,-0.501050869,-0.690970364,52.883026,AGN,fsrq,1458.5034,PowerLaw,MG2 J153938+2744,0.999964383,3.56E-05,0.989975154,0.010024846,0.9983549,0.0016451,0.995236626,0.004763374,291,43.90986,0
3FGL J1539.8-1128,-30.59420212,-27.4495978,2.0848763,-0.083545318,3.711095221,-0.83692671,-0.626027423,-0.463412662,-0.653520261,33.807972,AGN,bcu,3051.262,PowerLaw,PMN J1539-1128,0.999799594,2.00E-04,0.989366857,0.010633143,0.989467768,0.010532232,0.997587505,0.002412495,297,355.18347,0
3FGL J1540.1+8155,-31.49770935,-27.48852413,1.6022289,0.843033911,4.027406008,0.999098183,0.037616921,-0.422784881,-0.064327914,32.965897,AGN,bll,5721.736,PowerLaw,1ES 1544+820,0.999139455,8.61E-04,0.981148277,0.018851723,0.991902339,0.008097661,0.993228309,0.006771691,284,116.47801,0
3FGL J1540.8+1449,-29.64304075,-27.47198652,2.3449242,-0.06553742,3.783373619,-0.559591265,-0.728615258,-0.807667494,-0.052104932,48.819397,AGN,bll,1752.7593,PowerLaw,4C +14.60,0.999698403,3.02E-04,0.991540524,0.008459476,0.997993352,0.002006648,0.96679198,0.03320802,294,24.375467,0
3FGL J1541.8+1105,-26.10846412,-27.6552759,2.7334936,-0.190450467,4.078203375,-0.726356307,-0.720384732,-0.839346698,-0.999851712,46.93512,AGN,fsrq,455.81998,PowerLaw,MG1 J154207+1110,0.999147909,8.52E-04,0.988898959,0.011101041,0.993114641,0.006885359,0.982212826,0.017787174,321,19.541084,0
3FGL J1543.5+0451,-30.86149565,-27.62514909,1.9846238,-1.357975667,3.714893486,-0.84620633,-0.432699109,-0.572846905,-0.161866142,43.393024,AGN,bcu,3130.0159,PowerLaw,CGCG 050-083,0.99977846,2.22E-04,0.992479503,0.007520497,0.999927856,7.21E-05,0.998142529,0.001857471,283,12.243713,0
3FGL J1546.0+0818,-31.41458288,-27.37885669,1.690042,0.628466729,4.150473604,0.997807953,0.727903682,-0.364779209,-0.347434474,44.682045,AGN,bll,5176.292,PowerLaw,1RXS J154604.6+081912,0.999738324,2.62E-04,0.983578315,0.016421685,0.994752443,0.005247557,0.997092689,0.002907311,289,16.769035,0
3FGL J1546.6+1812,-29.63500534,-27.73346263,2.3005037,-0.33965918,3.668759141,-0.618408019,-0.731279676,-0.25679609,-0.476458483,48.80974,AGN,bll,1629.069,PowerLaw,MG1 J154628+1817,0.999761135,2.39E-04,0.99039481,0.00960519,0.998993846,0.001006154,0.985629054,0.014370946,312,29.92656,0
3FGL J1547.1-2801,-32.32366257,-27.51324172,1.7077073,0.848622326,3.748181602,-0.993799127,0.999048739,-0.535976847,-0.457472402,20.582804,AGN,bcu,6207.67,PowerLaw,1RXS J154711.8-280222,0.998895227,0.001104773,0.937253621,0.062746379,0.91052621,0.08947379,0.98330993,0.01669007,299,343.78146,0
3FGL J1548.8-2250,-29.02989811,-27.2476563,2.0479198,-0.391838217,3.894110225,-0.40598935,-0.63719837,-0.585761207,-0.343042182,24.164629,AGN,bll,2172.3208,PowerLaw,PMN J1548-2251,0.999840759,1.59E-04,0.990892248,0.009107752,0.998746648,0.001253352,0.993790316,0.006209684,328,347.8529,0
3FGL J1549.0+6309,-27.41100108,-28.01384352,2.7256937,-2.277601849,3.450805941,-0.69540748,-0.88877611,-0.327717899,-0.752381988,43.94758,AGN,bcu,585.4793,PowerLaw,SDSS J154958.45+631021.2,0.999804593,1.95E-04,0.993275903,0.006724097,0.999987567,1.24E-05,0.97140528,0.02859472,295,96.90025,1
3FGL J1549.4+0237,-25.31208966,-27.33589795,2.4633353,0.42308457,5.454380032,-0.663558861,-0.696218178,-0.680831722,-0.845242719,40.91238,AGN,fsrq,573.3519,PowerLaw,PKS 1546+027,0.999885747,1.14E-04,0.990780992,0.009219008,0.999102215,8.98E-04,0.988509901,0.011490099,276,10.861141,0
3FGL J1549.5+1709,-32.05876839,-27.84207393,1.9161636,-0.575543717,4.100554408,-0.851002644,-0.395725551,-0.530841019,-0.193006703,47.8051,AGN,bcu,4677.9307,PowerLaw,MG1 J154930+1708,0.999902766,9.72E-05,0.992344937,0.007655063,0.999723696,2.76E-04,0.999213535,7.86E-04,308,28.822496,0
3FGL J1549.7-0658,-29.85737126,-27.26666624,1.9237837,-0.965660824,3.890097304,-0.210996685,-0.513096506,-0.583120095,-0.225361122,35.013638,AGN,bcu,3011.7012,PowerLaw,NVSS J154952-065907,0.974608945,0.025391055,0.992672731,0.007327269,0.999806917,1.93E-04,0.996733765,0.003266235,302,1.2246848,0
3FGL J1550.3+7409,-27.20878595,-28.11997408,2.6882844,0.548264809,4.16827639,-0.702436659,-0.943510598,0.093257883,-0.597280547,37.679787,AGN,bcu,541.48773,PowerLaw,87GB 155014.9+741816,0.999958849,4.12E-05,0.989799799,0.010200201,0.998836797,0.001163203,0.991437367,0.008562633,278,108.88085,1
3FGL J1550.5+0526,-26.6874473,-27.43195159,2.335909,0.919495471,4.030418831,-0.33095041,-0.690170912,-0.567001369,-0.999849779,42.233303,AGN,fsrq,834.7997,PowerLaw,4C +05.64,0.938862272,0.061137728,0.910467878,0.089532122,0.840948741,0.159051259,0.655910304,0.344089696,315,14.202162,0
3FGL J1552.1+0852,-29.02642282,-27.68416539,2.2101963,0.044146351,3.874598815,0.008973716,-0.492841216,-0.810746075,-0.528519366,43.650116,AGN,bll,1447.6442,PowerLaw,TXS 1549+089,0.998848107,0.001151893,0.988756953,0.011243047,0.991783325,0.008216675,0.948106295,0.051893705,327,18.505636,0
3FGL J1553.3-2421,-27.96800948,-27.34245026,2.2793243,0.795879475,4.184599714,-0.221527963,-0.722024597,-0.513565417,-0.942960021,22.352184,AGN,fsrq,1183.4186,PowerLaw,PKS 1550-242,0.974569612,0.025430388,0.958940488,0.041059512,0.935573355,0.064426645,0.862381338,0.137618662,316,347.55338,0
3FGL J1554.4+2010,-29.71847144,-27.79279609,2.2537286,-1.082946884,3.448374563,-0.699406344,-0.588450995,-0.361695107,-0.740308622,47.744034,AGN,bll,1710.8032,PowerLaw,1ES 1552+203,0.999784578,2.15E-04,0.992318069,0.007681931,0.999353019,6.47E-04,0.978099132,0.021900868,302,33.631535,0
3FGL J1557.4-7040,-28.33008949,-27.64872134,2.3008595,-3.145199803,3.863178395,-0.67098129,-0.586272993,-0.587902149,-0.700153496,-13.1587515,AGN,bcu,1190.2428,PowerLaw,PKS 1552-705,0.999291404,7.09E-04,0.99199644,0.00800356,0.999997834,2.17E-06,0.96914851,0.03085149,294,317.20554,0
3FGL J1558.9+5625,-28.30502263,-27.70440633,2.209965,-1.089258651,4.478309864,-0.747089555,-0.477911464,-0.553597629,-0.704401367,45.753685,AGN,bll,1428.376,PowerLaw,TXS 1557+565,0.999977571,2.24E-05,0.992554806,0.007445194,0.999918856,8.11E-05,0.997673019,0.002326981,297,87.57477,0
3FGL J1558.9-6432,-28.73033515,-27.25152387,2.0235813,-2.343537096,4.100111999,-0.716265487,-0.351968633,-0.54654695,-0.341455934,-8.638783,AGN,bll,2166.3645,PowerLaw,PMN J1558-6432,0.998500906,0.001499094,0.991732716,0.008267284,0.999995889,4.11E-06,0.986536729,0.013463271,324,321.4357,0
3FGL J1559.7+8512,-27.48841626,-27.89331943,2.3513389,-1.023732495,4.120351433,-0.713973611,-0.686243039,-0.495373427,-0.796712386,30.329172,AGN,bcu,882.64923,PowerLaw,WN B1609.6+8517,0.999208121,7.92E-04,0.992225113,0.007774887,0.999807589,1.92E-04,0.98483868,0.01516132,309,118.871765,0
3FGL J1559.8-2525,-32.22673442,-27.61761547,1.943891,-0.595377664,3.437728809,-0.809191524,-0.667735998,-0.595617148,0.056986643,20.570457,AGN,bcu,5536.7,PowerLaw,NVSS J160005-252439,0.999795642,2.04E-04,0.990810566,0.009189434,0.999142591,8.57E-04,0.998056569,0.001943431,289,347.90262,0
3FGL J1559.9+2319,-29.85890902,-27.60862235,2.1004934,-0.578675488,3.963404476,0.930023605,-0.536799495,-0.634813056,-0.342830429,47.440502,AGN,bll,2189.5886,PowerLaw,87GB 155744.0+232525,0.999773361,2.27E-04,0.991858892,0.008141108,0.99963531,3.65E-04,0.996403638,0.003596362,313,38.662346,0
3FGL J1600.3-5810,-31.29911654,-27.29423493,2.0082173,0.539735244,3.133003944,-0.587417982,-0.010220365,-0.702822723,-0.513708384,-3.9324074,AGN,bcu,4408.2627,PowerLaw,MRC 1556-580,0.987992418,0.012007582,0.799431086,0.200568914,0.792446816,0.207553184,0.938443136,0.061556864,281,325.76263,0
3FGL J1603.7+1106,-28.9267296,-27.48385888,2.3242316,-0.050152125,4.293359834,-0.242555616,-0.712179978,-0.619854579,-0.591709189,42.159386,AGN,bll,1457.6125,PowerLaw,MG1 J160340+1106,0.999917596,8.24E-05,0.991307227,0.008692773,0.998333448,0.001666552,0.991862859,0.008137141,301,23.034986,0
3FGL J1603.9-4903,-26.34141551,-26.33965312,2.135582,0.356985956,5.275910753,-0.605077982,-0.645676597,-0.51888727,-0.424504825,2.5685706,AGN,bll,1651.6986,PowerLaw,PMN J1603-4904,0.966658941,0.033341059,0.973424289,0.026575711,0.999490827,5.09E-04,0.956331799,0.043668201,300,332.16248,0
3FGL J1604.4-4442,-25.17735749,-26.76509762,2.4529672,0.748166806,5.554333602,-0.614516433,-0.746723797,-0.595286639,-0.838492219,5.757311,AGN,bcu,723.707,PowerLaw,PMN J1604-4441,0.999812164,1.88E-04,0.976677444,0.023322556,0.998320839,0.001679161,0.96086481,0.03913519,296,335.1301,0
3FGL J1606.1+5630,-31.79154529,-27.92085012,1.9729751,-2.265694496,3.608841434,-0.614652631,-0.762056902,-0.449520675,-0.185030377,44.78822,AGN,bll,4261.2725,PowerLaw,RBS 1558,0.99991861,8.14E-05,0.992331639,0.007668361,0.999994537,5.46E-06,0.997056781,0.002943219,279,87.19691,0
3FGL J1607.0+1551,-26.14949249,-27.36474245,2.2841895,0.831140952,4.225876207,-0.550426288,-0.625887484,-0.654429724,-0.695583125,43.421238,AGN,fsrq,802.02264,PowerLaw,4C +15.54,0.996632622,0.003367378,0.970730259,0.029269741,0.955555356,0.044444644,0.956637527,0.043362473,268,29.376,0
3FGL J1607.9-2040,-30.39827076,-27.38417479,2.0146718,-0.00888223,3.673427307,-0.228095729,-0.528113799,-0.388223906,-0.615596206,22.578384,AGN,bcu,3089.1277,PowerLaw,NVSS J160756-203942,0.999476384,5.24E-04,0.987818254,0.012181746,0.991654976,0.008345024,0.995420409,0.004579591,326,352.9484,0
3FGL J1608.6+1029,-25.03039359,-27.3618872,2.6190515,1.271619126,5.343701738,-0.704160365,-0.718203495,-0.844856401,-0.929945795,40.813488,AGN,fsrq,490.97745,PowerLaw,4C +10.45,0.999287034,7.13E-04,0.974550428,0.025449572,0.97663627,0.02336373,0.980878785,0.019121215,304,23.03154,0
3FGL J1610.6-3956,-25.78285312,-27.05117786,2.6103086,0.425715217,3.894859349,-0.722533685,-0.795410936,-0.68900776,-0.864199145,8.497039,AGN,fsrq,537.7756,PowerLaw,PMN J1610-3958,0.992908139,0.007091861,0.961292579,0.038707421,0.958942209,0.041057791,0.896059741,0.103940259,287,339.23257,0
3FGL J1610.8-6649,-29.2704044,-26.92218446,1.7731228,0.825894141,4.160819956,-0.444862132,-0.319780052,-0.417708404,-0.268798557,-11.145809,AGN,bll,3356.5415,PowerLaw,PMN J1610-6649,0.999020098,9.80E-04,0.968159011,0.031840989,0.984011881,0.015988119,0.988331931,0.011668069,294,320.78738,0
3FGL J1613.8+3410,-27.42681308,-27.85784731,2.351858,-0.061989666,3.897712578,-0.754472987,-0.555032311,-0.7049593,-0.450008859,46.34754,AGN,fsrq,869.51105,PowerLaw,OS 319,0.999338981,6.61E-04,0.990800304,0.009199696,0.996927428,0.003072572,0.957982849,0.042017151,298,55.109886,0
3FGL J1615.8+4712,-30.69847083,-27.92296278,2.0203447,-0.215509019,3.90629113,0.995253963,-0.560801536,-0.450863452,-0.663760405,45.587395,AGN,fsrq,2652.5718,PowerLaw,TXS 1614+473,0.999891536,1.08E-04,0.991348349,0.008651651,0.99804283,0.00195717,0.998097618,0.001902382,290,73.87397,0
3FGL J1616.4+4631,-27.63574737,-27.84230539,2.5914018,0.40098415,4.169244762,-0.784714476,-0.833471086,-0.651189979,-0.999981261,45.57019,AGN,fsrq,694.3042,PowerLaw,MG4 J161600+4632,0.999749658,2.50E-04,0.983382412,0.016617588,0.974893574,0.025106426,0.983088344,0.016911656,301,72.8713,0
3FGL J1616.8+4111,-29.32852119,-28.07591466,2.3284175,0.396892468,3.856276293,-0.6121989,-0.56339291,-0.739224989,-0.999919584,45.935356,AGN,bll,1248.4541,PowerLaw,B3 1615+412,0.870285443,0.129714557,0.968868967,0.031131033,0.913441984,0.086558016,0.83513017,0.16486983,313,65.25353,0
