Source_Name_3FGL,ln(Flux_Density),ln(Unc_EnergyFlux100),Spec_index,ln(significant_curve),ln(variability),hr12,hr23,hr34,hr45,GLAT_3FGL,Pivot_Energy,Spectrum_Type,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
3FGL J1615.6-4450,-26.57954139,-26.70232039,2.5619879,-0.882876846,4.193558476,-0.855588605,-0.74449778,-0.611856483,-0.644270446,4.311634,801.745,PowerLaw,0.971242941,0.028757059,0.994210006,0.005789994,0.999814778,1.85E-04,0.94702658,0.05297342,0,0,0,0
3FGL J1616.8-5343,-25.84036569,-26.66768765,2.5300577,0.625110762,3.920784551,-0.713469586,-0.608548081,-0.690098553,-0.999976094,-2.2176933,724.64087,PowerLaw,0.928614041,0.071385959,0.777498547,0.222501453,0.882503011,0.117496989,0.581094852,0.418905148,0,0.006,0,0.105
3FGL J1616.8+5846,-25.07889821,-27.99640185,3.1169868,0.24722712,3.847443097,-0.937813699,-0.58672199,-0.999574991,0.995433809,42.68813,272.80576,PowerLaw,0.999940053,5.99E-05,0.995608671,0.004391329,0.999959097,4.09E-05,0.935932496,0.064067504,0,0,0,0
3FGL J1618.8+5520,-29.28183107,-28.15834679,2.3261952,0.428861271,3.553711409,-0.560552957,-0.623608386,-0.60374692,-0.999931138,43.45117,1154.809,PowerLaw,0.993268608,0.006731392,0.941705337,0.058294663,0.872179742,0.127820258,0.771760448,0.228239552,0,0,0,0
3FGL J1619.0-5014c,-27.26026651,-25.66203995,2.431389,1.065614949,4.147298174,-0.506113931,-0.799149321,-0.751578286,-0.658288107,0.030969158,1589.1053,PowerLaw,0.040002953,0.959997047,0.803422233,0.196577767,0.791503772,0.208496228,0.445102605,0.554897395,1,0.003,0.012,0.794
3FGL J1619.1+7538,-32.97007458,-28.14591785,1.7126698,0.586056614,3.890168179,-0.998762574,0.965274075,-0.50420272,0.144157383,35.29636,6653.5674,PowerLaw,0.999855934,1.44E-04,0.993630307,0.006369693,0.997100554,0.002899446,0.991807187,0.008192813,0,0,0,0
3FGL J1620.0-5101,-28.75556429,-25.78666208,2.2599401,1.114989218,3.921642489,-0.326817641,-0.445065847,-0.743921149,-0.60622469,-0.63279384,3180.1853,PowerLaw,0.051412923,0.948587077,0.704256939,0.295743061,0.67173203,0.32826797,0.460268293,0.539731707,1,0.058,0.085,0.739
3FGL J1620.8-5149,-30.88746823,-26.43716738,2.0917153,0.522603788,3.949745404,-0.475423739,-0.910322723,-5.88E-04,-0.678431157,-1.2874146,5384.2197,PowerLaw,0.996595736,0.003404264,0.94210415,0.05789585,0.986229264,0.013770736,0.936565248,0.063434752,0,0,0,0
3FGL J1624.2-3957,-27.28609153,-26.70215601,2.5197935,-0.052154876,3.480324285,-0.722944142,-0.628817285,-0.689971688,-0.999985449,6.6470885,973.5353,PowerLaw,0.113086802,0.886913198,0.968936732,0.031063268,0.940142911,0.059857089,0.704483437,0.295516563,1,0,0,0.001
3FGL J1624.8-4233,-26.29349193,-26.64455189,2.6537309,-0.77472904,3.899673868,-0.727067005,-0.758271677,-0.70226969,-0.68965423,4.7553916,714.7331,PowerLaw,0.995412849,0.004587151,0.993469692,0.006530308,0.999269985,7.30E-04,0.889030965,0.110969035,0,0,0,0
3FGL J1625.2-2845,-28.3284198,-26.91461552,2.520383,-1.130604227,3.969724394,-0.838469086,-0.802358421,-0.554105911,-0.300909343,14.200707,1232.9293,PowerLaw,0.999881871,1.18E-04,0.99579029,0.00420971,0.999956741,4.33E-05,0.975786341,0.024213659,0,0,0,0
3FGL J1625.6-2058,-26.48831772,-27.13403944,2.540924,0.298360925,3.675364132,-0.581866237,-0.875839873,-0.566158438,-0.719451681,19.287708,651.44836,PowerLaw,0.99958049,4.20E-04,0.986973026,0.013026974,0.979441772,0.020558228,0.969636297,0.030363703,0,0,0,0
3FGL J1626.2-4911,-30.74738868,-25.84357343,2.1068141,-1.054208674,3.789501772,-0.72333866,-0.802209855,-0.591310605,-0.494250406,-0.054423865,6543.031,PowerLaw,0.837203225,0.162796775,0.989018189,0.010981811,0.999035767,9.64E-04,0.840310022,0.159689978,0,0,0,0
3FGL J1626.2-2428c,-28.44948454,-26.36383143,2.27537,1.351986054,3.847334414,0.999622135,-0.721100238,-0.614823057,-0.744430047,16.892061,2272.9963,PowerLaw,0.956250923,0.043749077,0.759470262,0.240529738,0.595266072,0.404733928,0.599204195,0.400795805,0,0.032,0.153,0.074
3FGL J1627.8+3217,-28.53266942,-27.81555466,2.139277,1.336758154,3.497340336,0.996047404,-0.501451339,-0.587662992,-0.879259111,43.20977,1247.8667,PowerLaw,0.241189048,0.758810952,0.480188451,0.519811549,0.431134042,0.568865958,0.268393657,0.731606343,1,0.578,0.855,1
3FGL J1628.1-3344,-30.56828256,-27.21496502,2.1165962,0.11050309,3.606403305,-0.873733513,-0.606384605,-0.505086592,-0.309374002,10.367889,3232.5405,PowerLaw,0.999554214,4.46E-04,0.990573347,0.009426653,0.992312642,0.007687358,0.994238603,0.005761397,0,0,0,0
3FGL J1628.1-5740,-28.44109441,-27.14016547,2.4639094,-0.411325296,3.605197882,-0.664083241,-0.806687756,-0.760571341,-0.325904197,-6.129371,1213.6412,PowerLaw,0.999343405,6.57E-04,0.987760764,0.012239236,0.998281958,0.001718042,0.921592245,0.078407755,0,0,0,0
3FGL J1628.1+0254,-29.91783877,-27.70338129,2.1223505,0.705673103,4.028617726,-0.102951561,-0.033134468,-0.822274764,-0.365368518,32.90811,1869.3403,PowerLaw,0.999357204,6.43E-04,0.988507627,0.011492373,0.974965994,0.025034006,0.956654976,0.043345024,0,0,0,0
3FGL J1628.2-2431c,-27.90244098,-26.39193885,2.3721182,0.592572196,3.410628766,-0.732466928,-0.665666378,-0.757917282,-0.572914917,16.511864,1656.543,PowerLaw,0.809595294,0.190404706,0.961168404,0.038831596,0.803907916,0.196092084,0.597581885,0.402418115,0,0,0.003,0.066
3FGL J1628.4-4546,-25.59588327,-26.38271828,2.6329167,1.279491333,3.958022288,-0.659171151,-0.796822627,-0.850757988,-0.96486089,2.0523984,644.727,PowerLaw,0.180995197,0.819004803,0.322574874,0.677425126,0.420147345,0.579852655,0.315579179,0.684420821,1,0.95,0.871,1
3FGL J1628.7-8056,-26.12105757,-27.57216332,2.7542646,-0.12994617,3.508083333,-0.500424837,-0.841911719,-0.749328325,-0.999938984,-21.622421,443.13077,PowerLaw,0.996757843,0.003242157,0.981176331,0.018823669,0.98132675,0.01867325,0.903746145,0.096253855,0,0,0,0
3FGL J1630.2-1052,-28.14290018,-27.35020415,2.2976897,1.125116495,3.375594952,0.978854765,-0.665279596,-0.660347497,-0.999697566,24.781755,1083.1128,PowerLaw,0.064021847,0.935978153,0.453737543,0.546262457,0.37051989,0.62948011,0.231338872,0.768661128,1,0.704,0.967,1
3FGL J1630.3-6126,-24.69436524,-27.36103253,2.7856739,0.232059922,4.396642673,-0.783050671,-0.760304155,-0.70893071,-0.99997664,-8.90112,363.31262,PowerLaw,0.999981505,1.85E-05,0.978786928,0.021213072,0.994436723,0.005563277,0.979811274,0.020188726,0,0,0,0
3FGL J1630.3-4346,-31.64638263,-26.04504571,2.1266181,1.02789765,3.678520687,-0.851708655,-0.717943573,-0.858930501,-0.447039155,3.1908402,6034.5425,PowerLaw,0.161317494,0.838682506,0.684460088,0.315539912,0.455399795,0.544600205,0.629223111,0.370776889,1,0.183,0.65,0.032
3FGL J1632.8+3838,-29.74704474,-27.01803411,2.452318,1.022255801,3.376553808,-0.993731812,0.727811958,-0.659236183,-0.999950332,42.84681,1925.748,PowerLaw,0.969599281,0.030400719,0.654664755,0.345335245,0.400204535,0.599795465,0.568243328,0.431756672,0,0.095,0.866,0.145
3FGL J1635.3+4257,-28.57954737,-27.94910123,2.4165976,-1.171210175,4.044288467,-0.812613897,-0.525383808,-0.504463886,-0.998605128,42.457966,1009.2501,PowerLaw,0.995625412,0.004374588,0.995560628,0.004439372,0.999786302,2.14E-04,0.894634696,0.105365304,0,0,0,0
3FGL J1639.4-5146,-26.50544916,-26.68186142,2.3492486,0.617628329,4.060916243,-0.530770285,-0.650281068,-0.638145495,-0.711815631,-3.3491356,1160.5977,PowerLaw,0.962773163,0.037226837,0.91372988,0.08627012,0.96411937,0.03588063,0.741955234,0.258044766,0,0,0,0
3FGL J1640.6-4917,-27.94919717,-26.38223169,2.3066864,0.90586768,4.313695999,-0.652159701,-0.734148714,-0.599688238,-0.800213002,-1.8341309,1809.5013,PowerLaw,0.976000878,0.023999122,0.851187719,0.148812281,0.911680837,0.088319163,0.693832771,0.306167229,0,0,0,0.001
3FGL J1641.5-2856,-28.32085192,-27.2142027,2.3268378,0.864329004,3.806688178,-0.57129258,-0.709582453,-0.854217227,-0.443868591,11.382842,1225.6997,PowerLaw,0.981267349,0.018732651,0.950995249,0.049004751,0.886787686,0.113212314,0.800048711,0.199951289,0,0,0,0
3FGL J1642.4+8045,-27.75329102,-28.04866595,2.4850972,0.451967196,3.753133482,-0.481327733,-0.681743201,-0.811405182,-0.666413941,31.755138,731.4093,PowerLaw,0.999613189,3.87E-04,0.982129653,0.017870347,0.964311351,0.035688649,0.898761918,0.101238082,0,0,0,0
3FGL J1644.4+2632,-26.80594231,-27.68633881,2.7532167,0.475729828,3.746084495,-0.763360668,-0.957240615,0.292822511,-0.817898668,38.5034,512.05853,PowerLaw,0.999766272,2.34E-04,0.990605486,0.009394514,0.99767306,0.00232694,0.9617803,0.0382197,0,0,0,0
3FGL J1644.6-0911,-27.21257759,-27.20952716,2.5682137,-0.340934112,3.650910287,-0.649459078,-0.890030935,-0.406582337,-0.397474722,22.87281,747.56415,PowerLaw,0.999623669,3.76E-04,0.994868658,0.005131342,0.999373673,6.26E-04,0.975819787,0.024180213,0,0,0,0
3FGL J1646.9-1332,-32.14780449,-27.32174141,1.8505279,-1.231137239,3.736715354,-0.965538933,0.439124955,-0.540394377,-0.342080078,19.892075,6760.85,PowerLaw,0.99960802,3.92E-04,0.995545299,0.004454701,0.99985545,1.45E-04,0.996537037,0.003462963,0,0,0,0
3FGL J1648.0+4230,-28.34159395,-27.94866813,2.4801893,-0.318162998,3.935766485,-0.508263367,-0.809440209,-0.579350915,-0.997037788,40.124744,868.2849,PowerLaw,0.999487592,5.12E-04,0.9934213,0.0065787,0.995824811,0.004175189,0.973774645,0.026225355,0,0,0,0
3FGL J1648.6-5635,-26.08591471,-26.99170571,2.8010836,1.250609709,3.64531819,-0.613154181,-0.940250326,-0.642247567,-0.258424246,-7.494102,542.9468,PowerLaw,0.98566256,0.01433744,0.872708731,0.127291269,0.930088984,0.069911016,0.836913654,0.163086346,0,0,0,0
3FGL J1649.6-3007,-27.3031262,-27.13101928,2.3148367,1.141938665,3.96516191,-0.494090555,-0.654908146,-0.58114128,-0.999994486,9.270359,1012.8545,PowerLaw,0.682464875,0.317535125,0.584261529,0.415738471,0.65430892,0.34569108,0.31546855,0.68453145,0,0.23,0,0.998
3FGL J1650.0-4438c,-22.42966354,-26.04140937,2.7087767,-0.081809693,4.074249077,-0.666651427,-0.740479338,-0.675016265,-0.844920686,-0.022006685,293.1685,PowerLaw,0.5292363,0.4707637,0.973430758,0.026569242,0.99308386,0.00691614,0.748529721,0.251470279,0,0,0,0
3FGL J1650.0+0356,-30.11573318,-27.58535506,2.165772,-0.343261733,4.339703644,-0.803894058,-0.569168159,-0.453433039,-0.345599277,28.68336,2179.5898,PowerLaw,0.999958961,4.10E-05,0.99554441,0.00445559,0.999778079,2.22E-04,0.999490154,5.10E-04,0,0,0,0
3FGL J1651.5-4626,-32.15908064,-26.05936435,1.9216529,-1.991152095,3.674060189,0.734899522,-0.606633709,-0.51710155,-0.622645858,-1.3792707,11280.365,PowerLaw,0.862581233,0.137418767,0.991579519,0.008420481,0.999892003,1.08E-04,0.896121601,0.103878399,0,0,0,0
3FGL J1652.2-4649,-30.50649089,-26.24013332,2.0917008,0.024809776,3.989968673,-0.841436559,-0.714574556,-0.352169987,-0.621281947,-1.7187203,5244.7856,PowerLaw,0.905225809,0.094774191,0.969260376,0.030739624,0.992563667,0.007436333,0.896151229,0.103848771,0,0,0,0
3FGL J1654.0-4617,-30.88989454,-26.37973395,2.0130665,0.932456794,3.919867596,0.680382228,-0.756598189,0.016441821,-0.572634733,-1.6139033,6180.778,PowerLaw,0.986045827,0.013954173,0.919005093,0.080994907,0.976103649,0.023896351,0.904424939,0.095575061,0,0,0,0
3FGL J1655.1-4644,-32.49533827,-26.41723348,1.9307781,-1.406840434,3.755210516,0.999689174,0.113195273,-0.883307906,-0.226781104,-2.0389345,11543.483,PowerLaw,0.994883842,0.005116158,0.988596442,0.011403558,0.999782864,2.17E-04,0.89110137,0.10889863,0,0,0,0
3FGL J1655.5-4748,-29.52649273,-26.4634724,2.2484088,-1.498700752,3.821392228,-0.633097654,-0.859098,-0.736074838,-0.271876902,-2.7742295,2720.0981,PowerLaw,0.984322597,0.015677403,0.992948189,0.007051811,0.99991945,8.05E-05,0.890657926,0.109342074,0,0,0,0
3FGL J1655.7-4712,-30.0516658,-26.30943926,2.2347214,0.597133183,3.742879878,0.999946956,-0.843036974,-0.19572429,-0.753465539,-2.4262416,3636.4854,PowerLaw,0.806018107,0.193981893,0.931228173,0.068771827,0.969663995,0.030336005,0.845295708,0.154704292,0,0,0,0
3FGL J1656.9-3919c,-29.48867119,-25.43425264,2.4530065,0.951844769,3.680034326,-0.889997192,-0.632578098,-0.577963358,-0.803509956,2.3337407,2636.5295,PowerLaw,0.111295743,0.888704257,0.682147122,0.317852878,0.549916662,0.450083338,0.514337116,0.485662884,1,0.15,0.3,0.42
3FGL J1657.6-4653,-31.30060066,-26.47757569,2.0513864,0.291580738,4.032286872,-0.906478218,0.999717878,-0.615208156,-0.504216938,-2.4814136,6493.7676,PowerLaw,0.997875226,0.002124774,0.96437393,0.03562607,0.987719989,0.012280011,0.962146517,0.037853483,0,0,0,0
3FGL J1659.0-0142,-28.78970384,-27.22581577,2.1946285,0.724918485,4.035710619,-0.392432328,-0.654378747,-0.421792026,-0.867611751,23.907526,1778.4865,PowerLaw,0.997078261,0.002921739,0.971703164,0.028296836,0.940537445,0.059462555,0.848211342,0.151788658,0,0,0,0
3FGL J1700.4-4019c,-26.96148848,-24.59210221,2.6888115,1.132682324,3.977718045,-0.557150984,-0.438750499,-0.871782888,-0.660959436,1.1909633,1136.6266,PowerLaw,0.017789264,0.982210736,0.771309397,0.228690603,0.599210571,0.400789429,0.413076969,0.586923031,1,0.021,0.244,0.902
3FGL J1701.1-4930,-28.51224383,-26.66808079,2.4388955,0.922810512,3.887210014,0.122686785,-0.878804781,-0.779701042,-0.223040411,-4.5507817,1599.2661,PowerLaw,0.931637005,0.068362995,0.934763572,0.065236428,0.959858215,0.040141785,0.620065104,0.379934896,0,0,0,0.036
3FGL J1701.3-5216,-28.49266021,-26.96417541,2.478354,-0.702424482,3.775397849,-0.531675516,-0.796485248,-0.862263087,-0.248996285,-6.2587767,1313.2166,PowerLaw,0.998627306,0.001372694,0.991345556,0.008654444,0.999469472,5.31E-04,0.858631801,0.141368199,0,0,0,0
3FGL J1701.4-4654,-27.3573056,-25.94765758,2.6362474,1.112196175,3.887967826,-0.491643252,-0.835814798,-0.707279897,-0.896386163,-2.9957976,1293.0552,PowerLaw,0.024615721,0.975384279,0.564712227,0.435287773,0.584597456,0.415402544,0.330322745,0.669677255,1,0.329,0.17,0.998
3FGL J1702.0-5414,-27.49572889,-27.0319419,2.5783155,0.911629204,3.845551951,-0.429551754,-0.805978756,-0.855149571,-0.71311278,-7.533535,859.6861,PowerLaw,0.987691586,0.012308414,0.814870219,0.185129781,0.823134672,0.176865328,0.747044707,0.252955293,0,0,0,0
3FGL J1702.1-2524,-32.94607028,-27.37165264,1.7593415,-3.3068574,3.216080401,-0.989233603,0.637924881,-0.699354811,0.18789162,9.984092,9226.917,PowerLaw,0.999531907,4.68E-04,0.996310762,0.003689238,0.99999934,6.60E-07,0.973598331,0.026401669,0,0,0,0
3FGL J1702.1-4623,-28.47338318,-26.00244433,2.5108716,0.270483522,4.086846354,-0.835983355,-0.736439172,-0.790006512,-0.804725041,-2.7718854,1878.5447,PowerLaw,0.530457735,0.469542265,0.945038179,0.054961821,0.953669447,0.046330553,0.670541155,0.329458845,0,0,0,0.003
3FGL J1703.6-2850,-29.97725417,-27.19494081,2.2268481,0.327076593,3.291326636,-0.771035355,-0.492889254,-0.459498819,-0.75602526,7.649657,2325.2954,PowerLaw,0.999172586,8.27E-04,0.933308863,0.066691137,0.910700655,0.089299345,0.971291295,0.028708705,0,0,0,0
3FGL J1703.9-4843,-27.23041138,-26.65043777,2.4845402,1.282116812,3.723340541,-0.716886904,-0.546910969,-0.853200841,-0.998143619,-4.435669,1085.2811,PowerLaw,0.020161577,0.979838423,0.183292939,0.816707061,0.23198975,0.76801025,0.157098734,0.842901266,1,0.992,1,1
3FGL J1704.1+1234,-26.62597704,-27.48637573,2.583273,-0.739782498,3.850183239,-0.743684163,-0.77754767,-0.600326969,-0.563107229,29.42443,652.452,PowerLaw,0.999878506,1.21E-04,0.995415419,0.004584581,0.999695232,3.05E-04,0.990518736,0.009481264,0,0,0,0
3FGL J1704.4-0528,-29.07290819,-27.19409423,2.1847432,-1.01747913,3.729629526,-0.091556747,-0.82314371,-0.21399128,-0.686709266,20.797222,1984.9154,PowerLaw,0.999643023,3.57E-04,0.99553728,0.00446272,0.999821779,1.78E-04,0.982444357,0.017555643,0,0,0,0
3FGL J1705.5+0948,-25.57134908,-27.4635623,2.8066092,0.566481196,3.827209285,-0.649886875,-0.866524887,-0.807639776,-0.99984067,27.951149,394.3533,PowerLaw,0.99851426,0.00148574,0.957069242,0.042930758,0.90704029,0.09295971,0.930857572,0.069142428,0,0,0,0
3FGL J1705.5-4128c,-25.01462337,-25.0244002,2.7672002,0.990549607,3.81052719,-0.732776832,-0.814439769,-0.526573115,-0.744960518,-0.28103146,533.48047,PowerLaw,0.509319547,0.490680453,0.819174796,0.180825204,0.811944973,0.188055027,0.604884116,0.395115884,0.339,0,0.05,0.052
3FGL J1707.8+5626,-26.71017159,-28.03386711,2.755204,0.253976881,3.336599979,-0.933437439,-0.320175338,-0.667120632,-0.821636296,36.50531,465.82916,PowerLaw,0.98730569,0.01269431,0.970820008,0.029179992,0.964689871,0.035310129,0.830354098,0.169645902,0,0,0,0
3FGL J1709.4-0917,-26.85553018,-27.13611575,2.4647532,1.163883479,3.787185369,-0.521545981,-0.652855301,-0.988449654,0.441940111,17.724789,733.3626,PowerLaw,0.988303122,0.011696878,0.988715613,0.011284387,0.981966398,0.018033602,0.780389423,0.219610577,0,0,0,0
3FGL J1709.5-0335,-26.41572367,-27.16694728,2.5949144,-0.397038561,3.89400322,-0.726029896,-0.784952341,-0.520437963,-0.999743377,20.697418,607.9987,PowerLaw,0.998205462,0.001794538,0.993414895,0.006585105,0.996842545,0.003157455,0.953490188,0.046509812,0,0,0,0
3FGL J1709.9+4624,-27.90864844,-27.941256,2.514125,-1.07784733,3.745517316,-0.653838178,-0.806023135,-0.44199188,-0.751984389,36.38488,743.33954,PowerLaw,0.999863551,1.36E-04,0.99556218,0.00443782,0.999835072,1.65E-04,0.98812934,0.01187066,0,0,0,0
3FGL J1710.6-4317,-27.42458459,-26.2014179,2.526681,-0.724069423,3.926566613,0.995884805,-0.838804118,-0.659136596,-0.736896136,-2.1112711,1212.9331,PowerLaw,0.66911363,0.33088637,0.985121032,0.014878968,0.999002948,9.97E-04,0.791207086,0.208792914,0,0,0,0
3FGL J1714.6-3327,-28.81464628,-26.45949777,2.3572257,0.751507217,3.981627237,0.999415928,-0.801318233,-0.238827799,-0.92114094,3.0397296,2048.4678,PowerLaw,0.915796661,0.084203339,0.901989349,0.098010651,0.962778084,0.037221916,0.739276597,0.260723403,0,0,0,0
3FGL J1715.4-4028,-30.14756267,-26.44455929,2.1041749,0.312967656,4.092017941,-0.995312444,0.653108049,-0.061546474,-0.552802224,-1.1736468,4040.0144,PowerLaw,0.998381191,0.001618809,0.970820571,0.029179429,0.997802891,0.002197109,0.974323906,0.025676094,0,0,0,0
3FGL J1717.6-4404,-25.82357368,-26.43258253,2.639381,0.544294732,3.950833481,-0.675825481,-0.763265836,-0.866519937,-0.612609806,-3.5997066,688.0791,PowerLaw,0.986740348,0.013259652,0.93140359,0.06859641,0.957273685,0.042726315,0.668973385,0.331026615,0,0,0,0.006
3FGL J1719.2-2433,-25.57481807,-26.92116624,2.6649535,-0.815366567,3.681662399,-0.802548651,-0.857047527,-0.305289043,-0.795560575,7.3175187,499.76923,PowerLaw,0.996824712,0.003175288,0.99399925,0.00600075,0.999614023,3.86E-04,0.949212369,0.050787631,0,0,0,0
3FGL J1720.3-0428,-31.36770535,-27.07497334,2.0862575,-2.651614623,3.984980004,-0.670068514,-0.870171359,-0.467303336,-0.243671341,17.923359,4570.244,PowerLaw,0.999561728,4.38E-04,0.996139074,0.003860926,0.999999195,8.05E-07,0.989727407,0.010272593,0,0,0,0
3FGL J1720.7+0711,-27.71999868,-27.30228184,2.3511152,0.472285212,3.785915417,-0.624637243,-0.606376154,-0.698002619,-0.746514358,23.413631,1123.7131,PowerLaw,0.997900236,0.002099764,0.978816508,0.021183492,0.944358899,0.055641101,0.839853096,0.160146904,0,0,0,0
3FGL J1721.4-5253,-27.07269273,-27.0595832,2.5845332,-0.240842075,3.643669461,-0.868261458,-0.474904599,-0.810957682,-0.809848067,-9.101819,813.62524,PowerLaw,0.940167917,0.059832083,0.981766745,0.018233255,0.988158143,0.011841857,0.761165923,0.238834077,0,0,0,0
3FGL J1721.8-3919,-28.15272946,-26.26060551,2.418196,-1.913877613,3.781764195,-0.927882391,-0.286376199,-0.558985791,-0.918256003,-1.5280867,1634.58,PowerLaw,0.041059749,0.958940251,0.993538428,0.006461572,0.999859693,1.40E-04,0.652464336,0.347535664,1,0,0,0.009
3FGL J1722.7-0415,-28.41415327,-26.89910587,2.2949152,1.307441395,3.527200172,0.999484856,-0.52948319,-0.763442878,-0.999952253,17.516644,1589.2805,PowerLaw,0.178445716,0.821554284,0.337556211,0.662443789,0.231192355,0.768807645,0.140829195,0.859170805,1,0.924,1,1
3FGL J1723.6-3646,-29.42108161,-25.63404285,2.3498077,0.688860405,3.719699209,0.029834341,-0.755378853,-0.630241002,-0.431866016,-0.37606516,2999.1875,PowerLaw,0.546636075,0.453363925,0.91839643,0.08160357,0.917397324,0.082602676,0.639042988,0.360957012,0,0,0,0.019
3FGL J1725.0-0513,-31.02228167,-27.10096927,2.0184417,-1.255547331,3.607110512,-0.183714571,-0.78732898,-0.503476493,-0.23511022,16.551367,4275.013,PowerLaw,0.999145804,8.54E-04,0.995692508,0.004307492,0.999893646,1.06E-04,0.993633924,0.006366076,0,0,0,0
3FGL J1725.7-3555c,-29.23050969,-25.31138748,2.4691935,0.459236812,3.924001081,-0.897428032,-0.603596077,-0.4927531,-0.858359334,-0.24421595,3096.1846,PowerLaw,1.99E-05,0.999980096,0.916684721,0.083315279,0.90814212,0.09185788,0.71950164,0.28049836,1,0,0.002,0
3FGL J1726.6-3530c,-27.47649419,-25.54591179,2.4324825,1.173079853,4.099470817,0.902527118,-0.712933713,-0.697550143,-0.837714015,-0.17308974,1918.955,PowerLaw,0.012341747,0.987658253,0.714761251,0.285238749,0.711001221,0.288998779,0.239573659,0.760426341,1,0.042,0.092,1
3FGL J1727.4+0634,-26.56532569,-27.22929813,2.6870856,0.974484543,3.792483102,-0.750277091,-0.733475582,-0.839521852,-0.999176971,21.646387,595.9897,PowerLaw,0.94030526,0.05969474,0.809743893,0.190256107,0.609622367,0.390377633,0.758718887,0.241281113,0,0,0.023,0
3FGL J1727.6-0654,-27.08764947,-27.00001906,2.4591317,0.587700828,3.910497723,-0.570707555,-0.75011592,-0.639592858,-0.999983556,15.12709,839.2849,PowerLaw,0.993971769,0.006028231,0.957350985,0.042649015,0.893564504,0.106435496,0.822214332,0.177785668,0,0,0,0
3FGL J1728.0-6446,-25.44735256,-27.64329382,2.9134417,0.024981059,3.918601718,-0.81634576,-0.725624583,-0.929701154,-0.999680554,-16.110563,327.70163,PowerLaw,0.998914746,0.001085254,0.98092416,0.01907584,0.98550107,0.01449893,0.944677326,0.055322674,0,0,0,0
3FGL J1729.0+6049,-29.24358576,-27.63558311,2.5222747,-0.853189814,3.477701436,-0.761725163,-0.537098087,-0.88331104,-0.561131378,33.41819,1271.819,PowerLaw,0.999879751,1.20E-04,0.995136463,0.004863537,0.998278617,0.001721383,0.940933507,0.059066493,0,0,0,0
3FGL J1731.9+5428,-25.21223735,-27.8478186,2.901923,0.45026714,3.671585726,-0.745915657,-0.85938031,-0.867706433,-0.999871979,33.155773,325.1379,PowerLaw,0.996689476,0.003310524,0.95290959,0.04709041,0.916315664,0.083684336,0.937245205,0.062754795,0,0,0,0
3FGL J1732.4-2709,-28.58920501,-26.34338644,2.372964,-1.932577505,3.946820296,0.223868461,-0.830688969,-0.468480652,-0.736902677,3.4026363,1981.4717,PowerLaw,0.994501583,0.005498417,0.99523569,0.00476431,0.999973512,2.65E-05,0.88246442,0.11753558,0,0,0,0
3FGL J1732.7+5914,-31.8781068,-28.04562478,2.0138314,0.048181598,3.505450725,0.986190549,-0.664035423,-0.640135961,-0.166536506,33.030888,3869.9385,PowerLaw,0.999311224,6.89E-04,0.994180842,0.005819158,0.995984486,0.004015514,0.986113867,0.013886133,0,0,0,0
3FGL J1733.5-2811,-28.7193761,-26.18259915,2.4457583,-0.650467265,3.798162467,-0.129233829,-0.844367479,-0.683704763,-0.593944213,2.6422966,2002.3154,PowerLaw,0.514041743,0.485958257,0.989427837,0.010572163,0.998178807,0.001821193,0.755446155,0.244553845,0,0,0,0
3FGL J1733.5-3941,-29.40005394,-26.78582732,2.230005,0.472849638,3.959624158,-0.576502852,-0.828410769,-0.382989346,-0.463401831,-3.610446,2459.8708,PowerLaw,0.999259879,7.40E-04,0.958942184,0.041057816,0.990216577,0.009783423,0.979064626,0.020935374,0,0,0,0
3FGL J1733.8-6056,-26.37012344,-27.57108285,2.5818665,-2.41838053,4.036623372,-0.728342257,-0.693000303,-0.877578536,-0.086259084,-14.771928,580.62054,PowerLaw,0.99967851,3.21E-04,0.996096683,0.003903317,0.99999938,6.20E-07,0.976553353,0.023446647,0,0,0,0
3FGL J1739.9-3124c,-28.56768013,-25.94564908,2.289428,1.343811483,3.87572215,-0.44337263,-0.68206947,-0.730975961,-0.777302839,-0.2582347,2370.0752,PowerLaw,0.015067935,0.984932065,0.373143058,0.626856942,0.343808896,0.656191104,0.218774453,0.781225547,1,0.775,0.969,1
3FGL J1740.8-1933,-30.07236859,-26.85338298,2.2122772,-1.824511737,3.901026161,-0.511876806,-0.726105248,-0.54565693,-0.480340788,5.8265815,2821.3958,PowerLaw,0.999436333,5.64E-04,0.995578321,0.004421679,0.99997755,2.24E-05,0.988021653,0.011978347,0,0,0,0
3FGL J1740.8-6755,-27.56046284,-27.73188328,2.539018,-2.253648844,3.922171376,-0.720261436,-0.774394485,-0.534931113,-0.692561784,-18.73523,721.52386,PowerLaw,0.999926314,7.37E-05,0.995754762,0.004245238,0.999996622,3.38E-06,0.989842288,0.010157712,0,0,0,0
3FGL J1741.4+0938,-25.981098,-27.19530127,2.7462013,0.929000026,3.843859276,-0.497592476,-0.863818954,-0.763725283,-0.998231287,19.890583,489.81577,PowerLaw,0.980067234,0.019932766,0.877068361,0.122931639,0.758442483,0.241557517,0.779787022,0.220212978,0,0,0,0
