Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT,Category_3FGL,CLASS_3FGL,Pivot_Energy,Spectrum_Type,ASSOC1,GLON,Category_Prob_O,Source_Name,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Flags,Category_Prob
3FGL J1107.8+1502,-29.5641478,-27.6714661,1.9905468,0.273900618,3.89208745,-0.532538026,-0.510540574,-0.305134885,-0.656062836,63.06548,AGN,bll,2091.0593,PowerLaw,RX J1107.7+1502,234.306412,AGN,3FGL J1107.8+1502,0.999327723,0.000752233947,0.000672277274,0.000752233947,0.94483455,0.0354322934,0.05516545,0.0354322934,0.995957067,0.00694552703,0.00404293339,0.00694552703,0.932285811,0.0304935846,0.0677141889,0.0304935846,0.999833708,0.000198598972,0.000166291989,0.000198598972,0.987346074,0.00713103427,0.0126539258,0.00713103427,0.997787202,0.00299251014,0.00221279752,0.00299251014,0.988533869,0.00392018641,0.011466131,0.00392018641,0,AGN
3FGL J1109.4+2411,-31.2347398,-27.8342124,1.8868785,-0.862830063,3.70121325,0.242557206,-0.704600279,-0.497127515,-0.032576099,66.87492,AGN,bll,3412.1594,PowerLaw,1ES 1106+244,214.483063,AGN,3FGL J1109.4+2411,0.999874504,0.000104120333,0.000125496045,0.000104120333,0.990986573,0.00811482871,0.00901342663,0.00811482871,0.996568159,0.00416720835,0.00343184116,0.00416720835,0.998957055,0.00112982372,0.00104294522,0.00112982372,0.999888285,8.72990758e-05,0.000111715448,8.72990758e-05,0.992491006,0.00666406281,0.00750899417,0.00666406281,0.997017305,0.00266205267,0.00298269535,0.00266205267,0.999860658,0.000110159707,0.000139342171,0.000110159707,0,AGN
3FGL J1109.4-4815,-27.3816575,-27.4803408,2.494549,0.699558285,3.79653148,-0.725694858,-0.704768051,-0.793840218,-0.720469378,11.223971,AGN,bcu,803.4223,PowerLaw,PMN J1109-4815,285.946716,MIXED,3FGL J1109.4-4815,0.990343733,0.00888899079,0.00965626709,0.00888899079,0.666979691,0.119839853,0.333020309,0.119839853,0.89088001,0.0532929022,0.10911999,0.0532929022,0.395726715,0.0829404973,0.604273285,0.0829404973,0.998953889,0.00119067651,0.00104611089,0.00119067651,0.938512089,0.022815456,0.0614879112,0.022815456,0.983347074,0.00839681151,0.0166529259,0.00839681151,0.905672449,0.0194633358,0.0943275513,0.0194633358,0,MIXED
3FGL J1109.6+3734,-33.3451642,-27.9291475,1.6594394,0.399018171,3.34953314,0.563813549,0.999121004,-0.223098667,-0.224372868,66.20696,AGN,bll,8133.7954,PowerLaw,NVSS J110938+373609,180.490845,AGN,3FGL J1109.6+3734,0.998875623,0.00148679074,0.0011243771,0.00148679074,0.97335046,0.0217147268,0.0266495402,0.0217147268,0.991090762,0.0111096128,0.00890923773,0.0111096128,0.964087974,0.031632133,0.0359120263,0.031632133,0.999576656,0.000676500389,0.000423343885,0.000676500389,0.984199955,0.010828144,0.0158000453,0.010828144,0.983290006,0.0161268873,0.0167099943,0.0161268873,0.99202701,0.00462348255,0.00797299035,0.00462348255,0,AGN
3FGL J1110.0+7134,-30.8385922,-28.0817572,2.0307293,0.584967751,3.81414959,-0.600234267,-0.648422041,-0.266783279,-0.626741668,43.379086,AGN,bll,2887.0454,PowerLaw,RX J1110.5+7133,133.665329,AGN,3FGL J1110.0+7134,0.999412417,0.000641511899,0.00058758272,0.000641511899,0.895708202,0.0577961423,0.104291798,0.0577961423,0.993326843,0.00977554273,0.00667315692,0.00977554273,0.831809928,0.0753942764,0.168190072,0.0753942764,0.999828895,0.000199564149,0.000171104748,0.000199564149,0.980365013,0.0109775244,0.0196349867,0.0109775244,0.995969091,0.00562964012,0.00403090909,0.00562964012,0.973665095,0.0120174157,0.0263349046,0.0120174157,0,AGN
3FGL J1110.4-1835,-28.8157759,-27.4605981,2.020141,0.673953913,4.02487324,0.030146186,-0.608698514,-0.478920976,-0.48384141,38.13892,AGN,bll,1741.1316,PowerLaw,CRATES J1110-1835,272.013275,AGN,3FGL J1110.4-1835,0.999443224,0.000511133968,0.000556775571,0.000511133968,0.957474093,0.0280572178,0.0425259071,0.0280572178,0.98874944,0.0120980332,0.0112505604,0.0120980332,0.907125747,0.0341972314,0.0928742531,0.0341972314,0.99977293,0.000193190028,0.000227069533,0.000193190028,0.984311655,0.00731431545,0.0156883448,0.00731431545,0.995982849,0.00398725903,0.0040171512,0.00398725903,0.980968355,0.00453443049,0.019031645,0.00453443049,0,AGN
3FGL J1112.6+1749,-34.2431828,-27.8242138,1.4669276,0.585250841,3.4940626,-0.909079194,-0.502551052,-0.229500471,-0.076485355,65.40655,AGN,bll,13985.763,PowerLaw,1RXS J111224.2+175131,229.97934,AGN,3FGL J1112.6+1749,0.998970505,0.000840708865,0.00102949489,0.000840708865,0.933191486,0.0506165265,0.0668085141,0.0506165265,0.996034893,0.00592884543,0.00396510745,0.00592884543,0.788184897,0.111612132,0.211815103,0.111612132,0.999745579,0.000201971361,0.000254420893,0.000201971361,0.980432161,0.014547317,0.0195678392,0.014547317,0.991317399,0.0119112587,0.00868260081,0.0119112587,0.962354241,0.0221337598,0.0376457591,0.0221337598,0,AGN
3FGL J1117.0+2014,-28.5846642,-27.11164,1.866652,-2.3016195,4.5599955,-0.384973137,-0.455866202,-0.43098236,-0.415920094,67.37014,AGN,bll,2095.6445,PowerLaw,RBS 0958,225.588928,AGN,3FGL J1117.0+2014,0.999929793,5.8783476e-05,7.02065725e-05,5.8783476e-05,0.996496638,0.00517579832,0.00350336182,0.00517579832,0.994926017,0.00697965757,0.00507398268,0.00697965757,0.999991742,2.51350988e-05,8.25768587e-06,2.51350988e-05,0.999952643,3.65710582e-05,4.73572022e-05,3.65710582e-05,0.993044486,0.00631373356,0.00695551354,0.00631373356,0.996338429,0.00456575466,0.00366157117,0.00456575466,0.999997123,8.37737199e-06,2.87725432e-06,8.37737199e-06,0,AGN
3FGL J1117.3+2546,-30.1874834,-28.0418392,2.1468997,-0.641307196,3.67042252,-0.78595998,-0.149164346,-0.661213437,-0.824346429,68.92181,AGN,bll,1865.2909,PowerLaw,RX J1117.6+2548,211.238159,AGN,3FGL J1117.3+2546,0.967025092,0.0303759669,0.0329749077,0.0303759669,0.927563466,0.052397451,0.0724365344,0.052397451,0.863497971,0.0568047475,0.136502029,0.0568047475,0.921537071,0.0592107054,0.0784629289,0.0592107054,0.980636778,0.0207307847,0.0193632219,0.0207307847,0.990929455,0.00640138182,0.00907054481,0.00640138182,0.93549272,0.0297633446,0.0645072796,0.0297633446,0.996012943,0.00242620753,0.00398705725,0.00242620753,0,AGN
3FGL J1117.7-4632,-27.38426,-27.4570216,2.4302998,1.34274527,4.18878612,-0.27645279,-0.849949562,-0.766348916,-0.356394823,13.342769,AGN,fsrq,851.79834,PowerLaw,PKS 1116-46,286.620667,AGN,3FGL J1117.7-4632,0.980946038,0.0382188254,0.0190539624,0.0382188254,0.841245716,0.104437257,0.158754284,0.104437257,0.89524328,0.0446468512,0.10475672,0.0446468512,0.611037265,0.14946991,0.388962735,0.14946991,0.992380541,0.0104220254,0.00761945858,0.0104220254,0.91960253,0.0357107864,0.0803974701,0.0357107864,0.957416184,0.0224022875,0.0425838162,0.0224022875,0.921393856,0.0320284229,0.0786061437,0.0320284229,0,AGN
3FGL J1117.9+5355,-29.5140865,-27.7079941,1.9303896,0.760949604,3.96815146,-0.604121299,-0.433216627,-0.445112229,-0.443637428,58.17045,AGN,bll,2152.8586,PowerLaw,NVSS J111757+535553,149.209274,AGN,3FGL J1117.9+5355,0.999663329,0.000261179948,0.000336671136,0.000261179948,0.929265635,0.0415670437,0.0707343652,0.0415670437,0.995709673,0.0067472476,0.00429032734,0.0067472476,0.829937892,0.0539457192,0.170062108,0.0539457192,0.999846868,0.000104104137,0.000153131897,0.000104104137,0.979951197,0.0101540064,0.0200488029,0.0101540064,0.997432282,0.00325001801,0.00256771804,0.00325001801,0.96892384,0.00888882372,0.0310761595,0.00888882372,0,AGN
3FGL J1118.2-0411,-26.0900407,-27.5351087,2.5653841,1.14824854,5.89958185,-0.599770999,-0.799636128,-0.761654298,-0.999074942,51.434895,AGN,agn,571.84216,PowerLaw,PMN J1118-0413,263.699463,AGN,3FGL J1118.2-0411,0.999887249,9.57461911e-05,0.000112751335,9.57461911e-05,0.981572782,0.014572127,0.0184272176,0.014572127,0.974244659,0.0205963182,0.0257553405,0.0205963182,0.960847833,0.0257707368,0.0391521666,0.0257707368,0.999778,0.000178754001,0.00022200039,0.000178754001,0.986287368,0.00827382605,0.0137126322,0.00827382605,0.981200567,0.00922700674,0.0187994333,0.00922700674,0.994612984,0.0026493456,0.00538701607,0.0026493456,0,AGN
3FGL J1119.7-3046,-33.7060198,-27.7639892,1.5393492,-0.35944598,3.56464709,0.3330983,-0.756325418,0.782517628,-0.24611055,28.094887,AGN,bll,10678.634,PowerLaw,1RXS J111941.0-304652,280.6409,AGN,3FGL J1119.7-3046,0.999691675,0.000333921877,0.000308324768,0.000333921877,0.994905161,0.00687600363,0.00509483871,0.00687600363,0.998116651,0.00271763055,0.00188334898,0.00271763055,0.999856876,0.000181675566,0.00014312366,0.000181675566,0.999836811,0.000141368064,0.000163189356,0.000141368064,0.990548686,0.00885350878,0.0094513139,0.00885350878,0.996925026,0.00314237759,0.00307497449,0.00314237759,0.999868763,0.000135508195,0.000131236837,0.000135508195,0,AGN
3FGL J1120.8+4212,-30.2652724,-27.0292964,1.6163507,0.344501062,3.62474317,-0.574151033,-0.327433708,-0.240351415,-0.181876047,66.16794,AGN,bll,4312.035,PowerLaw,RBS 0970,167.841232,AGN,3FGL J1120.8+4212,0.997084554,0.00303559079,0.00291544633,0.00303559079,0.966677493,0.0227493939,0.0333225069,0.0227493939,0.990354899,0.0121037453,0.00964510114,0.0121037453,0.956445195,0.0238538965,0.0435548054,0.0238538965,0.999276425,0.000747734081,0.000723574964,0.000747734081,0.988905569,0.00857721322,0.0110944314,0.00857721322,0.989470091,0.0122355133,0.010529909,0.0122355133,0.987679719,0.00844843199,0.0123202815,0.00844843199,0,AGN
3FGL J1121.4-0554,-25.8594147,-27.3059005,2.366495,1.10700907,6.70007874,-0.521652554,-0.705207821,-0.617266498,-0.887266071,50.44778,AGN,fsrq,756.8279,PowerLaw,PKS 1118-05,266.235016,AGN,3FGL J1121.4-0554,0.99913246,0.000992370534,0.000867539501,0.000992370534,0.992130746,0.00928059761,0.00786925374,0.00928059761,0.96010143,0.0260224426,0.0398985703,0.0260224426,0.998357609,0.00156888013,0.00164239056,0.00156888013,0.999069582,0.00109787459,0.000930418268,0.00109787459,0.99088531,0.00992420397,0.00911468952,0.00992420397,0.97330263,0.0154136876,0.0266973704,0.0154136876,0.99954357,0.000317577709,0.0004564299,0.000317577709,0,AGN
3FGL J1123.6+7231,-34.4138775,-28.1646309,1.5933715,1.08584608,3.19079831,-0.879827096,-0.566481115,-0.542727844,0.134243695,43.06326,AGN,bll,13135.217,PowerLaw,RX J1123.8+7230,131.773453,MIXED,3FGL J1123.6+7231,0.932867627,0.101045628,0.0671323733,0.101045628,0.747984238,0.163810398,0.252015762,0.163810398,0.911857025,0.0504488115,0.0881429753,0.0504488115,0.250445129,0.194004418,0.749554871,0.194004418,0.947780277,0.10629474,0.0522197229,0.10629474,0.924744302,0.0677979403,0.0752556981,0.0677979403,0.932439768,0.0351997908,0.0675602321,0.0351997908,0.722054967,0.160166342,0.277945033,0.160166342,0,MIXED
3FGL J1124.1+2337,-27.0983026,-27.8570989,2.4591012,-1.38915673,4.08560825,-0.661138531,-0.752140608,-0.494045191,-0.833859941,70.002266,AGN,fsrq,695.34985,PowerLaw,OM 235,218.151764,AGN,3FGL J1124.1+2337,0.999807419,0.000247306204,0.00019258101,0.000247306204,0.980663832,0.0183640504,0.0193361679,0.0183640504,0.987636667,0.0115573632,0.0123633329,0.0115573632,0.999110781,0.00167663346,0.000889219198,0.00167663346,0.999709996,0.000294129135,0.000290004229,0.000294129135,0.992592987,0.00581277735,0.00740701335,0.00581277735,0.990124251,0.0064220016,0.00987574926,0.0064220016,0.99989149,0.000192524213,0.00010850966,0.000192524213,0,AGN
3FGL J1124.9+4932,-31.7188969,-27.9277815,1.8031048,-0.33094858,4.10964852,-0.839328035,-0.445990062,-0.306344773,-0.149158276,62.110096,AGN,bll,4276.223,PowerLaw,GB6 J1124+4933,153.655594,AGN,3FGL J1124.9+4932,0.999893593,8.32902945e-05,0.000106407123,8.32902945e-05,0.987221326,0.0110631423,0.0127786738,0.0110631423,0.995584571,0.00827465322,0.00441542879,0.00827465322,0.998154242,0.00129818078,0.001845758,0.00129818078,0.999903408,6.57126188e-05,9.65918478e-05,6.57126188e-05,0.992399925,0.00874512967,0.00760007529,0.00874512967,0.997489654,0.00448119155,0.00251034567,0.00448119155,0.999679633,0.000181328036,0.000320367432,0.000181328036,0,AGN
3FGL J1125.0-2101,-31.4047687,-27.5780861,1.7843589,-0.018299163,3.74603642,-0.980584906,0.788581293,-0.569434617,-0.172027525,37.503704,AGN,bcu,4517.971,PowerLaw,PMN J1125-2100,277.259247,AGN,3FGL J1125.0-2101,0.999187609,0.000830579275,0.000812391482,0.000830579275,0.981984049,0.0160555143,0.0180159508,0.0160555143,0.996564328,0.00582449946,0.00343567197,0.00582449946,0.976918532,0.0198619955,0.0230814683,0.0198619955,0.999758535,0.000298969192,0.000241465385,0.000298969192,0.990872445,0.00618225578,0.00912755457,0.00618225578,0.996299737,0.00516603791,0.00370026335,0.00516603791,0.997123753,0.002087568,0.0028762468,0.002087568,0,AGN
3FGL J1125.5-3558,-29.9878595,-27.3526763,1.8834124,0.309184798,4.35156833,-0.145713025,-0.417462808,-0.418483574,-0.396170962,23.73108,AGN,bll,3089.893,PowerLaw,PMN J1125-3556,284.045685,AGN,3FGL J1125.5-3558,0.999826038,0.000144711913,0.000173961924,0.000144711913,0.99005343,0.00840130105,0.00994657043,0.00840130105,0.998241718,0.00379432744,0.00175828197,0.00379432744,0.989758033,0.00484820107,0.0102419669,0.00484820107,0.999902024,8.50903505e-05,9.7975881e-05,8.50903505e-05,0.989389278,0.0101836808,0.010610722,0.0101836808,0.99775527,0.00338689393,0.00224472955,0.00338689393,0.997674174,0.000819869975,0.00232582592,0.000819869975,0,AGN
3FGL J1125.8-0745,-31.2170362,-27.8057141,1.9536538,0.018347353,3.75953836,-0.739948356,0.288530016,-0.642674175,-0.401024115,49.43086,AGN,bll,3276.2466,PowerLaw,1RXS J112551.6-074219,269.180908,AGN,3FGL J1125.8-0745,0.998697404,0.00121584341,0.00130259553,0.00121584341,0.9588823,0.0368308429,0.0411176998,0.0368308429,0.987795304,0.0114102373,0.012204696,0.0114102373,0.933850472,0.0403321194,0.0661495285,0.0403321194,0.999560454,0.000478461171,0.000439546361,0.000478461171,0.989880702,0.00673520418,0.010119298,0.00673520418,0.993688963,0.00510035233,0.00631103675,0.00510035233,0.993661663,0.00298471588,0.00633833711,0.00298471588,1,AGN
3FGL J1125.9+2007,-28.9547306,-27.9686667,2.3122506,0.474328825,3.94632137,-0.006214492,-0.719364908,-0.431284716,-0.99997654,69.23506,AGN,fsrq,1141.2059,PowerLaw,4C +20.25,228.031296,AGN,3FGL J1125.9+2007,0.996286751,0.0115699331,0.00371324872,0.0115699331,0.853393333,0.0710988445,0.146606667,0.0710988445,0.906811885,0.0459191061,0.0931881147,0.0459191061,0.73409757,0.107045126,0.26590243,0.107045126,0.999097153,0.00101469604,0.000902847007,0.00101469604,0.975131026,0.00882711084,0.0248689738,0.00882711084,0.942363808,0.0274632995,0.0576361917,0.0274632995,0.962260736,0.0143191902,0.0377392638,0.0143191902,0,AGN
3FGL J1126.7-3834,-28.8777473,-27.7106783,2.2598445,0.445024226,3.87353786,-0.04754234,-0.624622128,-0.801054182,-0.241584987,21.380203,AGN,bcu,1336.0363,PowerLaw,PKS 1124-382,285.281097,AGN,3FGL J1126.7-3834,0.985700133,0.017392876,0.0142998668,0.017392876,0.967952763,0.0247700238,0.032047237,0.0247700238,0.892151971,0.0634314079,0.107848029,0.0634314079,0.909815845,0.0526132672,0.0901841549,0.0526132672,0.998367833,0.00268305724,0.0016321669,0.00268305724,0.985806657,0.0118933038,0.0141933428,0.0118933038,0.979921624,0.0121450636,0.0200783758,0.0121450636,0.990102235,0.00419304523,0.00989776461,0.00419304523,0,AGN
3FGL J1127.8+3618,-27.3233028,-27.6335716,2.3492336,0.661650786,5.28332377,-0.405942558,-0.724037947,-0.675366554,-0.600093788,70.05416,AGN,fsrq,947.9907,PowerLaw,MG2 J112758+3620,180.349365,AGN,3FGL J1127.8+3618,0.999949065,6.5102932e-05,5.09354784e-05,6.5102932e-05,0.985272614,0.0133278005,0.0147273863,0.0133278005,0.976570948,0.0175947756,0.0234290518,0.0175947756,0.9905352,0.00645239005,0.00946479998,0.00645239005,0.999963312,3.76229688e-05,3.66875138e-05,3.76229688e-05,0.990572484,0.00675658518,0.0094275163,0.00675658518,0.993708478,0.00491652385,0.00629152205,0.00491652385,0.998482453,0.000666216178,0.00151754725,0.000666216178,0,AGN
3FGL J1128.0+5921,-27.3913029,-27.9798947,2.7186213,-0.797670269,3.72934831,-0.714406535,-0.717284032,-0.889901366,-0.999946735,54.711533,AGN,fsrq,583.26434,PowerLaw,TXS 1125+596,141.243332,AGN,3FGL J1128.0+5921,0.998253991,0.00210394509,0.0017460094,0.00210394509,0.921343481,0.0602312818,0.078656519,0.0602312818,0.942984668,0.0299292271,0.0570153321,0.0299292271,0.913934964,0.0713518486,0.0860650358,0.0713518486,0.998726401,0.00143754335,0.00127359852,0.00143754335,0.991408229,0.00621369653,0.00859177083,0.00621369653,0.953804739,0.0202214688,0.046195261,0.0202214688,0.996759623,0.00263922902,0.00324037689,0.00263922902,0,AGN
3FGL J1129.0+3705,-30.3974256,-27.7552639,2.082203,0.345803493,4.52365412,-0.699061275,-0.607503852,-0.439977031,-0.681253634,69.979675,AGN,bll,2700.6755,PowerLaw,MG2 J112910+3702,177.94545,AGN,3FGL J1129.0+3705,0.999974534,2.73705776e-05,2.54658342e-05,2.73705776e-05,0.97174692,0.0213205423,0.0282530803,0.0213205423,0.998694749,0.0027801318,0.00130525059,0.0027801318,0.963327033,0.0211256436,0.0366729666,0.0211256436,0.999986813,1.39248787e-05,1.31871046e-05,1.39248787e-05,0.989104909,0.00985921188,0.0108950908,0.00985921188,0.99902348,0.00152456402,0.000976519677,0.00152456402,0.995072982,0.0021731503,0.00492701832,0.0021731503,0,AGN
3FGL J1129.4-4215,-27.3966003,-27.7472199,2.483256,0.478443104,4.03033575,-0.81993217,-0.347772917,-0.693309249,-0.999990887,18.075909,AGN,bcu,695.92957,PowerLaw,SUMSS J113006-421441,287.110077,AGN,3FGL J1129.4-4215,0.907444464,0.108430966,0.0925555362,0.108430966,0.780437502,0.0998480078,0.219562498,0.0998480078,0.697839286,0.0959355788,0.302160714,0.0959355788,0.617001382,0.0899190941,0.382998618,0.0899190941,0.97149847,0.0402945168,0.0285015299,0.0402945168,0.966517389,0.0147712019,0.0334826112,0.0147712019,0.819603526,0.0614390319,0.180396474,0.0614390319,0.956243734,0.0125049137,0.0437562658,0.0125049137,1,AGN
3FGL J1129.9-1446,-24.114549,-27.5847042,2.7866495,0.77781686,5.73962656,-0.755633719,-0.752115306,-0.88546894,-0.999972743,43.671436,AGN,fsrq,335.08566,PowerLaw,PKS 1127-14,275.214539,AGN,3FGL J1129.9-1446,0.999982216,2.05629271e-05,1.77840332e-05,2.05629271e-05,0.983420745,0.0146912568,0.0165792554,0.0146912568,0.987329519,0.0111007447,0.0126704811,0.0111007447,0.9828931,0.0124859661,0.0171069002,0.0124859661,0.999981527,2.32421696e-05,1.84730303e-05,2.32421696e-05,0.98898126,0.007971566,0.0110187404,0.007971566,0.987767397,0.0073646234,0.0122326025,0.0073646234,0.997986879,0.00109046147,0.00201312089,0.00109046147,0,AGN
3FGL J1131.1+5810,-29.0029309,-28.0183017,2.2838454,-0.400241326,3.8804544,-0.71286368,-0.751516297,-0.240417177,-0.72116774,55.922318,AGN,bll,1408.9835,PowerLaw,1RXS J113117.8+580911,141.787094,AGN,3FGL J1131.1+5810,0.999812609,0.000201450096,0.000187391464,0.000201450096,0.968464522,0.0219617245,0.0315354776,0.0219617245,0.991442763,0.00829122874,0.0085572369,0.00829122874,0.992444773,0.0055742796,0.00755522726,0.0055742796,0.999915466,7.92180072e-05,8.45338229e-05,7.92180072e-05,0.991673006,0.00856165681,0.00832699417,0.00856165681,0.996577179,0.0043485529,0.00342282075,0.0043485529,0.998970927,0.00058153052,0.00102907345,0.00058153052,0,AGN
3FGL J1131.4+3819,-27.5980094,-27.4970574,2.5719006,0.591868877,4.03816221,-0.770317721,-0.814535551,-0.551129425,-0.999983959,69.85226,AGN,fsrq,802.66595,PowerLaw,B2 1128+38,174.126022,AGN,3FGL J1131.4+3819,0.999134769,0.00132448246,0.000865231406,0.00132448246,0.821078863,0.0802708652,0.178921137,0.0802708652,0.944045024,0.0339550025,0.0559549758,0.0339550025,0.562256437,0.114900597,0.437743563,0.114900597,0.999660726,0.000360383526,0.000339273906,0.000360383526,0.973250149,0.00870309591,0.0267498514,0.00870309591,0.976931602,0.0113437279,0.0230683983,0.0113437279,0.941479087,0.0189573179,0.0585209126,0.0189573179,16,AGN
3FGL J1131.9-0503,-26.0323094,-27.6175099,2.6582828,-0.924650326,4.03812522,-0.688753879,-0.849536648,-0.845405816,0.086646532,52.524723,AGN,bcu,491.05032,PowerLaw,PKS 1128-047,269.139191,AGN,3FGL J1131.9-0503,0.999628055,0.000336249017,0.000371945045,0.000336249017,0.988381115,0.011230789,0.0116188851,0.011230789,0.972158764,0.020273755,0.0278412363,0.020273755,0.999621696,0.000559898324,0.000378303964,0.000559898324,0.999864584,0.000119913522,0.00013541587,0.000119913522,0.99259731,0.00866508714,0.00740268962,0.00866508714,0.988791532,0.00853557709,0.011208468,0.00853557709,0.999961437,5.52454627e-05,3.85631834e-05,5.52454627e-05,4,AGN
3FGL J1132.7+0034,-27.1402361,-27.2240858,2.0747688,0.595563789,4.19429381,-0.466775905,-0.594929157,-0.558061137,-0.457404505,57.41267,AGN,bll,1179.4375,PowerLaw,PKS B1130+008,264.247406,AGN,3FGL J1132.7+0034,0.999354292,0.000609120119,0.000645707888,0.000609120119,0.963474873,0.0235631937,0.0365251272,0.0235631937,0.988812789,0.0116545724,0.011187211,0.0116545724,0.931904689,0.03269206,0.0680953112,0.03269206,0.999652726,0.000307394987,0.000347273692,0.000307394987,0.985776014,0.00950770296,0.0142239861,0.00950770296,0.996714577,0.00391030874,0.00328542282,0.00391030874,0.986390921,0.00521013838,0.0136090789,0.00521013838,0,AGN
3FGL J1132.8+1015,-26.4035446,-27.7838352,2.7206,-1.45441638,4.26339195,-0.762710922,-0.797568544,-0.797965023,-0.155282294,64.95491,AGN,fsrq,457.00443,PowerLaw,4C +10.33,251.526749,AGN,3FGL J1132.8+1015,0.99995436,4.88965493e-05,4.56404721e-05,4.88965493e-05,0.99062211,0.00886865545,0.00937788991,0.00886865545,0.98660697,0.0134453971,0.0133930299,0.0134453971,0.999903688,0.000185575496,9.63121887e-05,0.000185575496,0.999960441,3.89361538e-05,3.95592517e-05,3.89361538e-05,0.993335566,0.00577879319,0.00666443393,0.00577879319,0.994334019,0.0044622283,0.00566598142,0.0044622283,0.999991576,1.30670077e-05,8.42388849e-06,1.30670077e-05,257,AGN
3FGL J1136.1-7411,-26.2590859,-27.4621948,2.4838717,0.797482736,3.68519994,-0.64968708,-0.637890173,-0.728357831,-0.99995721,-12.085619,AGN,bcu,608.73975,PowerLaw,PKS 1133-739,297.776886,MIXED,3FGL J1136.1-7411,0.807696312,0.176063673,0.192303688,0.176063673,0.109159079,0.0666954902,0.890840921,0.0666954902,0.665563165,0.0921198742,0.334436835,0.0921198742,0.180784537,0.0476217868,0.819215463,0.0476217868,0.967318366,0.0498234215,0.0326816339,0.0498234215,0.772831081,0.0951302597,0.227168919,0.0951302597,0.88771803,0.0403464932,0.11228197,0.0403464932,0.742556695,0.0554808194,0.257443305,0.0554808194,4,MIXED
3FGL J1136.4+3405,-25.7414325,-27.8981979,2.8284357,-1.15718092,4.18495742,-0.734797902,-0.885653011,-0.499845562,-0.72866925,72.458984,AGN,fsrq,385.7812,PowerLaw,MG2 J113627+3408,184.954468,AGN,3FGL J1136.4+3405,0.999994789,5.84806043e-06,5.21095328e-06,5.84806043e-06,0.980821973,0.0190266421,0.0191780268,0.0190266421,0.99594446,0.00509544361,0.00405553957,0.00509544361,0.999516088,0.000674468633,0.000483912256,0.000674468633,0.999990992,7.63288787e-06,9.00766044e-06,7.63288787e-06,0.992776572,0.00965784663,0.00722342813,0.00965784663,0.996958711,0.0042169017,0.00304128933,0.0042169017,0.999941819,9.34426251e-05,5.8180674e-05,9.34426251e-05,0,AGN
3FGL J1136.6+6736,-30.8827518,-27.5782592,1.7190907,0.294408325,3.9256946,-0.732330445,-0.35742645,-0.306149979,-0.379273057,47.96444,AGN,bll,4129.025,PowerLaw,RX J1136.5+6737,133.443176,AGN,3FGL J1136.6+6736,0.999593976,0.000338769217,0.000406023709,0.000338769217,0.965656439,0.025855917,0.0343435615,0.025855917,0.998931566,0.00237826725,0.0010684338,0.00237826725,0.961468699,0.0181312316,0.038531301,0.0181312316,0.999842312,0.000110848837,0.0001576883,0.000110848837,0.9892682,0.00839191474,0.0107318001,0.00839191474,0.998018708,0.0024464923,0.00198129221,0.0024464923,0.99251292,0.00275613295,0.00748708002,0.00275613295,0,AGN
3FGL J1136.6+7009,-29.0919109,-27.3684444,1.8235112,-0.920932739,3.76205921,-0.301201679,-0.495759965,-0.445570717,-0.231603027,45.65241,AGN,bll,2363.0522,PowerLaw,Mkn 180,131.89447,AGN,3FGL J1136.6+7009,0.998839,0.00112823753,0.00116099991,0.00112823753,0.988867702,0.0106841672,0.0111322981,0.0106841672,0.984115381,0.0171993663,0.0158846185,0.0171993663,0.998613139,0.00189049794,0.00138686057,0.00189049794,0.999661952,0.000304227493,0.000338048279,0.000304227493,0.991857779,0.0106054171,0.00814222093,0.0106054171,0.99411607,0.00568909051,0.00588393049,0.00568909051,0.999697837,0.000484300649,0.000302163029,0.000484300649,0,AGN
3FGL J1136.6-6826,-26.0771694,-27.1436951,2.7106607,-0.27094276,3.77372806,-0.728833344,-0.85134384,-0.58129812,-0.725113809,-6.5601573,AGN,bcu,574.85046,PowerLaw,PKS 1133-681,296.125793,AGN,3FGL J1136.6-6826,0.999037757,0.00105098662,0.000962242785,0.00105098662,0.812273862,0.128240902,0.187726138,0.128240902,0.974561718,0.0169331106,0.0254382821,0.0169331106,0.975112533,0.0215673241,0.0248874668,0.0215673241,0.999807076,0.000158292493,0.00019292434,0.000158292493,0.978659858,0.0135384716,0.0213401415,0.0135384716,0.990758827,0.00520336094,0.00924117274,0.00520336094,0.996939397,0.00282441631,0.00306060273,0.00282441631,0,AGN
