Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Flux1000,Unc_Energy_Flux100,PL_Flux_Density,PL_Index,LP_Index,LP_SigCurv,PLEC_Index,Unc_PLEC_Index,Variability_Index,CLASS1,CLASS2,ASSOC1,ASSOC2,Flags
4FGL J0534.5+2201i,83.633,22.02,184.55273,-5.781481,3.3476347E-8,,,,1.75,0.0,,,,PWN,,Crab Nebula,,2048
