Source_Name_4FGL,GLAT,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,Ln_LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,Flags,Category_Prob,GLON
4FGL J1435.5+2021,65.29095,-21.6078865,2.176397,0.21921209,0.19666234,2.0442452,-0.8628083,-0.3863731,0.00240141,-0.7161487,-0.09664783,-0.74868596,-1,1.94871825,7.85544843,AGN,bll,PowerLaw,3FGL J1435.2+2023,TXS 1433+205,0.991715332,0.008284668,0.984214527,0.015785473,0.941022892,0.058977108,0.964231717,0.035768283,291,0,AGN,22.6752415
4FGL J1435.7+6148,51.217705,-23.1590531,2.39916,0.17947493,-0.05168005,0.46900624,0.9934685,-0.28833386,0.000859,-0.8102945,-0.09819769,-0.7265206,-0.9998422,1.4949886,7.21721538,AGN,bcu,PowerLaw,,2MASS J14363365+6149514,0.999801193,0.000199,0.995803768,0.004196232,0.995572726,0.004427274,0.993616542,0.006383458,284,0,AGN,103.559639
4FGL J1435.9-8348,-21.533092,-21.96506,2.547625,0.14300574,0.09892395,1.3615373,0.9499165,-0.7019776,0.0030098,-0.80649465,-0.4491574,-0.96685493,-1,4.00993551,6.76705217,AGN,bcu,PowerLaw,,PMN J1433-8340,0.999722868,0.000277,0.996632476,0.003367524,0.999709119,0.000291,0.987983056,0.012016944,319,0,AGN,305.86087
4FGL J1436.9+2321,65.900955,-21.8360922,2.5085416,0.1412075,0.057516016,0.6263578,-0.7308338,-0.6169365,0.002469872,-0.59061056,-0.81737626,-0.46813813,-0.9999986,2.64552145,6.74934455,AGN,fsrq,PowerLaw,3FGL J1436.8+2322,PKS B1434+235,0.999892985,0.000107,0.996917547,0.003082453,0.998853715,0.001146285,0.997541172,0.002458828,301,0,AGN,29.8218155
4FGL J1436.9+5638,55.01141,-21.2212552,1.8791833,0.060896363,0.002107186,0.0792099,-0.20022602,-0.6049015,0.000243,-0.5285405,-0.33413088,-0.5066571,-0.2944463,3.14501485,7.911127,AGN,bll,PowerLaw,3FGL J1436.8+5639,RBS 1409,0.999947905,5.21e-05,0.998027448,0.001972552,0.999569962,0.00043,0.999649612,0.00035,302,0,AGN,97.7279358
4FGL J1438.0-3128,26.131447,-22.4326007,2.3948133,0.3040885,0.4716935,2.4164586,0.9993845,-0.3356343,0.007610179,-0.72046524,-0.7216427,-0.9984337,-0.5476112,3.15050935,7.08781595,AGN,fsrq,PowerLaw,,PKS 1435-311,0.999537918,0.000462,0.991995299,0.008004701,0.995492749,0.004507251,0.982502376,0.017497624,309,0,AGN,328.152649
4FGL J1438.5-4207,16.46529,-22.740514,1.9145162,0.284861,0.026448416,0.18208711,0.89456713,-0.9634727,0.000503,0.118618235,-0.50620085,-0.75472033,0.12235716,2.05230211,8.68634467,AGN,bcu,PowerLaw,3FGL J1438.6-4209,SUMSS J143836-420705,0.999861044,0.000139,0.994326903,0.005673097,0.998684563,0.001315437,0.998601546,0.001398454,302,0,AGN,323.316925
4FGL J1438.9+3710,65.23628,-20.6527875,2.37217,0.04897334,0.08819015,3.2722583,0.15408647,-0.55304015,0.001069855,-0.684993,-0.60740554,-0.8460285,-0.999121,5.66340193,6.49075297,AGN,fsrq,LogParabola,3FGL J1438.7+3710,B2 1436+37B,0.999562445,0.000438,0.996927611,0.003072389,0.999669619,0.00033,0.993276592,0.006723408,301,0,AGN,63.6092644
4FGL J1439.3+3932,64.42058,-21.41143,1.9406018,0.0757385,0.020454774,0.53304464,0.9817735,-0.5549097,0.000558,-0.4791718,-0.48839858,-0.43118668,-0.6942771,2.47575076,7.73018446,AGN,bll,PowerLaw,3FGL J1439.2+3931,PG 1437+398,0.999749377,0.000251,0.997355113,0.002644887,0.997679498,0.002320502,0.999447064,0.000553,305,0,AGN,68.8276749
4FGL J1439.5-2525,31.355055,-22.553031,1.7345681,0.36579642,0.38803777,2.364872,0.99550074,-0.84315854,0.001148466,-0.36007166,0.21345566,-0.35082564,-0.58961403,0.897078402,8.76881729,AGN,bcu,PowerLaw,,NVSS J143934-252458,0.997510162,0.002489838,0.964561217,0.035438783,0.988379341,0.011620659,0.981021671,0.018978329,277,0,AGN,331.651672
4FGL J1439.7+4958,59.17961,-21.2902373,2.3280241,0.06273186,0.013844078,0.45541763,0.9999575,-0.62160975,0.000684,-0.6614865,-0.6771707,-0.42757183,-0.9999996,3.82535154,6.93237247,AGN,bll,PowerLaw,3FGL J1440.1+4955,GB6 J1439+4958,0.999879724,0.00012,0.998007625,0.001992375,0.999747321,0.000253,0.997582124,0.002417876,315,0,AGN,88.0818253
4FGL J1439.9-3953,18.374931,-21.7327902,2.0598772,0.10663113,-0.028229782,0.6049247,0.3116093,0.12863082,0.0003,-0.7642604,-0.3485189,-0.55797,-0.35653254,2.42825953,8.03202381,AGN,bcu,PowerLaw,3FGL J1440.0-3955,1RXS J143949.8-395524,0.999811099,0.000189,0.995491622,0.004508378,0.999192619,0.000807,0.999032087,0.000968,271,0,AGN,324.5578
4FGL J1440.0-1530,39.874413,-21.0141311,2.191308,0.08406875,0.026692798,0.73142254,0.9998461,-0.63555187,0.000496,-0.64292073,-0.63487244,-0.40292895,-0.67104757,4.53183117,7.71128305,AGN,bll,PowerLaw,3FGL J1440.2-1538,PKS 1437-153,0.999935502,6.45e-05,0.997313243,0.002686757,0.999937057,6.29e-05,0.998387067,0.001612933,314,0,AGN,337.883301
4FGL J1440.0-2343,32.79237,-21.7621753,1.976547,0.13175388,0.036896218,0.62949103,0.9624749,-0.8297621,0.000548,-0.4914207,-0.3530287,-0.6125781,-0.31569898,2.99303403,7.97596059,AGN,bcu,PowerLaw,,PMN J1439-2341,0.999967949,3.21e-05,0.996824946,0.003175054,0.999622098,0.000378,0.999530365,0.00047,275,0,AGN,332.723724
4FGL J1440.6-3846,19.326567,-21.2350339,1.7771808,0.102055036,0.073502064,1.5716125,0.9821492,-0.8097953,0.000327,-0.4709469,-0.24124888,-0.37293214,-0.361612,2.19483978,8.73853168,AGN,bll,PowerLaw,3FGL J1440.4-3845,1RXS J144037.4-384658,0.999481932,0.000518,0.99372203,0.00627797,0.996692032,0.003307968,0.997780101,0.002219899,312,0,AGN,325.193634
4FGL J1440.9+0609,56.58009,-21.1879383,2.122181,0.11778213,0.02433576,0.3889219,0.46879902,-0.6638488,0.000601,-0.60438734,-0.5032532,-0.53560096,-0.5800696,3.06067504,7.92238868,AGN,bll,PowerLaw,3FGL J1440.9+0610,PMN J1440+0610,0.999980021,2e-05,0.997123862,0.002876138,0.999339552,0.00066,0.99916161,0.000838,293,0,AGN,359.055084
4FGL J1441.6-1522,39.783844,-21.9184927,2.3917592,0.20636977,0.17372693,1.786918,-0.40485227,0.9983133,0.003291361,-0.7343712,-0.71803725,-0.625963,-0.9991509,3.32309231,7.48530197,AGN,fsrq,PowerLaw,1FGL J1441.7-1538,PMN J1441-1523,0.999890694,0.000109,0.996692118,0.003307882,0.999121149,0.000879,0.991590018,0.008409982,316,16,AGN,338.412903
4FGL J1441.7+1836,63.266617,-22.0384073,1.9831183,0.15579003,0.1224485,1.0680782,-0.92294633,0.5704115,0.001509532,-0.20732003,-0.6128999,-0.5333503,-0.57943213,2.665754,7.90349706,AGN,bcu,PowerLaw,,NVSS J144143+183706,0.999717489,0.000283,0.995627044,0.004372956,0.998124026,0.001875974,0.993853093,0.006146907,301,0,AGN,20.2100277
4FGL J1442.0+4348,62.19638,-21.9126835,1.9912792,0.14102064,0.1246713,1.9255408,0.77029747,-0.1873041,0.001183881,-0.58329666,-0.309798,-0.51665443,-0.9998198,2.53809013,7.72925917,AGN,bll,PowerLaw,3FGL J1442.0+4348,SDSS J144207.15+434836.6,0.999861748,0.000138,0.994558139,0.005441861,0.995322978,0.004677022,0.998574521,0.001425479,295,0,AGN,77.0376587
4FGL J1442.2+0622,56.484993,-21.6601742,2.540239,0.19053884,0.41282666,3.537983,-0.9523611,0.7563561,0.019055761,-0.74356854,-0.77313936,-0.99999875,0.99244386,3.64015136,7.05563169,AGN,bcu,LogParabola,,SDSS J144212.23+062526.1,0.999783006,0.000217,0.992640727,0.007359273,0.99641996,0.00358004,0.941853496,0.058146504,281,16,AGN,359.725006
4FGL J1442.6-4623,12.292407,-21.6915079,2.0700006,0.14151248,0.0686461,1.0115628,-0.99234164,0.98588055,0.00073,-0.12823516,-0.4905057,-0.56622374,-0.58107805,2.63908887,7.98143225,AGN,bll,PowerLaw,,SUMSS J144236-462302,0.999844298,0.000156,0.993236893,0.006763107,0.999487974,0.000512,0.99800072,0.00199928,296,0,AGN,322.156158
4FGL J1442.7+1200,59.843468,-21.4224013,1.800819,0.10091461,0.110517174,2.358602,-0.70011544,0.2795485,0.000406,-0.43085036,-0.12159082,-0.5996862,-0.39321068,2.30875991,8.25742959,AGN,bll,PowerLaw,3FGL J1442.8+1200,1ES 1440+122,0.998775017,0.001224983,0.980492358,0.019507642,0.985411012,0.014588988,0.995007513,0.004992487,287,0,AGN,8.32852554
4FGL J1443.1+4728,60.17306,-22.3308654,2.556358,0.25503406,0.40841025,3.0077763,-0.3667439,-0.58918864,0.007514461,-0.6238606,-0.86467135,-0.9956306,-0.97241217,2.2819259,6.49893126,AGN,nlsy1,LogParabola,,B3 1441+476,0.998260472,0.001739528,0.975366957,0.024633043,0.953962105,0.046037895,0.976291736,0.023708264,333,0,AGN,83.4082413
4FGL J1443.1+5201,57.49047,-22.7489846,1.9831831,0.24679889,0.15730388,1.4071624,-0.42438257,-0.6825748,0.002001931,-0.47453555,-0.44798267,-0.4459131,-0.6907608,2.27558271,8.13811116,AGN,rdg,PowerLaw,3FGL J1442.6+5156,3C 303,0.999747712,0.000252,0.997443459,0.002556541,0.998457864,0.001542136,0.997449041,0.002550959,298,0,AGN,90.5184402
4FGL J1443.6+2515,64.819595,-22.552771,1.7904603,0.28693935,0.12918511,0.95054924,-0.9984718,-0.8081928,0.000678,0.91701305,0.12635522,-0.37126464,-0.49188688,2.64502075,9.52792158,AGN,bll,PowerLaw,,NVSS J144334+251559,0.99986055,0.000139,0.997298152,0.002701848,0.99877452,0.00122548,0.996367227,0.003632773,296,16,AGN,35.0693245
4FGL J1443.7-0954,44.03456,-22.3373384,2.1140084,0.2659672,0.0929531,0.8179249,-0.43816993,-0.47711533,0.001854219,-0.5395767,-0.54821527,-0.3708277,-0.9990302,1.87053614,7.7509223,AGN,bcu,PowerLaw,,PMN J1443-0953,0.999919003,8.1e-05,0.996492047,0.003507953,0.999456106,0.000544,0.997953179,0.002046821,296,256,AGN,343.101746
4FGL J1443.9+2501,64.69568,-18.9517714,2.0790143,0.023144865,0.102864526,8.869222,0.21315297,-0.3733433,0.000311,-0.5392149,-0.5470338,-0.7024449,-0.7598853,7.95801061,6.78629926,AGN,fsrq,LogParabola,3FGL J1443.9+2502,PKS 1441+25,0.999550309,0.00045,0.982493559,0.017506441,0.999347276,0.000653,0.974166613,0.025833387,301,0,AGN,34.5657768
4FGL J1443.9-3908,18.710815,-19.3490027,1.820029,0.030761767,0.055057168,4.1399503,0.99605554,0.007788356,0.000117,-0.4472973,-0.33525425,-0.50485116,-0.34268072,3.0934846,7.60774728,AGN,bll,LogParabola,3FGL J1444.0-3907,PKS 1440-389,0.999700278,0.0003,0.973729968,0.026270032,0.991611351,0.008388649,0.987798761,0.012201239,297,0,AGN,325.641144
4FGL J1445.0-0326,48.934578,-21.1853154,1.8182305,0.09400289,0.05047123,1.2433033,-0.57569504,-0.6498949,0.000347,-0.30867344,-0.36709064,-0.32410342,-0.57110924,2.24386812,8.295902,AGN,bll,PowerLaw,3FGL J1445.0-0328,RBS 1424,0.999813677,0.000186,0.996733829,0.003266171,0.999207668,0.000792,0.998406218,0.001593782,318,0,AGN,349.230194
4FGL J1445.2-1954,35.492096,-22.3587785,2.2666438,0.116841845,-0.11346487,2.081436,-0.75608665,-0.7246504,0.000595,-0.21323687,-0.8743311,-0.7153894,0.23793392,2.55308145,7.46166528,AGN,bcu,PowerLaw,,NVSS J144511-195853,0.999943902,5.61e-05,0.996041106,0.003958894,0.999533522,0.000466,0.997272511,0.002727489,302,0,AGN,336.304657
4FGL J1445.9-1626,38.317142,-21.5630313,2.497273,0.09192522,-0.013051611,0.24038272,-0.24933437,-0.7909095,0.000713,-0.6377579,-0.6046425,-0.8279332,-0.47240177,3.09360291,6.7638229,AGN,bll,PowerLaw,3FGL J1446.1-1628,PKS B1443-162,0.999773495,0.000227,0.997353592,0.002646408,0.999703292,0.000297,0.997211397,0.002788603,289,0,AGN,338.795746
4FGL J1446.0-3039,26.053333,-22.3920796,2.3199396,0.2724422,0.41566676,2.3366551,-0.99471796,0.99996406,0.007951594,-0.41747227,-0.8278275,-0.80625767,-0.22902924,3.6038275,7.29806411,AGN,bcu,PowerLaw,,PMN J1445-3036,0.999907328,9.27e-05,0.996432367,0.003567633,0.999540953,0.000459,0.982496434,0.017503566,305,0,AGN,330.271729
4FGL J1446.3+3111,64.65592,-22.3863645,2.4948177,0.13012296,0.029486194,0.404377,-0.3877728,-0.2652052,0.001696721,-0.74750113,-0.8303838,-0.12185896,-0.99999386,4.4829366,6.73986248,AGN,bcu,PowerLaw,,MG2 J144640+3110,0.999974504,2.55e-05,0.997969122,0.002030878,0.999992109,7.89e-06,0.997286257,0.002713743,292,0,AGN,49.0658035
4FGL J1446.6-4701,11.420593,-20.5682272,2.2559555,0.112089425,0.47543338,6.110306,0.17356226,-0.6226173,0.001092,-0.37271762,-0.66013575,-0.9268817,-1,2.05631609,7.50499353,PSR,PSR,PLSuperExpCutoff,3FGL J1446.6-4701,PSR J1446-4701,0.057745851,0.942254149,0.315791402,0.684208598,0.472912579,0.527087421,0.123402156,0.876597844,294,0,PSR,322.502106
4FGL J1446.7+1719,61.653927,-22.3610577,2.5051188,0.14211687,0.00580899,0.07856695,0.90920633,-0.61307466,0.001537138,-0.8837161,-0.2159241,-0.92589885,-0.9983293,3.59210594,6.86440138,AGN,fsrq,PowerLaw,,S3 1444+17,0.998730648,0.001269352,0.996289806,0.003710194,0.999041484,0.000959,0.985724544,0.014275456,309,0,AGN,18.7484379
4FGL J1446.8-1830,36.461662,-22.5671701,1.9297906,0.4732608,0.3609476,0.99894404,0.43797213,-0.5207968,0.001352751,-0.893318,0.29990113,-0.42029598,-0.9998121,2.03865591,8.38825159,AGN,bcu,PowerLaw,3FGL J1446.8-1831,NVSS J144644-182922,0.998852916,0.001147084,0.995913498,0.004086502,0.99901357,0.000986,0.992436201,0.007563799,318,0,AGN,337.625061
4FGL J1447.0-2657,29.18837,-22.5608938,1.8722649,0.19613275,0.08647459,0.95871013,-0.93476504,-0.99884534,0.000788,0.9980917,-0.7776797,-0.2776807,-0.07780871,1.99639103,8.58951106,AGN,bcu,PowerLaw,,NVSS J144657-265713,0.999930219,6.98e-05,0.996846201,0.003153799,0.99982522,0.000175,0.99749337,0.00250663,290,0,AGN,332.502411
4FGL J1448.0+3608,63.71325,-20.274076,1.7908224,0.056512162,0.12067788,5.3989162,0.27293634,0.99991393,0.000314,-0.24833944,-0.43545535,-0.41039672,-0.5606503,3.04936065,7.60578373,AGN,bll,LogParabola,3FGL J1448.0+3608,RBS 1432,0.994723076,0.005276924,0.896746909,0.103253091,0.976003524,0.023996476,0.965898069,0.034101931,290,0,AGN,60.2446136
4FGL J1449.5+2746,63.844223,-23.6058699,1.5405064,0.5447886,0.4409001,1.993028,-0.999049,0.956867,0.001094348,0.97732836,-0.2935276,-0.08176421,-0.4157836,1.6988025,9.34332855,AGN,rdg,PowerLaw,,B2 1447+27,0.997813063,0.002186937,0.992503511,0.007496489,0.998957477,0.001042523,0.978082254,0.021917746,301,0,AGN,41.2286186
4FGL J1449.7-0910,43.736404,-22.5481025,2.039894,0.49659184,0.999999,2.1610098,0.9906544,-0.2638177,0.001898384,-0.8046067,0.21583222,-0.569579,-0.9993896,1.24658914,8.09969314,AGN,agn,PowerLaw,,1RXS J144942.2-091018,0.446580534,0.553419466,0.936461271,0.063538729,0.945060108,0.054939892,0.847010264,0.152989736,341,0,MIXED,345.346832
4FGL J1450.4+0910,56.66165,-21.6848956,2.4152825,0.14473607,0.11053263,1.3650494,-0.26802856,-0.4911071,0.002294194,-0.63382024,-0.7148983,-0.7418582,-0.9998321,4.09007246,6.86899307,AGN,fsrq,PowerLaw,3FGL J1450.4+0911,TXS 1448+093,0.999152222,0.000848,0.994900836,0.005099164,0.999262923,0.000737,0.978115951,0.021884049,312,0,AGN,6.02090979
4FGL J1450.8+5201,56.54608,-21.1658047,2.1873379,0.09673064,0.12347244,2.448967,0.9518188,0.10889749,0.001237527,-0.57612723,-0.5562198,-0.6257531,-0.99999654,2.12721503,7.51250793,AGN,bll,PowerLaw,3FGL J1450.9+5200,SDSS J145059.99+520111.7,0.998816426,0.001183574,0.977440805,0.022559195,0.941027062,0.058972938,0.993711988,0.006288012,316,0,AGN,89.168251
4FGL J1451.4+6355,48.455124,-22.412334,1.8054163,0.10876429,-0.019816961,0.4057999,-0.57718956,-0.56534815,0.000297,-0.4198333,-0.63630587,-0.3634889,0.20109437,2.03869148,8.49009115,AGN,bll,PowerLaw,3FGL J1451.2+6355,RX J1451.4+6354,0.9998991,0.000101,0.997847594,0.002152406,0.999273257,0.000727,0.998511316,0.001488684,311,0,AGN,103.576218
4FGL J1451.5+1415,59.217346,-21.9801944,2.4993975,0.2481039,0.51601756,3.34789,-0.9301119,0.23538479,0.007772659,-0.60762817,-0.8140973,-0.99992496,0.8533386,3.04968021,6.70882362,AGN,bcu,LogParabola,,NVSS J145126+141626,0.997341433,0.002658567,0.971591412,0.028408588,0.979698017,0.020301983,0.93196244,0.06803756,304,0,AGN,14.3159981
4FGL J1453.0-1318,39.941853,-22.4045702,2.1527457,0.18161525,0.01003649,0.1354456,-0.9999959,0.9998929,0.000947,-0.81496555,-0.47012758,-0.4407273,-0.2966128,2.5397129,7.84632803,AGN,bcu,PowerLaw,,TXS 1450-131,0.998318864,0.001681136,0.997200279,0.002799721,0.999877088,0.000123,0.996564408,0.003435592,300,1,AGN,342.894623
4FGL J1453.5+3505,62.79627,-22.8745631,2.4972851,0.52235323,0.2919578,1.3816456,0.9916711,-0.7523809,0.007792207,-0.68157357,-0.6167246,-0.99997824,0.10593944,3.14211052,6.8546333,AGN,fsrq,PowerLaw,,MG2 J145315+3506,0.99419951,0.00580049,0.996015475,0.003984525,0.997095536,0.002904464,0.972068964,0.027931036,316,0,AGN,57.5202026
4FGL J1454.0+4927,57.577,-23.0956442,2.6738944,0.31057334,0.19788359,1.1451602,0.9913852,-0.6291925,0.006978959,-0.85403955,-0.5405717,-0.99140525,-0.9999703,3.10921965,6.64159501,AGN,bcu,PowerLaw,,87GB 145232.0+493854,0.999671346,0.000329,0.997066676,0.002933324,0.997127086,0.002872914,0.992730494,0.007269506,288,0,AGN,84.740097
4FGL J1454.1+1622,59.641926,-21.5301401,2.4420867,0.1193322,0.14314383,2.1014318,-0.34382543,-0.60311043,0.002344651,-0.6417605,-0.71935946,-0.85917634,-0.9993614,3.54693834,6.81067329,AGN,fsrq,PowerLaw,3FGL J1454.0+1622,CLASS J1454+1623,0.998815523,0.001184477,0.994287149,0.005712851,0.995018023,0.004981977,0.991789138,0.008210862,322,0,AGN,18.5737457
4FGL J1454.1+2647,62.71249,-22.6522154,2.2614188,0.23483098,0.04064457,0.3096894,0.31582466,-0.47520483,0.00165521,-0.6123939,-0.63698715,-0.7294577,-0.20568477,1.20290039,7.4799661,AGN,bcu,PowerLaw,,B2 1451+26,0.999078894,0.000921,0.993038307,0.006961693,0.983205898,0.016794102,0.991790974,0.008209026,321,0,AGN,39.3250275
4FGL J1454.4+5124,56.45126,-19.5174329,2.0171268,0.02930969,0.058856394,4.6715565,-0.30774203,-0.3883753,0.000227,-0.5611445,-0.46635097,-0.5805474,-0.559501,5.50828873,7.27671337,AGN,bll,LogParabola,3FGL J1454.5+5124,TXS 1452+516,0.999707058,0.000293,0.996434572,0.003565428,0.999248033,0.000752,0.99808717,0.00191283,304,0,AGN,87.6678696
4FGL J1454.4-3744,19.000027,-21.4632361,2.6363738,0.11337239,0.11373506,1.8001372,0.99936724,-0.41861653,0.002992269,-0.7364915,-0.77916086,-0.9984752,0.967257,3.86546717,6.70176673,AGN,fsrq,PowerLaw,3FGL J1454.2-3751,PKS 1451-375,0.999527209,0.000473,0.995420083,0.004579917,0.999274168,0.000726,0.987234066,0.012765934,305,0,AGN,328.250336
4FGL J1454.7+5237,55.72649,-22.6172298,2.1973865,0.35165843,0.45282596,2.193586,0.82035124,-0.9137516,0.006048914,-0.17640628,-0.69694734,-0.72449666,-0.9984538,1.58471267,7.63320395,AGN,bll,PowerLaw,,87GB 145311.3+524904,0.999622433,0.000378,0.967949162,0.032050838,0.933289499,0.066710501,0.97982604,0.02017396,307,0,AGN,89.4065628
4FGL J1455.4-3654,19.640226,-22.0169957,2.441308,0.1756317,0.062237214,0.71662694,-0.84802145,-0.5877295,0.001914336,-0.77025527,-0.5746032,-0.4882383,-0.99995375,2.4928047,7.29043578,AGN,bcu,PowerLaw,,PKS 1452-367,0.999917155,8.28e-05,0.996265089,0.003734911,0.999622996,0.000377,0.999033655,0.000966,308,0,AGN,328.855682
4FGL J1455.8-7601,-14.971525,-22.4794356,1.9157304,0.19661015,0.10801334,1.0292615,-0.9664651,-0.06900827,0.001037497,0.24089126,-0.57534754,-0.3107026,-0.7567123,1.86786324,8.49920503,AGN,bcu,PowerLaw,,SUMSS J145543-760054,0.999928487,7.15e-05,0.99597104,0.00402896,0.99961935,0.000381,0.998685194,0.001314806,324,0,AGN,310.354156
4FGL J1456.0+5051,56.558586,-22.8369575,2.0574963,0.17983474,-0.04069062,0.5692041,-0.88871837,0.988856,0.000386,-0.61921823,-0.59093344,-0.826038,0.3986423,2.05278889,8.40280606,AGN,bll,PowerLaw,,RGB J1456+508,0.999265907,0.000734,0.997266667,0.002733333,0.994492639,0.005507361,0.993709495,0.006290505,320,0,AGN,86.5778885
4FGL J1457.3-4246,14.32528,-22.0143104,2.5530949,0.13168322,0.012462284,0.18401249,-0.39385137,-0.51941913,0.001282458,-0.858297,-0.5375748,-0.79241127,0.04413147,2.53404026,6.98231408,AGN,bcu,PowerLaw,,PKS J1453-426,0.9998054,0.000195,0.994804608,0.005195392,0.999537754,0.000462,0.998627289,0.001372711,305,0,AGN,326.238708
4FGL J1457.4-3539,20.535393,-19.3321017,2.3149548,0.032555822,0.15468685,9.467814,0.11010545,-0.45311,0.000652,-0.6538973,-0.641497,-0.84438986,-0.8308673,7.89070779,6.55757912,AGN,FSRQ,LogParabola,3FGL J1457.4-3539,PKS 1454-354,0.993444338,0.006555662,0.982115513,0.017884487,0.999714234,0.000286,0.904436339,0.095563661,333,0,AGN,329.8974
4FGL J1457.8-4642,10.830863,-22.5386543,1.8354273,0.18450157,-0.018439492,0.2241891,-0.7800972,-0.8253008,0.000334,-0.078007504,-0.36692744,-0.7094633,0.39053613,2.36680745,8.98284845,AGN,bcu,PowerLaw,,PMN J1457-4642,0.999939658,6.03e-05,0.994318922,0.005681078,0.999555399,0.000445,0.999311528,0.000688,270,0,AGN,324.400635
4FGL J1458.6+3722,61.378197,-21.9748327,2.1582923,0.13227078,0.109363414,1.5996596,-0.9983553,0.965995,0.00139304,-0.57132876,-0.5154276,-0.57454914,-0.99996173,3.04373912,7.51763421,AGN,bll,PowerLaw,3FGL J1458.7+3719,B3 1456+375,0.999971247,2.88e-05,0.996930135,0.003069865,0.998540355,0.001459645,0.998493415,0.001506585,299,0,AGN,61.9388847
4FGL J1459.0+6129,49.581505,-23.0372262,2.3595245,0.15767471,-0.06378293,0.7458076,0.99972624,-0.82143945,0.000508,-0.62486356,-0.4285599,-0.763883,-0.99896103,1.67226581,7.22452031,AGN,bcu,PowerLaw,,SDSS J145852.69+612813.8,0.999626298,0.000374,0.996156752,0.003843248,0.994800748,0.005199252,0.995587783,0.004412217,291,0,AGN,100.041412
4FGL J1459.5+1527,58.080135,-22.3392264,2.1622918,0.19717883,0.05152964,0.5131369,0.90850514,-0.39737898,0.000936,-0.35324827,-0.5805546,-0.8168362,-0.23203976,2.69742251,7.62719355,AGN,fsrq,PowerLaw,,MG1 J145921+1526,0.999600497,0.0004,0.995103107,0.004896893,0.996114692,0.003885308,0.99288559,0.00711441,299,0,AGN,18.1077595
4FGL J1459.5-6053,-1.7915276,-18.1413001,2.5062385,0.02470099,0.2596353,17.04444,0.44184896,-0.45670474,0.000496,-0.65314525,-0.7371326,-0.94976324,-0.99979585,2.09960709,7.13099563,PSR,PSR,PLSuperExpCutoff,3FGL J1459.4-6053,PSR J1459-6053,0.004669946,0.995330054,0.058229691,0.941770309,0.00024,0.999759919,0.10959437,0.89040563,302,0,PSR,317.885925
4FGL J1500.7+4752,57.422394,-21.8739417,2.4089315,0.13977621,0.07862642,1.1270738,0.99852914,-0.68797636,0.002258358,-0.58448994,-0.70029324,-0.7473809,-0.9997441,1.48180481,7.21250418,AGN,bll,PowerLaw,3FGL J1500.6+4750,TXS 1459+480,0.999705383,0.000295,0.988391446,0.011608554,0.937292034,0.062707966,0.991953598,0.008046402,307,0,AGN,81.1616821
4FGL J1500.9+5528,53.2962,-22.2756686,2.1268723,0.3088057,0.5313516,3.4758775,-0.9998696,0.9951017,0.009200897,-0.114926286,-0.3121857,-0.99990684,-0.5086071,2.09204129,7.79873222,AGN,bll,LogParabola,,FIRST J150106.2+552750,0.938939008,0.061060992,0.942852353,0.057147647,0.902132773,0.097867227,0.920367513,0.079632487,307,0,AGN,92.4215546
4FGL J1501.0+2238,60.351482,-20.5961482,1.9726495,0.055135626,0.05712047,2.1529288,0.9999886,-0.37375757,0.00036,-0.47860783,-0.47934407,-0.54603,-0.5275376,4.23118549,7.60569809,AGN,bll,PowerLaw,3FGL J1500.9+2238,MS 1458.8+2249,0.999804264,0.000196,0.995738134,0.004261866,0.99865141,0.00134859,0.995834995,0.004165005,287,0,AGN,31.447752
4FGL J1502.5+5552,52.87125,-21.8396519,2.4685574,0.098192625,0.08976584,1.5634065,0.99037766,-0.42226684,0.001834881,-0.7176054,-0.6326863,-0.7517068,-0.9999052,3.87509593,6.84710753,AGN,bcu,PowerLaw,3FGL J1502.2+5553,FIRST J150229.0+555204,0.999578761,0.000421,0.997522797,0.002477203,0.998844992,0.001155008,0.996637779,0.003362221,277,16,AGN,92.7366791
4FGL J1503.3+1651,57.868935,-22.7395361,1.9848753,0.18016522,-0.04601547,0.5204791,0.9768195,-0.8508808,0.000725,-0.75773853,-0.5314988,0.005272383,-0.46532977,1.76929891,8.33414593,AGN,bll,PowerLaw,,NVSS J150316+165116,0.999586552,0.000413,0.994970382,0.005029618,0.999042245,0.000958,0.997526733,0.002473267,289,0,AGN,21.2200356
4FGL J1503.5+4759,56.94207,-21.2952834,2.1794767,0.082872644,0.019368432,0.50371957,-0.7230693,-0.42773733,0.000318,-0.6208978,-0.5900987,-0.65272486,-0.49674416,2.98565271,7.60555313,AGN,bll,PowerLaw,3FGL J1503.7+4759,TXS 1501+481,0.999931092,6.89e-05,0.997947582,0.002052418,0.998008654,0.001991346,0.999317098,0.000683,306,0,AGN,80.9581299
