Source_Name_4FGL,GLAT,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,Ln_LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,Flags,Category_Prob,GLON
4FGL J0105.1+3929,-23.2986,-21.3210318,2.2915738,0.08680889,0.08038502,1.7395705,-0.15396193,-0.6981668,0.001334269,-0.58519983,-0.5927853,-0.8883955,-0.4435856,4.11492928,6.98056364,AGN,bll,PowerLaw,3FGL J0105.3+3928,GB6 J0105+3928,0.999790077,0.00021,0.997108106,0.002891894,0.999612278,0.000388,0.994513546,0.005486454,294,0,AGN,125.814743
4FGL J0106.4+4855,-13.870953,-19.4968409,2.106585,0.05782659,0.47108102,14.095069,0.9567341,0.001659682,0.001174252,-0.34018016,-0.5401614,-0.9335844,-0.99999774,1.11857991,7.38466674,PSR,PSR,PLSuperExpCutoff,3FGL J0106.5+4855,PSR J0106+4855,0.000319,0.999681233,0.057134315,0.942865685,0.000535,0.999465269,0.006687938,0.993312062,309,0,PSR,125.468719
4FGL J0106.9-4832,-68.38204,-23.0384953,2.1245973,0.47275746,0.38293862,1.3268886,-0.9999867,0.99925214,0.012372184,-0.37858614,-0.42533714,-0.99990094,0.99913245,1.75918342,7.69490096,AGN,bcu,PowerLaw,,PMN J0106-4831,0.99845533,0.00154467,0.994611068,0.005388932,0.998736673,0.001263327,0.962069854,0.037930146,303,0,AGN,295.93869
4FGL J0107.3-1210,-74.5983,-22.2259856,2.3180454,0.14494298,0.039697092,0.6029097,0.9855533,-0.55037373,0.001334059,-0.75094175,-0.47668415,-0.8492574,-0.04661542,2.91197055,7.13458929,AGN,bcu,PowerLaw,3FGL J0107.0-1208,PMN J0107-1211,0.999857489,0.000143,0.996643148,0.003356852,0.999499861,0.0005,0.998305317,0.001694683,303,0,AGN,137.68132
4FGL J0108.1-0039,-63.229465,-22.2814299,2.6685274,0.17869653,0.085250005,0.90361744,-0.028614953,-0.60067266,0.004348627,-0.7516135,-0.5935263,-0.99969333,-0.7116545,2.1845816,6.63715108,AGN,fsrq,PowerLaw,3FGL J0108.5-0035,PKS 0105-008,0.999491722,0.000508,0.995793008,0.004206992,0.99577734,0.00422266,0.995801126,0.004198874,295,0,AGN,132.217621
4FGL J0108.6+0134,-60.991188,-18.4097754,2.353279,0.013048795,0.09750407,12.683086,-0.20424174,-0.5563632,0.000345,-0.68366456,-0.68368006,-0.8141801,-0.95945424,8.32396641,6.21357536,AGN,fsrq,LogParabola,3FGL J0108.7+0134,4C +01.02,0.998689259,0.001310741,0.952932861,0.047067139,0.997397821,0.002602179,0.98452423,0.01547577,288,0,AGN,131.843704
4FGL J0109.1+1815,-44.403687,-21.1493273,2.0674467,0.08661684,0.06390506,1.5655268,-0.3562032,-0.51780015,0.000776,-0.4044338,-0.5840473,-0.44570625,-0.88845474,1.54363567,7.49481423,AGN,bll,PowerLaw,3FGL J0109.1+1816,MG1 J010908+1816,0.999481142,0.000519,0.995016635,0.004983365,0.994531866,0.005468134,0.996413781,0.003586219,275,0,AGN,128.832291
4FGL J0109.3+2401,-38.66623,-22.4383903,2.0943387,0.2478925,0.050250154,0.38598266,-0.9994986,0.988571,0.001410039,-0.7376635,-0.28233868,-0.5124374,-0.9408631,2.79396237,7.98152223,AGN,bcu,PowerLaw,,GB6 J0109+2400,0.999980543,1.95e-05,0.997071709,0.002928291,0.999772611,0.000227,0.998812657,0.001187343,309,0,AGN,128.165009
4FGL J0109.7+6133,-1.2325013,-19.782779,2.607088,0.04243145,0.16205323,6.549905,-0.14699176,-0.5762243,0.00125675,-0.7324276,-0.80481976,-0.90857065,-0.99997485,6.76357243,6.64572596,AGN,fsrq,LogParabola,3FGL J0109.8+6132,TXS 0106+612,0.988806811,0.011193189,0.983952175,0.016047825,0.998427551,0.001572449,0.940659658,0.059340342,293,0,AGN,125.114311
4FGL J0110.0-4019,-76.25934,-22.4176251,1.794693,0.17467421,0.097886816,1.2299937,-0.99999005,0.9990483,0.000715,-0.07983151,-0.43336976,-0.7795893,0.3741326,2.73454179,8.30376069,AGN,bll,PowerLaw,3FGL J0109.9-4020,RBS 0158,0.999967408,3.26e-05,0.996809013,0.003190987,0.999826667,0.000173,0.999020145,0.00098,308,0,AGN,287.826813
4FGL J0110.1+6805,5.2894006,-19.8879153,1.9960839,0.037568893,0.007811923,0.42888314,0.94667536,-0.47187096,0.000124,-0.5952303,-0.4809093,-0.45003423,-0.49607682,1.98044055,8.0658529,AGN,bll,PowerLaw,3FGL J0110.2+6806,4C +67.04,0.997182741,0.002817259,0.992556518,0.007443482,0.974520647,0.025479353,0.970855693,0.029144307,337,0,AGN,124.685707
4FGL J0110.7-1254,-75.07677,-22.2422994,1.9825666,0.12284738,-0.023275238,0.47654045,0.7544696,0.96742356,0.000313,-0.70036715,-0.7405406,-0.3923075,0.3375745,1.90731762,8.06679396,AGN,bll,PowerLaw,3FGL J0110.9-1254,1RXS J011050.0-125455,0.999890102,0.00011,0.995264121,0.004735879,0.999243197,0.000757,0.997817414,0.002182586,277,0,AGN,141.53157
4FGL J0110.9+4344,-18.983734,-22.6016797,2.0852983,0.16117413,-0.023406448,0.3600234,0.32399625,0.94989234,0.00062,-0.81585294,-0.76873416,0.34367028,-0.7424879,2.66739989,8.08042167,AGN,bcu,PowerLaw,,GB6 J0110+4345,0.99994951,5.05e-05,0.997216309,0.002783691,0.999972424,2.76e-05,0.998472626,0.001527374,291,0,AGN,126.648109
4FGL J0111.4+0534,-56.94024,-22.6637549,1.9516995,0.27426252,0.09627693,0.6276154,-0.92611957,0.9910094,0.001807813,-0.78074723,0.024172844,-0.79372317,-0.21826562,2.23447657,8.26051677,AGN,bll,PowerLaw,3FGL J0111.5+0535,1RXS J011130.5+053612,0.999793658,0.000206,0.996282203,0.003717797,0.999069306,0.000931,0.997017624,0.002982376,309,0,AGN,132.077469
4FGL J0111.5-2546,-85.29286,-22.6830782,2.379318,0.35331562,0.1792071,1.0948385,-0.9400729,-0.24101105,0.005402939,-0.63885033,-0.5634079,-0.9999998,0.98566586,3.02493762,7.02236921,AGN,bcu,PowerLaw,,NVSS J011130-254531,0.999906326,9.37e-05,0.996677964,0.003322036,0.999843301,0.000157,0.987571312,0.012428688,299,0,AGN,197.394547
4FGL J0112.0-6634,-50.42372,-22.3893743,2.7133915,0.11299356,0.08921463,1.3634142,-0.11665702,-0.7965494,0.003085475,-0.712427,-0.8297319,-0.7182897,-0.99988306,3.02622757,6.252452,AGN,fsrq,PowerLaw,,PKS 0110-668,0.999985172,1.48e-05,0.996674175,0.003325825,0.999845461,0.000155,0.998043866,0.001956134,317,0,AGN,299.71225
4FGL J0112.1+2245,-39.870537,-18.6506161,2.0710754,0.018747441,0.056895148,6.279886,0.034906343,-0.4420632,0.000189,-0.55701,-0.52974445,-0.5961474,-0.7548149,5.74668687,6.6388578,AGN,BLL,LogParabola,3FGL J0112.1+2245,S2 0109+22,0.999850143,0.00015,0.992891734,0.007108266,0.99921893,0.000781,0.996404727,0.003595273,295,0,AGN,129.147644
4FGL J0112.1-0321,-65.72533,-22.0728125,2.41908,0.16459249,0.1546824,1.8142964,0.91328865,-0.71214837,0.003741675,-0.63185114,-0.78823155,-0.69065195,-0.9998569,2.99273009,6.83264836,AGN,fsrq,PowerLaw,,TXS 0110-037,0.999962622,3.74e-05,0.995840548,0.004159452,0.998954026,0.001045974,0.997303281,0.002696719,281,0,AGN,135.574432
4FGL J0112.8+3208,-30.51219,-19.7911274,2.3686182,0.030874541,0.04994181,3.2866166,-0.30482796,-0.58615506,0.000525,-0.6731261,-0.63407147,-0.8457727,-0.6634658,6.79065134,6.18316556,AGN,fsrq,LogParabola,3FGL J0112.8+3207,4C +31.03,0.999455978,0.000544,0.997233736,0.002766264,0.999980874,1.91e-05,0.988469782,0.011530218,300,0,AGN,128.202927
4FGL J0112.8-7506,-41.94915,-21.9607402,1.9442574,0.28094235,0.40773773,3.38877,-0.87929344,-0.6553471,0.002739929,-0.07746295,-0.24203397,-0.51233804,-1,0.677068949,7.97306129,AGN,bll,LogParabola,3FGL J0112.9-7506,2MASS J01123146-7506179,0.994999959,0.005000041,0.962100223,0.037899777,0.975485885,0.024514115,0.946439649,0.053560351,290,0,AGN,301.086487
4FGL J0113.1-3553,-80.091736,-22.0421511,2.3993542,0.12706107,0.112948805,1.6049118,0.99898773,-0.5308031,0.002363293,-0.5839016,-0.84673977,-0.63509864,-0.9995692,3.50579425,6.75206358,AGN,fsrq,PowerLaw,3FGL J0113.0-3554,PMN J0113-3551,0.999976031,2.4e-05,0.996981149,0.003018851,0.999873899,0.000126,0.99782983,0.00217017,290,0,AGN,276.476807
4FGL J0113.4+4948,-12.910367,-20.6906645,2.2328646,0.059299033,0.06798969,2.2549353,0.9996643,-0.41815326,0.000656,-0.62976575,-0.5954952,-0.65988237,-0.79152656,3.62669148,7.27272514,AGN,fsrq,PowerLaw,3FGL J0113.4+4948,S4 0110+49,0.999899503,0.0001,0.99645716,0.00354284,0.997325543,0.002674457,0.998384543,0.001615457,285,0,AGN,126.57621
4FGL J0113.7+0225,-59.968235,-22.282771,2.5138004,0.20159282,-0.030824099,0.2504316,-0.84486264,-0.28254643,0.002374199,-0.80604565,-0.6716996,-0.40250388,-0.99997854,2.36203311,7.18661823,AGN,bll,PowerLaw,,UGC 773,0.999921014,7.9e-05,0.996774298,0.003225702,0.999740346,0.00026,0.996655419,0.003344581,323,0,AGN,134.101273
4FGL J0114.0+6418,1.5399152,-21.7453942,2.2077303,0.17713599,0.00843004,0.0947095,-0.29950595,0.8454357,0.001300017,-0.75793076,-0.32742092,-0.7956661,-0.3150391,2.79050347,8.29185882,AGN,bcu,PowerLaw,,GB6 J0113+6416,0.999706777,0.000293,0.994274701,0.005725299,0.996127972,0.003872028,0.995936787,0.004063213,285,0,AGN,125.381821
4FGL J0114.8+1326,-49.041607,-20.5828488,2.0668852,0.05222993,0.013717886,0.56620574,-0.43016687,-0.5360174,0.00036,-0.58635885,-0.45847523,-0.5912542,-0.534495,3.69955029,7.37183534,AGN,bll,PowerLaw,3FGL J0114.8+1326,GB6 J0114+1325,0.999939067,6.09e-05,0.997126221,0.002873779,0.999816147,0.000184,0.99863289,0.00136711,281,0,AGN,131.633972
4FGL J0114.9-3400,-81.46336,-22.9185026,1.5745633,0.1917051,0.006828292,0.06366253,0.40035227,-0.8436722,0.000368,-0.47479114,-0.34238157,-0.25911123,0.08622698,2.08572945,9.24261045,AGN,bll,PowerLaw,,1RXS J011501.3-340008,0.999939626,6.04e-05,0.996991887,0.003008113,0.999911493,8.85e-05,0.999489913,0.00051,323,0,AGN,268.03241
4FGL J0115.1+2622,-36.19606,-22.452072,2.1863077,0.17848276,-0.031395275,0.33708915,-0.8041642,0.17673329,0.001268354,-0.7692655,-0.43335304,-0.2683459,-0.9991924,3.11463874,7.82307258,AGN,bcu,PowerLaw,,1RXS J011451.8+262337,0.999982067,1.79e-05,0.9973083,0.0026917,0.999948278,5.17e-05,0.999317726,0.000682,300,0,AGN,129.505737
4FGL J0115.1-0129,-63.74519,-22.1333453,2.7209473,0.13264912,0.12501383,1.284147,0.62541336,-0.626068,0.002107268,-0.85684884,-0.87057304,-0.838992,0.622988,3.79390376,6.32270814,AGN,fsrq,PowerLaw,,PKS 0112-017,0.999839308,0.000161,0.996776446,0.003223554,0.999836822,0.000163,0.996187854,0.003812146,301,0,AGN,136.425018
4FGL J0115.6+0356,-58.379635,-20.5162658,2.083878,0.065379135,0.08741509,2.5114446,-0.72005975,-0.3300791,0.000713,-0.5480493,-0.50464463,-0.69637656,-0.7553224,2.88812492,7.32987296,AGN,bll,PowerLaw,3FGL J0115.7+0356,PMN J0115+0356,0.999911591,8.84e-05,0.996102553,0.003897447,0.996636149,0.003363851,0.998338915,0.001661085,306,0,AGN,134.506134
4FGL J0115.8+2519,-37.211563,-20.6354822,1.9745302,0.05313794,-0.014478617,0.6033501,-0.1689842,-0.65936,0.000208,-0.5748231,-0.40853968,-0.43782476,-0.49694344,3.74305254,7.81195902,AGN,bll,PowerLaw,3FGL J0115.8+2519,RX J0115.7+2519,0.999955438,4.46e-05,0.997103456,0.002896544,0.999841346,0.000159,0.99942539,0.000575,299,0,AGN,129.852234
4FGL J0116.0-1136,-73.4404,-20.7547361,2.3908017,0.047860585,0.042156577,1.4931662,-0.3053843,-0.5770041,0.000866,-0.70812947,-0.61026525,-0.756408,-0.9997696,5.55848042,6.56012933,AGN,fsrq,PowerLaw,3FGL J0116.0-1134,PKS 0113-118,0.999952985,4.7e-05,0.997296852,0.002703148,0.999980665,1.93e-05,0.996785658,0.003214342,307,0,AGN,144.50386
4FGL J0116.0-2745,-84.51192,-22.7617711,1.7768272,0.26791444,0.14166091,1.1122239,-0.9745739,0.99268866,0.001148322,0.25474274,-0.45295864,-0.43871024,-0.14858304,2.25885388,8.83385789,AGN,bll,PowerLaw,3FGL J0116.2-2744,1RXS J011555.6-274428,0.999889818,0.00011,0.996707917,0.003292083,0.999782082,0.000218,0.99745846,0.00254154,312,0,AGN,220.940292
4FGL J0116.2-6153,-54.987865,-22.0271486,1.8996841,0.115313664,0.059164386,1.1796318,-0.9999859,0.9998034,0.000602,-0.36075696,-0.6146899,-0.17237756,-0.63538474,1.74940491,8.07389297,AGN,bll,PowerLaw,3FGL J0116.3-6153,SUMSS J011619-615343,0.999905976,9.4e-05,0.996327065,0.003672935,0.999762593,0.000237,0.99770454,0.00229546,286,0,AGN,297.844055
4FGL J0116.5-2812,-84.34075,-22.7672784,2.29121,0.17888136,-0.038393933,0.39373985,0.92377853,-0.62557954,0.000916,-0.6778726,-0.7961383,-0.3114699,-0.4127879,2.13478065,7.57049511,AGN,bll,PowerLaw,,1RXS J011637.7-281146,0.999900988,9.9e-05,0.996579094,0.003420906,0.999855663,0.000144,0.998156465,0.001843535,283,16,AGN,225.304443
4FGL J0116.5-3046,-83.39752,-22.8665625,2.65462,0.27689555,0.18465143,1.2358103,-0.48669043,-0.59232706,0.00733691,-0.680697,-1,0.99986404,-0.99137026,0.804494502,6.27562323,AGN,fsrq,PowerLaw,,PKS 0113-310,0.99986258,0.000137,0.995411228,0.004588772,0.999994943,5.06e-06,0.980242621,0.019757379,317,0,AGN,248.026459
4FGL J0117.5-2442,-83.65052,-23.2044035,1.7473919,0.5946403,0.566296,1.7930765,-0.48662898,-0.8431924,0.001940502,-0.9999188,0.99964195,-0.7829005,-0.2800492,1.06816245,8.74720701,AGN,bll,PowerLaw,,1RXS J011746.6-244329,0.986699297,0.013300703,0.990634467,0.009365533,0.992986976,0.007013024,0.969893349,0.030106651,295,0,AGN,192.046005
4FGL J0117.8-2109,-81.526344,-20.8557095,2.3806894,0.08789089,0.11058333,2.5832565,0.99977386,-0.31707197,0.001373208,-0.6926088,-0.66889596,-0.6786595,-0.9999912,4.53592162,7.16092176,AGN,fsrq,PowerLaw,3FGL J0117.8-2113,PKS 0115-214,0.999914161,8.58e-05,0.996590101,0.003409899,0.999468586,0.000531,0.995872192,0.004127808,295,0,AGN,169.555313
4FGL J0118.9-2141,-81.72015,-19.5412472,2.269433,0.03276423,0.10583018,6.940943,-0.23260446,-0.58530873,0.000597,-0.6355408,-0.6071093,-0.7792839,-0.7692861,5.13573507,6.94508054,AGN,fsrq,LogParabola,3FGL J0118.8-2142,PKS 0116-219,0.999557716,0.000442,0.989026436,0.010973564,0.995899195,0.004100805,0.988266734,0.011733266,270,0,AGN,173.405762
4FGL J0119.0-1458,-76.2582,-22.0460684,1.7987903,0.16620852,0.101953566,1.4522696,0.90662694,-0.23919974,0.000813,-0.5128156,-0.2779451,-0.46634865,-0.5366392,1.86115018,8.25487868,AGN,bll,PowerLaw,3FGL J0118.9-1457,1RXS J011905.4-145906,0.99990976,9.02e-05,0.994778129,0.005221871,0.998065089,0.001934911,0.998645648,0.001354352,302,0,AGN,152.185364
4FGL J0119.4-5354,-62.71831,-22.5446848,2.3141773,0.15623266,-0.03577341,0.48800975,-0.002722469,-0.8138536,0.001280163,-0.61095273,-0.5252112,-0.99589366,0.88436484,2.5079625,7.23021668,AGN,bcu,PowerLaw,,PKS 0117-542,0.999467058,0.000533,0.996788797,0.003211203,0.999765351,0.000235,0.996162567,0.003837433,310,0,AGN,293.909576
4FGL J0119.6+4158,-20.581835,-22.7135783,2.2989135,0.24384551,0.13338304,1.2499781,0.9946185,-0.46786982,0.003362831,-0.8052593,-0.3470227,-0.8319905,-0.9996501,1.49359914,7.33767447,AGN,bcu,PowerLaw,,2MASX J01200274+4200139,0.999152561,0.000847,0.991316738,0.008683262,0.986534116,0.013465884,0.991665779,0.008334221,317,0,AGN,128.532608
4FGL J0119.9+4053,-21.658716,-22.9085871,2.0624826,0.41725063,0.27955726,1.7136341,-0.99996686,0.9999991,0.003916832,-0.29252198,-0.39768046,-0.6934977,-0.99987155,1.84400198,7.94804768,AGN,bcu,PowerLaw,,CRATES J012018+405314,0.999648382,0.000352,0.99485847,0.00514153,0.996337514,0.003662486,0.982889965,0.017110035,291,0,AGN,128.733795
4FGL J0120.4-2701,-83.53282,-19.4409449,1.9018556,0.03237752,0.05379297,4.0797377,0.9990419,-0.3656792,0.000192,-0.46880192,-0.4121988,-0.56755596,-0.44579893,3.26709864,7.06575204,AGN,bll,LogParabola,3FGL J0120.4-2700,PKS 0118-272,0.999750904,0.000249,0.992658453,0.007341547,0.996940345,0.003059655,0.996391139,0.003608861,309,0,AGN,213.654648
4FGL J0121.7+5153,-10.697121,-22.7600518,1.789827,0.24091358,0.16205776,1.5664994,-0.99989563,-0.9999599,0.000861,0.9999996,-0.20123914,-0.9210487,0.5183319,2.35954719,8.96323617,AGN,bcu,PowerLaw,3FGL J0121.7+5154,2MASS J01213367+5155520,0.997885649,0.002114351,0.996619709,0.003380291,0.997865695,0.002134305,0.986428325,0.013571675,314,0,AGN,127.68354
4FGL J0121.8-3916,-76.304276,-22.2429797,1.8481876,0.14950037,0.09072005,1.38566,-0.9999237,0.9994556,0.00074,-0.44168666,-0.40475768,-0.6820721,-0.004896462,2.42535193,8.16087238,AGN,bcu,PowerLaw,3FGL J0121.8-3917,NVSS J012152-391547,0.999945425,5.46e-05,0.996626959,0.003373041,0.999651994,0.000348,0.999280344,0.00072,297,0,AGN,277.26886
4FGL J0123.1+3421,-28.06065,-22.1501113,1.7042593,0.14844416,0.044599082,0.7210783,-0.99997133,0.9994751,0.000335,-0.7830589,0.030669628,-0.3593709,-0.3182867,2.43332952,8.7704602,AGN,bll,PowerLaw,3FGL J0122.8+3423,1ES 0120+340,0.999947833,5.22e-05,0.997056656,0.002943344,0.999648163,0.000352,0.999425657,0.000574,301,0,AGN,130.348831
4FGL J0123.7-2311,-81.700134,-21.3304972,1.8529655,0.08046697,0.027249828,0.7870945,-0.999993,0.99990314,0.000258,-0.40631893,-0.47342005,-0.506659,-0.16689281,3.0352964,8.07100327,AGN,bll,PowerLaw,3FGL J0123.7-2312,1RXS J012338.2-231100,0.999958923,4.11e-05,0.997025999,0.002974001,0.999837701,0.000162,0.99913281,0.000867,308,0,AGN,186.413925
4FGL J0124.8-0625,-67.83154,-22.0709582,2.1980474,0.22124785,0.2802055,2.3071835,-0.78248656,-0.57703984,0.004912933,-0.5719331,-0.5536615,-0.6447531,-0.99965554,3.62910789,7.29790172,AGN,bll,PowerLaw,3FGL J0125.2-0627,PMN J0124-0624,0.99997633,2.37e-05,0.996597729,0.003402271,0.999757758,0.000242,0.996013046,0.003986954,315,0,AGN,145.440094
4FGL J0125.3-2548,-82.289444,-21.3033783,2.209256,0.10631511,0.09129135,1.71357,0.9990506,-0.6278247,0.001781881,-0.5019199,-0.54646873,-0.8094364,-0.9999479,2.91058956,7.14463431,AGN,bll,PowerLaw,3FGL J0125.4-2548,PKS 0122-260,0.999754982,0.000245,0.996177734,0.003822266,0.998190413,0.001809587,0.994709592,0.005290408,318,0,AGN,204.982712
4FGL J0125.7-0015,-61.9042,-22.836637,3.028442,0.14570728,0.06500883,0.71186227,-0.44431058,-0.8084591,0.006085625,-0.8203448,-0.900287,-0.9999981,-0.61816305,1.66573594,5.58072005,AGN,fsrq,PowerLaw,,PKS 0122-005,0.999891115,0.000109,0.994511463,0.005488537,0.997908378,0.002091622,0.990485543,0.009514457,271,2,AGN,141.373947
4FGL J0126.0-2221,-80.8067,-21.5968747,2.583914,0.09616101,0.11903104,2.142433,0.9995756,-0.63229865,0.002810707,-0.70908153,-0.85710317,-0.64200723,-0.9996737,4.30120762,6.50589362,AGN,fsrq,PowerLaw,3FGL J0126.1-2227,PKS 0123-226,0.999955289,4.47e-05,0.996833531,0.003166469,0.99985561,0.000144,0.996279279,0.003720721,298,0,AGN,183.585403
4FGL J0127.1+3310,-29.103487,-22.4740845,2.2363648,0.14068046,-0.06795398,1.0479954,0.9821064,-0.8592086,0.000663,-0.5415697,-0.6478536,-0.17591868,-0.9699465,0.500860089,7.56215924,AGN,bll,PowerLaw,,NVSS J012656+330727,0.999739806,0.00026,0.989662817,0.010337183,0.994721319,0.005278681,0.992844754,0.007155246,328,0,AGN,131.474411
4FGL J0127.2+0324,-58.256546,-21.2272264,1.9609165,0.09452697,0.0602101,1.4097253,-0.8317262,0.17907882,0.000587,-0.55444276,-0.34663188,-0.54051614,-0.5582597,3.73818683,7.72409837,AGN,bll,PowerLaw,3FGL J0127.2+0325,NVSS J012713+032259,0.999964092,3.59e-05,0.997137946,0.002862054,0.999878307,0.000122,0.999385825,0.000614,307,0,AGN,140.127853
4FGL J0127.2-0819,-69.38138,-21.1137608,2.2121394,0.08326094,0.100261554,2.3725681,0.99572074,-0.5414785,0.001205568,-0.5557763,-0.6532094,-0.6521466,-0.9997418,1.83116758,7.1058899,AGN,bll,PowerLaw,3FGL J0127.1-0818,PMN J0127-0821,0.999184579,0.000815,0.986625209,0.013374791,0.984144087,0.015855913,0.989245549,0.010754451,319,0,AGN,148.845947
4FGL J0127.4-4813,-67.7681,-22.4790058,2.2720509,0.23477513,0.1608553,1.2675674,0.673291,-0.6547363,0.003018486,-0.6461772,-0.47309104,-0.99987394,0.9979572,2.44254638,7.22338977,AGN,bcu,PowerLaw,,PMN J0127-4813,0.995931432,0.004068568,0.995922862,0.004077138,0.999316189,0.000684,0.99418211,0.00581789,296,0,AGN,286.923798
4FGL J0127.9+4857,-13.482618,-22.056832,2.4731832,0.12083273,-0.02400483,0.37372968,0.28547448,-0.6620624,0.001079363,-0.55861455,-0.8675101,-0.71844465,0.24819914,2.91868471,7.00600078,AGN,bll,PowerLaw,3FGL J0127.6+4851,GB6 J0128+4901,0.999971996,2.8e-05,0.997058625,0.002941375,0.999541626,0.000458,0.997966798,0.002033202,283,0,AGN,129.075073
4FGL J0128.2+4400,-18.37076,-22.5790698,2.502206,0.2646389,0.36916912,2.4251888,0.98208743,-0.6350107,0.006183113,-0.7590658,-0.60879076,-0.99971247,-0.9345255,2.22077496,6.85917819,AGN,bcu,PowerLaw,,MG4 J012818+4405,0.997362774,0.002637226,0.986335751,0.013664249,0.974836111,0.025163889,0.9819957,0.0180043,303,16,AGN,129.902557
4FGL J0128.3+5710,-5.3426013,-22.0062037,2.4788063,0.12494919,-0.032812957,0.50885975,0.30368063,-0.53011715,0.001148748,-0.7880224,-0.7544439,-0.34801683,-0.48674586,2.64632429,7.2153324,AGN,bcu,PowerLaw,,2MASS J01282987+5712494,0.999931166,6.88e-05,0.996691982,0.003308018,0.999588271,0.000412,0.997983348,0.002016652,307,0,AGN,127.939224
4FGL J0128.5+4440,-17.694757,-22.6743208,2.0685956,0.28960562,0.24603488,1.9234631,-1,0.9999994,0.003179837,-0.6583597,-0.4780307,-0.43854845,-0.99995166,3.26487249,8.00215477,AGN,fsrq,PowerLaw,3FGL J0128.5+4430,GB6 J0128+4439,0.999879244,0.000121,0.997027157,0.002972843,0.999705159,0.000295,0.992350814,0.007649186,290,0,AGN,129.848099
4FGL J0129.7+3436,-27.591726,-22.1849661,2.0277634,0.22234523,0.23769,2.2426977,-0.9999715,0.9999971,0.002928851,-0.48667473,-0.4639317,-0.63876027,-0.99993014,1.42171905,7.82449271,AGN,bcu,PowerLaw,,TXS 0126+343,0.999093173,0.000907,0.988142893,0.011857107,0.985924861,0.014075139,0.990285927,0.009714073,331,0,AGN,131.830414
4FGL J0129.8+1440,-47.16234,-22.2777872,2.7672477,0.12866655,0.09985988,1.1386698,-0.14830305,-0.65701956,0.005373359,-0.8679737,-0.6826604,-0.9997795,0.9974191,2.22927346,6.05265978,AGN,fsrq,PowerLaw,3FGL J0130.8+1441,4C +14.06,0.998591344,0.001408656,0.995953271,0.004046729,0.998775711,0.001224289,0.99058439,0.00941561,288,0,AGN,136.669815
4FGL J0130.4-2129,-79.478424,-22.5997085,1.9384637,0.1954192,0.06629309,0.6376144,-0.8393947,0.9999835,0.00057,-0.6901453,-0.28310004,-0.7226711,-0.31044823,1.74626163,8.04925025,AGN,bcu,PowerLaw,,2MASS J01302573-2128389,0.999931201,6.88e-05,0.995904384,0.004095616,0.999025639,0.000974,0.996983366,0.003016634,306,0,AGN,182.703461
4FGL J0130.6+1844,-43.1505,-22.4060521,2.429464,0.12420881,-0.05599886,0.92757434,-0.22658375,-0.6024724,0.000603,-0.7882206,-0.47805935,-0.6914151,-0.4406628,1.77456929,7.04239578,AGN,bcu,PowerLaw,,MG1 J013030+1843,0.999747967,0.000252,0.996303035,0.003696965,0.998530008,0.001469992,0.998040945,0.001959055,294,0,AGN,135.694977
4FGL J0131.1+6120,-1.1678184,-20.3187106,1.7761713,0.060045157,0.0883785,3.4346786,-0.8217727,-0.46100932,0.000162,-0.16060306,-0.32175183,-0.42687747,-0.3252589,4.26100161,8.33941143,AGN,bll,LogParabola,3FGL J0131.2+6120,RX J0131.0+6120,0.999921607,7.84e-05,0.993951934,0.006048066,0.99940207,0.000598,0.993821922,0.006178078,296,0,AGN,127.678864
4FGL J0131.2+5547,-6.6514153,-21.4033793,2.096007,0.10764269,0.033776347,0.67787117,0.9985134,-0.3854507,0.000729,-0.66579306,-0.49087334,-0.55970174,-0.7056565,1.08036637,7.97063296,AGN,bcu,PowerLaw,3FGL J0131.3+5548,TXS 0128+554,0.999248107,0.000752,0.989443737,0.010556263,0.958269914,0.041730086,0.99739382,0.00260618,318,4,AGN,128.552109
4FGL J0132.7-0804,-68.58237,-22.160524,1.8205769,0.17393605,0.15802105,1.9683266,-0.9972377,0.9815305,0.000997,0.057230268,-0.5003842,-0.5246952,-0.49551296,0.205744139,8.20177913,AGN,bcu,PowerLaw,3FGL J0132.5-0802,PKS 0130-083,0.999327699,0.000672,0.960279479,0.039720521,0.975676814,0.024323186,0.990010106,0.009989894,292,0,AGN,152.003433
4FGL J0132.7-1654,-76.018585,-20.1503155,2.397992,0.035756875,0.062042754,3.2593133,-0.23008576,-0.58392954,0.000705,-0.6870422,-0.70585114,-0.65032727,-0.99998254,5.17573809,6.00771883,AGN,fsrq,LogParabola,3FGL J0132.6-1655,PKS 0130-17,0.999909218,9.08e-05,0.996819021,0.003180979,0.999949812,5.02e-05,0.996731726,0.003268274,329,0,AGN,168.099991
4FGL J0132.8+4324,-18.82842,-22.1374773,2.3205402,0.18783623,0.24477163,2.053613,-0.5864018,0.98922414,0.004208154,-0.7532834,-0.7606137,-0.6035124,-0.3552129,2.723707,7.20070083,AGN,bcu,PowerLaw,3FGL J0133.3+4324,B3 0129+431,0.999930946,6.91e-05,0.996292761,0.003707239,0.998452765,0.001547235,0.991594908,0.008405092,283,0,AGN,130.865585
