Source_Name_4FGL,GLAT_4FGL,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing,AGN_BDT_O,PSR_BDT_O,AGN_NN_O,PSR_NN_O,AGN_LR_O,PSR_LR_O,AGN_RF_O,PSR_RF_O,Times in Testing_O,GLON_4FGL,Flags
4FGL J1216.2-6121,1.224658,-21.146073959480002,2.5854118,0.26522398,0.4325939,3.218488,0.6696691,-0.5465487,0.009680646,-0.55711746,-0.9472108,-0.5774448,-0.9961592,2.3906856183129093,7.0201033944018745,AGN,bcu,LogParabola,,PMN J1217-6113,0.971116589179764,0.02888341082023575,0.8942960268569287,0.10570397314307127,0.9078820778112808,0.09211792218871867,0.8679629374381447,0.13203706256185507,302,0.9238571216467167,0.07614287835328389,0.4120660927745629,0.5879339072254371,0.3291021714936425,0.6708978285063577,0.6187138774169039,0.38128612258309597,302,298.72144,9
4FGL J1217.9+3007,82.06005,-18.420142188999122,1.9292163,0.015640574,0.046154726,5.5536475,0.9501553,-0.40582716,9.370973E-5,-0.46725738,-0.47580925,-0.53454876,-0.48286375,6.451736997266297,6.997499908897124,AGN,BLL,LogParabola,3FGL J1217.8+3007,B2 1215+30,0.9995216755510248,4.783244489750943E-4,0.9977866851840408,0.0022133148159588483,0.999448581422545,5.514185774551951E-4,0.9910938053346567,0.008906194665343497,314,0.9996291592084353,3.7084079156513277E-4,0.9973544291170351,0.0026455708829645408,0.9984732107351106,0.0015267892648906396,0.9973257830007757,0.002674216999224397,314,188.8493,0
4FGL J1218.0-0028,61.24517,-21.585804520896403,2.3211658,0.10813594,0.094194256,1.5881255,-0.808963,0.13631983,0.0012306819,-0.667839,-0.74481833,-0.41432166,-0.79879457,3.1762959528529167,7.276744697576566,AGN,bll,PowerLaw,3FGL J1218.0-0029,PKS 1215-002,0.9997806655253075,2.1933447469205754E-4,0.9976694115117843,0.0023305884882162,0.998711625396928,0.0012883746030720197,0.9965222161061474,0.003477783893852415,301,0.9995943232094248,4.056767905755722E-4,0.9973310001336532,0.0026689998663477136,0.9892484990456463,0.010751500954353482,0.9922561293132192,0.007743870686781509,301,285.37134,0
4FGL J1218.5-0119,60.464108,-20.113341853960215,2.125586,0.047718115,0.09844458,4.437693,0.87828815,-0.4497464,5.1384774E-4,-0.5597061,-0.5432936,-0.6537416,-0.72167444,5.028125118204884,7.110104111039641,AGN,bll,LogParabola,3FGL J1218.4-0121,PKS 1216-010,0.9997708415278952,2.29158472104449E-4,0.9973257565657493,0.0026742434342512025,0.998761203211897,0.0012387967881031781,0.9972662041689088,0.0027337958310928133,293,0.9997056327495271,2.943672504720804E-4,0.9979691670345674,0.0020308329654322175,0.9948199688113613,0.005180031188638388,0.9961346538631144,0.0038653461368850276,293,286.07556,0
4FGL J1219.0+4827,67.7693,-23.08004184997222,2.4140222,0.19251901,-0.012971267,0.14482307,0.980547,-0.69560933,0.0014682697,-0.83391726,-0.16437614,-0.6228584,-0.99992687,2.501976789066891,7.2195634133208415,AGN,fsrq,PowerLaw,,ON 428,0.99359104349817,0.006408956501829539,0.998266762736458,0.001733237263542001,0.998936901643872,0.0010630983561276338,0.9896577515630498,0.010342248436950247,304,0.9980133675574905,0.001986632442509347,0.9995090539070133,4.909460929868383E-4,0.9952317478278434,0.004768252172157153,0.9721691543377171,0.02783084566228363,304,137.22037,0
4FGL J1219.0+3653,78.08101,-22.660418405796843,2.2387946,0.30861312,0.3559547,2.2457592,-0.73295456,0.95513123,0.0065786843,-0.40057796,-0.599888,-0.99950457,-0.99746233,2.032333621119847,7.357881721902237,AGN,bcu,PowerLaw,,NVSS J121915+365718,0.9959199740058298,0.004080025994170566,0.9536628195318542,0.04633718046814584,0.933534892578621,0.06646510742137918,0.9702070828729874,0.029792917127012254,343,0.9846739395058783,0.01532606049412173,0.8719146636831472,0.12808533631685298,0.6306799827349389,0.36932001726506075,0.9200711219443811,0.07992887805561903,343,155.96074,0
4FGL J1219.0-4827,14.070312,-21.22980935867839,2.2294621,0.11099862,0.20572817,3.6107514,-0.8762115,0.19116457,0.0014528674,-0.55928177,-0.52421254,-0.83615065,-0.6821978,2.617061908474407,7.3461609082351496,AGN,bll,LogParabola,3FGL J1218.8-4827,PMN J1219-4826,0.9756799896067648,0.024320010393235347,0.9643883676314109,0.03561163236858921,0.9806860338759537,0.019313966124046907,0.9665768809155753,0.033423119084424906,288,0.6934087054477173,0.30659129455228246,0.7227243227457129,0.27727567725428715,0.829452950897576,0.17054704910242424,0.5696806295620456,0.4303193704379553,288,297.41354,0
4FGL J1219.6+0550,67.402145,-22.417682774814544,2.0795684,0.21667649,0.14110054,1.2047538,0.99234194,-0.630673,0.002049257,-0.48455557,-0.5151071,-0.6342989,-0.5333395,2.658801761940833,7.836780501939896,AGN,rdg,PowerLaw,,NGC 4261,0.9998038128090796,1.9618719092022422E-4,0.9968133828673384,0.003186617132661908,0.9973480930204721,0.002651906979527661,0.9987056982670296,0.001294301732970567,285,0.9993803373082012,6.196626917992791E-4,0.9980795377584615,0.0019204622415383307,0.9905682048150682,0.00943179518493199,0.9966752209731555,0.003324779026844794,285,281.9475,0
4FGL J1219.7-0313,58.700855,-21.482587521467693,1.9430885,0.09480066,0.04522717,1.0651851,-0.11997179,-0.72000057,4.1987086E-4,-0.4454416,-0.44323733,-0.53617907,-0.3599847,2.896322351278408,8.005418383984592,AGN,bll,PowerLaw,3FGL J1219.7-0314,1RXS J121946.0-031419,0.9998328928631187,1.6710713688205213E-4,0.997808618233277,0.002191381766722945,0.9990447274262065,9.552725737933576E-4,0.9988439738494451,0.0011560261505539182,301,0.9996264252412231,3.735747587763465E-4,0.9990689930806277,9.310069193712618E-4,0.9971454211451062,0.0028545788548937304,0.999218149462287,7.818505377128523E-4,301,287.56403,0
4FGL J1219.7+0444,66.37793,-22.127049284463283,2.0026424,0.16246259,0.11488184,1.4909061,-0.97767854,0.9996032,0.0012050793,-0.25313348,-0.49486366,-0.614305,-0.24166675,2.449123587802079,8.094461622221818,AGN,bll,PowerLaw,,NVSS J121945+044621,0.999788228612728,2.1177138727180631E-4,0.9965245108692317,0.003475489130768746,0.9956308029512583,0.004369197048742099,0.9982020360181123,0.0017979639818873061,286,0.9991182861821571,8.817138178430703E-4,0.9940774499518381,0.005922550048162974,0.977465296464823,0.02253470353517624,0.9956630789255083,0.004336921074491912,286,282.8899,0
4FGL J1219.9+6056,55.77556,-22.51523992920434,2.3048444,0.10735724,-0.080101006,1.5247316,0.9220219,-0.75677764,6.993032E-4,-0.84763104,-0.13754675,-0.49759588,-0.9999948,2.9860902381728898,7.3761251368499305,AGN,bcu,PowerLaw,3FGL J1220.3+6055,87GB 121716.0+611442,0.9996211824859755,3.7881751402485717E-4,0.9981129544292473,0.0018870455707525556,0.999055696023668,9.44303976332201E-4,0.9970755623039693,0.0029244376960313014,296,0.9989855788255307,0.0010144211744695269,0.9995142398059519,4.857601940480795E-4,0.9958552316813277,0.004144768318671533,0.9918126267433085,0.008187373256691716,296,129.72911,258
4FGL J1220.1+7105,45.81558,-20.015553741597362,2.3239832,0.037547365,0.13095307,7.169443,-0.22184698,-0.48824146,6.688718E-4,-0.619504,-0.7007327,-0.7970951,-0.81922257,7.032084132837285,6.580637195535491,AGN,fsrq,LogParabola,3FGL J1220.2+7105,S5 1217+71,0.9981381405757082,0.0018618594242924547,0.9964495205582982,0.00355047944170146,0.9996970181208577,3.0298187914191174E-4,0.9880194429242378,0.01198055707576235,318,0.9938974843845103,0.006102515615489863,0.9973450741451947,0.002654925854805479,0.9987010669755921,0.0012989330244083139,0.9716380116385086,0.028361988361491768,318,126.5569,0
4FGL J1220.1+3432,80.01147,-21.385667444028304,2.107099,0.07821421,0.060028452,1.6063762,0.98495996,-0.44563767,6.8505376E-4,-0.5645541,-0.551333,-0.66393965,-0.5366448,3.2145658703432414,7.42245630367196,AGN,bll,PowerLaw,3FGL J1220.2+3434,GB2 1217+348,0.9998376473653254,1.6235263467393132E-4,0.9978692023425357,0.0021307976574642127,0.9965497922245314,0.003450207775468691,0.9989074049164632,0.0010925950835370614,271,0.99958506803328,4.1493196672061E-4,0.9987492188770415,0.0012507811229580982,0.9877758729842853,0.012224127015715274,0.998437292955175,0.001562707044824524,271,163.14453,0
4FGL J1220.2-3713,25.233273,-21.755203503191648,2.0004137,0.13153689,0.11005586,1.8539671,0.99942386,-0.5191393,9.529218E-4,-0.47783333,-0.46994406,-0.44401744,-0.76142174,1.7137179786165497,8.00759141843926,AGN,bcu,PowerLaw,3FGL J1220.1-3715,2MASS J12201982-3714137,0.999420229946038,5.797700539624815E-4,0.9844639608341292,0.015536039165870734,0.9806718492802671,0.019328150719732835,0.9973673111116165,0.002632688888383304,296,0.9982117768537798,0.001788223146220936,0.9777255817861451,0.022274418213855042,0.9054548494380464,0.09454515056195363,0.9921049113081842,0.007895088691816007,296,296.07916,0
4FGL J1221.3+3010,82.74093,-19.544494355081774,1.707395,0.028418068,0.032616034,2.1889765,-0.57272714,-0.17613077,7.678374E-5,-0.44932535,-0.2663285,-0.462371,-0.15123773,4.0954251448490115,8.41215795618233,AGN,bll,PowerLaw,3FGL J1221.3+3010,PG 1218+304,0.9993046925940606,6.953074059397322E-4,0.9983730896577867,0.0016269103422132387,0.9984247876069414,0.001575212393057929,0.9814632196512253,0.018536780348774186,295,0.9989346932797017,0.0010653067202984804,0.9993972600998035,6.027399001964908E-4,0.9959942533285971,0.004005746671403828,0.9906217745306828,0.009378225469317651,295,186.41698,0
4FGL J1221.5+2814,83.28413,-19.534963739270147,2.1531594,0.022829784,0.021097437,1.630172,-0.46236733,-0.52298474,2.1300085E-4,-0.6025373,-0.51450866,-0.6879875,-0.584056,5.726033572588456,6.986994648681496,AGN,bll,PowerLaw,3FGL J1221.4+2814,W Comae,0.9954964000569492,0.004503599943050238,0.9984617930117908,0.0015382069882094382,0.9999318105520267,6.818944797349632E-5,0.9952327753690555,0.004767224630944277,275,0.9995454405997413,4.5455940025819117E-4,0.9996691657338339,3.308342661664487E-4,0.9998388107925312,1.611892074684854E-4,0.9964092680451296,0.0035907319548706715,275,201.69415,0
4FGL J1222.0-4121,21.171497,-22.851324005854085,2.2011006,0.38633502,0.3084825,1.5683188,-0.922048,0.95681405,0.0033079074,-0.5682605,-0.39810383,-0.88455963,-0.99260634,2.4867848016228087,7.714533018923379,AGN,bcu,PowerLaw,,PKS 1219-411,0.9981947874106943,0.0018052125893053069,0.9937499617503863,0.006250038249613928,0.9938828725604888,0.006117127439511065,0.981456359379751,0.018543640620248755,290,0.9957281750627405,0.0042718249372596705,0.981758298912463,0.01824170108753631,0.9609029063536833,0.039097093646316694,0.9661968575728408,0.03380314242715879,290,297.02603,0
