Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,AGN_BDT_O,AGN_BDT_O_STD,PSR_BDT_O,PSR_BDT_O_STD,AGN_NN_O,AGN_NN_O_STD,PSR_NN_O,PSR_NN_O_STD,AGN_RF_O,AGN_RF_O_STD,PSR_RF_O,PSR_RF_O_STD,AGN_LR_O,AGN_LR_O_STD,PSR_LR_O,PSR_LR_O_STD,Flags,Category_Prob
4FGL J0947.6+2215,209.16878,48.189774,-22.4544958,2.1536837,0.21674725,0.2561744,1.9440337,0.5564595,0.25634056,0.004207905,-0.5180378,-0.6175177,-0.67293215,-0.95577407,2.98165992,7.51080591,AGN,bll,PowerLaw,,TXS 0944+225,0.999690902,0.000263,0.000309,0.000263,0.996816551,0.001650937,0.003183449,0.001650937,0.995645965,0.003231359,0.004354035,0.003231359,0.994955926,0.001097902,0.005044074,0.001097902,0.999347274,0.000538,0.000653,0.000538,0.997320916,0.004019387,0.002679084,0.004019387,0.991373702,0.008239542,0.008626298,0.008239542,0.979131645,0.006182975,0.020868355,0.006182975,0,AGN
4FGL J0947.9+1121,223.86572,44.21895,-22.93015,2.0472856,0.14557308,-0.12031485,1.3716258,-0.857007,-0.701113,0.000537,-0.80638003,-0.3429289,-0.33482626,-0.57000256,2.72833951,8.36568565,AGN,bll,PowerLaw,,NVSS J094746+112020,0.999933355,3.95e-05,6.66e-05,3.95e-05,0.998204687,0.001116134,0.001795313,0.001116134,0.999225525,0.000506,0.000774,0.000506,0.999661599,0.000114,0.000338,0.000114,0.999851666,0.000137,0.000148,0.000137,0.999377953,0.001126108,0.000622,0.001126108,0.998527505,0.002833699,0.001472495,0.002833699,0.998417044,0.000965,0.001582956,0.000965,0,AGN
4FGL J0948.6-0338,240.60446,36.264427,-22.7319448,2.5032141,0.15557787,-0.0481746,0.5322215,-0.5058786,-0.3969689,0.002601782,-0.7848917,-0.43556195,-0.9999815,0.9688413,2.81195306,6.91044655,AGN,bcu,PowerLaw,,PMN J0948-0338,0.999623023,0.000334,0.000377,0.000334,0.998056276,0.001297681,0.001943724,0.001297681,0.996276876,0.003294415,0.003723124,0.003294415,0.999776269,9.82e-05,0.000224,9.82e-05,0.998516047,0.001830874,0.001483953,0.001830874,0.998060925,0.005064676,0.001939075,0.005064676,0.993299681,0.006913875,0.006700319,0.006913875,0.997953351,0.001313698,0.002046649,0.001313698,0,AGN
4FGL J0948.9+0022,236.59575,38.716587,-19.8963104,2.637715,0.027681908,0.16523099,10.365969,-0.26963642,-0.6442235,0.001067812,-0.80016387,-0.8379153,-0.9618796,-0.9998964,6.07716245,5.62345237,AGN,NLSY1,LogParabola,3FGL J0948.8+0021,PMN J0948+0022,0.979987439,0.076499317,0.020012561,0.076499317,0.923978639,0.060856089,0.076021361,0.060856089,0.891724275,0.053898738,0.108275725,0.053898738,0.991216058,0.007555603,0.008783942,0.007555603,0.953525101,0.051013476,0.046474899,0.051013476,0.685877903,0.250438623,0.314122097,0.250438623,0.923236861,0.046666851,0.076763139,0.046666851,0.845601346,0.083752751,0.154398654,0.083752751,0,AGN
4FGL J0949.0+4038,181.02899,50.31047,-22.4050458,2.6077266,0.10177703,-0.018676652,0.2646739,0.24177682,-0.6047722,0.000689,-0.8484427,-0.6213871,-0.6088334,-0.5485711,3.45406965,6.57136422,AGN,fsrq,PowerLaw,3FGL J0948.6+4041,4C +40.24,0.999791662,0.00023,0.000208,0.00023,0.998216958,0.001232879,0.001783042,0.001232879,0.996481624,0.004153898,0.003518376,0.004153898,0.999822709,6.04e-05,0.000177,6.04e-05,0.998829264,0.001364454,0.001170736,0.001364454,0.999597243,0.000756,0.000403,0.000756,0.988628698,0.012179221,0.011371302,0.012179221,0.998867479,0.000547,0.001132521,0.000547,0,AGN
4FGL J0949.2+1749,215.5866,47.138035,-22.5694725,2.5216506,0.16547425,0.013741136,0.14771955,-0.8760213,-0.09415719,0.002603801,-0.7724865,-0.52973723,-0.8835101,-0.99997383,3.49656526,6.62425521,AGN,fsrq,PowerLaw,1FGL J0949.8+1757,TXS 0946+181,0.991278411,0.082913937,0.008721589,0.082913937,0.99835168,0.00118496,0.00164832,0.00118496,0.992725687,0.008155637,0.007274313,0.008155637,0.999825007,7.13e-05,0.000175,7.13e-05,0.999863196,0.000167,0.000137,0.000167,0.999380923,0.001109954,0.000619,0.001109954,0.987084422,0.013989498,0.012915578,0.013989498,0.999064829,0.000493,0.000935,0.000493,2,AGN
4FGL J0949.7+5819,155.32837,45.729427,-22.1911564,2.6281176,0.10208827,0.089772224,1.5280154,0.43766803,-0.6024365,0.002464639,-0.7319054,-0.85497224,-0.46916196,-0.9993928,3.81004598,6.57971666,AGN,bcu,PowerLaw,,87GB 094609.3+583301,0.99989908,6.43e-05,0.000101,6.43e-05,0.998383045,0.001168888,0.001616955,0.001168888,0.998273365,0.000703,0.001726635,0.000703,0.999480935,0.000177,0.000519,0.000177,0.999845735,0.000128,0.000154,0.000128,0.99956574,0.000863,0.000434,0.000863,0.997152593,0.003227906,0.002847407,0.003227906,0.996337396,0.001693492,0.003662604,0.001693492,16,AGN
4FGL J0950.2+0615,230.36029,42.220894,-21.8545146,2.0371127,0.13380882,0.13161586,2.153071,-0.9932621,0.9999023,0.001295681,-0.5823857,-0.4757766,-0.53999686,-0.9994847,2.70890384,7.70320518,AGN,bll,PowerLaw,,GB6 J0950+0615,0.999725545,0.000197,0.000274,0.000197,0.996857962,0.001869221,0.003142038,0.001869221,0.997646191,0.003129538,0.002353809,0.003129538,0.99517054,0.001296245,0.00482946,0.001296245,0.99887404,0.00094,0.00112596,0.00094,0.993355745,0.009675993,0.006644255,0.009675993,0.993394059,0.007857904,0.006605941,0.007857904,0.972733939,0.011539961,0.027266061,0.011539961,0,AGN
4FGL J0950.2+4553,172.89343,49.745132,-21.6224313,1.98742,0.086631455,0.015197152,0.3840225,0.81973827,-0.27764076,0.000417,-0.6599373,-0.28263617,-0.56868535,-0.534032,2.40431932,7.75060785,AGN,bll,PowerLaw,3FGL J0950.1+4554,RX J0950.2+4553,0.999616475,0.000218,0.000384,0.000218,0.998021584,0.001299659,0.001978416,0.001299659,0.998868252,0.001382397,0.001131748,0.001382397,0.997271145,0.000625,0.002728855,0.000625,0.999452317,0.000343,0.000548,0.000343,0.999298338,0.001124539,0.000702,0.001124539,0.999123325,0.001982955,0.000877,0.001982955,0.991299114,0.002867137,0.008700886,0.002867137,0,AGN
4FGL J0952.1+3932,182.6783,51.00434,-23.1237257,1.7235255,0.3108978,0.22244285,1.7630119,-0.9999998,0.99896765,0.00148735,0.9219898,-0.30532292,-0.3249583,-0.46045884,1.257834,8.76864992,AGN,bll,PowerLaw,1FGL J0952.2+3926,RX J0952.2+3936,0.991993263,0.042338006,0.008006737,0.042338006,0.990274603,0.007458671,0.009725397,0.007458671,0.97494498,0.021783313,0.02505502,0.021783313,0.986342192,0.004860035,0.013657808,0.004860035,0.998263954,0.001485157,0.001736046,0.001485157,0.993591928,0.012291593,0.006408072,0.012291593,0.985579733,0.013941635,0.014420267,0.013941635,0.96960329,0.019209314,0.03039671,0.019209314,0,AGN
4FGL J0952.2+7503,136.10326,37.115623,-23.4400825,1.492666,0.4419522,0.32362914,2.2052872,0.97848743,-0.5534907,0.000699,-0.9884879,0.96035236,-0.051494453,-0.22289595,2.52706439,9.59833468,AGN,bll,PowerLaw,,RBS 0804,0.998132966,0.001166108,0.001867034,0.001166108,0.997802735,0.001457127,0.002197265,0.001457127,0.990658045,0.008749505,0.009341955,0.008749505,0.999172743,0.000365,0.000827,0.000365,0.997099622,0.002433616,0.002900378,0.002433616,0.999451907,0.000946,0.000548,0.000946,0.985361863,0.013253036,0.014638137,0.013253036,0.998412657,0.001452724,0.001587343,0.001452724,0,AGN
4FGL J0952.6-5048,276.5112,2.65314,-22.1677202,2.0525815,0.24107388,0.2168522,1.830448,-0.98667306,0.999081,0.0031632,-0.3213454,-0.37911344,-0.8121358,-0.19244201,3.18054472,8.22331154,AGN,bcu,PowerLaw,,PMN J0952-5049,0.999613789,0.000433,0.000386,0.000433,0.991585806,0.007276552,0.008414194,0.007276552,0.991785497,0.006177175,0.008214503,0.006177175,0.997907637,0.000678,0.002092363,0.000678,0.999606082,0.00034,0.000394,0.00034,0.954643146,0.06851082,0.045356854,0.06851082,0.980921016,0.014898039,0.019078984,0.014898039,0.990638833,0.004660682,0.009361167,0.004660682,0,AGN
4FGL J0952.8+0712,229.70586,43.275387,-22.4545457,1.9850639,0.20378868,0.24912994,2.4206705,-0.9052967,0.9986871,0.002217214,-0.38405016,-0.32219365,-0.99982315,0.9968359,2.34933117,8.0064238,AGN,bll,PowerLaw,3FGL J0952.8+0711,SDSS J095249.57+071329.9,0.992496536,0.007640282,0.007503464,0.007640282,0.993146741,0.005025119,0.006853259,0.005025119,0.975055714,0.015201364,0.024944286,0.015201364,0.992751225,0.003077716,0.007248775,0.003077716,0.982028813,0.013104721,0.017971187,0.013104721,0.958809936,0.060891701,0.041190064,0.060891701,0.944220368,0.033926902,0.055779632,0.033926902,0.95406033,0.026497081,0.04593967,0.026497081,0,AGN
4FGL J0953.0-0840,246.18584,33.900856,-19.8080918,1.8916587,0.038773034,0.04647103,2.82734,-0.2101545,-0.44504964,0.000203,-0.40774915,-0.44717127,-0.42402053,-0.6034646,3.68271741,7.21819524,AGN,bll,LogParabola,3FGL J0953.0-0839,PMN J0953-0840,0.999502764,0.000532,0.000497,0.000532,0.998001177,0.001315072,0.001998823,0.001315072,0.996917148,0.005865286,0.003082852,0.005865286,0.999051756,0.000241,0.000948,0.000241,0.998311552,0.001430626,0.001688448,0.001430626,0.999457446,0.000859,0.000543,0.000859,0.998600342,0.003061871,0.001399658,0.003061871,0.997039663,0.001157472,0.002960337,0.001157472,0,AGN
4FGL J0953.4-7659,293.4102,-17.541653,-22.2504524,1.9798474,0.2410098,0.03460572,0.280113,0.9523971,-0.68831784,0.000666,-0.62085813,-0.19726668,-0.62442225,-0.18244125,1.7718743,8.48562285,AGN,bcu,PowerLaw,3FGL J0953.1-7657c,RX J0953.1-7657,0.999815119,0.000105,0.000185,0.000105,0.994934881,0.003019195,0.005065119,0.003019195,0.998365333,0.002331537,0.001634667,0.002331537,0.99645365,0.001049688,0.00354635,0.001049688,0.9997265,0.000166,0.000274,0.000166,0.99559268,0.00602975,0.00440732,0.00602975,0.998419988,0.001984968,0.001580012,0.001984968,0.986062958,0.005200095,0.013937042,0.005200095,4,AGN
4FGL J0954.2+4913,167.63968,49.575054,-22.6386083,1.5906217,0.21143082,0.32505795,3.6450393,-0.99737275,0.9996346,0.001050295,-0.40300217,0.2961051,-0.42293328,-0.25708652,1.88408177,8.75302913,AGN,bll,LogParabola,3FGL J0954.2+4913,1ES 0950+495,0.976698264,0.037060724,0.023301736,0.037060724,0.972766262,0.020014059,0.027233738,0.020014059,0.959240948,0.026604012,0.040759052,0.026604012,0.985701482,0.004686121,0.014298518,0.004686121,0.973365495,0.034058308,0.026634505,0.034058308,0.938822938,0.097525822,0.061177062,0.097525822,0.939481229,0.039862279,0.060518771,0.039862279,0.950992649,0.02238486,0.049007351,0.02238486,0,AGN
4FGL J0954.2-2520,259.89276,22.372095,-22.1399415,2.0000603,0.15972158,0.023979396,0.37608364,0.99988896,-0.44450307,0.000824,-0.7324471,-0.15869616,-0.540137,-0.64287174,2.24562641,8.09190194,AGN,bcu,PowerLaw,,2MASS J09541965-2519588,0.999802546,0.00011,0.000197,0.00011,0.997123687,0.002033973,0.002876313,0.002033973,0.998483802,0.001275851,0.001516198,0.001275851,0.997880971,0.000489,0.002119029,0.000489,0.999747655,0.000193,0.000252,0.000193,0.998862597,0.002094416,0.001137403,0.002094416,0.997674383,0.003004263,0.002325617,0.003004263,0.992820007,0.002565657,0.007179993,0.002565657,0,AGN
4FGL J0955.1+3551,188.52312,51.74757,-23.172147,1.8932385,0.1925692,0.025108218,0.32010135,0.99963343,0.29487517,0.000412,-0.519865,-0.50563097,-0.5550992,-0.36604983,1.78509186,8.30578291,AGN,bll,PowerLaw,,1RXS J095508.2+355054,0.999655101,0.000434,0.000345,0.000434,0.99631269,0.002355362,0.00368731,0.002355362,0.996999507,0.004009168,0.003000493,0.004009168,0.995042556,0.001370449,0.004957444,0.001370449,0.999422217,0.000424,0.000578,0.000424,0.995548948,0.006731893,0.004451052,0.006731893,0.99490612,0.007225964,0.00509388,0.007225964,0.985062472,0.006210676,0.014937528,0.006210676,0,AGN
4FGL J0955.2+0835,228.47386,44.483494,-22.8873109,2.3313775,0.32814038,0.07722064,0.43184438,-0.7262243,-0.8276575,0.004447591,-0.7246596,-0.29140446,-0.70187956,-0.9983651,2.40071049,7.3165113,AGN,bll,PowerLaw,,NVSS J095501+083342,0.999847139,0.000158,0.000153,0.000158,0.997912813,0.001216186,0.002087187,0.001216186,0.996574282,0.005586045,0.003425718,0.005586045,0.999339667,0.000216,0.00066,0.000216,0.999916461,9.19e-05,8.35e-05,9.19e-05,0.999034588,0.0016345,0.000965,0.0016345,0.995038462,0.006051183,0.004961538,0.006051183,0.996450306,0.001884355,0.003549694,0.001884355,0,AGN
4FGL J0956.0+3936,182.46303,51.736233,-22.6125395,2.3936982,0.16439025,0.05256118,0.5475463,0.9378171,-0.35225677,0.002289456,-0.76948375,-0.604276,-0.5393476,-0.9999972,1.84882366,7.09456292,AGN,fsrq,PowerLaw,,WISE J095608.57+393515.8,0.99922198,0.000585,0.000778,0.000585,0.995819392,0.002491814,0.004180608,0.002491814,0.992300581,0.005692172,0.007699419,0.005692172,0.993160303,0.001970475,0.006839697,0.001970475,0.997780119,0.001557806,0.002219881,0.001557806,0.994102955,0.009527568,0.005897045,0.009527568,0.976488507,0.017358456,0.023511493,0.017358456,0.949620134,0.016964057,0.050379866,0.016964057,0,AGN
4FGL J0956.5-0958,248.04164,33.67812,-23.1535817,1.7810593,0.4689985,0.38114205,1.6665428,-0.9993344,0.9953593,0.001614689,-0.74648476,-0.115354694,-0.44228446,-0.19260769,2.51258504,8.83288792,AGN,bll,PowerLaw,,1RXS J095627.2-095720,0.99902903,0.000605,0.000971,0.000605,0.997042944,0.001648002,0.002957056,0.001648002,0.993975193,0.005548879,0.006024807,0.005548879,0.997730122,0.000627,0.002269878,0.000627,0.998832782,0.000914,0.001167218,0.000914,0.995516958,0.006164143,0.004483042,0.006164143,0.992979787,0.008124894,0.007020213,0.008124894,0.990136824,0.004503926,0.009863176,0.004503926,0,AGN
4FGL J0956.7+2516,205.45914,50.95954,-21.1163994,2.5470033,0.05762721,0.09527304,2.811626,-0.265355,-0.64502615,0.001692188,-0.7196513,-0.78072685,-0.908028,-0.99936086,4.51385852,6.36975012,AGN,fsrq,PowerLaw,3FGL J0956.6+2515,OK 290,0.999658743,0.000192,0.000341,0.000192,0.998174941,0.001265448,0.001825059,0.001265448,0.996462287,0.001961143,0.003537713,0.001961143,0.999275546,0.000251,0.000724,0.000251,0.999666144,0.000196,0.000334,0.000196,0.999474961,0.000791,0.000525,0.000791,0.99389246,0.005695157,0.00610754,0.005695157,0.995077355,0.002242742,0.004922645,0.002242742,0,AGN
4FGL J0957.3-1348,251.5141,31.180351,-21.19009,2.4667234,0.086417325,0.15527418,3.5234582,-0.21102971,-0.54760987,0.002163795,-0.64235884,-0.7639055,-0.9106467,-0.9972742,4.74494648,6.33159918,AGN,fsrq,LogParabola,3FGL J0957.5-1351,PMN J0957-1350,0.998844227,0.000826,0.001155773,0.000826,0.997988586,0.001276983,0.002011414,0.001276983,0.993587977,0.004399912,0.006412023,0.004399912,0.999514745,0.000169,0.000485,0.000169,0.99784605,0.001476921,0.00215395,0.001476921,0.99944733,0.000952,0.000553,0.000952,0.971233975,0.019544632,0.028766025,0.019544632,0.997287302,0.001168596,0.002712698,0.001168596,0,AGN
4FGL J0957.6+5523,158.59468,47.931393,-18.3959089,2.014449,0.013155024,0.07828678,10.878689,-0.06901361,-0.38102832,0.00014,-0.51822627,-0.51111335,-0.6352087,-0.6665456,3.6430669,6.68167636,AGN,fsrq,LogParabola,3FGL J0957.6+5523,4C +55.17,0.866414902,0.126141473,0.133585098,0.126141473,0.255620846,0.128174721,0.744379154,0.128174721,0.844436207,0.057405908,0.155563793,0.057405908,0.487780633,0.150089272,0.512219367,0.150089272,0.894002244,0.091090774,0.105997756,0.091090774,0.056505583,0.094995097,0.943494417,0.094995097,0.948562443,0.034529538,0.051437557,0.034529538,0.045780893,0.027950846,0.954219107,0.027950846,0,MIXED
4FGL J0957.8+3423,190.90189,52.30415,-21.9722984,2.1642168,0.12958212,0.1618911,2.5025182,0.99946386,-0.4444463,0.001855418,-0.543253,-0.5732256,-0.7420117,-0.9988117,3.56964187,7.29052669,AGN,bcu,PowerLaw,,B2 0954+34,0.999668877,0.000281,0.000331,0.000281,0.997666505,0.001408398,0.002333495,0.001408398,0.997085713,0.003174836,0.002914287,0.003174836,0.997345331,0.00062,0.002654669,0.00062,0.999006734,0.00071,0.000993,0.00071,0.99925303,0.001,0.000747,0.001,0.989370419,0.010047987,0.010629581,0.010047987,0.991144979,0.002767366,0.008855021,0.002767366,0,AGN
4FGL J0958.0+4728,170.00185,50.669662,-21.3150244,2.5903063,0.07159361,0.25384784,4.850972,0.22654808,-0.47964597,0.002893161,-0.79159576,-0.7353188,-0.96649784,-0.9999545,5.49358731,6.1867753,AGN,fsrq,LogParabola,3FGL J0957.4+4728,OK 492,0.990319424,0.008266881,0.009680576,0.008266881,0.997622755,0.001664591,0.002377245,0.001664591,0.967564384,0.020195437,0.032435616,0.020195437,0.999165523,0.000357,0.000834,0.000357,0.985747795,0.013081266,0.014252205,0.013081266,0.99853676,0.002342023,0.00146324,0.002342023,0.900448327,0.0458567,0.099551673,0.0458567,0.994413649,0.002451643,0.005586351,0.002451643,0,AGN
4FGL J0958.0-0319,242.11038,38.289894,-23.3806556,1.6356702,0.9753924,0.80290496,1.7551172,-0.9996812,0.9860971,0.001078766,-0.34493,-0.92198354,0.8349475,-0.58307296,2.51205981,9.29850261,AGN,bll,PowerLaw,3FGL J0958.3-0318,1RXS J095806.4-031729,0.981217126,0.085786906,0.018782874,0.085786906,0.996636138,0.002513144,0.003363862,0.002513144,0.959348084,0.023878278,0.040651916,0.023878278,0.997988253,0.001298783,0.002011747,0.001298783,0.980529597,0.022067931,0.019470403,0.022067931,0.994313138,0.013205424,0.005686862,0.013205424,0.953114591,0.028757248,0.046885409,0.028757248,0.984979148,0.018350612,0.015020852,0.018350612,0,AGN
4FGL J0958.0+3222,194.21823,52.26486,-22.3979272,2.6364586,0.111166,0.06602776,1.026713,0.9249774,-0.72658855,0.00282908,-0.72721714,-0.6968323,-0.8621858,-0.99874336,2.37769493,6.37052767,AGN,fsrq,PowerLaw,,3C 232,0.998823142,0.003731976,0.001176858,0.003731976,0.99617157,0.002402316,0.00382843,0.002402316,0.992796749,0.006396447,0.007203251,0.006396447,0.994672188,0.001860172,0.005327812,0.001860172,0.996470892,0.003045029,0.003529108,0.003045029,0.995675121,0.005841551,0.004324879,0.005841551,0.986236607,0.012367157,0.013763393,0.012367157,0.954583075,0.016466048,0.045416925,0.016466048,0,AGN
4FGL J0958.1-6753,287.71686,-10.300625,-22.5080846,2.2341013,0.122466326,-0.07913278,1.4798114,0.32144058,-0.6484301,0.000238,-0.75881386,-0.55078113,-0.6783191,0.028263697,2.54379471,7.97427197,AGN,bcu,PowerLaw,3FGL J0958.4-6752,1RXS J095812.8-675241,0.999591166,0.000864,0.000409,0.000864,0.995927381,0.00280316,0.004072619,0.00280316,0.997065328,0.006297147,0.002934672,0.006297147,0.998743564,0.000352,0.001256436,0.000352,0.999399192,0.000481,0.000601,0.000481,0.996059391,0.005124692,0.003940609,0.005124692,0.99343027,0.010713869,0.00656973,0.010713869,0.991432245,0.003713559,0.008567755,0.003713559,256,AGN
4FGL J0958.3-2656,261.77774,21.788877,-22.7759948,2.11768,0.31219617,0.23786442,1.7716209,0.044550132,-0.17589283,0.003510871,-0.27927524,-0.49240822,-0.6944427,-0.9997191,2.07029223,7.79474382,AGN,rdg,PowerLaw,,NGC 3078,0.999339917,0.000425,0.00066,0.000425,0.992888909,0.00542586,0.007111091,0.00542586,0.994382777,0.004358577,0.005617223,0.004358577,0.992001791,0.001412915,0.007998209,0.001412915,0.998252135,0.001359176,0.001747865,0.001359176,0.994001177,0.009129407,0.005998823,0.009129407,0.980327517,0.015652922,0.019672483,0.015652922,0.965603964,0.008649789,0.034396036,0.008649789,0,AGN
4FGL J0958.4+5042,165.14914,49.766354,-22.4972596,2.6630707,0.119166054,0.05751894,0.83176756,0.56988174,-0.65619665,0.002831327,-0.73237234,-0.7774572,-0.87208265,-1,3.35649234,6.35328075,AGN,fsrq,PowerLaw,,7C 0955+5054,0.999662804,0.002211877,0.000337,0.002211877,0.998219252,0.001137172,0.001780748,0.001137172,0.997531298,0.002369107,0.002468702,0.002369107,0.999122821,0.000329,0.000877,0.000329,0.999719593,0.0002,0.00028,0.0002,0.999392855,0.000928,0.000607,0.000928,0.997582295,0.002426533,0.002417705,0.002426533,0.994533367,0.002178318,0.005466633,0.002178318,0,AGN
4FGL J0958.4-2441,260.1802,23.486315,-21.5118967,2.1912007,0.13647354,0.20022495,3.0977664,0.29790092,-0.42681894,0.002183916,-0.48164397,-0.5724069,-0.7481775,-1,2.64541472,7.18170608,AGN,bcu,LogParabola,3FGL J0958.6-2447,TXS 0956-244,0.991655596,0.008210167,0.008344404,0.008210167,0.991344792,0.005603052,0.008655208,0.005603052,0.987027687,0.010978521,0.012972313,0.010978521,0.987532883,0.002106187,0.012467117,0.002106187,0.933837689,0.055094195,0.066162311,0.055094195,0.989827834,0.01656276,0.010172166,0.01656276,0.842419656,0.067211833,0.157580344,0.067211833,0.928381088,0.014959291,0.071618912,0.014959291,0,AGN
4FGL J0958.7+6534,145.74551,43.12773,-19.4612846,2.2155821,0.02040595,0.03710413,3.4072607,-0.09046573,-0.5280592,0.000215,-0.609863,-0.59349936,-0.70248383,-0.5498948,7.66278596,6.47901581,AGN,BLL,LogParabola,3FGL J0958.6+6534,S4 0954+65,0.999541736,0.000518,0.000458,0.000518,0.998419653,0.001165861,0.001580347,0.001165861,0.997468025,0.00354197,0.002531975,0.00354197,0.999994215,3.17e-06,5.79e-06,3.17e-06,0.999594396,0.000316,0.000406,0.000316,0.999713104,0.000728,0.000287,0.000728,0.997589488,0.004005199,0.002410512,0.004005199,0.99999037,6.86e-06,9.63e-06,6.86e-06,0,AGN
4FGL J0958.8+7039,140.18134,40.18784,-23.3998697,1.7811542,0.3727002,0.2678517,1.4767255,-0.27601975,0.34375083,0.00177761,0.5582774,0.07764903,-0.7286246,-0.22018224,2.26361004,8.96425662,AGN,bcu,PowerLaw,,GB6 J0958+7039,0.999134868,0.000511,0.000865,0.000511,0.997340392,0.001640808,0.002659608,0.001640808,0.995973952,0.003143132,0.004026048,0.003143132,0.996031172,0.001353728,0.003968828,0.001353728,0.998589934,0.000987,0.001410066,0.000987,0.999319762,0.001288127,0.00068,0.001288127,0.993291438,0.007362078,0.006708562,0.007362078,0.993736367,0.004189855,0.006263633,0.004189855,16,AGN
4FGL J0959.4+2120,211.73346,50.564228,-22.1760525,2.1803043,0.13019964,-0.01347196,0.2030253,-0.011842607,-0.4912477,0.000698,-0.5597681,-0.6063631,-0.492566,-0.55383456,2.67544192,7.62582836,AGN,bll,PowerLaw,3FGL J0959.7+2124,RX J0959.4+2123,0.999745509,0.000159,0.000254,0.000159,0.998173408,0.001331415,0.001826592,0.001331415,0.998683599,0.002046554,0.001316401,0.002046554,0.999246504,0.000211,0.000753,0.000211,0.99923845,0.000528,0.000762,0.000528,0.999432009,0.000874,0.000568,0.000874,0.997983724,0.003434365,0.002016276,0.003434365,0.996906782,0.001224339,0.003093218,0.001224339,0,AGN
4FGL J0959.6+4606,171.9763,51.2869,-23.0972404,2.884476,0.14718866,-0.039591767,0.4173221,0.4091203,-0.5524826,0.004156043,-0.8240848,-0.75976855,-0.9999938,0.98275346,2.12755934,6.28574834,AGN,bcu,PowerLaw,,2MASX J09591976+4603515,0.995918283,0.031850673,0.004081717,0.031850673,0.996913352,0.002206931,0.003086648,0.002206931,0.980695859,0.014253367,0.019304141,0.014253367,0.998420781,0.000696,0.001579219,0.000696,0.984757927,0.02086027,0.015242073,0.02086027,0.985407779,0.026997481,0.014592221,0.026997481,0.951332827,0.029183041,0.048667173,0.029183041,0.968779839,0.016558539,0.031220161,0.016558539,1,AGN
4FGL J1001.1+2911,199.51828,52.61949,-21.0465989,2.268772,0.054272965,0.060373764,1.9170432,0.13558704,-0.5581268,0.000771,-0.64820623,-0.65007466,-0.6095698,-0.49572527,5.35459287,6.86700516,AGN,bll,PowerLaw,3FGL J1001.0+2913,GB6 J1001+2911,0.99987967,6.75e-05,0.00012,6.75e-05,0.998397951,0.001041124,0.001602049,0.001041124,0.998629278,0.000662,0.001370722,0.000662,0.999955514,1.74e-05,4.45e-05,1.74e-05,0.999873999,7.75e-05,0.000126,7.75e-05,0.999671106,0.000852,0.000329,0.000852,0.997949528,0.003144111,0.002050472,0.003144111,0.999877421,6.26e-05,0.000123,6.26e-05,0,AGN
4FGL J1002.5+2215,210.66922,51.517082,-22.0877427,1.9066331,0.16441482,0.026947672,0.3836052,-0.41937652,-0.7516786,0.000508,-0.6258766,-0.3215874,-0.5473594,-0.34166482,1.04838148,8.3094977,AGN,bll,PowerLaw,3FGL J1002.3+2220,1RXS J100235.8+221609,0.999508764,0.000392,0.000491,0.000392,0.996021198,0.002420647,0.003978802,0.002420647,0.997087322,0.003809034,0.002912678,0.003809034,0.98904313,0.00362015,0.01095687,0.00362015,0.999567988,0.000314,0.000432,0.000314,0.993846426,0.00780424,0.006153574,0.00780424,0.997177944,0.004529233,0.002822056,0.004529233,0.947329245,0.024238365,0.052670755,0.024238365,0,AGN
4FGL J1002.8+2140,211.6058,51.404675,-22.9575135,2.2736506,0.21059296,-0.04433795,0.3980225,-0.98922634,0.94601,0.001376172,-0.7887201,-0.2812704,-0.97017413,0.6698644,2.69317349,7.7093309,AGN,bcu,PowerLaw,,NVSS J100250+214225,0.991927982,0.0488024,0.008072018,0.0488024,0.99822827,0.001117383,0.00177173,0.001117383,0.990038907,0.009065105,0.009961093,0.009065105,0.999307775,0.000312,0.000692,0.000312,0.990445104,0.011587562,0.009554896,0.011587562,0.995682386,0.007712124,0.004317614,0.007712124,0.979782024,0.0176823,0.020217976,0.0176823,0.994422764,0.003586067,0.005577236,0.003586067,4096,AGN
4FGL J1003.4+0205,237.53923,42.656036,-22.6159101,2.027694,0.19301227,0.06586265,0.67455405,0.9978729,-0.830081,0.0009,0.0747774,-0.7698108,-0.41755006,-0.011318389,1.98186073,7.95607798,AGN,bcu,PowerLaw,,SDSS J100326.63+020455.6,0.999706786,0.000194,0.000293,0.000194,0.99687835,0.002008453,0.00312165,0.002008453,0.99669653,0.002736238,0.00330347,0.002736238,0.997738023,0.000685,0.002261977,0.000685,0.999321491,0.000496,0.000679,0.000496,0.998644488,0.002267938,0.001355512,0.002267938,0.992391734,0.007804328,0.007608266,0.007804328,0.99356077,0.00327228,0.00643923,0.00327228,0,AGN
