Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,CLASS2,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
4FGL J0700.6+3558,180.7958,17.265383,1196.4698,-21.614864211972485,2.2986972,0.25237638,0.4430298,3.431154,0.56779677,-0.33117536,0.0049148453,0.6666667,-0.38548723,-0.7029719,-0.8877485,-0.9915343,1.1732694264090535,LogParabola,0.17772041,0.539991,3FGL J0700.6+3557,,,0.0,0.0,0
4FGL J0700.8+1551,199.74765,9.185146,3223.479,-22.30338907589311,1.9932449,0.29867628,0.4454843,2.4722486,-0.7520961,-0.011129293,0.005081826,0.6666667,0.40044427,-0.4660545,-0.7096968,-0.9998951,1.829787418161754,PowerLaw,0.24675882,0.9087956,,agn,NVSS J070034+155558,0.37,0.0,0
4FGL J0701.5-2842,239.86798,-10.639282,2127.3623,-22.468925891616145,2.237397,0.15567872,-0.05895741,0.56805146,-0.6559146,0.99920255,1.4990818E-4,0.6666667,-0.88224083,-0.48916143,-0.21547744,-0.5512535,2.404158424647599,PowerLaw,0.06945371,0.14822438,,,,0.0,0.0,4
4FGL J0704.3-4829,258.85324,-17.953684,3284.708,-22.01506951488006,2.0934184,0.19795246,0.13731173,1.6422153,-0.97504145,0.8959191,0.0016985777,0.6666667,-0.5877058,-0.28186825,-0.7745595,-0.5309942,2.5717779924172226,PowerLaw,0.1062661,0.3953994,3FGL J0704.3-4828,,,0.0,0.0,16
4FGL J0705.8-0004,214.63525,3.169934,1354.3405,-21.56916540633556,2.4350603,0.2681193,0.427585,3.0763013,-0.6721506,-0.0041305884,0.0064733005,0.6666667,-0.5872916,-0.74183846,-0.9762445,-0.9330908,1.3933202550525048,LogParabola,0.22178996,0.5967055,3FGL J0705.7-0006,,,0.0,0.0,0
4FGL J0708.6+1747,198.78328,11.710553,3088.5664,-22.40041304734384,2.064951,0.23008254,0.052730463,0.49683028,0.16130239,0.9994199,0.0012101107,0.6666667,-0.70065475,-0.5455103,-0.50010014,-0.5064601,1.7111073038167193,PowerLaw,0.107222974,0.36630118,3FGL J0708.7+1747,,,0.0,0.0,0
4FGL J0709.1-1034,224.34828,-0.9154729,1029.4009,-20.734938442988234,2.5366936,0.17295954,0.32782003,4.3119555,-0.23245971,-0.4964399,0.012398675,0.6666667,-0.7905799,-0.78495926,-0.84976536,-0.9999715,1.8275897779415742,LogParabola,0.11012052,0.75982857,,,,0.0,0.0,0
4FGL J0712.0-6431,275.3795,-22.16661,1535.0332,-21.666133125212777,2.2688985,0.30483043,0.78931755,4.4773707,-0.9999634,0.9994874,0.012205254,0.6666667,-0.24894597,-0.682572,-0.9999995,0.7403357,1.419870740437379,LogParabola,0.30219916,0.3023551,3FGL J0712.2-6436,,,0.0,0.0,0
4FGL J0712.8-5637,267.394,-19.580902,958.31354,-22.460926606720783,2.5322826,0.28353348,0.43871722,2.3335557,-0.6739064,0.18323961,0.018215539,0.6666667,-0.7778083,-0.87907195,-0.29350507,-0.999526,1.968651069531713,PowerLaw,0.38179335,1.1533879,,agn,AT20G J071217-565339,0.31,0.0,256
4FGL J0713.5-2555,238.51823,-7.031333,1787.7308,-22.01096745401279,2.3294675,0.15419564,-1.4795219E-4,0.01878784,0.9961947,-0.4223598,0.0013599594,0.6666667,-0.7092372,-0.793188,-0.37082368,-0.49211603,2.0717858975760595,PowerLaw,0.067263365,0.1482745,,,,0.0,0.0,0
4FGL J0715.7-1128,225.89723,0.082016274,824.8937,-21.512666071671195,2.6337829,0.26366997,0.32267118,2.6184428,0.81283987,-0.34852058,0.017965648,0.6666667,-0.81748354,-0.85484165,-0.679535,-0.99966586,0.39110433780091164,PowerLaw,0.21012008,0.95293105,,agn,2MASS J07150284-1133299,0.44,0.0,1
4FGL J0718.8-5004,261.3225,-16.35298,1355.3033,-21.94404238381966,2.3386781,0.18657403,0.28701982,2.7684922,0.9213524,-0.49436525,0.0034062136,0.6666667,-0.64137065,-0.58458966,-0.7915507,-1.0,1.6183903911097766,PowerLaw,0.1404922,0.37921262,3FGL J0718.9-5004,,,0.0,0.0,0
4FGL J0722.4-2650,240.25613,-5.6680064,984.43384,-21.358606761488595,2.50052,0.094287,-0.0064282324,0.12940083,-0.40787768,-0.7070903,0.0036583852,0.6666667,-0.63975954,-0.6542918,-0.9999807,-0.86778677,1.6734725281750282,PowerLaw,0.052709017,0.39494672,3FGL J0722.2-2648,,,0.0,0.0,1
4FGL J0722.7-2309,237.01022,-3.8848023,664.6228,-21.485210148603247,2.6849825,0.23599723,0.34111175,3.5463016,0.7315285,-0.68359476,0.009195216,0.6666667,-0.7283295,-0.9195558,-1.0,0.9999728,1.2237727248663486,LogParabola,0.14206544,0.4728769,,,,0.0,0.0,5
4FGL J0723.1-3048,243.86371,-7.36004,1453.7407,-22.07132991251595,2.3437095,0.13861172,-0.03907576,0.650875,0.39431742,-0.3988896,4.5269294E-4,0.6666667,-0.6859,-0.7698378,-0.6836403,0.2569619,1.290455354272497,PowerLaw,0.0552527,0.18007632,,,,0.0,0.0,0
4FGL J0724.8+3016,188.3197,19.96273,16627.65,-23.41005667082346,1.5509552,0.1896798,-0.031579703,0.37171558,-0.984086,0.9987507,2.540615E-4,0.6666667,-0.6299494,-0.23626743,-0.8361335,0.60317636,2.5280781008005317,PowerLaw,0.07696756,0.29028124,,unk,SWIFT J0725.8+3000,0.17,0.0,256
4FGL J0725.6-5008,261.8359,-15.375998,5328.1514,-22.74036453314941,1.8818238,0.53120077,0.9984459,2.643103,-0.999877,0.99835783,0.001827706,0.6666667,-0.80766946,-0.32715142,-0.04441323,-1.0,1.5701602137094184,PowerLaw,0.047845326,0.054467868,3FGL J0725.4-5007,,,0.0,0.0,0
4FGL J0725.7-0549,222.05637,4.934131,4439.9688,-21.53848309968043,1.8837858,0.15887792,0.15368864,2.124432,-0.9750251,0.4858244,8.1294955E-4,0.6666667,0.9963386,-0.46584114,-0.3967093,-0.6252081,1.6564714105220615,PowerLaw,0.08623616,0.25971973,3FGL J0725.7-0550,,,0.0,0.0,0
4FGL J0731.0+6607,149.94328,28.619455,1742.9485,-22.539254666009434,2.2819107,0.28640354,0.26019576,1.6569569,0.65337473,-0.52009135,0.0033946026,0.6666667,-0.4718217,-0.4466336,-0.99989593,0.9978374,1.2697559077457672,PowerLaw,0.1991535,0.50568086,,,,0.0,0.0,0
4FGL J0731.5-1910c,234.48068,-0.18879208,719.3298,-21.341622987008808,2.6327264,0.32073367,0.4104733,2.7926393,0.2637074,-0.6282947,0.012087246,0.6666667,-0.8263597,-0.8363944,-0.5309148,-0.47277495,2.217135065821295,PowerLaw,0.20133628,0.53698283,3FGL J0731.7-1914c,,,0.0,0.0,35
4FGL J0734.3-4448,257.54132,-11.757423,3983.7449,-22.51979418746603,2.087698,0.16704263,-0.026950661,0.42152694,-0.79340804,-0.38771954,3.830963E-4,0.6666667,-0.9009356,-0.19121377,-0.48213613,-0.28294876,2.0118318011973226,PowerLaw,0.05847388,0.22219238,,,,0.0,0.0,0
4FGL J0736.9-3231,246.78596,-5.5748053,1100.5126,-20.829836898659785,2.5020223,0.11792238,0.2783357,3.8951104,0.76609635,-0.34152016,0.009701081,0.6666667,-0.7057793,-0.8095571,-0.9999998,0.99999833,2.5056465987059555,LogParabola,0.09922229,0.62222725,3FGL J0737.2-3233,,,0.0,0.0,0
4FGL J0737.4+6535,150.58449,29.251331,3680.4822,-22.71674351868523,2.045497,0.117705,-0.07966842,1.4653345,0.65453184,-0.5323115,2.2652479E-4,0.6666667,-0.7270654,-0.5066597,-0.5686948,-0.2739779,2.7782220343230013,PowerLaw,0.041399036,0.19488269,,sbg,NGC 2403,0.19,0.0,0
4FGL J0738.6+1311,206.21571,16.329153,846.7243,-22.39461146222745,2.526779,0.1287626,-0.052982755,0.7832967,-0.45077625,-0.74227536,5.072807E-4,0.6666667,-0.7047129,-0.83983725,-0.09213427,-0.77997077,2.349970917076252,PowerLaw,0.053869184,0.16205028,3FGL J0739.8+1312,,,0.0,0.0,0
4FGL J0741.0-5226,265.0527,-14.173656,12386.971,-22.955937682183166,1.7048732,0.17468643,-0.067952916,0.90773237,-0.14730456,-0.99824333,2.339572E-4,0.6666667,0.87860274,-0.49162447,-0.6004662,0.033146523,2.838480336446938,PowerLaw,0.057456806,0.30084744,3FGL J0740.6-5230,,,0.0,0.0,0
4FGL J0744.0-2525,241.35329,-0.7392291,1016.5826,-19.684132794471157,2.3533332,0.06434717,0.30250695,7.98054,-0.26899678,-0.3357163,0.0015933574,0.6666667,-0.5566314,-0.6641691,-1.0,-0.5672836,2.263919195689581,LogParabola,0.055398665,0.16535628,3FGL J0744.1-2523,,,0.0,0.0,0
4FGL J0744.4-1403,231.51855,5.0073667,615.7496,-22.367138411008828,2.7034469,0.32068494,0.40239805,2.0594666,0.9890503,-0.78899074,0.01755989,0.6666667,-0.7590357,-0.9215967,-0.50382113,-0.99986994,0.7526368471066078,PowerLaw,0.3008608,0.8366983,,,,0.0,0.0,0
4FGL J0744.9-4028,254.56902,-7.9989777,1468.1733,-21.111343598787652,2.2548492,0.2604893,0.502714,3.7557302,0.9911997,-0.7365261,0.0052159624,0.6666667,0.13880187,-0.6980098,-0.79629546,-0.35554874,1.9508973299730135,LogParabola,0.24507377,0.6159683,3FGL J0744.8-4028,agn,AT20G J074438-403217,0.13,0.0,0
4FGL J0746.5-4113,255.38487,-8.106514,2892.5015,-22.159191560531234,2.2225287,0.22821324,0.12492194,1.1264026,0.96776444,-0.7191078,0.002123508,0.6666667,-0.19832847,-0.5821463,-0.6089983,-0.64329743,2.2611030970395185,PowerLaw,0.13145502,0.44289136,,,,0.0,0.0,0
4FGL J0747.2-0736,226.19887,8.759922,4037.1838,-22.257167243706032,2.0435874,0.24936746,0.033225548,0.35106146,0.9949624,-0.6952613,0.0011632616,0.6666667,-0.67740166,-0.2952423,-0.6942687,-0.002231923,1.7523686569733252,PowerLaw,0.104876846,0.43727165,3FGL J0747.4-0734,,,0.0,0.0,16
4FGL J0749.8-4420,258.43652,-9.101469,1671.5038,-22.264726813537997,2.3736777,0.28900278,0.47829887,2.6495528,-0.9073158,-0.14569145,0.003345657,0.6666667,-0.30195898,-0.77595896,-0.80142325,-0.999646,0.29931645866595413,PowerLaw,0.32352647,0.4155631,,,,0.0,0.0,0
4FGL J0752.0-2931,245.78331,-1.2766964,1006.7459,-21.01479941843582,2.545874,0.23777938,0.47221786,4.0449176,-1.0,0.9999997,0.005250064,0.6666667,-0.6452373,-0.8039621,-1.0,-0.897661,1.643877245835262,LogParabola,0.2011177,0.4663092,,,,0.0,0.0,0
4FGL J0754.9-3953,255.02257,-6.0622997,2590.8577,-21.23470274254176,2.1590664,0.25377724,0.99995387,5.9597344,-0.99156475,-0.55407405,9.1391505E-4,0.6666667,0.9992491,-0.47448772,-1.0,0.9999973,1.8235363154399746,LogParabola,,0.102355555,,,,0.0,0.0,2048
4FGL J0755.9-0515,225.1809,11.78536,452.16727,-22.470071170125326,2.8630686,0.12760217,-0.009558711,0.1111852,-0.41255257,-0.8914886,0.0020026905,0.6666667,-0.7660538,-0.6393576,-0.99849993,-0.90419996,0.4863137858552855,PowerLaw,0.07137024,0.17319636,,,,0.0,0.0,16
4FGL J0758.8-1450,233.95619,7.613154,1055.3004,-20.45177758054915,2.2145226,0.10388561,0.36830276,7.2850223,0.99900967,-0.20551541,0.0019216189,0.6666667,-0.44799072,-0.67663515,-0.9705283,-0.9503464,1.7703522045503124,LogParabola,0.072593585,0.19562623,3FGL J0758.6-1451,,,0.0,0.0,0
4FGL J0800.1-5531,269.20282,-13.1252575,1348.8007,-22.373386618296184,2.5432508,0.17456,0.0026199399,0.05063517,0.8914886,-0.28451934,0.0018125019,0.6666667,-0.86869276,-0.7539132,-0.05344972,-0.9999995,1.891532250396621,PowerLaw,0.07895927,0.16509563,,,,0.0,0.0,20
4FGL J0800.5+3715,183.37364,29.111372,1148.7623,-22.49946381252142,2.4193492,0.6506059,0.64712536,2.3573198,-0.5308608,-0.6877439,0.009344227,0.6666667,-0.6310907,-0.70334154,-0.9082606,-0.99993384,1.4968402220921955,PowerLaw,0.42739463,1.136302,,agn,SDSS J08005+3718,0.37,0.0,0
4FGL J0800.7-1059,230.85431,9.989528,1040.4349,-22.101708768218746,2.4507325,0.21535295,0.34240383,2.816753,-0.9999566,0.99952036,0.004993493,0.6666667,-0.7270995,-0.67196727,-0.9999957,0.30928743,1.6322021517467584,PowerLaw,0.16746208,0.4482256,,,,0.0,0.0,0
4FGL J0800.9+0733,214.02026,18.860508,3413.8574,-22.49006814197462,1.8887815,0.3445463,0.45430365,2.8826876,-0.7198291,0.9841948,0.004606432,0.6666667,0.610581,-0.261246,-0.657118,-0.9998265,1.3135555511104038,PowerLaw,0.27764404,0.91056216,,,,0.0,0.0,0
4FGL J0801.3-0617,226.7848,12.45487,1222.5651,-22.393241261173973,2.4965138,0.19851717,0.0499636,0.47358352,0.7305814,-0.04135753,0.0032367853,0.6666667,-0.9040701,-0.36336595,-0.9084122,-0.98689556,1.9039603921790629,PowerLaw,0.11405731,0.37849385,3FGL J0805.0-0622,agn,CRATES J080140-054037,0.38,0.0,272
4FGL J0802.1-5612,269.94894,-13.209603,1081.8378,-20.562493975809915,2.3764195,0.14007303,0.6881296,8.175557,-0.7332278,-0.0017341576,0.0036746806,0.6666667,-0.36123663,-0.8281566,-0.999767,-0.45526356,1.4632033417626322,LogParabola,0.14879215,0.3277996,3FGL J0802.3-5610,,,0.0,0.0,0
4FGL J0803.5+2046,201.26338,24.7862,836.7404,-22.585883610749836,2.5041971,0.23825282,0.33795583,2.145944,0.9996912,-0.30433273,0.011469225,0.6666667,-0.7162989,-0.9718846,-0.72759485,-0.99108666,3.1570147870344982,PowerLaw,0.2602824,0.7846429,,agn,CRATES J080306+203816,0.75,0.0,1
4FGL J0809.8+0507,217.36238,19.757648,452.10065,-23.425468816272673,2.8609285,0.3247568,0.96025646,4.5931153,0.8472984,-0.61377054,0.011662775,0.6666667,-0.8721326,-0.9999204,-0.97933465,-0.9836776,3.2188643807109196,LogParabola,,0.5470287,,agn,CRATES J080839+051459,0.58,0.0,2049
4FGL J0813.1-5049,266.10226,-9.048006,903.75946,-21.79884173741708,2.575967,0.1577624,0.08789484,1.1701117,0.44161165,-0.7106392,0.002614777,0.6666667,-0.69759536,-0.88090706,-0.37714362,-0.9999895,2.229442873153045,PowerLaw,0.08547134,0.29719177,,,,0.0,0.0,1
4FGL J0815.5+6554,150.00768,33.13357,7184.449,-23.372340197646476,1.7456017,0.29048276,0.13215086,0.9802099,0.5159254,-0.9709085,9.619491E-4,0.6666667,0.3367328,-0.4341169,-0.15780327,-0.44180954,2.4932718450469444,PowerLaw,0.14008181,0.5010881,,agn,GALEXASC J081539.78+6550,0.74,0.0,0
4FGL J0817.7-5258c,268.33167,-9.613656,679.0886,-22.125731334580525,2.777866,0.40141124,0.5607713,3.8503375,0.07249768,-0.4655617,0.021473015,0.6666667,-0.8825316,-0.789791,-0.99852353,-0.720981,2.365679662894898,LogParabola,0.34276903,1.0845953,,,,0.0,0.0,33
4FGL J0821.5-1436,236.69914,12.420677,1263.3999,-22.05520905618081,2.3223631,0.3525867,0.97447264,3.788386,0.9999281,0.51646197,0.0037009092,0.6666667,-0.40994945,-0.9847537,0.64677334,-0.99943554,1.4922348644018304,LogParabola,0.20247617,0.006813659,,,,0.0,0.0,0
4FGL J0824.1-6004,274.89673,-12.734328,7503.764,-23.053813127105435,1.7383022,0.5019024,0.99995506,2.4127953,-0.9984078,0.8693485,6.5987E-4,0.6666667,0.96169776,0.82478285,-0.6605544,-0.6551978,2.335535089510014,PowerLaw,0.016560936,0.39676043,,,,0.0,0.0,0
4FGL J0826.0-0157,226.04726,19.963022,1124.2415,-22.231249464244236,2.3935938,0.15544304,0.031261306,0.385712,0.9947055,-0.59210473,0.0025465644,0.6666667,-0.5798616,-0.6707211,-0.627353,-0.9809113,2.571860102630814,PowerLaw,0.080892675,0.30522582,3FGL J0825.4-0213,,,0.0,0.0,0
4FGL J0826.1-5053,267.3068,-7.38569,1543.4781,-21.127421102252388,2.4120443,0.40178245,0.39451012,2.7315896,-0.47521368,-0.80149984,0.0035767662,0.6666667,-0.44093665,-0.58772606,-0.99997264,-0.9114617,2.2367240831703517,PowerLaw,0.27493295,0.51707685,3FGL J0826.3-5056,,,0.0,0.0,0
4FGL J0827.0-4111c,259.43716,-1.6513584,7536.467,-21.870694985979277,2.1202621,0.1778922,-0.051447526,0.50795615,0.9894398,-0.81067204,0.0017655337,0.6666667,-0.6568056,-0.5946789,-0.15453306,-0.5140964,1.9319942807797967,PowerLaw,0.0706251,0.30765086,,,,0.0,0.0,32
4FGL J0827.6-0059,225.36038,20.770304,3287.9587,-22.66425598545095,1.9879631,0.36173868,0.2616928,1.270136,0.99578875,-0.913695,0.002783661,0.6666667,-0.34732395,0.05012402,-0.85418457,-0.3782863,3.0054849004542454,PowerLaw,0.30479738,0.647141,,unk,ERC857 G225.38+20.81,0.21,0.0,4
4FGL J0829.3+3729,184.4443,34.75334,420.2536,-22.758661194502928,2.792947,0.23919478,0.40550828,2.8857613,-0.21434511,-0.5303326,0.009866908,0.6666667,-0.8265497,-0.9602566,-0.99995846,0.9876071,2.458877392275339,LogParabola,0.19542679,0.49440286,,agn,WISE J082817.25+371853.8,0.21,0.0,0
4FGL J0833.3-4342c,262.1653,-2.1988096,2185.3613,-20.670695403455472,2.6070151,0.1380173,0.003405393,0.04316238,0.9951701,-0.77649695,0.0012675906,0.6666667,-0.87160605,-0.55772644,-0.7666474,-0.7882545,2.452352356781837,PowerLaw,0.053684145,0.15322264,,,,0.0,0.0,32
4FGL J0834.9-4612,264.33987,-3.4605145,3299.4973,-20.840659302373208,2.5926268,0.40836298,0.61793983,1.5194284,0.9679032,-0.9049785,0.00930658,0.6666667,-0.7053191,-0.4485696,-0.94632864,-0.38094434,1.8022748325138784,PowerLaw,0.83540124,1.861151,,,,0.0,0.0,6
4FGL J0836.0-5458,271.53683,-8.517889,1518.5724,-22.150955311035425,2.4892519,0.23886952,0.10145047,1.0002546,0.66398543,-0.5502542,0.0029921795,0.6666667,-0.8221556,-0.5557949,-0.7324397,-0.77631843,2.2608901452979326,PowerLaw,0.11944217,0.31102005,,,,0.0,0.0,0
4FGL J0836.6-6036,276.2241,-11.749917,1953.6222,-22.253158377130628,2.3713188,0.52447927,0.9994896,2.6438508,0.9972843,-0.73974895,0.0054261256,0.6666667,-0.5655716,-0.51850796,-0.9038409,-0.99932116,1.6490589602764112,PowerLaw,0.04620384,0.11288674,,,,0.0,0.0,0
4FGL J0836.8-4638,264.8831,-3.4663215,3890.782,-21.564053006079924,2.305078,0.2506818,0.06149064,0.4634382,0.91375303,-0.9578715,0.0014040908,0.6666667,-0.6218647,-0.73137516,-0.42616656,-0.99981,1.0457971110848687,PowerLaw,0.13655403,0.4026354,,,,0.0,0.0,0
4FGL J0838.4-3952,259.66876,0.866596,488.80524,-21.297247172340114,2.9241405,0.17508946,0.23557018,2.1401298,0.98899734,-0.6082199,0.006298071,0.6666667,-0.8641558,-0.9778591,-0.99996006,0.99993455,1.2689830892370022,PowerLaw,0.1434839,0.31611738,,psr,PSR J0838-3947,0.63,0.0,1
4FGL J0838.5+4013,181.42084,36.907322,8829.741,-23.200572129441145,1.7000096,0.18315032,-0.017257294,0.20726086,-0.99999976,0.9996992,3.7154742E-4,0.6666667,0.8049606,-0.5666965,-0.46618593,0.05549836,1.2806070659037343,PowerLaw,0.07643831,0.29859182,,agn,BZB J0839+4015,0.63,0.0,0
4FGL J0838.8-4552,264.47888,-2.707918,4062.6782,-20.81640571204278,2.5490026,0.41685724,0.4134517,1.7177415,-0.9968776,0.9997821,0.009516422,0.6666667,-0.8696516,-0.6549407,-0.7738347,-0.99992216,1.9398546845413194,PowerLaw,0.6783766,2.1575623,,,,0.0,0.0,2
4FGL J0838.9-2502,247.80872,9.873266,1180.9216,-22.13045729292927,2.3797183,0.16029942,0.03836593,0.45580572,0.9993929,-0.59375894,3.2214605E-4,0.6666667,-0.76198256,-0.77256393,-0.8867035,0.46340054,0.5913816799134715,PowerLaw,0.11724213,0.13340448,,,,0.0,0.0,0
4FGL J0839.1-4613c,264.79526,-2.8853135,4059.2288,-21.082798685653447,2.3819122,0.2421708,0.12305827,0.99167466,0.5656029,-0.9818033,0.0017162921,0.6666667,0.8923747,-0.7355612,-0.70850134,-0.72665316,1.1040292425148335,PowerLaw,0.15063225,0.4743877,3FGL J0838.1-4615,,,0.0,0.0,54
4FGL J0843.3+6712,147.8028,35.601807,2254.587,-21.11920321999561,2.0033178,0.14749809,0.5294945,6.7794976,-0.9999437,0.99997026,0.0024719383,0.6666667,-0.14846823,-0.42040744,-0.8435614,-0.98997664,1.662191312452315,LogParabola,0.12873553,0.35606894,3FGL J0843.4+6713,,,0.0,0.0,0
4FGL J0844.1-4330,263.19238,-0.52896965,1072.6617,-20.720468023934878,2.7577236,0.24190567,0.35150367,3.160965,0.608795,-0.8201444,0.0049502132,0.6666667,-0.66956013,-0.87235355,-0.99951935,-0.95493907,1.6578309059215715,LogParabola,0.17431805,0.46888262,,,,0.0,0.0,2
4FGL J0844.2-4554c,265.08932,-1.9984072,2552.953,-21.14921901129728,2.4365628,0.23971225,0.118443966,1.0605457,0.68084455,0.75082344,0.0024641063,0.6666667,-0.6608637,-0.70489115,-0.67754894,-0.9857205,2.0269593881644625,PowerLaw,0.15221073,0.44998422,3FGL J0843.1-4546,,,0.0,0.0,45
4FGL J0844.9-4117,261.5513,0.97270805,1188.1069,-20.66099966387071,2.680662,0.1497859,0.24514873,3.2027717,-0.50978476,-0.4277872,0.0038447215,0.6666667,-0.82765955,-0.7019505,-0.99835026,-0.99999845,1.845944612903442,LogParabola,0.09989129,0.30504692,,unk,ERC044 G261.44+00.94,0.71,0.0,1
4FGL J0848.2-4527,265.1785,-1.169178,2650.6501,-20.92931258585702,2.3948581,0.13588746,0.0077072666,0.13311963,-0.70623446,0.9958379,9.566898E-4,0.6666667,-0.7315224,-0.6501484,-0.7871591,-0.15890206,2.1196431503191144,PowerLaw,0.05723427,0.12536943,3FGL J0848.2-4524,,,0.0,0.0,4
4FGL J0848.8-4328,263.694,0.16362005,1265.1053,-20.57087397636029,2.7014935,0.16273174,0.11943655,1.7606553,0.99509346,0.98534405,0.0032958149,0.6666667,-0.8282342,-0.83182144,-0.69016856,-0.47855532,1.4679935854513104,PowerLaw,0.08803822,0.33325988,2FGL J0848.7-4324,unk,ERC100 G263.77+00.13,0.11,0.0,16
4FGL J0849.5+2710,197.9949,36.754482,1117.3984,-22.729206673193108,2.4363413,0.25281817,0.12164554,0.92881334,-0.8492415,0.059805706,0.0040040007,0.6666667,-0.7535558,-0.683615,-0.9093274,-0.9994857,2.6304084931843343,PowerLaw,0.15424377,0.46239948,,,,0.0,0.0,0
4FGL J0850.4-2558,250.1726,11.386075,653.77795,-22.408165756824733,2.6361697,0.14783074,-0.010940533,0.14627951,-0.3473229,-0.84104633,0.0018887637,0.6666667,-0.84959495,-0.32211456,-0.6310303,-0.9998182,1.6512254440912844,PowerLaw,0.07017337,0.15203187,,agn,2MASS J08510028-2540137,0.59,0.0,257
4FGL J0850.8-4239,263.30222,0.96051556,615.1306,-21.11036234842495,2.8736413,0.24624145,0.6737741,4.9765687,0.3658888,-0.51518273,0.015120756,0.6666667,-0.88800657,-0.99285126,-0.7009887,-0.9960837,1.1736092349868263,LogParabola,0.14365587,0.8415624,3FGL J0851.4-4244,,,0.0,0.0,274
4FGL J0853.1-4407,264.69806,0.35195622,849.7988,-20.784568612178777,2.8144588,0.23575844,0.5503167,4.986576,-0.66045374,-0.27067164,0.00991311,0.6666667,-0.76259243,-0.9443275,-0.9999929,0.071549766,2.065479712126407,LogParabola,0.19207686,0.69927645,3FGL J0854.4-4404,,,0.0,0.0,18
4FGL J0853.6-4306,263.97552,1.0717627,903.5311,-20.4647688619214,2.7311459,0.21586666,0.70480484,5.568187,0.7438848,-0.31279123,0.010740799,0.6666667,-0.7483795,-0.9855034,-0.27669054,-0.99551344,1.3930761366820599,LogParabola,0.24563962,0.91261095,,unk,ERC217 G263.94+01.05,0.44,0.0,256
4FGL J0854.8-4504,265.60712,-0.033795353,1782.9117,-19.3020304470491,2.343533,0.08637729,0.42461857,8.363914,-0.54197705,-0.56689143,0.001231482,0.6666667,-0.19539341,-0.6178477,-0.9127968,-1.0,1.675835739813868,LogParabola,0.07197643,0.16844663,3FGL J0854.8-4503,,,0.0,0.0,0
4FGL J0855.0+0720,220.85693,30.773088,724.3775,-22.71992448951687,2.585115,0.24249189,0.08312046,0.5156442,-0.46040916,-0.69316036,0.0060001295,0.6666667,-0.7230392,-0.6927185,-0.9202966,-0.6119628,1.4909290699446582,PowerLaw,0.16661808,0.5158292,,agn,SDSS J085435.03+072024.2,0.74,0.0,0
4FGL J0855.0-6026,277.4936,-9.854091,1963.5724,-22.30017166812995,2.3231413,0.28195867,0.19212644,1.4054564,-0.23541415,-0.77339643,0.0042694784,0.6666667,-0.45953202,-0.4044039,-0.87815493,-0.99984396,1.6305641300285731,PowerLaw,0.18147215,0.6779118,,,,0.0,0.0,0
4FGL J0857.7-4507,265.97812,0.3271905,1088.1301,-20.899761918840117,2.718108,0.19895937,0.16065522,2.0851083,0.2525267,0.6581907,0.0046171155,0.6666667,-0.90923685,-0.5244334,-0.95914674,-0.9999937,2.033104325296617,PowerLaw,0.09633182,0.37505078,,,,0.0,0.0,21
4FGL J0859.2-4729,267.9374,-1.0268956,1483.5319,-20.071884703214465,2.5380507,0.10526047,0.19122778,3.8826063,0.48307762,-0.4614149,0.0020805462,0.6666667,-0.7149807,-0.71880466,-0.7819751,-0.99985075,1.9366669206482812,LogParabola,0.06492609,0.21570076,3FGL J0859.3-4732,unk,ERC030 G267.93-01.02,1.0,0.0,2
4FGL J0859.3-4342,265.09625,1.4603136,959.35864,-19.93831476409827,2.6361768,0.1011835,0.3192687,5.895665,0.65287566,-0.49209976,0.0044311034,0.6666667,-0.7513188,-0.8211057,-0.9975938,-0.9999885,1.1861186987609957,LogParabola,0.07627492,0.34529513,,unk,ERC030 G265.14+01.48,0.99,0.0,260
4FGL J0859.8+0053,228.01486,28.68305,10957.661,-23.215720637847785,1.678341,0.6834903,0.9990988,1.933282,0.9988988,0.7871753,8.534114E-4,0.6666667,-0.9484073,0.008023097,0.41650495,-0.4376729,2.182466179002685,PowerLaw,0.052485842,0.06839395,,sey,SDSS J08598+0053,0.4,0.0,0
4FGL J0900.2-4608,267.02725,-0.010822312,1113.7703,-20.90480357876324,2.7112505,0.24884206,0.30169967,3.1296048,-0.15687375,-0.56329316,0.0140551245,0.6666667,-0.7666862,-0.83375716,-0.91733927,-0.9818322,2.0568636487995815,LogParabola,0.14373049,1.0266824,,,,0.0,0.0,258
4FGL J0902.5-4727,268.28357,-0.579613,2894.37,-21.149915239150463,2.4084332,0.20479771,0.051145267,0.67907286,0.5712439,0.9867685,0.0012731544,0.6666667,-0.75129026,-0.7962026,-0.6847782,-0.17485902,1.6061460431109604,PowerLaw,0.08153153,0.14244261,1FGL J0902.5-4731c,,,0.0,0.0,24
