Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,CLASS2,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
4FGL J0000.3-7355,307.70898,-42.729538,2430.1826,-22.483841131359625,2.119125,0.25751528,0.08968772,0.6184386,-0.9960373,0.93898755,0.0016885875,0.6666667,-0.58789384,-0.46454003,-0.6292898,-0.9996481,2.159249104310168,PowerLaw,0.14627089,0.39123338,,,,0.0,0.0,0
4FGL J0003.3+2511,109.38164,-36.411484,1612.2313,-22.355321090591,2.209443,0.31500685,0.41627398,2.120038,0.77953553,-0.5709804,0.009460228,0.6666667,-0.34649104,-0.693337,-0.68017524,-0.9834204,0.9459222329364977,PowerLaw,0.32086015,1.0453527,,,,0.0,0.0,0
4FGL J0003.6+3059,111.004486,-30.771994,1367.2732,-21.536510484875254,2.2234128,0.2737722,0.6783473,4.395897,0.946137,-0.30623183,0.007885308,0.6666667,-0.18627536,-0.7547651,-0.85793644,-0.99782455,1.6119296175686424,LogParabola,0.25180805,0.8389943,3FGL J0003.4+3100,,,0.0,0.0,0
4FGL J0004.0+5715,116.52632,-5.0228662,1378.5641,-21.69496100500525,2.4375134,0.23494162,0.27710062,2.2947636,0.99195033,0.2330916,0.0046581076,0.6666667,-0.6546432,-0.5928602,-0.9882191,-0.9968712,2.415434339865422,PowerLaw,0.17424358,0.5546416,3FGL J0003.5+5721,,,0.0,0.0,0
4FGL J0004.4-4001,336.9915,-73.84534,1243.006,-22.55135493570753,2.4249508,0.14729057,-0.027007917,0.3422165,-0.07757718,-0.781518,0.0010227567,0.6666667,-0.56201136,-0.65176815,-0.7525004,-0.39933,2.9187022183482143,PowerLaw,0.068658195,0.21702,,,,0.0,0.0,4
4FGL J0005.6+6746c,118.60844,5.282127,1240.5938,-21.6309456537906,2.6314557,0.2878915,0.32071975,2.689085,0.9852871,0.9764428,0.006553203,0.6666667,-0.7463456,-0.8327146,-0.84040207,-0.9997997,1.8049843705876478,PowerLaw,0.18199188,0.54935044,,,,0.0,0.0,56
4FGL J0006.6+4618,114.92035,-15.869719,1215.221,-22.31293827876488,2.521416,0.12419312,-0.050101988,0.8819638,0.743678,-0.8633664,0.0012056957,0.6666667,-0.7528888,-0.3601912,-0.7494455,-0.9999925,2.432023270474068,PowerLaw,0.048874963,0.15938121,3FGL J0006.6+4618,,,0.0,0.0,0
4FGL J0008.4+6926,119.14811,6.885729,3047.682,-21.85704524533681,2.3719156,0.22492553,0.10302104,1.0564419,0.9988942,0.99967754,0.0021455833,0.6666667,-0.61695856,-0.7522733,-0.28375107,-0.9999608,2.3818027522036784,PowerLaw,0.11486513,0.4245506,,,,0.0,0.0,0
4FGL J0008.9+2509,110.91511,-36.72459,369.76093,-22.769821532915714,2.8815272,0.213211,0.20584151,1.475534,-0.59508824,-0.50279725,0.012305561,0.6666667,-0.8196711,-0.98260194,-0.87082124,-0.99695784,2.3534583630035915,PowerLaw,0.16841836,0.5522985,,,,0.0,0.0,0
4FGL J0009.1-5012,319.3951,-65.54536,1061.3572,-22.477900703638415,2.4078472,0.20013253,0.15148015,1.375943,0.97284263,-0.55746925,0.0043052034,0.6666667,-0.72268534,-0.58767265,-0.96198916,-0.99504125,2.6593732412030335,PowerLaw,0.13365895,0.4234309,,,,0.0,0.0,0
4FGL J0009.2+6847,119.10994,6.235327,1165.8625,-21.006518903532992,2.6165042,0.18635528,0.44023114,4.4789386,-0.46070874,-0.3841832,0.007880902,0.6666667,-0.71955353,-0.86081463,-0.9272294,-0.9983699,1.4900501056673268,LogParabola,0.17097901,0.58146274,3FGL J0008.5+6853,,,0.0,0.0,0
4FGL J0009.2+1745,108.90927,-43.96513,852.2369,-22.677626051553574,2.5332298,0.28011072,0.24630912,1.7144711,-0.71931475,-0.6300978,0.0066710543,0.6666667,-0.58815855,-0.8256248,-0.99990636,0.6616946,2.588713472670378,PowerLaw,0.19021377,0.5856498,,agn,WISE J000848.06+175048.8,0.31,0.0,0
4FGL J0009.7-1418,83.705765,-73.91203,894.4551,-22.157037675443156,2.3998108,0.120929815,0.075080775,1.0954866,0.999996,-0.3714634,0.0014970663,0.6666667,-0.80372804,-0.7190192,-0.372177,-0.99980676,2.503323679093137,PowerLaw,0.07368669,0.17261867,3FGL J0010.5-1425,,,0.0,0.0,0
4FGL J0017.1-4605,320.38864,-69.86521,481.514,-22.959625841490908,2.8010092,0.1402191,-0.05767152,0.7361713,0.98915803,-0.76173323,0.0015201874,0.6666667,-0.7686702,-0.6768366,-0.9451816,-0.9954987,1.4163705783458544,PowerLaw,0.063843355,0.19430096,,,,0.0,0.0,0
4FGL J0022.0-5921,309.86963,-57.381134,732.5074,-22.046813745862547,2.537588,0.08919102,-0.0057952376,0.10795683,-0.41060922,-0.75831926,0.0011116086,0.6666667,-0.7182757,-0.6109099,-0.7336397,-0.99996674,3.455568768737579,PowerLaw,0.04666388,0.13310328,,,,0.0,0.0,2
4FGL J0023.6-4209,321.8499,-73.93347,3249.713,-22.85123680258258,1.9954411,0.17606138,-0.031098245,0.4431692,0.94646424,-0.83410853,3.7627824E-4,0.6666667,-0.29289755,-0.5566745,-0.9994473,0.998512,2.9215249676188004,PowerLaw,0.062351476,0.23858924,,agn,CRATES J002254-420637,0.72,0.0,0
4FGL J0024.1+2402,114.974655,-38.41322,2737.6848,-22.358295438307277,2.0550044,0.1697117,0.01731128,0.24656475,-0.45307314,0.98913324,0.0013225168,0.6666667,-0.80156136,-0.12376198,-0.42635804,-0.9996665,2.931890429439731,PowerLaw,0.07409332,0.34101403,,,,0.0,0.0,0
4FGL J0025.4-4838,314.39056,-67.90782,2360.4954,-22.420418819308413,2.120224,0.24728215,0.19902249,1.3044256,-0.87598664,-0.6207203,0.0022556304,0.6666667,-0.2265852,-0.7316914,-0.39647144,-0.99995095,2.31593617826415,PowerLaw,0.16308129,0.46133882,,,,0.0,0.0,16
4FGL J0026.1-0732,104.761604,-69.51759,2877.582,-22.60029387887458,2.0678716,0.23553458,0.007497286,0.0763394,0.96486175,-0.57855695,0.0015362805,0.6666667,-0.7516996,-0.0845608,-0.9998975,0.99935234,0.226575935949581,PowerLaw,0.097587176,0.4889399,,,,0.0,0.0,0
4FGL J0031.0-2327,70.318275,-84.105675,1537.2075,-22.51650905424902,2.1938756,0.3009217,0.6046377,2.8907936,-0.99996674,0.9996977,0.008457327,0.6666667,-0.39504796,-0.6783464,-0.9999992,0.99995095,1.7162202797881412,PowerLaw,0.32244062,0.86579686,3FGL J0031.2-2320,agn,2WHSP J003120.5-233401.,0.45,0.0,0
4FGL J0031.5-5648,308.3834,-60.11082,3495.2537,-22.727459726786556,1.9233072,0.23820475,0.1205033,1.1865219,-0.91591537,-0.6519288,0.0021607885,0.6666667,-0.29841223,-0.49303713,-0.22535305,-0.9999604,2.457456272999204,PowerLaw,0.1262378,0.4946759,,,,0.0,0.0,0
4FGL J0034.6+6438,121.13443,1.8261667,2202.9792,-21.096958646631943,2.4075618,0.1477125,0.20903453,2.615125,-0.9846532,0.9999429,0.002399671,0.6666667,-0.64227164,-0.7263853,-0.66132796,-0.9997937,1.2223588113635582,PowerLaw,0.10449372,0.35074928,,,,0.0,0.0,0
4FGL J0035.2-1739,100.58408,-79.825195,5669.1714,-23.092504135077853,1.7786542,0.26173517,0.048505876,0.45255506,0.9326504,-0.79339254,8.4624975E-4,0.6666667,-0.39450625,-0.30055183,-0.5851418,-0.10119126,0.7110725856599884,PowerLaw,0.11647171,0.41775858,,,,0.0,0.0,0
4FGL J0037.2-2653,36.389965,-86.83259,1037.477,-23.04812643715681,2.4598632,0.23835601,0.060050935,0.44429338,0.9991169,-0.8291821,0.0040453775,0.6666667,-0.6816895,-0.44899788,-0.99999946,0.99332017,1.2934122840100846,PowerLaw,0.12949081,0.4551951,,,,0.0,0.0,0
4FGL J0039.1+6257,121.53531,0.12189149,1556.6835,-20.026877871609408,2.3489873,0.13300067,0.53318614,6.9901166,-0.19248404,-0.54192173,0.0016059215,0.6666667,-0.14916933,-0.6351463,-0.9616537,-0.81124747,2.1936764497222048,LogParabola,0.1098107,0.20189956,3FGL J0039.3+6256,,,0.0,0.0,0
4FGL J0039.7+4203,120.615395,-20.753937,1891.1735,-22.60178737634129,2.2988558,0.20404856,0.0159863,0.1962124,0.43188727,-0.2648368,0.0015614355,0.6666667,-0.8281904,-0.47891375,-0.4802665,-0.99996984,2.3294634626442035,PowerLaw,0.09817626,0.33596587,,,,0.0,0.0,0
4FGL J0040.7-7157,304.10223,-45.138298,3106.5767,-22.292531563509353,1.9914885,0.2800939,0.4993468,3.0711434,-0.8434966,-0.9964569,0.0046604024,0.6666667,0.9799142,-0.4562085,-0.5855802,-0.9984731,0.7171375260198484,LogParabola,0.23661324,0.8224297,,,,0.0,0.0,0
4FGL J0045.9-2021,112.1175,-83.1215,3003.43,-22.620763748918666,1.9567591,0.1966536,0.04939816,0.6343765,-0.94050235,0.99997526,9.43974E-4,0.6666667,-0.6532472,-0.49353585,-0.31714457,-0.75355726,2.154649261721357,PowerLaw,0.08638931,0.28069752,,,,0.0,0.0,0
4FGL J0046.7-7048,303.49277,-46.309517,3417.7913,-22.988642087184946,2.0708344,0.19586968,-0.016095472,0.19607288,-0.9972104,0.9210557,5.7204487E-4,0.6666667,-0.6669575,-0.55773884,-0.9991605,0.9961869,1.4303295715173485,PowerLaw,0.074087225,0.2742608,,,,0.0,0.0,0
4FGL J0048.6-6347,303.44296,-53.33411,1341.7461,-21.534258359958486,2.1754348,0.18115535,0.3982205,4.3678927,-0.9999243,0.99952316,0.004762459,0.6666667,-0.40418828,-0.66950274,-0.7854947,-0.99993813,1.5794494143098416,LogParabola,0.14414299,0.5256735,3FGL J0048.1-6343,,,0.0,0.0,0
4FGL J0052.1+6444,123.01039,1.8703632,1656.2418,-21.280574677622546,2.5156395,0.17514867,0.2364143,2.4070873,-0.99547064,0.9997513,0.006582201,0.6666667,-0.46704617,-0.84611344,-0.7719512,-0.99986583,1.1287958486722862,PowerLaw,0.168674,0.6468435,3FGL J0051.6+6445,,,0.0,0.0,512
4FGL J0055.7+4507,123.732124,-17.740635,6487.0317,-23.249554263692776,1.771013,0.4425595,0.5161522,2.2921727,0.9999096,-0.9999997,0.009096475,0.6666667,0.9999886,-0.43777117,-0.27764365,-0.6540821,1.4735142432205657,PowerLaw,0.34343994,2.5597537,,,,0.0,0.0,0
4FGL J0057.5+6814,123.49776,5.3709292,1602.9055,-22.02819513562857,2.53272,0.17592308,2.597204E-4,0.0,-0.9985833,0.9905463,0.0014255025,0.6666667,-0.8752328,-0.5832085,-0.8921638,0.18170558,1.6527153858906853,PowerLaw,0.071244925,0.16311759,,,,0.0,0.0,16
4FGL J0057.9+6326,123.66344,0.57604647,14527.771,-22.361689652467856,1.6726426,0.31574553,0.37038267,2.0507538,-0.75293905,-0.85403293,6.5384235E-4,0.6666667,-0.5799879,-0.4396499,-0.14850637,-0.1129792,2.4351019530956663,PowerLaw,0.17205386,0.4585714,,,,0.0,0.0,0
4FGL J0058.1+6915,123.53306,6.396929,1805.5524,-22.001673715662097,2.552665,0.17370105,0.032970946,0.43593243,0.97341037,-0.78699374,0.0016776033,0.6666667,-0.63023823,-0.7355421,-0.99754685,0.97655207,2.209425537780697,PowerLaw,0.07843356,0.28971106,,,,0.0,0.0,8
4FGL J0058.3-4603,299.2362,-71.02254,2822.2625,-23.004372888102978,2.098462,0.19162391,-0.059272204,0.6387118,0.99994236,-0.6631517,9.6362346E-4,0.6666667,-0.7699233,-0.20665368,-0.6204807,-0.11483538,2.5344969292849924,PowerLaw,0.07373702,0.39477935,,,,0.0,0.0,0
4FGL J0059.4-5654,300.73035,-60.18506,858.0569,-21.512549583988594,2.514828,0.10427359,0.23726532,3.9829772,0.18248886,-0.49821907,0.0033710634,0.6666667,-0.73032105,-0.8154577,-0.8780099,-0.9990394,2.774226032010459,LogParabola,0.08032021,0.24602313,3FGL J0059.1-5701,agn,PKS 0056-572,0.14,0.0,0
4FGL J0102.0-6240,300.84314,-54.403248,3027.3816,-22.769991502603073,2.0030367,0.22303848,0.09996205,0.9853003,0.99997556,-0.64813334,0.00205481,0.6666667,-0.4662125,-0.30778533,-0.7820471,-0.4998326,2.135018719346306,PowerLaw,0.12274367,0.43767342,,,,0.0,0.0,0
4FGL J0102.1+4458,124.92797,-17.86201,3246.7822,-22.59245939806296,2.0214314,0.46559122,0.7738542,2.5300887,-0.9969884,0.8578584,0.0021675923,0.6666667,-0.7280103,-0.17031722,-0.51491535,-0.9995351,2.122813763659642,PowerLaw,0.3087861,0.0383794,3FGL J0102.1+4458,,,0.0,0.0,4
4FGL J0102.3+1000,127.39341,-52.764793,4414.4688,-22.361695724008534,1.9644006,0.32826358,0.3959765,2.3007338,-0.45761946,-0.9987252,0.0044156043,0.6666667,0.97399586,-0.34125528,-0.52482027,-0.99999535,1.3216654275700452,PowerLaw,0.24422736,1.0253317,,,,0.0,0.0,0
4FGL J0104.6-0818,132.989,-70.92556,1213.232,-22.654554832855272,2.3734674,0.3623292,0.06870431,0.3754106,0.07398744,-0.9189969,0.004335815,0.6666667,-0.2467782,-0.59371513,-0.99938387,-0.6538384,1.7716602529250172,PowerLaw,0.19428208,0.6068921,,,,0.0,0.0,0
4FGL J0112.0+3442,127.72831,-27.977003,1290.2421,-22.62737341436303,2.3373687,0.39924687,0.34205857,1.6276882,0.92447466,0.30099624,0.0055140266,0.6666667,-0.55669886,-0.6224094,-0.999968,-0.990754,1.423588526085956,PowerLaw,0.2753685,0.67387706,,,,0.0,0.0,1
4FGL J0115.4-2917,236.6043,-84.2885,4747.395,-23.024994052860183,1.8682702,2.775865,0.39544877,1.5024282,-0.9523308,0.9623091,0.009585362,0.6666667,-0.77913606,0.08954483,-0.24720696,-0.9995907,1.9502013187737504,PowerLaw,1.574489,3.3436332,,agn,2QZ J011538-2917,0.11,0.0,0
4FGL J0116.8+6914,125.19039,6.4810796,626.4219,-21.968463899736257,2.8148296,0.25752681,0.75626093,4.830724,-0.7031135,-0.29255804,0.0015619874,0.6666667,-0.8535148,-0.99941474,-0.999998,0.9999862,0.36191915696062593,LogParabola,0.19819796,0.21403383,3FGL J0116.8+6913,agn,87GB 011139.6+685928,0.73,0.0,0
4FGL J0118.3-6008,296.8381,-56.66605,1928.3923,-23.05538456288136,2.1720219,0.38724738,0.49745554,2.329121,-1.0,0.9999988,0.007836868,0.6666667,-0.42265618,-0.70876706,-0.85307753,-0.9998646,2.354511736463963,PowerLaw,0.34034577,0.98096514,,,,0.0,0.0,0
4FGL J0120.1+0505,136.17094,-57.039967,1020.5781,-22.811411691718867,2.5491157,0.1433962,-0.11327896,1.6264851,0.2700064,-0.9429898,8.919326E-4,0.6666667,-0.3045625,-0.6063143,-0.7101936,-0.9999973,2.183941926292892,PowerLaw,0.04926828,0.3079842,,,,0.0,0.0,0
4FGL J0120.2-7944,301.32455,-37.297035,1648.3358,-22.728143918835723,2.3834817,0.13905933,-0.087300785,1.3696637,0.9923302,-0.8800795,5.391009E-4,0.6666667,-0.57096386,-0.700483,-0.15547203,-0.6577446,2.7334714964683124,PowerLaw,0.047262046,0.24928038,,,,0.0,0.0,4
4FGL J0125.9-6303,296.34128,-53.627823,1416.2109,-22.72709032175507,2.321381,0.16882932,0.007659022,0.101563826,0.39892927,-0.6110002,0.0012538264,0.6666667,-0.8068123,-0.3752848,-0.7504526,-0.25686392,2.233336808533963,PowerLaw,0.076793045,0.25213587,,,,0.0,0.0,0
4FGL J0126.3-6746,297.91083,-49.010098,7687.73,-23.50371871864193,1.737266,0.34784696,0.20507346,1.2218974,0.95706004,-0.999832,0.0017061433,0.6666667,0.9994604,-0.33297503,-0.9938358,0.9813364,1.3858486574844395,PowerLaw,0.20893957,0.70389456,,,,0.0,0.0,0
4FGL J0126.8+2412,133.17609,-37.95704,409.9141,-22.377130922601644,2.8201225,0.11372462,-0.031127423,0.44761357,-0.50572854,-0.6607537,0.0012348453,0.6666667,-0.7596092,-0.9188179,0.118868954,-0.99835616,3.555796351408208,PowerLaw,0.058823414,0.1421305,,,,0.0,0.0,0
4FGL J0131.7-5346,290.05676,-62.33528,1277.0319,-22.42190804250303,2.3552547,0.23483618,0.08636972,0.65008974,0.97801,-0.55551255,0.0022347805,0.6666667,-0.47565746,-0.8352642,-0.6056852,-0.17918804,1.5072256011578333,PowerLaw,0.15694925,0.32714105,3FGL J0132.1-5340,,,0.0,0.0,0
4FGL J0132.1-0956,154.01999,-70.31441,587.0436,-22.639799913779154,2.7233727,0.21078545,0.47943446,3.4646678,-0.4647489,-0.59445494,0.016233219,0.6666667,-0.8894789,-0.7659902,-0.9998647,0.68571866,3.0688056552661807,LogParabola,0.21813713,0.68846476,,agn,AT20G J013235-094419,0.15,0.0,0
4FGL J0137.3-3239,244.7201,-78.62133,1744.1489,-22.920885843399844,2.252944,0.2471971,0.059750095,0.48446235,0.8493735,0.15434808,0.002128816,0.6666667,-0.7755035,-0.1541218,-0.99989015,0.9983735,2.0541873344139256,PowerLaw,0.14089927,0.3671257,,,,0.0,0.0,0
4FGL J0139.5-2228,192.49397,-78.132126,1619.142,-21.810245079640612,2.0709014,0.30222672,0.6364676,4.1017823,-0.9999989,0.9999901,0.0062574195,0.6666667,-0.32230237,-0.4133878,-0.9338976,-0.9999195,2.23084141670175,LogParabola,0.26772854,0.80142176,,,,0.0,0.0,0
4FGL J0140.3+7054,126.94713,8.414599,5510.8564,-22.208467479112716,2.001321,0.23352878,0.19876093,1.444324,0.89403147,-0.95221096,0.0014557715,0.6666667,0.037887704,-0.4076255,-0.4174423,-0.5623125,1.7920495031020713,PowerLaw,0.14053155,0.51091564,,,,0.0,0.0,0
4FGL J0140.5-4730,280.91638,-67.46981,465.21622,-23.11661649213191,2.8653383,0.13779512,-0.11463478,1.6899593,-0.6277197,-0.8509598,8.1229047E-4,0.6666667,-0.5180796,-0.7500977,-0.9998597,0.5184178,1.7591493448850613,PowerLaw,0.048151884,0.2173876,,,,0.0,0.0,4
4FGL J0142.5+6650,127.93481,4.459727,1128.8978,-21.576457433067198,2.569033,0.30122668,0.5064655,3.4151874,-0.78020245,0.013785608,0.09466242,0.6666667,-0.6697796,-0.833776,-0.9524619,-0.9931345,1.1177449972044917,LogParabola,0.2630764,6.807821,,,,0.0,0.0,9
4FGL J0144.3+5959,129.50565,-2.1973364,966.2428,-21.92268352672218,2.6243238,0.18116315,0.06326261,0.63419175,0.9999999,-0.55668896,0.0033476532,0.6666667,-0.7387664,-0.79999906,-0.6693385,-0.9998638,1.5939137134384038,PowerLaw,0.10859622,0.36957064,,,,0.0,0.0,9
4FGL J0150.4+4848,132.83994,-12.919026,4082.8174,-22.56780764613329,2.098816,0.4097392,0.9999538,3.2805753,0.9998983,-0.8270344,0.0018786913,0.6666667,-0.50877696,0.13861662,-0.9750211,-0.99718904,1.323271224105543,LogParabola,,0.02801396,3FGL J0149.6+4846,,,0.0,0.0,2052
4FGL J0153.3+5416,131.96814,-7.508969,5661.3086,-22.52206055493081,1.9180267,0.22563702,0.051203556,0.5265455,-0.80462694,-0.06347771,4.958211E-4,0.6666667,-0.8316336,-0.11881941,-0.58899593,-0.30379006,2.5835853362272765,PowerLaw,0.10362572,0.2575326,,,,0.0,0.0,0
4FGL J0154.6+0051,153.99019,-58.14662,7103.723,-23.12092381437861,1.72663,0.88729006,0.6500934,2.2303529,-0.15189664,-0.99992436,0.0018754083,0.6666667,0.99710166,-0.5419926,-0.02954485,-0.9995968,1.6091122750083673,PowerLaw,0.62647426,0.07865392,,agn,SDSS J01547+0050,0.31,0.0,0
4FGL J0156.3-2420,205.71896,-75.13678,2909.2756,-22.22018061390237,1.863597,0.14531232,0.122865185,1.8109763,-0.99997455,0.99966604,8.0385053E-4,0.6666667,-0.0824855,-0.66202134,-0.30320153,-0.35854203,3.610139411448603,PowerLaw,0.079004616,0.20808989,3FGL J0156.5-2423,,,0.0,0.0,0
4FGL J0158.4+1230,147.38742,-47.16051,285.49753,-22.997944839736977,2.9552162,0.3023056,0.4861366,2.107694,-0.42342302,-0.75302076,0.025382284,0.6666667,-0.997119,-0.99978536,0.99996126,-0.9997659,1.7798231363773958,PowerLaw,0.3023165,0.81734085,,agn,CRATES J015855+130705,0.3,0.0,262
4FGL J0159.0+3313,138.85968,-27.553938,3033.875,-22.32780634171616,2.021613,0.16302508,0.055568516,0.8242024,0.8519521,-0.37766007,9.798636E-4,0.6666667,-0.57466334,-0.6442524,-0.0063022776,-0.999996,3.138431692335169,PowerLaw,0.07377131,0.25853962,,,,0.0,0.0,0
4FGL J0202.4+2943,140.86646,-30.656414,2272.2278,-22.290440864059722,2.1965,0.14199749,-0.033239007,0.54810256,-0.23318046,-0.6716214,4.3235772E-4,0.6666667,-0.64516973,-0.6020524,-0.62282443,-0.0987261,1.7174636544990645,PowerLaw,0.05237976,0.19557993,,,,0.0,0.0,0
4FGL J0204.7+6656,130.0389,5.082897,1133.8226,-21.04643542124607,2.5340078,0.14929028,0.29989386,4.126601,0.92228496,-0.44919533,0.0037594899,0.6666667,-0.644367,-0.7128648,-0.9999337,-0.9122258,1.7618364663618378,LogParabola,0.10406268,0.3741972,,,,0.0,0.0,0
4FGL J0209.8+2626,143.97766,-33.213352,1697.4338,-22.462557238736537,2.2450566,0.22600193,0.08180269,0.5228105,-0.48427042,-0.5976034,0.0026060608,0.6666667,-0.6384753,-0.55502325,-0.66387326,-0.9998468,1.966083807031227,PowerLaw,0.13728482,0.42693865,,,,0.0,0.0,0
4FGL J0211.5+6219,132.09172,0.885798,1206.474,-21.491816077346666,2.6623602,0.17937708,0.09220082,1.1134979,0.3009014,-0.20461446,0.0026760853,0.6666667,-0.8036332,-0.54678786,-0.9112884,-0.9987016,1.9795024194700748,PowerLaw,0.09313692,0.33538526,,,,0.0,0.0,4
4FGL J0212.1+5321,134.92581,-7.630409,1033.5746,-19.743616920503495,2.2148967,0.055856057,0.37051806,11.080697,-0.44509444,-0.0863497,0.0013856454,0.6666667,-0.4521677,-0.67736125,-0.9361664,-0.999579,1.1742170332053314,LogParabola,0.046264093,0.14145896,3FGL J0212.1+5320,,,0.0,0.0,0
4FGL J0215.0-5330,278.26434,-59.439705,3946.8267,-23.169321335284817,2.0064764,0.5275361,0.35460654,1.0340322,-0.8756417,-0.80823356,0.004160896,0.6666667,-0.4252863,-0.15834582,-0.45488584,-0.9999123,2.328940739522558,PowerLaw,0.3445032,1.1458097,,,,0.0,0.0,0
4FGL J0222.7+5016,137.51425,-9.997538,5491.7173,-22.6446828528454,1.9020914,0.33643404,0.14702345,0.82268775,0.99999017,-0.85622424,0.0011852559,0.6666667,-0.232113,-0.6299847,0.064650804,-0.7681271,2.464717099196949,PowerLaw,0.15102573,0.50944346,,unk,ERC353 G137.53-09.97,0.93,0.0,0
4FGL J0224.8+2937,146.1344,-28.999453,439.57773,-22.880129414524927,2.8368835,0.19315235,0.012786744,0.13873585,-0.20835866,-0.91313195,0.0039019994,0.6666667,-0.49294123,-0.75799966,-0.99997354,-0.9456715,1.8727616263619644,PowerLaw,0.091763854,0.31641743,,,,0.0,0.0,4
4FGL J0225.5-5530,278.4642,-56.925102,2159.2012,-22.50214588937509,2.4725177,0.1331438,-0.0946596,1.5791787,-0.70343834,-0.92211145,0.005064464,0.6666667,-0.29648504,-0.5292427,-0.59666044,-0.99990255,1.9351621105425618,PowerLaw,0.040827934,1.9830775,,,,0.0,0.0,0
4FGL J0226.9+7744,128.05937,15.830147,5003.3135,-22.699344577854777,1.9986678,0.23975381,0.1295983,1.2087916,-0.97365284,0.99929017,0.0013169784,0.6666667,0.5516809,-0.709451,-0.3486303,-0.70027095,1.9896772175192654,PowerLaw,0.13295363,0.42085096,,,,0.0,0.0,0
4FGL J0230.3+1713,154.16728,-39.57315,1091.6952,-21.97785873904159,2.503713,0.19267654,0.11410546,0.93327445,-0.06825986,-0.46793306,0.0034865935,0.6666667,-0.7777019,-0.58671105,-0.9999739,0.9836957,2.0909833972920095,PowerLaw,0.13590579,0.3994895,,,,0.0,0.0,0
4FGL J0231.0+3505,145.00188,-23.465021,8759.94,-23.257225704799268,1.6851197,0.56078464,0.9910717,2.6112323,0.99983525,-0.89550066,9.7071065E-4,0.6666667,-0.999908,0.9997371,-0.32627967,-0.67084485,2.1519102779565755,PowerLaw,0.15063961,0.06961679,,,,0.0,0.0,256
4FGL J0235.3+5650,136.81866,-3.1947489,832.3169,-21.143342489790555,2.6387558,0.1517038,0.40222147,4.063979,-0.14192066,-0.2007072,0.0046690493,0.6666667,-0.74427396,-0.83127666,-0.8923203,-0.99793303,2.273243694372345,LogParabola,0.14375019,0.33946764,3FGL J0235.7+5647,,,0.0,0.0,0
4FGL J0237.8+5238,138.82658,-6.920497,1590.0896,-20.470706554202554,2.223028,0.13521756,0.5178352,6.919236,-0.19924258,-0.37286356,0.002140647,0.6666667,-0.269704,-0.5847505,-0.98114526,-0.9989447,1.8482663731356095,LogParabola,0.11481656,0.2681321,3FGL J0238.0+5237,,,0.0,0.0,0
4FGL J0239.1+6634,133.35677,5.912753,1745.5057,-21.89339153879285,2.5409133,0.273158,0.2231466,2.0699286,0.99700594,0.94532645,0.0041199094,0.6666667,-0.8109958,-0.60603744,-0.98293746,-0.99960876,0.44320649572857934,PowerLaw,0.13808379,0.42363277,,agn,2MASS J02402251+6630055,0.29,0.0,16
4FGL J0240.2-0248,174.55476,-54.390606,781.9913,-22.502837275819882,2.5547237,0.1416173,-0.009585007,0.11904047,-0.15136681,-0.7801561,0.001353321,0.6666667,-0.7407288,-0.775016,-0.12171412,-0.9999996,2.687249731155899,PowerLaw,0.07082656,0.1971976,3FGL J0240.0-0253,agn,2MASS J02402441-0253337,0.57,0.0,0
4FGL J0245.0+4755,141.86679,-10.73122,1356.3013,-22.578326655920357,2.4183786,0.24357596,0.13862322,0.8121866,-0.99784523,0.96291184,0.0029765791,0.6666667,-0.5823744,-0.7631915,-0.56532353,-0.9999911,2.2522121224343703,PowerLaw,0.18930508,0.41690543,3FGL J0244.4+4745,,,0.0,0.0,0
4FGL J0246.0-4838,264.79352,-59.122177,1356.6874,-23.062070976239745,2.4489474,0.50514865,0.44653854,1.1978357,-0.82260805,-0.6961459,0.008050426,0.6666667,-0.49561316,-0.66698444,-0.99999934,0.9947189,2.20037795761073,PowerLaw,0.34560296,1.0706692,,,,0.0,0.0,0
4FGL J0251.1-1830,201.90068,-61.187057,6462.734,-22.673722664424,1.6237446,0.3006073,0.5034518,3.6969025,0.30631596,0.0729381,0.0015110536,0.6666667,0.28433666,0.24762112,-0.34700093,-0.65106136,1.6211577161481832,LogParabola,0.23109514,0.05409047,3FGL J0251.1-1829,,,0.0,0.0,0
4FGL J0252.0-3657,241.66917,-62.75466,3276.7622,-23.021827523994496,1.9457521,1.2139058,0.8501078,2.028907,-0.99999094,0.99985284,0.002179714,0.6666667,-0.66875607,0.0938463,-0.8095272,-0.9999948,2.839841357274157,PowerLaw,0.7247968,0.13014,,,,0.0,0.0,0
4FGL J0252.3-2707,219.9578,-63.166855,321.81012,-23.422403266104553,2.9719613,0.16567978,-0.0731753,0.7877702,-0.33129916,-0.8477856,9.057346E-4,0.6666667,-0.80971533,-0.7757981,-0.26952744,-0.9996133,3.0585316887185474,PowerLaw,0.07188102,0.19087124,,agn,AT20G J025309-271928,0.73,0.0,0
