Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
4FGL J1158.3-6232,296.84955,-0.29444847,3561.3696,-20.831986942627683,2.3399427,0.18287276,0.14853206,2.1033611,0.9519907,-0.49282143,0.0019944909,0.6666667,-0.5854566,-0.6545139,-0.8262109,-0.7271052,2.927431904443388,PowerLaw,0.09885871,0.3736447,,,spp,,SNR G296.8-00.3,,0.8,0.0,1
4FGL J1159.3-6122,296.7372,0.8614489,2251.0916,-21.300335174392856,2.515913,0.20531122,0.12405409,1.69768,0.85220695,-0.58188796,0.0028910935,0.6666667,-0.6192164,-0.6825904,-0.85436934,-0.99997663,2.533631068819186,PowerLaw,0.09016947,0.34979236,,,unk,,1RXS J115843.7-611934,,0.0,0.80742866,285
4FGL J1208.5-5243e,296.36636,9.593775,3768.7258,-20.660810966449283,1.8621867,0.056466695,0.0022230311,0.09528506,0.99988973,0.014626807,1.0654692E-4,0.6666667,-0.5937532,-0.24116923,-0.5409957,-0.44197026,1.0558150567234181,PowerLaw,0.022644961,0.06759253,3FGL J1209.1-5224,3FHL J1208.5-5243e,SNR,,SNR G296.5+10.0,,,,4
4FGL J1213.3-6240e,298.58282,-0.12688911,2738.0007,-18.601709581930905,2.2630107,0.03856765,0.0879548,5.2691584,0.9306838,-0.26799053,4.7461462E-4,0.6666667,-0.62930053,-0.611491,-0.7113656,-0.63375944,1.8558944003901792,LogParabola,0.019347547,0.076485485,3FGL J1214.0-6236,3FHL J1213.3-6240e,snr,,SNR G298.6-00.0,,,,4
4FGL J1256.1-5652,303.57413,5.9941196,679.615,-21.37692036070391,2.6708608,0.19477421,0.56947947,3.686541,0.99997765,-0.3790823,0.007024405,0.6666667,-0.7698849,-0.8848353,-0.6870464,-0.9963114,1.4148557940946715,LogParabola,0.20093472,0.45234197,3FGL J1256.1-5703,,unk,,1RXS J125554.2-564945,,0.0,0.90431535,0
4FGL J1303.0-6312e,304.23477,-0.3575033,10555.423,-19.86060367836941,1.8191205,0.053378373,-0.031382,1.2688553,0.027099373,-0.6490581,7.905112E-5,0.6666667,-0.65219826,-0.5160149,-0.48166314,-0.15933274,1.1260034272311423,PowerLaw,0.021829495,0.07677413,3FGL J1303.0-6312e,3FHL J1303.0-6312e,PWN,,HESS J1303-631,,,,0
4FGL J1305.4-4928,305.27112,13.334779,1409.9603,-20.759174381327362,2.275475,0.06013635,0.041597955,1.2751092,0.0133807445,-0.3772995,3.5656788E-4,0.6666667,-0.69797254,-0.5447216,-0.70722675,-0.5527705,2.074528560415541,PowerLaw,0.03201434,0.07744711,3FGL J1305.4-4926,3FHL J1305.4-4927,sbg,,NGC 4945,,0.9997731,0.99789065,0
4FGL J1305.5-6241,304.55353,0.13339922,3146.033,-19.554141571898096,2.3462372,0.06691508,0.032365866,1.055323,0.09167104,0.12803252,3.3383217E-4,0.6666667,-0.5502696,-0.64709306,-0.74822825,-0.5230289,1.4648469433818718,PowerLaw,0.032937482,0.09057395,3FGL J1305.7-6241,3FHL J1305.5-6240,snr,,Kes 17,,0.8,0.0,0
4FGL J1326.6-4729,309.07816,14.957956,1690.0305,-19.97715728996472,2.2061112,0.08546054,0.52050567,10.63344,0.9593858,-0.10762653,0.002348793,0.6666667,-0.35097447,-0.65816134,-0.9421072,-0.99999934,1.7898311891713257,LogParabola,0.08188136,0.25342542,3FGL J1326.7-4727,,glc,,Omega Cen,,0.99792176,0.0,0
4FGL J1331.0+3032,56.791004,80.68729,1284.069,-22.513497613845573,2.4111938,0.20571885,0.11289595,1.1937506,0.84160626,-0.79560816,0.0034906508,0.6666667,-0.73277444,-0.36056697,-0.88392067,-0.99997497,1.0718820293535118,PowerLaw,0.11512288,0.43641132,3FGL J1330.5+3023,,css,,3C 286,,0.98512655,0.99724907,0
4FGL J1343.8-6208,309.01355,0.109214574,2929.7808,-20.41937581369586,2.4456034,0.051276114,0.16099727,2.1943939,0.9993017,0.6614761,0.005582016,0.6666667,-0.61114734,-0.7782309,-0.7498355,-0.659815,1.6386666889096555,PowerLaw,0.00534107,0.8691702,,,spp,,SNR G308.8-00.1,,0.8,0.0,26
4FGL J1344.9-6228,309.07404,-0.24557248,1764.1611,-19.522155088790594,2.5508382,0.13879707,0.37481523,6.2396183,0.99307877,-0.4341112,0.0015433838,0.6666667,-0.5205687,-0.78994644,-0.9411647,-0.95633686,1.3531690867031534,LogParabola,0.10427936,0.2049319,3FGL J1345.1-6224,,spp,,SNR G308.8-00.1,,0.8,0.0,18
4FGL J1345.3-6253,309.02722,-0.65269184,2632.242,-20.568868444979312,2.515805,0.3626,0.971557,3.527868,-0.9774122,0.46384728,0.008955217,0.6666667,-0.393027,-0.56811476,-0.99997383,0.99761266,1.7133431021167855,LogParabola,0.22903551,0.5738234,,,spp,,SNR G309.2-00.6,,0.8,0.0,20
4FGL J1355.2-6420e,309.76733,-2.3228676,61491.93,-21.98868823121118,1.3194005,0.1295313,0.051234823,0.77671975,-0.99988526,-0.91414434,1.5614866E-4,0.6666667,0.733432,0.9883475,-0.12451162,-0.067457475,1.5790036574774051,PowerLaw,0.0694158,0.24217628,3FGL J1356.6-6428,,PWN,,HESS J1356-645,,,,0
4FGL J1358.2-6210,310.6401,-0.30418465,1732.6655,-19.46701718463805,2.5273852,0.11706793,0.28338286,5.317889,0.013799803,0.1659255,0.002441434,0.6666667,-0.61515284,-0.75766927,-0.8839616,-0.9960404,1.2879857551788692,LogParabola,0.08482031,0.27680346,,,spp,,SNR G310.6-00.3,,0.8,0.0,1
4FGL J1420.3-6046e,313.57068,0.24041826,23793.871,-19.477509818678705,1.9977322,0.002054993,-0.008990466,0.3309579,-0.93599355,0.98644805,2.500024E-4,0.6666667,-0.62061757,-0.65107656,-0.8005159,-0.0049822703,3.1514433089665785,PowerLaw,0.02641755,0.39558667,3FGL J1420.0-6048,1FHL J1420.1-6047,PWN,,HESS J1420-607,,,,0
4FGL J1433.5-5457,317.3163,5.031497,1004.65027,-21.389362067047514,2.6422753,0.16995482,0.22216052,2.5978894,-0.51363885,-0.64017165,0.00420328,0.6666667,-0.7946666,-0.6665649,-0.99239564,-0.98075074,1.5680650590376553,PowerLaw,0.11351543,0.37078682,,,unk,,1RXS J143329.9-545931,,0.0,0.9276447,0
4FGL J1435.8-6018,315.5187,-0.01864386,1010.3445,-20.14057948579285,2.6914291,0.25545567,0.7263333,5.7237,-0.8925961,0.19737794,0.01122311,0.6666667,-0.66166353,-0.96996695,-0.6323464,-0.9952334,1.545538428605146,LogParabola,0.18661137,1.457132,,,spp,,SNR G315.4-00.3,,0.8,0.0,9
4FGL J1441.6-5951c,316.36096,0.1064657,3203.6638,-20.312990387736665,2.5094075,0.29776126,0.99920505,4.342684,0.97178346,-0.8365671,0.0063287457,0.6666667,-0.32967225,-0.4558113,-0.95946884,-0.99968964,2.516461209348473,LogParabola,,0.4848557,3FGL J1441.5-5955c,,spp,,SNR G316.3-00.0,,0.8,0.0,2096
4FGL J1442.2-6005,316.33533,-0.13442212,1904.3983,-19.415176493114444,2.5027559,0.13414702,0.3139325,5.1901894,-0.828739,0.99543715,0.0021237298,0.6666667,-0.57042617,-0.71353287,-0.9373425,-0.8132322,2.6362600406556487,LogParabola,0.0993784,0.2784467,2FGL J1441.6-5956,,spp,,SNR G316.3-00.0,,0.8,0.0,4
4FGL J1443.0-6227e,315.4419,-2.3204007,26893.717,-21.478629494951097,1.4452621,0.12377796,0.15002629,2.7382033,-0.9999079,-0.9977778,1.2629473E-4,0.6666667,0.9999342,0.96970326,-0.106480576,-0.08996733,2.4959839063552245,PowerLaw,0.069190815,0.14017238,,3FHL J1443.0-6227e,SNR,,RCW 86,,,,0
4FGL J1453.4-5858,318.09995,0.26264417,2716.6973,-20.700404356345146,2.5113757,0.21625845,0.1797059,1.6789157,-0.87059826,0.5815898,0.010046076,0.6666667,-0.65613925,-0.7604938,-0.8500892,-0.52479345,1.540289682145412,PowerLaw,0.18139581,1.4917674,,,spp,,SNR G318.2+00.1,,0.8,0.0,29
4FGL J1459.0+7140,109.99322,42.10191,904.03394,-22.26719198402347,2.446429,0.10994615,0.027050072,0.44097516,0.986928,-0.60490036,0.0010096295,0.6666667,-0.6256087,-0.767218,-0.85722786,-0.0652878,4.516418514936266,PowerLaw,0.061688002,0.14428988,,,css,,3C 309.1,,0.999343,0.9974714,0
4FGL J1459.0-5353,321.13934,4.4041533,1865.6278,-21.654020981015524,2.4928174,0.22447738,0.06998812,0.8401933,-0.81300247,0.9841124,0.0013416008,0.6666667,-0.6990929,-0.89047426,-0.35805655,-0.6249512,2.440615073609784,PowerLaw,0.11668728,0.12838912,,,unk,,AT20G J145935-535047,,0.0,0.8657233,28
4FGL J1503.6-4146,327.78787,14.621769,2174.228,-22.184013571667535,2.2717247,0.14670701,-0.034557857,0.40362686,0.9799734,-0.44514665,2.962665E-4,0.6666667,-0.45907617,-0.716584,-0.64634764,-0.2743118,1.1997161877361509,PowerLaw,0.06876308,0.15910132,1FGL J1501.6-4204,,spp,,SNR G327.6+14.6,,0.8,0.9164554,0
4FGL J1508.9-4110,329.00006,14.637994,868.01276,-21.837649661926683,2.593939,0.30537745,0.6966003,4.293884,0.99801236,-0.35453758,0.006492038,0.6666667,-0.53457856,-0.9387823,-0.9999995,0.9995319,1.1120436716294002,LogParabola,0.277491,0.506832,,,spp,,SNR G330.0+15.0,,0.8,0.0,2
4FGL J1514.2-5909e,320.3458,-1.2088813,11390.72,-19.415350945829527,1.802716,0.037354045,-0.0029276225,0.14191984,-0.4693959,-0.58738655,7.0628834E-5,0.6666667,-0.6750476,-0.32718375,-0.45836535,-0.32642505,2.0299169276561058,PowerLaw,0.018397452,0.05571204,3FGL J1514.0-5915e,3FHL J1514.2-5909e,PWN,,MSH 15-52,,,,516
4FGL J1518.8+0203,3.8860004,46.730453,1510.2316,-21.90606096241988,2.2777874,0.2979084,0.620786,3.2566414,-0.9999698,0.99964726,0.0100162625,0.6666667,-0.19913152,-0.78239876,-0.8410434,-0.9919733,1.752083832615635,LogParabola,0.30670267,1.0255526,,,glc,,NGC 5904,,0.99198514,0.0,0
4FGL J1528.4-6729,317.13382,-9.05881,4469.1606,-22.244758167013238,1.9929659,0.18867199,0.09140568,1.2157878,0.9836491,-0.70973223,5.2698504E-4,0.6666667,-0.600059,-0.4352374,-0.4134986,-0.69016135,1.4081312743111944,PowerLaw,0.084417775,0.20786524,,3FHL J1528.4-6730,unk,,1RXS J152815.0-673003,,0.0,0.92409295,0
4FGL J1533.9-5712e,323.59512,-0.99994844,239424.86,-23.467018874020145,0.96843463,0.36137158,0.011113556,0.08603535,-0.9965687,-0.9905401,2.988199E-4,0.6666667,0.7281735,0.99910915,-0.6981712,-0.04528277,1.1373177107219121,PowerLaw,0.16196422,0.8670508,,,SNR,,HESS J1534-571,,,,1
4FGL J1534.7+2331,36.654972,53.071682,989.4079,-22.253266427228294,2.4161868,0.15959533,0.03564736,0.43037373,-0.04736591,-0.6303398,0.001265992,0.6666667,-0.5853123,-0.71071243,-0.9997804,0.9985236,2.5926875680285084,PowerLaw,0.090752706,0.20866928,,,sbg,,Arp 220,,0.99150884,0.8805369,0
4FGL J1545.0-6642,318.91748,-9.381414,7448.869,-21.851662588352912,1.7383816,0.11646429,0.008946582,0.17763342,0.99823993,-0.5333544,2.0980353E-4,0.6666667,-0.6617335,-0.35463297,-0.17435765,-0.35463685,1.0228999525910767,PowerLaw,0.04884657,0.14976554,3FGL J1545.0-6641,3FHL J1544.9-6641,unk,,1RXS J154458.3-664153,,0.0,0.992007,0
4FGL J1552.4-5612e,326.2077,-1.7477108,5293.2607,-20.242658116722204,2.050145,0.1597766,0.21233557,3.4144566,0.99993646,-0.99934995,5.2825146E-4,0.6666667,0.99601835,-0.39112034,-0.5760128,-0.8338871,1.3810575776565488,LogParabola,0.08723081,0.18450652,1FGL J1552.4-5609,3FHL J1552.7-5611e,PWN,,MSH 15-56,MSH 15-56 SNR field,,,20
4FGL J1552.9-5607e,326.31873,-1.7351333,4079.7063,-18.95805577526424,2.1037648,0.05958439,0.07685879,3.687169,-0.94897646,0.99937016,2.4326259E-4,0.6666667,-0.5525482,-0.51662105,-0.62799937,-0.48118913,0.9314535327708754,LogParabola,0.024635408,0.079741225,3FGL J1552.9-5610,3FHL J1552.7-5611e,SNR,,MSH 15-56,,,,4
4FGL J1556.0-4713,332.36526,4.81771,1313.7384,-21.102806093034626,2.5486093,0.10448299,0.0076156557,0.15883504,0.71532696,-0.6966153,8.0149906E-4,0.6666667,-0.85759073,-0.70537627,-0.63259256,-0.37818936,1.0065685625097898,PowerLaw,0.052004244,0.090889685,,,unk,,1RXS J155608.6-471529,,0.0,0.93405765,6
4FGL J1601.3-5224,329.65732,0.32543454,1119.6877,-19.554794708959346,2.7403295,0.15311971,0.45146906,6.4058084,-0.40746963,-0.37401938,0.008646286,0.6666667,-0.76107144,-0.9064447,-0.91057974,-0.99642396,1.348843940196927,LogParabola,0.114658855,0.57204413,,,spp,,SNR G329.7+00.4,,0.8,0.0,1
4FGL J1615.3-5146e,331.659,-0.6590821,16248.609,-19.7042130037461,1.7312346,0.07453166,0.11050066,3.172725,-0.21122698,-0.99198675,1.5445858E-4,0.6666667,0.9974889,-0.2890118,-0.2739809,-0.29596692,1.3221725088400627,LogParabola,0.036452655,0.1283647,3FGL J1615.3-5146e,3FHL J1615.3-5146e,SNR,,HESS J1614-518,,,,4
4FGL J1616.2-5054e,332.36514,-0.13094062,6764.717,-18.331851725685436,2.0572102,0.03591306,0.006286231,0.39986336,-0.8246578,0.9947798,6.246987E-5,0.6666667,-0.48046133,-0.53414977,-0.6005918,-0.29032144,1.234291937522779,PowerLaw,0.014349093,0.043289617,3FGL J1616.2-5054e,3FHL J1616.2-5054e,PWN,,HESS J1616-508,,,,4
4FGL J1616.9-2257,352.6753,19.48634,1840.5854,-21.10058754469861,2.2852502,0.18829927,0.2965859,3.5414884,0.9984449,-0.5165612,0.002430182,0.6666667,-0.504812,-0.5162258,-0.95163417,-0.9999946,1.1175204276577517,LogParabola,0.12626757,0.33942547,3FGL J1616.8-2300,,glc,,M 80,,0.99498725,0.0,0
4FGL J1618.7-4633c,335.70117,2.6982014,2365.4797,-21.231257297883133,2.459662,0.3129078,0.32357767,2.6078236,-0.94413525,0.9322112,0.005138028,0.6666667,-0.5773206,-0.61090773,-0.9517618,-0.37532863,1.1608113647453513,PowerLaw,0.078803875,0.5734203,2FGL J1619.0-4650,,unk,,1RXS J161906.9-462319,,0.0,0.8017997,32
4FGL J1619.8-6314,324.03253,-9.271943,8389.75,-22.982831495124678,1.7924608,0.36203843,0.27148044,1.2592894,0.9932404,-0.9999912,0.0025984817,0.6666667,0.99788654,0.4026141,-0.39732066,-0.4434097,2.020882321567728,PowerLaw,0.25726223,1.0123453,,,unk,,1RXS J161946.9-631530,,0.0,0.9237677,0
4FGL J1626.9-2431e,353.0572,16.728449,1298.0085,-19.655975738172593,2.3864696,0.059483964,0.060017724,2.2347288,0.74693596,-0.43271944,7.682725E-4,0.6666667,-0.68659127,-0.61737096,-0.68633235,-0.87997335,2.8616581747485834,PowerLaw,0.030647725,0.099242605,3FGL J1626.2-2428c,,SFR,,rho Ophiuchi,,,,4
4FGL J1627.6-3852,342.3443,6.9241686,2415.48,-21.318844287752512,2.328644,0.17460811,0.24503484,2.6230447,0.42398465,0.993433,0.010625384,0.6666667,-0.58452225,-0.63492924,-0.82865554,-0.29797757,2.1722993126768246,PowerLaw,0.063066855,1.5957439,,,glc,,NGC 6139,,0.9942579,0.0,8
4FGL J1628.2-4848c,335.23013,-0.016264195,1769.88,-19.67903787434357,2.570116,0.22275968,0.3938937,4.513112,-0.9999777,0.9993647,0.00481707,0.6666667,-0.4913447,-0.7623344,-0.99888986,0.21912476,1.1595848849614023,LogParabola,0.16164273,0.61919767,3FGL J1628.9-4852,,spp,,SNR G335.2+00.1,,0.8,0.0,296
4FGL J1631.6-4756e,336.24255,0.16598085,48592.242,-20.188644568614265,1.587711,0.08692135,0.01402253,0.3046846,0.9355347,-0.9998572,7.489975E-5,0.6666667,0.97203064,-0.19390151,-0.23666836,-0.22671321,2.0085666121080465,PowerLaw,0.047161285,0.12391595,3FGL J1633.0-4746e,3FHL J1631.6-4756e,pwn,,HESS J1632-478,FGES J1633.0-4746 field,,,0
4FGL J1633.0-4746e,336.52115,0.11664723,2528.9136,-17.26774538861996,2.1865613,0.02447232,0.08059758,5.6972976,0.93273205,0.6279487,4.462709E-4,0.6666667,-0.5422503,-0.6138901,-0.7050828,-0.5367549,2.2652767118499084,LogParabola,0.01539145,0.060310856,3FGL J1633.0-4746e,3FHL J1633.0-4746e,spp,,HESS J1632-478,,,,4
4FGL J1636.3-4731e,337.07684,-0.12287334,3422.5095,-18.22480306355456,2.3725712,0.06181852,0.10731002,4.9115415,0.9322281,-0.51654273,7.6781923E-4,0.6666667,-0.6839687,-0.6497864,-0.71106327,-0.745032,2.0055110747431626,LogParabola,0.028791636,0.11985332,3FGL J1636.2-4734,,SNR,,SNR G337.0-00.1,FGES J1633.0-4746 field,,,0
4FGL J1638.5-4657,337.7602,-0.02507088,2764.118,-18.81118450822677,2.4715602,0.11524939,0.30666882,6.052147,-0.7397667,-0.39721182,0.0018926968,0.6666667,-0.4767186,-0.69352674,-0.8765906,-0.99992514,2.218579959878168,LogParabola,0.08861964,0.29029375,3FGL J1638.6-4654,,spp,,SNR G337.8-00.1,,0.8,0.0,2
4FGL J1640.6-4632,338.2989,-0.020879952,17174.57,-19.94211465049121,1.794797,0.10369071,0.040732425,0.75545245,-0.5223199,-0.9497738,1.1499945E-4,0.6666667,0.99094945,-0.5370867,-0.53834355,-0.009663436,1.9268844031688455,PowerLaw,0.051506653,0.11905906,3FGL J1640.4-4634c,3FHL J1640.6-4633,spp,,SNR G338.3-0.0,,0.8,0.0,0
4FGL J1641.0-4619,338.50653,0.07926371,2852.8071,-18.79693154047,2.4695187,0.07641093,0.14282791,4.4098773,0.92311054,0.799491,0.0054947296,0.6666667,-0.6577002,-0.6715715,-0.81871474,-0.69060636,1.06433942567326,LogParabola,0.04550691,0.8002651,3FGL J1641.1-4619c,3FHL J1641.1-4619,spp,,SNR G338.5+00.1,,0.8,0.0,16
4FGL J1641.3-5945,328.3763,-8.8027725,1929.5178,-21.595660218519708,2.3826997,0.104514524,-0.0071713817,0.12700656,-0.56457895,-0.6780454,8.2943076E-4,0.6666667,-0.6330392,-0.68788,-0.656077,-0.3199357,2.106854331162616,PowerLaw,0.049538337,0.1017252,,,unk,,1RXS J164117.0-594647,,0.0,0.9406603,4
4FGL J1642.1-5428e,332.4843,-5.43029,1428.5155,-20.273631280442423,2.3099124,0.17567565,0.17167994,0.8639812,0.99905396,-0.49403575,1.2779533E-4,0.6666667,-0.64530474,-0.8443892,-0.28406414,-0.24024601,2.216912956649673,PowerLaw,0.14848611,0.07071675,3FGL J1645.9-5420,,spp,,SNR G332.5-05.6,,,,4
4FGL J1645.1-3323,348.83875,7.9452057,2299.2314,-21.84232199787931,2.3652296,0.15887012,0.023646891,0.38441235,-0.988232,0.9985612,0.0014703306,0.6666667,-0.769739,-0.6042225,-0.51631343,-0.7040999,2.752002240647067,PowerLaw,0.0672257,0.15203829,,,unk,,AT20G J164516-331816,,0.0,0.87889004,0
4FGL J1645.8-4533,339.6346,-0.045276653,2056.1814,-19.20920353575709,2.5636814,0.1223811,0.25846973,5.0409017,0.99908143,-0.61338586,0.0024735064,0.6666667,-0.66542363,-0.8010659,-0.8826885,-0.6801464,0.26335528275752984,LogParabola,0.07409894,0.26372856,,,unk,,4U 1642-45,,0.0,0.9613705,4
4FGL J1647.2-0154,15.754073,26.329037,4104.252,-22.22776540238808,1.9905814,0.36592484,0.99996674,3.8436193,0.9998042,0.9177095,0.0024105632,0.6666667,-0.029955251,-0.065045044,-0.94943845,-0.98548365,1.5319578347968779,LogParabola,,0.0019921307,,,glc,,NGC 6218,,0.9933344,0.0,2052
4FGL J1700.1-4013,345.4172,1.3055555,1250.0696,-20.27171695241372,2.5671818,0.2476578,0.56393015,3.8851323,0.98628896,0.8586069,0.006967951,0.6666667,-0.5527591,-0.85849094,-0.8561616,-0.9724705,2.2517285864244903,LogParabola,0.2636966,0.66296357,3FGL J1700.4-4019c,,unk,,NVSS J165941-401121,,0.0,0.98331314,12
4FGL J1701.0-2617,356.63464,9.658588,1566.6879,-21.738205762088867,2.3844154,0.16919406,0.079623885,0.90391743,0.96659046,-0.60648084,0.0031869502,0.6666667,-0.8095795,-0.46774855,-0.6718882,-0.6691432,2.262722412043741,PowerLaw,0.09976652,0.42770687,,,unk,,PKS 1657-261,,0.0,0.8487127,2
4FGL J1701.2-3006,353.5795,7.323166,1243.2102,-19.558559968395368,2.2856126,0.07227133,0.42679995,10.692628,0.9867254,-0.27498335,0.0012414693,0.6666667,-0.42051598,-0.64221984,-0.9659092,-0.9996583,1.6988183722691719,LogParabola,0.05617421,0.13358982,3FGL J1701.2-3006,,glc,,M 62,,0.99724466,0.0,0
4FGL J1705.7-4124,345.13095,-0.26648456,2576.497,-20.17392596076905,2.497633,0.23846081,0.15522934,2.139195,0.9930996,-0.4822574,0.006733366,0.6666667,-0.6815999,-0.65735215,-0.80461013,-0.99976146,1.8858830512912041,PowerLaw,0.115538985,0.9994716,3FGL J1705.5-4128c,,snr,,SNR G344.7-00.1,,1.0,0.86142564,258
4FGL J1708.6-4312,344.01395,-1.7627261,1769.7601,-20.388669649938084,2.4786813,0.2051518,0.33543134,3.2429645,0.9116422,-0.52913207,0.0037183524,0.6666667,-0.5647966,-0.67287457,-0.9564442,-0.99951607,1.9451396921995476,LogParabola,0.1850868,0.50978607,,,unk,,1RXS J170848.0-431418,,0.0,0.91413355,0
4FGL J1711.1-4600c,342.0178,-3.7858176,1219.7877,-20.88160566706802,2.6597319,0.4570514,0.54260516,3.9557815,-0.6500755,-0.21740809,0.010906639,0.6666667,-0.7429838,-0.8599328,-0.99999917,0.9999877,1.8134742976878935,LogParabola,0.36275643,0.78393805,,,unk,,AT20G J171106-455254,,0.0,0.8495225,57
4FGL J1711.6-3407,351.67,3.1419756,1952.1626,-21.406555823014713,2.489648,0.19036603,0.10829921,1.2045184,0.938164,0.9883935,0.0019991235,0.6666667,-0.64768136,-0.7715432,-0.7646569,-0.48716554,2.196038987445964,PowerLaw,0.11113567,0.31605747,,,unk,,NVSS J171151-340701,,0.0,0.86258197,8
4FGL J1712.5-4642,341.59402,-4.3931174,1261.8738,-20.921896172510667,2.5648124,0.24108657,0.43629754,3.3905325,-0.47242382,-0.49760073,0.012294996,0.6666667,-0.70956016,-0.80465394,-0.95574635,-0.91294146,2.2688652819731097,LogParabola,0.20043078,1.0706421,,,spp,,SNR G343.0-06.0,,0.8,0.0,10
4FGL J1713.5-3945e,347.3355,-0.47268543,8922.387,-19.1567858719511,1.7221098,0.05615223,0.073650144,3.2080982,-0.9997661,0.9995921,6.884997E-5,0.6666667,0.13037287,-0.26243165,-0.38346565,-0.30268735,1.4651958967814032,LogParabola,0.02397111,0.05426315,3FGL J1713.5-3945e,3FHL J1713.5-3945e,SNR,,RX J1713.7-3946,,,,0
4FGL J1714.1-3811,348.6703,0.36042526,10624.771,-20.380405362092038,1.959588,0.12250926,0.049195588,0.848202,0.541885,-0.5200169,1.9994596E-4,0.6666667,-0.6996522,-0.35221228,-0.47874892,-0.44947708,2.1867350738355853,PowerLaw,0.059743866,0.14736275,,3FHL J1714.0-3811,snr,,SNR G348.7+00.3,,0.8,0.99554175,0
4FGL J1714.2-2928,355.77844,5.411589,1434.5438,-21.54706209571243,2.4666076,0.24676766,0.321857,2.2562604,-0.9981732,0.9991972,0.006557968,0.6666667,-0.67018044,-0.6446945,-0.9153117,-0.9962745,1.9413519760141904,PowerLaw,0.1250872,0.75458735,,,glc,,NGC 6304,,0.83621186,0.0,8
4FGL J1715.8-4549,342.6496,-4.348496,1108.3165,-21.015922431934925,2.5632517,0.26675442,0.57563245,3.4828932,0.9598087,-0.6610146,0.0063833045,0.6666667,-0.44001538,-0.86893433,-0.7347271,-0.715831,1.706097151192756,LogParabola,0.27852544,0.56591296,,,spp,,SNR G343.0-06.0,,0.8,0.0,0
4FGL J1716.7-2808,357.18124,5.7442875,1532.1827,-20.243851675795028,2.3301034,0.12642853,0.43330792,5.9223137,0.59217596,-0.45576924,0.0028062952,0.6666667,-0.353149,-0.6200243,-0.949912,-0.9999812,2.6501260414883454,LogParabola,0.10529589,0.3325102,3FGL J1716.6-2812,,glc,,NGC 6316,,0.97033656,0.0,0
4FGL J1716.8+4310,68.37585,34.919117,1075.4497,-22.589294477014132,2.5036345,0.36757544,0.43797374,2.130676,-0.7826865,-0.4426037,0.0077983392,0.6666667,-0.68468285,-0.6087305,-0.999974,-0.17945014,2.1828027202691533,PowerLaw,0.24679703,0.87464696,,,glc,,NGC 6341,,0.9968544,0.0,0
4FGL J1718.0-3726,349.72232,0.16228539,4187.4375,-19.07912482315764,2.2524364,0.05433632,0.05980344,1.9954762,-0.22895396,-0.33154887,3.621347E-4,0.6666667,-0.4396258,-0.630109,-0.6142678,-0.62401366,1.1541095505445793,PowerLaw,0.03161362,0.09776779,3FGL J1718.0-3726,3FHL J1718.0-3726,snr,,SNR G349.7+00.2,,0.8,0.9997173,0
4FGL J1718.3-4445,343.77927,-4.0913744,2401.4165,-21.493005938120742,2.4778528,0.26236102,0.13867755,1.4416099,-0.9989446,0.99985087,0.003966482,0.6666667,-0.80347836,-0.60339653,-0.8748442,-0.31837365,1.937507337538727,PowerLaw,0.11948832,0.6019064,,,spp,,SNR G343.0-06.0,,0.8,0.0,16
4FGL J1719.7-4500,343.71436,-4.440839,3294.2288,-21.543198451765935,2.4138606,0.28403142,0.21312052,1.8175156,-0.9926797,0.9985462,0.0042034965,0.6666667,-0.59025484,-0.4632255,-0.8641199,-0.9999054,2.326139720291164,PowerLaw,0.07329081,0.7731353,,,spp,,SNR G343.0-06.0,,0.8,0.0,0
4FGL J1720.2-4757,341.32565,-6.188306,661.98206,-21.974873939081256,2.9078772,0.30372876,0.5250752,2.902652,0.0137138935,-0.62729305,0.027253764,0.6666667,-0.87289554,-0.8847847,-0.8155368,-0.99767625,1.8676715839023412,PowerLaw,0.29626402,1.4436048,,,spp,,SNR G343.0-06.0,,0.8,0.8772328,272
4FGL J1720.6-3706,350.2972,-0.06531291,1379.3645,-19.87294868476194,2.6582716,0.20661558,0.36502305,4.4416013,0.045613594,-0.10814794,0.0046410067,0.6666667,-0.64261013,-0.76177853,-0.9994504,-0.8925892,-0.20735763038838842,LogParabola,0.07139282,0.49083102,1FGL J1720.7-3707c,,unk,,1RXS J172051.9-371033,,0.0,0.89904183,26
4FGL J1720.6-5144,338.19254,-8.362254,3607.5137,-22.091969603125563,2.16391,0.26409218,0.20123419,1.4703794,0.29250237,-0.94983184,0.0018431571,0.6666667,-0.0032831733,-0.27882755,-0.81085664,-0.4997045,1.949377820305607,PowerLaw,0.15669394,0.463566,,,unk,,1RXS J172032.0-514414,,0.0,0.937394,4
4FGL J1721.7-4709,342.12997,-5.932029,1798.5922,-21.621963710338953,2.4907782,0.19118463,0.08770129,1.0564146,0.7995,-0.6074499,0.0021745085,0.6666667,-0.5668492,-0.75566643,-0.2874008,-0.9999949,1.3632863236991963,PowerLaw,0.092963725,0.35116994,,,spp,,SNR G343.0-06.0,,0.8,0.0,0
