Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
4FGL J1722.6-4529,343.5959,-5.130568,1485.2229,-20.613792106368056,2.412534,0.13147148,0.26188403,3.9053829,0.98137856,-0.24577534,0.0025131612,0.6666667,-0.5949711,-0.6165801,-0.8966,-0.9999233,2.6823052514376506,LogParabola,0.090001866,0.3101091,3FGL J1722.9-4529,,spp,,SNR G343.0-06.0,,0.8,0.0,0
4FGL J1726.0-2843,357.87427,3.720534,7009.627,-21.75327519103565,1.9974523,0.25723717,0.0412304,0.37375662,0.985189,-0.55901045,0.0016005377,0.6666667,-0.8809913,-0.37229958,-0.22586904,-0.7102754,2.1569348386601397,PowerLaw,0.10527598,0.25996307,3FGL J1725.1-2832,,spp,,SNR G358.0+03.8,,0.8,0.0,0
4FGL J1727.0-3835,349.78973,-1.9392118,1059.1129,-21.024488552550878,2.6535754,0.31261802,0.5325545,3.0307994,-0.8174977,-0.07017284,0.002692896,0.6666667,-0.7136873,-0.94977665,-0.43105823,-0.99570376,1.7816113625280976,LogParabola,0.17388324,2.0483737,,,spp,,SNR G350.0-02.0,,0.8,0.0,8
4FGL J1727.6-3050,356.29498,2.2559824,2060.471,-20.610924465099856,2.3813844,0.21550182,0.48244855,3.4958982,-0.93844855,0.99890757,0.0035865048,0.6666667,0.29601505,-0.59066707,-0.872952,-0.9936748,2.1551483727558427,LogParabola,0.19064276,0.5265112,,,glc,,Terzan 2,,0.8511577,0.9933305,1
4FGL J1728.0-4606,343.61075,-6.260648,1176.8127,-20.355958035151623,2.4026065,0.1141071,0.40913257,6.326233,0.9999996,-0.4207613,0.0027687754,0.6666667,-0.52768433,-0.6901628,-0.9656196,-0.99994785,0.7289615022553828,LogParabola,0.09219135,0.2905234,3FGL J1728.0-4606,,spp,,SNR G343.0-06.0,,0.8,0.0,0
4FGL J1729.2-3641,351.61423,-1.2562553,2564.215,-20.07309857785631,2.4693131,0.1250193,0.10974008,2.2407038,0.99853206,-0.74894863,0.0011273421,0.6666667,-0.49384087,-0.8222858,-0.50215167,-0.83920497,2.416250470826841,PowerLaw,0.06229983,0.17130938,1FGL J1729.1-3641c,,unk,,NVSS J172917-364008,,0.0,0.99746835,4
4FGL J1729.9-2403,2.268316,5.562857,1014.72156,-20.45286705797156,2.6038094,0.18919899,0.66891575,6.192811,0.99164593,-0.3401454,0.00970066,0.6666667,-0.6198026,-0.90880054,-0.9799833,-0.9636416,1.001244228681789,LogParabola,0.20494753,0.7953418,3FGL J1729.7-2408,,unk,,1RXS J173013.1-240234,,0.0,0.8585471,0
4FGL J1730.1-3422,353.6468,-0.14280199,1210.0354,-19.78699172801694,2.625872,0.29283565,0.32081172,3.5173147,0.047847547,0.6123681,0.012045052,0.6666667,-0.75881976,-0.762185,-0.9699997,0.23452206,1.2157632270553032,LogParabola,0.1266945,0.82621634,,,unk,,NVSS J173013-342115,,0.0,0.94461894,26
4FGL J1731.2-3234,355.27698,0.6607439,1886.0487,-19.563707548933486,2.5112712,0.15181106,0.33670902,4.7836733,-0.8724762,0.7063603,0.002315908,0.6666667,-0.41218442,-0.6048883,-0.8903553,-0.999765,0.9306490548273965,LogParabola,0.11050377,0.35469893,2FGL J1731.6-3234c,,spp,,SNR G355.4+00.7,,0.8,0.0,4
4FGL J1732.8-3725,351.39914,-2.2613597,1869.5587,-21.111526263273763,2.461022,0.21480906,0.1620286,1.9996945,-0.98475593,0.99834883,0.0026909132,0.6666667,-0.8195274,-0.56384534,-0.7779643,-0.999379,2.1056212219170622,PowerLaw,0.106318235,0.36219913,,,unk,,1RXS J173250.4-372144,,0.0,0.99843127,1
4FGL J1733.7-4734,342.89697,-7.876223,4764.6826,-21.34549140948064,2.0251992,0.085991755,-0.074534975,2.3319552,0.72339064,-0.64175755,1.5097341E-4,0.6666667,-0.81855696,-0.2968948,-0.3287553,-0.4972135,1.862378082232047,PowerLaw,0.030617746,0.15008968,,3FHL J1733.8-4734,snr,,SNR G343.0-06.0,,0.8,0.0,0
4FGL J1735.7-3026,357.59207,1.0220912,2817.5498,-20.217903133686136,2.3500774,0.21456856,0.9999872,7.1331244,-0.12554105,-0.9828254,0.0017265958,0.6666667,0.999932,-0.4714024,-0.9643652,-0.99939036,1.2999204205770734,LogParabola,,1.356E-4,,,glc,,Terzan 1,,0.8899094,0.9928104,2048
4FGL J1735.9-3342,354.86386,-0.77305466,16726.908,-21.679073894810895,1.8082917,0.22476304,0.002018311,0.0,-0.5533969,0.5226259,5.898241E-4,0.6666667,-0.27969858,-0.7129648,-0.5349442,0.087413184,2.35561238918887,PowerLaw,0.09450761,0.65553564,,,spp,,SNR G354.8-00.8,,0.8,0.0,0
4FGL J1736.2-4443,345.56366,-6.7261524,1177.6366,-19.60227980767936,2.3067732,0.068565786,0.37898326,9.669839,0.9999807,-0.1427939,0.0016005895,0.6666667,-0.41439405,-0.65966564,-0.96327686,-0.99999785,1.590000304112195,LogParabola,0.05306112,0.17445916,3FGL J1736.2-4444,,glc,,NGC 6388,,0.99686146,0.0,0
4FGL J1736.4-4052,348.86017,-4.70785,2394.273,-21.719133430722426,2.28547,0.19953798,0.055629004,0.72156405,0.19067863,-0.74921215,0.0018479346,0.6666667,-0.8282562,-0.119664416,-0.717752,-0.6146126,1.7592977836835575,PowerLaw,0.08809119,0.1889207,,,unk,,1RXS J173638.5-405203,,0.0,0.9264522,4
4FGL J1737.5-0313,21.337915,14.826687,1567.2532,-21.292291363981157,2.334142,0.26595706,0.65362054,4.1206546,-0.99716735,0.9999481,0.0043065865,0.6666667,-0.041952837,-0.7577123,-0.9999947,0.92406654,2.30165654618313,LogParabola,0.25462636,0.45407557,,,glc,,NGC 6402,,0.9886703,0.0,0
4FGL J1740.3-3058c,357.66888,-0.10477674,2628.576,-19.380332078980828,2.4665804,0.23172984,0.27029133,4.060934,0.8872991,0.52981204,0.0051420806,0.6666667,-0.6174362,-0.69546956,-0.8940904,-0.3227416,1.5047768311718024,LogParabola,0.12087629,0.661738,3FGL J1741.1-3053,,snr,,MSH 17-39,,0.8,0.99720895,288
4FGL J1741.1-5341,338.19125,-12.023618,1302.6124,-22.006818834224187,2.5913355,0.20581324,0.17270906,1.6926249,0.03171113,-0.77541894,0.0038789704,0.6666667,-0.5842213,-0.7292926,-0.91184103,-0.99699086,1.9512041262031208,PowerLaw,0.12252958,0.4354882,,,glc,,NGC 6397,,0.9592272,0.0,0
4FGL J1741.4-3046c,357.95563,-0.20296334,2194.3242,-19.493391953669786,2.5401075,0.24044189,0.3762681,5.115214,-0.99806315,0.9822671,0.0065633464,0.6666667,-0.5647803,-0.72226954,-0.8116482,-0.9999988,1.562664641495253,LogParabola,0.13047469,0.8715883,3FGL J1741.1-3053,,unk,,NVSS J174122-304712,,0.0,0.8954852,304
4FGL J1743.9-1824,8.802528,5.801838,1251.7018,-20.712678512152763,2.4987824,0.23502325,0.9997221,6.2230067,0.77418053,-0.6843387,0.012171688,0.6666667,-0.39956677,-0.90058064,-0.9997563,0.047571667,1.077623970696628,LogParabola,,0.01151162,,,unk,,TXS 1740-184,,0.0,0.85997456,2048
4FGL J1744.5-2612,2.2042766,1.6288257,2840.6377,-20.707379095576,2.3246803,0.13774882,0.07414566,1.2590474,-0.9415774,0.9492818,0.0012009697,0.6666667,-0.7041761,-0.6637899,-0.6003496,-0.5584322,2.3577513167040194,PowerLaw,0.06810968,0.12374958,,3FHL J1744.5-2609,unk,,1RXS J174419.9-261230,,0.0,0.8306798,8
4FGL J1745.6-2859,359.9525,-0.038937435,4074.4294,-16.797721079671657,2.3155105,0.028280769,0.19050306,15.75093,0.5276056,-0.19902797,5.146108E-4,0.6666667,-0.509822,-0.6493666,-0.78339505,-0.6684842,1.1680444426067265,LogParabola,0.014767284,0.076420926,3FGL J1745.6-2859c,3FHL J1745.6-2900,spp,,Galactic Centre,,0.9881401,0.9995815,770
4FGL J1745.7-2506,3.2910044,1.9643903,1543.3888,-20.379100789126255,2.6563222,0.3485016,0.8904731,4.196297,-0.6651272,0.024428617,0.011034954,0.6666667,-0.4157065,-0.8644099,-0.86714375,-0.99593955,1.6160525118572273,LogParabola,,1.2775677,,,unk,,1RXS J174535.1-250440,,0.0,0.87264824,2072
4FGL J1746.2-3342c,355.99493,-2.590946,2370.9429,-20.904881458387337,2.439942,0.26424414,0.14614797,1.9195205,0.82642484,-0.3173442,0.0021717874,0.6666667,-0.80162114,-0.6595032,-0.59791017,-0.9999821,2.4952242100085056,PowerLaw,0.13039373,0.28779626,,,spp,,SNR G355.9-02.5,,0.8,0.0,49
4FGL J1746.4-2852,0.15024136,-0.115954146,3237.8147,-17.965619586096025,2.4133744,0.10013875,0.55672574,10.423136,-0.9999802,0.9996865,0.0023037256,0.6666667,-0.18829216,-0.5987484,-0.8571541,-0.8462688,2.0924698028100557,LogParabola,0.101584926,0.35383934,3FGL J1746.3-2851c,3FHL J1746.2-2852,pwn,,PWN G0.13-0.11,,0.0,0.0,274
4FGL J1748.0-2446,3.8451054,1.6919147,1531.6123,-18.189259676442006,2.3585289,0.04507433,0.3562684,15.193113,-0.14363165,-0.28994492,8.6864637E-4,0.6666667,-0.44892073,-0.6448368,-0.91587955,-0.85712045,1.722286562973015,LogParabola,0.034815356,0.10733437,3FGL J1748.0-2447,3FHL J1748.0-2446,glc,,Terzan 5,,0.9958471,0.99580383,0
4FGL J1748.9-2021,7.7388268,3.7930086,1671.5697,-19.970385034870155,2.4529266,0.097355366,0.28235546,5.4087067,-0.50665116,-0.48310232,0.0023530624,0.6666667,-0.5842446,-0.7280789,-0.87333727,-0.6549469,1.853055102988391,LogParabola,0.07572779,0.24792697,3FGL J1748.9-2021,,glc,,NGC 6440,,0.9923778,0.0,0
4FGL J1750.3-3702,353.54715,-5.019157,1322.0155,-20.007616852414397,2.3858237,0.07923963,0.29507446,6.24169,0.9788638,0.5264145,0.0021924386,0.6666667,-0.60746706,-0.723831,-0.8547786,-0.6207629,2.1173569418768863,LogParabola,0.06536095,0.21648283,3FGL J1750.2-3704,,glc,,NGC 6441,,0.9865396,0.99726915,0
4FGL J1750.4-3023,359.29095,-1.6569246,1816.5602,-20.666339336020997,2.445435,0.3115345,0.5786858,3.1637275,0.82514626,-0.4580393,0.005698607,0.6666667,-0.35561976,-0.7671295,-0.8664479,-0.97769713,1.0118450225060074,LogParabola,0.3355208,0.69090134,,,unk,,1RXS J175019.0-302654,,0.0,0.8568813,25
4FGL J1750.8-3106,358.7269,-2.0991044,2588.061,-20.8839190301453,2.379513,0.40314534,0.9795976,3.7570956,-0.020800032,0.9482579,0.012312239,0.6666667,-0.03802239,-0.4894495,-0.94673204,-0.4371906,1.7616839813971166,LogParabola,,0.11182185,,,unk,,1RXS J175042.7-310312,,0.0,0.86158663,2053
4FGL J1753.2-2848,0.9649363,-1.3569818,1986.7164,-20.648769255721493,2.5180585,0.33835632,0.8622663,3.5060828,-0.41369024,0.46321127,0.0055189873,0.6666667,-0.059889283,-0.6756341,-0.999977,0.67952174,0.7939041491028935,LogParabola,0.26281294,0.73449457,,,unk,,1RXS J175328.7-285014,,0.0,0.8463787,26
4FGL J1757.7-2337,5.9550467,0.3742167,4575.3984,-20.214757561812487,2.3073604,0.20849176,0.24720234,2.7927604,0.28120804,-0.33431092,0.004846043,0.6666667,-0.5583587,-0.5404759,-0.8936191,-0.19501515,0.23750854880599961,PowerLaw,0.16269508,0.9687485,,,spp,,SNR G006.1+00.5,,0.8,0.0,4
4FGL J1758.6-2404,5.6631737,-0.03711076,3640.4187,-19.51291160874582,2.3757007,0.12471544,0.100129165,2.4791703,0.25671244,0.24031629,0.0010109228,0.6666667,-0.8331165,-0.64877415,-0.5936492,-0.8979652,2.2899223839255813,PowerLaw,0.050208177,0.19215332,3FGL J1758.8-2402,,unk,,1RXS J175835.5-240203,,0.0,0.8773605,4
4FGL J1759.1-2347c,5.9618254,0.015929269,7113.4604,-20.407625932476638,2.2479072,0.85037696,0.13254525,1.7330537,-0.9540118,-0.8786249,0.0011753658,0.6666667,0.98802,-0.6746972,-0.6924593,-0.6178713,1.9218719328666336,PowerLaw,0.25097203,0.23646334,3FGL J1758.8-2346,,unk,,1RXS J175851.9-234511,,0.0,0.8287774,48
4FGL J1759.7-2141,7.8532906,0.9398861,1911.8527,-19.793446904049954,2.4230487,0.12836482,0.21888097,3.6748598,0.9953568,-0.7602696,0.001349112,0.6666667,-0.4917654,-0.6362459,-0.79364353,-0.99989384,2.024102631854528,LogParabola,0.08424466,0.21453688,3FGL J1759.6-2141,,unk,,NVSS J175946-214231,,0.0,0.8850358,0
4FGL J1800.7-2355,6.0274425,-0.37166527,7423.6157,-19.976886506859802,2.1767375,0.1960378,0.11272782,1.8190264,-0.94264174,0.86123294,3.7405075E-4,0.6666667,0.08964089,-0.75428194,-0.36219305,-0.86481106,1.4685308625785252,PowerLaw,0.09320165,0.20656756,1FGL J1800.5-2359c,3FHL J1800.7-2357,unk,,NVSS J180041-235622,,0.0,0.9542862,0
4FGL J1801.3-2326e,6.526576,-0.25105163,4212.972,-17.286056392847424,2.269846,0.053005923,0.13511743,9.094506,0.1963601,0.9563195,7.5214397E-4,0.6666667,-0.6646472,-0.6407334,-0.772289,-0.60278696,0.41459266506448034,LogParabola,0.019183207,0.1302989,3FGL J1801.3-2326e,3FHL J1801.6-2327,SNR,,W 28,,,,0
4FGL J1804.7-2144e,8.39739,-0.09483671,15405.544,-18.450384378474045,1.9765646,0.055607673,0.015297259,0.7883227,0.8232484,0.45883036,8.1592094E-5,0.6666667,-0.74875224,-0.29181096,-0.5479204,-0.26075307,1.7072886584578426,PowerLaw,0.018384416,0.07492905,3FGL J1805.6-2136e,3FHL J1804.7-2144e,spp,,HESS J1804-216,W 30 field,,,4
4FGL J1804.9-3001,1.1793325,-4.1851454,979.1909,-21.224136412040465,2.6101906,0.26607263,0.4563772,3.2703383,-0.85640484,0.99360067,0.012843823,0.6666667,-0.7296156,-0.8438287,-0.85566807,-0.30369854,0.1610336176690074,LogParabola,0.2343143,0.99558353,,,glc,,NGC 6528,,0.81761473,0.0,17
4FGL J1805.6-2136e,8.603773,-0.21054442,14553.338,-18.893439659519544,2.2111428,0.21905273,0.121422365,2.7180364,0.97851855,-0.76801556,0.0028243484,0.6666667,-0.03689172,-0.6688686,-0.7012973,-0.60637575,1.3465033454901134,PowerLaw,0.045522865,0.4863032,3FGL J1805.6-2136e,,SNR,,W 30,HESS J1804-216 field,,,20
4FGL J1805.8-0803,20.487284,6.333819,1670.085,-21.33709257691975,2.5520782,0.17630944,0.03835828,0.5820723,0.9787199,-0.74604994,0.0017749311,0.6666667,-0.89866185,-0.29196244,-0.6316706,-0.99910676,2.128722568683622,PowerLaw,0.073079385,0.14815551,,,unk,,1RXS J180603.1-080612,,0.0,0.82683295,17
4FGL J1806.9-2455c,5.855644,-2.0902407,1568.2883,-20.564389570339845,2.5434918,0.29435,0.7974953,4.148289,0.19951274,-0.6116438,0.002427847,0.6666667,-0.0647277,-0.7923997,-0.99150735,-0.98570436,2.5147647529485444,LogParabola,0.2880652,0.36172345,3FGL J1806.7-2451,,unk,,1RXS J180700.7-245619,,0.0,0.92130315,32
4FGL J1807.8-4340,349.30652,-11.139058,1128.8866,-21.21298570485345,2.3557823,0.23000748,0.39920944,3.4303145,0.7832882,-0.51188946,0.003040953,0.6666667,-0.29961187,-0.6431884,-0.94968677,0.025050255,1.1208605254615556,LogParabola,0.1702394,0.31671882,3FGL J1807.5-4343,,glc,,NGC 6541,,0.9451898,0.0,0
4FGL J1808.8-1949c,10.525285,0.0018198049,2532.6438,-20.25114633701904,2.5285387,2.232634,0.27266562,2.3141193,0.9353928,0.9729722,0.009572174,0.6666667,-0.7936,-0.80006754,-0.67527235,-0.8332262,1.7540029469905936,PowerLaw,0.6965098,1.0535642,3FGL J1808.5-1952,,glc,,2MS-GC01,,0.8,0.81633115,60
4FGL J1810.3-1925e,11.048331,-0.117804974,1850.0115,-18.78320930523245,2.3405101,0.13481745,0.265558,4.588142,0.9788054,-0.31883076,0.0029817463,0.6666667,-0.40375343,-0.74393356,-0.5877249,-1.0,2.3663469322918265,LogParabola,0.09314181,0.30902964,3FGL J1810.1-1910,3FHL J1811.5-1927,spp,,HESS J1809-193,,,,548
4FGL J1811.5-1844,11.785129,-0.0398929,1344.7413,-19.576555474090686,2.6010683,0.19592908,0.43299076,4.9069734,-0.44899306,0.06728549,0.004997898,0.6666667,-0.7292993,-0.813887,-0.99971527,0.9892497,1.4213143007938744,LogParabola,0.12975053,0.44810247,,,spp,,SNR G012.0-00.1,,0.8,0.0,22
4FGL J1813.1-1737e,12.954411,0.17108494,2053.409,-17.898919683264843,2.3211296,0.05638025,0.16251661,5.9280357,0.31903067,-0.4494659,0.0018074092,0.6666667,-0.52658826,-0.65613705,-0.72939295,-0.59495294,1.3963192740771433,LogParabola,0.03479648,0.19045997,3FGL J1814.1-1734c,,spp,,HESS J1813-178,,,,4
4FGL J1813.7-1536,14.79316,1.0057511,2491.1855,-20.901263007890183,2.4781673,0.1760423,0.03274347,0.5136759,0.9544837,-0.6057726,0.0015923097,0.6666667,-0.83047986,-0.6064534,-0.7025578,-0.6358959,1.822601408332278,PowerLaw,0.07047845,0.16033684,,,unk,,1RXS J181335.6-153600,,0.0,0.94191647,5
4FGL J1814.1-1710,13.451207,0.17997481,2797.521,-20.203792906785605,2.5145798,1.3597693,0.51821375,1.9285914,-0.36756328,0.9182447,0.0021034763,0.6666667,-0.8256,-0.92447823,-0.043019667,-0.85209763,2.4544950724490775,PowerLaw,0.46122807,0.14925396,,,spp,,SNR G013.5+00.2,HESS J1813-178 field,0.8,0.9789612,280
4FGL J1818.5-1656,14.166622,-0.6455891,1823.4526,-19.507584846197467,2.5879836,0.12258136,0.2251858,3.8637831,0.9962745,-0.45621172,0.0021185349,0.6666667,-0.68581104,-0.66391546,-0.85034853,-0.98079884,1.217955236563207,LogParabola,0.08460245,0.25361803,,,glc,,GLIMPSE C02,,0.97056586,0.0,4
4FGL J1820.3-1009,20.34617,2.1845932,1950.6404,-20.507671544194704,2.46978,0.1480474,0.22899172,2.6325376,-0.99981266,0.99932915,0.0028162564,0.6666667,-0.7256179,-0.6991649,-0.81508076,-0.9999337,0.2635731043374198,PowerLaw,0.10460566,0.35432023,,,unk,,FK Ser,,0.0,0.9831077,4
4FGL J1820.4-1609,15.069911,-0.65812624,1771.1146,-19.53100077479448,2.6068604,0.08022371,0.02952577,0.77967995,0.9823422,-0.60589206,5.5535795E-4,0.6666667,-0.6919422,-0.73493105,-0.8602235,-0.23313081,2.339393183192831,PowerLaw,0.03939159,0.07463091,,,unk,,NVSS J182023-161041,,0.0,0.9986807,6
4FGL J1821.1-1422,16.724552,0.0252012,1286.7268,-19.446232998254672,2.7466092,0.08729332,0.055272102,1.4587219,-0.5228903,-0.6924769,0.0019419118,0.6666667,-0.7617748,-0.7816881,-0.82574606,-0.4746251,0.7851726541093992,PowerLaw,0.044261407,0.20191234,1FGL J1821.1-1425c,,spp,,SNR G016.7+00.1,,0.8,0.8943083,0
4FGL J1821.4-1516,15.966827,-0.45636562,1180.4147,-19.77001103322823,2.8231905,0.306581,0.6591033,4.6799164,0.9966554,0.6366901,0.011971229,0.6666667,-0.76850384,-0.8367934,-0.8605149,-0.99998647,1.735377157233675,LogParabola,0.30830455,1.040079,,,spp,,SNR G016.0-00.5,,0.8,0.0,24
4FGL J1824.5-1351e,17.566952,-0.45319903,21837.018,-18.336943950571936,1.7586973,0.04287376,0.0061802813,0.27721056,0.5546727,-0.34935886,5.5795983E-5,0.6666667,-0.36999017,-0.42415142,-0.41658545,-0.16691104,2.165581317711217,PowerLaw,0.017814754,0.06193078,3FGL J1824.5-1351e,,PWN,,HESS J1825-137,,,,4
4FGL J1826.2-1450,16.880955,-1.2905928,1031.0428,-17.71180683155342,2.6027844,0.023166476,0.12398613,8.691549,-0.15219614,-0.6344371,8.2900026E-4,0.6666667,-0.7016949,-0.7654654,-0.89721966,-0.3979129,1.9281670961128052,LogParabola,0.014764562,0.07451137,3FGL J1826.2-1450,3FHL J1826.2-1451,HMB,,LS 5039,,1.0,0.0,512
4FGL J1828.0-1133,19.996693,-0.14374775,1608.496,-19.17239138962088,2.632066,0.1494973,0.46898887,5.7771697,-0.98489136,0.969485,0.004743793,0.6666667,-0.51508754,-0.8425107,-0.9970688,0.62669444,1.8731941590232561,LogParabola,0.1500583,0.48615664,3FGL J1828.4-1121,,spp,,SNR G020.0-00.2,,0.8,0.82485604,6
4FGL J1829.4-1256,18.92004,-1.0873206,2376.8958,-19.893344888204297,2.5789678,0.29047573,0.98548275,4.486926,0.64966756,0.33275884,0.0071855183,0.6666667,-0.108768046,-0.7771043,-0.9997656,0.9935741,1.879891520473377,LogParabola,,0.8015064,3FGL J1829.7-1304,,spp,,SNR G018.9-01.1,,0.8,0.0,2048
4FGL J1829.5+4845,77.24787,23.498205,706.5694,-20.362941700992845,2.43234,0.03508377,0.053189088,2.378592,-0.1771542,-0.61127377,6.2473357E-4,0.6666667,-0.7329549,-0.6139088,-0.827324,-0.46209383,4.202350843856326,PowerLaw,0.021027558,0.05933109,3FGL J1829.6+4844,3FHL J1829.4+4845,css,,3C 380,,0.99849766,0.9982551,0
4FGL J1830.2-1005,21.543468,0.053399626,1396.2646,-19.465344440691805,2.7027261,0.1888981,0.40460998,5.034991,0.44565532,-0.5864415,0.0030538898,0.6666667,-0.75968826,-0.8966168,-0.71861404,-0.9996682,1.39757528204699,LogParabola,0.1341938,0.36258376,1FGL J1829.6-1006c,,spp,,SNR G021.5-00.1,,0.8,0.0,20
4FGL J1832.3-1433,17.824179,-2.4668818,2433.766,-21.446845359911794,2.2939763,0.348921,0.5249931,2.6132326,-0.98969346,-0.81821144,0.005815474,0.6666667,0.97260004,-0.77912384,-0.45552474,-0.99977344,1.4267573663454762,PowerLaw,0.30366874,0.9042334,,,spp,,SNR G017.8-02.6,,0.8,0.0,10
4FGL J1832.9-0913,22.617668,-0.13872088,1875.6998,-19.473390103799126,2.5690086,0.317396,0.5699241,4.8003707,-0.1309413,0.023676775,0.003415938,0.6666667,-0.46203974,-0.76039344,-0.8943026,-0.9758332,2.5426587968443535,LogParabola,0.2866839,0.44685838,,,spp,,SNR G022.7-00.2,,0.8,0.0,282
4FGL J1834.1-0706e,24.634247,0.5853185,5896.6284,-18.829486675672584,2.096681,0.054929182,0.072494075,2.5074527,-0.952341,0.3801468,1.9469597E-4,0.6666667,-0.41392413,-0.49293718,-0.62768024,-0.56613886,1.8550176978360502,PowerLaw,0.03197567,0.071568385,3FGL J1833.9-0711,,SNR,,SNR G024.7+00.6,,,,0
4FGL J1834.5-0846e,23.201801,-0.27995965,5869.1826,-18.48825291764544,2.108636,0.04828826,0.040332522,1.5617392,-0.24140675,-0.48265028,1.0612266E-4,0.6666667,-0.47995746,-0.4716181,-0.67177415,-0.34818137,1.1581121392408729,PowerLaw,0.025065983,0.054993976,3FGL J1834.5-0841,3FHL J1834.5-0846e,spp,,W 41,,,,4
4FGL J1835.7-3258,1.551928,-11.368054,1353.2633,-20.99826195808082,2.3110623,0.14242405,0.40065324,5.1562657,0.99971724,-0.26428878,0.0035140114,0.6666667,-0.5984373,-0.59127814,-0.9348685,-0.999827,2.062031442660291,LogParabola,0.115268186,0.3577329,3FGL J1835.7-3258,,glc,,NGC 6652,,0.9859434,0.9946739,0
4FGL J1836.1+1143,41.723255,8.680411,2566.8486,-22.009970314985942,2.269788,0.22303991,0.19563892,1.934935,-0.8043958,0.9992293,0.0033259692,0.6666667,-0.34206694,-0.75126934,-0.38058326,-0.9998162,1.566954788062862,PowerLaw,0.13257277,0.50510716,,,unk,,87GB 183342.2+114143,,0.0,0.85562813,0
4FGL J1836.5-0651e,25.13044,0.15830411,5554.75,-17.745869855949913,2.043117,0.027287005,0.028019024,2.099843,-0.5387433,0.7417679,7.554054E-5,0.6666667,-0.52228826,-0.5596157,-0.5449711,-0.4607611,2.2143931682468594,PowerLaw,0.011981775,0.035218675,3FGL J1836.5-0655e,3FHL J1836.5-0651e,pwn,,HESS J1837-069,,,,0
4FGL J1836.8-0727,24.645378,-0.17679332,1559.5079,-19.22498152135125,2.5332487,0.1962777,0.5522293,5.7616568,-0.6286054,0.8416255,0.006970278,0.6666667,-0.5521686,-0.8596684,-0.8364845,-0.99985605,1.711224889040191,LogParabola,0.1084292,0.7574584,0FGL J1836.1-0727,,unk,,NVSS J183652-072453,,0.0,0.9848152,18
4FGL J1837.6-2904,5.3210583,-10.067819,1004.8054,-21.527804506460228,2.5208619,0.18391003,0.38173035,2.8993058,-0.6566605,-0.48382014,0.008115632,0.6666667,-0.67342395,-0.7926745,-0.60482603,-0.9999901,3.1719160196340663,PowerLaw,0.18849948,0.59597975,,,NOV,,V5668 Sgr,,1.0,0.0,0
4FGL J1838.3-2148,11.986076,-7.029828,2396.726,-21.889147352015804,2.2605777,0.42555377,0.6645512,2.1102123,0.30229315,0.9989661,0.0043921354,0.6666667,-0.7557115,-0.26764655,-0.74746513,-0.99936056,0.901441996476843,PowerLaw,0.39998212,0.78811187,,,unk,,1RXS J183818.2-214857,,0.0,0.9040122,0
4FGL J1838.9-0704e,25.226177,-0.46483928,11721.83,-19.0381957566506,1.833393,0.055665515,0.038128026,1.5913136,-0.892772,0.96677554,1.2545534E-4,0.6666667,-0.22046019,-0.4605614,-0.45126057,-0.2746111,2.7900448317857536,PowerLaw,0.024937488,0.09245148,3FGL J1838.9-0646,3FHL J1838.9-0704e,pwn,,HESS J1837-069,,,,4
4FGL J1839.4-0553,26.32505,-0.026368028,2730.1157,-17.95436811042522,2.4299421,0.06091749,0.31229904,11.871568,-0.8454336,0.91770536,0.002421146,0.6666667,-0.5916272,-0.68802565,-0.8696373,-0.99991935,2.7782777463992128,LogParabola,0.04427921,0.32814872,3FGL J1839.3-0552,3FHL J1839.4-0553,unk,,NVSS J183922-055321,HESS J1841-055 field,0.0,0.8220161,0
4FGL J1840.0-0341,28.347155,0.8545046,1721.9669,-19.902220775754405,2.5856245,0.249,0.73749864,5.342411,-0.998821,0.9990065,0.008714972,0.6666667,-0.39788783,-0.67581844,-0.9991953,-0.9871639,1.0987907687824738,LogParabola,0.2480755,1.174045,2FGL J1839.7-0334c,,spp,,SNR G028.8+01.5,,0.8,0.0,0
4FGL J1840.0-0411,27.901451,0.61558646,3111.607,-19.766922073784762,2.3531704,0.1513206,0.35685864,3.5967634,-0.68915856,0.98744285,0.0024762517,0.6666667,-0.23195247,-0.61699045,-0.89844704,-0.5802455,1.1976813825222385,LogParabola,0.08813652,0.41406,3FGL J1840.1-0412,,spp,,SNR G027.8+00.6,,0.8,0.0,0
4FGL J1840.8-0453e,27.373135,0.12153206,2336.398,-18.461926943408436,2.3664339,0.08623647,0.26988924,5.6575603,0.68965244,-0.25555003,0.0036680147,0.6666667,-0.5190672,-0.77445716,-0.7697265,-0.64078647,1.9420096534433664,LogParabola,0.07601955,0.38718772,2FGL J1841.2-0459c,,spp,,Kes 73,,,,4
