GLON,GLAT,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,CLASS2,CLASS1,Source_Name,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
158.8877,-15.976742,-22.496291021567583,1.8254671,0.17498368,0.041524667,0.55287355,-0.99843013,0.5720458,3.563103E-4,0.8476495,-0.3059431,-0.75265867,0.047367696,2.0980081681330054,8.805133535513026,AGN,bcu,4FGL J0344.4+3432,PowerLaw,0.07904141,0.2190876,,1RXS J034424.5+343016,0.9253984,0.8187964,0
218.17564,-50.833595,-20.95555146538526,2.492893,0.05568123,0.044260465,1.2545997,-0.38408718,-0.6175664,0.0010436064,-0.7372784,-0.6803976,-0.6856946,-0.99999756,2.5760948160877826,6.527507904100951,AGN,bll,4FGL J0345.2-2353,PowerLaw,0.033105146,0.09481556,3FGL J0345.1-2353,NVSS J034518-235218,0.9982433,0.8454656,0
232.72441,-52.14906,-22.670050864043212,2.3788273,0.17096902,-0.0041170935,0.043718982,0.9994188,-0.74163747,0.0019168395,-0.6072095,-0.7250511,-0.8628567,-0.8231903,1.820155026047987,6.930397009462962,AGN,bcu,4FGL J0345.5-3301,PowerLaw,0.100077935,0.2592423,,PKS 0343-330,0.9507334,0.8893992,0
150.23688,-4.601059,-21.660855119258763,2.5659359,0.20440528,0.1799151,1.6512871,-0.18856205,-0.5515204,0.0042440845,-0.6565303,-0.77983767,-0.88550615,-0.946602,2.6547175125253957,6.912434514265227,AGN,fsrq,4FGL J0347.0+4844,PowerLaw,0.1326423,0.42972752,,IVS B0343+485,0.99966437,0.0,0
143.02342,4.811794,-22.041940169764985,1.8285433,0.22262962,0.22579184,1.456681,-0.11055593,-0.72506803,7.911958E-4,-0.748508,-0.38667563,-0.0019503265,-0.63935703,0.24675425173591337,9.126810599887602,AGN,bcu,4FGL J0348.2+6035,PowerLaw,0.1223941,0.44042045,3FGL J0348.4+6039,NVSS J034819+603509,0.99734914,0.96997845,0
224.53802,-50.925983,-21.184522070424507,2.4443772,0.059717435,0.03836792,1.1439867,0.9854201,-0.587645,0.0011319554,-0.74063665,-0.5820686,-0.8936951,-0.39843014,4.658188835881039,6.522311509545194,AGN,fsrq,4FGL J0348.5-2749,PowerLaw,0.033686943,0.10607539,3FGL J0348.6-2748,PKS 0346-27,0.99905026,0.99949473,0
207.3381,-47.628475,-21.22622730815512,2.3940518,0.06593101,0.018759405,0.5459333,0.9999324,-0.5977793,9.0742885E-4,-0.72616947,-0.60762775,-0.5397433,-0.99985576,3.3752003921815397,6.694228871832456,AGN,bll,4FGL J0348.6-1609,PowerLaw,0.034390334,0.107668355,3FGL J0348.7-1606,PKS 0346-163,0.99969673,0.9770087,0
152.09076,-6.41472,-21.88597292853073,2.6071386,0.3454213,0.80075103,3.6197107,-0.5802312,-0.2639353,0.02276769,-0.85871416,-0.87887764,-0.9949167,-0.9586075,2.602279874740102,6.637184031167748,AGN,bcu,4FGL J0348.8+4610,LogParabola,0.31830263,1.2286171,,B3 0345+460,0.99446344,0.9358811,2
197.46727,-44.158844,-22.517436952257167,2.2656255,0.43318936,0.18989623,0.90152645,-0.58362687,-0.6974616,0.004308839,-0.2893617,-0.5321199,-0.8498302,-0.99819356,1.5436400537418815,7.312196930203595,AGN,bcu,4FGL J0348.8-0828,PowerLaw,0.23663414,0.6958958,,AT20G J034845-082422,0.970658,0.88527435,0
201.93544,-45.70423,-21.915350276113486,1.7618284,0.16924208,0.028888125,0.3793175,-0.14101484,-0.74682325,3.2766737E-4,-0.6746667,0.1689177,-0.47251776,-0.5753402,2.302845316853827,8.49849942670464,AGN,bll,4FGL J0349.4-1159,PowerLaw,0.075219005,0.18582287,3FGL J0349.2-1158,1ES 0347-121,0.9998331,0.9927962,0
214.40398,-49.03482,-20.58051261881656,2.4943128,0.05425171,0.16361617,5.6068983,0.40719032,-0.6091778,0.0016502265,-0.7094089,-0.79396677,-0.83687246,-0.9980657,5.775515133333014,6.121146245409006,AGN,fsrq,4FGL J0349.8-2103,LogParabola,0.03401007,0.10497087,3FGL J0349.9-2102,PKS 0347-211,0.99872965,0.97325987,0
181.55283,-35.163204,-23.137234693429548,1.586677,0.21086642,-0.026945189,0.23588721,-0.9655442,0.18290746,4.1787804E-4,-0.8370614,-0.2829251,-0.27321053,0.16573647,1.4133237439949233,9.750790057990159,AGN,bcu,4FGL J0350.0+0640,PowerLaw,0.093108386,0.46080095,,NVSS J034957+064126,0.9995244,0.95770085,0
261.75406,-48.538174,-22.670541701980124,1.8529009,0.17178307,0.060940035,0.8052307,-0.98359865,0.77166116,6.9390313E-4,-0.3381199,-0.38902974,-0.41065106,-0.45387056,2.007688835984056,8.345658447210205,AGN,bcu,4FGL J0350.4-5144,PowerLaw,0.08183972,0.25784072,,1RXS J035037.0-514457,0.0,0.87023234,0
225.32147,-50.500362,-22.555413891229332,1.7221655,0.1684883,0.050683677,0.6831659,-0.9999556,0.9921232,4.4059148E-4,0.035889894,-0.7207672,0.21863566,-0.67072016,1.392466527712459,8.802873661998868,AGN,bcu,4FGL J0350.8-2814,PowerLaw,0.07767902,0.24161188,3FGL J0351.0-2816,GALEXASC J035051.31-281633.0,0.99809825,0.8712379,0
220.84813,-49.669537,-22.93130871927863,2.392551,0.25531328,0.033305753,0.26860565,0.83552915,-0.826913,0.0036352803,-0.8022392,-0.18807036,-0.82867396,-0.9999986,2.1662944869081113,7.21138815822021,AGN,bcu,4FGL J0352.0-2516,PowerLaw,0.12828532,0.54302305,,TXS 0350-253,0.9935676,0.96009076,0
238.17924,-50.6976,-22.648806828166794,1.6213902,0.20537812,0.2353621,2.4980528,-0.8328041,-0.99998426,0.0010582024,0.99990374,-0.60563594,0.20874079,-0.57307434,2.18363412589161,8.777205769759355,AGN,bll,4FGL J0352.9-3623,PowerLaw,0.1168944,0.40811464,3FGL J0353.0-3622,XRS J0353-3623,0.998332,0.0,0
145.8379,2.3402338,-21.452444246178313,2.1269276,0.10836779,0.0038342965,0.06439415,0.6854748,0.98252636,3.5398826E-4,-0.5399692,-0.5969144,-0.52378297,-0.5972086,3.386448339201004,8.230293612736336,AGN,bll,4FGL J0353.0+5654,PowerLaw,0.052720185,0.13843803,3FGL J0352.9+5655,GB6 J0353+5654,0.99996895,0.9105615,0
282.79727,-40.7699,-22.164619121637486,1.6322502,0.1235649,0.0229177,0.4121536,-0.9422102,0.4097443,2.5151685E-4,-0.71940464,-0.1878986,-0.35249358,-0.016217837,1.6096681982636953,9.07721255504689,AGN,bll,4FGL J0353.0-6831,PowerLaw,0.054705516,0.18274388,3FGL J0353.0-6831,PKS 0352-686,0.999943,0.9892258,0
128.353,22.098896,-22.769564269672074,1.6320773,0.15273844,0.059408836,0.8738122,-0.99916375,0.9999043,2.5259034E-4,-0.72224844,0.40952927,-0.73136187,0.038130865,2.3989784934147886,9.117001308245545,AGN,bll,4FGL J0353.7+8257,PowerLaw,0.07250872,0.18485345,,WN B0343.1+8247,0.9964685,0.94272673,0
152.48378,-5.379566,-20.968068654792226,2.5613816,0.08451803,0.09401926,2.1307516,0.1553496,-0.6256685,0.0015380781,-0.74443185,-0.6658293,-0.8077603,-0.999184,4.294701675086199,6.97732453099658,AGN,bcu,4FGL J0354.4+4643,PowerLaw,0.04953069,0.15864494,3FGL J0354.1+4643,B3 0350+465,0.9985013,0.98619217,0
130.42802,20.081562,-21.772754550178465,2.2859538,0.116079666,0.123567514,1.6708125,0.046487752,-0.3013747,0.0016998007,-0.5994362,-0.67734885,-0.6233693,-0.9994339,5.63916788725761,7.387386352800459,AGN,bll,4FGL J0354.7+8009,PowerLaw,0.08267714,0.23346892,3FGL J0354.6+8011,S5 0346+80,0.99981236,0.98583364,0
211.6477,-47.107773,-22.72191807973351,1.9500072,0.2730861,0.16706213,1.1704066,-0.9604771,-0.7901396,0.0018435458,-0.13537337,-0.24803323,-0.9999731,0.99979365,1.4919255763527794,8.133448018453127,AGN,bcu,4FGL J0355.1-1841,PowerLaw,0.16357327,0.49872354,,NVSS J035513-184309,,0.0,512
157.54233,-11.043866,-22.55144042328468,1.9524064,0.19455211,-0.013150211,0.16295464,-0.9796522,0.967564,3.6180706E-4,-0.40586698,-0.737622,-0.38306358,-0.3694195,0.4900964761882717,8.982926214591293,AGN,bcu,4FGL J0355.3+3909,PowerLaw,0.07713891,0.26354915,,CRATES J035515+390907,0.9979039,0.94722116,0
204.85858,-44.882915,-22.570425591216882,2.0239987,0.2924731,0.2233706,1.4646765,-0.6937821,-0.67330253,0.0030960245,-0.37711096,-0.40502864,-0.5268596,-0.999998,2.0300638488586964,8.006360967628467,AGN,bcu,4FGL J0356.1-1329,PowerLaw,0.18861488,0.6480708,,NVSS J035611-132908,0.9943691,0.8665814,0
258.6923,-48.074566,-21.584594263343874,2.1343212,0.095871516,0.102116816,2.078345,-0.7932466,-0.18982393,0.0010477089,-0.61651313,-0.6060659,-0.5478826,-0.79916507,2.249134973469562,7.2746737187177875,AGN,bll,4FGL J0357.0-4955,PowerLaw,0.055228177,0.1615698,3FGL J0357.1-4957,PKS 0355-500,0.9997677,0.9582175,0
168.99107,-22.47995,-21.95404811897212,2.2519643,0.14082617,0.047134407,0.7187866,-0.7606528,-0.62482625,3.9473068E-4,-0.72400767,-0.42685753,-0.6893067,-0.7646397,2.212379289585328,7.4403968548861785,AGN,bcu,4FGL J0357.2+2320,PowerLaw,0.070614755,0.1341649,3FGL J0357.1+2325,MG3 J035721+2319,0.9991275,0.8686291,0
193.03229,-39.674877,-22.672038946813892,1.6667873,0.22321916,0.13256751,1.4753759,-0.9998977,-0.81881845,8.549732E-4,0.9996397,-0.64450026,-0.22062488,-0.14517307,1.995038764912772,9.197436372334904,AGN,bcu,4FGL J0357.2-0319,PowerLaw,0.107580066,0.41189572,,2MASS J03572609-0317596,0.97810876,0.8402693,0
253.5001,-48.784058,-22.370691831894554,2.3037946,0.15548098,0.058703445,0.75178546,0.7597081,-0.44746497,0.0021113255,-0.5677438,-0.5225221,-0.88712204,-0.9999997,2.4497049048564965,7.100804339799466,AGN,bcu,4FGL J0357.6-4625,PowerLaw,0.08300009,0.2951103,,PKS 0355-465,0.9957609,0.92952704,0
162.75955,-16.015846,-18.520944300640796,2.2941928,0.028791703,0.5722328,33.02462,0.06380352,-0.22390991,0.0010946933,-0.5945629,-0.8839556,-0.99404067,-0.99999434,2.797566442803617,6.577918796961507,PSR,PSR,4FGL J0357.8+3204,PLSuperExpCutoff,0.0256845,0.07570725,3FGL J0357.9+3206,PSR J0357+3205,1.0,0.0,0
283.85916,-39.71781,-22.647688735001626,2.5500247,0.595539,0.7241693,1.5536071,0.98557353,-0.8627406,0.006257572,-0.34730566,-0.7372235,-0.99993247,-0.66891086,1.952826811020376,6.78855521481491,AGN,bcu,4FGL J0358.0-6946,PowerLaw,0.34033245,0.69715303,3FGL J0356.3-6948,PMN J0357-6948,0.9910465,0.9135846,0
272.18402,-44.481396,-22.441564651379473,2.3265533,0.19456258,0.09942836,0.8575963,-0.09133666,-0.6779553,0.0032253342,-0.532492,-0.69498277,-0.8169844,-0.9971267,1.765546502272081,7.118459461155844,AGN,bll,4FGL J0358.1-5954,PowerLaw,0.1369134,0.3922979,,AT20G J035814-595233,0.9869247,0.8285083,0
183.29929,-33.569138,-21.836763800988816,2.560525,0.16343513,0.21225016,2.2675276,0.98752874,-0.08839534,0.004165862,-0.81713206,-0.5823595,-0.999882,0.31377912,3.7165010890416874,6.63638832161077,AGN,bcu,4FGL J0358.6+0634,PowerLaw,0.11432036,0.3210688,3FGL J0358.7+0633,PMN J0358+0629,0.9367982,0.0,0
132.97745,17.773304,-22.370518072721808,2.161698,0.21086429,0.3041217,1.9511505,-0.91857207,-0.5631833,0.0023245658,-0.102885686,-0.60720295,-0.7709164,-0.5452176,1.4286217984303748,7.8623672426744236,AGN,bcu,4FGL J0358.7+7649,PowerLaw,0.170669,0.44191536,3FGL J0359.7+7649,WN B0351.8+7640,0.9962512,0.8697393,0
144.37741,5.2614136,-21.42907660344287,2.5742972,0.13406546,0.17826903,2.391141,0.9973893,-0.38424495,9.819149E-4,-0.8330271,-0.5881976,-0.9806987,0.5776623,4.6152897844270155,6.953885336775171,AGN,fsrq,4FGL J0358.9+6004,PowerLaw,0.09316513,0.70841247,3FGL J0358.8+6002,TXS 0354+599,0.99081093,0.97610015,0
229.76392,-49.098835,-22.39899595257193,1.9558948,0.20279606,0.13964774,1.5196158,-0.999934,0.99971235,0.0014530347,-0.5431956,-0.3407832,-0.63842326,-0.34940857,2.565090124554399,7.919582455969782,AGN,bll,4FGL J0359.0-3053,PowerLaw,0.109290704,0.3483533,,NVSS J035856-305446,0.9957845,0.8978831,0
148.23413,0.88509154,-19.54528066867759,2.3817012,0.0635632,0.4501664,10.710909,0.5008226,0.7147218,0.001704754,-0.5220956,-0.71257186,-0.968316,-1.0,1.3215210813902658,7.328348117134387,PSR,PSR,4FGL J0359.4+5414,PLSuperExpCutoff,0.03901558,0.18083613,3FGL J0359.5+5413,PSR J0359+5414,1.0,0.0,0
192.62732,-38.837822,-22.74459225973999,1.6561217,0.29298633,0.23161192,1.937929,0.8884775,-0.99999416,0.0016280267,0.9999989,-0.54745847,-0.17706831,-0.68443674,1.8350853454615077,9.075917610772128,AGN,bcu,4FGL J0359.4-0236,PowerLaw,0.16367222,0.5749892,,NVSS J035923-023501,,0.0,0
222.89027,-48.244083,-22.299992816018175,2.1361115,0.22074817,0.1346561,1.3512039,0.94016266,-0.67238927,0.0022289434,-0.5122297,-0.52683455,-0.3444445,-1.0,1.6237675625671097,7.758955358655748,AGN,bll,4FGL J0359.4-2616,PowerLaw,0.12142185,0.43348718,3FGL J0359.3-2612,PKS 0357-264,0.99877566,0.9786961,0
150.4005,-1.5903108,-19.896261980219148,2.6418304,0.04868046,0.14211886,4.977494,-0.37887976,-0.5942375,0.001387745,-0.73609066,-0.7977339,-0.90440065,-1.0,6.508232593182384,6.713455832826772,AGN,fsrq,4FGL J0359.6+5057,LogParabola,0.03231956,0.103666164,,NRAO 150,0.99987006,0.99370766,0
158.22192,-10.21792,-21.599024368368994,2.1941712,0.21406393,0.30856872,1.403673,0.4189484,-0.3529333,0.0036952568,-0.41641217,-0.63039875,-0.9174717,-0.668219,1.781532601347492,7.842176535084639,AGN,bcu,4FGL J0400.7+3920,PowerLaw,0.20783019,0.5781939,,GB6 J0400+3921,0.9978848,0.9021241,0
264.0165,-46.330727,-23.14239922744158,1.5632635,0.25721574,0.1141866,1.0708202,0.9991391,-0.959262,6.826401E-4,-0.116663516,-0.47196436,0.07796993,-0.1854122,2.166488790088126,9.308249353785572,AGN,bcu,4FGL J0401.0-5353,PowerLaw,0.12141151,0.4581661,3FGL J0401.0-5359,1RXS J040111.9-535456,0.0,0.87316775,0
186.04407,-34.498848,-21.969991563522075,2.5299308,0.14555882,0.03964243,0.5722519,0.9519462,-0.79745466,0.002256622,-0.7745484,-0.41794637,-0.76242733,-0.9998254,1.8388232348063287,6.869809249074869,AGN,bcu,4FGL J0401.3+0412,PowerLaw,0.071537554,0.25312352,,MG1 J040119+0412,0.9968152,0.8678925,4
171.45291,-23.247892,-21.180762172106967,2.4290953,0.07755633,0.05599952,1.2563506,0.44982556,-0.6720083,0.0012543111,-0.73088104,-0.617071,-0.6562531,-0.99995303,4.742650727313139,6.84410468352186,AGN,fsrq,4FGL J0401.7+2112,PowerLaw,0.047142874,0.13509013,3FGL J0401.4+2109,TXS 0358+210,0.9991595,0.92112964,0
215.0146,-46.204697,-21.374206234591778,2.275373,0.08564029,0.066971056,1.543806,0.9979066,-0.53593737,0.0012957942,-0.62935364,-0.56872535,-0.7248271,-0.9996689,4.823621042151345,6.991237878821435,AGN,bcu,4FGL J0401.9-2034,PowerLaw,0.047920983,0.15786178,,PMN J0401-2034,0.99836767,0.9261525,0
166.65242,-18.650715,-22.543514068042043,2.250073,0.21192686,0.041366722,0.5017851,0.9983239,-0.6233887,0.0019471294,-0.768538,-0.60133207,-0.07954384,-0.6956763,2.42427242661061,7.749713422709056,AGN,bcu,4FGL J0402.0+2737,PowerLaw,0.08940634,0.19251011,,87GB 035856.9+272842,0.9950565,0.0,0
223.071,-47.68402,-21.539502666949684,2.1652582,0.121921346,0.11363148,1.9953427,-0.43771806,-0.2907861,0.0013643247,-0.56232876,-0.6206373,-0.4695025,-1.0,2.378664055647156,7.469062150515049,AGN,bll,4FGL J0402.0-2616,PowerLaw,0.06965813,0.21534416,3FGL J0402.1-2618,PKS 0359-264,0.99916357,0.9365396,0
231.24184,-48.542416,-22.1167094676197,2.4794097,0.10447828,-0.021651398,0.39171574,-0.41223216,-0.5943237,0.0010433767,-0.78731173,-0.55581415,-0.7267801,-0.9997903,2.72052628241148,6.68567865829497,AGN,fsrq,4FGL J0402.1-3147,PowerLaw,0.049331598,0.15196984,3FGL J0401.8-3144,PKS 0400-319,0.9978962,0.96353936,0
141.75363,8.930928,-22.095246906020062,2.2909567,0.14815944,-0.039363846,0.7498393,0.9953692,-0.7067252,0.0010374945,-0.87628275,-0.3972831,-0.33383024,-0.5972196,2.1316409048217633,7.986923246154876,AGN,bcu,4FGL J0402.9+6433,PowerLaw,0.05126896,0.16675337,,NVSS J040254+643509,0.9783543,0.8288033,0
168.05563,-19.592503,-22.184594356858877,2.60055,0.18494196,0.21694215,2.2366536,0.99440837,-0.777573,0.0048977314,-0.717915,-0.6874107,-0.9999842,0.5474877,2.5120592879144303,6.589378507402142,AGN,fsrq,4FGL J0403.3+2601,PowerLaw,0.1213368,0.35622048,,OF 200,0.9958755,0.94898325,0
220.8108,-46.963497,-22.43921747436457,2.40444,0.14328787,-0.0082430765,0.063934736,-0.33285946,-0.49192947,6.255142E-4,-0.7207033,-0.71784157,-0.9253566,0.78554666,2.8185066581208793,6.9468236728431165,AGN,bll,4FGL J0403.5-2437,PowerLaw,0.08466517,0.16159096,3FGL J0403.7-2442,TXS 0401-248,0.9472468,0.9152561,0
237.74768,-48.48257,-18.91034821807393,2.510825,0.017015047,0.13634501,13.448922,-0.22383115,-0.58852184,5.493734E-4,-0.7572512,-0.79179174,-0.9114356,-0.99931514,8.261923539430942,5.871289615648207,AGN,FSRQ,4FGL J0403.9-3605,LogParabola,0.010053939,0.031028759,3FGL J0403.9-3604,PKS 0402-362,1.0,0.99987113,0
210.81894,-44.57977,-22.88771398593162,1.7894902,0.24830537,0.19660795,1.706955,-0.81435585,-0.99990547,0.001712022,0.9999999,-0.5078547,-0.3210605,-0.65975136,2.119673266505187,8.50710002636275,AGN,bcu,4FGL J0404.1-1715,PowerLaw,0.14332187,0.50738704,,PMN J0404-1718,0.81201714,0.0,0
209.20099,-44.082714,-22.777511256239645,2.3300724,0.31656232,0.23230192,1.3458878,0.99924207,-0.5555102,0.0046831234,-0.6591365,-0.5016732,-0.999995,0.93313104,2.4330183533464464,7.238150372835261,AGN,bcu,4FGL J0404.3-1559,PowerLaw,0.22188464,0.59908146,,PMN J0404-1559,0.0,0.85043615,0
205.78731,-42.632233,-21.26482291329306,2.5449,0.054873265,-0.022251366,0.7127022,-0.39056972,-0.6253973,3.084757E-4,-0.8016989,-0.5713969,-0.9015671,0.103329174,4.363160046817199,6.3400934835682525,AGN,fsrq,4FGL J0405.6-1308,PowerLaw,0.027576579,0.062766716,3FGL J0405.5-1307,PKS 0403-13,0.99734515,0.9994921,0
263.9988,-45.566956,-22.64703594271371,2.3565464,0.23266007,0.11212035,1.0530292,0.9975639,-0.14876907,0.0034723529,-0.49529546,-0.502223,-0.9999953,0.9715655,1.641971379355425,7.214986270078191,AGN,bcu,4FGL J0406.0-5407,PowerLaw,0.13191903,0.48077527,,SUMSS J040608-540445,0.97536707,0.0,0
241.28423,-47.876785,-19.92879858403127,2.3614514,0.041609813,0.10858312,5.1619897,0.33271915,-0.42460275,8.0731045E-4,-0.64180017,-0.71035767,-0.7865685,-0.9999378,5.790174051047919,6.378913721831372,AGN,fsrq,4FGL J0407.0-3826,LogParabola,0.022908341,0.0704305,3FGL J0407.1-3825,PKS 0405-385,0.99933773,0.99952143,0
183.88928,-31.141087,-20.985906358033017,2.2863708,0.07334334,0.058892317,1.5089998,0.06568319,-0.29226032,7.385079E-4,-0.7055981,-0.676236,-0.49666357,-0.74920654,3.513379138382691,7.112886538592544,AGN,bll,4FGL J0407.5+0741,PowerLaw,0.040142797,0.11052507,3FGL J0407.5+0740,TXS 0404+075,0.9987593,0.95485026,0
164.65375,-14.366358,-21.910008787492576,2.0438623,0.12087295,-7.0879376E-4,0.0,-0.3707586,-0.825448,3.0065794E-4,-0.50418067,-0.35117814,-0.4673412,-0.8275183,0.9253445281417234,8.156510713744792,AGN,bcu,4FGL J0409.4+3201,PowerLaw,0.04882054,0.152559,3FGL J0409.4+3158,NVSS J040928+320245,0.0,0.98121715,0
195.88716,-37.37893,-21.15486852161267,2.0752456,0.18443508,0.3042922,3.56273,-0.5903218,-0.1280479,0.0028777951,-0.18987036,-0.54472977,-0.71877044,-0.8153782,3.3696937127592204,7.388823469580767,AGN,bll,4FGL J0409.8-0359,LogParabola,0.12385542,0.41721243,3FGL J0409.8-0358,NVSS J040946-040003,0.9988583,0.0,0
157.6625,-6.7540545,-20.926644938109,2.1593711,0.096346766,0.13205731,2.692118,0.99984133,-0.35741714,9.377121E-4,-0.5683973,-0.5355729,-0.63413554,-0.8283006,3.7054316752541046,7.788657146783118,AGN,bcu,4FGL J0410.9+4216,PowerLaw,0.059765656,0.17126016,,B3 0407+421,0.997689,0.93611896,0
189.52013,-33.19688,-21.991876067111008,2.405199,0.15741919,0.05876928,0.7653506,-0.4737381,0.8906634,0.0016732418,-0.697934,-0.6188845,-0.97482646,0.5936991,2.5648766554920774,7.174674308586335,AGN,bcu,4FGL J0412.3+0239,PowerLaw,0.09092234,0.23752184,,PKS 0409+025,0.99048126,0.91568923,0
262.80347,-44.72508,-21.471590427645232,2.3603451,0.086072855,0.074268736,1.6518856,0.998528,-0.5142204,0.0013046375,-0.68576103,-0.6945941,-0.785056,-0.3623959,4.931542808240162,6.890580686375688,AGN,fsrq,4FGL J0413.1-5332,PowerLaw,0.050148167,0.1474234,3FGL J0413.6-5334,PMN J0413-5332,0.9994654,0.93772775,16
262.84558,-44.45141,-22.70673241443728,1.6998914,0.23059082,0.11134654,1.1197658,0.99593174,-0.95557904,8.2911213E-4,0.08050935,9.701006E-6,-0.12909752,-0.66970986,2.4522028367421163,9.261662660943387,AGN,bcu,4FGL J0414.8-5338,PowerLaw,0.12518717,0.42558983,,RBS 0526,0.9951913,0.95321095,0
279.0392,-39.85734,-22.7272496804335,2.385309,0.13929509,-0.06792387,1.0556874,0.9999998,-0.8118398,4.9787347E-4,-0.7478558,-0.5481593,-0.45873037,-0.95593894,2.01087199068923,7.419411098040631,AGN,bcu,4FGL J0416.0-6628,PowerLaw,0.050867487,0.21231122,,PMN J0416-6629,0.0,0.9509877,0
249.12997,-45.882275,-22.571564119100803,2.5566661,0.15979412,0.059154585,0.6371749,-0.13178831,-0.30174252,0.0032471202,-0.6461256,-0.84323525,-0.6695452,-0.99876845,3.265769122182018,6.547309720918639,AGN,fsrq,4FGL J0416.2-4353,PowerLaw,0.09835132,0.28740007,3FGL J0415.7-4351,SUMSS J041613-435057,0.9925513,0.0,0
214.32652,-42.39917,-20.98816807004727,2.3908505,0.05580274,0.04247063,1.3259946,0.21559608,-0.6067921,8.331891E-4,-0.68013936,-0.73503935,-0.60610753,-0.6075879,4.856475814995258,6.592366221948947,AGN,fsrq,4FGL J0416.5-1852,PowerLaw,0.03165943,0.08867571,3FGL J0416.6-1850,PKS 0414-189,0.99844253,0.983491,0
191.8219,-33.153397,-21.058991389329968,1.8892323,0.06712641,-0.018981552,0.6325173,-0.305875,-0.6159958,1.5773336E-4,-0.60850227,-0.33319154,-0.5148848,-0.33491856,2.277830136770287,8.158630294987661,AGN,bll,4FGL J0416.9+0105,PowerLaw,0.026800076,0.089874744,3FGL J0416.8+0104,1ES 0414+009,0.99982816,0.9968936,0
196.0539,-35.039387,-20.980293701527515,2.3158991,0.108787395,0.18889892,3.3654664,0.99946773,-0.41263586,0.0019726173,-0.63152754,-0.57964635,-0.87120706,-0.99922836,4.8757890959013235,6.861351799413796,AGN,bcu,4FGL J0418.1-0252,LogParabola,0.07340676,0.21056569,3FGL J0418.0-0251,PKS B0415-029,0.0,0.8552263,0
161.59308,-8.766496,-20.92696500700275,2.7071831,0.07790589,0.114262044,2.459402,-0.27693197,-0.66837996,0.0022563022,-0.7889729,-0.7480267,-0.94669324,-0.9984131,3.1809612468742863,6.27863211222356,AGN,rdg,4FGL J0418.2+3807,PowerLaw,0.048593257,0.14423676,3FGL J0418.5+3813c,3C 111,0.9462505,0.98833615,0
164.41455,-11.480435,-22.25456432489737,2.337571,0.4844214,0.20734851,1.4190882,0.47082373,-0.8791727,0.0027686225,-0.110572256,-0.5897833,-0.99772525,-0.99896157,1.5367987372857494,7.432158311161815,AGN,bcu,4FGL J0418.4+3414,PowerLaw,0.2547623,0.4681788,3FGL J0418.2+3412,GB6 J0418+3411,0.94267005,0.0,0
160.37965,-7.0277348,-21.98149967127763,1.9112537,0.20170587,0.10804707,1.1491473,-0.7700679,-0.9358594,0.0014921115,0.9987955,-0.45105729,-0.49820894,-0.4644623,1.710111366906701,8.532307886725727,AGN,bll,4FGL J0420.2+4012,PowerLaw,0.12765162,0.38987115,,B3 0416+400,0.99714553,0.93561935,0
240.33931,-45.24601,-20.69091277416126,2.2852175,0.06455055,0.056403164,1.4848548,-0.31149957,-0.58778,7.172903E-4,-0.6250227,-0.6337708,-0.63806295,-0.7466852,4.408518908342915,7.13635368548491,AGN,bcu,4FGL J0420.3-3745,PowerLaw,0.03725341,0.10633664,3FGL J0420.6-3742,NVSS J042025-374443,0.9978825,0.92397743,0
271.219,-41.78716,-22.477159713315384,2.0704124,0.19223298,0.032260682,0.3260282,0.99882036,-0.7196896,0.0010247536,-0.46983346,-0.4376641,-0.62464243,-0.26338762,2.8161337515388296,7.836191475194523,AGN,bcu,4FGL J0420.3-6016,PowerLaw,0.09367037,0.27887887,3FGL J0420.4-6013,1RXS J042012.8-601446,0.0,0.9131696,0
201.85655,-36.90106,-22.366387815316163,2.5322187,0.21384987,0.17376338,1.6076957,0.9925159,-0.76678723,0.004907451,-0.66539735,-0.83195007,-0.60065603,-0.99976385,1.08256646217508,6.86891122288468,AGN,bcu,4FGL J0421.0-0752,PowerLaw,0.13253741,0.4149038,,PKS 0418-079,0.98857117,0.91113704,1
200.7763,-36.11636,-20.56467687716339,2.452395,0.051619645,0.077119224,2.2025323,-0.32955867,-0.5585454,0.001173113,-0.7494121,-0.6780975,-0.7870566,-0.9962627,5.84056580412075,6.572764524424248,AGN,fsrq,4FGL J0422.1-0644,PowerLaw,0.03263923,0.0959291,3FGL J0422.1-0642,PMN J0422-0643,0.99921393,0.94034857,0
176.02396,-20.609789,-21.398670912991673,2.0645075,0.099886104,-0.0077513237,0.1862181,0.98976254,-0.67143375,3.2591788E-4,-0.6899636,-0.2566852,-0.7138803,-0.28590965,2.927134826239528,8.111955147527041,AGN,bll,4FGL J0422.3+1951,PowerLaw,0.038081747,0.14144236,,MS 0419.3+1943,0.9996645,0.97050005,0
191.48119,-31.182169,-22.702137815268376,2.8783114,0.28191194,0.7074173,3.6951635,0.99474144,-0.5369762,0.021921232,-0.90559995,-0.99997884,-0.4079862,-0.9997537,2.621066497624374,6.0259202235615,AGN,fsrq,4FGL J0422.8+0225,LogParabola,0.32270235,0.96721816,1FGL J0422.1+0211,PKS 0420+022,0.974484,0.8774991,0
