spec_ind,signif_curv,var,hr45,class,source_name_1,pro_agn_GB,pro_psr_GB,pro_agn_NN,pro_psr_NN,pro_agn_rf,pro_psr_rf
1.8951391,-0.3572142321856451,3.839878157392413,-0.731583104628477,AGN,3FGL J1047.8-3737,0.9844478955304732,0.015552104469526876,0.9901846679300965,0.009815332069903458,1.0,1.3236505387982337E-24
2.1529865,0.099895740939133,4.0671557400245835,-0.9144903859236798,AGN,3FGL J1049.7+1548,0.9546096656832239,0.04539033431677615,0.9864450034455579,0.01355499655444213,0.9864897695449786,0.01351023045502138
2.4701045,1.0092038592242103,5.9169331430119145,-0.7784791081600314,AGN,3FGL J1050.4+0435,0.9786959079739912,0.021304092026008803,0.9814415571606535,0.01855844283934651,1.0,0.0
2.618117,-0.12271038010430213,4.177052023974992,-0.999825413107533,AGN,3FGL J1103.3+5239,0.9811752224623764,0.018824777537623433,0.9882201731978457,0.011779826802154385,1.0,0.0
2.108555,-2.8687856631005006,4.464618206615873,-0.5829628447923153,AGN,3FGL J1115.0-0701,0.9871747512025046,0.012825248797495397,0.9921712034482884,0.00782879655171163,1.0,0.0
2.0026665,0.24704912256146377,4.207270190121903,-0.5739548659024465,AGN,3FGL J1117.2-5338,0.9871767153513431,0.012823284648656806,0.9880755416124904,0.01192445838750958,1.0,0.0
2.1532753,0.3725095915587261,4.014583131653117,-0.49989355218574094,AGN,3FGL J1117.7+0217,0.9831144865736356,0.016885513426364337,0.9848967269914632,0.015103273008536738,0.9984374999999972,0.0015625000000028422
2.2875624,-0.05405103029023926,3.8026634821652667,-0.7959546534391646,AGN,3FGL J1123.3-2529,0.9749851416716546,0.02501485832834542,0.9879608377116234,0.012039162288376731,0.9995889252742631,4.110747257368662E-4
2.2883708,0.9441451698904385,3.8011106624132984,-0.889376990688213,AGN,3FGL J1129.0+3758,0.8417480160860473,0.1582519839139528,0.8974378731118818,0.1025621268881182,0.8466981185335212,0.15330188146647886
1.7402625,0.8561008430476389,3.8425270645658705,-0.29646512997111557,AGN,3FGL J1130.7-7800,0.9759344029276997,0.024065597072300222,0.9700054866305714,0.02999451336942857,0.9999992370605468,7.629394531250217E-7
2.1137707,-0.6223347441524084,3.4617446357799047,-0.6938106231472982,AGN,3FGL J1132.0-4736,0.9844478955304732,0.015552104469526876,0.988645866106169,0.011354133893831041,1.0,0.0
2.6594715,-0.4169224939985156,3.983079165537082,-0.7695047841933398,AGN,3FGL J1142.1-6941,0.9781812012709308,0.02181879872906909,0.9903323751913891,0.009667624808611025,0.9718749999963618,0.02812500000363817
2.3295882,-0.14104638241520512,3.4969865982252,-0.09979915355201616,AGN,3FGL J1150.7-4816,0.9759289064918548,0.024071093508145215,0.9893828247238416,0.010617175276158412,0.9517008405404866,0.048299159459513394
2.2214894,-1.4173463215675182,3.7625705715386544,-0.7503094784859478,AGN,3FGL J1151.5+0957,0.9821481503915275,0.017851849608472498,0.9918669881362847,0.008133011863715322,0.9999999999985448,1.4551915228366853E-12
2.0355177,0.4849797994825499,4.0216213487960175,-0.741719554706702,AGN,3FGL J1200.4+0202,0.9831144865736356,0.016885513426364337,0.980629002252241,0.019370997747758946,0.9984374999999972,0.0015625000000028424
2.2530088,0.1520834588833411,3.9961779968298696,-0.5730966860935209,AGN,3FGL J1200.9-1432,0.9759289064918548,0.024071093508145215,0.9888477781089635,0.011152221891036453,0.9867084381636126,0.013291561836387323
2.714465,0.6484088814869031,3.749401129455094,-0.31235360769648135,AGN,3FGL J1205.9+3315,0.9736208008390683,0.026379199160931524,0.9809684375039889,0.019031562496011102,0.9697681742802344,0.030231825719765595
