Source_Name,GLON,GLAT,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,CLASS2,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times used
4FGL J0608.0+6721,146.80762,20.872194,868.32104,-21.61797387622806,2.4661183,0.09626013,0.12202849,2.360464,0.87036806,-0.6078023,0.0019180977,0.6666667,-0.6992283,-0.71413255,-0.78340346,-0.999941,4.0943752064872605,PowerLaw,AGN,0.0606129,0.18303049,,,fsrq,S4 0602+67,0.9995081,0.97048694,0,0.9316083697594234,0.06839163024057698,0.9269349057518356,0.07306509424816508,0.9325116937322756,0.067488306267724,0.9151326427961977,0.08486735720380212,292
4FGL J0608.0-0835,215.76149,-13.515972,689.3197,-20.11210402657728,2.4354343,0.047101755,0.074689895,2.8872173,-0.14716382,-0.5892426,0.0011311582,0.6666667,-0.6820206,-0.674912,-0.8428025,-0.7033788,5.625144809043882,LogParabola,AGN,0.028503582,0.09968958,3FGL J0608.0-0835,3FHL J0608.3-0832,fsrq,PKS 0605-08,0.99987584,0.9995102,0,0.9414794051014637,0.058520594898536095,0.9322900191799953,0.06770998082000423,0.9349715154546546,0.06502848454534522,0.923420801549358,0.07657919845064162,327
4FGL J0608.1-1521,222.11989,-16.382616,451.05878,-20.7995466909342,2.555051,0.06791552,0.12800302,2.6899705,-0.15462384,-0.5149807,0.002291913,0.6666667,-0.79355323,-0.73222476,-0.7843393,-0.9900689,5.755792720834688,LogParabola,AGN,0.046473477,0.15887935,3FGL J0608.1-1522,,fsrq,PMN J0608-1520,0.9982364,0.9272408,0,0.9413471591531928,0.05865284084680775,0.9300456913485282,0.06995430865147129,0.9377109932462407,0.062289006753759875,0.9162376297035557,0.08376237029644405,298
4FGL J0608.1-6028,269.46518,-28.63257,853.9897,-22.08091459194005,2.7217257,0.14788249,0.14977443,2.0585282,0.95659345,-0.7355749,0.004359166,0.6666667,-0.81394345,-0.76147455,-0.9999999,0.8189031,3.6330781848222324,PowerLaw,AGN,0.08989424,0.33606237,,,fsrq,PKS 0607-605,0.9791422,0.96717644,0,0.9264482782622512,0.07355172173774846,0.9261845104985778,0.07381548950142185,0.9294511775173849,0.07054882248261594,0.9050091971232832,0.09499080287671657,326
4FGL J0608.9-5456,263.2417,-27.870646,580.9228,-21.64634573462308,2.6327167,0.10278516,0.1905831,2.6642876,-0.5249834,-0.5664405,0.0033994983,0.6666667,-0.77311724,-0.8248171,-0.99952525,-0.9416649,4.258188557696797,PowerLaw,AGN,0.078145206,0.22444397,,,bcu,PKS 0607-549,0.9979989,0.96561027,0,0.9445528315873564,0.05544716841264394,0.9329968845973241,0.06700311540267608,0.937568492264458,0.06243150773554142,0.9223527438990498,0.0776472561009501,302
4FGL J0609.0-2219,228.92496,-18.944912,1264.7617,-22.165978689123712,2.329555,0.21494879,0.21391213,1.8016908,-0.9522957,0.38613167,0.005671693,0.6666667,-0.63139975,-0.5816869,-0.8344207,-0.99075407,2.8125457034616574,PowerLaw,AGN,0.15264578,0.6586984,,,fsrq,PKS 0606-223,0.99731547,0.99926436,0,0.9360675679558441,0.06393243204415555,0.9343415973517385,0.06565840264826162,0.9313224751184878,0.0686775248815125,0.9196922536522826,0.0803077463477171,309
4FGL J0609.2-0247,210.60101,-10.659151,3378.192,-20.892335707792544,1.8606355,0.11575786,0.17648059,3.5454726,0.99895066,0.99887097,5.41295E-4,0.6666667,-0.089822344,-0.26054212,-0.38376176,-0.7489427,1.9742100683743642,LogParabola,AGN,0.061522856,0.15465245,3FGL J0609.4-0248,3FHL J0609.2-0247,bll,NVSS J060915-024754,0.9999792,0.96471673,0,0.9368186551762197,0.0631813448237811,0.9289198605837518,0.07108013941624879,0.9299295561217883,0.07007044387821143,0.9174517154070014,0.08254828459299778,301
4FGL J0609.5+1402,195.68272,-2.6440365,970.55554,-21.51144844983387,2.5652728,0.21259947,0.19185284,1.9917431,0.9874341,-0.1988261,0.005133828,0.6666667,-0.72876716,-0.7795411,-0.6248756,-0.9998542,1.2773022769883524,PowerLaw,AGN,0.1323649,0.4009897,,,bcu,NVSS J060922+140744,,0.0,8,0.921390479736427,0.07860952026357346,0.9330328317561107,0.06696716824388835,0.9222123357463998,0.07778766425360008,0.9022511993446669,0.09774880065533367,321
4FGL J0610.1-1848,225.61806,-17.328075,1106.3416,-21.455794643203568,2.362991,0.102000356,0.07948466,1.4813528,-0.71416956,-0.4457179,0.0014828336,0.6666667,-0.6945135,-0.6742452,-0.63532144,-0.9991853,1.7235239540291039,PowerLaw,AGN,0.059579216,0.18141907,2FGL J0609.6-1847,,bll,PMN J0610-1847,0.9968845,0.9281055,0,0.9312236568857707,0.0687763431142291,0.9273334876087727,0.0726665123912274,0.933830727391194,0.06616927260880616,0.9157448716782357,0.08425512832176434,299
4FGL J0610.2-2100,227.73994,-18.179985,1137.098,-20.591271480259703,2.2316277,0.0996568,0.44156784,7.294652,0.9962529,-0.56087756,0.0025914982,0.6666667,-0.44465277,-0.69845897,-0.9984374,-0.9970385,0.5032414517303899,PLSuperExpCutoff,PSR,0.06608331,0.25164965,3FGL J0610.2-2059,,PSR,PSR J0610-2100,1.0,0.0,0,0.943059182967842,0.056940817032158135,0.9304278164364758,0.06957218356352364,0.9402450825299974,0.059754917470002396,0.9238833651518243,0.07611663484817587,313
4FGL J0610.7+1656,193.26361,-1.0091106,690.5988,-21.037846854703336,2.7552958,0.2429583,0.46353784,4.347925,0.10342524,-0.5055421,0.010275218,0.6666667,-0.81094253,-0.91692394,-0.9988859,0.4825018,1.3777942392487172,LogParabola,AGN,0.15867181,0.5675762,,,bcu,MG2 J061020+1701,,0.0,0,0.9609487502456577,0.039051249754342564,0.9341648623930507,0.06583513760694827,0.9551907795961562,0.044809220403843934,0.9366866941202928,0.06331330587970752,323
4FGL J0610.9-6054,270.0011,-28.331373,1315.4774,-22.184117034292562,2.5211468,0.15299413,0.07884542,0.99024737,-0.79789424,-0.43380442,0.002098758,0.6666667,-0.7878648,-0.6997837,-0.5712656,-1.0,3.0438970860108574,PowerLaw,AGN,0.08690658,0.26220793,3FGL J0611.1-6100,,fsrq,PKS 0609-609,0.8576765,0.8652398,16,0.9419431162726674,0.05805688372733209,0.9327544706377697,0.06724552936223044,0.9381002155524253,0.06189978444757521,0.9147301328120155,0.0852698671879838,301
4FGL J0611.1+4325,169.81161,11.568139,4127.752,-21.565333989093936,1.8731525,0.12079437,0.09819684,1.7852403,0.7629684,-0.33221415,5.5711914E-4,0.6666667,-0.6004218,-0.28251487,-0.44820088,-0.3753625,1.9501493612467784,PowerLaw,AGN,0.0598528,0.18724973,3FGL J0611.2+4323,3FHL J0611.2+4325,bcu,7C 0607+4324,0.99691653,0.83353275,0,0.937787347587441,0.06221265241255926,0.9325571834989601,0.06744281650104049,0.9259276056390026,0.07407239436099702,0.918935510335511,0.08106448966448934,284
4FGL J0611.6+2803,183.6207,4.5281386,2051.3513,-21.372351960128135,2.2650137,0.17678364,0.20931917,1.8966578,-0.92636895,0.08275493,0.002214386,0.6666667,-0.46723384,-0.5519805,-0.7437907,-0.9996415,2.5688129947625344,PowerLaw,AGN,0.110029876,0.3934247,3FGL J0611.7+2759,3FHL J0611.7+2803,bll,GB6 J0611+2803,0.9990604,0.8277275,0,0.931723793477034,0.06827620652296619,0.9270614171880696,0.07293858281193011,0.9152833461224135,0.08471665387758688,0.9109831651887697,0.08901683481123084,289
4FGL J0611.6-2712,233.97371,-20.197977,724.7976,-21.935276408200014,2.510402,0.12799056,0.06073381,0.8434971,-0.25235948,-0.6750889,0.002459685,0.6666667,-0.68591577,-0.64055276,-0.9630835,-0.9994589,4.3126349456261295,PowerLaw,AGN,0.074168086,0.23318101,,,bcu,PMN J0611-2709,0.8608225,0.0,0,0.9201871672560458,0.07981283274395469,0.929582946620958,0.07041705337904167,0.9286131992880068,0.0713868007119935,0.9022515715272043,0.09774842847279575,297
4FGL J0612.5-3138,238.4865,-21.547031,898.4257,-21.70565230764343,2.4834175,0.0994657,0.06680406,1.0523574,0.9996478,-0.68521637,0.0014510608,0.6666667,-0.73416626,-0.76231396,-0.638875,-0.41123125,3.4903014825548935,PowerLaw,AGN,0.06904781,0.14600442,,,fsrq,PKS 0610-316,0.9991218,0.97652173,0,0.942697657995419,0.057302342004581376,0.9324673538718944,0.06753264612810536,0.9403880651593692,0.05961193484063041,0.9236214861263079,0.07637851387369221,294
4FGL J0612.5-3934,246.69165,-23.974411,1271.3741,-22.537902070706387,2.4270363,0.31475085,0.17834908,1.0692213,-0.06999757,-0.8077262,0.003916376,0.6666667,-0.62438905,-0.5572287,-0.99984396,-0.84922856,2.5837973687535003,PowerLaw,AGN,0.18887712,0.5313615,,,bcu,PMN J0612-3939,0.9581282,0.0,0,0.9573175376073227,0.042682462392676805,0.931214012179609,0.06878598782039157,0.9465310339591713,0.053468966040828805,0.9404374964367921,0.05956250356320791,314
4FGL J0612.8+4122,171.82712,10.927332,1219.3676,-19.11085146024554,1.9912364,0.03102738,0.110276885,7.9502573,-0.13611516,-0.30582505,2.896717E-4,0.6666667,-0.45864975,-0.4756889,-0.5961556,-0.7770533,4.161107318233819,LogParabola,AGN,0.014821366,0.046614163,3FGL J0612.8+4122,3FHL J0612.8+4122,bll,B3 0609+413,0.99993694,0.9792798,0,0.9434898516731325,0.056510148326867765,0.9268611581265324,0.07313884187346745,0.9372637905393827,0.06273620946061777,0.9228212343997053,0.07717876560029495,291
4FGL J0613.7-0201,210.42276,-9.305033,1026.3751,-19.027086433422955,2.2066593,0.038061395,0.2966078,14.278157,-0.22812922,-0.3004489,8.742207E-4,0.6666667,-0.51863736,-0.6426054,-0.97140306,-0.9997112,1.4836708159271412,PLSuperExpCutoff,PSR,0.024491401,0.085798256,3FGL J0613.8-0201,,PSR,PSR J0613-0200,1.0,0.0,0,0.9199664447850964,0.08003355521490367,0.935391440100921,0.06460855989907847,0.9139185293225311,0.08608147067746931,0.9054997511058461,0.09450024889415344,335
4FGL J0614.1-3329,240.50008,-21.827698,1075.5474,-17.808303300758887,1.9127336,0.018454595,0.29665565,36.471584,-0.10731798,-0.04708163,3.203575E-4,0.6666667,-0.3381994,-0.5085328,-0.8371936,-0.952264,1.5833991602870574,PLSuperExpCutoff,PSR,0.0116806375,0.035876054,3FGL J0614.1-3329,3FHL J0614.1-3330,PSR,PSR J0614-3329,1.0,0.8901229,0,0.9486631421657474,0.051336857834252,0.930868235450491,0.0691317645495082,0.9528102439925488,0.04718975600745186,0.9297282232848607,0.0702717767151395,291
4FGL J0614.8+6136,152.80344,19.507225,959.3819,-22.496547087200245,2.5402029,0.23875861,0.20806855,1.5094451,0.28686088,-0.54277384,0.007648048,0.6666667,-0.80907524,-0.6665498,-0.6542722,-0.5814122,3.5077870000620823,PowerLaw,AGN,0.16255285,0.49059,,,bcu,GB6 J0614+6139,0.9712858,0.0,0,0.9468212184718039,0.05317878152819653,0.9292496412555412,0.0707503587444584,0.9384738110831893,0.061526188916810796,0.9293498267898386,0.07065017321016168,294
4FGL J0614.9+2426,187.15195,3.4567032,2649.9324,-21.937196903376464,2.199101,0.43289456,0.7476914,2.8675177,-0.9985629,0.9974686,0.009334737,0.6666667,-0.15920624,-0.33182663,-0.92367774,-0.9992523,1.967844030670542,PowerLaw,AGN,0.40735793,0.6232454,,,bcu,GB6 J0614+2426,,0.0,0,0.9350777979838006,0.06492220201620022,0.9317357573738032,0.0682642426261967,0.9254301594007587,0.07456984059924066,0.9135267756588523,0.086473224341148,282
4FGL J0615.3-3117,238.34879,-20.856953,2460.536,-21.709248596353547,2.072401,0.11692741,0.03975826,0.6591442,0.79614097,-0.46887764,9.1297424E-4,0.6666667,-0.5428086,-0.54570365,-0.59376067,-0.45285326,3.082611645358643,PowerLaw,AGN,0.06444164,0.22050346,3FGL J0615.4-3116,3FHL J0615.3-3116,bll,PKS 0613-312,0.9997112,0.95366657,0,0.9273736762173583,0.07262632378264151,0.9303389397734385,0.06966106022656185,0.9228802238580704,0.07711977614192998,0.9004645809099244,0.09953541909007553,305
4FGL J0616.7-1049,218.78302,-12.567973,376.2812,-22.297051889187994,2.8866034,0.2132649,0.2582046,1.880067,0.049516052,-0.84626806,0.009877055,0.6666667,-0.84455246,-0.8480705,-0.93556386,-0.33156568,2.086006615223247,PowerLaw,AGN,0.18597494,0.3991709,,,bcu,PMN J0616-1040,0.9472888,0.8752674,260,0.9635183828308662,0.036481617169133236,0.9339889786907921,0.06601102130920843,0.9565089271218921,0.04349107287810807,0.9456405544132284,0.05435944558677115,298
4FGL J0616.9+4340,170.04706,12.619089,12380.491,-23.32833968708486,1.5970981,0.3799084,0.3239672,1.693095,-0.9821998,-0.50940764,0.0014270556,0.6666667,0.96881753,-0.015113713,-0.03076968,-0.47769648,1.2332735441863296,PowerLaw,AGN,0.24421294,0.7372941,,,bcu,GB6 J0617+4340,0.0,0.84705365,0,0.9263470028824606,0.07365299711753993,0.9305778240305684,0.06942217596943132,0.9221831639181985,0.07781683608180068,0.9072914347804635,0.09270856521953594,307
4FGL J0617.2+5701,157.42,18.093443,1779.5789,-20.641634606175238,2.0799026,0.04802199,0.029458508,1.2178711,-0.4021505,-0.5578505,3.3663548E-4,0.6666667,-0.5829479,-0.4443949,-0.6618323,-0.5043855,2.838781631549467,PowerLaw,AGN,0.02302023,0.072186805,3FGL J0617.2+5701,3FHL J0617.3+5701,bll,87GB 061258.1+570222,0.99991685,0.98994154,0,0.9273303465474295,0.0726696534525711,0.9307232920187769,0.0692767079812231,0.9203886726378028,0.07961132736219666,0.9122742080281552,0.0877257919718447,310
4FGL J0617.7-1715,224.89156,-15.064871,2341.5237,-20.803091626469804,1.9270293,0.08857138,0.12387764,3.1741738,0.8607358,-0.4347389,6.472288E-4,0.6666667,-0.378116,-0.3920364,-0.4340374,-0.82295865,2.7099803541662086,LogParabola,AGN,0.045793567,0.15023991,3FGL J0617.6-1717,3FHL J0617.6-1715,bll,IVS B0615-172,0.87221843,0.9451992,0,0.9440838130336952,0.055916186966305174,0.9258128068896909,0.07418719311030908,0.9428006189566408,0.057199381043359074,0.9201378767469175,0.07986212325308271,292
4FGL J0618.1-2428,231.85571,-17.83446,1454.6432,-22.112263495272494,2.3387918,0.2099845,0.22430079,1.7230225,-0.7987696,-0.25225922,0.003666016,0.6666667,-0.66356754,-0.6053047,-0.78763014,-0.9481974,0.9835234161223274,PowerLaw,AGN,0.15038007,0.4581114,3FGL J0618.2-2429,,fsrq,PMN J0618-2426,0.98615056,0.90622455,0,0.9361266837044745,0.06387331629552524,0.9264408002547672,0.07355919974523396,0.9295223448099182,0.07047765519008169,0.9206550136818069,0.07934498631819324,286
4FGL J0620.3+3804,175.47426,10.742769,779.73145,-21.929771128177492,2.627765,0.119048566,0.015680987,0.22164544,0.9997627,-0.1476372,0.0019414223,0.6666667,-0.85660845,-0.64279157,-0.55370545,-0.9999993,2.0712336487039815,PowerLaw,AGN,0.06864235,0.21869625,,,bcu,GB6 J0620+3806,,0.0,16,0.9473233805316091,0.05267661946839088,0.9362311455890755,0.06376885441092445,0.9375990789979445,0.06240092100205568,0.9296524327407564,0.07034756725924342,334
4FGL J0620.5-2512,232.78638,-17.597942,879.3801,-21.462177903278572,2.5687912,0.12742105,0.37485573,4.7222624,0.90232414,-0.57229406,0.0074907714,0.6666667,-0.77807873,-0.8505182,-0.9999996,0.9994098,4.340224498029702,LogParabola,AGN,0.114532776,0.45865193,,,bcu,PKS 0618-252,0.9954874,0.97296584,16,0.9489040234750916,0.05109597652490843,0.93353896853753,0.06646103146246927,0.9459060134766032,0.054093986523397815,0.925004827010963,0.07499517298903696,314
4FGL J0620.7+2643,185.7398,5.671258,15250.449,-22.40727734696151,1.5357414,0.14235374,0.089731425,1.4524759,-0.999934,-0.9910804,2.1664317E-4,0.6666667,0.999891,0.59485275,-0.534878,-0.05313149,1.8430552153503217,PowerLaw,AGN,0.06692366,0.18011598,3FGL J0620.4+2644,3FHL J0620.6+2645,bcu,RX J0620.6+2644,0.9999164,0.9913386,0,0.937435409924347,0.06256459007565274,0.9364607975243319,0.06353920247566855,0.9341569074170153,0.06584309258298514,0.9154032786475605,0.08459672135243926,307
4FGL J0621.2+2512,187.15121,5.074792,2610.4937,-20.823938380005274,2.1693425,0.19850473,0.9999802,7.27564,0.9950396,0.16154271,9.836692E-4,0.6666667,0.27704483,-0.50664645,-0.999654,-0.8635233,1.9394737036665708,PLSuperExpCutoff,PSR,0.0047860486,,3FGL J0621.0+2514,,PSR,PSR J0621+2514,1.0,0.0,2048,0.9219253335024215,0.07807466649757913,0.9308863815556492,0.06911361844435063,0.9213431157992458,0.07865688420075387,0.8988392771345263,0.1011607228654735,322
4FGL J0621.2-2213,229.96466,-16.298243,929.25055,-22.409884381183286,2.5068672,0.18996814,0.061119378,0.59489363,0.98678124,-0.6610586,0.0034168628,0.6666667,-0.6657898,-0.5713774,-0.86621004,-0.9998533,2.793319563652393,PowerLaw,AGN,0.11072291,0.36762708,,,bcu,PMN J0621-2213,0.97612417,0.0,0,0.9206232037677506,0.07937679623224887,0.9273937053953003,0.07260629460469928,0.9245375536717992,0.07546244632820079,0.9013985846310244,0.09860141536897579,306
4FGL J0621.7-3411,241.76292,-20.575264,3913.1833,-22.75384185086173,2.0233634,0.25241464,0.13455096,1.0638194,0.9611537,-0.97413075,0.0014498502,0.6666667,0.2605765,-0.6179455,-0.4479402,-0.56359655,0.6868880399151399,PowerLaw,AGN,0.14332806,0.40593743,,,bll,1RXS J062150.0-341140,0.99910873,0.9434409,0,0.9416564492933747,0.058343550706624926,0.9348901364057915,0.0651098635942091,0.9366306759843942,0.06336932401560605,0.9268961504230825,0.07310384957691764,299
4FGL J0621.8+1746,193.7916,1.7171752,7360.7144,-22.295956643538993,1.8961881,0.23502564,0.052591752,0.4829034,0.35935366,-0.99999917,4.4881526E-4,0.6666667,0.9999855,-0.6589137,-0.26323172,-0.49554378,2.7438986051249503,PowerLaw,AGN,0.10966428,0.27050608,,,bll,RX J0621.7+1747,0.9997528,0.96548545,0,0.9188047057219088,0.08119529427809145,0.9293537084004087,0.07064629159959072,0.9230103913016079,0.07698960869839269,0.9064483222221623,0.09355167777783713,326
4FGL J0622.2+3749,175.87512,10.974038,1070.915,-19.880198309380763,2.4241977,0.070665024,0.8202193,16.450792,0.1378432,-0.19342797,9.874076E-4,0.6666667,-0.59749275,-0.94093776,-0.9993508,-0.9999976,1.4519855080008757,PLSuperExpCutoff,PSR,0.08486883,,3FGL J0622.2+3747,,PSR,PSR J0622+3749,1.0,0.0,2048,0.9380332240012399,0.061966775998759195,0.9320077419112016,0.0679922580887984,0.9274929387768456,0.072507061223154,0.9161533042426878,0.08384669575731221,299
4FGL J0622.3-2605,233.80554,-17.55592,2223.0168,-20.094938509277092,1.9353452,0.04156558,0.030461669,1.5617188,-0.64543045,-0.32108533,1.9329239E-4,0.6666667,-0.4829053,-0.49834654,-0.41270414,-0.5222825,4.651464387665686,PowerLaw,AGN,0.018459277,0.057267796,3FGL J0622.4-2606,3FHL J0622.4-2606,bll,PMN J0622-2605,0.9993728,0.98399466,0,0.9387717894745597,0.06122821052544097,0.9334443288124102,0.06655567118758944,0.9313329780051744,0.06866702199482504,0.9234538867760141,0.07654611322398576,331
4FGL J0622.4-6433,274.24902,-27.385956,339.1652,-23.188994472179143,3.042826,0.14658026,-0.09794337,1.2460238,-0.6179945,-0.7726443,7.538097E-4,0.6666667,-0.9163961,-0.32662177,-0.31685928,-0.99999285,1.6893696649495615,PowerLaw,AGN,0.057437908,0.18318048,,,fsrq,RX J062308.0-643619,0.9922581,0.95380765,0,0.9356247202759539,0.06437527972404644,0.9312534097411919,0.06874659025880836,0.9309305047518168,0.06906949524818322,0.9165578439871768,0.08344215601282311,313
4FGL J0622.7-4141,249.49553,-22.718807,1661.6516,-21.653936082336344,2.162274,0.21462056,0.5178948,4.227023,-0.9999999,0.99999905,0.0047763637,0.6666667,-0.32910812,-0.5701217,-0.9219564,-0.9996674,1.808828920857416,LogParabola,AGN,0.18225166,0.557285,3FGL J0623.1-4143,,bcu,SUMSS J062242-414357,0.99040127,0.0,0,0.9287876515633638,0.0712123484366364,0.9308454593459355,0.0691545406540649,0.9115547886248653,0.08844521137513482,0.9057766988352789,0.09422330116472075,304
4FGL J0622.9+3326,179.9402,9.151609,845.99646,-19.26674737640336,2.2151024,0.031327657,0.07071577,4.6883974,-0.2526654,-0.40547565,3.398639E-4,0.6666667,-0.6278522,-0.54139864,-0.7776154,-0.6230496,7.759812339080765,LogParabola,AGN,0.015223278,0.04414979,3FGL J0622.9+3326,3FHL J0622.9+3326,BCU,B2 0619+33,1.0,0.9709584,0,0.9337975202143755,0.06620247978562441,0.9322939094474414,0.06770609055255856,0.9260013795636493,0.07399862043635043,0.9118937730292979,0.08810622697070199,299
4FGL J0623.0-3010,237.8641,-18.92151,749.98846,-21.992923980608097,2.5037806,0.14317726,0.16128674,2.0764585,0.40296677,-0.6420209,0.003387848,0.6666667,-0.73026425,-0.7403437,-0.8485471,-0.99999917,3.1817972188405244,PowerLaw,AGN,0.09303689,0.2842586,,,bcu,PMN J0623-3010,0.98764586,0.0,0,0.9354899789121568,0.06451002108784344,0.9270642719184802,0.07293572808151999,0.9291636007899201,0.07083639921007978,0.9104471900515199,0.08955280994847939,280
4FGL J0623.2+3044,182.40982,8.011053,4016.7012,-21.314805957625925,1.997595,0.15374875,0.0910714,1.0910103,0.74155945,-0.5740114,6.1247306E-4,0.6666667,-0.62511075,-0.22850028,-0.54363227,-0.6202547,2.988371493869068,PowerLaw,AGN,0.08102632,0.21506941,3FGL J0623.3+3043,3FHL J0623.3+3045,bll,GB6 J0623+3045,0.9984585,0.9181682,0,0.9409720584738471,0.05902794152615379,0.930390387161768,0.06960961283823174,0.9358321478007389,0.06416785219926142,0.9117326266332816,0.08826737336671853,325
4FGL J0623.7-3348,241.52838,-20.048275,1356.0947,-21.86621807910298,2.2869236,0.17848015,0.21642846,2.4148393,-0.8431208,0.9996084,0.0028586963,0.6666667,-0.61343265,-0.69131595,-0.68435687,-0.9999998,3.8781574164931225,PowerLaw,AGN,0.12271245,0.3360009,,,bcu,PMN J0623-3350,0.994295,0.90329003,0,0.9317618533588279,0.06823814664117236,0.9365026073680477,0.06349739263195223,0.9291644636975405,0.07083553630245974,0.9097234107326141,0.09027658926738596,319
4FGL J0623.9-5259,261.53546,-25.358658,1805.5702,-22.365140438450318,2.1804001,0.14952146,0.007768869,0.12160354,-0.99748343,0.999867,3.7053306E-4,0.6666667,-0.60173166,-0.6933832,-0.53286725,-0.24876274,2.096231569211692,PowerLaw,AGN,0.077663794,0.15738706,,,bll,MS 06225-5256,0.99913096,0.0,0,0.9323810346145618,0.06761896538543888,0.9269398271237692,0.073060172876231,0.9299086068607775,0.07009139313922301,0.9131217085285294,0.08687829147147111,298
4FGL J0625.3+4439,169.77708,14.391395,1795.1375,-21.002074882298828,2.1118112,0.07437202,0.06717651,1.8750331,-0.45414665,-0.33113286,6.32586E-4,0.6666667,-0.5867644,-0.5306563,-0.6141534,-0.5996149,3.1048975878278267,PowerLaw,AGN,0.03927581,0.118686676,3FGL J0625.2+4440,3FHL J0625.3+4438,bll,GB6 J0625+4440,0.9998999,0.9654134,0,0.9378215840302274,0.062178415969771944,0.9349914325062854,0.06500856749371352,0.9392609926786426,0.060739007321358736,0.9209933767771401,0.07900662322286042,336
4FGL J0625.8-5441,263.43643,-25.436514,462.74542,-22.369276764277068,2.765732,0.14284074,0.07844014,0.9410826,-0.32524946,-0.6936359,0.0040858206,0.6666667,-0.86742145,-0.48753932,-0.99999857,0.95949376,3.239519127248131,PowerLaw,AGN,0.093451194,0.25757286,3FGL J0626.0-5436,,fsrq,PMN J0625-5438,0.9973571,0.95345503,0,0.9294812152725961,0.07051878472740378,0.9318886519119466,0.06811134808805377,0.9270519752623662,0.07294802473763363,0.9178170035274245,0.08218299647257557,287
4FGL J0626.4-1712,225.73744,-13.137516,2045.298,-22.200853896802712,2.28125,0.1377955,-0.054218043,0.8772285,-0.632129,-0.6241345,5.9750763E-4,0.6666667,-0.8602102,-0.023725998,-0.6395146,-0.49879074,1.3572802577529601,PowerLaw,AGN,0.050327297,0.22629865,,,bll,2MASS J06262650-1710467,0.9984562,0.9628597,0,0.9346983258052257,0.06530167419477467,0.9341917135897261,0.06580828641027392,0.9334559013572831,0.06654409864271668,0.9185586250084044,0.08144137499159522,303
4FGL J0626.4-4259,251.04501,-22.442991,4043.8909,-22.166472520965034,1.8482614,0.27882004,0.23681,1.9930828,0.98012537,-0.75060093,0.0015241231,0.6666667,-0.4473731,-0.370915,-0.20363869,-0.8646882,2.72175570818323,PowerLaw,AGN,0.14542538,0.48595273,3FGL J0626.6-4259,3FHL J0626.5-4259,bll,2MASS J06263670-4258059,0.9965427,0.0,0,0.9406126282453472,0.05938737175465263,0.9326304920339004,0.06736950796610001,0.931984929163013,0.06801507083698753,0.9261917003164053,0.07380829968359467,303
4FGL J0627.0-3529,243.45117,-19.969524,2337.7803,-20.389622954731756,1.9006095,0.04504053,0.016561212,0.79797477,-0.23852625,-0.5375494,1.5882046E-4,0.6666667,-0.4880373,-0.38831544,-0.4812018,-0.5509334,2.447431848167246,PowerLaw,AGN,0.019223021,0.058802094,3FGL J0627.0-3529,3FHL J0627.1-3528,rdg,PKS 0625-35,0.9997558,0.9983992,0,0.9534889323351206,0.04651106766488004,0.9306625153692808,0.06933748463071962,0.9418074634762101,0.05819253652379056,0.9355004950601691,0.0644995049398316,307
4FGL J0628.6+6900,145.7614,23.2085,1667.0642,-22.260668863771567,2.2391384,0.14307101,0.07796697,1.0424042,-0.6076578,-0.15421396,8.20144E-4,0.6666667,-0.5004592,-0.68727154,-0.7433233,-0.28466544,1.429447163806472,PowerLaw,AGN,0.08594016,0.16115616,3FGL J0630.3+6906,,bcu,GB6 J0629+6900,0.98453915,0.0,0,0.923409656765603,0.0765903432343969,0.9350151006747883,0.06498489932521087,0.9144085495698038,0.08559145043019616,0.9064943714836222,0.09350562851637827,333
4FGL J0628.8-6250,272.439,-26.464733,1638.4833,-21.23997116227076,2.1462638,0.08613253,0.06854138,1.5820198,-0.31847742,-0.63974416,9.305588E-4,0.6666667,-0.5070377,-0.5836635,-0.4739347,-0.99999666,2.3509570970916527,PowerLaw,AGN,0.045858182,0.15656634,3FGL J0629.0-6248,3FHL J0628.7-6248,bll,PKS 0628-627,0.9975429,0.95832354,0,0.9287817156675029,0.07121828433249676,0.9324752262058306,0.06752477379416896,0.9247784600484869,0.07522153995151316,0.9133173080414858,0.08668269195851462,313
4FGL J0629.3-1959,228.65022,-13.6672,857.98645,-19.901950983191206,2.2039719,0.037772067,0.07054571,3.4824286,0.99986583,-0.46931368,5.93234E-4,0.6666667,-0.62502414,-0.5477618,-0.6694775,-0.72055113,5.811195722105672,LogParabola,AGN,0.022275347,0.07362215,3FGL J0629.4-1959,3FHL J0629.3-1958,bll,PKS 0627-199,0.99992335,0.99957526,0,0.9133012710299685,0.08669872897003031,0.9284246287867058,0.07157537121329449,0.9187478133473153,0.08125218665268444,0.8990520469304792,0.1009479530695208,322
