Source_Name,GLON,GLAT,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,PLEC_Exp_Index,hr34,hr45,hr56,hr67,Variability_Index,SpectrumType,CLASS2,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times used
4FGL J0003.9-1149,84.59542,-71.0751,1680.0156,-21.97127392701843,2.1277146,0.17358784,0.26229075,2.7669737,0.99950075,-0.29548064,0.0033132231,0.6666667,-0.45793995,-0.6076023,-0.6580359,-1.0,1.5524747920231485,PowerLaw,AGN,0.12814528,0.41594663,3FGL J0003.8-1151,,bll,PMN J0004-1148,0.9983225,0.97085786,0,0.9397354831125537,0.06026451688744689,0.9345637154089557,0.06543628459104425,0.9453749946862092,0.05462500531379076,0.9292416631693238,0.07075833683067626,287
4FGL J0004.0+0840,103.49598,-52.397846,2233.738,-22.222525699318215,2.1019166,0.3493307,0.35344642,1.9199413,-0.7333959,-0.82922935,0.0046211286,0.6666667,-0.263176,-0.34118363,-0.9277368,-0.38397604,2.2013589920112535,PowerLaw,AGN,0.24869604,0.7982378,3FGL J0004.2+0843,,bcu,SDSS J000359.23+084138.1,0.9922678,0.0,0,0.9282508119848946,0.0717491880151048,0.9304147514156154,0.069585248584385,0.9298829399211024,0.07011706007889779,0.9120433061759085,0.08795669382409067,301
4FGL J0004.4-4737,323.986,-67.53783,845.39923,-21.445507270992135,2.4149895,0.08525738,0.07762944,1.6479106,-0.5088327,-0.6246758,0.00165742,0.6666667,-0.68644005,-0.6296224,-0.8792685,-0.9996954,4.815536717983364,PowerLaw,AGN,0.05322211,0.1629187,3FGL J0004.7-4740,,fsrq,PKS 0002-478,0.9971799,0.97325,0,0.9273592427215857,0.07264075727841383,0.93056329795335,0.06943670204664958,0.9302392113659247,0.06976078863407542,0.9193379858917208,0.08066201410827965,308
4FGL J0005.9+3824,113.23228,-23.613338,544.74713,-21.51279290343917,2.6667964,0.088459425,0.15494637,2.5308628,-0.33966902,-0.6492034,0.003964011,0.6666667,-0.7973692,-0.8310779,-0.9756107,-0.9979963,3.1472511395315137,PowerLaw,AGN,0.06724274,0.22276911,3FGL J0006.4+3825,,fsrq,S4 0003+38,0.9926908,0.9090593,0,0.9406272636990759,0.059372736300924996,0.9349780105542154,0.06502198944578441,0.9315376870271571,0.0684623129728423,0.9218534375005125,0.0781465624994873,314
4FGL J0006.3-0620,93.64702,-66.62518,2028.5834,-22.795607922552346,2.1706007,0.32504353,0.2742178,1.4384562,-0.7402131,-0.47549298,0.005508119,0.6666667,-0.6603258,-0.24981126,-0.7283422,-0.9998477,2.9017499185413453,PowerLaw,AGN,0.25072128,0.7789327,,,bll,PKS 0003-066,0.9901411,0.9994688,0,0.9077984118483222,0.0922015881516776,0.9334840434771301,0.06651595652287076,0.9025465391062027,0.09745346089379739,0.8835564290197693,0.11644357098023089,272
4FGL J0006.4+0135,100.47745,-59.29749,2459.6868,-22.455238164858724,2.0946035,0.32759845,0.16732785,1.0555145,0.9482971,-0.510186,0.003174407,0.6666667,-0.48057696,-0.46150512,-0.63044417,-0.9993743,0.8819517755489519,PowerLaw,AGN,0.1977467,0.64328295,3FGL J0006.2+0135,,bcu,NVSS J000626+013611,0.99729097,0.8214364,0,0.9344916872079679,0.06550831279203242,0.9295817994114037,0.07041820058859564,0.9331615388015081,0.06683846119849259,0.9111676738474701,0.08883232615252985,299
4FGL J0007.0+7303,119.66263,10.46168,1452.2994,-16.51948192873269,2.027981,0.008471716,0.27321246,62.408077,-0.036784146,-0.18357185,0.007791253,0.5479403,-0.3906637,-0.5268494,-0.82772505,-0.9291842,1.4167521249790607,PLSuperExpCutoff,PSR,0.005550027,0.05125429,3FGL J0007.0+7302,3FHL J0007.0+7303,PSR,PSR J0007+7303,1.0,0.0,0,0.9232388594922795,0.0767611405077211,0.9345773011192614,0.0654226988807381,0.9184204861595439,0.08157951384045607,0.9006596366836027,0.09934036331639721,300
4FGL J0007.7+4008,113.93701,-21.972776,1874.174,-21.73536038592122,2.1567848,0.1894369,0.22259808,2.5580692,-0.6870005,-0.357196,0.002382811,0.6666667,-0.6449736,-0.35720858,-0.8215037,-0.99979246,2.8828733722903617,PowerLaw,AGN,0.115732834,0.39049816,3FGL J0007.9+4006,,bcu,NVSS J000741+400830,0.9971315,0.0,0,0.9384348855367305,0.06156511446326983,0.933789353900579,0.06621064609942061,0.9277374269253307,0.07226257307466845,0.9172820314286735,0.08271796857132627,341
4FGL J0008.0+4711,115.31625,-15.033559,1403.9235,-20.00387653262499,2.0525768,0.050815575,0.079398826,3.5582082,-0.6842743,-0.22422804,3.880337E-4,0.6666667,-0.5103293,-0.44690558,-0.6171973,-0.70254654,2.005695249286218,LogParabola,AGN,0.02349014,0.07345087,3FGL J0008.0+4713,3FHL J0007.9+4711,bll,MG4 J000800+4712,0.99995524,0.9736737,0,0.9372212881368346,0.06277871186316536,0.9337416293690082,0.0662583706309915,0.9322546173010795,0.06774538269892041,0.9207889056228933,0.07921109437710698,290
4FGL J0008.0-3937,335.9962,-74.58333,830.4236,-22.55065775087046,2.5685303,0.33063605,0.72450393,3.0652084,-0.88668066,0.7115299,0.02036135,0.6666667,-0.773522,-0.9073874,-0.995771,-0.9979873,0.9000284818799061,LogParabola,AGN,0.36578268,1.418392,,,bcu,PMN J0008-3945,0.9207396,0.8798844,16,0.9536174136033467,0.04638258639665326,0.9336542574217865,0.06634574257821374,0.94144544911073,0.05855455088927053,0.9343303037031596,0.0656696962968405,295
4FGL J0008.4+1455,107.72407,-46.6767,1717.2878,-21.839752589066723,2.1995182,0.14485562,0.042718746,0.6488417,0.11470551,-0.77437603,0.0014510113,0.6666667,-0.44943303,-0.58016366,-0.50578916,-0.9999596,2.0654238615385623,PowerLaw,AGN,0.07194004,0.27068996,3FGL J0008.3+1456,,bcu,NVSS J000825+145635,0.9917855,0.0,0,0.9220483462530535,0.07795165374694647,0.9261835823885565,0.0738164176114436,0.9249256879188945,0.0750743120811049,0.9065843670215206,0.09341563297847964,302
4FGL J0008.4-2339,50.26514,-79.690834,6084.1147,-22.355711251969847,1.6839513,0.2182928,0.16281697,1.8402169,0.97582525,-0.7381555,8.03355E-4,0.6666667,-0.276594,-0.3899644,0.14149071,-0.75949216,2.3594171857188355,PowerLaw,AGN,0.10865318,0.33615676,3FGL J0008.6-2340,3FHL J0008.4-2339,bll,RBS 0016,0.9926684,0.91516817,0,0.9339246971505023,0.06607530284949721,0.9366921358768491,0.0633078641231511,0.9258898620938887,0.0741101379061111,0.9153361015292065,0.08466389847079298,304
4FGL J0009.1+0628,104.480736,-54.868298,1872.1111,-21.500536073392464,2.1171386,0.09896444,0.04512154,0.9813813,0.99918073,0.16351931,7.112969E-4,0.6666667,-0.6908289,-0.42011616,-0.6028625,-0.49038437,2.4239561460871673,PowerLaw,AGN,0.048880115,0.1527919,3FGL J0009.1+0630,3FHL J0009.1+0628,bll,TXS 0006+061,0.9931449,0.86640173,0,0.9475542803776924,0.05244571962230718,0.934416104031752,0.06558389596824837,0.9448786484140576,0.0551213515859429,0.9303484651271785,0.06965153487282152,283
4FGL J0009.3+5030,116.12437,-11.803588,1310.5244,-19.689923955558285,1.987031,0.035371866,0.06981315,4.3845778,0.21764593,-0.44758025,2.4473228E-4,0.6666667,-0.49609715,-0.4564068,-0.6103414,-0.5451608,4.883537310710062,LogParabola,AGN,0.015831562,0.047521435,3FGL J0009.3+5030,3FHL J0009.4+5030,bll,NVSS J000922+503028,0.9999694,0.92810774,0,0.9410175392618232,0.05898246073817743,0.9305623459312782,0.06943765406872189,0.9317249740557041,0.06827502594429583,0.923300134393776,0.07669986560622431,293
4FGL J0009.7-3217,0.6727207,-79.58928,1705.5222,-22.41924878301737,2.1981528,0.1775985,0.075799,0.8613283,-0.99999344,0.99998164,0.0016643126,0.6666667,-0.5080589,-0.7994823,-0.15733007,-0.9999585,2.7771410800746823,PowerLaw,AGN,0.09984529,0.29060018,3FGL J0009.6-3211,,rdg,IC 1531,0.99067837,0.94048434,0,0.9509605844615777,0.049039415538422816,0.9332996765327627,0.06670032346723626,0.9469895884715469,0.05301041152845303,0.9327004979479682,0.0672995020520314,322
4FGL J0009.8-4317,327.77505,-71.76617,1959.596,-22.255112001886403,2.145199,0.11915045,-0.040844724,0.7269835,0.9976258,-0.7498374,7.1471167E-4,0.6666667,-0.57202005,-0.5466139,-0.20197983,-0.99989754,2.4608318233118722,PowerLaw,AGN,0.048107337,0.20885147,,3FHL J0009.7-4319,bll,SUMSS J000949-431654,0.99851024,0.9318478,0,0.9387555576237049,0.06124444237629511,0.9269473265966043,0.07305267340339479,0.9342926080355121,0.06570739196448813,0.9214047173742663,0.07859528262573379,296
4FGL J0010.6+2043,110.21874,-41.12827,1299.714,-22.56390599422617,2.316534,0.3254802,0.21123806,1.5020043,0.99960864,-0.5378855,0.005072495,0.6666667,-0.702886,-0.521426,-0.99986005,-0.99290526,2.952934460973768,PowerLaw,AGN,0.18496026,0.63602114,,,fsrq,TXS 0007+205,0.96985173,0.0,0,0.9349315955688958,0.06506840443110425,0.930648550564144,0.06935144943585579,0.9337960073515481,0.06620399264845196,0.9165178812408414,0.08348211875915844,317
4FGL J0010.6-3025,10.263708,-80.482315,798.3064,-21.824723731359644,2.4291213,0.109506525,0.10359336,1.7034289,0.90000385,-0.50310785,0.0022344782,0.6666667,-0.6358786,-0.8608819,-0.6418626,-0.9999945,4.362206219286145,PowerLaw,AGN,0.07065257,0.20601568,,,fsrq,PKS 0008-307,0.99674195,0.9643442,0,0.9304867856523731,0.06951321434762688,0.9312288322319873,0.06877116776801338,0.9240945920420764,0.07590540795792418,0.9106349831946304,0.08936501680536885,303
