_RAJ2000,_DEJ2000,3FGL 3FGL,Sig,Flux,RAJ2000,DEJ2000,LR-P,LRPred,RF-P,RFPred,PSR-Out,AGN-Out,BLR-PSR-P,BLR-PSR-Pred,RF-PSR-P,RF-PSR-Pred,Simbad
274.696,-15.4698,3FGL J1818.7-1528,13.25,9.2E-12,274.696,-15.4698,0.89,PSR,0.58,PSR,8.79,198.13,0.99,YNG,0.89,YNG,Simbad
274.79,21.5739,3FGL J1819.1+2134,6.49,1.8E-13,274.79,21.5739,0.0,AGN,0.05,AGN,124.36,-0.18,0.01,,0.16,,Simbad
274.791,42.9926,3FGL J1819.1+4259,5.32,6.0E-13,274.791,42.9926,0.0,AGN,0.0,AGN,162.53,1.38,0.02,,0.21,,Simbad
274.876,-20.7664,3FGL J1819.5-2045c,4.94,8.0E-13,274.876,-20.7664,0.0,AGN,0.11,AGN,160.88,0.66,0.96,,0.71,,Simbad
274.897,-13.7625,3FGL J1819.5-1345,7.69,2.3E-12,274.897,-13.7625,0.04,AGN,0.51,PSR,30.93,25.41,0.96,YNG,0.8,YNG,Simbad
275.079,36.4269,3FGL J1820.3+3625,6.06,9.0E-15,275.079,36.4269,0.0,AGN,0.0,AGN,142.81,-0.52,0.02,,0.21,,Simbad
275.1,-15.4891,3FGL J1820.3-1529c,4.69,1.3E-13,275.1,-15.4891,0.46,PSR,0.57,PSR,29.42,27.78,0.96,YNG,0.73,YNG,Simbad
275.103,-32.286,3FGL J1820.4-3217,6.24,1.0E-12,275.103,-32.286,0.74,PSR,0.49,PSR,43.8,83.19,0.02,MSP,0.15,MSP,Simbad
275.417,-14.6123,3FGL J1821.6-1436c,7.71,5.4E-13,275.417,-14.6123,0.91,PSR,0.52,PSR,32.13,13.84,0.88,YNG,0.89,YNG,Simbad
275.477,66.6006,3FGL J1821.9+6636,6.53,3.1E-14,275.477,66.6006,0.0,AGN,0.0,AGN,130.76,-0.49,0.02,,0.24,,Simbad
275.546,-70.8602,3FGL J1822.1-7051,5.46,3.3E-12,275.546,-70.8602,0.18,PSR,0.03,AGN,306.78,11.44,0.0,MSP,0.17,MSP,Simbad
275.805,-47.3805,3FGL J1823.2-4722,5.36,1.0E-13,275.805,-47.3805,0.66,PSR,0.46,PSR,35.3,73.48,0.0,MSP,0.16,MSP,Simbad
275.82,-13.6513,3FGL J1823.2-1339,16.64,5.3E-12,275.82,-13.6513,1.0,PSR,0.8,PSR,9.47,253.86,0.99,YNG,0.94,YNG,Simbad
275.865,68.9508,3FGL J1823.4+6857,14.48,6.6E-13,275.865,68.9508,0.0,AGN,0.01,AGN,127.16,1.56,0.02,,0.16,,Simbad
275.909,-34.8949,3FGL J1823.6-3453,19.62,1.2E-13,275.909,-34.8949,0.05,AGN,0.0,AGN,90.53,-0.43,0.02,,0.23,,Simbad
275.927,-30.3287,3FGL J1823.7-3019,11.61,6.3E-13,275.927,-30.3287,0.48,PSR,0.64,PSR,29.39,24.63,0.06,MSP,0.1,MSP,Simbad
276.022,10.2908,3FGL J1824.0+1017,6.71,8.6E-14,276.022,10.2908,0.14,PSR,0.43,PSR,17.16,24.41,0.16,MSP,0.1,MSP,Simbad
276.052,-54.4517,3FGL J1824.2-5427,5.44,1.4E-13,276.052,-54.4517,0.14,PSR,0.18,PSR,96.2,10.85,0.0,MSP,0.04,MSP,Simbad
276.058,56.8329,3FGL J1824.2+5649,34.52,1.3E-11,276.058,56.8329,0.0,AGN,0.0,AGN,164.39,0.89,0.02,,0.32,,Simbad
276.099,-6.3395,3FGL J1824.3-0620,9.76,4.8E-13,276.099,-6.3395,0.04,AGN,0.33,PSR,80.14,8.11,0.49,MSP,0.53,YNG,Simbad
276.102,43.169,3FGL J1824.4+4310,4.95,5.0E-15,276.102,43.169,0.01,AGN,0.0,AGN,211.42,-0.12,0.01,,0.17,,Simbad
276.13,-13.8521,3FGL J1824.5-1351e,16.85,4.7E-14,276.13,-13.8521,0.95,PSR,0.41,PSR,62.31,18.86,0.8,YNG,,,Simbad
276.16,-24.8603,3FGL J1824.6-2451,19.23,6.0E-12,276.16,-24.8603,1.0,PSR,0.95,PSR,0.41,2450.17,0.07,MSP,0.16,MSP,Simbad
276.321,-52.5093,3FGL J1825.2-5230,21.57,5.4E-12,276.321,-52.5093,0.0,AGN,0.0,AGN,116.51,0.62,0.01,,0.23,,Simbad
276.538,-12.943,3FGL J1826.1-1256,76.31,7.5E-11,276.538,-12.943,1.0,PSR,1.0,PSR,-0.55,2234.45,0.97,YNG,0.98,YNG,Simbad
276.568,-14.8473,3FGL J1826.2-1450,35.06,7.9E-10,276.568,-14.8473,1.0,PSR,0.68,PSR,14.95,207.19,1.0,YNG,0.97,YNG,Simbad
276.834,-14.7672,3FGL J1827.3-1446,9.1,9.9E-13,276.834,-14.7672,0.91,PSR,0.74,PSR,22.29,356.73,0.66,YNG,0.56,YNG,Simbad
276.908,-8.7706,3FGL J1827.6-0846,8.68,1.3E-12,276.908,-8.7706,0.67,PSR,0.56,PSR,24.71,20.0,0.88,YNG,0.93,YNG,Simbad
276.925,11.6971,3FGL J1827.7+1141,6.49,1.8E-13,276.925,11.6971,0.69,PSR,0.59,PSR,36.11,139.65,0.05,MSP,0.13,MSP,Simbad
277.109,-11.3632,3FGL J1828.4-1121,9.89,2.7E-11,277.109,-11.3632,1.0,PSR,0.54,PSR,32.05,77.48,0.97,YNG,0.9,YNG,Simbad
277.245,-24.2917,3FGL J1828.9-2417,8.84,6.1E-14,277.245,-24.2917,0.0,AGN,0.0,AGN,134.87,-0.64,0.01,,0.19,,Simbad
277.306,32.4977,3FGL J1829.2+3229,5.66,3.6E-13,277.306,32.4977,0.33,PSR,0.5,PSR,34.76,125.83,0.12,MSP,0.13,MSP,Simbad
277.313,27.5254,3FGL J1829.2+2731,8.62,5.4E-12,277.313,27.5254,0.1,PSR,0.07,AGN,106.87,4.71,0.04,MSP,0.24,MSP,Simbad
277.321,-15.0827,3FGL J1829.2-1504,5.13,3.3E-15,277.321,-15.0827,0.13,PSR,0.03,AGN,228.5,0.31,0.21,MSP,0.51,YNG,Simbad
277.332,-1.5902,3FGL J1829.3-0135c,4.69,2.3E-13,277.332,-1.5902,0.61,PSR,0.43,PSR,45.47,5.8,0.96,YNG,0.72,YNG,Simbad
277.351,54.0493,3FGL J1829.4+5402,13.24,9.5E-14,277.351,54.0493,0.0,AGN,0.0,AGN,112.82,-0.8,0.02,,0.18,,Simbad
277.414,48.7488,3FGL J1829.6+4844,24.11,5.7E-12,277.414,48.7488,0.0,AGN,0.0,AGN,151.82,0.73,0.01,,0.24,,Simbad
277.441,-13.0706,3FGL J1829.7-1304,6.5,2.4E-13,277.441,-13.0706,0.94,PSR,0.53,PSR,26.16,24.32,0.96,YNG,0.83,YNG,Simbad
277.464,13.4696,3FGL J1829.8+1328,4.85,2.3E-14,277.464,13.4696,0.02,AGN,0.0,AGN,162.47,-0.34,0.05,,0.2,,Simbad
277.488,-2.0541,3FGL J1829.9-0203c,5.34,2.2E-13,277.488,-2.0541,0.97,PSR,0.54,PSR,27.16,37.63,0.88,YNG,0.68,YNG,Simbad
277.507,-44.6576,3FGL J1830.0-4439,19.25,1.8E-11,277.507,-44.6576,0.0,AGN,0.0,AGN,110.0,2.67,0.25,,0.43,,Simbad
277.538,6.2916,3FGL J1830.1+0617,13.19,4.6E-13,277.538,6.2916,0.0,AGN,0.0,AGN,133.28,-0.4,0.16,,0.29,,Simbad
277.698,-16.5143,3FGL J1830.7-1630,12.14,2.4E-12,277.698,-16.5143,0.05,AGN,0.24,PSR,123.57,3.54,0.96,YNG,0.77,YNG,Simbad
277.711,-31.6027,3FGL J1830.8-3136,5.28,2.2E-13,277.711,-31.6027,0.59,PSR,0.41,PSR,66.88,24.29,0.02,MSP,0.11,MSP,Simbad
277.763,-27.2348,3FGL J1831.0-2714,4.91,1.6E-13,277.763,-27.2348,0.03,AGN,0.02,AGN,171.98,0.01,0.06,,0.27,,Simbad
277.919,-65.0656,3FGL J1831.6-6503,8.59,1.5E-13,277.919,-65.0656,0.16,PSR,0.45,PSR,28.58,58.76,0.0,MSP,0.07,MSP,Simbad
277.942,-2.5007,3FGL J1831.7-0230,9.25,4.6E-12,277.942,-2.5007,1.0,PSR,0.82,PSR,13.7,1643.01,0.99,YNG,0.83,YNG,Simbad
277.948,-1.9614,3FGL J1831.7-0157c,5.07,3.9E-13,277.948,-1.9614,0.05,AGN,0.56,PSR,37.6,16.9,0.96,YNG,0.7,YNG,Simbad
278.394,-10.5602,3FGL J1833.5-1033,16.89,7.1E-12,278.394,-10.5602,0.98,PSR,0.89,PSR,9.78,550.36,0.96,YNG,0.96,YNG,Simbad
278.411,-21.0569,3FGL J1833.6-2103,129.72,6.3E-10,278.411,-21.0569,0.0,AGN,0.05,AGN,388.29,29.05,0.99,,0.72,,Simbad
278.48,-7.193,3FGL J1833.9-0711,7.0,9.4E-14,278.48,-7.193,0.08,AGN,0.41,PSR,57.21,10.42,0.96,YNG,0.85,YNG,Simbad
278.629,-8.6838,3FGL J1834.5-0841,13.91,1.3E-12,278.629,-8.6838,0.59,PSR,0.39,PSR,41.46,6.32,0.88,YNG,0.86,YNG,Simbad
278.665,-6.9897,3FGL J1834.6-0659,9.55,6.6E-14,278.665,-6.9897,0.84,PSR,0.43,PSR,57.37,5.45,0.66,YNG,0.77,YNG,Simbad
278.713,-6.5107,3FGL J1834.8-0630c,4.68,7.3E-14,278.713,-6.5107,0.07,AGN,0.31,PSR,87.94,4.97,0.96,YNG,0.72,YNG,Simbad
278.859,13.826,3FGL J1835.4+1349,4.18,5.8E-13,278.859,13.826,0.01,AGN,0.03,AGN,125.53,7.18,0.16,,0.2,,Simbad
278.944,-32.9705,3FGL J1835.7-3258,8.13,1.2E-12,278.944,-32.9705,0.97,PSR,0.73,PSR,21.35,887.67,0.04,MSP,0.19,MSP,Simbad
279.061,59.4306,3FGL J1836.2+5925,438.12,2.0E-10,279.061,59.4306,1.0,PSR,1.0,PSR,-0.66,3436.34,0.99,YNG,0.95,YNG,Simbad
279.098,31.6221,3FGL J1836.3+3137,10.06,6.8E-13,279.098,31.6221,0.0,AGN,0.0,AGN,139.78,-0.07,0.05,,0.28,,Simbad
279.14,-6.92,3FGL J1836.5-0655e,14.06,1.5E-13,279.14,-6.92,0.2,PSR,0.37,PSR,63.99,6.49,0.93,YNG,,,Simbad
279.33,-24.0596,3FGL J1837.3-2403,5.15,7.6E-13,279.33,-24.0596,0.41,PSR,0.4,PSR,69.85,23.3,0.06,MSP,0.21,MSP,Simbad
279.402,-7.2968,3FGL J1837.6-0717,5.55,3.1E-14,279.402,-7.2968,0.92,PSR,0.56,PSR,31.87,14.52,0.91,YNG,0.81,YNG,Simbad
279.488,-6.1258,3FGL J1837.9-0607,6.57,2.7E-13,279.488,-6.1258,0.99,PSR,0.88,PSR,12.31,376.97,0.87,YNG,0.82,YNG,Simbad
279.55,38.4634,3FGL J1838.1+3827,6.94,5.1E-12,279.55,38.4634,0.0,AGN,0.04,AGN,219.37,5.26,0.02,,0.19,,Simbad
279.636,-60.1105,3FGL J1838.5-6006,6.12,2.8E-14,279.636,-60.1105,0.0,AGN,0.0,AGN,112.89,-0.49,0.0,,0.11,,Simbad
279.702,48.0371,3FGL J1838.8+4802,20.15,1.2E-13,279.702,48.0371,0.0,AGN,0.0,AGN,127.64,-0.77,0.16,,0.18,,Simbad
279.728,-6.7756,3FGL J1838.9-0646,7.12,4.8E-14,279.728,-6.7756,0.84,PSR,0.27,PSR,72.0,3.38,0.87,YNG,0.78,YNG,Simbad
279.733,-5.6258,3FGL J1838.9-0537,23.3,1.9E-12,279.733,-5.6258,1.0,PSR,0.9,PSR,0.14,1542.06,0.97,YNG,0.92,YNG,Simbad
279.848,-5.8816,3FGL J1839.3-0552,14.92,2.7E-12,279.848,-5.8816,1.0,PSR,0.88,PSR,1.6,1927.18,0.99,YNG,0.88,YNG,Simbad
280.0,76.7829,3FGL J1839.9+7646,4.45,9.2E-13,280.0,76.7829,0.0,AGN,0.0,AGN,139.7,5.32,0.02,,0.17,,Simbad
280.039,-4.2144,3FGL J1840.1-0412,9.44,2.3E-12,280.039,-4.2144,1.0,PSR,0.86,PSR,10.91,1707.27,0.88,YNG,0.89,YNG,Simbad
280.13,61.2831,3FGL J1840.5+6116,5.72,2.7E-12,280.13,61.2831,0.0,AGN,0.01,AGN,153.48,1.85,0.02,,0.2,,Simbad
280.23,-5.55,3FGL J1840.9-0532e,16.8,1.6E-13,280.23,-5.55,0.57,PSR,0.25,PSR,122.98,4.9,0.8,YNG,,,Simbad
280.301,29.1829,3FGL J1841.2+2910,8.35,5.0E-15,280.301,29.1829,0.0,AGN,0.0,AGN,164.71,-0.49,0.16,,0.23,,Simbad
280.442,32.313,3FGL J1841.7+3218,12.84,1.4E-13,280.442,32.313,0.0,AGN,0.0,AGN,106.84,-0.71,0.16,,0.26,,Simbad
280.563,27.7026,3FGL J1842.2+2742,8.3,2.3E-13,280.563,27.7026,0.2,PSR,0.22,PSR,63.29,5.63,0.01,MSP,0.04,MSP,Simbad
280.594,-58.6875,3FGL J1842.3-5841,10.19,1.6E-14,280.594,-58.6875,0.0,AGN,0.0,AGN,107.44,-0.73,0.0,,0.16,,Simbad
280.703,68.1802,3FGL J1842.8+6810,4.55,5.2E-13,280.703,68.1802,0.0,AGN,0.0,AGN,149.61,-0.58,0.02,,0.28,,Simbad
280.762,-3.9892,3FGL J1843.0-0359c,6.89,8.6E-13,280.762,-3.9892,0.99,PSR,0.83,PSR,10.19,1970.69,0.96,YNG,0.78,YNG,Simbad
280.915,-11.2378,3FGL J1843.6-1114,6.96,1.1E-11,280.915,-11.2378,1.0,PSR,0.82,PSR,22.21,881.25,0.32,MSP,0.28,MSP,Simbad
280.928,-3.3772,3FGL J1843.7-0322,13.09,2.0E-11,280.928,-3.3772,1.0,PSR,0.7,PSR,5.65,364.34,1.0,YNG,0.86,YNG,Simbad
281.043,57.1611,3FGL J1844.1+5709,8.99,7.0E-13,281.043,57.1611,0.01,AGN,0.0,AGN,103.38,4.33,0.02,,0.15,,Simbad
281.083,15.7858,3FGL J1844.3+1547,14.86,3.1E-13,281.083,15.7858,0.08,AGN,0.0,AGN,108.48,-0.65,0.05,,0.22,,Simbad
281.1,-3.7468,3FGL J1844.3-0344,10.06,8.0E-13,281.1,-3.7468,1.0,PSR,0.84,PSR,3.91,1300.77,0.97,YNG,0.86,YNG,Simbad
281.182,-12.4132,3FGL J1844.7-1224,5.36,1.2E-13,281.182,-12.4132,0.0,AGN,0.06,AGN,138.57,-0.03,0.08,,0.44,,Simbad
281.387,-25.4096,3FGL J1845.5-2524,9.18,9.6E-13,281.387,-25.4096,0.18,PSR,0.15,AGN,96.38,9.64,0.06,MSP,0.14,MSP,Simbad
281.596,9.3323,3FGL J1846.3+0919,26.32,1.9E-12,281.596,9.3323,1.0,PSR,1.0,PSR,-0.68,3525.3,0.58,YNG,0.21,MSP,Simbad
282.046,-42.5127,3FGL J1848.1-4230,5.45,3.2E-14,282.046,-42.5127,0.0,AGN,0.0,AGN,108.11,-0.57,0.0,,0.14,,Simbad
282.107,32.2824,3FGL J1848.4+3216,14.04,9.0E-13,282.107,32.2824,0.0,AGN,0.06,AGN,243.52,2.71,0.96,,0.72,,Simbad
282.118,-1.6927,3FGL J1848.4-0141,18.67,1.0E-11,282.118,-1.6927,1.0,PSR,0.73,PSR,3.69,611.8,0.99,YNG,0.9,YNG,Simbad
282.157,32.5445,3FGL J1848.6+3232,11.6,2.5E-12,282.157,32.5445,0.02,AGN,0.22,PSR,80.02,41.98,0.99,YNG,0.7,YNG,Simbad
282.225,42.7914,3FGL J1848.9+4247,6.28,3.5E-15,282.225,42.7914,0.0,AGN,0.01,AGN,227.83,1.16,0.01,,0.17,,Simbad
282.324,67.0928,3FGL J1849.2+6705,63.28,2.3E-11,282.324,67.0928,0.0,AGN,0.01,AGN,224.11,0.96,0.05,,0.43,,Simbad
282.335,-16.7642,3FGL J1849.3-1645,6.23,7.2E-15,282.335,-16.7642,0.0,AGN,0.0,AGN,158.34,-0.18,0.06,,0.28,,Simbad
282.355,-0.9518,3FGL J1849.4-0057,13.15,5.7E-13,282.355,-0.9518,0.97,PSR,0.63,PSR,23.28,39.46,0.66,YNG,0.86,YNG,Simbad
282.363,-43.2067,3FGL J1849.4-4312,13.24,4.0E-13,282.363,-43.2067,0.01,AGN,0.01,AGN,126.55,-0.5,0.01,,0.17,,Simbad
282.378,27.8567,3FGL J1849.5+2751,7.59,7.9E-13,282.378,27.8567,0.25,PSR,0.14,AGN,107.84,29.41,0.12,MSP,0.27,MSP,Simbad
282.397,-1.4132,3FGL J1849.5-0124c,4.9,1.5E-13,282.397,-1.4132,1.0,PSR,0.84,PSR,10.8,520.02,0.88,YNG,0.82,YNG,Simbad
282.632,-0.4049,3FGL J1850.5-0024,9.44,1.5E-12,282.632,-0.4049,0.91,PSR,0.66,PSR,18.76,67.51,0.96,YNG,0.91,YNG,Simbad
282.805,4.391,3FGL J1851.2+0423,9.61,5.7E-11,282.805,4.391,0.99,PSR,0.66,PSR,17.95,378.38,0.99,YNG,0.78,YNG,Simbad
283.108,48.9469,3FGL J1852.4+4856,29.34,5.2E-12,283.108,48.9469,0.0,AGN,0.0,AGN,149.32,-0.6,0.01,,0.25,,Simbad
283.209,1.9722,3FGL J1852.8+0158,13.71,1.4E-11,283.209,1.9722,0.98,PSR,0.78,PSR,13.96,794.84,0.96,YNG,0.83,YNG,Simbad
283.301,0.1086,3FGL J1853.2+0006,12.23,5.8E-12,283.301,0.1086,0.96,PSR,0.83,PSR,9.83,1106.68,1.0,YNG,0.89,YNG,Simbad
283.78,-60.1419,3FGL J1855.1-6008,4.21,7.9E-15,283.78,-60.1419,0.0,AGN,0.0,AGN,148.16,-0.24,0.0,,0.19,,Simbad
283.796,-22.7169,3FGL J1855.1-2243,4.32,1.0E-14,283.796,-22.7169,0.01,AGN,0.02,AGN,133.22,-0.15,0.0,,0.14,,Simbad
283.856,4.9116,3FGL J1855.4+0454,9.48,4.6E-12,283.856,4.9116,0.98,PSR,0.75,PSR,19.26,736.3,0.88,YNG,0.8,YNG,Simbad
283.911,7.8834,3FGL J1855.6+0753,9.74,1.0E-11,283.911,7.8834,0.99,PSR,0.59,PSR,34.63,122.66,0.96,YNG,0.64,YNG,Simbad
283.99,1.355,3FGL J1855.9+0121e,68.29,2.3E-11,283.99,1.355,1.0,PSR,0.73,PSR,3.12,442.56,0.98,YNG,,,Simbad
284.032,-12.2999,3FGL J1856.1-1217,8.37,3.0E-12,284.032,-12.2999,0.0,AGN,0.01,AGN,156.22,0.13,0.06,,0.32,,Simbad
284.253,-73.6866,3FGL J1857.0-7341,7.79,1.1E-11,284.253,-73.6866,0.01,AGN,0.01,AGN,224.41,4.21,0.01,,0.26,,Simbad
284.31,0.9863,3FGL J1857.2+0059,12.39,8.6E-13,284.31,0.9863,0.99,PSR,0.79,PSR,9.21,306.28,0.99,YNG,0.91,YNG,Simbad
284.471,1.4978,3FGL J1857.8+0129c,4.48,1.2E-13,284.471,1.4978,0.99,PSR,0.77,PSR,14.31,560.99,0.99,YNG,0.81,YNG,Simbad
284.489,3.9278,3FGL J1857.9+0355,9.27,2.3E-12,284.489,3.9278,0.98,PSR,0.81,PSR,8.12,1953.69,0.99,YNG,0.88,YNG,Simbad
284.49,2.1704,3FGL J1857.9+0210,15.19,2.6E-12,284.49,2.1704,1.0,PSR,0.85,PSR,2.78,1231.71,0.99,YNG,0.86,YNG,Simbad
284.49,73.3266,3FGL J1857.9+7319,7.01,2.3E-12,284.49,73.3266,0.0,AGN,0.01,AGN,228.61,0.39,0.02,,0.32,,Simbad
284.5,55.8252,3FGL J1857.9+5549,4.45,1.4E-11,284.5,55.8252,0.0,AGN,0.01,AGN,248.61,0.63,0.02,,0.39,,Simbad
284.501,-54.3915,3FGL J1858.0-5423,5.12,1.5E-13,284.501,-54.3915,0.02,AGN,0.02,AGN,163.33,1.14,0.0,,0.14,,Simbad
284.559,-22.2503,3FGL J1858.2-2215,11.99,8.2E-13,284.559,-22.2503,1.0,PSR,1.0,PSR,-0.65,3680.98,0.02,MSP,0.04,MSP,Simbad
284.601,-25.1543,3FGL J1858.4-2509,12.3,1.7E-12,284.601,-25.1543,0.01,AGN,0.03,AGN,99.22,4.11,0.02,,0.17,,Simbad
284.915,1.0354,3FGL J1859.6+0102,8.0,1.4E-12,284.915,1.0354,0.9,PSR,0.72,PSR,11.64,167.3,0.88,YNG,0.82,YNG,Simbad
285.098,4.1925,3FGL J1900.3+0411c,5.05,1.3E-13,285.098,4.1925,0.77,PSR,0.52,PSR,35.52,14.94,0.96,YNG,0.84,YNG,Simbad
285.205,3.623,3FGL J1900.8+0337,10.1,5.2E-11,285.205,3.623,1.0,PSR,0.69,PSR,4.41,641.08,1.0,YNG,0.83,YNG,Simbad
285.296,7.4756,3FGL J1901.1+0728,8.69,2.5E-12,285.296,7.4756,0.82,PSR,0.63,PSR,14.61,403.63,0.99,YNG,0.89,YNG,Simbad
285.399,-1.4481,3FGL J1901.5-0126,13.97,1.3E-11,285.399,-1.4481,0.31,PSR,0.26,PSR,89.52,9.65,0.96,YNG,0.68,YNG,Simbad
285.513,-51.125,3FGL J1902.0-5107,28.94,9.6E-12,285.513,-51.125,0.99,PSR,0.93,PSR,-0.25,1091.13,0.01,MSP,0.19,MSP,Simbad
285.579,-37.0426,3FGL J1902.3-3702c,4.7,8.3E-13,285.579,-37.0426,0.7,PSR,0.57,PSR,45.36,174.39,0.06,MSP,0.21,MSP,Simbad
285.657,6.9318,3FGL J1902.6+0655,5.98,1.1E-13,285.657,6.9318,0.84,PSR,0.37,PSR,55.73,4.66,0.88,YNG,0.8,YNG,Simbad
285.743,-67.753,3FGL J1902.9-6745,10.31,4.7E-12,285.743,-67.753,0.0,AGN,0.0,AGN,147.11,-0.07,0.0,,0.21,,Simbad
285.821,55.6852,3FGL J1903.2+5541,46.95,1.9E-12,285.821,55.6852,0.21,PSR,0.01,AGN,142.83,0.11,0.21,MSP,0.39,MSP,Simbad
285.916,-70.8793,3FGL J1903.6-7052,16.32,1.7E-12,285.916,-70.8793,0.11,PSR,0.68,PSR,30.06,72.67,0.0,MSP,0.02,MSP,Simbad
285.998,0.8696,3FGL J1903.9+0052,4.39,4.7E-14,285.998,0.8696,0.0,AGN,0.05,AGN,147.91,-0.27,0.88,,0.64,,Simbad
286.138,36.4592,3FGL J1904.5+3627,6.16,8.1E-14,286.138,36.4592,0.01,AGN,0.0,AGN,162.44,-0.43,0.0,,0.14,,Simbad
286.198,-7.1382,3FGL J1904.7-0708,11.69,5.9E-12,286.198,-7.1382,0.03,AGN,0.19,PSR,152.85,9.63,0.02,MSP,0.23,MSP,Simbad
286.243,8.306,3FGL J1904.9+0818,4.66,1.2E-13,286.243,8.306,0.0,AGN,0.26,PSR,89.43,2.89,0.96,YNG,0.74,YNG,Simbad
286.671,7.3339,3FGL J1906.6+0720,26.27,3.9E-12,286.671,7.3339,1.0,PSR,0.85,PSR,1.67,1440.35,0.99,YNG,0.94,YNG,Simbad
286.986,6.0393,3FGL J1907.9+0602,84.04,9.2E-11,286.986,6.0393,1.0,PSR,0.99,PSR,-0.28,2009.14,0.99,YNG,1.0,YNG,Simbad
287.202,-1.5166,3FGL J1908.8-0130,9.03,4.9E-13,287.202,-1.5166,0.89,PSR,0.28,PSR,63.23,229.43,0.0,MSP,0.11,MSP,Simbad
287.228,10.3749,3FGL J1908.9+1022,6.44,4.5E-12,287.228,10.3749,0.94,PSR,0.66,PSR,24.08,161.29,0.99,YNG,0.88,YNG,Simbad
287.695,-60.0005,3FGL J1910.7-6000,7.98,3.7E-13,287.695,-60.0005,0.24,PSR,0.34,PSR,47.52,84.61,0.01,MSP,0.06,MSP,Simbad
287.725,28.9291,3FGL J1910.8+2855,6.54,3.1E-15,287.725,28.9291,0.01,AGN,0.0,AGN,237.13,-0.04,0.01,,0.19,,Simbad
287.744,9.1005,3FGL J1910.9+0906,41.79,3.2E-12,287.744,9.1005,0.99,PSR,0.66,PSR,14.45,69.65,0.99,YNG,0.91,YNG,Simbad
287.795,-53.3026,3FGL J1911.1-5318,4.63,9.4E-13,287.795,-53.3026,0.7,PSR,0.34,PSR,85.98,65.6,0.0,MSP,0.22,MSP,Simbad
287.802,-20.1117,3FGL J1911.2-2006,32.12,1.7E-11,287.802,-20.1117,0.0,AGN,0.03,AGN,146.12,2.32,0.06,,0.3,,Simbad
287.859,-19.1366,3FGL J1911.4-1908,9.83,2.6E-14,287.859,-19.1366,0.0,AGN,0.0,AGN,125.1,-0.62,0.06,,0.2,,Simbad
287.931,3.1301,3FGL J1911.7+0307,7.06,3.7E-13,287.931,3.1301,0.0,AGN,0.03,AGN,139.16,-0.32,0.49,,0.44,,Simbad
288.023,-8.0801,3FGL J1912.0-0804,5.72,2.7E-13,288.023,-8.0801,0.0,AGN,0.03,AGN,153.11,0.68,0.02,,0.18,,Simbad
288.164,-12.3975,3FGL J1912.6-1223,10.8,3.8E-12,288.164,-12.3975,0.0,AGN,0.0,AGN,168.32,-0.5,0.06,,0.27,,Simbad
288.178,46.1721,3FGL J1912.7+4610,4.83,4.3E-13,288.178,46.1721,0.0,AGN,0.02,AGN,175.39,0.37,0.02,,0.17,,Simbad
288.234,-80.1495,3FGL J1912.9-8008,21.35,4.3E-12,288.234,-80.1495,0.0,AGN,0.07,AGN,100.36,3.13,0.0,,0.15,,Simbad
288.261,9.182,3FGL J1913.0+0910,10.08,1.4E-12,288.261,9.182,1.0,PSR,0.99,PSR,-0.48,2656.61,1.0,YNG,0.97,YNG,Simbad
288.385,-36.5326,3FGL J1913.5-3631,6.34,2.4E-13,288.385,-36.5326,0.0,AGN,0.0,AGN,105.56,-0.72,0.01,,0.16,,Simbad
288.496,44.6909,3FGL J1913.9+4441,8.08,3.1E-14,288.496,44.6909,0.0,AGN,0.0,AGN,160.72,-0.33,0.01,,0.16,,Simbad
288.802,9.9084,3FGL J1915.2+0954,7.71,3.2E-11,288.802,9.9084,0.94,PSR,0.51,PSR,23.79,104.77,0.99,YNG,0.86,YNG,Simbad
289.0,11.2162,3FGL J1915.9+1112,10.7,6.7E-12,289.0,11.2162,0.99,PSR,0.68,PSR,9.06,397.49,1.0,YNG,0.78,YNG,Simbad
289.289,-30.4166,3FGL J1917.1-3024,9.55,5.9E-13,289.289,-30.4166,0.0,AGN,0.01,AGN,146.21,-0.55,0.01,,0.15,,Simbad
289.443,-19.3658,3FGL J1917.7-1921,28.8,4.3E-13,289.443,-19.3658,0.01,AGN,0.0,AGN,135.67,-0.52,0.08,,0.32,,Simbad
289.5,37.8426,3FGL J1918.0+3750,4.44,1.0E-13,289.5,37.8426,0.0,AGN,0.0,AGN,144.95,-0.37,0.02,,0.22,,Simbad
289.569,-41.176,3FGL J1918.2-4110,27.78,1.0E-12,289.569,-41.176,0.53,PSR,0.13,AGN,115.11,2.67,0.01,MSP,0.18,MSP,Simbad
289.761,4.8739,3FGL J1919.0+0452,4.87,2.3E-12,289.761,4.8739,0.0,AGN,0.04,AGN,205.19,0.23,0.08,,0.37,,Simbad
289.981,14.1179,3FGL J1919.9+1407,10.88,2.2E-12,289.981,14.1179,0.52,PSR,0.68,PSR,17.65,67.49,0.99,YNG,0.89,YNG,Simbad
290.307,1.6072,3FGL J1921.2+0136,9.29,1.3E-12,290.307,1.6072,0.87,PSR,0.8,PSR,29.03,331.57,0.06,MSP,0.16,MSP,Simbad
290.308,15.1095,3FGL J1921.2+1506,8.67,2.8E-11,290.308,15.1095,1.0,PSR,0.67,PSR,4.78,497.62,1.0,YNG,0.83,YNG,Simbad
