0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.2064193E-12,2.2470864E-12,2.4333627,0.8235445422359445,3.867632923682284,-0.4257508117371484,-0.06099802049235512,-0.848115060638613,-0.932233611675554,0.8997268,PSR,3FGL J1151.8-6108,0.0028829757113209686,0.9971170242886561
1.2447304E-12,1.2491999E-12,2.368808,0.3841058138343895,4.006981414277414,-0.6427328754831881,-0.5944759155051361,-0.5776117467212585,-0.9639237828129406,16.150196,PSR,3FGL J1417.5-4402,0.9969397204691635,0.003060279530848785
3.0450455E-13,6.4330046E-13,2.2550774,-0.6673139504284745,4.029878927317152,-0.4697215492388143,-0.5614494061739052,-0.6277301043622496,-0.8019788167563282,47.169643,PSR,3FGL J1553.1+5437,0.9996762787715402,0.0003237212284473104
7.8162355E-12,2.0336961E-12,2.6649535,-0.8153665672857328,3.6816623987078168,-0.8025486513209279,-0.8570475265347762,-0.3052890425976636,-0.7955605752366117,7.3175187,PSR,3FGL J1719.2-2433,0.9997286070721139,0.0002713929279120671
4.303313E-12,1.7174584E-12,2.086256,1.9800005543256032,3.871690682665771,-0.14028305539984506,-0.5300255879083027,-0.7440944936430428,-0.9999771816775467,-0.03711618,PSR,3FGL J0002.6+6218,7.4927681004144375e-06,0.999992507231916
8.257421E-12,1.943822E-12,2.0204341,1.8251888616763319,3.515441808264368,-0.3449328463347164,-0.5753830884198017,-0.6885031981532694,-0.999988362289768,0.87194085,PSR,3FGL J0359.5+5413,2.1606205398039258e-05,0.9999783937945782
4.665858E-12,8.150811E-13,2.2817585,1.4368438339407559,4.0732542161718985,-0.3811267602277588,-0.7169768315834403,-0.99998705434372,0.99282432214382,-35.392704,PSR,3FGL J0514.6-4406,0.9987415027087826,0.0012584972911930904
6.974282E-12,2.563743E-12,2.5418246,2.220550836837008,3.575437566399782,-0.19831457857425827,-0.6811810706968752,-0.8717867594209209,-0.9999547563714714,0.74054885,PSR,3FGL J1056.7-5853,0.00011166186082578466,0.9998883381391634
1.6918939E-12,4.623608E-12,2.5581317,2.150100474515493,3.7633902736851685,0.9999199388834346,-0.4402749143276816,-0.689123385274944,-0.9841617898796063,-0.3890897,PSR,3FGL J1104.9-6036,1.56635459543919e-05,0.9999843364540546
1.4728264E-12,4.9140206E-12,2.3879848,1.7572167292764778,4.1657371964182675,0.8108492463021626,-0.35549866525889007,-0.6584084037068938,-0.9266376299454638,-0.19969934,PSR,3FGL J1208.4-6239,0.001771121054330242,0.9982288789456953
9.695783E-13,3.2484206E-12,2.1646054,1.8208090317967216,4.064596407721215,0.9992772719244135,-0.2672135225086611,-0.5666631178297894,-0.9999935569892606,-0.31989783,PSR,3FGL J1350.4-6224,0.0001277464375823989,0.9998722535624365
9.511693E-13,1.2924469E-12,2.284116,1.8431790939689239,4.230030746198678,-0.35696757752887126,-0.040861278436219964,-0.7030139599081877,-0.9999732615184538,-1.7236029,PSR,3FGL J1528.3-5836,0.003968196999913687,0.9960318030000732
1.5989135E-12,5.4432565E-12,2.1264415,2.0157864968288015,3.995425993338665,0.9998459635579632,-0.3031181038421276,-0.535430206115531,-0.7500811057255069,-0.28015098,PSR,3FGL J1622.9-5004,0.007068466823692062,0.9929315331762888
3.762739E-12,2.3931133E-12,2.0572636,1.9904773956408415,3.9278058583637927,0.022930354563999344,-0.5115191438465421,-0.6587548394868892,-0.9592020022608071,6.142062,PSR,3FGL J1624.2-4041,4.9503796673455724e-05,0.9999504962033534
1.2440511E-12,6.438624E-12,2.4938385,1.937004367185144,4.00835375518284,0.25702724924614895,-0.5269743032385414,-0.6855408788155662,-0.8783023622113785,-0.9521964,PSR,3FGL J1650.3-4600,0.0012426741248615864,0.9987573258751177
