ln(Flux_Density_3FGL),ln(Unc_Energy_Flux_100_3FGL),Spectral_Index_3FGL,signif_curv,ln(variability_3FGL),hr12,hr23,hr34,hr45,GLAT_1,CLASS_4FGL,Source_Name_3FGL,AGN_BDT,PSR_BDT,AGN_LR,PSR_LR,AGN_NN,PSR_NN,AGN_RF,PSR_RF,Source_Name_4FGL,RAJ2000,DEJ2000,GLON_4FGL,Extended_Source_Name_4FGL,Signif_Avg,Flux1000,Unc_Flux1000,Unc_Energy_Flux100,SpectrumType,PLEC_Flux_Density,PLEC_Index,PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Variability_Index,ASSOC1,ASSOC2,Flags
-30.66141013659135,-27.904511120552147,1.9460614,0.3138621879170869,3.8313551023606913,0.09151793144612758,-0.5227559458577041,-0.4222493439699922,-0.49795186771472183,-49.061836,AGN,3FGL J0002.0-6722,0.9998484160703297,1.5158392968441428E-4,0.9938698022587581,0.006130197741241747,0.9928461813374441,0.0071538186625559105,0.9983291807991318,0.0016708192008687004,4FGL J0002.1-6728,0.5378,-67.4746,310.08493,,11.558185,2.2861259E-10,3.4612122E-11,4.3319076E-13,PowerLaw,1.5736591E-14,1.369492,0.0013444218,0.6666667,2.2240562,10.018329,SUMSS J000215-672653,,0
-30.972925255785086,-27.86031076587199,2.0504425,-0.23529942296034895,3.8140060375761227,-0.7551261770419344,-0.4776703196090242,5.80084168077114E-4,-0.8706377580490783,-52.363342,AGN,3FGL J0004.2+0843,0.9975503204665287,0.0024496795334791916,0.9986117900963353,0.0013882099036659997,0.9941735819673576,0.005826418032641989,0.9366443478167841,0.06335565218321715,4FGL J0004.0+0840,1.0073,8.6757,103.49598,,6.7910714,2.2329537E-10,4.134058E-11,4.6014256E-13,PowerLaw,5.73506E-14,1.0804646,0.0053785467,0.6666667,2.0067823,9.037287,SDSS J000359.23+084138.1,,0
-29.957469208986623,-27.897549448104716,2.1869004,-1.7786281042231946,3.8191673986930605,-0.6114317251042083,-0.5631399832009076,-0.6454714127750065,-0.3951725265506454,-59.296867,AGN,3FGL J0006.2+0135,0.999557147242973,4.428527570162211E-4,0.9999870940265075,1.2905973492740664E-5,0.9958030374466402,0.00419696255335992,0.9911259756124671,0.008874024387532077,4FGL J0006.4+0135,1.6094,1.5982,100.47745,,6.145243,1.7693509E-10,3.7296284E-11,4.169119E-13,PowerLaw,3.491363E-14,1.4802004,0.0029480234,0.6666667,1.3286611,2.4156098,NVSS J000626+013611,,0
-29.518621952015796,-27.811253296988966,2.2756045,-0.020848936486780684,3.793004914905388,-0.23640781773404712,-0.7857580082559009,-0.4598722314558544,-0.5895593077013017,-22.007206,AGN,3FGL J0007.9+4006,0.9998028458816413,1.9715411834383989E-4,0.9971380169543956,0.0028619830456038733,0.9921410582226874,0.007858941777313671,0.982589172899877,0.017410827100123843,4FGL J0007.7+4008,1.9275,40.134,113.93701,,11.106481,3.634569E-10,4.471208E-11,4.9865125E-13,PowerLaw,1.3153446E-13,1.3994917,0.004560182,0.6666667,2.8542297,17.865534,NVSS J000741+400830,,0
-28.591714124098004,-27.8123655982153,2.2695491,0.4497952458916993,3.5392097654663734,-0.49492585804791145,-0.5450800398095748,-0.6665679906146269,-0.6761528719520202,-46.658096,AGN,3FGL J0008.3+1456,0.9986647876171442,0.0013352123828610954,0.9530265527232535,0.046973447276747154,0.9797150954017301,0.020284904598269895,0.8191100163521543,0.1808899836478447,4FGL J0008.4+1455,2.1246,14.9232,107.72407,,10.041938,3.274281E-10,4.5481573E-11,5.1314503E-13,PowerLaw,1.300011E-13,1.9384943,0.0014557586,0.6666667,1.2926226,7.888641,NVSS J000825+145635,,0
-27.95216759423886,-27.448810731980732,2.504053,0.061235917290220446,3.9960422270490206,-0.5965988060456026,-0.8271707467049291,-0.512704790395914,-0.7306166513081951,-66.09583,AGN,3FGL J0014.3-0455,0.9999270399125653,7.296008742301566E-5,0.9970077801655647,0.0029922198344364986,0.9939555487499085,0.006044451250092438,0.9901040350620361,0.009895964937963905,4FGL J0014.3-0500,3.5864,-5.012,99.509476,,10.860766,4.0482376E-10,5.2866718E-11,7.9432104E-13,PowerLaw,1.2858676E-13,2.2236667,7.045463E-4,0.6666667,0.7012786,19.936464,GALEXASC J001420.46-045929.1,,0
-32.66525154880992,-27.728900904351107,1.6399021,0.43271269786526106,3.9966331434162568,-0.9988298584244456,0.9996047432273832,-0.20042441311169254,-0.47608342748093824,-58.60079,AGN,3FGL J0020.9+0323,0.9999077460014115,9.22539986142055E-5,0.9957853305214551,0.004214669478545187,0.9925160174471254,0.0074839825528751356,0.9983983689129889,0.0016016310870115146,4FGL J0021.0+0322,5.2565,3.3783,108.237045,,7.1000338,1.6827795E-10,3.7139253E-11,4.3131194E-13,PowerLaw,1.2065486E-14,1.4211702,0.0013641249,0.6666667,1.4256659,16.11443,2MASS J00205023+0323578,,0
-29.859866740372272,-28.042485186886914,2.1391132,0.5911794584191239,3.5117344358953235,0.9718754356961963,-0.44261855764458496,-0.5809619294915024,-0.9991398106993409,-84.071144,AGN,3FGL J0031.2-2320,0.9632094384832043,0.03679056151679623,0.8920670707682892,0.10793292923170976,0.9522366289088351,0.04776337109116458,0.8871960965853506,0.11280390341464826,4FGL J0031.0-2327,7.7564,-23.4581,70.318275,,6.3435354,1.6641956E-10,3.2680407E-11,3.6029009E-13,PowerLaw,1.2270552E-13,0.46833274,0.016854536,0.6666667,2.816462,5.5634604,,2WHSP J003120.5-233401.,0
-27.234578925520772,-27.77464221026076,2.2745852,0.31779642423059534,6.235901809578529,-0.3680129111065578,-0.6797331303190822,-0.6563712039536023,-0.6243560767805013,-61.548527,AGN,3FGL J0032.3-5522,0.9999343143180333,6.568568195840859E-5,0.999967029045119,3.297095488109971E-5,0.9955617915277329,0.004438208472267883,0.9882465880984673,0.011753411901533258,4FGL J0032.3-5522,8.0778,-55.3668,308.63895,,18.38948,5.0048504E-10,4.3924833E-11,4.5404888E-13,PowerLaw,5.5317697E-13,1.8861468,0.0033966706,0.6666667,2.5200484,280.62875,SUMSS J003210-552228,,0
-32.39110487267119,-27.821278760326315,1.7653672,-0.4755638587112215,3.572518094896527,0.6103714599423058,-0.7441126672416805,-0.21849052193571153,-0.2857654268078691,-20.456451,AGN,3FGL J0049.0+4224,0.9998048495287103,1.9515047127120218E-4,0.9995629421449312,4.370578550685381E-4,0.9936756560710197,0.006324343928980681,0.9966540899597796,0.003345910040220558,4FGL J0049.1+4223,12.2772,42.3901,122.47285,,6.3843455,1.487197E-10,3.4886066E-11,3.9644172E-13,PowerLaw,8.240657E-15,1.2787714,0.0015406031,0.6666667,1.4415895,12.7929945,GALEXASC J004859.14+422351.4,,0
-29.767135871529796,-27.712073591579546,2.0650234,-0.7310816812392441,3.7314903755498383,-0.3020753274453917,-0.6902051409815396,-0.5073783832090867,-0.29987821906091255,-53.052097,AGN,3FGL J0102.1+0943,0.9999075555987467,9.244440124450665E-5,0.9997915835419101,2.084164580892637E-4,0.995499559779274,0.004500440220725523,0.9979317893243432,0.0020682106756567146,4FGL J0102.4+0942,15.6086,9.7061,127.44475,,5.2886415,2.006705E-10,4.5572816E-11,5.6664704E-13,PowerLaw,3.4611216E-14,2.06338,4.5919514E-4,0.6666667,0.3683133,13.731948,2MASS J01021713+0944098,,16
-29.775162983835692,-27.97391939540793,2.1721509,-3.0862578836884484,3.678476783470549,-0.7343473323047949,-0.698580464613628,-0.5521213409043308,-0.4059362319461393,-41.94519,AGN,3FGL J0112.9-7506,0.9999001534937628,9.984650622599933E-5,0.9999996060174134,3.939825872663069E-7,0.9961751340294919,0.003824865970508313,0.9983372726079878,0.0016627273920122873,4FGL J0112.8-7506,18.2049,-75.1024,301.0865,,11.873946,2.9011601E-10,4.583218E-11,3.7347602E-13,LogParabola,4.472306E-14,0.6615281,0.005847674,0.6666667,3.6057289,1.9681007,2MASS J01123146-7506179,,0
-26.076318287735557,-27.188294006563208,2.759096,0.6454817186757151,3.9244713028722398,-0.6992343801289643,-0.8965807583064365,-0.7670797546737129,-0.9997503281674898,6.46833,AGN,3FGL J0116.8+6913,0.9969457858912846,0.0030542141087161728,0.8979407967030005,0.10205920329699926,0.9026242397875194,0.09737576021248044,0.8970722830048683,0.10292771699513273,4FGL J0116.8+6914,19.2022,69.2415,125.19039,,7.585823,2.8788388E-10,7.084664E-11,1.1636974E-12,LogParabola,3.3288955E-12,1.1121222,0.030933872,0.6666667,4.7111487,1.4360828,,87GB 011139.6+685928,0
-28.026174671303313,-27.770433573880503,2.5585058,0.34558154913681804,3.789087732261582,-0.7249082688828892,-0.9349736098443433,-0.028509537719664458,-0.2902053765254937,-57.513157,AGN,3FGL J0158.6+0102,0.9999438157986165,5.6184201361283065E-5,0.9994593347634755,5.406652365244742E-4,0.994657099164866,0.00534290083513516,0.9789914676497384,0.021008532350260577,4FGL J0158.8+0101,29.704,1.0247,155.57623,,8.536684,2.2551427E-10,3.9119506E-11,5.259158E-13,PowerLaw,7.853447E-13,2.6382592,-4.781908E-4,0.6666667,0.78554463,1.8587346,GB6 J0158+0101,,0
-31.35840067889342,-27.92016794060629,1.8781707,-0.6872598648626577,3.846288548110567,-0.9888026564481267,0.8269761349571996,-0.47471885160480776,-0.6231220575817921,-70.08185,AGN,3FGL J0200.3-4108,0.9999183905288478,8.16094711302605E-5,0.9995424033539952,4.575966460057255E-4,0.9949881959745488,0.0050118040254522045,0.9986055646708868,0.0013944353291127885,4FGL J0200.3-4109,30.0766,-41.1586,262.09283,,11.961759,2.6462438E-10,3.7475842E-11,4.6627855E-13,PowerLaw,2.6168603E-14,1.6157298,7.7773695E-4,0.6666667,1.4760374,3.4242504,1RXS J020021.0-410936,,0
-31.460830740530458,-27.89368445011293,2.0137677,-0.839875302520031,3.6270176141336483,-0.8230451519042479,-0.5049686021907196,-0.3758665293178283,-0.6005503627197641,-53.597607,AGN,3FGL J0216.0+0300,0.9998733701466741,1.266298533461052E-4,0.9995119716511124,4.8802834888792885E-4,0.9951928680305341,0.004807131969466137,0.9975544949148735,0.0024455050851249173,4FGL J0215.9+0300,33.9917,3.0044,160.30334,,10.344792,2.8187758E-10,4.35474E-11,4.86191E-13,PowerLaw,3.375724E-14,1.2071975,0.002917034,0.6666667,2.164872,20.595612,PMN J0215+0300,,0
-29.476243895484473,-27.876963790802975,2.24003,0.1510124177730103,3.9011666276383896,-0.5944720849349635,-0.2955960075724205,-0.8909999889551924,-0.3864808989040241,-51.753777,AGN,3FGL J0216.4+0507,0.9995974308930027,4.0256910700804286E-4,0.9938684550694704,0.006131544930530738,0.9936118783415848,0.006388121658415484,0.9590640168025011,0.040935983197498985,4FGL J0216.8+0510,34.219,5.1673,158.7241,,7.6551642,2.3953595E-10,4.1719937E-11,4.6352207E-13,PowerLaw,4.5412377E-14,1.8832747,8.4710127E-4,0.6666667,0.83833414,9.848264,NVSS J021655+051018,,0
-31.154553264174854,-27.762214364144363,1.9356745,-0.18511253595540253,3.638525455292259,-0.9621526475639446,0.5226030796009119,-0.364473908158513,-0.6485734538972411,-33.273746,AGN,3FGL J0221.2+2518,0.9998640398457832,1.359601542059998E-4,0.9967407393365116,0.0032592606634875704,0.9929757084493084,0.007024291550691527,0.9965281232073441,0.003471876792654501,4FGL J0221.5+2513,35.3809,25.2305,147.42923,,9.129988,2.971377E-10,5.2342797E-11,3.6096104E-13,LogParabola,4.777338E-14,0.73101664,0.0066772285,0.6666667,3.5528016,7.4804926,2MASS J02212698+2514338,,0
-28.027822849669775,-27.882683439003547,2.4003537,-0.21116971220478373,3.7207829568519437,-0.5728396901259544,-0.8119210564867583,-0.33077708144904766,-0.7621781041342908,-67.122475,AGN,3FGL J0224.1-1846,0.9995449538626812,4.5504613734220675E-4,0.9985059291324743,0.001494070867527276,0.9940924385990679,0.005907561400932072,0.9754762775777326,0.024523722422267615,4FGL J0224.0-1850,36.0092,-18.8479,196.56476,,8.308594,2.0361583E-10,3.9207936E-11,4.4425666E-13,PowerLaw,1.9291958E-14,1.2112403,0.0027803914,0.6666667,2.1262608,4.857486,GALEXASC J022404.29-185029.9,,0
-29.633218693535763,-27.663634187706258,2.261836,-1.0051141314036514,3.9618117565579025,-0.6559865188647604,-0.6811092103261182,-0.5994235176491967,-0.4252539113965246,-41.091526,AGN,3FGL J0224.4+1615,0.999883326053464,1.1667394653380445E-4,0.9999051637431905,9.483625681101328E-5,0.9956993505154457,0.004300649484553395,0.9942814482357579,0.00571855176424309,4FGL J0224.2+1616,36.0681,16.2667,153.07039,,7.0508666,2.7415561E-10,4.7665885E-11,6.1371416E-13,PowerLaw,1.06502426E-13,2.2435324,3.58852E-4,0.6666667,0.38901696,9.236218,NVSS J022411+161500,,0
-25.894197884345033,-27.836064873749397,2.771561,0.10939130111626182,3.7231011545365384,-0.7704688523534737,-0.6280482147359217,-0.8412599188095348,-0.6271608779045807,19.998413,AGN,3FGL J0228.5+8213,0.9999138008814656,8.619911855116897E-5,0.9921541331168485,0.007845866883151593,0.9896630142565004,0.010336985743499666,0.9387885830363744,0.06121141696362482,4FGL J0228.1+8208,37.0303,82.1434,126.3449,,6.383869,2.0638138E-10,3.7696426E-11,5.304862E-13,PowerLaw,2.6075217E-13,2.186725,0.0019278418,0.6666667,0.9024559,30.319212,WN B0220.3+8153,,0
-26.324166144515086,-27.709302276038425,2.665958,0.8489591083218612,4.006103957314026,-0.7215114827482543,-0.6999667847241238,-0.9194171280701683,-0.8134135739200044,-48.17772,AGN,3FGL J0232.6+0646,0.9971448632906907,0.002855136709322928,0.9087703562647264,0.09122964373527317,0.960333802631363,0.03966619736863702,0.8802136535155455,0.11978634648445391,4FGL J0233.5+0654,38.3857,6.9083,162.61809,,11.067299,4.1836873E-10,5.2000636E-11,6.074129E-13,PowerLaw,5.904232E-13,2.4210691,-2.0325171E-4,0.6666667,0.4276131,16.508518,TXS 0230+067,,0
-31.976957239114984,-27.85293055407378,1.8133874,-0.19301100592775539,3.562483287965839,-0.10529706249234715,-0.7013063211036313,0.031216300762567747,-0.23066909142580183,-58.034374,AGN,3FGL J0234.2-0629,0.9998527576217312,1.4724237828653533E-4,0.9996129379896785,3.870620103217919E-4,0.9950819377124236,0.004918062287577243,0.9967165378613689,0.003283462138630881,4FGL J0234.3-0628,38.5831,-6.4818,177.42413,,9.229925,2.349958E-10,3.887929E-11,4.526519E-13,PowerLaw,2.8473633E-14,1.5546291,0.0018957662,0.6666667,0.0,1.9619805,SDSS J023410.30-062825.7,,0
