SourceName_3FGL,ln(Flux_Density),ln(Unc_EnergyFlux100),Spec_index,ln(significant_curve),ln(variability),hr12,hr23,hr34,hr45,GLAT_3FGL,Pivot_Energy,Spectrum_Type,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
3FGL J0127.6+4851,-28.49366824256082,-27.673130814183498,2.4481723,-1.7834167863843668,4.20456455148913,-0.5518522621228569,-0.7083981567765543,-0.6338109881565702,-0.7665191891288293,-13.57893,1047.4584,PowerLaw,0.9999174762105845,8.252378943586714E-5,0.9952277845922135,0.004772215407786331,0.999985833186657,1.4166813342990632E-5,0.992454645304831,0.00754535469516883,0.0,0.0,0.0,0.0
3FGL J0132.1-5340,-29.273136157535806,-28.006481492110378,2.319403,-0.5396751309500927,3.552486972474847,-0.011045533134215553,-0.7005356796986765,-0.7036124318193355,-0.546612191737479,-62.40861,1242.8344,PowerLaw,0.9995778927991597,4.2210720082069543E-4,0.9946065254526545,0.005393474547345312,0.9987520800279661,0.0012479199720341829,0.9496120831941371,0.050387916805862625,0.0,0.0,0.0,0.0
3FGL J0133.2-4737,-27.09312247595784,-28.010902325832564,2.7074742,-1.787696115841359,3.5094010517233243,-0.743095051010625,-0.691239493965413,-0.9029007213298911,0.0949017884955216,-67.93795,504.86322,PowerLaw,0.999614914188647,3.850858113621931E-4,0.9954988487083075,0.004501151291692939,0.9999958480654761,4.15193452292261E-6,0.956470983964577,0.04352901603542289,0.0,0.0,0.0,0.0
3FGL J0133.3+5930,-30.184291963431704,-27.410793170866445,2.2115479,-0.558454849585206,3.751171156167846,-0.24002262610245198,-0.7517364573431455,-0.30933956395723555,-0.8271247960510973,-2.9256306,2356.1208,PowerLaw,0.9975285544857114,0.002471445514289529,0.9799185327369833,0.020081467263018325,0.9986476103868365,0.0013523896131632748,0.9505261127824965,0.04947388721750598,0.0,0.0,0.0,0.0
3FGL J0138.5-4612,-30.121151272505205,-27.957480469197595,2.0609827,-0.5641880749265552,3.693389020716649,-0.29989520611084197,-0.5478038886600485,-0.5488685059004542,-0.5851529309987537,-68.76349,2009.1926,PowerLaw,0.9998830192838856,1.1698071608996849E-4,0.9946931266255644,0.0053068733744362565,0.9990329519587158,9.670480412834051E-4,0.9978238143410515,0.0021761856589475772,0.0,0.0,0.0,0.0
3FGL J0149.6+4846,-27.57919755715601,-27.61170635271674,2.6199348,-0.01615576439171886,3.5754122792176926,-0.8341895388585522,-0.8020779721342159,-0.36396523298626493,-0.5971121543566688,-12.991856,717.1682,PowerLaw,0.9997942608313457,2.057391686401119E-4,0.988976558185477,0.011023441814522542,0.9974769036680508,0.0025230963319494886,0.973294123038526,0.026705876961474462,0.0,0.0,0.0,0.0
3FGL J0154.1+4642,-27.96761340175538,-27.724973178391874,2.5520542,-1.1206886788049055,3.625397095040806,-0.7281325958238659,-0.578181983389118,-0.9999749167538982,0.9997523503726053,-14.819924,786.5638,PowerLaw,0.9994050010497004,5.949989502898044E-4,0.9952791423584388,0.004720857641563031,0.9999970423546504,2.9576453497928804E-6,0.9304315132540465,0.0695684867459537,0.0,0.0,0.0,0.0
3FGL J0156.5-2423,-31.095513632053965,-27.89415504150918,1.8884518,0.1863822178060046,3.77889601102364,0.5050334297815461,-0.424811029908536,-0.5840612135135829,-0.3811344713143536,-75.10631,2763.535,PowerLaw,0.9998317074516835,1.6829254829832025E-4,0.9935453230764065,0.006454676923593692,0.9954559744455527,0.004544025554446753,0.9978431173418814,0.002156882658116883,0.0,0.0,0.0,0.0
3FGL J0158.6+0102,-28.026174671303313,-27.770433573880503,2.5585058,0.34558154913681804,3.789087732261582,-0.7249082688828892,-0.9349736098443433,-0.028509537719664458,-0.2902053765254937,-57.513157,827.643,PowerLaw,0.9999438157986165,5.6184201361283065E-5,0.9944321842583514,0.00556781574164905,0.9994593347634755,5.406652365244742E-4,0.9786774559387161,0.021322544061284105,0.0,0.0,0.0,0.0
3FGL J0200.3-4108,-31.35840067889342,-27.92016794060629,1.8781707,-0.6872598648626577,3.846288548110567,-0.9888026564481267,0.8269761349571996,-0.47471885160480776,-0.6231220575817921,-70.08185,3490.8992,PowerLaw,0.9999183905288478,8.16094711302605E-5,0.9947744678274621,0.005225532172537936,0.9995424033539952,4.575966460057255E-4,0.9983188450705488,0.001681154929451548,0.0,0.0,0.0,0.0
3FGL J0203.6+1148,-26.895609158160028,-27.42312375943303,2.7145154,-0.0055470565103670705,3.498050522005555,-0.667645320804071,-0.8395757209125337,-0.8390123187089398,0.2595205715051202,-47.306583,608.32184,PowerLaw,0.9994051753271901,5.948246727945458E-4,0.9949401062274734,0.005059893772526552,0.999397805302976,6.021946970244219E-4,0.9417198741989834,0.05828012580101653,0.0,0.0,0.0,0.0
3FGL J0211.0+1922,-28.442149856849603,-27.69663552228979,2.383586,0.12764165713385822,3.713479306304634,-0.5117430824599887,-0.7908591947114203,-0.5761542881163684,-0.9999125883016166,-39.650284,1024.156,PowerLaw,0.9990962048429978,9.037951570106913E-4,0.9851688853633389,0.014831114636661053,0.9723615841241334,0.02763841587586676,0.915269085281847,0.08473091471815249,0.0,0.0,0.0,0.0
3FGL J0216.0+0300,-31.460830740530458,-27.89368445011293,2.0137677,-0.839875302520031,3.6270176141336483,-0.8230451519042479,-0.5049686021907196,-0.3758665293178283,-0.6005503627197641,-53.597607,3324.7903,PowerLaw,0.9998733701466741,1.266298533461052E-4,0.9949772462339495,0.005022753766051048,0.9995119716511124,4.8802834888792885E-4,0.9975884485945822,0.002411551405419052,0.0,0.0,0.0,0.0
3FGL J0216.4+0507,-29.476243895484473,-27.876963790802975,2.24003,0.1510124177730103,3.9011666276383896,-0.5944720849349635,-0.2955960075724205,-0.8909999889551924,-0.3864808989040241,-51.753777,1412.2108,PowerLaw,0.9995974308930027,4.0256910700804286E-4,0.9933847190464454,0.006615280953554309,0.9938684550694704,0.006131544930530738,0.959069457462327,0.04093054253767487,0.0,0.0,0.0,0.0
3FGL J0221.1+6059,-26.121815601563423,-26.557323912929444,2.6818604,0.8898530355104316,3.840972532816854,-0.7709608147844773,-0.7544626584791698,-0.859024461321073,-0.9998467622903756,-0.0023190505,670.4135,PowerLaw,0.4642608180885877,0.5357391819114113,0.5394582376386161,0.4605417623613832,0.6284472047009404,0.37155279529906,0.47751548681775957,0.5224845131822403,1.0,0.398,0.09,0.643
3FGL J0221.2+2518,-31.154553264174854,-27.762214364144363,1.9356745,-0.18511253595540253,3.638525455292259,-0.9621526475639446,0.5226030796009119,-0.364473908158513,-0.6485734538972411,-33.273746,3399.047,PowerLaw,0.9998640398457832,1.359601542059998E-4,0.9926159375937466,0.007384062406252445,0.9967407393365116,0.0032592606634875704,0.9965203811409454,0.003479618859055345,0.0,0.0,0.0,0.0
3FGL J0221.8+6138c,-29.853557568958962,-26.22266051494701,2.4198194,0.8106800960499988,3.788839759849826,0.9998541020365532,-0.8379955158400533,-0.6698357080575325,-0.8424309727830872,0.6319488,3022.2283,PowerLaw,0.06056554061205131,0.9394344593879411,0.7875568677258863,0.21244313227411354,0.7917918222052697,0.20820817779473058,0.597197050592033,0.40280294940796657,1.0,0.015,0.009,0.081
3FGL J0223.6+3927,-27.74307233114803,-27.752639115668593,2.4037545,0.39726672636221605,3.8699100947006593,-0.6295379286915609,-0.728883334991375,-0.6442546212716316,-0.6857798507879597,-20.032154,882.9315,PowerLaw,0.9986462723917165,0.0013537276082917805,0.9817266538944249,0.018273346105576387,0.9832399619401472,0.01676003805985294,0.9195701847966703,0.0804298152033298,0.0,0.0,0.0,0.0
3FGL J0224.1-1846,-28.027822849669775,-27.882683439003547,2.4003537,-0.21116971220478373,3.7207829568519437,-0.5728396901259544,-0.8119210564867583,-0.33077708144904766,-0.7621781041342908,-67.122475,884.1159,PowerLaw,0.9995449538626812,4.5504613734220675E-4,0.9938690721969449,0.006130927803055264,0.9985059291324743,0.001494070867527276,0.9747914385244348,0.025208561475564734,0.0,0.0,0.0,0.0
3FGL J0224.4+1615,-29.633218693535763,-27.663634187706258,2.261836,-1.0051141314036514,3.9618117565579025,-0.6559865188647604,-0.6811092103261182,-0.5994235176491967,-0.4252539113965246,-41.091526,1622.4056,PowerLaw,0.999883326053464,1.1667394653380445E-4,0.9954152396551983,0.004584760344800834,0.9999051637431905,9.483625681101328E-5,0.9940212581812623,0.005978741818738289,0.0,0.0,0.0,0.0
3FGL J0226.7-4747,-25.817646170144894,-27.913805203118137,2.9186466,0.03096315548158341,3.6388754072369114,-0.8146336663536056,-0.8026174635851742,-0.6879998845701759,-0.5973442821308391,-62.21617,362.95218,PowerLaw,0.9999520547561142,4.7945243893029595E-5,0.9926786802013869,0.007321319798611966,0.9973881966811212,0.002611803318878543,0.9583805191023815,0.04161948089761823,0.0,0.0,0.0,0.0
3FGL J0228.5+8213,-25.894197884345033,-27.836064873749397,2.771561,0.10939130111626182,3.7231011545365384,-0.7704688523534737,-0.6280482147359217,-0.8412599188095348,-0.6271608779045807,19.998413,378.12604,PowerLaw,0.9999138008814656,8.619911855116897E-5,0.9897681575178476,0.010231842482153374,0.9921541331168485,0.007845866883151593,0.9383131470483157,0.06168685295168494,0.0,0.0,0.0,0.0
3FGL J0231.0+1302,-27.470125888922496,-27.614881463651404,2.5481932,-1.0217275282190568,3.9690042924709585,-0.7292926897343261,-0.7922816115067682,-0.523472494970373,-0.6888970766133681,-43.11059,721.26764,PowerLaw,0.9999252959367815,7.470406323527183E-5,0.9953538392004698,0.00464616079953053,0.9999037580143287,9.624198567076589E-5,0.9930775161530454,0.006922483846953692,0.0,0.0,0.0,0.0
3FGL J0232.6+0646,-26.324166144515086,-27.709302276038425,2.665958,0.8489591083218612,4.006103957314026,-0.7215114827482543,-0.6999667847241238,-0.9194171280701683,-0.8134135739200044,-48.17772,465.37665,PowerLaw,0.9971448632906907,0.002855136709322928,0.9605449727822158,0.03945502721778342,0.9087703562647264,0.09122964373527317,0.8768834675437047,0.1231165324562948,0.0,0.0,0.0,0.0
3FGL J0233.0+6237,-26.957659586808873,-26.695761751493986,2.668114,-0.7401584558907442,4.130030767123109,-0.7633018235593844,-0.7373427048810576,-0.9012518864512683,-0.3755349952608195,2.0197952,839.5476,PowerLaw,0.8879470757347085,0.11205292426527462,0.9927879198260723,0.0072120801739280534,0.9997144734395029,2.855265604968211E-4,0.8527150006627491,0.14728499933725173,0.0,0.0,0.0,0.0
3FGL J0234.2-0629,-31.976957239114984,-27.85293055407378,1.8133874,-0.19301100592775539,3.562483287965839,-0.10529706249234715,-0.7013063211036313,0.031216300762567747,-0.23066909142580183,-58.034374,4520.0195,PowerLaw,0.9998527576217312,1.4724237828653533E-4,0.994903240131397,0.005096759868602778,0.9996129379896785,3.870620103217919E-4,0.9967874256098146,0.0032125743901845606,0.0,0.0,0.0,0.0
3FGL J0235.7+5647,-25.99757662129107,-27.296620738411615,2.6072574,0.03023042131514858,4.107493517890841,-0.7340108236692303,-0.6796054215399983,-0.7432685566853422,-0.8779229420382428,-3.2338104,547.29767,PowerLaw,0.9911342148059024,0.008865785194109547,0.9615829643304961,0.03841703566950344,0.9932351663785176,0.006764833621482755,0.8931854293447696,0.10681457065522998,0.0,0.0,0.0,0.0
3FGL J0239.0+2555,-31.54899680346612,-27.790809658679983,2.0618744,-0.43324508320123994,3.294518849654108,-0.7862897976199766,-0.7684469703283906,-0.3583952575150139,-0.34499400881332465,-30.96236,3583.083,PowerLaw,0.9999001534937628,9.984650622599933E-5,0.9937088715372714,0.00629112846272928,0.9981876360105735,0.0018123639894258308,0.9965002365222037,0.0034997634777973355,0.0,0.0,0.0,0.0
3FGL J0239.4+1326,-30.678137214283634,-27.63090912220008,1.9952142,-0.9615283724844393,3.932947650086181,-0.9781881122632585,0.5561850385029156,-0.5433693973325063,-0.5966145737305769,-41.696938,3086.905,PowerLaw,0.9998574830951561,1.4251690486580577E-4,0.9951914129502799,0.004808587049720782,0.9997883909027019,2.116090972994763E-4,0.998319560245828,0.0016804397541720505,0.0,0.0,0.0,0.0
3FGL J0240.0-0253,-27.961842087073606,-27.89296240986069,2.4378898,0.7522703934729662,4.168971399741904,0.24731253236119513,-0.7293808288370495,-0.9946625091297575,0.9058863427994375,-54.49211,774.0558,PowerLaw,0.9998280566423713,1.719433576516001E-4,0.9951236346967774,0.004876365303221963,0.9997793818807178,2.2061811928224468E-4,0.9421998097638947,0.057800190236104575,0.0,0.0,0.0,0.0
3FGL J0242.1-0534,-28.11968524638484,-27.89022496975903,2.480424,-0.9690790379718558,4.184595754781383,-0.7930171689360742,-0.6307300895954101,-0.5728468256737935,-0.999881054137248,-55.967793,794.0657,PowerLaw,0.9996218298644176,3.781701355698293E-4,0.9951532015431476,0.004846798456852061,0.9997779172943881,2.2208270561128462E-4,0.9667332117381308,0.03326678826186954,0.0,0.0,0.0,0.0
3FGL J0244.4+4745,-26.205614557158356,-27.661471045105785,2.6242933,1.2195165223882125,3.5457274745504592,-0.7595955787216052,-0.7767217834683715,-0.9241011948596449,-0.9997775558657519,-10.922361,463.37177,PowerLaw,0.6074884828105949,0.3925115171894052,0.2509275147256108,0.7490724852743874,0.28182435032312003,0.7181756496768813,0.6041918238515115,0.39580817614848846,0.0,0.987,1.0,0.054
3FGL J0248.4+5130,-29.662846973346735,-27.311434426849328,2.0670924,-0.2641414727670336,3.4976885002473406,0.17876947537240653,-0.8210260073284452,-0.11092553010067185,-0.5336930001024264,-7.2564096,2793.949,PowerLaw,0.9994282738661928,5.717261338179484E-4,0.9866529425741989,0.013347057425802182,0.998739199554389,0.0012608004456100932,0.9939344224479227,0.006065577552076303,0.0,0.0,0.0,0.0
