0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.2064193E-12,2.2470864E-12,2.4333627,0.8235445422359445,3.867632923682284,-0.4257508117371484,-0.06099802049235512,-0.848115060638613,-0.932233611675554,0.8997268,PSR,3FGL J1151.8-6108,0.892238779544012,0.10776122045598736
1.2447304E-12,1.2491999E-12,2.368808,0.3841058138343895,4.006981414277414,-0.6427328754831881,-0.5944759155051361,-0.5776117467212585,-0.9639237828129406,16.150196,PSR,3FGL J1417.5-4402,0.9633023983826866,0.0366976016173149
3.0450455E-13,6.4330046E-13,2.2550774,-0.6673139504284745,4.029878927317152,-0.4697215492388143,-0.5614494061739052,-0.6277301043622496,-0.8019788167563282,47.169643,PSR,3FGL J1553.1+5437,0.9965239748163308,0.003476025183669576
7.8162355E-12,2.0336961E-12,2.6649535,-0.8153665672857328,3.6816623987078168,-0.8025486513209279,-0.8570475265347762,-0.3052890425976636,-0.7955605752366117,7.3175187,PSR,3FGL J1719.2-2433,0.9977077523732057,0.002292247626794921
4.303313E-12,1.7174584E-12,2.086256,1.9800005543256032,3.871690682665771,-0.14028305539984506,-0.5300255879083027,-0.7440944936430428,-0.9999771816775467,-0.03711618,PSR,3FGL J0002.6+6218,0.32396013002635377,0.6760398699736456
8.257421E-12,1.943822E-12,2.0204341,1.8251888616763319,3.515441808264368,-0.3449328463347164,-0.5753830884198017,-0.6885031981532694,-0.999988362289768,0.87194085,PSR,3FGL J0359.5+5413,0.3232929585000294,0.6767070414999687
4.665858E-12,8.150811E-13,2.2817585,1.4368438339407559,4.0732542161718985,-0.3811267602277588,-0.7169768315834403,-0.99998705434372,0.99282432214382,-35.392704,PSR,3FGL J0514.6-4406,0.9164618256512883,0.08353817434871141
6.974282E-12,2.563743E-12,2.5418246,2.220550836837008,3.575437566399782,-0.19831457857425827,-0.6811810706968752,-0.8717867594209209,-0.9999547563714714,0.74054885,PSR,3FGL J1056.7-5853,0.20055091123424099,0.7994490887657583
1.6918939E-12,4.623608E-12,2.5581317,2.150100474515493,3.7633902736851685,0.9999199388834346,-0.4402749143276816,-0.689123385274944,-0.9841617898796063,-0.3890897,PSR,3FGL J1104.9-6036,0.2646836210883113,0.7353163789116892
1.4728264E-12,4.9140206E-12,2.3879848,1.7572167292764778,4.1657371964182675,0.8108492463021626,-0.35549866525889007,-0.6584084037068938,-0.9266376299454638,-0.19969934,PSR,3FGL J1208.4-6239,0.5624129516158869,0.43758704838411216
9.695783E-13,3.2484206E-12,2.1646054,1.8208090317967216,4.064596407721215,0.9992772719244135,-0.2672135225086611,-0.5666631178297894,-0.9999935569892606,-0.31989783,PSR,3FGL J1350.4-6224,0.4634884382282896,0.5365115617717102
9.511693E-13,1.2924469E-12,2.284116,1.8431790939689239,4.230030746198678,-0.35696757752887126,-0.040861278436219964,-0.7030139599081877,-0.9999732615184538,-1.7236029,PSR,3FGL J1528.3-5836,0.5252495810305351,0.4747504189694651
1.5989135E-12,5.4432565E-12,2.1264415,2.0157864968288015,3.995425993338665,0.9998459635579632,-0.3031181038421276,-0.535430206115531,-0.7500811057255069,-0.28015098,PSR,3FGL J1622.9-5004,0.38810844714005993,0.6118915528599401
3.762739E-12,2.3931133E-12,2.0572636,1.9904773956408415,3.9278058583637927,0.022930354563999344,-0.5115191438465421,-0.6587548394868892,-0.9592020022608071,6.142062,PSR,3FGL J1624.2-4041,0.33882837039510816,0.6611716296048925
1.2440511E-12,6.438624E-12,2.4938385,1.937004367185144,4.00835375518284,0.25702724924614895,-0.5269743032385414,-0.6855408788155662,-0.8783023622113785,-0.9521964,PSR,3FGL J1650.3-4600,0.45360118204170774,0.5463988179582914
9.857436E-13,2.8437322E-12,2.4792907,1.3827083892011565,3.688897453951938,0.7330155760084319,-0.2434268124148264,-0.488805341759877,-0.928155068987998,-1.4837972,PSR,3FGL J1827.3-1446,0.6808866694681917,0.3191133305318077
8.0176355E-13,4.7395013E-12,2.2825232,1.7458009895531237,3.801825923528608,0.9989563279440085,0.1946337841769077,-0.5429667496756878,-0.8892539053494454,-0.14492497,PSR,3FGL J1844.3-0344,0.48852222883986995,0.5114777711601302
3.5945912E-12,9.232615E-13,1.8963063,1.9256608954650285,3.6809872675779696,0.15306817471553333,-0.526869561123767,-0.7731796697724636,-0.9059312038438698,-29.562988,PSR,3FGL J1946.4-5403,0.3039671828089812,0.6960328171910175
5.0041677E-12,4.2144825E-12,2.614499,2.5318159191992655,3.6853580111050794,0.5610597299669302,-0.498365909186253,-0.7704698360459722,-0.9814898107795468,0.41072208,PSR,3FGL J2017.9+3627,0.1268935896431459,0.8731064103568539
