Source_Name_3FGL,Flux_Density_log,Unc_EnergyFlux100_log,Spec_index,significant_curve_log,variability_log,hr12,hr23,hr34,hr45,GLAT_3FGL_3FGL,Pivot_Energy_1,Spectrum_Type,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict,RAJ2000,DEJ2000,GLON
3FGL J1749.2-2911,-26.85803085,-25.67992515,2.5724857,1.925997487,3.732293814,0.99778722,-0.450776742,-0.728133533,-0.836667019,-0.8135794,2047.1243,LogParabola,2.93E-5,0.999970712,0.096260889,0.903739111,0.15221968,0.84778032,0.156543214,0.843456786,1.0,0.997,1.0,1.0,267.3149,-29.1929,0.19258918
3FGL J1753.6-4447,-28.28677279,-27.38682435,2.1657994,1.394640807,3.714406353,-0.39725091,-0.433199578,-0.635274106,-0.938197641,-9.416424,1824.8595,LogParabola,0.016656027,0.983343973,0.185547572,0.814452428,0.324603966,0.675396034,0.466004876,0.533995124,1.0,0.997,1.0,0.739,268.4044,-44.793,347.0854
3FGL J1754.0-2930,-25.54580565,-26.19842237,2.6217537,1.898375871,4.088878249,-0.556416605,-0.71002225,-0.86743103,-0.999600993,-1.8620111,1005.53204,LogParabola,0.001224042,0.998775958,0.080623741,0.919376259,0.109672945,0.890327055,0.368698552,0.631301448,1.0,0.997,1.0,0.972,268.5004,-29.5059,0.45060125
3FGL J1754.0-2538,-27.39143414,-26.32900787,2.150507,2.058320683,4.2030805,0.999965735,-0.270688294,-0.574450055,-0.848089073,0.08489637,2727.0713,LogParabola,0.016118477,0.983881523,0.095849226,0.904150774,0.284721787,0.715278213,0.269842769,0.730157231,1.0,0.997,1.0,0.999,268.5084,-25.6486,3.781082
3FGL J1800.8-2402,-27.87729257,-25.71119981,2.3386693,1.692167653,3.842670012,-0.282078499,-0.61826505,-0.542866242,-0.777534255,-0.45198622,3638.08,LogParabola,0.056937593,0.943062407,0.215732725,0.784267275,0.25819465,0.74180535,0.304705729,0.695294271,1.0,0.973,1.0,0.999,270.2216,-24.0351,5.9563875
3FGL J1808.3-3357,-27.56377713,-27.26805795,2.229977,1.502447291,3.929574965,-0.355372463,-0.430419867,-0.729362464,-0.959072551,-6.713244,1384.6901,LogParabola,0.011690509,0.988309491,0.139359024,0.860640976,0.314157471,0.685842529,0.463116518,0.536883482,1.0,0.997,1.0,0.745,272.0968,-33.9632,358.06036
3FGL J1813.6-1148,-23.45719847,-26.05759698,2.8741548,1.973715626,3.455252961,-0.461447449,-0.913039197,-0.657878034,-0.999920614,2.8376703,477.74396,LogParabola,8.62E-4,0.999138216,0.051727804,0.948272196,0.067781095,0.932218905,0.379342489,0.620657511,1.0,0.997,1.0,0.952,273.4234,-11.8084,18.12231
3FGL J1823.2-1339,-25.9615132,-25.56281015,2.221415,1.580714105,3.861609829,-0.380916596,-0.523391648,-0.631473315,-0.768130647,-0.09387971,1615.7826,LogParabola,0.059800093,0.940199907,0.193379601,0.806620399,0.289501596,0.710498404,0.283486854,0.716513146,1.0,0.995,1.0,1.0,275.8204,-13.6513,17.604094
3FGL J1831.7-0230,-26.10165074,-25.77718229,2.854618,1.424144809,3.437368449,-0.736845965,-0.753167752,-0.821062292,-0.779944249,3.2284157,1077.0479,LogParabola,0.018997111,0.981002889,0.25907969,0.74092031,0.219316266,0.780683734,0.307237193,0.692762807,1.0,0.972,1.0,0.999,277.9421,-2.5007,28.458479
3FGL J1839.3-0552,-26.65094142,-25.32744382,2.549545,2.173664312,3.622588732,-0.081147964,-0.434361787,-0.653045045,-0.841241672,-0.01261487,2452.2869,LogParabola,3.93E-5,0.999960711,0.055123435,0.944876565,0.042434695,0.957565305,0.159066058,0.840933942,1.0,0.997,1.0,1.0,279.848,-5.8816,26.327051
3FGL J1843.0-0359c,-27.78255426,-25.78674542,2.5438976,1.486199581,4.012306742,0.433655011,-0.462407016,-0.637768002,-0.999979544,0.044354897,2508.876,LogParabola,0.004154147,0.995845853,0.31593831,0.68406169,0.408246719,0.591753281,0.224706749,0.775293251,1.0,0.897,0.768,1.0,280.7616,-3.9892,28.426182
