Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
4FGL J0632.8+0550,205.61147,-1.4479226,-22.299918275765293,1.883186,0.29710582,-0.097915374,1.8098494,0.99664974,-0.7567915,6.6190003E-4,-0.9419617,-0.30532157,-0.24132273,-0.5881465,2.0506344433417074,9.724826089419881,PowerLaw,0.062764056,0.14116468,,3FHL J0632.7+0550,hmb,,HESS J0632+057,Monoceros field,0.8,0.9237122,0,0.9995684654945982,0.00043153450539290517,0.9943133139365501,0.0056866860634503524,0.9923806510140498,0.007619348985950737,0.9939585330594299,0.006041466940571211,0.0,0.0,0.0,0.0
4FGL J0634.2+0436e,206.87491,-1.7003806,-18.57239326100951,2.2745686,0.049197767,0.21472685,8.398416,-0.22390887,-0.23224363,0.0014076988,-0.5789766,-0.69440067,-0.7340929,-0.69972885,0.33719189953122475,6.783015299815038,LogParabola,0.036433537,0.109554686,3FGL J0634.1+0424,,snr,,Rosette,Monoceros field,,,4,0.11014263110415695,0.8898573688958339,0.030392748135639084,0.9696072518643596,0.014733293171539237,0.9852667068284615,0.33269290376537464,0.6673070962346255,0.0,0.0,0.0,0.0
4FGL J0639.4+0655e,205.40027,0.5034855,-18.343428455105176,2.2635696,0.086279474,0.2782915,7.823113,0.15073337,-0.38044348,0.0022123721,-0.6161301,-0.7518496,-0.79682565,-0.733148,1.8795206960872244,6.627591539568479,LogParabola,0.050736595,0.150137,3FGL J0640.9+0752,,SNR,,Monoceros,,,,4,0.002445766286655977,0.9975542337133446,0.04598845414248566,0.9540115458575156,0.1141592487420951,0.8858407512579048,0.26228008968068856,0.73771991031931,0.0,0.0,0.0,0.0
4FGL J0647.7-4418,253.67218,-19.200987,-22.039728932916383,2.1913476,0.2429732,0.24422783,2.0523918,-0.80333453,-0.36062613,0.00293395,-0.5486745,-0.38640213,-0.8704826,-0.99963266,2.376707772059971,7.481764074564624,PowerLaw,0.15382117,0.4548465,3FGL J0647.1-4415,,hmb,,RX J0648.0-4418,,0.8513498,0.80371433,0,0.9986158631561701,0.0013841368438127976,0.9978923502751491,0.0021076497248515955,0.9964789779384337,0.00352102206156651,0.9852179272513506,0.014782072748650567,0.0,0.0,0.0,0.0
4FGL J0647.7+0031,212.05276,-0.57211107,-21.157970912904425,2.5571864,0.11770544,0.071447216,1.1355928,0.9999041,0.09467661,0.0012395246,-0.8277371,-0.77152747,-0.52082795,-0.67575896,1.6665289151223703,6.784632273531662,PowerLaw,0.07986805,0.09520179,3FGL J0647.6+0032,,spp,,SNR G213.0-00.6,,0.8,0.0,258,0.9957385175762005,0.0042614824238213075,0.9858173280330667,0.014182671966932807,0.990123115670676,0.00987688432932312,0.9816062324605828,0.018393767539417055,0.0,0.0,0.0,0.0
4FGL J0650.6+2055,194.05469,9.203488,-21.50638663177718,1.7403374,0.11110891,0.093325414,1.9551245,0.98433596,-0.629751,3.5930585E-4,-0.14365885,-0.3472423,-0.37760496,-0.3885587,2.0099835862242075,8.564754086057667,PowerLaw,0.05121575,0.16082345,3FGL J0650.5+2055,3FHL J0650.6+2055,unk,,NVSS J065035+205556,,0.0,0.9463466,0,0.9992788918750665,0.0007211081249241987,0.99478437392566,0.005215626074340582,0.9955115366963381,0.004488463303661883,0.9984850813325788,0.0015149186674216105,0.0,0.0,0.0,0.0
4FGL J0709.7-3009,241.97298,-9.645979,-22.27787471359981,1.9954093,0.16195838,0.032281943,0.47147113,0.9910213,-0.9671859,5.4665055E-4,0.63375586,-0.77591753,-0.27227283,-0.40882826,2.3047690048918525,8.235554527395724,PowerLaw,0.07201365,0.21982841,,3FHL J0709.7-3008,unk,,1RXS J070947.9-300901,,0.0,0.9446162,0,0.9999304240284622,6.95759715183399e-05,0.99886391680726,0.001136083192740155,0.9997966159689732,0.00020338403102625205,0.9985578860945505,0.0014421139054494555,0.0,0.0,0.0,0.0
4FGL J0809.5-4714,262.72278,-7.6400313,-21.872492549501292,2.38827,0.21926966,0.13068742,1.3123947,-0.36397618,-0.53365684,0.0020405913,-0.7158996,-0.71665174,-0.5310323,-0.9999602,1.677619412062267,7.318934497090664,PowerLaw,0.12180061,0.29682782,,,unk,,Gamma02 Velorum,,0.0,0.8383361,0,0.9995915243033605,0.00040847569663055033,0.9960002901035828,0.003999709896417452,0.9964275663986418,0.0035724336013600623,0.994642568336644,0.005357431663355421,0.0,0.0,0.0,0.0
4FGL J0822.1-4253e,260.30905,-3.3742685,-18.534654315102465,2.041768,0.033792682,0.10194356,5.8746843,-0.36550823,-0.313167,2.2321974E-4,-0.47648987,-0.42766535,-0.6523173,-0.5755602,1.892982887404212,7.546603969864663,LogParabola,0.017142283,0.048652463,3FGL J0822.6-4250e,3FHL J0822.1-4253e,SNR,,Puppis A,,,,0,0.987573426348461,0.012426573651561846,0.26238033934357036,0.7376196606564284,0.5282301087018162,0.47176989129818353,0.8249691637463028,0.1750308362536969,0.0,0.0,0.0,0.0
4FGL J0833.1-4511e,263.3321,-3.10605,-18.160795571947713,2.2073536,0.04536196,0.027837083,1.0781418,0.49180454,0.7613189,9.184763E-5,-0.3767195,-0.5584806,-0.7297409,-0.59504575,2.4818850612108028,8.79972834115647,PowerLaw,0.024177087,0.055280432,3FGL J0833.1-4511e,,PWN,,Vela X,,,,0,0.8497243704381454,0.15027562956184454,0.9916462896962305,0.008353710303768054,0.43944156819740565,0.5605584318025947,0.8822792360625493,0.11772076393744997,0.0,0.0,0.0,0.0
4FGL J0838.7-2827,250.57239,7.809594,-20.396783714166077,2.122518,0.0807656,0.28074825,6.4832973,0.81092,-0.10819604,0.0017630799,-0.48365363,-0.47838613,-0.9331557,-0.9914816,1.7643563050453928,7.173706027397355,LogParabola,0.06225511,0.206467,3FGL J0838.8-2829,,unk,,1RXS J083842.1-282723,,0.0,0.9642502,0,0.0037209626238493467,0.9962790373761269,0.06638527836034129,0.9336147216396586,0.4287886457230807,0.5712113542769197,0.18276757120324807,0.8172324287967532,0.0,0.0,0.0,0.0
4FGL J0851.9-4620e,266.26007,-1.2322998,-18.461504043511884,1.7815572,0.020546166,-0.01281672,1.0516888,0.9917186,-0.4710782,4.050309E-5,-0.56820893,-0.43300146,-0.41023302,-0.19787234,2.48102586049368,8.85360389757306,PowerLaw,0.008514093,0.029919153,3FGL J0852.7-4631e,3FHL J0851.9-4620e,SNR,,RX J0852.0-4622,,,,0,0.7542457514466967,0.24575424855329006,0.9950325371583673,0.004967462841632776,0.9388803745429195,0.06111962545708066,0.9321159539883367,0.06788404601166238,0.0,0.0,0.0,0.0
4FGL J0852.5-3123,254.77513,8.371002,-22.683748608702338,1.7633686,0.4310684,0.16913265,1.1179553,-0.9770147,-0.9999569,0.0012909642,0.9999955,-0.56144994,-0.25951207,-0.2682175,1.9472735865007131,9.123294012556492,PowerLaw,0.21291097,0.7228481,,3FHL J0852.5-3124,unk,,NVSS J085238-312331,,0.0,0.84441847,0,0.998419300822001,0.0015806991779905835,0.9969314141033798,0.003068585896620824,0.9997043448060323,0.00029565519396718615,0.9953003051408738,0.004699694859126826,0.0,0.0,0.0,0.0
4FGL J0858.0-3130,255.60423,9.196126,-21.80607170272496,1.8104843,0.14447413,0.047732808,0.831776,0.99781835,-0.93807214,4.329169E-4,0.22234987,-0.38825926,-0.48197287,-0.17112976,2.555865705945939,8.677613319971364,PowerLaw,0.06421295,0.21230616,3FGL J0858.1-3130,3FHL J0858.0-3131,unk,,NVSS J085802-313040,,0.0,0.98605096,0,0.9998454089386527,0.00015459106135534966,0.9971312297829297,0.0028687702170702017,0.9991434988273759,0.0008565011726238796,0.9990314736474046,0.0009685263525954835,0.0,0.0,0.0,0.0
4FGL J0904.7-4908c,269.78375,-1.4360971,-21.127563395254878,2.7643707,0.270497,0.58164185,3.7125587,-0.7002094,-0.12683375,0.004839268,-0.87636447,-0.83516103,-0.72825205,-0.9999998,1.270184167799902,6.553874997761794,LogParabola,0.13987103,0.3369747,3FGL J0905.6-4917,,unk,,1RXS J090505.3-490324,,0.0,0.8047491,49,0.9747099604437607,0.025290039556239274,0.763253927010997,0.23674607298900313,0.7757431773402994,0.2242568226596999,0.8829574192603299,0.11704258073966753,0.0,0.0,0.0,0.0
4FGL J0910.0+4257,178.2341,42.924023,-22.14736178073683,2.5162601,0.38856333,0.5278365,2.4584827,0.9996925,-0.6061924,0.008660955,-0.6227254,-0.91758364,-0.99983925,0.9992558,2.3204123003803727,6.806506786246837,PowerLaw,0.38136956,0.7378901,,,css,,3C 216,,0.0,0.96243405,0,0.9950969095114088,0.004903090488580618,0.987357135854707,0.01264286414529312,0.9700784787673314,0.02992152123266748,0.9673293877405387,0.032670612259459914,0.0,0.0,0.0,0.0
4FGL J0912.1-6449,282.17368,-11.215276,-21.456251015820836,2.3138397,0.17780812,0.2777572,3.0664134,0.96543825,0.7890016,0.0030550077,-0.5045285,-0.6613404,-0.8332424,-0.99809575,1.9964324105327087,7.168495224958328,LogParabola,0.12216962,0.37743372,3FGL J0912.2-6452,,glc,,NGC 2808,,0.9973071,0.0,0,0.9223224560874681,0.07767754391255695,0.9617224097437992,0.03827759025620103,0.9578358133837225,0.042164186616277306,0.9211271460388796,0.0788728539611203,0.0,0.0,0.0,0.0
4FGL J0921.7-6317,281.7689,-9.40067,-21.736767034924224,2.2315495,0.30244607,0.40420043,3.1826384,-0.94050187,0.8844471,0.005580947,-0.5728391,-0.37759072,-0.99927205,-0.9996066,1.1987892142931833,7.473239982519812,LogParabola,0.21969612,0.7104067,,,lmb,,2S 0921-630,,0.86303204,0.0,256,0.8904112826683915,0.10958871733163085,0.916296529037622,0.08370347096237903,0.8611460784760825,0.13885392152391687,0.8935602701831946,0.10643972981680495,0.0,0.0,0.0,0.0
