Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC_FHL,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
4FGL J0951.7-5328,278.0827,0.5000744,-21.64481637599231,2.1242259,0.13411555,-0.056346893,0.7269377,-0.9999943,0.9999031,1.409205E-4,-0.6129298,-0.55348194,-0.9169788,0.40233496,1.8036472078006467,8.187848187622594,PowerLaw,0.05389804,0.1373736,,,spp,,SNR G279.0+01.1,,0.8,0.0,0,0.9664912508594382,0.03350874914057694,0.9916555372123043,0.008344462787696058,0.9913923143562742,0.008607685643726515,0.9714321348929007,0.02856786510709922,0.0,0.0,0.0,0.0
4FGL J0955.7+6940,141.42867,40.568253,-20.82369358432159,2.2008681,0.051250767,0.054211184,1.9618894,0.99874336,-0.43108726,4.8534657E-4,-0.55452776,-0.6508882,-0.57353497,-0.71512103,1.8648296744127442,7.175459261745113,PowerLaw,0.028189376,0.07778383,3FGL J0955.4+6940,3FHL J0955.8+6939,sbg,,M 82,,0.99874455,0.99849063,0,0.9988917096105678,0.001108290389451017,0.9945580298732021,0.0054419701267970615,0.9753022696087578,0.024697730391242383,0.9872966899439115,0.01270331005608835,0.0,0.0,0.0,0.0
4FGL J1008.1-5706,282.1348,-0.97617835,-20.0066076111865,2.7520726,0.12853038,0.16316858,3.325876,0.6621779,-0.27046263,9.6295204E-4,-0.81222725,-0.86843467,-0.7428435,-0.8404949,1.1611195229084164,6.97148190812458,LogParabola,0.061020095,0.4847074,3FGL J1008.6-5706,,unk,,1RXS J100718.2-570335,,0.0,0.83419794,258,0.7232525030492606,0.2767474969507265,0.5971873226348897,0.40281267736511134,0.41098609780917733,0.5890139021908227,0.7310326615597708,0.2689673384402289,0.0,0.0,0.0,0.0
4FGL J1011.1-4420,275.09564,9.692405,-22.495034528997394,2.0515158,0.20493838,0.024284966,0.31560186,-0.5326193,-0.7776205,6.32841E-4,-0.64538944,-0.4872341,-0.27368194,-0.54660404,1.6904507550779944,8.126581128666858,PowerLaw,0.082996905,0.2485454,,,unk,,1RXS J101130.7-442241,,0.0,0.8644327,256,0.9998147674380092,0.0001852325619992598,0.9960203824259231,0.00397961757407656,0.9997170353953467,0.00028296460465353766,0.9991348133436582,0.000865186656342553,0.0,0.0,0.0,0.0
4FGL J1018.9-5856,284.3546,-1.684872,-17.52162111476039,2.4562974,0.02302324,0.23604476,21.22688,-0.18726236,-0.46364504,5.9372507E-4,-0.66892296,-0.7594122,-0.9072475,-0.8428066,1.587528248550461,7.4802966561227775,LogParabola,0.014330084,0.05525957,3FGL J1018.9-5856,3FHL J1018.8-5857,HMB,,1FGL J1018.6-5856,FGES J1036.3-5833 field,1.0,0.0,0,0.0030202379641162125,0.9969797620358628,0.025270233525372755,0.974729766474627,3.956625574561334e-06,0.999996043374425,0.08264731938489206,0.9173526806151083,0.0,0.0,0.0,0.0
4FGL J1023.3-5747e,284.2092,-0.4104208,-19.309823600872598,2.0500348,0.101580665,-0.0060551167,0.20948622,-0.5099584,0.93578976,1.8829726E-4,-0.85819185,-0.558872,-0.6138597,-0.44972405,1.5692690112451286,9.880826213013048,PowerLaw,0.024684317,0.21016303,3FGL J1023.1-5745,3FHL J1023.3-5747e,SFR,,Westerlund 2,FGES J1036.3-5833 field,,,4,0.3836168374734785,0.61638316252652,0.9835181733266825,0.016481826673317875,0.3891332876633459,0.6108667123366541,0.8545539909640527,0.14544600903594884,0.0,0.0,0.0,0.0
4FGL J1023.7+0038,243.48004,45.78247,-19.979499167341267,2.381923,0.043824263,0.16053842,6.4023013,-0.30108476,-0.43633813,0.0011825457,-0.70025456,-0.731832,-0.84937334,-0.755062,6.894878724498519,6.280528788923455,LogParabola,0.027252652,0.08444447,2FGL J1023.6+0040,3FHL J1023.7+0040,LMB,,PSR J1023+0038,,1.0,0.0,0,0.9972020257350709,0.0027979742649448425,0.9980404287034653,0.001959571296535404,0.9998730783368506,0.00012692166314979804,0.9562546289772831,0.04374537102271594,0.0,0.0,0.0,0.0
4FGL J1024.5-5329,282.05533,3.313429,-23.055818758672736,1.7436507,0.54778194,0.71053404,3.2382772,0.9990427,-0.9784301,0.001375271,0.998982,-0.32469174,-0.19355282,-0.8262658,2.2906193716279097,9.044993683427803,LogParabola,0.42333594,0.018988354,,,unk,,1RXS J102441.6-533141,,0.0,0.809698,0,0.9892228385534446,0.010777161446578448,0.9910672513590179,0.00893274864098143,0.99857725397238,0.0014227460276195537,0.977226560209535,0.022773439790464856,0.0,0.0,0.0,0.0
4FGL J1024.5-4543,277.87323,9.875003,-22.14997326132257,1.8894291,0.18710971,0.0718303,0.95827967,0.99981236,-0.33661473,6.649691E-4,-0.6373359,-0.35134572,-0.3362724,-0.65438634,2.0994151191839086,8.446761821500637,PowerLaw,0.087268144,0.2768172,3FGL J1024.4-4545,3FHL J1024.5-4543,unk,,1RXS J102430.1-454401,,0.0,0.94164234,0,0.9997739598292187,0.00022604017076704246,0.9951916908595927,0.004808309140408036,0.999036469264826,0.0009635307351738993,0.9988000619149837,0.0011999380850155426,0.0,0.0,0.0,0.0
4FGL J1029.3-6657,289.66034,-7.8187947,-22.047679875488445,2.3864923,0.22467226,0.017589143,0.26890948,-0.08345654,-0.7189794,0.0015924104,-0.9107895,-0.16008483,-0.59926194,-0.66364086,2.618687665308777,7.792018233602807,PowerLaw,0.082882255,0.16262624,,,unk,,PMN J1029-6656,,0.0,0.9064799,0,0.9997892746987704,0.00021072530120707533,0.9987532136307734,0.0012467863692271256,0.9994936483453595,0.0005063516546394419,0.9917963522071324,0.008203647792866637,0.0,0.0,0.0,0.0
4FGL J1034.7-4645,279.9387,9.928071,-22.520618039013794,2.125096,0.5033262,0.10830732,0.5195869,-0.77410126,-0.69242674,0.0026185566,-0.54824924,-0.58756196,-0.2186595,-0.7017657,2.294787666824012,8.090293862887446,PowerLaw,0.2571241,0.7753543,,3FHL J1034.8-4645,unk,,1RXS J103438.7-464412,,0.0,0.9521657,0,0.9998617255747385,0.00013827442526867463,0.9971101134216583,0.0028898865783407233,0.9998912238071124,0.00010877619288788659,0.9965195279098578,0.0034804720901430177,0.0,0.0,0.0,0.0
4FGL J1045.1-5940,287.60138,-0.6245656,-17.67913393747216,2.2978935,0.017950824,0.12813604,12.477075,0.99990803,-0.30687714,3.0369606E-4,-0.6072522,-0.636686,-0.79471,-0.6387037,3.687537783755209,7.608290500631762,LogParabola,0.011516484,0.03826733,3FGL J1045.1-5941,3FHL J1045.1-5941,BIN,,Eta Carinae,FGES J1036.3-5833 field,1.0,0.0,4,0.5266488615292351,0.4733511384707638,0.046669038842142296,0.953330961157857,0.02466615082268287,0.9753338491773169,0.7678059049740359,0.23219409502596405,0.0,0.0,0.0,0.0
4FGL J1045.7-6414,289.79263,-4.627209,-21.199793237713887,2.4304419,0.13503169,0.1253698,1.9118865,0.330991,-0.6781618,0.002966998,-0.5716791,-0.68578583,-0.8613857,-0.9985401,2.0892731188661937,7.3597185933964635,PowerLaw,0.0784911,0.39292035,3FGL J1045.3-6414,,unk,,1RXS J104537.2-641438,,0.0,0.958258,0,0.9947156318784206,0.0052843681215826365,0.9874559905018148,0.012544009498185115,0.9692115233475238,0.03078847665247711,0.9671581813594063,0.03284181864059309,0.0,0.0,0.0,0.0
4FGL J1051.6+3253,193.0703,63.529655,-22.693440052929414,2.1935024,0.15314315,-0.055655,0.7630663,-0.13290206,-0.9874751,0.0011005745,0.5548138,-0.5501928,-0.25789192,-0.99954116,3.1028771231595824,7.652397866003612,PowerLaw,0.0582245,0.34271568,,,sbg,,NGC 3424,,0.99207217,0.84119767,0,0.9999450341454136,5.496585457839282e-05,0.9993839129404858,0.0006160870595139481,0.9999689538295382,3.104617046143146e-05,0.998864150972938,0.0011358490270624555,0.0,0.0,0.0,0.0
4FGL J1059.5-6021,289.52295,-0.43875116,-20.732632583378106,2.5050993,0.20403333,0.22323956,2.4968026,0.89884895,-0.29571664,0.004757831,-0.6853101,-0.68366,-1.0,0.9999978,1.5063199357098047,7.885871981352578,PowerLaw,0.14099497,0.57478225,,,spp,,SNR G289.7-00.3,,0.8,0.0,16,0.39317717377787087,0.6068228262221289,0.7700472130783902,0.2299527869216105,0.5772206667501947,0.42277933324980554,0.8411167481267983,0.15888325187320076,0.0,0.0,0.0,0.0
4FGL J1102.0-6054,290.0243,-0.8094458,-19.31847914279277,2.5503259,0.09016812,0.28434625,6.817263,-0.6205233,-0.22810178,0.00815391,-0.7038772,-0.8378188,-0.8667945,-0.112086535,1.0746326252197924,7.358051358911639,LogParabola,0.060532514,0.6701683,3FGL J1101.9-6053,,spp,,2MASS J11015838-6056516,FGES J1109.4-6115 field,0.9733658,0.0,528,0.11876789614478798,0.8812321038552352,0.07366908928637145,0.9263309107136277,0.04236746533711105,0.9576325346628891,0.2282172969306241,0.7717827030693761,0.0,0.0,0.0,0.0
4FGL J1151.4-6248,296.142,-0.73365104,-20.839525108628568,2.4054732,0.23930866,0.080045745,1.3459866,0.7964288,0.6870723,0.001377602,-0.83171517,-0.6539181,-0.73305786,-0.7018278,2.005571721326245,8.056117334745545,PowerLaw,0.0803721,0.12988633,,,spp,,SNR G296.1-00.5,,0.8,0.0,16,0.9860877692339267,0.013912230766066966,0.9773669351163445,0.022633064883655154,0.9213170829675401,0.07868291703246141,0.9336241629233217,0.06637583707667842,0.0,0.0,0.0,0.0
4FGL J1152.6-6207,296.1239,-0.026665341,-21.225244312053825,2.5623393,2.1205144,0.42462674,2.8873436,-0.6141717,-0.5550127,0.0014219682,-0.7374745,-0.9002507,-0.35535473,-1.0,1.7876453705127608,7.572992165763495,PowerLaw,1.0009781,0.21879233,,,spp,,SNR G296.1-00.5,,0.8,0.0,8,0.9419521055504269,0.058047894449565374,0.9849309381907273,0.015069061809273601,0.9873169198866927,0.012683080113306803,0.89481021826306,0.10518978173693916,0.0,0.0,0.0,0.0
4FGL J1155.2-6259,296.59695,-0.80959797,-21.099195100158656,2.2387471,0.17782712,-0.035031345,0.68571186,-0.5381381,0.90804875,0.0048315213,-0.65953726,-0.6477057,-0.81940037,-0.75058323,1.4687058656036478,8.851570807278828,PowerLaw,0.04783829,0.9486406,,,spp,,SNR G296.7-00.9,,0.8,0.0,260,0.9885499132914234,0.011450086708569321,0.9817873154070237,0.01821268459297767,0.851403423080463,0.1485965769195364,0.9428612012219628,0.05713879877803827,0.0,0.0,0.0,0.0
4FGL J1155.6-6547,297.24838,-3.5403879,-21.74834683526234,2.6846857,0.30769733,0.29878345,2.600197,0.991633,-0.64396656,0.019738551,-0.82399255,-0.8877828,-0.999831,-0.88734776,0.3183238495819315,7.009158494847629,PowerLaw,0.15516332,1.3500289,,,unk,,PMN J1154-6542,,0.0,0.8986764,0,0.9635265800870971,0.03647341991289051,0.5929254193436707,0.40707458065632895,0.36230853737548335,0.6376914626245158,0.8887454886850665,0.11125451131493395,0.0,0.0,0.0,0.0
4FGL J1158.3-6232,296.84955,-0.29444847,-20.831986942627683,2.3399427,0.18287276,0.14853206,2.1033611,0.9519907,-0.49282143,0.0019944909,-0.5854566,-0.6545139,-0.8262109,-0.7271052,2.927431904443388,8.17790046896178,PowerLaw,0.09885871,0.3736447,,,spp,,SNR G296.8-00.3,,0.8,0.0,1,0.9804339877082443,0.01956601229174352,0.9895758649792574,0.010424135020741254,0.9537337977811917,0.04626620221880796,0.9720992799873646,0.027900720012636375,0.0,0.0,0.0,0.0
4FGL J1159.3-6122,296.7372,0.8614489,-21.300335174392856,2.515913,0.20531122,0.12405409,1.69768,0.85220695,-0.58188796,0.0028910935,-0.6192164,-0.6825904,-0.85436934,-0.99997663,2.533631068819186,7.719170533104116,PowerLaw,0.09016947,0.34979236,,,unk,,1RXS J115843.7-611934,,0.0,0.80742866,285,0.9866594405480377,0.013340559451946087,0.9864194674766538,0.013580532523346046,0.96528330139974,0.03471669860026089,0.9783227511953978,0.021677248804602284,0.0,0.0,0.0,0.0
4FGL J1208.5-5243e,296.36636,9.593775,-20.660810966449283,1.8621867,0.056466695,0.0022230311,0.09528506,0.99988973,0.014626807,1.0654692E-4,-0.5937532,-0.24116923,-0.5409957,-0.44197026,1.0558150567234181,8.234492239227682,PowerLaw,0.022644961,0.06759253,3FGL J1209.1-5224,3FHL J1208.5-5243e,SNR,,SNR G296.5+10.0,,,,4,0.9990397710421635,0.0009602289578143077,0.9786903372886195,0.02130966271137986,0.9802526903030894,0.019747309696910895,0.9900323973072849,0.009967602692714357,0.0,0.0,0.0,0.0
4FGL J1213.3-6240e,298.58282,-0.12688911,-18.601709581930905,2.2630107,0.03856765,0.0879548,5.2691584,0.9306838,-0.26799053,4.7461462E-4,-0.62930053,-0.611491,-0.7113656,-0.63375944,1.8558944003901792,7.914983261509428,LogParabola,0.019347547,0.076485485,3FGL J1214.0-6236,3FHL J1213.3-6240e,snr,,SNR G298.6-00.0,,,,4,0.866267071177731,0.13373292882226884,0.19366302983579123,0.806336970164208,0.1589614572772083,0.8410385427227914,0.7675355265996994,0.23246447340030152,0.0,0.0,0.0,0.0
4FGL J1256.1-5652,303.57413,5.9941196,-21.37692036070391,2.6708608,0.19477421,0.56947947,3.686541,0.99997765,-0.3790823,0.007024405,-0.7698849,-0.8848353,-0.6870464,-0.9963114,1.4148557940946715,6.521526461361144,LogParabola,0.20093472,0.45234197,3FGL J1256.1-5703,,unk,,1RXS J125554.2-564945,,0.0,0.90431535,0,0.9615811261770957,0.03841887382288417,0.6092412796571631,0.3907587203428373,0.8421385469231353,0.15786145307686486,0.9211640535216319,0.0788359464783685,0.0,0.0,0.0,0.0
4FGL J1303.0-6312e,304.23477,-0.3575033,-19.86060367836941,1.8191205,0.053378373,-0.031382,1.2688553,0.027099373,-0.6490581,7.905112E-5,-0.65219826,-0.5160149,-0.48166314,-0.15933274,1.1260034272311423,9.264395035272871,PowerLaw,0.021829495,0.07677413,3FGL J1303.0-6312e,3FHL J1303.0-6312e,PWN,,HESS J1303-631,,,,0,0.4677906462341634,0.5322093537658388,0.9608591488353598,0.03914085116464052,0.8219784806747167,0.1780215193252828,0.9298679057940733,0.07013209420592743,0.0,0.0,0.0,0.0
4FGL J1305.4-4928,305.27112,13.334779,-20.759174381327362,2.275475,0.06013635,0.041597955,1.2751092,0.0133807445,-0.3772995,3.5656788E-4,-0.69797254,-0.5447216,-0.70722675,-0.5527705,2.074528560415541,7.251316826947456,PowerLaw,0.03201434,0.07744711,3FGL J1305.4-4926,3FHL J1305.4-4927,sbg,,NGC 4945,,0.9997731,0.99789065,0,0.9987920630017235,0.0012079369982677351,0.9901113793366649,0.009888620663334399,0.9932610643413473,0.006738935658654213,0.990188586209645,0.009811413790355673,0.0,0.0,0.0,0.0
4FGL J1305.5-6241,304.55353,0.13339922,-19.554141571898096,2.3462372,0.06691508,0.032365866,1.055323,0.09167104,0.12803252,3.3383217E-4,-0.5502696,-0.64709306,-0.74822825,-0.5230289,1.4648469433818718,8.053897573073698,PowerLaw,0.032937482,0.09057395,3FGL J1305.7-6241,3FHL J1305.5-6240,snr,,Kes 17,,0.8,0.0,0,0.9774046293308908,0.022595370669094433,0.9577850394986315,0.04221496050136915,0.7210065991579448,0.27899340084205615,0.8508451246702994,0.1491548753297008,0.0,0.0,0.0,0.0
4FGL J1326.6-4729,309.07816,14.957956,-19.97715728996472,2.2061112,0.08546054,0.52050567,10.63344,0.9593858,-0.10762653,0.002348793,-0.35097447,-0.65816134,-0.9421072,-0.99999934,1.7898311891713257,7.432501855091546,LogParabola,0.08188136,0.25342542,3FGL J1326.7-4727,,glc,,Omega Cen,,0.99792176,0.0,0,0.0008717606614613294,0.9991282393385513,0.04155876361309779,0.9584412363869022,0.016089779371971896,0.9839102206280287,0.016766601810584276,0.9832333981894162,0.0,0.0,0.0,0.0
4FGL J1331.0+3032,56.791004,80.68729,-22.513497613845573,2.4111938,0.20571885,0.11289595,1.1937506,0.84160626,-0.79560816,0.0034906508,-0.73277444,-0.36056697,-0.88392067,-0.99997497,1.0718820293535118,7.157789221123812,PowerLaw,0.11512288,0.43641132,3FGL J1330.5+3023,,css,,3C 286,,0.98512655,0.99724907,0,0.9872048356150737,0.012795164384948456,0.9607098772997468,0.039290122700252464,0.9002772277411347,0.09972277225886503,0.9847717351834564,0.015228264816544303,0.0,0.0,0.0,0.0
4FGL J1343.8-6208,309.01355,0.109214574,-20.41937581369586,2.4456034,0.051276114,0.16099727,2.1943939,0.9993017,0.6614761,0.005582016,-0.61114734,-0.7782309,-0.7498355,-0.659815,1.6386666889096555,7.982682886925845,PowerLaw,0.00534107,0.8691702,,,spp,,SNR G308.8-00.1,,0.8,0.0,26,0.969437293182635,0.030562706817370628,0.8436320552456104,0.15636794475438967,0.6435313864040603,0.35646861359593907,0.8338422920637348,0.1661577079362647,0.0,0.0,0.0,0.0
4FGL J1344.9-6228,309.07404,-0.24557248,-19.522155088790594,2.5508382,0.13879707,0.37481523,6.2396183,0.99307877,-0.4341112,0.0015433838,-0.5205687,-0.78994644,-0.9411647,-0.95633686,1.3531690867031534,7.475430558927335,LogParabola,0.10427936,0.2049319,3FGL J1345.1-6224,,spp,,SNR G308.8-00.1,,0.8,0.0,18,0.007309727143736566,0.9926902728562715,0.06915973046219413,0.9308402695378054,0.023762362523692404,0.9762376374763075,0.05879069503806397,0.9412093049619359,0.0,0.0,0.0,0.0
4FGL J1345.3-6253,309.02722,-0.65269184,-20.568868444979312,2.515805,0.3626,0.971557,3.527868,-0.9774122,0.46384728,0.008955217,-0.393027,-0.56811476,-0.99997383,0.99761266,1.7133431021167855,7.875591233507253,LogParabola,0.22903551,0.5738234,,,spp,,SNR G309.2-00.6,,0.8,0.0,20,0.09511078731304559,0.9048892126869534,0.7011855678015276,0.298814432198473,0.33163657193166546,0.6683634280683344,0.5662448952074506,0.43375510479254975,0.0,0.0,0.0,0.0
4FGL J1355.2-6420e,309.76733,-2.3228676,-21.98868823121118,1.3194005,0.1295313,0.051234823,0.77671975,-0.99988526,-0.91414434,1.5614866E-4,0.733432,0.9883475,-0.12451162,-0.067457475,1.5790036574774051,11.026661225672381,PowerLaw,0.0694158,0.24217628,3FGL J1356.6-6428,,PWN,,HESS J1356-645,,,,0,0.9997124453757364,0.00028755462425710004,0.9974097451702595,0.0025902548297398434,0.9990955806907921,0.0009044193092083612,0.9911120596029696,0.008887940397029875,0.0,0.0,0.0,0.0
4FGL J1358.2-6210,310.6401,-0.30418465,-19.46701718463805,2.5273852,0.11706793,0.28338286,5.317889,0.013799803,0.1659255,0.002441434,-0.61515284,-0.75766927,-0.8839616,-0.9960404,1.2879857551788692,7.4574162531972,LogParabola,0.08482031,0.27680346,,,spp,,SNR G310.6-00.3,,0.8,0.0,1,0.03953049287644039,0.9604695071235501,0.14776288187226258,0.8522371181277376,0.07492292767412462,0.925077072325875,0.20889910591307642,0.7911008940869227,0.0,0.0,0.0,0.0
4FGL J1420.3-6046e,313.57068,0.24041826,-19.477509818678705,1.9977322,0.002054993,-0.008990466,0.3309579,-0.93599355,0.98644805,2.500024E-4,-0.62061757,-0.65107656,-0.8005159,-0.0049822703,3.1514433089665785,10.077183305486933,PowerLaw,0.02641755,0.39558667,3FGL J1420.0-6048,1FHL J1420.1-6047,PWN,,HESS J1420-607,,,,0,0.7115656100240406,0.2884343899759748,0.9962739790880277,0.0037260209119716714,0.8460099211310993,0.15399007886890057,0.9075368561092774,0.09246314389072231,0.0,0.0,0.0,0.0
4FGL J1433.5-5457,317.3163,5.031497,-21.389362067047514,2.6422753,0.16995482,0.22216052,2.5978894,-0.51363885,-0.64017165,0.00420328,-0.7946666,-0.6665649,-0.99239564,-0.98075074,1.5680650590376553,6.912394769880837,PowerLaw,0.11351543,0.37078682,,,unk,,1RXS J143329.9-545931,,0.0,0.9276447,0,0.9587744541572358,0.041225545842784476,0.8982512567966795,0.10174874320332004,0.9063951999179378,0.09360480008206323,0.9445606098604519,0.05543939013954795,0.0,0.0,0.0,0.0
4FGL J1435.8-6018,315.5187,-0.01864386,-20.14057948579285,2.6914291,0.25545567,0.7263333,5.7237,-0.8925961,0.19737794,0.01122311,-0.66166353,-0.96996695,-0.6323464,-0.9952334,1.545538428605146,6.91804664078655,LogParabola,0.18661137,1.457132,,,spp,,SNR G315.4-00.3,,0.8,0.0,9,0.8177568186393954,0.1822431813606046,0.29088523890894435,0.7091147610910562,0.3426079410498396,0.6573920589501613,0.5914351909870361,0.40856480901296444,0.0,0.0,0.0,0.0
4FGL J1441.6-5951c,316.36096,0.1064657,-20.312990387736665,2.5094075,0.29776126,0.99920505,4.342684,0.97178346,-0.8365671,0.0063287457,-0.32967225,-0.4558113,-0.95946884,-0.99968964,2.516461209348473,8.072050371346743,LogParabola,,0.4848557,3FGL J1441.5-5955c,,spp,,SNR G316.3-00.0,,0.8,0.0,2096,0.579466474311222,0.4205335256887726,0.5226449737059254,0.4773550262940746,0.12733898021416407,0.8726610197858352,0.5816448454629566,0.41835515453704347,0.0,0.0,0.0,0.0
4FGL J1442.2-6005,316.33533,-0.13442212,-19.415176493114444,2.5027559,0.13414702,0.3139325,5.1901894,-0.828739,0.99543715,0.0021237298,-0.57042617,-0.71353287,-0.9373425,-0.8132322,2.6362600406556487,7.551921384650358,LogParabola,0.0993784,0.2784467,2FGL J1441.6-5956,,spp,,SNR G316.3-00.0,,0.8,0.0,4,0.04052157696130366,0.9594784230387104,0.5882042552630384,0.4117957447369621,0.43088271688511004,0.5691172831148902,0.3051015968891974,0.6948984031108028,0.0,0.0,0.0,0.0
4FGL J1443.0-6227e,315.4419,-2.3204007,-21.478629494951097,1.4452621,0.12377796,0.15002629,2.7382033,-0.9999079,-0.9977778,1.2629473E-4,0.9999342,0.96970326,-0.106480576,-0.08996733,2.4959839063552245,10.199647969535262,PowerLaw,0.069190815,0.14017238,,3FHL J1443.0-6227e,SNR,,RCW 86,,,,0,0.9981685353986836,0.0018314646013338144,0.9970765398720683,0.0029234601279321845,0.9996563494722586,0.0003436505277411695,0.9914620647013329,0.008537935298666968,0.0,0.0,0.0,0.0
4FGL J1453.4-5858,318.09995,0.26264417,-20.700404356345146,2.5113757,0.21625845,0.1797059,1.6789157,-0.87059826,0.5815898,0.010046076,-0.65613925,-0.7604938,-0.8500892,-0.52479345,1.540289682145412,7.9071721935768435,PowerLaw,0.18139581,1.4917674,,,spp,,SNR G318.2+00.1,,0.8,0.0,29,0.9730900975741879,0.026909902425802216,0.9481832787172347,0.05181672128276548,0.8179968860427563,0.18200311395724286,0.8695018879125922,0.13049811208740786,0.0,0.0,0.0,0.0
4FGL J1459.0+7140,109.99322,42.10191,-22.26719198402347,2.446429,0.10994615,0.027050072,0.44097516,0.986928,-0.60490036,0.0010096295,-0.6256087,-0.767218,-0.85722786,-0.0652878,4.516418514936266,6.806866903935196,PowerLaw,0.061688002,0.14428988,,,css,,3C 309.1,,0.999343,0.9974714,0,0.9998795106856718,0.00012048931433651731,0.9993710665546315,0.0006289334453694677,0.9999096423077982,9.035769220288922e-05,0.9975807661913239,0.0024192338086753123,0.0,0.0,0.0,0.0
4FGL J1459.0-5353,321.13934,4.4041533,-21.654020981015524,2.4928174,0.22447738,0.06998812,0.8401933,-0.81300247,0.9841124,0.0013416008,-0.6990929,-0.89047426,-0.35805655,-0.6249512,2.440615073609784,7.531352897417362,PowerLaw,0.11668728,0.12838912,,,unk,,AT20G J145935-535047,,0.0,0.8657233,28,0.9993339995559444,0.0006660004440309397,0.994111194121135,0.0058888058788654895,0.9993800054907062,0.0006199945092943862,0.9861076807439505,0.013892319256048771,0.0,0.0,0.0,0.0
4FGL J1503.6-4146,327.78787,14.621769,-22.184013571667535,2.2717247,0.14670701,-0.034557857,0.40362686,0.9799734,-0.44514665,2.962665E-4,-0.45907617,-0.716584,-0.64634764,-0.2743118,1.1997161877361509,7.68442893798704,PowerLaw,0.06876308,0.15910132,1FGL J1501.6-4204,,spp,,SNR G327.6+14.6,,0.8,0.9164554,0,0.9996131031133241,0.00038689688669002464,0.9777000152919081,0.022299984708091698,0.9947241933463201,0.005275806653679195,0.996105427622813,0.0038945723771882483,0.0,0.0,0.0,0.0
4FGL J1508.9-4110,329.00006,14.637994,-21.837649661926683,2.593939,0.30537745,0.6966003,4.293884,0.99801236,-0.35453758,0.006492038,-0.53457856,-0.9387823,-0.9999995,0.9995319,1.1120436716294002,6.766206415013129,LogParabola,0.277491,0.506832,,,spp,,SNR G330.0+15.0,,0.8,0.0,2,0.9959209214061734,0.004079078593837693,0.3973189193078678,0.6026810806921323,0.657366769814922,0.3426332301850794,0.8700647510076889,0.1299352489923113,0.0,0.0,0.0,0.0
4FGL J1514.2-5909e,320.3458,-1.2088813,-19.415350945829527,1.802716,0.037354045,-0.0029276225,0.14191984,-0.4693959,-0.58738655,7.0628834E-5,-0.6750476,-0.32718375,-0.45836535,-0.32642505,2.0299169276561058,9.340554267788388,PowerLaw,0.018397452,0.05571204,3FGL J1514.0-5915e,3FHL J1514.2-5909e,PWN,,MSH 15-52,,,,516,0.6861718815794444,0.3138281184205531,0.9956623565049753,0.004337643495026076,0.9656720563672947,0.03432794363270427,0.9420198956503322,0.057980104349668195,0.0,0.0,0.0,0.0
4FGL J1518.8+0203,3.8860004,46.730453,-21.90606096241988,2.2777874,0.2979084,0.620786,3.2566414,-0.9999698,0.99964726,0.0100162625,-0.19913152,-0.78239876,-0.8410434,-0.9919733,1.752083832615635,7.32001829553129,LogParabola,0.30670267,1.0255526,,,glc,,NGC 5904,,0.99198514,0.0,0,0.9726489159204733,0.027351084079505636,0.7303709832199645,0.26962901678003487,0.7620724242066226,0.23792757579337692,0.8774205166170618,0.12257948338293777,0.0,0.0,0.0,0.0
4FGL J1528.4-6729,317.13382,-9.05881,-22.244758167013238,1.9929659,0.18867199,0.09140568,1.2157878,0.9836491,-0.70973223,5.2698504E-4,-0.600059,-0.4352374,-0.4134986,-0.69016135,1.4081312743111944,8.404955884738861,PowerLaw,0.084417775,0.20786524,,3FHL J1528.4-6730,unk,,1RXS J152815.0-673003,,0.0,0.92409295,0,0.999812856973796,0.00018714302618924434,0.9936490475986252,0.006350952401375734,0.9961405914985171,0.0038594085014822476,0.9990791264915941,0.0009208735084060789,0.0,0.0,0.0,0.0
4FGL J1533.9-5712e,323.59512,-0.99994844,-23.467018874020145,0.96843463,0.36137158,0.011113556,0.08603535,-0.9965687,-0.9905401,2.988199E-4,0.7281735,0.99910915,-0.6981712,-0.04528277,1.1373177107219121,12.38599490965539,PowerLaw,0.16196422,0.8670508,,,SNR,,HESS J1534-571,,,,1,0.9997642889454422,0.00023571105458138758,0.995728201248528,0.004271798751471651,0.9909698624115023,0.009030137588498065,0.9911891535199377,0.00881084648006291,0.0,0.0,0.0,0.0
4FGL J1534.7+2331,36.654972,53.071682,-22.253266427228294,2.4161868,0.15959533,0.03564736,0.43037373,-0.04736591,-0.6303398,0.001265992,-0.5853123,-0.71071243,-0.9997804,0.9985236,2.5926875680285084,6.897106683398885,PowerLaw,0.090752706,0.20866928,,,sbg,,Arp 220,,0.99150884,0.8805369,0,0.9965357423859352,0.003464257614080003,0.9988909417255422,0.0011090582744576914,0.9976962690485812,0.0023037309514181235,0.9946651882724893,0.005334811727510831,0.0,0.0,0.0,0.0
