Source_Name,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Pivot_Energy),LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,ln(Variability_Index),HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,Class_4FGL,ASSOC_FGL,ASSOC_FHL,ASSOC1,Flags
4FGL J1417.9+4613,86.82722,64.36962,-26.963447395977237,-28.637969629176045,5.842358747804592,2.9878602,0.1750508,-0.029861992,0.27469826,3.0841545854267114,0.992173,-0.6785089,-0.8692587,-0.8732858,-0.9976148,-0.9971319,AGN,fsrq,,,4C +46.29,0
4FGL J1417.9+2543,33.69584,70.599075,-26.424177634509075,-28.30544529629557,9.41561522474791,1.3496157,0.12817998,0.11674186,2.0278347,2.095800911007941,-0.94372696,-0.99085295,0.99999005,-0.20238914,-0.1362958,-0.105585106,AGN,bll,3FGL J1417.8+2540,3FHL J1418.0+2543,1E 1415.6+2557,0
4FGL J1418.4-0233,341.58008,53.65509,-24.245505632288964,-27.318539585855245,7.519610579236302,1.6398157,0.040607575,0.08008033,4.691837,4.456304094449587,0.719612,-0.4569042,-0.3651998,-0.2569202,-0.493149,-0.5408979,AGN,bll,3FGL J1418.4-0233,3FHL J1418.4-0233,NVSS J141826-023336,0
4FGL J1418.4+3543,63.21207,69.599205,-24.50933029197406,-27.75266862160658,6.720469124017458,2.0159938,0.03097876,0.066122346,4.7557135,7.276757553686143,0.31459984,-0.50853616,-0.5928891,-0.51949924,-0.6170841,-0.80184597,AGN,BCU,3FGL J1418.5+3543,3FHL J1418.4+3542,87GB 141615.9+355650,0
4FGL J1418.7-3504,322.45685,24.468801,-25.958443254709657,-28.16847945399151,6.111001753484833,2.6285067,0.15025634,0.211715,2.160944,3.00155719845124,0.6057116,-0.70640624,-0.8238773,-0.8313516,-0.9883227,-0.9989275,AGN,fsrq,,,PKS 1415-349,0
4FGL J1418.9+7731,117.02572,38.575043,-26.36974754891728,-28.459856419829755,8.057421954107038,1.4791343,0.11359852,0.1986737,3.8886726,2.85248543372642,0.9415908,-0.31634882,0.016009407,-0.2193038,-0.5071939,-0.52416927,AGN,bll,3FGL J1418.9+7731,3FHL J1419.0+7731,1RXS J141901.8+773229,0
4FGL J1419.3+0444,349.93033,59.3378,-26.725829980235286,-28.52653518622684,8.272997124354594,1.6886766,0.27206686,0.14430547,1.2989343,1.4004792009503235,-0.999417,0.9878038,-0.60178757,-0.36993966,-0.07196548,-0.99953365,AGN,bll,3FGL J1419.5+0449,3FHL J1419.4+0444,2MASS J14192748+0445138,0
4FGL J1419.4-0838,336.80557,48.35684,-24.43569121923345,-27.654691375598002,6.553779934912734,2.1378362,0.03583225,0.08011211,4.5616207,6.206036801615891,-0.27669144,-0.54093623,-0.58269244,-0.6275153,-0.7138251,-0.8602544,AGN,fsrq,3FGL J1419.5-0836,3FHL J1419.4-0839,NVSS J141922-083830,0
4FGL J1419.5+3821,69.84806,68.412506,-25.842783333968026,-28.240949924999608,6.993901057246786,2.447103,0.091948204,0.051281143,1.0224677,3.728478960977904,0.81985617,-0.44703668,-0.74607915,-0.74705094,-0.72582537,-0.5774615,AGN,fsrq,3FGL J1419.8+3819,,B3 1417+385,0
4FGL J1419.6-5153,316.49323,8.642742,-25.34209116379187,-27.65780146807358,7.008929578832293,2.4568553,0.09076433,0.07892629,1.423501,1.2896098748476976,0.19806705,-0.5796102,-0.68838304,-0.70292103,-0.72423065,-1.0,AGN,bcu,3FGL J1419.1-5156,,PMN J1419-5155,0
4FGL J1419.8+5423,98.29891,58.30302,-24.92695091159139,-28.304264639152894,6.752403703400684,2.343298,0.035732467,0.03239615,1.6150053,5.568940467226777,-0.08210834,-0.61964417,-0.6588386,-0.6514234,-0.75407785,-0.67961395,AGN,bll,3FGL J1419.9+5425,3FHL J1419.7+5423,OQ 530,0
4FGL J1420.3+0612,352.23233,60.258114,-26.604047462339732,-28.369076828385218,6.8066071380264885,2.5852337,0.10997969,-0.07339711,1.3260398,3.0121787743858133,0.998539,-0.52628237,-0.8713397,-0.47431424,-0.61472744,-0.4645217,AGN,bll,,,SDSS J142013.69+061428.6,0
4FGL J1420.9-7920,307.1563,-17.219162,-25.80181882385308,-28.073494720522408,7.008996763986716,2.3899872,0.11721511,0.10282882,1.8407799,2.602077309712042,0.9896358,0.18977253,-0.68764925,-0.6876022,-0.79786485,-0.9994003,AGN,bcu,3FGL J1421.8-7920,,PMN J1421-7920,0
4FGL J1421.1-4614,318.69992,13.86277,-25.98580396253898,-28.039511848660357,6.920878207090589,2.345493,0.14632276,0.19561146,2.2515907,2.4211410266380304,-0.50030637,-0.3189573,-0.6130167,-0.73772836,-0.9795113,-0.9998983,AGN,bcu,3FGL J1420.9-4615,,SUMSS J142047-461431,0
4FGL J1421.1-1120,335.38416,45.80384,-25.904588577059243,-28.244762939792437,7.000504253787367,2.2788506,0.11086801,0.12528503,2.12475,3.328936041633823,0.60396034,-0.4713144,-0.6529973,-0.63380516,-0.7733095,-0.9974297,AGN,bcu,3FGL J1421.0-1122,,PMN J1420-1118,0
4FGL J1421.1+3859,71.02454,67.86244,-27.05682309069438,-28.373805324830176,6.831470566701266,1.0062755,0.5190746,0.9995707,1.5543873,3.1445807155013763,0.88620275,-0.95992965,-0.16683674,-0.81357497,-0.99806535,-0.9997378,AGN,fsrq,,,TXS 1419+391,16
4FGL J1421.6-4819,318.03525,11.876802,-26.523211898878618,-27.962649680132333,6.8136506222427995,2.924961,0.32855576,0.5802617,3.208691,2.753949251356153,0.9897296,-0.46150336,-0.8158608,-0.80300313,-0.9999964,-0.3103675,AGN,bcu,,,PMN J1421-4820,0
4FGL J1422.3+3223,53.38123,69.632706,-25.455197913572743,-28.43239476707822,6.6200181106115625,2.3719044,0.050738554,0.04596805,1.5922879,6.4294319808185945,0.9999969,-0.59442145,-0.6983481,-0.76457596,-0.4125922,-0.7626459,AGN,fsrq,3FGL J1422.4+3227,,OQ 334,0
4FGL J1422.6+5801,101.84902,55.211433,-26.86939275426569,-28.595083946759974,8.430642823202549,1.3839206,0.16217214,0.23986688,3.3258226,2.0360562850516986,0.29872617,-0.9736183,0.6860669,-0.055752303,-0.36113977,-0.4796491,AGN,bll,3FGL J1422.8+5801,3FHL J1422.6+5801,1ES 1421+582,0
4FGL J1422.6+8150,119.101006,34.594646,-27.723218472038216,-29.09125027940569,7.915668112542271,1.344248,0.5334721,0.7682926,2.3414142,1.0051455063040386,-0.99992484,0.9998815,0.017501043,-0.5252956,-0.763797,-0.99999917,AGN,bcu,,,WN B1426.4+8205,0
4FGL J1423.1+3738,67.30788,68.049034,-26.070784537937506,-28.292537783802032,7.247084931809658,1.9276645,0.09246001,0.1445532,3.1391945,5.456021339853167,0.5277239,-0.42224082,-0.4705658,-0.45816562,-0.7928725,-0.5500735,AGN,bll,1FGL J1422.7+3743,3FHL J1423.1+3738,NVSS J142304+373729,0
4FGL J1423.5+4524,83.93665,64.13391,-27.24373381704766,-28.895140292377803,7.6632268078796075,2.1912568,0.16305766,-0.021623667,0.31068286,2.536739578209997,0.99380153,-0.6110688,-0.6886637,-0.39111042,-0.7243499,-0.3030098,AGN,bcu,,,87GB 142138.0+453705,0
4FGL J1423.5-7829,307.59653,-16.469435,-26.62237236931779,-28.17387685654515,6.990725450753461,2.2775736,0.18570167,0.30391788,3.2199464,3.6068767985212413,0.14043799,-0.6472787,-0.69861573,-0.60319835,-0.9999943,0.92096674,AGN,fsrq,3FGL J1422.8-7828,,PKS 1418-782,0
4FGL J1424.1-1750,332.07303,39.72544,-26.616025642304443,-28.41199264694475,8.306014276545623,1.8218,0.15506046,0.088457264,1.2874058,3.6284304598413057,-0.9999061,0.9996229,-0.43553784,-0.48076287,-0.37946776,-0.53497946,AGN,bll,3FGL J1424.3-1753,,NVSS J142412-175010,0
4FGL J1424.1+2917,44.433765,69.50134,-27.95088013731226,-29.08003145772284,8.714415066557022,1.6410744,0.31169787,0.12499528,0.84876907,2.0765710981331384,0.6479085,-0.9994916,0.9740977,-0.24404351,-0.63067585,-0.3287482,AGN,bcu,,,NVSS J142408+291800,0
4FGL J1424.2+0433,351.45593,58.402985,-25.85454496898445,-28.15712639231971,7.086353277816014,1.9800482,0.08733671,0.14887391,3.5257287,5.169046902790388,0.97748315,-0.38792998,-0.5375555,-0.5360933,-0.715484,-0.9999945,AGN,bll,3FGL J1424.3+0434,,TXS 1421+048,0
4FGL J1424.6+1447,8.0074625,65.045395,-26.41321621839533,-28.460233800856514,7.473064441026549,2.1522338,0.11827637,0.019310776,0.36860225,3.7441426906370325,-0.70609903,-0.644325,-0.6590289,-0.4426437,-0.71150327,-0.4560019,AGN,bll,,,SDSS J142436.29+144910.5,0
4FGL J1424.8-6808,311.47894,-6.8412933,-24.785541749431633,-27.500287069572057,6.83776861027084,2.3629117,0.054500554,0.22015731,6.8741665,4.557167690652077,0.9987649,-0.45831978,-0.68870574,-0.7855237,-0.7339467,-0.9999004,AGN,bcu,3FGL J1424.6-6807,3FHL J1424.5-6808,PKS 1420-679,0
4FGL J1425.0+3615,63.4706,68.17862,-25.845935887985064,-28.05875337891229,8.162641201678113,1.7189027,0.08924585,0.1263488,3.0436134,2.0412456937976855,-0.87586445,0.9418047,-0.20409307,-0.35970324,-0.52167267,-0.48888403,AGN,bll,3FGL J1424.9+3615,3FHL J1425.0+3614,FBQS J142455.5+361536,0
4FGL J1425.4-0119,345.1888,53.643364,-27.424256838354694,-28.780516604866612,8.556397753597746,1.4143282,0.39851233,0.49305364,2.2027826,2.816709370252119,0.9994736,-0.9999971,0.9998445,0.003430563,-0.70087993,-0.49933067,AGN,bll,,,2QZ J142526.2-011826,0
4FGL J1426.1+3403,57.56163,68.529755,-26.29664742096102,-28.594106315371025,7.502421909077724,2.0062633,0.10899345,0.09782182,1.8912249,2.7863663543469195,-0.87793493,-0.34707123,-0.57346207,-0.5187221,-0.5995316,-0.6953531,AGN,bll,3FGL J1426.2+3402,,RGB J1426+340,0
4FGL J1426.4+3625,63.67189,67.84317,-26.331432043375955,-28.274353274874645,6.296288774289732,2.6570163,0.12129708,0.02301848,0.35617268,2.5760075388681805,-0.59140563,-0.6634004,-0.7950397,-0.6811079,-0.5524837,-0.99996954,AGN,fsrq,,,B2 1424+36,16
4FGL J1427.0+2348,29.49318,68.20423,-22.830013638596494,-26.729479164286875,7.0938754590306665,1.7051728,0.014841821,0.058132533,6.8000183,5.524176587442958,-0.1104489,-0.2780462,-0.42151564,-0.38405642,-0.4695396,-0.48182243,AGN,BLL,3FGL J1427.0+2347,3FHL J1427.0+2348,PKS 1424+240,0
4FGL J1427.4-1823,332.65866,38.870132,-26.371431762792806,-28.35132267544975,8.211121843977692,1.8219669,0.14677563,0.08994991,1.3961084,2.327593810284125,-0.29263234,-0.8983786,0.053590696,-0.63943875,-0.104948364,-0.7560142,AGN,bcu,,3FHL J1427.4-1824,NVSS J142726-182303,0
4FGL J1427.6-3305,325.1789,25.587687,-24.771591516985893,-27.783480024036937,6.81496456060718,2.198522,0.0411231,0.11945302,5.2721,5.581807812696995,-0.33846602,-0.3550958,-0.63735235,-0.70152336,-0.66951317,-0.69873923,AGN,bll,3FGL J1427.6-3305,3FHL J1427.7-3305,PKS 1424-328,0
4FGL J1427.7-3215,325.58463,26.345203,-26.176623386413667,-28.264402812273428,7.908973642835604,2.102412,0.1013816,0.003974775,0.092487186,3.861936755578152,0.20006149,-0.75972706,-0.5723178,-0.57283354,-0.61867136,-0.19415785,AGN,bll,3FGL J1427.8-3215,3FHL J1427.7-3216,NVSS J142750-321515,0
4FGL J1427.9-4206,321.44855,17.269459,-21.70955292756945,-26.510389673163267,6.4704713151084965,2.0962758,0.0071566063,0.088578224,17.044754,9.511359115328975,-0.13974103,-0.4656476,-0.6135661,-0.5937196,-0.73848057,-0.8325425,AGN,FSRQ,3FGL J1427.9-4206,3FHL J1427.9-4206,PKS 1424-41,0
4FGL J1428.1+1629,12.518718,65.21632,-26.044035414432223,-28.3341458419297,6.3890171676104455,2.5663671,0.11424945,0.11639142,1.7477667,2.9566747474633948,0.9654329,-0.69362533,-0.6794836,-0.8397277,-0.8278286,-1.0,AGN,bcu,3FGL J1427.2+1610,,MG1 J142813+1629,0
4FGL J1428.3+5635,99.2083,55.842968,-27.11502764380911,-28.759757976627743,6.702713648946261,2.412824,0.27210885,0.15537299,1.1577243,3.039550537711236,-0.864029,-0.23475972,-0.66947687,-0.7075042,-0.99992466,0.764265,AGN,fsrq,,,87GB 142651.1+564919,0
4FGL J1428.5+4240,77.503876,64.90098,-25.455381358175476,-27.997307151194608,8.550094588155757,1.6056403,0.053153913,0.021007061,0.9139911,2.79980872471669,-0.7873029,0.76001525,-0.31207526,-0.39839464,-0.20958383,-0.20993449,AGN,bll,3FGL J1428.5+4240,3FHL J1428.5+4240,H 1426+428,0
4FGL J1428.7-1017,338.46332,45.75178,-27.287058743965936,-28.61045612171492,9.520565454069187,1.4349087,0.30612305,0.2701216,1.681857,2.374391614148061,-0.99991804,0.45790046,0.9605218,0.4430279,-0.5000525,0.120785154,AGN,bcu,,,1RXS J142844.4-101801,0
4FGL J1428.8+7429,114.529175,41.015717,-27.552548835550795,-28.998505863557767,8.744633747368306,1.9247663,0.11340428,-0.08770108,1.6551442,3.1423036821003216,0.99634635,-0.046885934,-0.7021189,-0.58016247,-0.5747834,0.016172698,AGN,bcu,,,RX J1428.4+7429,0
4FGL J1428.9+5406,96.06919,57.63518,-26.74350150332384,-28.62477175034464,6.7036507500490154,2.488654,0.18308213,0.1230985,1.2693012,3.4638703264516915,-0.23824027,-0.8258191,-0.5722699,-0.89765704,-0.46706247,-0.9998996,AGN,fsrq,,,S4 1427+543,0
4FGL J1429.8-3058,326.6146,27.337645,-27.151565517287114,-28.511667052298304,8.351943514761158,1.9796274,0.22150218,0.051996436,0.6252434,1.8848477076710706,0.98016226,0.88822824,-0.7782764,-0.38023457,-0.87727666,0.48924,AGN,bcu,,,NVSS J142940-310013,16
4FGL J1431.1-3120,326.7395,26.872751,-25.858744975055497,-28.184803235995773,7.986848137554642,1.9249632,0.09991595,0.07709349,1.7330514,4.544009903992464,0.9930574,-0.7157959,-0.2801409,-0.51947683,-0.46297744,-0.45148996,AGN,bll,,3FHL J1431.1-3121,PKS 1428-311,0
4FGL J1432.2+5051,90.90875,59.535084,-27.06855206902393,-28.825303304633007,7.4716388720906926,2.2315497,0.13829629,0.012907342,0.1939928,3.3054479320124233,-0.874975,-0.49080878,-0.6864122,-0.46202227,-0.7994011,-0.3689371,AGN,bcu,,,NVSS J143217+505603,0
4FGL J1432.8+7648,115.72146,38.86891,-26.956514023843962,-28.767214589402837,7.263237654183214,2.4438176,0.12700471,-0.06922395,1.0596825,1.5204393591808223,0.2881444,-0.64155746,-0.665402,-0.7090859,-0.23264483,-0.99949485,AGN,bcu,,,GALEXASC J143211.35+764355.6,0
4FGL J1433.0-1801,334.37244,38.572685,-26.229599071459198,-28.111312091229195,6.364451314096876,2.3945463,0.1466963,0.32846004,3.196469,4.7432748455022535,0.36047527,-0.29936808,-0.79146737,-0.8225974,-0.77610475,-0.9999907,AGN,fsrq,,,PKS 1430-178,0
4FGL J1433.7-7304,310.30276,-11.688595,-27.69002264021907,-28.808917096952044,9.596995695693995,0.41509968,0.6193371,0.99923587,2.6311922,1.9285156026804333,0.87178904,-0.96467435,-0.9946956,0.9858964,-0.18347031,-0.24710545,AGN,bcu,,3FHL J1433.5-7304,1RXS J143343.2-730433,0
4FGL J1434.2+4204,75.07507,64.26976,-26.280731847249662,-28.629525354437142,6.7276343264253216,2.4487517,0.08907893,0.013183621,0.27397126,2.9381704975553,-0.55479777,-0.7121489,-0.6976541,-0.6024103,-0.83038473,-0.99997413,AGN,fsrq,3FGL J1434.1+4203,,B3 1432+422,0
4FGL J1434.7+1950,21.353075,65.28432,-24.71729614150325,-27.68589748328572,6.962474169037941,2.270096,0.038816422,0.13710333,6.4261284,6.43961592651705,-0.16950235,-0.4963036,-0.653868,-0.66230184,-0.7617315,-0.8607218,AGN,fsrq,3FGL J1434.6+1951,,OQ 253,0
4FGL J1434.8+6640,108.16285,47.37731,-27.19509669157446,-28.89306510428872,8.702227211985262,1.5933366,0.15861319,0.115776934,1.5861198,2.1550023684841015,-0.9691217,-0.78663874,0.9996602,-0.24157533,-0.47820193,-0.2646292,AGN,bll,3FGL J1434.6+6640,3FHL J1434.8+6641,1RXS J143442.0+664031,0
4FGL J1435.3+7120,111.79046,43.47408,-28.166522043077077,-29.594092833530784,7.557537663714764,1.9454843,0.3543029,0.6963593,3.0616047,2.278325547875116,-0.9999975,1.0,-0.36465907,-0.5362375,-0.9998294,-0.033798713,AGN,bcu,,,NVSS J143518+711818,0
4FGL J1435.5+2021,22.675241,65.29095,-26.13388812179361,-28.106888445640028,7.782543548053594,1.9492921,0.22568879,0.24566258,2.4262059,2.1990009654414258,-0.98020375,0.99580586,-0.69802773,-0.19484268,-0.75222564,-1.0,AGN,bll,3FGL J1435.2+2023,3FHL J1435.5+2021,TXS 1433+205,0
4FGL J1435.7+6148,103.55964,51.217705,-27.6215518955148,-28.922484554574538,7.199221047257318,2.4316566,0.18149856,-0.053269573,0.5626093,2.3330872358820898,0.9973087,-0.7021961,-0.7957906,-0.09020646,-0.60903686,-0.9974017,AGN,bcu,,,2MASS J14363365+6149514,0
4FGL J1435.9-8348,305.86087,-21.533092,-25.94422263334907,-28.18484794271967,6.6497703455570925,2.489864,0.112375244,0.08854075,1.5204887,4.043119327748582,-0.34661135,-0.71109474,-0.7530199,-0.5645514,-0.9988054,-0.99960786,AGN,bcu,,,PMN J1433-8340,0
4FGL J1436.9+2321,29.821815,65.900955,-26.013572507042984,-28.31700596774414,6.754872106075359,2.441914,0.11781944,0.062314752,0.8610019,2.8522635374012837,-0.69568473,-0.60600424,-0.6402972,-0.80020684,-0.46203455,-0.9711832,AGN,fsrq,3FGL J1436.8+2322,,PKS B1434+235,0
4FGL J1436.9+5638,97.727936,55.01141,-25.74155784369666,-28.36117150511881,7.881785592591015,1.876138,0.059982818,0.015723825,0.5981251,3.2363414279146934,0.9363511,-0.6334753,-0.48739368,-0.41586956,-0.4838243,-0.3334083,AGN,bll,3FGL J1436.8+5639,3FHL J1436.9+5639,RBS 1409,0
4FGL J1438.0-3128,328.15265,26.131447,-26.755929792278142,-28.35837769332032,6.959133817539034,2.2783024,0.2578802,0.35296112,2.0580556,3.2136510176630546,0.9901949,-0.4058287,-0.7360327,-0.6999911,-0.99701744,-0.98610914,AGN,fsrq,,,PKS 1435-311,257
4FGL J1438.5-4207,323.31693,16.46529,-27.087510762529963,-28.510202609111992,8.48405491921994,1.8969334,0.22802879,0.07340944,0.62634844,2.0596761224869735,0.9639742,-0.91976124,-0.1924318,-0.46605527,-0.6183162,-0.37862927,AGN,bcu,3FGL J1438.6-4209,,SUMSS J143836-420705,0
4FGL J1438.6+1205,7.288994,60.721367,-27.416455687177372,-28.759445360171693,8.173537549793755,1.9791838,0.25033048,0.03967761,0.34266,2.031549570658543,0.8718795,-0.6064141,-0.682669,-0.46546626,-0.5913003,-0.216503,AGN,bll,,,RX J1438.3+1204,0
4FGL J1438.9+3710,63.609264,65.23628,-25.170085923730955,-28.090624019802014,6.4512624084069214,2.3098354,0.04529361,0.10803936,4.110828,5.813532937547905,0.032542776,-0.5336478,-0.6970307,-0.64833724,-0.87383807,-0.9999993,AGN,fsrq,3FGL J1438.7+3710,,B2 1436+37B,0
4FGL J1439.3+3932,68.827675,64.42058,-25.89794548811083,-28.386771616362857,7.744719940867868,1.9523581,0.06953851,0.019682596,0.5520419,2.9652998865707967,0.99250215,-0.52828085,-0.4233301,-0.5320184,-0.40676793,-0.6766394,AGN,bll,3FGL J1439.2+3931,3FHL J1439.3+3931,PG 1437+398,0
4FGL J1439.5-2525,331.65167,31.355055,-27.0013199792983,-28.57498057497421,8.557871675639383,1.5958729,0.25368506,0.20532726,1.7835509,1.4748477625023286,0.5572911,0.98298985,0.22619306,-0.2274549,-0.34969518,-0.60076094,AGN,bcu,,3FHL J1439.4-2524,NVSS J143934-252458,0
4FGL J1439.7+4958,88.081825,59.17961,-25.693213143007412,-28.493590482346555,6.987549646026019,2.2737646,0.061321054,0.04326284,1.398691,3.832090313929578,0.9986274,-0.61540335,-0.65828437,-0.68236643,-0.45988718,-0.99994963,AGN,bll,3FGL J1440.1+4955,3FHL J1439.8+4957,GB6 J1439+4958,0
4FGL J1439.9-3953,324.5578,18.374931,-26.340995149222913,-28.271613406023302,8.00211856316804,2.1170955,0.102572635,-0.03260635,0.7216409,2.8847576420690437,0.99977595,-0.11070276,-0.7941772,-0.2980952,-0.54192394,-0.4472764,AGN,bll,3FGL J1440.0-3955,3FHL J1439.9-3955,1RXS J143949.8-395524,0
4FGL J1440.0-2343,332.72372,32.79237,-26.130950227921605,-28.312474431649214,7.86529328993025,2.0654373,0.08970895,-0.027693614,0.67751825,2.963112854632858,0.99870753,-0.7898021,-0.53901607,-0.39470398,-0.6464559,-0.025894465,AGN,bll,,3FHL J1440.2-2343,PMN J1439-2341,0
4FGL J1440.0-1530,337.8833,39.874413,-25.578169179807354,-27.87204349197532,7.652485409241107,2.217338,0.08252968,0.022230748,0.62868065,4.562875349479582,0.9988796,-0.64687586,-0.6736177,-0.60691994,-0.45942435,-0.685808,AGN,bll,3FGL J1440.2-1538,3FHL J1439.9-1530,PKS 1437-153,0
4FGL J1440.6-3846,325.19363,19.326567,-25.608676742914902,-27.989354781199072,8.766441239241033,1.6746372,0.08688981,0.04702212,1.2380469,2.164168347196997,0.99999154,-0.76828927,-0.51851416,-0.2470714,-0.347386,-0.25972635,AGN,bll,3FGL J1440.4-3845,3FHL J1440.6-3846,1RXS J144037.4-384658,0
4FGL J1440.9+0609,359.05508,56.58009,-25.649593104746376,-27.998176386289646,7.94364753095602,2.057354,0.099012,0.060379405,1.0894581,3.2691645865613728,0.91370744,-0.6550062,-0.53366685,-0.5304922,-0.54474825,-0.56584847,AGN,bll,3FGL J1440.9+0610,3FHL J1440.9+0610,PMN J1440+0610,0
4FGL J1441.6-1522,338.4129,39.783844,-26.30152034776966,-27.87283354480461,7.5059705712136235,2.3675363,0.19012016,0.13376077,1.5589551,3.3428036793747586,-0.8577989,0.9997092,-0.76884234,-0.6770833,-0.5082313,-0.9999999,AGN,fsrq,1FGL J1441.7-1538,,PMN J1441-1523,16
4FGL J1441.7+1836,20.210028,63.266617,-26.50238093144349,-28.490632595421296,7.830178341497875,2.0124412,0.12262641,0.06339363,0.87191063,2.7025406155434895,-0.8409457,-0.2650132,-0.17346972,-0.6483016,-0.5265657,-0.43392694,AGN,bcu,,,NVSS J144143+183706,0
4FGL J1442.0+4348,77.03766,62.19638,-26.468762138709373,-28.686585121371042,7.572434851892244,1.9674822,0.12538381,0.08418442,1.4749373,2.82185499713237,0.96601224,-0.47679013,-0.5666251,-0.3922985,-0.5723316,-0.99997085,AGN,bll,3FGL J1442.0+4348,3FHL J1442.2+4348,SDSS J144207.15+434836.6,0
4FGL J1442.2+0622,359.725,56.484993,-26.374179842249614,-27.799115890055745,7.110988849581745,2.6975224,0.17458765,0.31902197,3.0695925,3.933054033228768,-0.5781446,-0.25225836,-0.76860166,-0.71736413,-0.99998736,0.9372395,AGN,bcu,,,SDSS J144212.23+062526.1,16
4FGL J1442.6-4623,322.15616,12.292407,-26.06077520444331,-28.17579816243224,8.225299593657754,1.9865059,0.095221855,0.020258617,0.44628033,2.872644529535928,-0.6594036,0.99931735,-0.11140507,-0.47245973,-0.5986335,-0.44404474,AGN,bll,,3FHL J1442.5-4621,SUMSS J144236-462302,0
4FGL J1442.7+1200,8.328526,59.843468,-25.90996986837258,-28.192332260982564,8.250130852595664,1.675721,0.09675407,0.111366846,2.5311158,2.7328745516325172,-0.9909741,0.889784,-0.43269482,-0.13645688,-0.5917006,-0.4006472,AGN,bll,3FGL J1442.8+1200,3FHL J1442.8+1200,1ES 1440+122,0
4FGL J1443.1+5201,90.51844,57.49047,-27.099006905573262,-28.891611588610896,7.945339284661688,1.9482454,0.18332413,0.13199799,1.5480442,2.145600085616425,-0.1720208,-0.51129776,-0.5591586,-0.48453233,-0.49376205,-0.72458243,AGN,rdg,3FGL J1442.6+5156,,3C 303,0
4FGL J1443.1+4728,83.40824,60.17306,-26.42024013779735,-28.63166334791137,6.36148862274421,2.5463548,0.14643498,0.19499408,2.2749426,2.6033722126377032,-0.10299956,-0.67661244,-0.72428095,-0.8019468,-1.0,0.99694735,AGN,nlsy1,,,B3 1441+476,0
4FGL J1443.6+2515,35.069324,64.819595,-27.17716180782538,-28.20548260421547,9.519637393320561,1.7337602,0.29592967,0.14592233,1.0358579,2.8346878710666665,-0.9637355,-0.99977535,0.99947906,0.41276303,-0.35371497,-0.51742524,AGN,bll,,3FHL J1443.5+2515,NVSS J144334+251559,16
4FGL J1443.7-0954,343.10175,44.03456,-26.860915584643948,-28.40673758748934,7.6502460884531915,2.1701622,0.19906545,0.0039623748,0.04438619,1.9284324213782111,0.04450595,-0.8006376,-0.5737906,-0.514588,-0.34707087,-0.99932355,AGN,bcu,,,PMN J1443-0953,256
4FGL J1443.9-3908,325.64114,18.710815,-23.921474117286806,-27.22107019086558,7.589864284393193,1.7351527,0.02806433,0.05621288,4.3834777,3.4535774456836843,0.9996957,-0.09755945,-0.4355877,-0.33706686,-0.5381014,-0.31031394,AGN,bll,3FGL J1444.0-3907,3FHL J1443.9-3908,PKS 1440-389,0
4FGL J1443.9+2501,34.565777,64.69568,-23.814049094287917,-27.366386829393868,6.745445785846073,1.9667393,0.022497246,0.1003206,8.960952,7.993303353162351,-0.116154626,-0.38983718,-0.54452205,-0.5510526,-0.70962065,-0.7303605,AGN,fsrq,3FGL J1443.9+2502,3FHL J1443.9+2502,PKS 1441+25,0
4FGL J1445.0-0326,349.2302,48.934578,-25.528221191308145,-27.930070508455003,8.448275617038584,1.6071622,0.09160293,0.108341984,2.6038947,2.3146037386765292,0.26228356,-0.7142442,-0.26527438,-0.26451012,-0.28583944,-0.6394688,AGN,bll,3FGL J1445.0-0328,3FHL J1445.0-0326,RBS 1424,0
4FGL J1445.2-1954,336.30466,35.492096,-27.033109957068902,-28.446787936963894,7.7411259334726115,2.282117,0.13398914,-0.08977321,1.3951043,2.856950194774326,0.40868324,-0.690076,-0.08288557,-0.8488124,-0.7864397,0.1402384,AGN,bcu,,,NVSS J144511-195853,256
4FGL J1445.9-1626,338.79575,38.317142,-25.923826396445023,-28.074055166679216,6.6722816907278855,2.5732248,0.091315225,-0.033394944,0.6256595,3.4791270985135307,-0.10765859,-0.7996688,-0.64448136,-0.6289542,-0.8955183,0.11579817,AGN,bll,3FGL J1446.1-1628,,PKS B1443-162,0
4FGL J1446.0-3039,330.27173,26.053333,-26.951478474544047,-28.431446475061723,7.239691574114597,2.2386298,0.26068687,0.28732508,1.7803476,3.757608033883661,-0.98529565,0.9918113,-0.40096295,-0.7760316,-0.8795308,-0.2997617,AGN,bcu,,,PMN J1445-3036,0
4FGL J1446.3+3111,49.065804,64.65592,-26.65993013594103,-28.66061084124881,6.611346682997297,2.540755,0.12616323,0.018529303,0.27921882,4.495303360410664,-0.3553526,-0.49821383,-0.70565516,-0.8770327,-0.108944304,-0.998546,AGN,bcu,,,MG2 J144640+3110,0
4FGL J1446.7+1719,18.748438,61.653927,-26.698920850069563,-28.449594176523053,6.8249842995313745,2.486738,0.15732357,0.099519014,1.0579724,3.761517394939345,0.9962601,-0.5088161,-0.88145506,-0.35965538,-0.8587994,-1.0,AGN,fsrq,,,S3 1444+17,0
