Source_Name_3FGL,GLON,GLAT,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,Signif_Curve,Spectral_Index,Unc_Spectral_Index,PowerLaw_Index,Variability_Index,500MeV_Index,Category_3FGL,CLASS_3FGL,Flags
3FGL J0001.0+6314,117.2930908203125,0.9257011413574219,6.163916110992432,472.15625,8.624666085477184E-12,1.2301139924383864E-12,6.403682584199544E-10,1.2908611679574022E-10,1.3028516633595277E-11,1.8859206731003386E-12,0.25641903281211853,2.732785940170288,0.10754717886447906,2.732785940170288,53.04785919189453,2.732785940170288,OTHER,spp,28
3FGL J0001.2-0748,89.02220153808594,-67.32424926757812,11.253236770629883,1263.8359375,4.853888558448149E-13,5.700380624343651E-14,6.952189934850139E-10,8.9601506769732E-11,7.817706551560555E-12,9.455733722060766E-13,1.9002376794815063,2.149348258972168,0.08678027242422104,2.149348258972168,49.73821258544922,2.149348258972168,AGN,bll,0
3FGL J0001.4+2120,107.6654281616211,-40.047157287597656,11.35001277923584,310.6816711425781,2.5221011043519148E-11,2.7971394731679533E-12,2.9448676830412523E-10,7.575459010089602E-11,8.065083323405275E-12,8.37896809227634E-13,4.41357946395874,2.3051133155822754,0.18011941015720367,2.7774531841278076,130.33633422851562,2.799172658858443,AGN,fsrq,0
3FGL J0002.2-4152,334.0700988769531,-72.1427230834961,5.1584062576293945,1956.04150390625,7.323956436981749E-14,1.618883588923488E-14,2.714030666872702E-10,6.100456945157262E-11,3.018269011459407E-12,6.712245234456737E-13,0.20027261972427368,2.088920831680298,0.18957960605621338,2.088920831680298,56.35105514526367,2.088920831680298,AGN,bcu,0
3FGL J0003.2-5246,318.97613525390625,-62.82470703125,5.6695637702941895,3676.226806640625,1.9987710895034635E-14,4.958364431252539E-15,2.590373748834196E-10,6.531587770641778E-11,3.0071594086383824E-12,7.585292528637655E-13,0.9089632034301758,1.8952075242996216,0.17402933537960052,1.8952075242996216,45.28043746948242,1.8952075242996216,AGN,bcu,0
3FGL J0003.8-1151,84.43189239501953,-71.084228515625,4.18143892288208,2315.87841796875,4.415178888727417E-14,1.1922420719407377E-14,2.3389926107064696E-10,6.327031953912154E-11,2.6042033113293783E-12,7.102507059049412E-13,1.7894999980926514,2.0235214233398438,0.1755891740322113,2.0235214233398438,48.49164581298828,2.0235214233398438,AGN,bcu,0
3FGL J0004.7-4740,323.8155822753906,-67.51864624023438,14.519591331481934,722.5997314453125,2.1258940788304592E-12,1.8655836966398331E-13,6.928818629958755E-10,8.130467132883012E-11,9.186352199763714E-12,8.067660038288405E-13,1.8359869718551636,2.4035162925720215,0.07567638903856277,2.4035162925720215,112.93265533447266,2.4035162925720215,AGN,fsrq,0
3FGL J0006.4+3825,113.3318862915039,-23.613311767578125,10.546361923217773,496.5265808105469,6.120673846227165E-12,6.076898966672628E-13,6.056867785098063E-10,8.901770293112676E-11,1.0384026104259814E-11,1.033130070209054E-12,2.2780442237854004,2.617129325866699,0.0824260488152504,2.617129325866699,80.4625015258789,2.617129325866699,AGN,fsrq,0
3FGL J0007.0+7302,119.66210174560547,10.460556983947754,288.7456970214844,913.70947265625,7.555461117858542E-11,6.692387529566579E-13,6.485081627261025E-8,5.727028851154614E-10,4.2553807699796664E-10,3.854556430982203E-12,22.650634765625,1.2080625295639038,0.047624632716178894,1.8787691593170166,46.168601989746094,1.5566727965162144,PSR,PSR,0
3FGL J0008.0+4713,115.33255004882812,-15.002617835998535,24.744792938232422,1875.7060546875,5.682027114442545E-13,3.637203860036402E-14,1.966368845529587E-9,1.294795937134552E-10,2.190030622128969E-11,1.4827198713610046E-12,2.5139822959899902,2.020996570587158,0.05024166405200958,2.020996570587158,36.71347427368164,2.020996570587158,AGN,bll,0
3FGL J0008.6-2340,50.280113220214844,-79.75257110595703,6.656411170959473,7424.89013671875,5.921393458435632E-15,1.5029550386964148E-15,2.2845479674682423E-10,6.366557281367591E-11,3.468298781852952E-12,9.475812062093025E-13,0.8488020300865173,1.598934292793274,0.17790904641151428,1.598934292793274,47.34901428222656,1.598934292793274,AGN,bll,0
3FGL J0009.1+0630,104.48909759521484,-54.84626007080078,8.971234321594238,1548.9703369140625,2.505277073034523E-13,3.7096970054205716E-14,5.490152776843615E-10,8.463160033889139E-11,6.234248360603711E-12,9.232100760953044E-13,0.36903584003448486,2.17936372756958,0.11021341383457184,2.17936372756958,61.35748291015625,2.17936372756958,AGN,bll,0
3FGL J0009.3+5030,116.11641693115234,-11.803292274475098,36.49325180053711,1656.9578857421875,1.0998932884268009E-12,4.968829438612571E-14,3.0936393446978627E-9,1.4872705844659606E-10,3.535035111856821E-11,1.9203228417141727E-12,2.1374921798706055,1.9286354780197144,0.03247595578432083,1.9286354780197144,99.43694305419922,1.9286354780197144,AGN,bll,0
3FGL J0009.6-3211,1.2516652345657349,-79.60184478759766,5.5362324714660645,1069.8145751953125,3.105979286700117E-13,6.191716654365201E-14,2.765677409310996E-10,6.158871329597915E-11,3.380112812909064E-12,6.745029339748354E-13,1.0274457931518555,2.309729814529419,0.1451287716627121,2.309729814529419,42.5335578918457,2.309729814529419,AGN,bcu,1
3FGL J0012.4+7040,119.68739318847656,8.046483039855957,4.549725532531738,1066.8414306640625,5.506881842892719E-13,1.142207259764022E-13,4.355541760592274E-10,9.791583516216562E-11,6.293439727689254E-12,1.398092687628083E-12,0.20886296033859253,2.4837498664855957,0.14385932683944702,2.4837498664855957,51.575889587402344,2.4837498664855957,AGN,bcu,8
3FGL J0013.2-3954,332.32379150390625,-74.96217346191406,12.024806022644043,1139.5115966796875,5.527348327302728E-13,6.215877422152682E-14,6.067581437285696E-10,7.765452864072486E-11,6.984614275840073E-12,7.962496764366001E-13,0.15182557702064514,2.2117834091186523,0.09032676368951797,2.2117834091186523,55.22807312011719,2.2117834091186523,AGN,bll,0
3FGL J0013.9-1853,74.62692260742188,-78.07839965820312,5.58454704284668,2844.402099609375,2.975391607358199E-14,7.429604654207115E-15,2.373437280045465E-10,5.927607016342762E-11,2.704800142541708E-12,6.950917163899006E-13,1.6264516115188599,1.9351506233215332,0.16737209260463715,1.9351506233215332,36.458805084228516,1.9351506233215332,AGN,bll,0
3FGL J0014.0-5025,317.45111083984375,-65.63306427001953,5.650424480438232,2914.033203125,2.92708735125536E-14,6.940530795077797E-15,2.445164626330154E-10,5.800691871282737E-11,2.799754785648423E-12,6.855518214742007E-13,1.4499049186706543,1.923877239227295,0.15952761471271515,1.923877239227295,46.37743377685547,1.923877239227295,AGN,bll,0
3FGL J0014.6+6119,118.53034210205078,-1.2385841608047485,7.394392013549805,5187.9970703125,2.7049573654092454E-14,4.723635931458848E-15,6.702842725303526E-10,1.2511509883683658E-10,7.813535408962569E-12,1.3652004873798695E-12,2.432358980178833,1.887485384941101,0.11033476889133453,1.887485384941101,50.785423278808594,1.887485384941101,AGN,bcu,0
3FGL J0014.7+5802,118.07527923583984,-4.48273229598999,5.546118259429932,5677.099609375,1.2382845806678186E-14,3.0446789871468958E-15,3.70228958601615E-10,1.0085257629022237E-10,4.260515985149427E-12,1.0611437943619517E-12,0.6733911633491516,1.9128166437149048,0.16509826481342316,1.9128166437149048,39.51007080078125,1.9128166437149048,AGN,bll,0
3FGL J0015.7+5552,117.90898132324219,-6.648677349090576,6.390411376953125,3002.996826171875,4.875762540565952E-14,1.0136873572529417E-14,4.44919601161331E-10,9.356466296184252E-11,4.964218272562881E-12,1.0681923011054972E-12,1.043364405632019,2.114528179168701,0.13903841376304626,2.114528179168701,37.67233657836914,2.114528179168701,AGN,bcu,0
3FGL J0016.3-0013,104.07860565185547,-61.80875778198242,13.631295204162598,449.4412841796875,8.417290302265013E-12,7.05421777848908E-13,6.411116082460921E-10,8.495239234296292E-11,1.1002495789447231E-11,9.220429324566237E-13,3.4115474224090576,2.617854595184326,0.07258456200361252,2.617854595184326,153.07843017578125,2.617854595184326,AGN,fsrq,0
3FGL J0017.2-0643,99.66854095458984,-68.03634643554688,6.222545146942139,1905.97265625,1.1123409458064712E-13,2.1481168894447317E-14,3.879949139751204E-10,7.595854500941357E-11,4.3303173546949125E-12,8.36819600159161E-13,0.9480617046356201,2.1161961555480957,0.14477983117103577,2.1161961555480957,37.38957214355469,2.1161961555480957,AGN,bcu,0
3FGL J0017.6-0512,101.2584228515625,-66.64299011230469,11.997593879699707,861.1856079101562,1.7430422339856366E-12,1.7985558788818912E-13,7.952223324281249E-10,9.660901245656106E-11,1.180013725621265E-11,1.2720980952646288E-12,1.8543365001678467,2.5062899589538574,0.07939406484365463,2.5062899589538574,230.0857696533203,2.5062899589538574,AGN,FSRQ,0
3FGL J0018.4+2947,114.43212890625,-32.532039642333984,4.957629680633545,4720.11865234375,1.0419572512741435E-14,2.902032709598641E-15,2.1357461632565133E-10,6.345392267181893E-11,2.5230527302827488E-12,7.062499998884697E-13,0.08798706531524658,1.8645150661468506,0.21452279388904572,1.8645150661468506,56.30098342895508,1.8645150661468506,AGN,bll,0
3FGL J0018.9-8152,304.3301086425781,-35.163124084472656,10.650256156921387,2187.51708984375,1.3928941821565038E-13,1.8581151699746667E-14,6.529681795264253E-10,8.742001567085822E-11,7.255218127666385E-12,9.692229657742857E-13,0.31000494956970215,2.0754406452178955,0.10204270482063293,2.0754406452178955,85.65230560302734,2.0754406452178955,AGN,bll,0
3FGL J0019.1-5645,311.73150634765625,-59.82244110107422,6.804784774780273,1088.9129638671875,3.245408499233382E-13,5.572775110839791E-14,2.856570813225545E-10,5.810172828968341E-11,3.74143337839028E-12,6.769294868570752E-13,0.5248492360115051,2.3909311294555664,0.17432250082492828,2.3909311294555664,62.85630416870117,2.3909311294555664,AGN,bcu,0
3FGL J0019.4+2021,112.84359741210938,-41.8778076171875,5.036418914794922,1529.8135986328125,1.417793969249806E-13,3.138932324242734E-14,2.9451058258800344E-10,6.726458973149718E-11,3.456330924592188E-12,7.741118943777048E-13,0.5727187991142273,2.2486298084259033,0.15612679719924927,2.2486298084259033,55.780670166015625,2.2486298084259033,AGN,bll,0
3FGL J0021.6-6835,307.0120849609375,-48.29984664916992,5.370129108428955,532.6547241210938,1.8591068354917306E-12,3.317790920470687E-13,2.1162896435278356E-10,5.6121690628074816E-11,3.81539808427811E-12,6.934466022234798E-13,0.5610480904579163,2.6524696350097656,0.1592617779970169,2.6524696350097656,51.85081100463867,2.6524696350097656,AGN,bcu,256
3FGL J0021.6-2553,41.81135940551758,-83.22444152832031,11.573936462402344,1520.3076171875,2.7397029957187957E-13,3.3382676370386985E-14,5.968366911801581E-10,7.770865201317534E-11,6.6445646727808505E-12,8.404286381408221E-13,0.17423826456069946,2.0992867946624756,0.09961310029029846,2.0992867946624756,71.56792449951172,2.0992867946624756,AGN,bll,0
3FGL J0022.1-1855,82.03096771240234,-79.38735961914062,16.685270309448242,2653.591064453125,1.2761340107466518E-13,1.3256359544962498E-14,9.011055790431044E-10,9.413738538688321E-11,1.1148435473395946E-11,1.3841535339773059E-12,2.4392786026000977,1.799018144607544,0.0715816468000412,1.799018144607544,67.86840057373047,1.799018144607544,AGN,bll,0
3FGL J0022.1-5141,313.6202392578125,-64.82614135742188,13.711865425109863,1760.3436279296875,2.2727616501034414E-13,2.4912621336518892E-14,7.008176261535937E-10,8.008291946248747E-11,7.853839974203414E-12,9.518532880295472E-13,1.7152433395385742,1.9874317646026611,0.08132625371217728,1.9874317646026611,59.41102600097656,1.9874317646026611,AGN,bll,0
3FGL J0022.5+0608,110.02360534667969,-56.00876235961914,28.1752986907959,1265.6729736328125,1.4337474350117896E-12,8.029774761775244E-14,2.162178436293516E-9,1.359700269043529E-10,2.4022114158972485E-11,1.4937118382463144E-12,2.4550929069519043,2.0732429027557373,0.04317804053425789,2.0732429027557373,95.2054672241211,2.0732429027557373,AGN,bll,0
3FGL J0023.4+0923,111.45478820800781,-52.857879638671875,13.328359603881836,904.7622680664062,2.2664838755792616E-12,2.534329896549531E-13,1.1150770307111202E-9,1.2490924961028327E-10,7.283368352872799E-12,8.091526038610242E-13,5.7326273918151855,0.9714784622192383,0.30271482467651367,2.2827706336975098,51.3748664855957,1.5241098192590985,PSR,PSR,0
3FGL J0023.5+4454,117.74822235107422,-17.684940338134766,8.956872940063477,620.3806762695312,2.4738485999292736E-12,2.9547631702486754E-13,4.6260506536555113E-10,7.649714889312875E-11,7.424421320789687E-12,9.003944508381712E-13,0.2577809989452362,2.568493127822876,0.1029738113284111,2.568493127822876,69.71289825439453,2.568493127822876,AGN,fsrq,0
3FGL J0023.9-7203,305.9163513183594,-44.90336608886719,46.378379821777344,856.451904296875,7.138174166337885E-12,2.996526366882274E-13,4.148744014997874E-9,1.8169224458297606E-10,2.6073978046103896E-11,1.2609710367886273E-12,10.370752334594727,1.7730473279953003,0.06677469611167908,2.0946664810180664,37.37942886352539,1.41089986416172,OTHER,glc,0
3FGL J0024.4+0350,110.02033233642578,-58.350433349609375,5.713784694671631,1194.3387451171875,3.3553360285522305E-13,6.37433628016687E-14,3.924301994473467E-10,7.984158473250957E-11,4.690793760364631E-12,8.920307526492921E-13,2.7618136405944824,2.278226375579834,0.12330406159162521,2.278226375579834,74.95120239257812,2.278226375579834,AGN,fsrq,0
3FGL J0025.7+6404,120.12599182128906,1.3377548456192017,4.405409336090088,3518.677490234375,4.473804410699139E-14,1.0482509601821271E-14,5.647730061397738E-10,1.3541746890499695E-10,6.279685972609972E-12,1.5225298235707618E-12,0.8780729174613953,2.086745262145996,0.13857939839363098,2.086745262145996,31.292749404907227,2.086745262145996,OTHER,snr,0
3FGL J0026.7-4603,315.81658935546875,-70.44580841064453,5.081338882446289,1009.7481689453125,2.946689387720719E-13,6.251940696914982E-14,2.0787713217451653E-10,5.065677738391727E-11,2.893058405686877E-12,6.497684335027287E-13,0.35161668062210083,2.4503390789031982,0.17811879515647888,2.4503390789031982,56.8542594909668,2.4503390789031982,AGN,bll,1
3FGL J0028.6+7507,121.43669891357422,12.31312370300293,7.309537887573242,1172.9393310546875,5.040861933598706E-13,7.478143538436344E-14,5.449701800941398E-10,8.814754481889508E-11,6.829395989699227E-12,1.0316808171650926E-12,0.40749529004096985,2.3414556980133057,0.11205548048019409,2.3414556980133057,37.73591232299805,2.3414556980133057,AGN,bcu,0
3FGL J0028.8+1951,115.68266296386719,-42.702083587646484,6.315418243408203,761.7828979492188,1.0547256427614893E-12,1.722870842301924E-13,3.79030751229692E-10,7.656961870106116E-11,5.181849307284159E-12,8.482596135922504E-13,1.97553551197052,2.4336774349212646,0.12351248413324356,2.4336774349212646,42.54417037963867,2.4336774349212646,AGN,bcu,256
3FGL J0029.1-7045,305.58099365234375,-46.25818634033203,12.061270713806152,1257.5557861328125,5.059083577410584E-13,5.5499580761198333E-14,6.63222865515678E-10,8.025617670437413E-11,7.961141294809959E-12,8.799976264177445E-13,0.6139029264450073,2.284518003463745,0.09528985619544983,2.284518003463745,74.49410247802734,2.284518003463745,AGN,bll,0
