Source_Name_3FGL,GLON,GLAT,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,Signif_Curve,Spectral_Index,Unc_Spectral_Index,PowerLaw_Index,Variability_Index,500MeV_Index,Category_3FGL,CLASS_3FGL,Flags
3FGL J0030.2-1646,96.52078247070312,-78.54578399658203,9.159871101379395,5034.03564453125,1.581104394816641E-14,3.1319373567577184E-15,3.32294108895681E-10,6.723784723439152E-11,4.766353110807753E-12,1.0716362693063974E-12,1.325706124305725,1.6471962928771973,0.1303393393754959,1.6471962928771973,64.2977294921875,1.6471962928771973,AGN,bcu,0
3FGL J0030.3-4223,317.3024597167969,-74.13967895507812,28.753843307495117,415.286865234375,1.8505117577172214E-11,8.316216638937224E-13,1.2120560111128498E-9,9.701477815537984E-11,1.9765558981199582E-11,9.005053647204164E-13,1.5080211162567139,2.5805273056030273,0.04394204914569855,2.5805273056030273,169.76998901367188,2.5805273056030273,AGN,fsrq,0
3FGL J0030.4+0451,113.14682006835938,-57.60709762573242,80.7629165649414,760.3223266601562,1.9786106780772528E-11,5.05373846070023E-13,9.826708335936019E-9,2.7566351978869363E-10,6.06752842413627E-11,1.5077801203758345E-12,19.296606063842773,1.2835884094238281,0.05447756499052048,2.0420849323272705,49.56704330444336,1.9412042421672044,PSR,PSR,0
3FGL J0030.7-0209,110.8592300415039,-64.54405212402344,14.973777770996094,696.7064208984375,2.8393812908505955E-12,2.388912635417628E-13,8.711422139207059E-10,9.703855774478853E-11,1.127337286022101E-11,9.559173114528918E-13,3.137038469314575,2.378094434738159,0.06771604716777802,2.378094434738159,350.8627014160156,2.378094434738159,AGN,bcu,0
3FGL J0031.3+0724,114.189453125,-55.11534118652344,5.096811771392822,4521.001953125,1.2088412919047855E-14,3.487199915495117E-15,2.2477475436488703E-10,6.708537197974707E-11,2.728731520254546E-12,8.053416332247376E-13,1.0602349042892456,1.8239037990570068,0.19122128188610077,1.8239037990570068,33.01685333251953,1.8239037990570068,AGN,bcu,0
3FGL J0032.3-2852,9.274877548217773,-85.4412841796875,4.889708995819092,1646.356201171875,9.097401515922518E-14,2.2021503069962096E-14,2.269455873227244E-10,5.651450835086891E-11,2.5871936971261222E-12,6.273929943276246E-13,0.015002381056547165,2.1895172595977783,0.18193040788173676,2.1895172595977783,38.01708221435547,2.1895172595977783,AGN,bll,0
3FGL J0033.6-1921,94.21208190917969,-81.22408294677734,39.215999603271484,2398.130859375,4.591769130722623E-13,2.3381895581492916E-14,2.7719497808220694E-9,1.4517045898720937E-10,3.699143075186484E-11,2.576847155794093E-12,2.048710346221924,1.7147852182388306,0.035383034497499466,1.7147852182388306,64.62390899658203,1.7147852182388306,AGN,bll,0
3FGL J0034.3-0534,111.48723602294922,-68.07389831542969,28.902524948120117,700.7410278320312,6.574359546346331E-12,3.751999524872346E-13,2.3586819164478356E-9,1.52447846013537E-10,1.8040917718065153E-11,1.0221932892143237E-12,6.856991767883301,1.6796725988388062,0.10704197734594345,2.209357500076294,47.583621978759766,2.393202961898768,PSR,PSR,0
3FGL J0035.2+1513,117.14552307128906,-47.46737289428711,14.003660202026367,3166.754638671875,8.540586450946422E-14,1.0104877749979833E-14,8.290381159348215E-10,9.80969333541637E-11,1.0197614454254822E-11,1.371988135080715E-12,1.6739403009414673,1.806398868560791,0.08581557869911194,1.806398868560791,52.72223663330078,1.806398868560791,AGN,bll,0
3FGL J0035.9+5949,120.98583221435547,-2.9813830852508545,27.484519958496094,2967.589599609375,3.085339058891967E-13,1.8598751350324717E-14,2.665044185334864E-9,1.6072242148279514E-10,3.0897184116751575E-11,1.9594245930648624E-12,0.7978700399398804,1.8977750539779663,0.04220777004957199,1.8977750539779663,69.54862213134766,1.8977750539779663,AGN,bll,0
3FGL J0037.9+1239,117.78462982177734,-50.084617614746094,13.337321281433105,1387.6768798828125,5.162409128650625E-13,5.3726581560401E-14,9.029480496636211E-10,1.0062570915403413E-10,1.0159723756730799E-11,1.0728486241756707E-12,0.7169825434684753,2.1514816284179688,0.0771070271730423,2.1514816284179688,66.43366241455078,2.1514816284179688,AGN,bll,0
3FGL J0038.0-2501,67.04553985595703,-86.3326416015625,10.098868370056152,733.7831420898438,1.460667849693953E-12,1.7334918223088636E-13,4.766899097674582E-10,7.236492655104954E-11,6.553127832042982E-12,7.786916185643922E-13,1.8277097940444946,2.4389100074768066,0.09490422159433365,2.4389100074768066,106.47679901123047,2.4389100074768066,AGN,fsrq,0
3FGL J0038.0+0012,115.69730377197266,-62.47456741333008,7.453297138214111,1550.148193359375,1.8904833482078637E-13,3.267597984183378E-14,4.187414026635139E-10,7.5295117363261E-11,4.718570586342841E-12,8.1773276301364E-13,0.69720858335495,2.1565473079681396,0.12315543740987778,2.1565473079681396,33.36717987060547,2.1565473079681396,AGN,bll,0
3FGL J0039.0-2218,91.91120910644531,-84.41313171386719,4.410715103149414,5052.58935546875,8.00505596868211E-15,2.4528272089889254E-15,1.7347832892422588E-10,5.4890824524589377E-11,2.3137158421809856E-12,7.597075637848227E-13,2.687185764312744,1.7153648138046265,0.1979147493839264,1.7153648138046265,36.569087982177734,1.7153648138046265,AGN,bcu,0
3FGL J0039.1-0939,112.91419982910156,-72.2896728515625,4.757076740264893,568.7032470703125,1.6187165540262893E-12,3.2291029117108294E-13,2.348486960457308E-10,6.307383781933851E-11,3.899833581066936E-12,7.843492565509647E-13,2.4795970916748047,2.593970775604248,0.1514224261045456,2.593970775604248,46.443565368652344,2.593970775604248,AGN,fsrq,0
3FGL J0039.1+4330,120.57974243164062,-19.314159393310547,7.013363838195801,2760.523681640625,4.4482684002184955E-14,9.02056715727708E-15,3.350590360717831E-10,6.795138063342421E-11,3.780540117070963E-12,7.810398378396699E-13,1.8531676530838013,1.962874412536621,0.13932481408119202,1.962874412536621,35.43204879760742,1.962874412536621,AGN,bcu,0
3FGL J0040.3+4049,120.66645050048828,-22.005041122436523,6.378644943237305,37201.96875,4.215152259403639E-16,1.5389621181166195E-16,8.725302425016679E-11,5.507327233145176E-11,2.534565222631069E-12,9.333004204539752E-13,1.3766812086105347,1.1322581768035889,0.3330236077308655,1.1322581768035889,30.274110794067383,1.1322581768035889,AGN,bcu,0
3FGL J0040.5-2339,87.17000579833984,-85.74683380126953,4.323911190032959,3011.389892578125,2.1125743705384045E-14,6.358662358994403E-15,1.8839813042959008E-10,5.682709511289907E-11,2.137874512836424E-12,6.525718550601245E-13,1.3827000856399536,1.9462218284606934,0.19361266493797302,1.9462218284606934,49.248844146728516,1.9462218284606934,AGN,bcu,0
3FGL J0041.9+3639,120.82350158691406,-26.17145538330078,4.627845764160156,3549.21435546875,1.7680935247800164E-14,5.1298022057109146E-15,2.189189662882285E-10,6.490387394197938E-11,2.4607150084926532E-12,7.13998738605115E-13,0.12025792896747589,1.9757643938064575,0.2083294689655304,1.9757643938064575,30.662771224975586,1.9757643938064575,AGN,bll,0
3FGL J0042.0+2318,120.1449203491211,-39.516414642333984,6.093207359313965,1085.7772216796875,4.0470936064213037E-13,7.262085762382506E-14,3.6210165421657337E-10,7.199522228384936E-11,4.58789733634446E-12,8.337275639834496E-13,1.4725662469863892,2.354426622390747,0.13258984684944153,2.354426622390747,52.24177932739258,2.354426622390747,AGN,fsrq,0
3FGL J0042.5+4117,121.13119506835938,-21.5448055267334,5.831502437591553,572.7804565429688,2.4090029016737846E-12,3.520614789281895E-13,3.696720984880386E-10,7.33361149585221E-11,5.885159113511174E-12,8.631617014025206E-13,1.841132402420044,2.5623276233673096,0.11247661709785461,2.5623276233673096,39.54818344116211,2.5623276233673096,OTHER,gal,0
3FGL J0043.5-0444,117.79627990722656,-67.53299713134766,5.839797496795654,6492.1416015625,6.757010095626839E-15,1.893561847103012E-15,2.2798753163133512E-10,7.265364698749721E-11,2.984273418660255E-12,8.575662424105401E-13,0.02339422143995762,1.7345863580703735,0.22617295384407043,1.7345863580703735,40.311771392822266,1.7345863580703735,AGN,bcu,0
3FGL J0043.7-1117,116.0473403930664,-74.05682373046875,5.8960418701171875,6018.865234375,8.905427427657962E-15,2.3155468851615265E-15,2.4505639184546624E-10,6.588016243647132E-11,3.744053244519874E-12,1.0816522373960358E-12,2.114708185195923,1.5937259197235107,0.15882140398025513,1.5937259197235107,27.655502319335938,1.5937259197235107,AGN,bcu,0
3FGL J0043.8+3425,121.15980529785156,-28.41628074645996,22.645484924316406,1432.6361083984375,8.147690421650422E-13,5.498092554693558E-14,1.6137297054186206E-9,1.1808719280193003E-10,1.7933297208339027E-11,1.3324611596379765E-12,0.3937581479549408,2.044696807861328,0.05062023550271988,2.044696807861328,105.09225463867188,2.044696807861328,AGN,fsrq,0
3FGL J0045.2-3704,310.037109375,-79.96311950683594,13.563060760498047,509.4851379394531,4.796435384285536E-12,4.1424865924663545E-13,5.593858154462339E-10,7.535380652790025E-11,8.684520984292288E-12,7.506568066792396E-13,0.5260700583457947,2.542836904525757,0.07844981551170349,2.542836904525757,173.74688720703125,2.542836904525757,AGN,bcu,0
3FGL J0045.3+2126,121.05860137939453,-41.40382766723633,22.339067459106445,2334.117919921875,2.537768985840655E-13,2.0070186493108787E-14,1.3894633221767094E-9,1.1095981772291097E-10,1.609826855153429E-11,1.4355019993875229E-12,1.708027958869934,1.8990399837493896,0.05868974328041077,1.8990399837493896,59.4895133972168,1.8990399837493896,AGN,bll,0
3FGL J0045.7+1217,120.74098205566406,-50.559356689453125,14.5228271484375,2168.20947265625,2.0294715615074704E-13,2.1522414316780918E-14,9.521684551927478E-10,1.0212269918596917E-10,1.0754344463570487E-11,1.2224296011206781E-12,1.1339656114578247,1.959733247756958,0.07614955306053162,1.959733247756958,54.06441116333008,1.959733247756958,AGN,bll,0
3FGL J0046.7-8419,303.0701904296875,-32.807044982910156,6.23979377746582,395.7258605957031,6.8955817618399085E-12,1.0365157083330745E-12,2.7727717344383507E-10,6.862598683765597E-11,6.497266700350446E-12,9.888823700870963E-13,0.6472997069358826,2.820620536804199,0.13340812921524048,2.820620536804199,62.98351287841797,2.820620536804199,AGN,fsrq,0
3FGL J0047.0+5658,122.33373260498047,-5.895122528076172,18.093706130981445,1172.471435546875,1.362601763192639E-12,9.694384238510129E-14,1.5804030306654226E-9,1.2493957257664334E-10,1.830368495658874E-11,1.3089048074566012E-12,1.4336436986923218,2.224250078201294,0.053825683891773224,2.224250078201294,74.43843841552734,2.224250078201294,AGN,bll,4
3FGL J0047.5-2516,97.50171661376953,-87.95155334472656,12.933500289916992,1149.6524658203125,6.632270687506603E-13,6.82446043035953E-14,7.643483068697776E-10,8.907322796014583E-11,8.647806429284977E-12,9.220108400723181E-13,1.13507080078125,2.1691110134124756,0.07883580774068832,2.1691110134124756,57.50994873046875,2.1691110134124756,OTHER,sbg,0
3FGL J0047.9+5447,122.42279052734375,-8.071237564086914,5.041788101196289,21680.84765625,9.421563354177344E-16,3.1086596208177494E-16,1.340957622719685E-10,6.520108758456544E-11,2.919785940802555E-12,9.662365308901744E-13,0.7364349961280823,1.333509922027588,0.2662716507911682,1.333509922027588,29.889514923095703,1.333509922027588,AGN,bcu,0
3FGL J0048.0+3950,122.22112274169922,-23.02399253845215,9.221904754638672,3476.918212890625,4.289716707393289E-14,6.974800054057812E-15,4.983973234118366E-10,8.17587178514323E-11,5.844802940246918E-12,9.86544613362783E-13,0.2178337574005127,1.8768142461776733,0.11644835025072098,1.8768142461776733,67.36454010009766,1.8768142461776733,AGN,bll,0
3FGL J0048.0+2236,121.90880584716797,-40.26417541503906,14.232093811035156,908.4646606445312,1.566816554970929E-12,1.3870560245082125E-13,9.377698617640817E-10,9.885531976339124E-11,1.1671295874204901E-11,1.033399602869134E-12,2.62493634223938,2.3330700397491455,0.06851612776517868,2.3330700397491455,240.6617431640625,2.3330700397491455,AGN,fsrq,0
3FGL J0049.4-5401,303.5892028808594,-63.10321807861328,5.966434478759766,1746.9349365234375,9.704643501567273E-14,2.0120452816330646E-14,2.792084896618974E-10,5.939101294094584E-11,3.134667872495278E-12,6.501089271949978E-13,0.1415787637233734,2.143411874771118,0.16317549347877502,2.143411874771118,44.965484619140625,2.143411874771118,AGN,bcu,0
3FGL J0049.4-4149,304.397216796875,-75.29762268066406,5.655142307281494,2240.491943359375,5.1408716557821074E-14,1.1791509236310383E-14,2.520137709627335E-10,5.7824540294904025E-11,2.83810084808489E-12,6.698955626327496E-13,0.6534206867218018,2.154531240463257,0.21553058922290802,2.154531240463257,31.80826759338379,2.154531240463257,AGN,bcu,0
