Source_Name_3FGL,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_68_PosAng,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,Signif_Curve,SpectrumType,Spectral_Index,Unc_Spectral_Index,beta,Unc_beta,Cutoff,Unc_Cutoff,Exp_Index,Unc_Exp_Index,PowerLaw_Index,Flux30_100,Unc_Flux30_100,nuFnu30_100,Sqrt_TS30_100,Flux100_300,nuFnu100_300,Sqrt_TS100_300,Flux300_1000,nuFnu300_1000,Sqrt_TS300_1000,Flux1000_3000,nuFnu1000_3000,Sqrt_TS1000_3000,Flux3000_10000,nuFnu3000_10000,Sqrt_TS3000_10000,Flux10000_100000,nuFnu10000_100000,Sqrt_TS10000_100000,Variability_Index,Signif_Peak,Flux_Peak,Unc_Flux_Peak,Time_Peak,Peak_Interval,Extended_Source_Name,0FGL_Name,1FGL_Name,2FGL_Name,1FHL_Name,Flags,ASSOC_GAM1,ASSOC_GAM2,ASSOC_GAM3,TEVCAT_FLAG,ASSOC_TEV,CLASS1,ASSOC1,ASSOC2,500MeV_Index
3FGL J0301.8-7157,45.460899353027344,-71.95169830322266,290.003662109375,-41.74658203125,0.07462400197982788,0.0635845884680748,78.23999786376953,0.12099999934434891,0.1031000018119812,78.23999786376953,431,10.3569974899292,406.1366271972656,7.141142278205281e-12,7.376097887860922e-13,3.34706151683406e-10,6.09686676145138e-11,7.172710342340238e-12,7.468798799911691e-13,0.15473319590091705,PowerLaw,2.7657124996185303,0.10242682695388794,-inf,-inf,-inf,-inf,-inf,-inf,2.7657124996185303,,,,,1.3769977158517577e-08,3.075774661007169e-12,5.589110374450684,2.2547335110090216e-09,1.419241460465237e-12,5.868136882781982,3.503581591512983e-10,7.825886748531741e-13,5.534509658813477,4.1470611666927226e-11,2.610366350158655e-13,2.7534263134002686,2.934444001808853e-15,3.9680598446720035e-17,0.0,110.47943878173828,6.838342666625977,8.035163290287528e-08,1.5307437095657406e-08,298504992.0,2630000.0,                  ,                 ,                  ,                  ,                  ,0,               ,              ,               ,N,                     ,bcu  ,PKS 0301-721              ,                          ,2.7657124996185303
3FGL J0301.8-2721,45.47159957885742,-27.361099243164062,221.00753784179688,-61.08884048461914,0.0868968740105629,0.06697658449411392,50.040000915527344,0.14090000092983246,0.10859999805688858,50.040000915527344,542,4.272819995880127,1742.0587158203125,7.417911364370269e-14,1.952257122237941e-14,2.1125566573854115e-10,5.6799214637193174e-11,2.3814596128435284e-12,6.268129461653449e-13,1.2547285556793213,PowerLaw,2.1578402519226074,0.1932070106267929,-inf,-inf,-inf,-inf,-inf,-inf,2.1578402519226074,,,,,1.6263512758740717e-10,3.848016469267662e-14,0.0,4.869453729128281e-10,3.281867236738095e-13,1.544459342956543,2.4093060879692985e-10,5.70052035089863e-13,4.250850200653076,3.638543980000186e-11,2.45227069987225e-13,2.020218849182129,9.2547003047172e-12,1.5467207863887472e-13,2.2569098472595215,27.028362274169922,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,                  ,                  ,0,               ,              ,               ,N,                     ,bcu  ,NVSS J030158-272754       ,                          ,2.1578402519226074
3FGL J0302.0+5335,45.52170181274414,53.59830093383789,141.67042541503906,-4.4520721435546875,0.052113454788923264,0.04169076308608055,-57.72999954223633,0.08449999988079071,0.06759999692440033,-57.72999954223633,119,5.5103278160095215,1276.618896484375,4.142132871507581e-13,7.807587855315073e-14,5.365050070871291e-10,1.0574380954198048e-10,6.942291359834929e-12,1.3627549609596112e-12,0.7104344367980957,PowerLaw,2.378005027770996,0.12216977030038834,-inf,-inf,-inf,-inf,-inf,-inf,2.378005027770996,,,,,6.269246455303801e-09,1.4520919189298098e-12,1.4156204462051392,3.3563340995357294e-09,2.205412501926629e-12,4.100423336029053,5.193361851674183e-10,1.202893904275748e-12,3.7568557262420654,5.2694213575898985e-11,3.4624823082481104e-13,1.7922040224075317,2.5199122302699273e-11,3.8767226191380177e-13,3.106325626373291,64.66780853271484,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,                  ,                  ,8,               ,              ,               ,N,                     ,bcu  ,GB6 J0302+5331            ,                          ,2.378005027770996
3FGL J0302.5-7915,45.645198822021484,-79.25440216064453,295.76513671875,-35.979217529296875,0.06481803953647614,0.05865076556801796,34.540000915527344,0.10509999841451645,0.09510000050067902,34.540000915527344,325,7.994093418121338,722.4539184570312,1.4837635243722391e-12,2.0121084702909298e-13,4.359792804553564e-10,7.806863489001614e-11,6.467278535621235e-12,8.927065358634023e-13,0.10837984830141068,PowerLaw,2.506016492843628,0.11887840181589127,-inf,-inf,-inf,-inf,-inf,-inf,2.506016492843628,,,,,8.25222290501415e-09,1.8882779454637566e-12,2.618788480758667,2.129707299403094e-09,1.3793300269321351e-12,4.804205894470215,2.816610278344456e-10,6.444982351624939e-13,3.648404121398926,1.2132653215424227e-10,7.857855533789648e-13,5.521541118621826,8.303296418488149e-12,1.2210948940362398e-13,0.7437403202056885,91.00972747802734,5.753538608551025,7.211254882122375e-08,1.7504882876551164e-08,272204992.0,2630000.0,                  ,                 ,                  ,2FGL J0302.7-7919 ,                  ,0,               ,              ,               ,N,                     ,fsrq ,PMN J0303-7914            ,                          ,2.506016492843628
3FGL J0303.0+3150,45.75410079956055,31.835100173950195,153.0707550048828,-23.225915908813477,0.11551301926374435,0.09972479939460754,56.66999816894531,0.18729999661445618,0.16169999539852142,56.66999816894531,711,4.1752448081970215,1167.1904296875,3.156534007699857e-13,7.204260517139349e-14,3.42647993312184e-10,8.356152575439424e-11,4.20423678509918e-12,9.64864039360025e-13,2.215404987335205,PowerLaw,2.3149447441101074,0.14474591612815857,-inf,-inf,-inf,-inf,-inf,-inf,2.3149447441101074,,,,,3.4041787166927406e-09,7.932679036218304e-13,0.9903160929679871,1.3985663738225185e-09,9.25627413259078e-13,2.660675048828125,2.7597632512588177e-10,6.431012406632464e-13,2.7451837062835693,1.1764517138246333e-10,7.786229343567652e-13,4.1970930099487305,1.0025142091731813e-15,1.5782928687950664e-17,0.0,40.46474075317383,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,                  ,                  ,0,               ,              ,               ,N,                     ,bcu  ,B2 0259+31                ,                          ,2.3149447441101074
3FGL J0303.4-2407,45.87099838256836,-24.122600555419922,214.63148498535156,-60.16831588745117,0.009127563796937466,0.008880873210728168,12.199999809265137,0.014800000004470348,0.014399999752640724,12.199999809265137,742,63.625003814697266,1239.1591796875,3.546389093847524e-12,1.0446948617596694e-13,5.74302072564592e-09,1.9798768180478987e-10,6.592214274458996e-11,2.6790407999660593e-12,0.7798689603805542,PowerLaw,1.9182995557785034,0.022218987345695496,-inf,-inf,-inf,-inf,-inf,-inf,1.9182995557785034,,,,,2.6723844470666336e-08,6.473749921548366e-12,10.962133407592773,1.2113576808303606e-08,8.397519658809305e-12,29.05777359008789,3.776923662712761e-09,9.14945376406795e-12,34.980865478515625,1.4713641416363998e-09,1.0199967606649984e-11,32.16135025024414,5.444913964147702e-10,1.0022451618629802e-11,24.58588981628418,676.8516235351562,29.228734970092773,2.9360469966377423e-07,2.2557387069355173e-08,293244992.0,2630000.0,                  ,0FGL J0303.7-2410,1FGL J0303.5-2406 ,2FGL J0303.4-2407 ,1FHL J0303.4-2407 ,0,               ,              ,               ,P,PKS 0301-243         ,BLL  ,PKS 0301-243              ,                          ,1.9182995557785034
3FGL J0303.6+4716,45.9208984375,47.2681999206543,145.0019073486328,-9.857284545898438,0.019858619198203087,0.018748510628938675,23.459999084472656,0.03220000118017197,0.030400000512599945,23.459999084472656,236,27.270153045654297,836.8197021484375,4.392739644254462e-12,2.1825995329648185e-13,2.273062849056373e-09,1.3912893059853104e-10,2.726676523456817e-11,1.3827387585624296e-12,2.10109281539917,PowerLaw,2.2835206985473633,0.03786752000451088,-inf,-inf,-inf,-inf,-inf,-inf,2.2835206985473633,,,,,3.4096906631475576e-08,7.969633633586604e-12,9.392900466918945,8.177965860056702e-09,5.43207579611904e-12,13.68778133392334,1.7565393584106914e-09,4.105643776342038e-12,14.303872108459473,3.847694662884038e-10,2.5557661455927194e-12,12.230581283569336,8.98050245279336e-11,1.4304666392378484e-12,8.057254791259766,238.36572265625,11.064371109008789,1.4677947035579564e-07,1.892029999339684e-08,298504992.0,2630000.0,                  ,                 ,1FGL J0303.1+4711 ,2FGL J0303.5+4713 ,1FHL J0303.6+4715 ,0,               ,              ,               ,N,                     ,bll  ,4C +47.08                 ,                          ,2.2835206985473633
3FGL J0303.7-6211,45.93119812011719,-62.18360137939453,280.2355651855469,-48.704227447509766,0.037805382162332535,0.03429003804922104,25.739999771118164,0.06129999831318855,0.05559999868273735,25.739999771118164,272,16.757076263427734,730.5609741210938,2.7347820188983185e-12,2.076071926133613e-13,8.644731042117826e-10,8.54622136947647e-11,1.216112627266952e-11,9.274626422764443e-13,2.097888946533203,PowerLaw,2.4601340293884277,0.0638170912861824,-inf,-inf,-inf,-inf,-inf,-inf,2.4601340293884277,,,,,1.9449224453182978e-08,4.4697440193530724e-12,5.389164924621582,4.386484953045056e-09,2.8556341319374567e-12,10.641002655029297,6.86662782189984e-10,1.5780611409624279e-12,9.582392692565918,1.383455017212043e-10,9.006393721089356e-13,6.3645453453063965,1.3004348466127968e-11,1.943061461512005e-13,2.67158579826355,113.30046844482422,7.266042232513428,9.529369293659329e-08,1.770046331728281e-08,272204992.0,2630000.0,                  ,                 ,1FGL J0303.4-6209 ,2FGL J0303.5-6209 ,                  ,0,               ,              ,               ,N,                     ,fsrq ,PKS 0302-623              ,                          ,2.4601340293884277
3FGL J0304.3-2836,46.08110046386719,-28.60890007019043,223.67633056640625,-60.68743896484375,0.048289746046066284,0.04754967615008354,-0.44999998807907104,0.07829999923706055,0.0771000012755394,-0.44999998807907104,542,4.061458110809326,6611.65869140625,4.0951904241553604e-15,1.4496324088426253e-15,1.3194002834726604e-10,4.9583222944127314e-11,1.979546301184021e-12,7.630793241210354e-13,2.7368781566619873,PowerLaw,1.6087045669555664,0.2324439436197281,-inf,-inf,-inf,-inf,-inf,-inf,1.6087045669555664,,,,,1.6082850606835564e-09,4.018067616910065e-13,0.5352010726928711,6.7302110065559084e-12,4.84135529991883e-15,0.0,2.4451677661796456e-12,6.1088977538375274e-15,0.0,6.741261715514923e-11,4.849304551662881e-13,4.289276599884033,2.2920429443296086e-11,4.811418733048634e-13,3.2550947666168213,34.8370246887207,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,2FGL J0304.5-2836 ,                  ,0,               ,              ,               ,N,                     ,bll  ,RBS 0385                  ,                          ,1.6087045669555664
3FGL J0304.9+6817,46.233001708984375,68.29750061035156,134.80332946777344,8.558918952941895,0.04773469269275665,0.0461312010884285,16.010000228881836,0.07739999890327454,0.07479999959468842,16.010000228881836,158,13.962613105773926,295.53570556640625,4.567429420787583e-11,3.3166355946356862e-12,7.732036677587928e-10,1.1650060083301383e-10,1.8847118310461042e-11,1.3729202236884008e-12,0.6046519875526428,PowerLaw,2.844273328781128,0.07506073266267776,-inf,-inf,-inf,-inf,-inf,-inf,2.844273328781128,,,,,4.756797977734095e-08,1.0549690461492123e-11,10.857874870300293,5.501133770735578e-09,3.4337363681580246e-12,6.241945743560791,8.758753167192879e-10,1.9425281695684138e-12,5.760895252227783,9.281216073464549e-11,5.793214757736365e-13,3.120936393737793,2.2936194610245764e-11,3.0299420199393634e-13,2.8021750450134277,62.42708206176758,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,2FGL J0303.5+6822 ,                  ,0,               ,              ,               ,N,                     ,bcu  ,TXS 0259+681              ,                          ,2.844273328781128
3FGL J0305.2-1607,46.30440139770508,-16.120100021362305,200.3257598876953,-57.14266586303711,0.05081833153963089,0.041382402181625366,-39.2400016784668,0.08240000158548355,0.06710000336170197,-39.2400016784668,347,5.635293960571289,6247.77880859375,7.074937559631636e-15,1.9560491616878563e-15,2.1717740106286243e-10,6.471595481727377e-11,2.9774366566009958e-12,8.658533417159331e-13,2.098304033279419,PowerLaw,1.688498616218567,0.19125860929489136,-inf,-inf,-inf,-inf,-inf,-inf,1.688498616218567,,,,,2.7087904402173235e-12,6.713754664109403e-16,0.0,6.342703029460495e-10,4.519157129675294e-13,1.8373407125473022,7.676603103190516e-11,1.9026510781391254e-13,1.3789955377578735,6.256579282437613e-11,4.457794268268589e-13,4.367239952087402,5.049493115305559e-11,1.0242225904205648e-12,4.785351753234863,39.80242156982422,-inf,-inf,-inf,-inf,-inf,                  ,                 ,1FGL J0305.2-1601 ,2FGL J0305.0-1602 ,                  ,0,               ,              ,               ,N,                     ,bcu  ,PKS 0302-16               ,                          ,1.688498616218567
3FGL J0307.3+4916,46.843299865722656,49.27040100097656,144.53298950195312,-7.815003395080566,0.01942691020667553,0.01770007237792015,-44.25,0.03150000050663948,0.028699999675154686,-44.25,236,14.800511360168457,1920.9581298828125,3.634386357403291e-13,3.5137105220848716e-14,1.294772178361825e-09,1.2667661364318406e-10,1.4408797939513551e-11,1.3977134337081476e-12,1.4944615364074707,PowerLaw,2.0957446098327637,0.0658365786075592,-inf,-inf,-inf,-inf,-inf,-inf,2.0957446098327637,,,,,1.156873619123644e-08,2.753887395900989e-12,2.8887176513671875,2.7129802848691043e-09,1.8417806342541088e-12,4.0144805908203125,1.1396407151309518e-09,2.7128650888219585e-12,8.445455551147461,2.1628364377246356e-10,1.4683005245680336e-12,7.330057621002197,9.549157298227584e-11,1.6354379872920988e-12,8.400230407714844,53.475921630859375,-inf,-inf,-inf,-inf,-inf,                  ,                 ,1FGL J0307.5+4916 ,2FGL J0307.4+4915 ,1FHL J0307.4+4915 ,0,               ,              ,               ,N,                     ,     ,                          ,                          ,2.0957446098327637
3FGL J0308.0+7442,47.01839828491211,74.7074966430664,131.71981811523438,14.217493057250977,0.0239906907081604,0.0218938197940588,-51.7400016784668,0.03889999911189079,0.03550000116229057,-51.7400016784668,616,25.853439331054688,1903.3956298828125,1.1800464034747438e-12,6.413412959342321e-14,3.0436584363968677e-09,1.658948672877969e-10,1.4570256459678355e-11,7.919547721606246e-13,12.224654197692871,PLExpCutoff,0.500091016292572,-inf,-inf,-inf,1238.7384033203125,71.07957458496094,1.0,-inf,2.0895988941192627,,,,,1.1106819908235366e-09,3.0536762896972436e-13,0.4981699287891388,4.665198449771424e-09,3.6337560564703164e-12,10.940641403198242,2.5968169836687593e-09,6.303155046516462e-12,21.021018981933594,4.0543710055906956e-10,2.126646081457295e-12,11.696389198303223,1.3843080632800712e-15,1.2825972237852241e-17,0.0,50.40825271606445,-inf,-inf,-inf,-inf,-inf,                  ,                 ,1FGL J0308.6+7442 ,2FGL J0308.3+7442 ,                  ,2048,               ,              ,               ,N,                     ,PSR  ,PSR J0307+7443            ,                          ,0.7627794412054651
3FGL J0308.4-2852,47.10300064086914,-28.87339973449707,224.36720275878906,-59.818363189697266,0.13099287450313568,0.09324916452169418,-61.95000076293945,0.21240000426769257,0.15119999647140503,-61.95000076293945,542,4.295758247375488,773.1134643554688,5.707265714714749e-13,1.2854573362783978e-13,1.93226698530502e-10,6.118376638664103e-11,2.9775791207664604e-12,7.197188266368226e-13,1.304542064666748,PowerLaw,2.5369458198547363,0.24638408422470093,-inf,-inf,-inf,-inf,-inf,-inf,2.5369458198547363,,,,,5.076433939876779e-09,1.158212848545448e-12,1.327194333076477,8.025278219747634e-10,5.179738474074547e-13,2.17459774017334,1.459522641633626e-10,3.329970847676389e-13,2.7183332443237305,5.990188900462101e-11,3.8662348604730223e-13,3.3068583011627197,2.532142527136871e-15,3.684791182158729e-17,0.0,26.103605270385742,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,                  ,                  ,0,               ,              ,               ,N,                     ,     ,                          ,                          ,2.5369458198547363
3FGL J0308.6+0408,47.15739822387695,4.135700225830078,174.88214111328125,-44.461788177490234,0.04551447182893753,0.03928552567958832,84.37000274658203,0.0737999975681305,0.06369999796152115,84.37000274658203,617,8.111621856689453,1948.1771240234375,1.607993387964593e-13,2.59691814358037e-14,5.932738744718336e-10,9.699455821854386e-11,6.590877583284582e-12,1.074532064888889e-12,1.5442819595336914,PowerLaw,2.0710675716400146,0.10991384088993073,-inf,-inf,-inf,-inf,-inf,-inf,2.0710675716400146,,,,,2.3879195062276315e-12,5.698117161726174e-16,0.0,2.5321069685446673e-09,1.7239711177716166e-12,4.848896026611328,2.598413151311263e-10,6.200403146645883e-13,3.138671636581421,1.647943170812738e-10,1.121993014989442e-12,5.581537246704102,4.350435636735206e-11,7.524440055403647e-13,4.2745161056518555,47.80876541137695,-inf,-inf,-inf,-inf,-inf,                  ,                 ,1FGL J0308.3+0403 ,                  ,                  ,0,               ,              ,               ,N,                     ,rdg  ,NGC 1218                  ,                          ,2.0710675716400146
3FGL J0309.0+1029,47.25859832763672,10.498000144958496,169.16482543945312,-39.715293884277344,0.02226385474205017,0.020105309784412384,7.03000020980835,0.03610000014305115,0.032600000500679016,7.03000020980835,618,25.84080696105957,716.412353515625,7.743861107911698e-12,4.876847623652703e-13,2.7817088632531295e-09,1.775686542249133e-10,2.4773485346463175e-11,1.574515691438183e-12,4.174557685852051,LogParabola,2.0919606685638428,0.061440132558345795,0.1374431550502777,0.03480802848935127,-inf,-inf,-inf,-inf,2.22908878326416,,,,,2.637211338196721e-08,6.527744490780751e-12,7.474218845367432,8.657895733676924e-09,5.931476664000623e-12,13.138468742370605,2.3435855478481926e-09,5.450870657619511e-12,16.68458366394043,4.0250927590967933e-10,2.565326857190131e-12,10.243598937988281,9.239756876278094e-11,1.1292654094816057e-12,7.234264373779297,670.7516479492188,19.372421264648438,2.226328632559671e-07,2.0255267685342915e-08,319544992.0,2630000.0,                  ,                 ,                  ,2FGL J0309.1+1027 ,1FHL J0309.1+1027 ,0,               ,              ,               ,N,                     ,fsrq ,PKS 0306+102              ,                          ,1.9930984076265097
3FGL J0309.5-0749,47.383201599121094,-7.817599773406982,188.83486938476562,-52.041748046875,0.05673890933394432,0.049029819667339325,53.810001373291016,0.09200000017881393,0.0794999971985817,53.810001373291016,682,6.6151652336120605,3010.39453125,4.5873894960468675e-14,9.210949670633746e-15,4.083879900917964e-10,8.218409286442352e-11,4.653763485684692e-12,9.57070252043113e-13,1.2804478406906128,PowerLaw,1.9353001117706299,0.14551737904548645,-inf,-inf,-inf,-inf,-inf,-inf,1.9353001117706299,,,,,1.2087019163331547e-09,2.9231090746713317e-13,0.4109463393688202,6.010113517973537e-10,4.1580134517785194e-13,1.377078652381897,1.54514651073967e-10,3.7367624185907777e-13,2.1097476482391357,1.8339869900518835e-10,1.2688183836928602e-12,6.986008644104004,2.394123961579897e-11,4.37596709085622e-13,2.633136510848999,44.143001556396484,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,2FGL J0309.3-0743 ,                  ,0,               ,              ,               ,N,                     ,bll  ,NVSS J030943-074427       ,                          ,1.9353001117706299
3FGL J0309.9-6057,47.47800064086914,-60.962799072265625,278.1031188964844,-48.95266342163086,0.02892450988292694,0.025655856356024742,-22.329999923706055,0.04690000042319298,0.041600000113248825,-22.329999923706055,272,26.041948318481445,743.10693359375,4.3860440453180605e-12,2.3186744950269567e-13,1.5015146903607501e-09,1.0487280488469253e-10,2.0273826020766883e-11,1.0720854542664582e-12,2.161482572555542,PowerLaw,2.42168927192688,0.04597526788711548,-inf,-inf,-inf,-inf,-inf,-inf,2.42168927192688,,,,,2.7569068805632924e-08,6.35901097403857e-12,6.620782375335693,7.626778320002359e-09,4.986689880470685e-12,17.625234603881836,1.1121291665361355e-09,2.5652084623128957e-12,14.347270965576172,2.505170793032363e-10,1.6379800077057083e-12,10.61905288696289,3.516826066474188e-11,5.326384407318419e-13,3.560316324234009,235.10577392578125,14.485854148864746,1.6306837835600163e-07,1.7046861700009686e-08,358995008.0,2630000.0,                  ,                 ,1FGL J0310.1-6058 ,2FGL J0310.0-6058 ,                  ,0,               ,              ,               ,N,                     ,fsrq ,PKS 0308-611              ,                          ,2.42168927192688
3FGL J0310.4-5015,47.62070083618164,-50.257198333740234,263.5983581542969,-54.89248275756836,0.03243985399603844,0.030713019892573357,22.239999771118164,0.05260000005364418,0.049800001084804535,22.239999771118164,284,8.389963150024414,4489.49072265625,1.8154628259156765e-14,3.6191261440629216e-15,3.2498453927942705e-10,6.649247125123381e-11,4.17928018581204e-12,9.03563899048998e-13,2.4685118198394775,PowerLaw,1.7536088228225708,0.14305394887924194,-inf,-inf,-inf,-inf,-inf,-inf,1.7536088228225708,,,,,7.976204141613152e-10,1.9641023020228882e-13,0.26304009556770325,9.362805669654861e-11,6.619191143548281e-14,0.3160717487335205,1.9416679375439116e-10,4.781264902227467e-13,3.3678693771362305,1.0592935556497096e-10,7.488851661192897e-13,5.608124256134033,5.084340240490981e-11,1.0029939118832987e-12,6.2071309089660645,69.3721923828125,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,2FGL J0310.2-5013 ,1FHL J0310.5-5014 ,0,               ,              ,               ,N,                     ,bcu  ,1RXS J031036.0-501615     ,                          ,1.7536088228225708
3FGL J0310.8+3814,47.70940017700195,38.23740005493164,150.91485595703125,-16.94483184814453,0.06598982214927673,0.04859811067581177,-52.41999816894531,0.10700000077486038,0.07880000025033951,-52.41999816894531,678,8.643004417419434,911.1771240234375,9.970319925570181e-13,1.3303140327606405e-13,5.58509460901746e-10,8.875822993248406e-11,7.554234147943983e-12,1.0271724876914634e-12,0.22151775658130646,PowerLaw,2.423380136489868,0.10954894125461578,-inf,-inf,-inf,-inf,-inf,-inf,2.423380136489868,,,,,1.5185264601313975e-08,3.502030046162452e-12,4.201907157897949,2.1441330932958635e-09,1.4016509307379632e-12,4.082996368408203,2.949953059605548e-10,6.803190281089166e-13,3.453730344772339,1.4125044189849945e-10,9.233745495648704e-13,5.489001750946045,1.6182213555260283e-11,2.449395124660275e-13,1.8552483320236206,101.9420166015625,5.478691577911377,7.730729834065642e-08,1.832594875850191e-08,259055008.0,2630000.0,                  ,                 ,1FGL J0310.6+3812 ,2FGL J0310.7+3813 ,                  ,0,               ,              ,               ,N,                     ,fsrq ,B3 0307+380               ,                          ,2.423380136489868
3FGL J0312.1-0921,48.04079818725586,-9.359299659729004,191.51463317871094,-52.361995697021484,0.055135421454906464,0.05001658573746681,65.05999755859375,0.08940000087022781,0.08110000193119049,65.05999755859375,682,10.923057556152344,1138.6260986328125,9.853678203247673e-13,1.3863217485868967e-13,9.49180956055784e-10,1.2360158729851634e-10,5.231697887408959e-12,8.417517442620148e-13,4.004342079162598,LogParabola,1.8716264963150024,0.2314770519733429,0.48329228162765503,0.183095782995224,-inf,-inf,-inf,-inf,2.218932628631592,,,,,8.289837705177661e-10,2.406755350570222e-13,0.45500046014785767,1.983070818667443e-09,1.5045583052000766e-12,5.671675682067871,6.78080147586968e-10,1.5858936342968977e-12,7.340359687805176,1.7796251972068688e-10,1.0514645794670874e-12,6.609412670135498,4.0145274765883334e-16,3.7195636217228045e-18,0.0,47.55976867675781,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,2FGL J0312.5-0914 ,                  ,0,               ,              ,               ,N,                     ,     ,                          ,                          ,1.0761568433865223
3FGL J0312.7-2222,48.17570114135742,-22.370899200439453,212.36013793945312,-57.68241882324219,0.034721747040748596,0.03182312846183777,-57.75,0.056299999356269836,0.051600001752376556,-57.75,742,6.911965370178223,6047.083984375,8.20165062167394e-15,2.0416234180413006e-15,2.306115992611879e-10,6.000293317764971e-11,3.3945791056561037e-12,9.26441323829963e-13,2.303239345550537,PowerLaw,1.6247706413269043,0.15998350083827972,-inf,-inf,-inf,-inf,-inf,-inf,1.6247706413269043,,,,,3.4572689763118225e-12,8.62361861319439e-16,0.0,1.2844873775730292e-10,9.222124068087104e-14,0.49007949233055115,5.08733125070826e-11,1.2689553726373537e-13,1.163348913192749,1.0749681700339409e-10,7.717856844065285e-13,5.159091949462891,5.1087013092088185e-11,1.0650097340483833e-12,6.075769901275635,35.81835174560547,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,                  ,                  ,0,               ,              ,               ,N,                     ,     ,                          ,                          ,1.6247706413269043
3FGL J0312.7+2011,48.19060134887695,20.189699172973633,162.52333068847656,-31.606557846069336,0.04341760277748108,0.0354001447558403,-34.130001068115234,0.07039999961853027,0.05739999935030937,-34.130001068115234,307,6.87769079208374,7110.615234375,8.53860625732233e-15,1.9720301323037032e-15,3.3331853943607825e-10,8.752571584169644e-11,4.4312947408697845e-12,1.0393653169030181e-12,0.6480486392974854,PowerLaw,1.718597173690796,0.16786468029022217,-inf,-inf,-inf,-inf,-inf,-inf,1.718597173690796,,,,,3.311831031638235e-09,8.183762370030101e-13,1.042036771774292,4.9426875786684477e-11,3.5089806901074036e-14,0.05720840394496918,1.744821093163651e-10,4.3115733422763314e-13,2.076225757598877,1.1036009606169017e-10,7.83483521116235e-13,4.322854042053223,5.8146459869234945e-11,1.1643238456704452e-12,6.219531059265137,44.40104675292969,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,2FGL J0312.8+2013 ,1FHL J0312.8+2013 ,0,               ,              ,               ,N,                     ,     ,                          ,                          ,1.718597173690796
3FGL J0312.7+0133,48.193599700927734,1.5607000589370728,178.5164794921875,-45.508544921875,0.03977890685200691,0.03280989080667496,61.599998474121094,0.06449999660253525,0.053199999034404755,61.599998474121094,372,14.412219047546387,942.3883666992188,1.48054333549974e-12,1.3218255429017084e-13,1.0057095156668083e-09,1.0588540461098361e-10,1.2056141675265142e-11,1.0834880085144882e-12,1.3264292478561401,PowerLaw,2.282543659210205,0.06758999079465866,-inf,-inf,-inf,-inf,-inf,-inf,2.282543659210205,,,,,1.2664557402786158e-08,2.960427259238174e-12,4.00712776184082,3.5719216473495408e-09,2.372855167562249e-12,7.229193687438965,8.226363479302279e-10,1.9229689455363408e-12,8.326294898986816,1.9464201084229416e-10,1.2930220045712093e-12,7.377864360809326,4.572261319557569e-11,7.285627721780041e-13,4.653397560119629,254.41607666015625,15.30500316619873,1.9322295941037737e-07,2.0184033999726125e-08,264315008.0,2630000.0,                  ,                 ,1FGL J0312.6+0131 ,2FGL J0312.6+0132 ,                  ,0,               ,              ,               ,N,                     ,fsrq ,PKS 0310+013              ,                          ,2.282543659210205
3FGL J0312.7+3613,48.19430160522461,36.2317008972168,152.3873748779297,-18.429363250732422,0.041382402181625366,0.03595520183444023,5.809999942779541,0.06710000336170197,0.05829999968409538,5.809999942779541,678,6.416466236114502,1612.8792724609375,1.9116290852789347e-13,3.519148473606244e-14,4.4257300602090766e-10,8.340064056033825e-11,5.309778658424413e-12,1.0195977092133934e-12,0.9666547775268555,PowerLaw,2.2837562561035156,0.14051495492458344,-inf,-inf,-inf,-inf,-inf,-inf,2.2837562561035156,,,,,7.107894717250929e-09,1.6613247236230144e-12,1.955269455909729,1.5453509583096547e-09,1.0264454217145946e-12,2.851566791534424,2.9032232173875627e-10,6.785689089620905e-13,3.196012258529663,7.530658735488416e-11,5.001977022682513e-13,3.1420960426330566,1.8602407808598898e-11,2.9628380369788043e-13,3.0974316596984863,59.085174560546875,-inf,-inf,-inf,-inf,-inf,                  ,                 ,                  ,                  ,                  ,0,               ,              ,               ,N,                     ,bll  ,V Zw 326                  ,                          ,2.2837562561035156
