Source_Name,GLON,GLAT,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Variability_Index,ASSOC_FGL,ASSOC_FHL,ASSOC1,HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,Class_4FGL,Flags
4FGL J0749.7+7450,139.90247,29.911428,8.597661,3233.0693,1.7972225E-10,3.009316E-11,1.9998463E-12,3.434548E-13,1.6947457E-14,2.7531277E-15,2.0948987,0.14041719,1.5309727E-14,2.9944086E-15,2.1633267,0.11717418,-0.059607647,0.048740286,0.98607725,1.664146E-14,2.7944485E-15,2.146153,0.16738257,-1.4613384E-4,3.0685237E-4,0.6666667,0.37683186,13.666575,,,RX J0749.4+7451,-0.53534293,-0.8974212,-0.23404633,-0.6460771,-0.26455352,-0.83954006,AGN,bll,0
4FGL J0749.9+1823,202.35387,20.921383,5.7736,747.5367,2.2697037E-10,4.6979864E-11,3.4328128E-12,6.154181E-13,7.19905E-13,1.26832E-13,2.5219543,0.11528494,8.055008E-13,1.6904639E-13,2.4689186,0.14752018,0.06078498,0.07725986,0.8406093,7.7959096E-13,1.5544418E-13,2.3475006,0.23932944,0.0016794843,0.0022066326,0.6666667,0.8912237,23.382175,,,TXS 0747+185,0.9996746,-0.7693783,-0.49754086,-0.88094294,-0.2363125,-0.99998415,AGN,fsrq,16
4FGL J0750.8+1229,208.17674,18.736414,19.995253,828.25824,6.177755E-10,4.8904616E-11,9.28311E-12,6.363119E-13,1.5062359E-12,9.87896E-14,2.5166676,0.052622236,1.6523766E-12,1.2397661E-13,2.5059183,0.06546339,0.07537219,0.038233157,2.0721323,1.6051156E-12,1.1952738E-13,2.3413146,0.12150095,0.0021204345,0.0013575783,0.6666667,1.8618959,155.3573,3FGL J0750.6+1232,,OI 280,0.95724505,-0.57086843,-0.7694445,-0.6175461,-0.8687711,-0.44626832,AGN,fsrq,0
4FGL J0751.0+7908,134.99571,29.403633,24.491035,1118.7341,6.3207334E-10,4.222731E-11,4.552028E-12,4.1312586E-13,5.286307E-13,3.1351796E-14,2.228393,0.048979096,6.1596724E-13,4.3035772E-14,1.9723682,0.09836425,0.20556004,0.05598316,4.156669,5.8846157E-13,3.9843715E-14,1.6656269,0.15673646,0.004369515,0.0012853366,0.6666667,4.258272,129.52296,3FGL J0748.5+7910,,JVAS J0750+7909,0.1895015,-0.20859164,-0.53235745,-0.5656847,-0.8451245,-0.736132,AGN,bcu,0
4FGL J0751.0-5131,264.94287,-12.388873,26.6589,806.32715,1.3060567E-9,7.5393705E-11,1.3275595E-11,9.253378E-13,2.8623833E-12,1.4107045E-13,2.4294019,0.038167052,3.365756E-12,1.9174885E-13,2.303602,0.06018791,0.1597312,0.03890637,4.8172774,3.2056484E-12,1.768038E-13,2.0032206,0.117402494,0.0045799087,0.001256185,0.6666667,4.546132,676.8345,,,PMN J0751-5134,-0.28464547,-0.46562675,-0.70788705,-0.66797245,-0.79996574,-1.0,AGN,bcu,2
4FGL J0751.4-0421,223.82715,11.2493305,8.802827,2578.755,2.6160152E-10,4.0966425E-11,2.9058249E-12,4.550917E-13,3.9688176E-14,6.2138354E-15,2.0599587,0.11416273,5.0855726E-14,9.47134E-15,1.7630382,0.25462964,0.2721424,0.1624941,2.205063,4.9652343E-14,9.065334E-15,1.1242979,0.46449634,0.004548118,0.0023291996,0.6666667,2.480038,3.5889668,,3FHL J0751.3-0424,PMN J0751-0421,-0.61251336,-0.5372372,-0.31989035,-0.4060917,-0.62275326,-0.9999899,AGN,bcu,0
4FGL J0751.4+2655,193.85774,24.32817,4.7147965,2459.5708,1.1307542E-10,2.7790133E-11,1.2577016E-12,3.0996893E-13,1.8909536E-14,4.648114E-15,2.0906136,0.16761182,2.956004E-14,8.308583E-15,1.9105607,0.32579157,0.42978963,0.2868789,2.2290184,2.7664018E-14,8.14869E-15,0.8910827,0.7971721,0.0074378764,0.005308096,0.6666667,2.0331652,19.457815,,,MG2 J075139+2657,-0.34245798,0.23614281,0.1457029,-0.5253886,-0.6883127,-0.99942195,AGN,bcu,0
4FGL J0752.2+3313,187.27342,26.424965,38.64666,514.9311,1.2165672E-9,6.130876E-11,1.435922E-11,6.287982E-13,8.5392275E-12,3.108956E-13,2.4339397,0.029840227,9.524867E-12,3.9935988E-13,2.3090603,0.045265928,0.11910153,0.026932383,4.883092,9.192778E-12,3.7088415E-13,2.093227,0.08561128,0.004496367,0.0011360366,0.6666667,5.0429645,2114.8235,,,OI 380,0.0551273,-0.57025373,-0.69616014,-0.7055431,-0.8828397,-0.675186,AGN,fsrq,2
4FGL J0752.3-1631,234.63164,5.417295,15.090114,3052.4702,5.400359E-10,5.4937745E-11,6.0355427E-12,6.10044E-13,5.853459E-14,5.914393E-15,1.9999104,0.07372829,7.027743E-14,8.424428E-15,1.8784547,0.11221721,0.13905439,0.065954596,2.4323194,6.707559E-14,7.727922E-15,1.616722,0.20830588,0.0015738531,8.7607146E-4,0.6666667,2.379097,5.266146,3FGL J0752.6-1629,3FHL J0752.4-1633,NVSS J075223-163340,0.9851067,0.6382425,-0.40898436,-0.33956477,-0.7126519,-0.36197147,AGN,bcu,0
4FGL J0753.0+5353,164.19286,30.504765,40.397827,1372.7645,1.1867245E-9,5.2072298E-11,1.3312966E-11,5.5025705E-13,6.903473E-13,2.7807846E-14,2.1403651,0.03252391,7.3643386E-13,3.4854037E-14,2.0950644,0.041337434,0.048964236,0.021322323,2.2291741,7.1935356E-13,3.1399518E-14,2.0165627,0.061175097,7.73731E-4,3.5211197E-4,0.6666667,2.3495948,14.578031,3FGL J0753.1+5353,3FHL J0753.1+5354,4C +54.15,0.9296581,-0.448448,-0.5847411,-0.49265963,-0.7100487,-0.5663438,AGN,bll,0
4FGL J0753.9+0923,211.48521,18.11876,8.40205,1319.5027,2.7596836E-10,4.328669E-11,2.2232366E-12,4.855805E-13,1.6795114E-13,2.5571303E-14,2.386605,0.10855818,2.322945E-13,3.7966995E-14,2.4642303,0.19482146,0.32399255,0.14610785,3.0306332,2.2639223E-13,3.7607948E-14,1.4991534,0.4398848,0.010144006,0.004983611,0.6666667,2.8927274,45.918064,,,TXS 0751+095,0.9996661,-0.57843477,-0.5783054,-0.6591765,-0.9999991,0.9246627,AGN,bcu,0
4FGL J0754.0+0451,215.75485,16.140959,11.659554,2857.7717,2.7647E-10,3.6342585E-11,3.1392926E-12,4.2252836E-13,3.4330405E-14,4.5106664E-15,1.9444935,0.09081891,4.3031154E-14,6.7221903E-15,1.7599858,0.17891681,0.18498568,0.1022201,2.4179666,4.1333443E-14,6.2252432E-15,1.3379506,0.30520615,0.002584194,0.0013301916,0.6666667,2.6386707,16.281885,,3FHL J0753.9+0452,GB6 J0754+0452,0.9961122,-0.2720916,-0.3305162,-0.27666062,-0.543102,-0.7160961,AGN,bcu,0
4FGL J0754.4-1148,230.7742,8.232862,38.024693,1074.2932,2.0199704E-9,9.145232E-11,1.7822991E-11,9.55871E-13,1.8166545E-12,7.4253585E-14,2.1333654,0.029816007,2.0246276E-12,9.462996E-14,2.0311098,0.042743914,0.08923014,0.021735977,4.4431767,1.9353904E-12,8.637916E-14,1.8999255,0.06647853,0.0016581679,4.617694E-4,0.6666667,4.3572226,25.73057,3FGL J0754.4-1148,3FHL J0754.3-1148,TXS 0752-116,0.619777,-0.37346238,-0.6038426,-0.5509221,-0.5131791,-0.8837637,AGN,bll,512
4FGL J0754.7+4823,170.55511,30.144844,45.07843,1063.3436,1.5870136E-9,6.693082E-11,1.3948798E-11,7.626155E-13,1.4352586E-12,5.3816394E-14,2.0981896,0.028858345,1.5642352E-12,6.6768626E-14,1.9825253,0.045071576,0.08607822,0.022234526,4.2143226,1.5162722E-12,6.179002E-14,1.8386234,0.07192573,0.001800936,4.89451E-4,0.6666667,4.6165514,92.81249,3FGL J0754.8+4824,3FHL J0754.8+4822,GB1 0751+485,-0.540655,-0.4567347,-0.54115415,-0.49040684,-0.73724496,-0.74187815,AGN,bll,0
4FGL J0756.3-6431,277.2295,-17.736841,8.091925,3907.7468,1.9815494E-10,3.6722528E-11,2.209271E-12,3.9841952E-13,1.30312826E-14,2.305411E-15,2.0135968,0.13166195,1.3233492E-14,2.921698E-15,2.0042496,0.15258707,0.008413681,0.0739365,0.10705751,1.3782781E-14,2.6641327E-15,1.8720044,0.23668244,4.1280282E-4,6.219806E-4,0.6666667,0.7116911,8.913983,3FGL J0756.3-6433,3FHL J0756.3-6431,SUMSS J075625-643031,0.98698187,-0.68986756,-0.2223877,-0.60220194,-0.5126047,-0.301485,AGN,bll,0
4FGL J0757.1-3729,253.17177,-4.468254,5.6389184,8361.637,2.1433055E-10,5.847452E-11,2.5934354E-12,6.095406E-13,3.7377717E-15,8.6331996E-16,1.8284427,0.14237423,4.9977557E-15,1.2812746E-15,1.7086633,0.23342897,0.19154087,0.12856779,1.7928867,4.5921082E-15,1.212936E-15,1.287398,0.44724908,0.0011825666,0.0010000772,0.6666667,1.7154889,15.492775,,3FHL J0757.1-3729,NVSS J075714-372734,0.57269704,-0.9929803,0.9999976,-0.39708167,-0.36542714,-0.42348492,AGN,bll,0
4FGL J0757.1+0956,211.30931,19.066587,40.25747,1423.0653,1.5973501E-9,7.067992E-11,1.796799E-11,7.5031084E-13,8.646739E-13,3.560824E-14,2.15051,0.03287709,9.102927E-13,4.2954403E-14,2.1238842,0.04023111,0.03869057,0.019758118,1.9315035,8.833879E-13,3.865685E-14,2.0897548,0.05419406,3.6787198E-4,2.7753192E-4,0.6666667,1.372233,29.723373,3FGL J0757.0+0956,3FHL J0757.1+0957,PKS 0754+100,-0.16288547,-0.4866223,-0.60118425,-0.5827584,-0.6644543,-0.35740355,AGN,bll,0
4FGL J0758.1+1134,209.86705,19.97798,8.262653,1609.4791,2.3074545E-10,3.548152E-11,2.7365922E-12,4.2286552E-13,9.962712E-14,1.4940587E-14,2.266058,0.113824606,1.06151016E-13,1.8251607E-14,2.2473032,0.13237225,0.042001788,0.06476448,0.6727014,1.01872077E-13,1.6388522E-14,2.2107732,0.18023363,3.1928704E-4,8.6134527E-4,0.6666667,0.40519026,15.704926,3FGL J0758.1+1130,,TXS 0755+117,0.1445803,-0.6349617,-0.73452336,-0.44282708,-0.7081213,-0.5718823,AGN,fsrq,0
4FGL J0758.7+3746,182.70145,28.88167,5.6106277,1978.8269,1.3852616E-10,2.9386788E-11,1.5853513E-12,3.431094E-13,3.716794E-14,7.8470725E-15,2.1988335,0.15975831,4.1099174E-14,1.0287921E-14,2.1135125,0.24421032,0.08004935,0.1315054,0.6864411,4.0114447E-14,9.441041E-15,1.927512,0.4129836,0.0014061739,0.0020667221,0.6666667,0.8822692,6.3644457,3FGL J0758.7+3747,,NGC 2484,-0.974231,0.9706633,-0.27050817,-0.3457932,-0.83343875,-0.16745166,AGN,rdg,0
4FGL J0758.9+2703,194.31094,25.93925,17.544731,1526.5121,4.781014E-10,4.2000833E-11,5.384441E-12,4.5059835E-13,2.2294341E-13,1.8564792E-14,2.1546645,0.066738605,2.3854876E-13,2.3911494E-14,2.1029701,0.08815927,0.052126043,0.04929261,1.1208594,2.3829726E-13,2.5807673E-14,1.948823,0.23210569,0.0013395146,0.0016288039,0.6666667,1.2285591,11.408124,3FGL J0758.9+2705,3FHL J0758.9+2705,SDSS J075846.99+270515.5,-0.45996115,-0.50333154,-0.6113058,-0.46798974,-0.659371,-0.7567627,AGN,bll,0
4FGL J0759.6+1321,208.28078,21.047293,12.386809,5696.2534,2.507258E-10,4.0263157E-11,3.109741E-12,4.644045E-13,9.001428E-15,1.3316493E-15,1.7958825,0.10344708,1.0498705E-14,1.8428002E-15,1.6624175,0.17085485,0.1058291,0.082547344,1.4476203,1.0524156E-14,1.7386585E-15,1.3369664,0.26664215,0.0010951346,6.3834107E-4,0.6666667,1.919437,19.30318,,3FHL J0759.6+1322,SDSS J075936.13+132117.8,0.9866219,-0.956129,0.6365434,-0.46545926,-0.15180133,-0.6397796,AGN,bll,0
4FGL J0800.3+5611,161.59348,31.701422,8.675711,3146.5295,1.6750057E-10,2.765253E-11,1.8705354E-12,3.058653E-13,1.7072515E-14,2.7915673E-15,2.004039,0.11724395,2.0277738E-14,3.8647797E-15,1.8932853,0.18338193,0.1334532,0.099606454,1.5535691,1.9925327E-14,3.7267226E-15,1.5250658,0.33463216,0.0019849993,0.0013896786,0.6666667,1.7397327,11.068185,,,1RXS J080017.3+561116,0.989766,-0.38580984,-0.7497255,0.02923043,-0.6719869,-0.6733821,AGN,bcu,0
4FGL J0800.4-2257,241.13905,3.7375653,9.329786,1112.9966,5.185422E-10,6.9319675E-11,3.7938793E-12,6.118001E-13,4.2899007E-13,5.5843026E-14,2.426134,0.0832599,6.6676574E-13,9.035424E-14,2.314978,0.16837801,0.40242633,0.13095115,4.5229173,6.401129E-13,8.91478E-14,1.1915631,0.35711914,0.013473614,0.0040229913,0.6666667,4.527343,30.632147,,,PMN J0800-2302,0.70487106,0.13093008,-0.65353304,-0.6853561,-0.9999929,-0.40214115,AGN,bcu,0
4FGL J0800.9+4401,175.75557,30.537243,13.2217455,1600.1025,3.1832792E-10,3.4088402E-11,3.605522E-12,3.7138356E-13,1.3499107E-13,1.39042085E-14,2.1723056,0.08118352,1.5712233E-13,1.9010062E-14,2.0452783,0.12857898,0.1349935,0.07618256,2.130954,1.5201122E-13,1.7615744E-14,1.7524221,0.23944043,0.002652977,0.0015618037,0.6666667,2.3533478,41.981865,3FGL J0800.9+4401,,B3 0757+441,-0.86702526,-0.1262831,-0.5854703,-0.5669103,-0.6686442,-0.83154386,AGN,bll,0
4FGL J0801.1+1335,208.2248,21.474276,4.2994223,2488.8923,1.1743483E-10,3.1038463E-11,1.3470787E-12,3.8100426E-13,1.901994E-14,5.0158843E-15,2.2040927,0.1871037,2.0772526E-14,6.1126416E-15,2.1796367,0.24511233,0.05898696,0.11145615,0.57757145,2.0688166E-14,6.0352033E-15,1.9863542,0.4204261,0.0010766892,0.0018975178,0.6666667,0.6921788,7.674034,,,NVSS J080115+133643,0.83905274,0.50555885,-0.87724155,-0.11863848,-0.79573894,-0.9999978,AGN,bll,16
4FGL J0801.1+6444,151.53159,31.746632,9.785277,2934.3296,1.9423568E-10,2.786201E-11,2.157526E-12,3.095492E-13,2.2576936E-14,3.2111855E-15,2.0616407,0.111068904,2.3203897E-14,3.881865E-15,2.0459158,0.12747417,0.014830338,0.057674028,0.25247216,2.3386124E-14,3.5879786E-15,1.9703144,0.1848189,3.07227E-4,5.477716E-4,0.6666667,0.58323354,31.87778,,3FHL J0801.3+6443,RX J0801.0+6444,0.28740895,-0.67140776,-0.62964207,-0.41540137,-0.5390148,-0.50938255,AGN,bll,0
4FGL J0801.3+6631,149.4318,31.646387,6.8862033,860.69885,1.3934051E-10,2.526525E-11,2.2089858E-12,3.652271E-13,3.190175E-13,4.866255E-14,2.5591009,0.12459941,3.8300884E-13,7.021131E-14,2.375812,0.2147116,0.19985674,0.16017435,1.4013966,3.6775552E-13,6.4684084E-14,2.0262651,0.3715975,0.0056235194,0.0040626056,0.6666667,1.5244055,13.228698,,,GB6 J0801+6639,0.7861275,-0.5874701,-0.8015274,-0.5743528,-0.7996123,-0.9998691,AGN,bcu,0
4FGL J0802.0+1006,211.70082,20.223406,10.951482,2711.9873,2.7733288E-10,3.8349636E-11,3.0905907E-12,4.278898E-13,3.8048832E-14,5.2582264E-15,2.0167358,0.09596774,4.4915016E-14,7.16756E-15,1.9563322,0.13390622,0.10962161,0.071814865,1.7815644,4.343006E-14,6.854017E-15,1.690237,0.24121727,0.0015375407,0.0011206804,0.6666667,1.7989417,5.682617,3FGL J0802.0+1005,3FHL J0802.1+1006,NVSS J080159+100535,-0.9435705,0.3490957,-0.5195632,-0.42196578,-0.6302654,-0.5765058,AGN,bll,0
4FGL J0802.3-0942,229.92487,10.952673,17.738602,3279.0127,5.3956295E-10,5.1892168E-11,6.1817517E-12,6.0161744E-13,5.1484228E-14,4.9134725E-15,1.9225265,0.07051089,5.5148902E-14,6.2500605E-15,1.8706411,0.09575048,0.044608634,0.04441096,1.0761076,5.502449E-14,5.751773E-15,1.7312025,0.15115738,6.1864534E-4,4.6685268E-4,0.6666667,1.6837424,14.901419,3FGL J0802.3-0941,3FHL J0802.2-0943,WISEA J080215.63-094250.9,-0.33331156,-0.7670648,-0.47662875,-0.39406055,-0.38767862,-0.7043848,AGN,bcu,0
4FGL J0803.0+2439,197.17691,26.022387,5.008338,4628.103,1.08142814E-10,3.16092E-11,1.2179007E-12,3.3315836E-13,5.1892076E-15,1.3913541E-15,1.9690284,0.21031761,4.105692E-15,1.465273E-15,2.0791793,0.14130692,-0.08730078,0.06082292,1.0448054,5.230467E-15,1.490831E-15,1.9479165,0.35792974,4.693467E-5,6.058157E-4,0.6666667,0.06089451,13.78913,,,NVSS J080307+243749,-0.018776933,-0.5930116,-0.6542027,-0.9078695,0.44605398,-0.13314681,AGN,bll,0
4FGL J0803.2-0337,224.62836,14.1923895,28.178997,1920.6237,9.830404E-10,5.899298E-11,1.097388E-11,6.828479E-13,2.6962465E-13,1.5792804E-14,2.0060735,0.04426281,2.7683994E-13,1.8838612E-14,1.9901721,0.05086595,0.016202103,0.022253245,0.7059385,2.7362417E-13,1.6837223E-14,1.9679239,0.06520286,1.5920926E-4,2.1133879E-4,0.6666667,0.75245875,25.561756,3FGL J0803.3-0339,3FHL J0803.2-0336,TXS 0800-034,-0.07718284,-0.45515168,-0.54586905,-0.48280692,-0.7130457,0.020923,AGN,fsrq,0
4FGL J0803.5+2046,201.26338,24.7862,6.6940846,692.77905,1.9550882E-10,4.0489716E-11,1.4995218E-12,3.5280787E-13,5.88964E-13,1.0214807E-13,2.5076964,0.119003616,9.736276E-13,1.9515899E-13,1.9991026,0.36277106,0.77021915,0.41425836,3.148337,9.251549E-13,1.788819E-13,0.26640815,0.8705767,0.032137472,0.012816585,0.6666667,3.157337,28.156849,,,GB6 B0800+2046,0.9995145,-0.05692294,-0.6298405,-0.99578345,-0.9997445,0.98254347,AGN,bcu,0
4FGL J0804.0-3629,253.0335,-2.766056,21.15495,4139.8325,1.0889658E-9,1.0075424E-10,9.7389544E-12,9.390082E-13,6.8455976E-14,5.2840465E-15,1.9161484,0.051929146,8.915775E-14,8.024609E-15,1.6683968,0.09832307,0.22802623,0.05627614,4.772331,8.378084E-14,7.415889E-15,1.2463279,0.19046928,0.0021986803,6.4741063E-4,0.6666667,4.863809,35.16802,3FGL J0804.0-3629,3FHL J0804.0-3629,NVSS J080405-362919,-0.77356386,-0.33927792,-0.37007794,-0.1496765,-0.55980754,-0.5636011,AGN,bll,0
4FGL J0804.5+0414,217.56805,18.179794,11.373312,839.0058,3.112325E-10,3.9719818E-11,4.5373887E-12,4.9603334E-13,7.1926915E-13,7.595701E-14,2.4914067,0.08529035,8.06046E-13,9.97467E-14,2.4513824,0.11110659,0.094916195,0.07183043,1.5191133,7.649171E-13,9.350696E-14,2.312374,0.2061354,0.0019719405,0.0022231159,0.6666667,1.1862121,27.850409,3FGL J0804.4+0418,,TXS 0802+043,0.99974555,-0.6108927,-0.744001,-0.7180961,-0.7607708,-0.9999735,AGN,bcu,0
4FGL J0804.9-0624,227.33052,13.173616,14.024079,4016.2856,4.283924E-10,5.220277E-11,4.9691163E-12,5.915127E-13,2.7937308E-14,3.3016387E-15,1.896783,0.084954746,3.2827958E-14,4.610187E-15,1.770265,0.13018674,0.11422698,0.06853493,1.8779869,3.1958655E-14,4.290801E-15,1.5057857,0.2384697,0.001225021,7.6603354E-4,0.6666667,2.1943707,10.355387,3FGL J0805.0-0622,3FHL J0804.9-0623,1RXS J080458.3-062432,0.25262383,-0.1253203,-0.17593013,-0.44129345,-0.42853427,-0.5535828,AGN,bcu,0
4FGL J0805.0+6746,147.94794,31.892923,5.600187,2781.7344,1.0130216E-10,2.2138942E-11,1.1271391E-12,2.4864605E-13,1.3090757E-14,2.8486531E-15,2.0941107,0.14876868,2.0134373E-14,5.1054534E-15,1.8250575,0.31706855,0.4506577,0.2538778,2.5011673,1.9293649E-14,5.1616917E-15,0.6678801,0.74107313,0.00781626,0.004378934,0.6666667,2.5438647,17.134327,,,GB6 J0805+6745,-0.99994993,0.9999654,-0.12589271,-0.6323301,-0.6147654,-0.999995,AGN,bcu,0
4FGL J0805.1+7744,136.42805,30.352484,8.744479,667.72015,1.5413021E-10,2.7043964E-11,3.0602795E-12,4.2708312E-13,7.9282213E-13,9.465995E-14,2.7170274,0.13071528,7.213752E-13,1.0019531E-13,2.7957408,0.098520376,-0.0742479,0.04057601,1.4506332,7.9230405E-13,1.00389904E-13,2.715495,0.1320443,9.5412925E-6,0.0012534957,0.6666667,0.0,47.035378,3FGL J0807.1+7744,,WN B0759.6+7754,-0.2521247,-0.5711611,-0.8095576,-0.5831803,-0.8327933,-0.9986647,AGN,bcu,0
4FGL J0805.2-0110,222.65723,15.787415,19.345768,564.3102,5.7583965E-10,5.1170707E-11,6.9349075E-12,5.8171377E-13,3.3551749E-12,2.2565944E-13,2.4797359,0.05438848,3.8028157E-12,2.9490513E-13,2.348533,0.08037213,0.13299927,0.050974555,2.8628082,3.620255E-12,2.6846093E-13,2.1494586,0.14133918,0.004122322,0.0017582648,0.6666667,2.6831732,92.95678,3FGL J0805.2-0112,,PKS B0802-010,0.005449671,-0.46403238,-0.7384053,-0.69068044,-0.84254754,-0.99999964,AGN,fsrq,0
4FGL J0805.4+6147,154.98192,32.36321,18.307665,348.92654,2.904609E-10,3.392437E-11,6.7049526E-12,4.657401E-13,1.0620613E-11,6.728656E-13,2.7967112,0.053345576,1.2453478E-11,9.046093E-13,2.6348345,0.08480885,0.18452057,0.057110887,3.302277,1.199756E-11,8.4919284E-13,2.2537389,0.15932694,0.0103667015,0.003154737,0.6666667,3.317913,221.17471,3FGL J0805.4+6144,,TXS 0800+618,-0.24301234,-0.67636466,-0.84496725,-0.8041579,-0.9491324,-0.979637,AGN,fsrq,0
4FGL J0805.4+7534,138.89278,30.794521,49.69482,2473.7808,1.3160372E-9,5.0701377E-11,1.565088E-11,6.9248416E-13,2.1377785E-13,8.174954E-15,1.8539182,0.027249217,2.2352411E-13,1.011299E-14,1.8219684,0.034197915,0.024779253,0.01452517,1.5569927,2.2102334E-13,9.039102E-15,1.7720276,0.044818763,2.7117462E-4,1.280264E-4,0.6666667,2.0852952,30.338217,3FGL J0805.4+7534,3FHL J0805.5+7534,RX J0805.4+7534,-0.36028835,-0.3325742,-0.48472676,-0.40025705,-0.42379498,-0.47925252,AGN,bll,0
4FGL J0805.8-2331,242.28821,4.489276,5.3326654,2571.9175,2.0701771E-10,4.4446682E-11,2.3390248E-12,5.2221823E-13,3.1336746E-14,6.7118217E-15,2.1650612,0.14459303,3.5249374E-14,8.3378535E-15,2.1457562,0.18669231,0.07057296,0.08445381,0.96607566,3.4304133E-14,8.2122335E-15,1.931103,0.29544988,0.0011073495,0.0013146241,0.6666667,1.0007079,6.94446,,,NVSS J080604-233333,-0.99404943,0.9992549,-0.62999624,-0.5942363,-0.5055411,-0.8044739,AGN,bcu,0
4FGL J0805.9+3834,182.16644,30.435486,9.52477,2080.8835,2.2178914E-10,3.178559E-11,2.4843703E-12,3.5573242E-13,5.292613E-14,7.552963E-15,2.1341639,0.10913828,5.502027E-14,9.186928E-15,2.1167524,0.12662908,0.024302185,0.060703702,0.42638332,5.4617227E-14,8.462668E-15,2.0499127,0.1872263,3.9962374E-4,7.984617E-4,0.6666667,0.5706613,17.316494,,3FHL J0805.9+3834,NVSS J080551+383538,0.15292157,-0.06735761,-0.71832,-0.37267226,-0.49683136,-0.8622363,AGN,bll,0
4FGL J0806.1-0458,226.2113,14.14567,4.126377,2584.7566,1.2212206E-10,3.298298E-11,1.3829174E-12,3.9164E-13,1.8273648E-14,4.9200544E-15,2.1717033,0.18859878,3.2724562E-14,8.9049124E-15,1.6196182,0.45377502,0.88640046,0.29228044,2.7066996,2.9906416E-14,8.396227E-15,0.00436756,0.12667656,0.013173555,0.004214044,0.6666667,2.5761526,14.272563,,,CRATES J080608.79-045411.4,0.22767727,-0.9998626,0.99537915,-0.64185953,-0.56642455,-1.0,AGN,bcu,16
4FGL J0806.5+4503,174.72897,31.670906,6.9264364,690.954,1.4868923E-10,2.8917509E-11,2.5131726E-12,3.9661273E-13,6.2642193E-13,9.3990374E-14,2.6068885,0.12523189,7.0612174E-13,1.2088526E-13,2.4925976,0.2012622,0.12757938,0.11874761,1.2065462,7.0645757E-13,1.1684493E-13,2.062399,0.43619558,0.006481879,0.0050347024,0.6666667,1.611539,37.425133,,,B3 0803+452,0.99981064,-0.792603,-0.54028976,-0.884899,-0.9999836,0.99427617,AGN,fsrq,0
4FGL J0806.5+5930,157.67772,32.57346,13.856772,3068.0068,2.7944702E-10,3.1819353E-11,3.1258678E-12,3.533597E-13,3.0004438E-14,3.3894993E-15,1.9956754,0.08795851,2.9132272E-14,3.873607E-15,2.0183828,0.091416575,-0.017599657,0.03776142,0.41391107,3.0760855E-14,3.7023166E-15,1.9181002,0.14133714,2.3297916E-4,3.625448E-4,0.6666667,0.62364304,19.196526,3FGL J0806.6+5933,3FHL J0806.5+5930,SBS 0802+596,0.5535641,-0.73407054,-0.59468085,-0.5031918,-0.18107182,-0.76269037,AGN,bll,0
4FGL J0806.9-2151,240.99567,5.600525,5.777767,2560.486,1.9134459E-10,3.9653336E-11,2.139413E-12,4.5040976E-13,2.9350044E-14,6.0758482E-15,2.125734,0.13556546,3.5917507E-14,8.304685E-15,2.0423126,0.20460293,0.13644847,0.11349927,1.4520822,3.3704186E-14,8.068429E-15,1.7928832,0.33245018,0.0016105488,0.0016099978,0.6666667,1.2255398,4.5481625,,,TXS 0804-217,0.9976435,-0.78362316,-0.6358221,-0.22156163,-0.8591841,-0.2696194,AGN,bcu,0
4FGL J0807.0-6102,274.6157,-15.034657,7.8555403,2126.6257,2.985566E-10,4.8111223E-11,1.6943468E-12,3.5540817E-13,5.5873885E-14,8.789319E-15,2.2091053,0.10885292,8.080486E-14,1.4483166E-14,1.9435699,0.23935628,0.37370497,0.1762604,3.0344718,7.642257E-14,1.36003235E-14,1.0340077,0.57456183,0.00726701,0.0036636302,0.6666667,3.1422737,10.172234,,,PMN J0806-6101,-0.99999875,0.9999995,-0.47586614,-0.35688728,-0.8558174,-0.99999547,AGN,bcu,0
4FGL J0807.1-0541,226.9651,14.004563,31.764206,1231.3701,1.4215649E-9,7.710355E-11,1.2471499E-11,9.318552E-13,9.99252E-13,4.9716267E-14,2.1817634,0.03804263,1.1144643E-12,6.397175E-14,2.0999827,0.054467246,0.09990695,0.031979207,3.7033458,1.0838217E-12,6.043137E-14,1.8925408,0.102023676,0.0022427952,7.6414074E-4,0.6666667,3.5867023,117.14259,3FGL J0807.1-0541,3FHL J0807.1-0541,PKS 0804-05,0.9578213,-0.34799758,-0.63869756,-0.5119161,-0.6873127,-0.88170034,AGN,bll,0
