GLON,GLAT,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,h23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,CLASS1,Source_Name,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags
126.06273,5.675689,-21.842321310824122,2.6517868,0.30152467,0.2653881,2.6278014,0.995328,0.23656076,0.013631331,-0.8387691,-0.6798719,-0.77547127,-0.99956787,2.393913355477788,7.161770168843381,,4FGL J0125.3+6820,PowerLaw,0.14673062,1.0853355,,,0.0,0.0,1
296.34128,-53.627823,-22.81547542431193,2.2388885,0.17719638,0.02077203,0.27582273,0.8787249,-0.5682592,0.001269333,-0.766201,-0.44163632,-0.6602243,-0.45842022,2.1977920829411137,7.4079280217644,,4FGL J0125.9-6303,PowerLaw,0.07822933,0.28293347,,,0.0,0.0,0
297.91083,-49.010098,-23.795235560691612,1.7172692,0.4117971,0.28948453,1.4855025,-0.9998194,-0.8269549,0.0022547666,0.9994015,0.1287801,-0.92224705,0.75113475,1.699017028292165,8.97540577873916,,4FGL J0126.3-6746,PowerLaw,0.26443008,0.8781064,,,0.0,0.0,4096
133.17609,-37.95704,-22.35467255615029,2.7598228,0.11204423,-0.00753966,0.07423311,-0.4901138,-0.6448391,0.0018049085,-0.7593464,-0.87992245,-0.28712857,-0.99984825,3.6144804780842317,6.15930162515181,,4FGL J0126.8+2412,PowerLaw,0.06043407,0.16800632,,,0.0,0.0,0
125.247894,12.998758,-22.222133060279557,2.5492022,0.37613133,0.95631564,3.499294,-0.98577106,0.9964567,0.0018830276,-0.4475277,-0.9131024,-0.9998396,0.9151587,2.23325066318269,6.835622769700757,,4FGL J0128.1+7542,LogParabola,0.35245416,0.3558645,,,0.0,0.0,0
290.05676,-62.33528,-22.369842639032886,2.3418548,0.2802202,0.27520075,1.6393372,-0.332824,-0.4851149,0.0032359394,-0.44293854,-0.80894834,-0.78668714,-0.03235632,2.0692580277666113,7.139761361789474,,4FGL J0131.7-5346,PowerLaw,0.21471025,0.41113353,3FGL J0132.1-5340,,0.0,0.0,0
154.01999,-70.31441,-22.697792634309703,2.809186,0.14608431,0.31354862,2.9162033,-0.37143433,-0.6733941,0.01202743,-0.89142036,-0.7914114,-0.9649998,-0.9985263,3.2003952664536963,5.921735324223729,,4FGL J0132.1-0956,LogParabola,0.14147095,0.47761852,,,0.15,0.0,0
128.19121,-2.9143355,-22.351744326110992,2.2848575,0.1436605,-0.08459295,1.3605521,0.946444,-0.82472503,0.0012269774,-0.8296161,-0.6527852,-0.4662142,-0.16093856,1.878461538664813,8.088580472587415,,4FGL J0133.0+5931,PowerLaw,0.04546759,0.2095749,3FGL J0133.3+5930,,0.0,0.0,0
244.7201,-78.62133,-22.973756611458384,2.286673,0.26965553,0.19400041,1.218596,-0.98556006,0.97478074,0.0058093574,-0.78860015,-0.22630039,-1.0,0.9999998,2.3065567953320554,7.261239487935715,,4FGL J0137.3-3239,PowerLaw,0.20885225,0.6273703,,,0.0,0.0,0
145.41434,-57.79669,-22.91266189724157,2.0128481,0.22934924,0.009501727,0.05443216,-0.9999998,0.9999995,0.003463952,-0.5533383,-0.31596962,-0.82088494,0.088654175,2.177158708728419,8.066473215607354,,4FGL J0138.5+0300,PowerLaw,0.15057822,0.7245518,,,0.0,0.0,0
192.49397,-78.132126,-21.823506811203142,2.0983393,0.29102254,0.901887,5.0265007,-0.9999337,0.99889934,0.0023395033,-0.21154793,-0.48092198,-0.95096993,-0.99983066,2.1270892082092234,7.441277221630464,,4FGL J0139.5-2228,LogParabola,0.30233458,0.19199194,,,0.0,0.0,0
126.94713,8.414599,-22.333081420689343,1.976163,0.23962103,0.18127342,1.2675698,0.71020263,-0.7994022,0.0013386636,-0.6185798,-0.3227538,-0.40354183,-0.5410243,2.002817078894859,8.585368341993892,,4FGL J0140.3+7054,PowerLaw,0.13408756,0.49947873,,,0.0,0.0,0
280.91638,-67.46981,-22.903338738832876,2.5867312,0.31571102,0.15010592,0.75726646,-0.7481807,-0.67257833,0.004653198,-0.60648274,-0.7738816,-0.99927384,-0.9734036,2.7424812570102235,6.666768479534052,,4FGL J0140.5-4730,PowerLaw,0.20832507,0.45364386,,,0.0,0.0,0
127.93481,4.459727,-21.772196929960145,2.6280532,0.59040076,0.5713847,3.0889935,-0.83850116,-0.0147103015,0.02099708,-0.7352183,-0.8570179,-0.72309834,-0.9999569,2.309684432939027,6.914746046526285,,4FGL J0142.5+6650,LogParabola,0.51506263,1.672761,,,0.0,0.0,8
129.50565,-2.1973364,-21.995899068025174,2.7491927,0.16942205,0.07456171,0.7265794,0.7033138,-0.02198556,0.0035643494,-0.74458605,-0.84392154,-0.7600919,-0.9993034,2.28640967341908,6.556820485952389,,4FGL J0144.3+5959,PowerLaw,0.10743978,0.29753888,,,0.0,0.0,9
132.83994,-12.919026,-22.604819540813974,2.0255368,0.34675434,0.9988867,4.0266557,0.99991155,-0.7850443,6.465244E-4,-0.5646491,0.23797023,-0.8763346,-1.0,1.3503592085962042,8.41474531878138,,4FGL J0150.4+4848,LogParabola,,0.004148264,3FGL J0149.6+4846,,0.0,0.0,2052
144.83316,-47.81328,-22.886408603854534,2.3001113,0.2150311,0.03463023,0.3646932,-0.575085,-0.48504966,0.0014606512,-0.7456194,-0.64398444,-0.27106202,-0.9999239,2.6884033936654856,7.5881570811803725,,4FGL J0150.9+1230,PowerLaw,0.10168469,0.3002256,,,0.0,0.0,0
131.96814,-7.508969,-22.437029522791015,1.9461789,0.16051738,0.018980214,0.25438455,-0.56330174,-0.6082525,4.0227582E-4,-0.64966,-0.43743804,-0.5870771,-0.2457645,2.616178413247371,8.538235187632276,,4FGL J0153.3+5416,PowerLaw,0.06980675,0.21340345,,,0.0,0.0,0
153.99019,-58.14662,-23.392153716023145,1.789445,0.7709047,0.9966197,1.7807361,-0.56224,-0.99990654,0.0021778925,0.99446845,-0.7137451,0.24060397,-0.9938573,2.315550576672253,8.850506300387133,,4FGL J0154.6+0051,PowerLaw,0.12969694,0.25485605,,,0.31,0.0,4096
205.71896,-75.13678,-22.14381985523341,1.9391164,0.12604429,0.10459608,1.7770698,-0.999838,0.9994052,7.679047E-4,-0.35870293,-0.67067057,-0.32852447,-0.46355417,3.677404012370154,7.787971520748603,,4FGL J0156.3-2420,PowerLaw,0.06794781,0.18152499,3FGL J0156.5-2423,,0.0,0.0,0
147.38742,-47.16051,-23.259615497592073,2.9401698,0.39970282,0.79005617,2.7461526,0.92501694,-0.73102844,0.03408639,-0.9999998,-0.975251,0.99999964,-0.99992675,2.4139107020540767,5.707827283377078,,4FGL J0158.4+1230,PowerLaw,0.42469895,1.1034498,,,0.3,0.0,4096
138.85968,-27.553938,-22.51088277830333,1.984791,0.1829161,0.08617245,1.1132644,0.997716,-0.7075942,0.0012530553,-0.33890566,-0.6485677,-0.13014416,-0.99999887,3.227873226581058,8.175477230471971,,4FGL J0159.0+3313,PowerLaw,0.08943224,0.33826983,,,0.0,0.0,0
200.30888,-73.85367,-23.283491468787787,1.7847788,0.5228601,0.9937734,2.4663706,-0.9651952,0.9924227,0.0050059296,-0.32647112,0.23549043,-0.7736704,-0.41457292,2.27795699582251,8.480936053731888,,4FGL J0159.8-2234,PowerLaw,0.3789286,0.04031745,,,0.0,0.0,0
140.86646,-30.656414,-22.406936737040652,2.1176584,0.16120274,0.0060705435,0.08482975,0.8541832,-0.6599291,5.880593E-4,-0.5146415,-0.6183804,-0.3874265,-0.44807646,1.9364019461634578,7.9527206284194705,,4FGL J0202.4+2943,PowerLaw,0.07084675,0.21966287,,,0.0,0.0,0
