Source_Name_3FGL,Flux_Density_3FGL,Unc_Energy_Flux100_3FGL,PowerLaw_Index,Signif_Curve_3FGL,var_3FGL,hr12_3FGL,hr23_3FGL,hr34_3FGL,hr45_3FGL,GLAT_3FGL,Category_4FGL
3FGL J0733.3+5904,-26.014106821419627,-27.97509342205211,2.7803707,0.0989008166545055,4.309908661926486,-0.814185857740426,-0.8602108173974847,-0.3084678594485318,-0.7515844524722357,28.310799,AGN
3FGL J0737.8-8245,-31.223229135347964,-27.654834824867912,1.9193196,-1.7630221693757604,3.7326305147287444,-0.2203475232968781,-0.7137584951258283,-0.29592031860129986,-0.1673561579639341,-25.45458,AGN
3FGL J0746.4-0225,-29.692725298766582,-27.568618311310768,2.0025747,-0.18097773213091403,4.0911573216963175,-0.6140233439024987,-0.48423486152282796,-0.5129408432068301,-0.32624270438842307,11.082273,AGN
3FGL J0747.5-4927,-29.57480345038784,-27.41858646070538,2.2734842,-0.25375096565730076,3.6801520811428365,-0.7231593391506516,-0.7635385323643958,-0.29845383832734385,-0.4633834789453144,-11.9038315,AGN
3FGL J0749.0+4459,-27.785079583340835,-27.886472321744247,2.3717525,-0.6878817672111003,4.323988407441023,-0.716658109037959,-0.5740780173802255,-0.5671577945085893,-0.8519277459530681,28.617638,AGN
3FGL J0749.5+1320,-29.268783660006132,-27.62395106772369,2.2493107,0.8047628816897905,3.841011526494816,-0.9097590800580474,0.03524679460657557,-0.7152654296318703,-0.7625267821196859,18.820091,AGN
3FGL J0752.6-1629,-29.482293038162112,-27.492756032418292,2.199274,0.4536061727691951,3.7395610902266982,-0.689069843690954,-0.41606474097934315,-0.5758825942476845,-0.7317179594463101,5.4891796,AGN
3FGL J0802.3-0941,-28.438289654277334,-27.55711501414928,2.2820556,-1.044854711121978,3.5802761864142645,-0.6490850104227932,-0.5928482262152073,-0.5254673190097823,-0.49755286248127495,10.974437,AGN
3FGL J0813.5-0356,-32.589698084069774,-27.709614208135804,1.6670097,0.6881355935098146,3.469690261507449,-0.9994345155630443,0.9899114037983795,0.021278003067697556,-0.34821232385333634,16.261818,AGN
3FGL J0823.6-4838,-26.197403380134887,-26.95203695916551,2.6124713,1.3285160316425304,4.498429607370188,-0.5209255402626027,-0.8708479959930315,-0.7569134786945546,-0.9086073680690313,-6.4258246,AGN
3FGL J0826.3-6400,-28.46533984088594,-27.67738510564088,2.34202,-1.447216432169963,3.565351658250661,-0.7688789569982749,-0.5765684247961099,-0.816796467298679,-0.28814059135789155,-14.649408,AGN
3FGL J0830.8+2629,-27.600940508103648,-27.789558148417083,2.5567951,-0.28993260299693585,4.028596136111275,-0.7006350034277311,-0.7864284986527581,-0.44446285787754547,-0.9999852619696054,32.552692,AGN
3FGL J0848.5+7018,-31.4924977858735,-28.00942004035235,2.0133777,-2.3840516346716316,3.998992443205006,0.24455699697691782,-0.667437805437625,-0.34672057595854444,-0.6070125313030804,35.168575,AGN
3FGL J0855.4+7142,-27.348889217235648,-27.745079941322963,2.5718791,0.2044346664636327,4.343619560426675,-0.5890010317331776,-0.7123852720147898,-0.6902800166444242,-0.9999896920244272,35.225597,AGN
3FGL J0900.0+6754,-29.42522224357994,-28.06135407172986,2.23863,0.26019930725329776,3.8325972573958644,-0.42950195498341703,-0.6318236864444325,-0.44979452680579185,-0.9999509340319873,36.91735,AGN
3FGL J0930.7+5133,-31.131212489305952,-28.13137228879054,2.068347,-0.7366424325510943,3.4916156153860523,-0.7665093382060433,-0.31541363463275274,-0.4576568984659924,-0.6505255192199211,45.36049,AGN
3FGL J0931.8+6739,-29.80976493925825,-28.063394989230225,2.166111,0.07907824272670663,3.7843540749425495,0.09924715701423087,-0.688625734664367,-0.47883913007950885,-0.538020331778664,39.773136,AGN
3FGL J0935.1-1736,-31.912352026185115,-27.55196098313133,1.748642,0.3866197784563455,3.5099536053719604,0.9986122168956176,-0.6666877778435081,-0.23843937131195794,-0.453939302351075,24.695732,AGN
3FGL J0936.3-2114,-31.64883667477384,-27.726419815650644,1.8428967,-1.0129562972987205,3.8475298165963836,0.15237336474744456,-0.5016740004470066,-0.37105409870947276,-0.43797270566742486,22.432587,AGN
3FGL J0937.8-6407,-27.29402737245853,-27.521158161477608,2.5450487,0.19190944573536384,3.8035821949740836,-0.5658351259186597,-0.8527316300072291,-0.6051441364236813,-0.4120250524414972,-8.7593565,AGN
3FGL J0937.9-1435,-31.234978266982388,-27.725169940367152,1.889783,0.6019432087326994,3.9268556557649115,0.9996615104779492,-0.3996023431786813,-0.418055719748217,-0.7715195934629063,27.203981,AGN
3FGL J0946.2+5209,-26.399844085025233,-28.06251705539253,2.7351112,0.6467729781033181,3.9768854116092935,-0.7245862837322423,-0.7258989230645956,-0.9981149336858353,-0.9985059059315889,47.513985,AGN
3FGL J0952.8+0711,-32.394808558730524,-27.707330293573854,1.69938,0.32247740708444916,3.676919467755201,0.9991931653704899,-0.03194543798328459,-0.3606983226225816,-0.42956698665530235,43.266056,AGN
3FGL J1013.4-4008,-29.598907186373758,-27.665467022635102,2.2513545,-0.503352450946157,3.774973385378911,-0.6031709174111213,-0.7645492305399489,-0.41372757516672376,-0.45028903739418297,13.3537445,AGN
3FGL J1016.9-2653,-26.89286204274338,-27.75517727938996,2.605058,0.6553817599545887,3.784264017515369,-0.6439094994574138,-0.6906801617513807,-0.8160029087258379,-0.9999873568522542,24.449688,AGN
3FGL J1027.8+8253,-30.29448512001838,-28.107679801014882,2.0730712,0.30831670647552906,3.7327617850241137,-0.6167957728610689,-0.3979271869280469,-0.6845822403987468,-0.42559603097813836,32.79398,AGN
3FGL J1033.4-5035,-29.645836865279055,-27.371245429709937,2.0194092,-0.3643682761591756,3.84081976430168,-0.7226199448567925,-0.333053303884775,-0.41091321677183107,-0.5318664184143456,6.509114,AGN
3FGL J1038.0-2425,-28.51930140384358,-27.78050470525203,2.3966603,-1.2783363937623566,4.078931674903652,-0.728465019357198,-0.6069864264335868,-0.7803700380139518,-0.3792961505345106,29.232199,AGN
3FGL J1039.5+7324,-30.864857899907452,-27.91364241571991,2.0938542,-1.493813783318058,4.133422428634811,-0.6941554305768627,-0.3847488882243537,-0.5513584201576446,-0.6187810629488244,40.555935,AGN
3FGL J1045.5-2335,-29.043992485250058,-27.775965619604868,2.3675408,-0.2704779818282222,3.745165123334179,-0.5541231740168892,-0.6481334172737767,-0.7432802247997191,-0.6841218798945738,30.877872,AGN
3FGL J1047.8-3737,-31.199470693694828,-27.679014072952057,1.8951391,-0.3572142321856451,3.839878157392413,0.10581593933408202,-0.41578512044986043,-0.21618707237163082,-0.731583104628477,19.057636,AGN
3FGL J1049.7+1548,-29.58669309700405,-27.823114623086415,2.1529865,0.099895740939133,4.0671557400245835,-0.1817822137558012,-0.6246748922224886,-0.40554912921252817,-0.9144903859236798,59.610462,AGN
3FGL J1050.4+0435,-25.867928080721022,-27.552545111817437,2.4701045,1.0092038592242103,5.9169331430119145,-0.6531359199103126,-0.6696544692745721,-0.7831719119477484,-0.7784791081600314,53.412853,AGN
3FGL J1052.0+0816,-29.782192241908607,-27.887231059140785,2.223526,-0.04350977002152458,3.600273406312406,-0.3891170021197682,-0.7700286243693052,-0.6717869983055564,-0.08111204723348507,56.058167,AGN
3FGL J1103.3+5239,-27.208283965375752,-28.07041526402123,2.618117,-0.12271038010430213,4.177052023974992,-0.5179475262805885,-0.8179979005608006,-0.6664761321290774,-0.999825413107533,57.50103,AGN
3FGL J1115.0-0701,-29.402845496045643,-27.647049588315824,2.108555,-2.8687856631005006,4.464618206615873,-0.582751830773311,-0.6497274451329282,-0.4263126053872322,-0.5829628447923153,48.63636,AGN
3FGL J1117.2-5338,-29.876798178682034,-27.38001028928551,2.0026665,0.24704912256146377,4.207270190121903,-0.6623755114432194,-0.43912058679901256,-0.3097437059634421,-0.5739548659024465,6.6805735,AGN
3FGL J1117.7+0217,-29.546475350704576,-27.79157322793935,2.1532753,0.3725095915587261,4.014583131653117,-0.14306173230024366,-0.6515233007893216,-0.6412320480913608,-0.49989355218574094,56.531345,AGN
3FGL J1123.3-2529,-28.759398440702945,-27.78392209362557,2.2875624,-0.05405103029023926,3.8026634821652667,0.8490063360961918,-0.7452895807467409,-0.38760436452103764,-0.7959546534391646,33.262474,AGN
3FGL J1125.1-5803,-32.66422707179607,-27.223331883020656,1.8770671,0.6705578008737939,3.6332445644155937,-0.9976704406089724,0.632327738857522,0.02506119294583534,-0.4518025716547496,2.9155421,AGN
3FGL J1129.0+3758,-28.836022048597346,-27.484564416143872,2.2883708,0.9441451698904385,3.8011106624132984,-0.09225129963034154,-0.6406026783753854,-0.5617936970519364,-0.889376990688213,69.59608,AGN
3FGL J1130.7-7800,-31.865543958182304,-27.514663451186365,1.7402625,0.8561008430476389,3.8425270645658705,-0.9904492618808212,0.6707402468482938,-0.04219475126197726,-0.29646512997111557,-15.812871,AGN
3FGL J1132.0-4736,-30.08454596595101,-27.703341087508413,2.1137707,-0.6223347441524084,3.4617446357799047,-0.9998312853634312,0.9957710834283647,-0.5210746263887533,-0.6938106231472982,13.162734,AGN
3FGL J1150.7-4816,-29.18772925370708,-27.73682032779949,2.3295882,-0.14104638241520512,3.4969865982252,0.45270771404712706,-0.6569621824137352,-0.9018211362018765,-0.09979915355201616,13.370589,AGN
3FGL J1151.5+0957,-29.762357733029823,-27.885943004706252,2.2214894,-1.4173463215675182,3.7625705715386544,-0.4977767270431319,-0.692555787338802,-0.4473864183404644,-0.7503094784859478,67.7741,AGN
3FGL J1151.8-6108,-27.44336439977435,-26.82138667219623,2.4333627,0.8235445422359445,3.867632923682284,-0.4257508117371484,-0.06099802049235512,-0.848115060638613,-0.932233611675554,0.8997268,PSR
3FGL J1200.4+0202,-29.738217648496256,-27.72238548071011,2.0355177,0.4849797994825499,4.0216213487960175,-0.7272655277788749,-0.33533827709321523,-0.318552261714635,-0.741719554706702,62.0972,AGN
3FGL J1200.9-1432,-29.565767442986214,-27.71358718794304,2.2530088,0.1520834588833411,3.9961779968298696,-0.9236928729371796,-0.441968610713654,-0.24120506912196016,-0.5730966860935209,46.56981,AGN
3FGL J1205.9+3315,-27.22355580955134,-27.90958845406548,2.714465,0.6484088814869031,3.749401129455094,-0.9366249220258398,-0.4835679820396297,-0.6253459322892745,-0.31235360769648135,78.42608,AGN
3FGL J1209.9+7607,-28.540879976703664,-28.11373941104329,2.3979633,-0.3000802127475254,3.720046670900897,-0.6745743196659985,-0.7521874667173101,-0.27452734219068364,-0.9138750190994968,40.739056,AGN
3FGL J1220.1-3715,-30.24867175642334,-27.74198664369315,2.046814,-0.23646336751262084,3.73676397021269,0.4759140856413254,-0.5536652247733336,-0.5781351379168628,-0.2294161173973815,25.2004,AGN
3FGL J1220.3+6055,-28.91560588992689,-28.127449545135345,2.517096,0.10989915045517264,3.902867763807746,-0.6597871222117866,-0.807828993075042,-0.8894136004596442,0.5717278106249435,55.79293,AGN
3FGL J1222.7+7952,-33.096615159184246,-28.004475289952687,1.7372625,-0.7525014458709989,3.846224490832103,0.9978901348157021,-0.4398581104193422,-0.49139232499936175,-0.11265417819313175,37.173252,AGN
3FGL J1223.2+1215,-29.465777505614533,-27.829988407451747,2.2131422,0.5906881736736298,3.670978178103249,-0.8662469220552407,-0.025507837568691037,-0.6130098485430402,-0.8254535059284659,73.72789,AGN
3FGL J1223.3+0818,-30.432847853467507,-27.79319758642504,1.9848448,0.541105758018045,3.695785229264733,-0.6628936291072391,-0.16138620679596472,-0.23807020906420984,-0.8739264667799381,70.04557,AGN
3FGL J1225.4-3448,-32.943216133164476,-27.87916799903884,1.7596995,-1.2934448426246103,3.5240798670691835,-0.3468146323285895,-0.19687962106965373,-0.4859422105315137,0.1073890500507265,27.759865,AGN
3FGL J1228.4-0317,-29.18138252190571,-27.683793925311473,2.2719634,-6.159318766338907,3.9431721928219607,-0.2229206052524063,-0.5346192764690801,-0.4897545927115875,-0.6861033127631293,59.07458,AGN
3FGL J1232.5-3720,-31.408858043085594,-27.76250432180604,1.9247106,-0.2177023067718091,4.034229841633936,-0.8982353158306955,-0.23000268379074512,-0.39372695242662176,-0.3205922789653524,25.377394,AGN
3FGL J1234.7-0437,-33.17724622581791,-27.701478452077744,1.6491082,0.3921482307913032,3.8643974608259994,-0.9947817735830332,0.6833329992113973,-0.905019212673512,0.7612817751224916,57.996407,AGN
3FGL J1239.1-1158,-24.52820609560847,-27.613813028011222,3.0667129,1.066453149144812,3.9085145780882127,-0.8404233014066502,-0.8716208234702906,-0.4809180049628415,-0.6579625654121772,50.781433,AGN
3FGL J1240.3-7149,-30.310576925733802,-27.313725218477156,1.9647563,-1.2628934641272351,4.249966445013647,-0.7250824382350293,-0.6245277069273383,-0.4292809959476294,-0.29574668253391495,-8.97308,AGN
3FGL J1249.1-2808,-29.861728622230338,-27.667693191619183,2.066672,-0.7370601137799365,3.9087166053067044,-0.7768265890843358,-0.4869154685941288,-0.45962667443132943,-0.4775119825876991,34.72543,AGN
