Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,Flags,Category_4FGL,Class_4FGL
4FGL J1747.0-3505,354.8895,-3.462644,-20.300061169291233,2.5504308,0.22101335,0.5752085,5.8176937,0.85942626,-0.25427946,0.007622375,-0.6170517,-0.8892511,-0.77357626,-0.54242754,1.665891068601717,7.372408558097245,LogParabola,0.25098637,0.7100093,3FGL J1747.0-3506,6,UNASS,None
4FGL J1747.6+0324,28.628706,15.7417,-20.84994465587589,2.265806,0.12283414,0.21192499,3.2610378,-0.20260811,-0.65047455,0.0019974047,-0.44401968,-0.47796223,-0.89360297,-0.99987084,1.6158195222638156,7.313321848609574,LogParabola,0.080523014,0.27871656,3FGL J1747.3+0324,0,UNASS,None
4FGL J1747.7-2141,6.4512496,3.3426495,-21.189639599311015,2.600557,1.0935898,0.3602109,2.1680427,0.9345471,-0.7302348,0.010802282,-0.85932446,-0.8786464,-0.27313352,-1.0,1.8267438402557854,7.163543352241096,PowerLaw,0.5466938,0.95212847,,1,UNASS,None
4FGL J1747.8-0316,22.575216,12.555467,-22.306157414569835,1.9974488,0.2991301,0.215161,1.3057574,-0.7214256,-0.9125744,0.0014901545,0.9963882,0.10340479,-0.70028555,-0.6267821,0.4551827368837898,8.689277627236669,PowerLaw,0.1831636,0.5324032,,0,UNASS,None
4FGL J1747.9-3224,357.28537,-2.2289596,-20.667108392662517,2.3425038,0.28465417,0.40369195,3.3445678,-0.99996585,0.9999603,0.0069223177,-0.18726067,-0.5886437,-0.7452449,-0.99998826,2.3361546250645198,8.067438333067079,LogParabola,0.21965298,1.0620126,,17,UNASS,None
4FGL J1748.2-1942,8.219928,4.255758,-21.147195401436854,2.397843,0.18718036,0.08546092,1.3214629,0.9929968,0.0047250125,0.0014893227,-0.66734374,-0.7828359,-0.46920428,-0.5725701,1.1942257775998526,7.811592628381494,PowerLaw,0.07797943,0.13142627,,24,UNASS,None
4FGL J1748.3-2906,0.16780199,-0.6043984,-19.26372838101146,2.5115519,0.19011217,0.565198,6.414464,-0.5273109,0.08721473,0.0020476195,-0.37742487,-0.6056237,-0.8710902,-0.9999728,1.8172968664145461,7.704255842255555,LogParabola,0.18076831,0.32337698,,258,UNASS,None
4FGL J1748.4+1601,40.729168,20.98126,-22.32439681244775,2.3993812,0.30252096,0.5132443,2.8476784,-0.9821574,0.99797076,0.006050507,-0.7039251,-0.63052654,-0.9999972,0.5079846,1.655451849798832,7.116050822178227,PowerLaw,0.31730023,0.51075566,,0,UNASS,None
4FGL J1749.0-2327,5.083654,2.187343,-21.015045457613173,2.71159,0.5697702,0.52535605,3.7579234,0.51139176,-0.45324752,0.014794851,-0.8987173,-0.9572864,-0.65315247,-0.9989407,1.9120676811606407,6.828429564207749,LogParabola,0.4313128,0.8268547,,0,UNASS,None
4FGL J1749.6-3143c,358.05792,-2.179052,-20.644232697463337,2.2519643,0.28742886,0.8616729,4.2612405,-0.9895866,0.9953946,0.0092798835,0.21452244,-0.31779036,-0.95891345,-0.028984196,2.306952050744422,8.067339329206709,LogParabola,0.25807366,0.19838737,2FGL J1749.7-3134c,32,UNASS,None
4FGL J1749.8-0303,23.01728,12.221404,-20.568687222560833,2.543484,0.09449666,0.21765143,4.1536274,0.99949163,-0.54195124,0.0023044003,-0.7309673,-0.65343034,-0.9991685,-0.92630124,2.518740938671331,6.924953704561178,LogParabola,0.06675202,0.19985935,3FGL J1749.7-0305,0,UNASS,None
4FGL J1750.0-3849,351.98346,-5.8692975,-21.006101181073504,2.4896133,0.24166822,0.7450115,5.473211,0.8455998,-0.30023843,0.0010994382,-0.62637633,-0.7872932,-0.99999344,0.98373,2.2155303662322643,7.082767185255591,LogParabola,0.24743354,0.23330387,,5,UNASS,None
4FGL J1750.4-1721,10.502744,5.017613,-20.986508268597287,2.5422132,0.21849865,0.3950996,3.8101754,0.812494,-0.69204986,0.00806476,-0.5524322,-0.83031785,-0.9992212,-0.6287196,1.7141021465443516,7.174203806863748,LogParabola,0.1686597,0.7038433,,0,UNASS,None
4FGL J1750.6-1906,9.02043,4.079134,-21.109617545462562,2.5577035,0.17128769,0.19973284,2.7354207,0.99171436,-0.6299466,0.0032333895,-0.8139565,-0.65532166,-0.803091,-1.0,0.36105356883257955,7.304942755162613,PowerLaw,0.09305334,0.340632,,0,UNASS,None
4FGL J1750.8-4405,347.45175,-8.64629,-21.94138402853355,2.282488,0.27085355,0.34698424,2.202256,0.9988855,0.9983858,0.014215232,-0.39585283,-0.58034086,-0.98079365,0.49645025,0.5519491093932928,7.576778707619796,PowerLaw,0.13912521,1.9939593,,0,UNASS,None
4FGL J1750.9-3301,357.0851,-3.0788083,-21.276402622923513,2.1950593,0.22953442,0.15606439,1.5053377,0.06471114,0.93729275,0.002568115,-0.31828976,-0.6545777,-0.7510635,-0.53853226,2.482437561259623,8.24546097438042,PowerLaw,0.12181098,0.41999835,,25,UNASS,None
4FGL J1751.6-1750,10.236578,4.526611,-21.18072094742878,2.3137496,0.1431893,0.041543335,0.7423794,-0.9874196,0.99841064,0.0012248612,-0.72645164,-0.62586826,-0.54151815,-0.6976471,1.6713776050859763,7.840492030651116,PowerLaw,0.06047672,0.13727245,,0,UNASS,None
4FGL J1752.0+3606,61.784954,26.932354,-22.924556277656485,1.9534965,0.2821966,0.2578375,1.948296,-0.9988802,-0.59413534,0.0024796478,0.9997342,-0.31936958,-1.0,1.0,2.3872788213796046,8.155773178853254,PowerLaw,0.18289839,0.52611107,,0,UNASS,None
4FGL J1752.3-2914,0.48425692,-1.4137444,-20.82305738358356,2.644881,0.4255367,0.30875546,2.848229,0.9091569,-0.8148286,0.011665927,-0.77689683,-0.8273844,-0.92635596,0.18259113,2.3856400685466124,7.690899275670182,PowerLaw,0.18741284,1.3224453,,30,UNASS,None
4FGL J1752.3-3139,358.41693,-2.6408026,-21.343652411828526,2.3127367,0.24332683,0.22530018,2.1495285,-0.8863711,0.9993315,0.0033227173,-0.7025894,-0.60469645,-0.7836205,-0.46609297,0.857734343085259,7.818057032674894,PowerLaw,0.07209156,0.50335574,,0,UNASS,None
4FGL J1752.7-3040,359.3042,-2.221519,-20.50014831567615,2.4810038,0.28643897,0.84634894,4.346168,0.91908807,-0.5726092,0.010662088,-0.21451283,-0.86648184,-0.6400322,-0.9852762,1.1995045521609007,7.3796475610997,LogParabola,0.25538278,1.2608206,,2,UNASS,None
4FGL J1752.8-4449,346.9912,-9.316404,-20.985520967421152,2.2877676,0.19923744,0.42413116,4.187017,0.57012594,0.9982673,0.0039897305,-0.29483634,-0.6469524,-0.83532804,-0.9998758,2.1249031395713622,7.662152109517128,LogParabola,0.16969363,0.5288984,,0,UNASS,None
4FGL J1753.8-2538,3.7658112,0.12693389,-18.47092234461959,2.3599777,0.054503422,0.2133745,8.148336,0.7577382,-0.24710242,7.382772E-4,-0.50156957,-0.6158143,-0.77539426,-0.8848954,1.4134599542815398,7.610132382448897,LogParabola,0.037022628,0.11548397,,4,UNASS,None
4FGL J1753.9+2443,49.965137,23.03509,-21.6757843136154,2.1372454,0.1476564,0.12701586,1.7980788,0.9878818,-0.6473017,0.001350028,-0.47359607,-0.55967337,-0.51988024,-0.99997234,3.6091312453839506,7.596196503882026,PowerLaw,0.08241024,0.252478,,0,UNASS,None
4FGL J1754.1-4333,348.22137,-8.905598,-22.21572154572299,1.8713557,0.40617523,0.65932405,1.8529392,0.9998401,-0.83544534,0.002730158,-0.8325333,-0.15971537,0.22770053,-0.89856404,1.957763141471378,9.050872430536186,PowerLaw,0.30458772,1.2441316,,4,UNASS,None
4FGL J1754.3-4443,347.20233,-9.490864,-21.09863792143729,2.3712585,0.23381692,0.43767798,3.9476762,0.99958664,-0.50508004,0.00554749,-0.5692262,-0.6678374,-0.99982804,0.99199855,1.9870927091443475,7.399486030534222,LogParabola,0.17595823,0.62068224,2FGL J1753.8-4446,16,UNASS,None
4FGL J1754.3-3236,357.81433,-3.4921942,-20.811619382773912,2.5689666,0.2812799,0.7933974,4.7003717,-0.9969924,0.99962854,0.0011729823,-0.54781604,-0.932046,-0.77787584,-0.99421316,2.1506418291564247,7.130292406458574,LogParabola,0.2419562,0.25189665,,280,UNASS,None
4FGL J1754.6-2933,0.48208407,-2.0071337,-19.834792324723114,2.5175378,0.16064137,0.6555001,5.0773973,0.9991394,0.9637602,0.0029668186,-0.23472068,-0.78472733,-0.8936671,-0.99999934,2.4948526434594593,7.258516863422586,LogParabola,0.1804455,0.3182832,2FGL J1754.1-2930,0,UNASS,None
4FGL J1754.8-3200,358.3818,-3.2707272,-21.05192179448936,2.3512228,0.33353153,0.9999191,4.067272,-0.72389054,0.8577316,0.0064439657,0.4829442,-0.47235665,-0.9944686,-0.99190086,2.430578630814806,8.00064043220703,LogParabola,,0.03744873,,2048,UNASS,None
4FGL J1755.9-4009,351.3878,-7.5157027,-21.900054660653797,2.6020331,0.28725865,0.24920589,1.9765278,0.32517603,0.55313206,0.0054777814,-0.7570084,-0.49461251,-0.9993799,-0.9999481,1.6649531577996826,6.906579538069595,PowerLaw,0.17379807,0.5558252,,0,UNASS,None
4FGL J1756.3+0236,28.932524,13.440528,-22.296472998169815,2.8855917,0.24703193,0.13598129,0.70573133,-0.37649915,-0.7392875,0.023171438,-0.85142887,-0.7322013,-0.99464935,0.9331949,2.2646292884298207,6.12634655848623,PowerLaw,0.19846542,1.3433384,,4,UNASS,None
4FGL J1757.1-3554,355.2323,-5.632989,-21.137855431750825,2.4220157,0.24869457,0.5237277,3.8332703,0.99826115,-0.5363257,0.0034477536,-0.57612824,-0.6386695,-0.98785996,-0.8739035,2.330880006156451,7.204145648906627,LogParabola,0.19646773,0.37173802,,4,UNASS,None
4FGL J1757.1-2848c,1.4090614,-2.1090379,-21.336745484522577,2.4879875,0.2987933,0.3797096,2.6334102,0.9945422,0.76160324,0.011683714,-0.6595217,-0.7294911,-0.88334936,-0.99994123,2.200120609344424,7.633465143667807,PowerLaw,0.14907423,1.3894647,,42,UNASS,None
4FGL J1757.4-3125,359.16406,-3.4585013,-20.491493492576826,2.4853318,0.1499107,0.28966027,3.93984,0.99986666,-0.3564232,0.0029005213,-0.6559673,-0.6593419,-0.97673476,-0.9976626,2.7802428699192854,7.23112403880633,LogParabola,0.10606018,0.32598823,3FGL J1757.8-3126,0,UNASS,None
4FGL J1757.6-2731,2.558478,-1.5509824,-20.750399485056356,2.5066133,0.39363432,0.4792735,3.306961,0.8997553,-0.6685446,0.0024074132,-0.51052475,-0.51512736,-0.8819276,-0.99996257,2.2839865020602086,7.452435223308438,LogParabola,0.29596338,0.35145158,,1,UNASS,None
4FGL J1757.7-6032,332.98532,-17.186884,-21.0758048795389,2.0540607,0.18657446,0.46636757,5.436671,0.997164,-0.5369978,0.0016918031,-0.19965312,-0.24514508,-0.86685663,-0.9997701,1.2915290398436283,7.703294323109461,LogParabola,0.13174233,0.2896102,3FGL J1757.7-6030,0,UNASS,None
4FGL J1758.0-2953,0.55921715,-2.8130813,-21.03895488620324,2.3295612,0.3560717,0.9942607,4.520289,-0.97780365,0.9685982,0.0030658538,0.20876662,-0.56220984,-0.9997739,-0.99999243,1.1740026580812806,7.933558387598233,LogParabola,,0.032116245,,2050,UNASS,None
4FGL J1758.3-1920,9.738242,2.3856268,-20.571958460542117,2.5509038,0.1722595,0.31030607,3.4910383,0.90643924,-0.51048213,0.009459611,-0.7206699,-0.77372336,-0.8060749,-0.99665976,2.0241500667734975,7.210727755119958,LogParabola,0.07929338,0.75700593,,13,UNASS,None
4FGL J1758.7-4109,350.77246,-8.480317,-20.62393718317204,2.3217404,0.092115246,0.18891075,3.9053016,0.9903535,-0.10663576,0.0015146083,-0.60941446,-0.535145,-0.8305591,-1.0,2.192413284737415,7.20185536187357,LogParabola,0.058101382,0.19174303,3FGL J1758.8-4108,0,UNASS,None
4FGL J1758.8-2326,6.2395244,0.25053784,-19.65697255609412,2.3796241,0.15897922,0.22046883,3.7440338,0.8240629,-0.8020817,0.0026256635,-0.50763136,-0.6795375,-0.7449758,-0.9984142,1.8350793332943272,8.092686446585104,LogParabola,0.09148656,0.39944273,,20,UNASS,None
4FGL J1759.0-0107,25.868011,11.109007,-22.07797037540463,2.8542156,0.19752912,0.055247877,0.47570205,-0.58561677,-0.77246964,0.0069069113,-0.857702,-0.65927625,-0.9977421,-0.99781895,1.0347927913331538,6.316711696075857,PowerLaw,0.12543331,0.5679661,,0,UNASS,None
4FGL J1759.2-0243,24.441677,10.317203,-21.32938632933442,2.6649637,0.3197688,0.9315901,4.770179,-0.6429979,-0.2391862,0.018925335,-0.7140981,-0.9909907,-0.9683799,-0.9991139,1.838449148637099,6.820513249939822,LogParabola,0.29314908,0.12717918,,1,UNASS,None
4FGL J1759.7-2354,5.9454074,-0.16794126,-19.204248944563993,2.3769476,0.15041609,0.2693784,5.089669,-0.94428927,-0.9970891,0.0017127062,0.9973975,-0.56257284,-0.85671836,-0.9987061,1.6270965710488392,8.154279023939251,LogParabola,0.085283674,0.2786297,,20,UNASS,None
4FGL J1759.8-1250,15.576315,5.3025475,-21.320477592117463,2.4642928,0.20367607,0.22017284,2.2191696,0.98674846,-0.5561917,0.0042138696,-0.61118674,-0.5989041,-0.845978,-0.9999998,0.7881487991227889,7.4303644630998855,PowerLaw,0.12848715,0.49974152,,0,UNASS,None
4FGL J1800.1-0323,23.957104,9.792352,-21.451145776307218,2.556237,0.23784256,0.17718878,1.6238959,-0.7710588,-0.267348,0.0040629883,-0.7355248,-0.6403703,-0.76505125,-0.9999853,1.208709199044199,7.132436048171299,PowerLaw,0.13717537,0.51942164,,1,UNASS,None
4FGL J1800.2-2952,0.8087629,-3.2128398,-20.84778153591134,2.4118545,0.31637087,0.89196783,4.175382,-0.9995627,0.99987435,0.013917548,-0.41511062,-0.87834644,-0.788908,-0.22900584,1.6536315359557963,7.604996368051218,LogParabola,0.4324642,0.2964352,3FGL J1800.0-2955,28,UNASS,None
4FGL J1800.2-2403c,5.85668,-0.3397608,-20.5259958461354,2.1082327,0.2556583,0.042943824,0.701234,-0.5533639,-0.3760163,3.1543593E-4,-0.6482388,-0.55768436,-0.56019956,-0.61171484,1.411626405572246,9.393475514386253,PowerLaw,0.0758185,0.2139336,,48,UNASS,None
4FGL J1800.5-2910,1.4472839,-2.9222388,-21.42112626327733,2.437861,0.29286045,0.3776802,2.6157439,-0.6633272,0.9905854,0.01433622,-0.6185812,-0.8219368,-0.7476139,-1.0,1.4034008446473138,7.667894390482045,PowerLaw,0.1372296,1.6019781,,24,UNASS,None
4FGL J1800.9-2407,5.8768964,-0.51136285,-19.373043909541106,2.3166587,0.16230457,0.15972021,3.262841,0.85672104,-0.81682247,0.0019274263,-0.5459537,-0.5704306,-0.7633321,-0.8005419,0.7976203974913302,8.346159359873658,LogParabola,0.07248338,0.3447097,,16,UNASS,None
4FGL J1801.0-2802,2.493717,-2.4659333,-20.875917923734463,2.5413818,0.26940078,0.60036576,3.7545495,0.34685567,0.2171007,0.008209794,-0.4660825,-0.7520453,-0.97466224,0.41782922,2.007757867224754,7.192235706634591,LogParabola,0.27935678,0.7904765,,10,UNASS,None
4FGL J1801.1-2626,3.898164,-1.6982886,-21.11006252998941,2.355454,0.30072024,0.99999124,4.8778214,-0.109125964,-0.17715213,0.0018051406,0.9878742,0.0648687,-0.993777,-0.98942864,1.9430920935151423,8.301681815811563,LogParabola,,1.388416E-4,,2048,UNASS,None
4FGL J1801.4-4307,349.2464,-9.850534,-22.20991429748445,2.6679006,0.26501694,0.28274032,1.8411553,0.9740618,-0.50310314,0.008787165,-0.6098123,-0.9358552,-0.9999946,0.9998889,1.7260713855512293,6.683452756320017,PowerLaw,0.1900523,0.7070146,,256,UNASS,None
4FGL J1801.6-2326,6.5694485,-0.31522205,-18.038476271014474,2.3794887,0.11799175,0.3337547,8.045049,0.19033422,-0.8272837,0.002206673,-0.29822907,-0.73306954,-0.84351575,-0.9979743,1.3846744857009663,7.82163041565399,LogParabola,0.049500052,0.26424086,0FGL J1801.6-2327,20,UNASS,None
4FGL J1801.8-2358,6.1067977,-0.610649,-19.619961585299343,2.262729,0.118652515,0.04168825,1.1423609,-0.90501684,0.96073604,1.962217E-4,-0.68039775,-0.5743882,-0.7533417,-0.43920064,1.8736535246556099,8.499367045593068,PowerLaw,0.042096727,0.09552469,,2,UNASS,None
4FGL J1802.1-2652,3.63375,-2.1069481,-20.661006236064356,2.5124183,0.25615185,0.5407524,4.1526203,-0.9972074,0.9972729,0.00668163,-0.43682143,-0.7697607,-0.93028694,-0.99835837,1.0523351504395753,7.482710077614945,LogParabola,0.23045544,0.70409364,,24,UNASS,None
4FGL J1802.4+3634,62.906784,25.052078,-22.183121546008213,2.255432,0.34189582,0.8661376,3.8909414,-0.99999064,0.999995,0.027558297,-0.50274366,-0.7621099,-0.74165386,-0.9920699,2.0725233157944536,7.369410091141651,LogParabola,0.37589738,0.22881074,,0,UNASS,None
4FGL J1802.4-3041,0.32564774,-4.0421247,-20.560064570153386,2.1116438,0.1790862,0.39444482,5.0741725,-0.57723886,-0.7381682,0.0020592585,-0.3696186,-0.1863845,-0.6635723,-0.9595722,1.9007633375201853,7.913786124787929,LogParabola,0.1279303,0.38657022,3FGL J1802.4-3043,0,UNASS,None
4FGL J1802.8-4719,345.58994,-12.022354,-22.063881083744903,2.5888908,0.23821391,0.43355283,2.696694,0.99021316,-0.11253017,0.011436353,-0.73947227,-0.72063327,-0.9997441,-0.9989205,1.423617007329394,6.957877603051466,PowerLaw,0.24755307,0.88004905,,0,UNASS,None
4FGL J1803.1-2724,3.2624865,-2.5582876,-20.697287734220325,2.4562817,0.19677554,0.2985873,3.4558651,0.4061051,0.00863514,0.004119028,-0.727094,-0.71334445,-0.60655165,-0.9992257,1.7741300911637656,7.625472381679459,LogParabola,0.13288769,0.43192098,3FGL J1803.1-2728,282,UNASS,None
4FGL J1803.1-6708,326.8411,-20.355803,-21.061314961899026,2.1615024,0.12071936,0.2521597,4.2170835,-0.7912156,-0.32920727,0.0019513313,-0.45834932,-0.4812442,-0.8331483,-0.9999953,2.4587197892506008,7.29284133769482,LogParabola,0.07851245,0.2662987,3FGL J1803.3-6706,0,UNASS,None
4FGL J1803.2+1402,40.344883,16.915703,-21.522993774608224,2.305064,0.20712698,0.4286237,3.5460248,-0.90013653,0.072033994,0.0049775993,-0.5455043,-0.5942645,-0.98966944,0.61940086,1.7991637353988392,7.388386484945805,LogParabola,0.1777825,0.5506136,,0,UNASS,None
4FGL J1803.3+2425,50.47759,20.939339,-22.579471111860702,2.8941169,0.19155395,0.20782456,1.3692837,-0.4244357,-0.74101865,0.017756298,-0.89416623,-0.6036312,-0.99071604,-0.9990362,2.0754991588801324,5.972403279936462,PowerLaw,0.20536233,0.70479566,,1,UNASS,None
4FGL J1803.5-1639,12.684019,2.6468976,-20.939883245679894,2.7001445,0.36320502,0.9731602,4.4589677,0.41523916,-0.5948298,0.019917319,-0.5076396,-0.9683642,-0.9998702,0.3901727,1.4299504324664996,6.942373783585635,LogParabola,0.25136527,0.953227,,13,UNASS,None
4FGL J1803.7-3207,359.21024,-4.971009,-21.03990200297687,2.5252812,0.26890966,0.53647554,4.166529,-0.074872926,-0.16405006,0.00623028,-0.62863386,-0.5993192,-0.9997094,0.9530079,2.1305332686081875,7.073177679326026,LogParabola,0.21482219,0.6009183,,9,UNASS,None
4FGL J1803.8-2908,1.8303868,-3.54446,-20.951800133901063,2.6408062,0.25550628,0.9999989,6.154001,0.75750214,-0.034415577,0.0013519216,-0.7252257,-0.9448371,-0.9998661,-0.99999726,1.7200942577943221,6.90070427900424,LogParabola,,0.23574972,,2048,UNASS,None
4FGL J1804.0-1124,17.335625,5.1114254,-21.04579014125271,2.6551056,0.3945275,0.96883935,3.9110234,0.9765442,-0.70409894,0.0014048464,-0.28235763,-0.9302018,-0.99982953,-0.8717626,1.1636048345094083,7.097627672983828,LogParabola,,0.32240194,,2050,UNASS,None
4FGL J1804.4-0852,19.619337,6.236676,-20.704421752173403,2.4958236,0.112358525,0.11754457,2.247718,-0.5005878,-0.525567,0.0015961303,-0.77310205,-0.4902842,-0.7947005,-0.99978966,1.8994242899478,7.397727453131514,PowerLaw,0.06009558,0.2224161,3FGL J1804.5-0850,0,UNASS,None
4FGL J1804.9-1745,11.886551,1.8169959,-21.05679221620121,2.6957927,0.2536174,0.32691666,2.8065085,0.88932407,0.41783676,0.009625945,-0.7503591,-0.80253303,-0.99972427,-0.97260714,1.5154902340262373,6.861328020949887,PowerLaw,0.11041275,0.7503744,,8,UNASS,None
4FGL J1805.1-3618,355.66232,-7.2373652,-20.740255003302877,2.325316,0.20092306,0.7474694,6.1619835,0.9646228,0.27607772,0.003129261,-0.0771859,-0.6514724,-1.0,0.99643207,1.6541532275601427,7.332045805046782,LogParabola,0.20283353,0.37071192,,0,UNASS,None
4FGL J1805.7+3401,60.449486,23.66501,-21.615867910583205,2.4816172,0.13060598,0.32358912,4.186591,0.83028865,-0.09693264,0.0079291025,-0.6971585,-0.78032523,-1.0,0.99999624,2.303842008433254,6.921706703684096,LogParabola,0.108143106,0.5246763,3FGL J1805.9+3407,0,UNASS,None
4FGL J1806.1-3344,358.03912,-6.199246,-21.78065093458024,2.4238296,0.22239909,0.09189703,1.0855554,0.98781765,0.04930576,0.0023044236,-0.86801577,-0.39516807,-0.8390045,-0.517906,1.6045460151145738,7.472492273979681,PowerLaw,0.100440934,0.32559624,,0,UNASS,None
4FGL J1806.2-1347,15.504191,3.4754188,-21.33556770429647,2.596113,0.2626201,0.19046903,1.7738789,0.9989239,-0.07844202,0.005205882,-0.86502975,-0.65492094,-0.8244454,-0.97307783,1.6059182942893655,7.356136124200995,PowerLaw,0.14867496,0.4440123,,4,UNASS,None
4FGL J1806.9-2824,2.8045797,-3.789645,-21.586624659220945,2.394602,0.19640826,0.08040105,1.0305488,0.80280733,-0.03428092,0.001780546,-0.8602388,-0.67087436,-0.5351514,-0.65621716,1.678273326253434,7.60190785396369,PowerLaw,0.0948182,0.1496059,,16,UNASS,None
4FGL J1807.1+2822,54.75751,21.528023,-22.565095245540988,2.4642372,0.22741483,0.12589997,1.1368871,-0.11993645,0.92677146,0.004071849,-0.6368386,-0.8032748,-0.1447041,-0.99970293,0.754407532730585,6.974500706858609,PowerLaw,0.13515867,0.43473938,,256,UNASS,None
4FGL J1808.1-1234,16.801014,3.651858,-20.73559104421936,2.6393383,0.218463,0.46173176,4.1055226,-0.65276134,-0.46464488,0.0089134835,-0.753088,-0.78735554,-0.9976542,-0.96169347,1.4596901448205148,7.153009145771917,LogParabola,0.1882449,0.70691735,,0,UNASS,None
4FGL J1808.2-2028e,9.883855,-0.1820724,-19.058062454468075,2.5373976,0.20816882,0.54113907,6.366016,0.96234804,-0.6144419,0.005801264,-0.36106318,-0.8055596,-0.99952686,0.6522454,1.1209209153822706,7.057729334558919,LogParabola,0.08354051,0.51165,3FGL J1809.2-2016c,1,UNASS,None
4FGL J1808.2-1055,18.259314,4.4372635,-21.14549589654005,2.7416515,0.41335824,0.67537034,4.135871,0.601794,-0.099534065,0.008280652,-0.80262995,-0.89681315,-0.99978435,-0.9265862,2.466533973630851,6.820421304508988,LogParabola,0.40928143,2.1199946,,0,UNASS,None
4FGL J1808.4-3358,358.0455,-6.725435,-20.255351942555937,2.434298,0.14614168,0.89112556,9.18354,0.9997924,-0.15324578,0.003831481,-0.3261693,-0.84695435,-0.9999999,0.9975592,0.8708571783070636,7.256084514172775,LogParabola,0.120305404,0.3675921,3FGL J1808.3-3357,0,UNASS,None
4FGL J1808.4-4521,347.82047,-11.989285,-22.12041742655057,2.5549564,0.24037199,0.13005535,1.1713125,-0.40125188,-0.80885655,0.013442615,-0.57229215,-0.49085534,-0.9996892,-0.9969859,1.5251854685620774,7.011396206996232,PowerLaw,0.12941211,1.6980402,,0,UNASS,None
4FGL J1808.4-3522,356.81653,-7.3960814,-21.552941276933183,2.229828,0.29770437,0.7561518,3.382084,0.979471,-0.89601594,0.006638478,0.39435327,-0.65614974,-0.8582544,-0.37001336,2.8521556533443952,7.714170116201161,LogParabola,0.39647532,0.8922794,3FGL J1808.4-3519,0,UNASS,None
4FGL J1808.5-3701,355.34348,-8.180953,-21.145053401070058,2.3853266,0.16617166,0.38500422,4.0525675,0.9984289,0.2596266,0.005331529,-0.53860176,-0.6710866,-0.8084272,-0.9999557,2.183583532740612,7.141437423732713,LogParabola,0.14192002,0.5091823,3FGL J1808.4-3703,0,UNASS,None
4FGL J1809.0-2853,2.6136413,-4.419474,-21.21643265271696,2.4420545,0.33407834,0.7934473,4.124638,0.51748,-0.12612031,0.010885833,-0.52613443,-0.687353,-0.999783,0.27258646,1.2385459606020581,7.202934576872943,LogParabola,0.27298698,2.2243402,,9,UNASS,None
4FGL J1809.2-2726,3.8966215,-3.7572598,-20.972527078575432,2.4559236,0.14625992,0.15717712,2.3957052,-0.76662886,0.9999464,0.005901516,-0.7727973,-0.59159297,-0.6945564,-1.0,1.5142470969197597,7.451067918439343,PowerLaw,0.08344373,0.83680797,3FGL J1809.2-2725,6,UNASS,None
4FGL J1810.2-3054,0.9503426,-5.60056,-21.170110465612225,2.4884698,0.33584854,0.9999995,4.0802608,0.88215065,-0.116475895,0.0012945884,-0.07795252,-0.99457484,0.6115885,-0.9999607,1.8217341166216061,7.11615020200435,LogParabola,,0.30454463,,2049,UNASS,None
4FGL J1810.3+1332,40.64297,15.127011,-22.162067912753265,2.456504,0.21473649,0.2367847,1.9046248,0.9627646,-0.5071417,0.0041768965,-0.6341798,-0.8188405,-0.70487475,-0.9996841,1.3000273099480084,7.057428980652988,PowerLaw,0.15617624,0.40948,,0,UNASS,None
4FGL J1810.5-1415,15.597787,2.339593,-21.122465475616,2.498721,0.28192547,0.24762034,1.7882822,0.9969836,-0.7343091,0.01403719,-0.8094675,-0.6244634,-1.0,0.9999999,1.1964567362140663,7.741954656137677,PowerLaw,0.075916626,1.7365955,,0,UNASS,None
4FGL J1810.8-3347,358.4481,-7.0842338,-21.871028683678144,2.2944815,0.287228,0.23776485,1.9818596,-0.15505116,0.99167204,0.003611017,-0.66439724,-0.5312961,-0.6558784,-0.9998243,2.1952401326515014,7.669500386381996,PowerLaw,0.15864386,0.63247657,,0,UNASS,None
4FGL J1811.0-2725,4.1121264,-4.1016927,-21.571468457700647,2.3743188,0.21221903,0.12511997,1.4099567,0.99678767,-0.9400583,0.0018665065,-0.35121354,-0.8940927,-0.15110435,-0.7233473,1.9231200207654924,7.787723461964906,PowerLaw,0.11132911,0.30950364,,24,UNASS,None
4FGL J1811.7-1442,15.344996,1.8774376,-20.998281763458273,2.4548545,0.2636088,0.36716205,2.6977534,0.7597752,0.51052535,0.010881786,-0.53908354,-0.6739317,-0.7768994,-0.99999946,1.2720143242973614,7.823027412260838,PowerLaw,0.12876499,1.641043,,266,UNASS,None
4FGL J1811.9-2336,7.5604014,-2.459222,-20.37572995620893,2.5538995,0.32899913,0.65271366,4.387293,0.6123687,-0.6198967,0.005363956,-0.62024367,-0.7499114,-1.0,0.9972162,1.9350089637509942,7.51264709093381,LogParabola,0.2915144,1.9822183,,17,UNASS,None
4FGL J1812.2-0856,20.479176,4.502029,-21.055368089672292,2.8307874,0.2527436,0.7044103,5.0439286,-0.6103436,-0.39137927,0.008269828,-0.82265335,-1.0,0.98503906,0.91944426,2.046174426079267,6.6429493540864195,LogParabola,0.2457501,1.9181579,,256,UNASS,None
