Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,Flags,Category_4FGL,Class_4FGL
4FGL J0709.1-1034,224.34828,-0.9154729,-20.734938442988234,2.5366936,0.17295954,0.32782003,4.3119555,-0.23245971,-0.4964399,0.012398675,-0.7905799,-0.78495926,-0.84976536,-0.9999715,1.8275897779415742,6.936732261513979,LogParabola,0.11012052,0.75982857,,0,UNASS,None
4FGL J0712.0-6431,275.3795,-22.16661,-21.666133125212777,2.2688985,0.30483043,0.78931755,4.4773707,-0.9999634,0.9994874,0.012205254,-0.24894597,-0.682572,-0.9999995,0.7403357,1.419870740437379,7.336307288451897,LogParabola,0.30219916,0.3023551,3FGL J0712.2-6436,0,UNASS,None
4FGL J0712.8-5637,267.394,-19.580902,-22.460926606720783,2.5322826,0.28353348,0.43871722,2.3335557,-0.6739064,0.18323961,0.018215539,-0.7778083,-0.87907195,-0.29350507,-0.999526,1.968651069531713,6.865175010437003,PowerLaw,0.38179335,1.1533879,,256,UNASS,None
4FGL J0713.5-2555,238.51823,-7.031333,-22.01096745401279,2.3294675,0.15419564,-1.4795219E-4,0.01878784,0.9961947,-0.4223598,0.0013599594,-0.7092372,-0.793188,-0.37082368,-0.49211603,2.0717858975760595,7.4887023851141565,PowerLaw,0.067263365,0.1482745,,0,UNASS,None
4FGL J0715.7-1128,225.89723,0.082016274,-21.512666071671195,2.6337829,0.26366997,0.32267118,2.6184428,0.81283987,-0.34852058,0.017965648,-0.81748354,-0.85484165,-0.679535,-0.99966586,0.39110433780091164,6.715254529548154,PowerLaw,0.21012008,0.95293105,,1,UNASS,None
4FGL J0718.8-5004,261.3225,-16.35298,-21.94404238381966,2.3386781,0.18657403,0.28701982,2.7684922,0.9213524,-0.49436525,0.0034062136,-0.64137065,-0.58458966,-0.7915507,-1.0,1.6183903911097766,7.211780545904271,PowerLaw,0.1404922,0.37921262,3FGL J0718.9-5004,0,UNASS,None
4FGL J0722.4-2650,240.25613,-5.6680064,-21.358606761488595,2.50052,0.094287,-0.0064282324,0.12940083,-0.40787768,-0.7070903,0.0036583852,-0.63975954,-0.6542918,-0.9999807,-0.86778677,1.6734725281750282,6.89206669419586,PowerLaw,0.052709017,0.39494672,3FGL J0722.2-2648,1,UNASS,None
4FGL J0722.7-2309,237.01022,-3.8848023,-21.485210148603247,2.6849825,0.23599723,0.34111175,3.5463016,0.7315285,-0.68359476,0.009195216,-0.7283295,-0.9195558,-1.0,0.9999728,1.2237727248663486,6.499219661681728,LogParabola,0.14206544,0.4728769,,5,UNASS,None
4FGL J0723.1-3048,243.86371,-7.36004,-22.07132991251595,2.3437095,0.13861172,-0.03907576,0.650875,0.39431742,-0.3988896,4.5269294E-4,-0.6859,-0.7698378,-0.6836403,0.2569619,1.290455354272497,7.281895306563916,PowerLaw,0.0552527,0.18007632,,0,UNASS,None
4FGL J0724.8+3016,188.3197,19.96273,-23.41005667082346,1.5509552,0.1896798,-0.031579703,0.37171558,-0.984086,0.9987507,2.540615E-4,-0.6299494,-0.23626743,-0.8361335,0.60317636,2.5280781008005317,9.718822251317706,PowerLaw,0.07696756,0.29028124,,256,UNASS,None
4FGL J0725.6-5008,261.8359,-15.375998,-22.74036453314941,1.8818238,0.53120077,0.9984459,2.643103,-0.999877,0.99835783,0.001827706,-0.80766946,-0.32715142,-0.04441323,-1.0,1.5701602137094184,8.580759627732416,PowerLaw,0.047845326,0.054467868,3FGL J0725.4-5007,0,UNASS,None
4FGL J0725.7-0549,222.05637,4.934131,-21.53848309968043,1.8837858,0.15887792,0.15368864,2.124432,-0.9750251,0.4858244,8.1294955E-4,0.9963386,-0.46584114,-0.3967093,-0.6252081,1.6564714105220615,8.398402628374553,PowerLaw,0.08623616,0.25971973,3FGL J0725.7-0550,0,UNASS,None
4FGL J0731.0+6607,149.94328,28.619455,-22.539254666009434,2.2819107,0.28640354,0.26019576,1.6569569,0.65337473,-0.52009135,0.0033946026,-0.4718217,-0.4466336,-0.99989593,0.9978374,1.2697559077457672,7.463333498325045,PowerLaw,0.1991535,0.50568086,,0,UNASS,None
4FGL J0731.5-1910c,234.48068,-0.18879208,-21.341622987008808,2.6327264,0.32073367,0.4104733,2.7926393,0.2637074,-0.6282947,0.012087246,-0.8263597,-0.8363944,-0.5309148,-0.47277495,2.217135065821295,6.578319945182392,PowerLaw,0.20133628,0.53698283,3FGL J0731.7-1914c,35,UNASS,None
4FGL J0734.3-4448,257.54132,-11.757423,-22.51979418746603,2.087698,0.16704263,-0.026950661,0.42152694,-0.79340804,-0.38771954,3.830963E-4,-0.9009356,-0.19121377,-0.48213613,-0.28294876,2.0118318011973226,8.289977585529911,PowerLaw,0.05847388,0.22219238,,0,UNASS,None
4FGL J0736.9-3231,246.78596,-5.5748053,-20.829836898659785,2.5020223,0.11792238,0.2783357,3.8951104,0.76609635,-0.34152016,0.009701081,-0.7057793,-0.8095571,-0.9999998,0.99999833,2.5056465987059555,7.003531350242182,LogParabola,0.09922229,0.62222725,3FGL J0737.2-3233,0,UNASS,None
4FGL J0737.4+6535,150.58449,29.251331,-22.71674351868523,2.045497,0.117705,-0.07966842,1.4653345,0.65453184,-0.5323115,2.2652479E-4,-0.7270654,-0.5066597,-0.5686948,-0.2739779,2.7782220343230013,8.21079905518765,PowerLaw,0.041399036,0.19488269,,0,UNASS,None
4FGL J0738.6+1311,206.21571,16.329153,-22.39461146222745,2.526779,0.1287626,-0.052982755,0.7832967,-0.45077625,-0.74227536,5.072807E-4,-0.7047129,-0.83983725,-0.09213427,-0.77997077,2.349970917076252,6.741375139893898,PowerLaw,0.053869184,0.16205028,3FGL J0739.8+1312,0,UNASS,None
4FGL J0741.0-5226,265.0527,-14.173656,-22.955937682183166,1.7048732,0.17468643,-0.067952916,0.90773237,-0.14730456,-0.99824333,2.339572E-4,0.87860274,-0.49162447,-0.6004662,0.033146523,2.838480336446938,9.424400473387335,PowerLaw,0.057456806,0.30084744,3FGL J0740.6-5230,0,UNASS,None
4FGL J0744.0-2525,241.35329,-0.7392291,-19.684132794471157,2.3533332,0.06434717,0.30250695,7.98054,-0.26899678,-0.3357163,0.0015933574,-0.5566314,-0.6641691,-1.0,-0.5672836,2.263919195689581,6.924201888989873,LogParabola,0.055398665,0.16535628,3FGL J0744.1-2523,0,UNASS,None
4FGL J0744.4-1403,231.51855,5.0073667,-22.367138411008828,2.7034469,0.32068494,0.40239805,2.0594666,0.9890503,-0.78899074,0.01755989,-0.7590357,-0.9215967,-0.50382113,-0.99986994,0.7526368471066078,6.422840387386144,PowerLaw,0.3008608,0.8366983,,0,UNASS,None
4FGL J0744.9-4028,254.56902,-7.9989777,-21.111343598787652,2.2548492,0.2604893,0.502714,3.7557302,0.9911997,-0.7365261,0.0052159624,0.13880187,-0.6980098,-0.79629546,-0.35554874,1.9508973299730135,7.291774253978016,LogParabola,0.24507377,0.6159683,3FGL J0744.8-4028,0,UNASS,None
4FGL J0746.5-4113,255.38487,-8.106514,-22.159191560531234,2.2225287,0.22821324,0.12492194,1.1264026,0.96776444,-0.7191078,0.002123508,-0.19832847,-0.5821463,-0.6089983,-0.64329743,2.2611030970395185,7.969876977650238,PowerLaw,0.13145502,0.44289136,,0,UNASS,None
4FGL J0747.2-0736,226.19887,8.759922,-22.257167243706032,2.0435874,0.24936746,0.033225548,0.35106146,0.9949624,-0.6952613,0.0011632616,-0.67740166,-0.2952423,-0.6942687,-0.002231923,1.7523686569733252,8.303302648674597,PowerLaw,0.104876846,0.43727165,3FGL J0747.4-0734,16,UNASS,None
4FGL J0749.8-4420,258.43652,-9.101469,-22.264726813537997,2.3736777,0.28900278,0.47829887,2.6495528,-0.9073158,-0.14569145,0.003345657,-0.30195898,-0.77595896,-0.80142325,-0.999646,0.29931645866595413,7.4214789792646885,PowerLaw,0.32352647,0.4155631,,0,UNASS,None
4FGL J0752.0-2931,245.78331,-1.2766964,-21.01479941843582,2.545874,0.23777938,0.47221786,4.0449176,-1.0,0.9999997,0.005250064,-0.6452373,-0.8039621,-1.0,-0.897661,1.643877245835262,6.914478527212717,LogParabola,0.2011177,0.4663092,,0,UNASS,None
4FGL J0754.9-3953,255.02257,-6.0622997,-21.23470274254176,2.1590664,0.25377724,0.99995387,5.9597344,-0.99156475,-0.55407405,9.1391505E-4,0.9992491,-0.47448772,-1.0,0.9999973,1.8235363154399746,7.859744258173934,LogParabola,,0.102355555,,2048,UNASS,None
4FGL J0755.9-0515,225.1809,11.78536,-22.470071170125326,2.8630686,0.12760217,-0.009558711,0.1111852,-0.41255257,-0.8914886,0.0020026905,-0.7660538,-0.6393576,-0.99849993,-0.90419996,0.4863137858552855,6.114052177746242,PowerLaw,0.07137024,0.17319636,,16,UNASS,None
4FGL J0758.8-1450,233.95619,7.613154,-20.45177758054915,2.2145226,0.10388561,0.36830276,7.2850223,0.99900967,-0.20551541,0.0019216189,-0.44799072,-0.67663515,-0.9705283,-0.9503464,1.7703522045503124,6.961580744716109,LogParabola,0.072593585,0.19562623,3FGL J0758.6-1451,0,UNASS,None
4FGL J0800.1-5531,269.20282,-13.1252575,-22.373386618296184,2.5432508,0.17456,0.0026199399,0.05063517,0.8914886,-0.28451934,0.0018125019,-0.86869276,-0.7539132,-0.05344972,-0.9999995,1.891532250396621,7.20697110622729,PowerLaw,0.07895927,0.16509563,,20,UNASS,None
4FGL J0800.5+3715,183.37364,29.111372,-22.49946381252142,2.4193492,0.6506059,0.64712536,2.3573198,-0.5308608,-0.6877439,0.009344227,-0.6310907,-0.70334154,-0.9082606,-0.99993384,1.4968402220921955,7.046440380903108,PowerLaw,0.42739463,1.136302,,0,UNASS,None
4FGL J0800.7-1059,230.85431,9.989528,-22.101708768218746,2.4507325,0.21535295,0.34240383,2.816753,-0.9999566,0.99952036,0.004993493,-0.7270995,-0.67196727,-0.9999957,0.30928743,1.6322021517467584,6.947394077802348,PowerLaw,0.16746208,0.4482256,,0,UNASS,None
4FGL J0800.9+0733,214.02026,18.860508,-22.49006814197462,1.8887815,0.3445463,0.45430365,2.8826876,-0.7198291,0.9841948,0.004606432,0.610581,-0.261246,-0.657118,-0.9998265,1.3135555511104038,8.135598133296323,PowerLaw,0.27764404,0.91056216,,0,UNASS,None
4FGL J0801.3-0617,226.7848,12.45487,-22.393241261173973,2.4965138,0.19851717,0.0499636,0.47358352,0.7305814,-0.04135753,0.0032367853,-0.9040701,-0.36336595,-0.9084122,-0.98689556,1.9039603921790629,7.108706471464957,PowerLaw,0.11405731,0.37849385,3FGL J0805.0-0622,272,UNASS,None
4FGL J0802.1-5612,269.94894,-13.209603,-20.562493975809915,2.3764195,0.14007303,0.6881296,8.175557,-0.7332278,-0.0017341576,0.0036746806,-0.36123663,-0.8281566,-0.999767,-0.45526356,1.4632033417626322,6.9864165405906045,LogParabola,0.14879215,0.3277996,3FGL J0802.3-5610,0,UNASS,None
4FGL J0803.5+2046,201.26338,24.7862,-22.585883610749836,2.5041971,0.23825282,0.33795583,2.145944,0.9996912,-0.30433273,0.011469225,-0.7162989,-0.9718846,-0.72759485,-0.99108666,3.1570147870344982,6.72951386706476,PowerLaw,0.2602824,0.7846429,,1,UNASS,None
4FGL J0809.8+0507,217.36238,19.757648,-23.425468816272673,2.8609285,0.3247568,0.96025646,4.5931153,0.8472984,-0.61377054,0.011662775,-0.8721326,-0.9999204,-0.97933465,-0.9836776,3.2188643807109196,6.113904832034541,LogParabola,,0.5470287,,2049,UNASS,None
4FGL J0813.1-5049,266.10226,-9.048006,-21.79884173741708,2.575967,0.1577624,0.08789484,1.1701117,0.44161165,-0.7106392,0.002614777,-0.69759536,-0.88090706,-0.37714362,-0.9999895,2.229442873153045,6.806563240914733,PowerLaw,0.08547134,0.29719177,,1,UNASS,None
4FGL J0815.5+6554,150.00768,33.13357,-23.372340197646476,1.7456017,0.29048276,0.13215086,0.9802099,0.5159254,-0.9709085,9.619491E-4,0.3367328,-0.4341169,-0.15780327,-0.44180954,2.4932718450469444,8.879674108028992,PowerLaw,0.14008181,0.5010881,,0,UNASS,None
4FGL J0817.7-5258c,268.33167,-9.613656,-22.125731334580525,2.777866,0.40141124,0.5607713,3.8503375,0.07249768,-0.4655617,0.021473015,-0.8825316,-0.789791,-0.99852353,-0.720981,2.365679662894898,6.520751605054974,LogParabola,0.34276903,1.0845953,,33,UNASS,None
4FGL J0821.5-1436,236.69914,12.420677,-22.05520905618081,2.3223631,0.3525867,0.97447264,3.788386,0.9999281,0.51646197,0.0037009092,-0.40994945,-0.9847537,0.64677334,-0.99943554,1.4922348644018304,7.141561699313101,LogParabola,0.20247617,0.006813659,,0,UNASS,None
4FGL J0824.1-6004,274.89673,-12.734328,-23.053813127105435,1.7383022,0.5019024,0.99995506,2.4127953,-0.9984078,0.8693485,6.5987E-4,0.96169776,0.82478285,-0.6605544,-0.6551978,2.335535089510014,8.923160040298113,PowerLaw,0.016560936,0.39676043,,0,UNASS,None
4FGL J0826.0-0157,226.04726,19.963022,-22.231249464244236,2.3935938,0.15544304,0.031261306,0.385712,0.9947055,-0.59210473,0.0025465644,-0.5798616,-0.6707211,-0.627353,-0.9809113,2.571860102630814,7.0248638650262825,PowerLaw,0.080892675,0.30522582,3FGL J0825.4-0213,0,UNASS,None
4FGL J0826.1-5053,267.3068,-7.38569,-21.127421102252388,2.4120443,0.40178245,0.39451012,2.7315896,-0.47521368,-0.80149984,0.0035767662,-0.44093665,-0.58772606,-0.99997264,-0.9114617,2.2367240831703517,7.341793655309,PowerLaw,0.27493295,0.51707685,3FGL J0826.3-5056,0,UNASS,None
4FGL J0827.0-4111c,259.43716,-1.6513584,-21.870694985979277,2.1202621,0.1778922,-0.051447526,0.50795615,0.9894398,-0.81067204,0.0017655337,-0.6568056,-0.5946789,-0.15453306,-0.5140964,1.9319942807797967,8.927508783550623,PowerLaw,0.0706251,0.30765086,,32,UNASS,None
4FGL J0827.6-0059,225.36038,20.770304,-22.66425598545095,1.9879631,0.36173868,0.2616928,1.270136,0.99578875,-0.913695,0.002783661,-0.34732395,0.05012402,-0.85418457,-0.3782863,3.0054849004542454,8.098022195269932,PowerLaw,0.30479738,0.647141,,4,UNASS,None
4FGL J0829.3+3729,184.4443,34.75334,-22.758661194502928,2.792947,0.23919478,0.40550828,2.8857613,-0.21434511,-0.5303326,0.009866908,-0.8265497,-0.9602566,-0.99995846,0.9876071,2.458877392275339,6.0408583385816,LogParabola,0.19542679,0.49440286,,0,UNASS,None
4FGL J0833.3-4342c,262.1653,-2.1988096,-20.670695403455472,2.6070151,0.1380173,0.003405393,0.04316238,0.9951701,-0.77649695,0.0012675906,-0.87160605,-0.55772644,-0.7666474,-0.7882545,2.452352356781837,7.689536448551186,PowerLaw,0.053684145,0.15322264,,32,UNASS,None
4FGL J0834.9-4612,264.33987,-3.4605145,-20.840659302373208,2.5926268,0.40836298,0.61793983,1.5194284,0.9679032,-0.9049785,0.00930658,-0.7053191,-0.4485696,-0.94632864,-0.38094434,1.8022748325138784,8.101525402517337,PowerLaw,0.83540124,1.861151,,6,UNASS,None
4FGL J0836.0-5458,271.53683,-8.517889,-22.150955311035425,2.4892519,0.23886952,0.10145047,1.0002546,0.66398543,-0.5502542,0.0029921795,-0.8221556,-0.5557949,-0.7324397,-0.77631843,2.2608901452979326,7.325525961979441,PowerLaw,0.11944217,0.31102005,,0,UNASS,None
4FGL J0836.6-6036,276.2241,-11.749917,-22.253158377130628,2.3713188,0.52447927,0.9994896,2.6438508,0.9972843,-0.73974895,0.0054261256,-0.5655716,-0.51850796,-0.9038409,-0.99932116,1.6490589602764112,7.5774404669282385,PowerLaw,0.04620384,0.11288674,,0,UNASS,None
4FGL J0836.8-4638,264.8831,-3.4663215,-21.564053006079924,2.305078,0.2506818,0.06149064,0.4634382,0.91375303,-0.9578715,0.0014040908,-0.6218647,-0.73137516,-0.42616656,-0.99981,1.0457971110848687,8.26636544468665,PowerLaw,0.13655403,0.4026354,,0,UNASS,None
4FGL J0838.4-3952,259.66876,0.866596,-21.297247172340114,2.9241405,0.17508946,0.23557018,2.1401298,0.98899734,-0.6082199,0.006298071,-0.8641558,-0.9778591,-0.99996006,0.99993455,1.2689830892370022,6.191964127930858,PowerLaw,0.1434839,0.31611738,,1,UNASS,None
4FGL J0838.5+4013,181.42084,36.907322,-23.200572129441145,1.7000096,0.18315032,-0.017257294,0.20726086,-0.99999976,0.9996992,3.7154742E-4,0.8049606,-0.5666965,-0.46618593,0.05549836,1.2806070659037343,9.08588096134449,PowerLaw,0.07643831,0.29859182,,0,UNASS,None
4FGL J0838.8-4552,264.47888,-2.707918,-20.81640571204278,2.5490026,0.41685724,0.4134517,1.7177415,-0.9968776,0.9997821,0.009516422,-0.8696516,-0.6549407,-0.7738347,-0.99992216,1.9398546845413194,8.309597690291353,PowerLaw,0.6783766,2.1575623,,2,UNASS,None
4FGL J0838.9-2502,247.80872,9.873266,-22.13045729292927,2.3797183,0.16029942,0.03836593,0.45580572,0.9993929,-0.59375894,3.2214605E-4,-0.76198256,-0.77256393,-0.8867035,0.46340054,0.5913816799134715,7.074050429573836,PowerLaw,0.11724213,0.13340448,,0,UNASS,None
4FGL J0839.1-4613c,264.79526,-2.8853135,-21.082798685653447,2.3819122,0.2421708,0.12305827,0.99167466,0.5656029,-0.9818033,0.0017162921,0.8923747,-0.7355612,-0.70850134,-0.72665316,1.1040292425148335,8.308748283813935,PowerLaw,0.15063225,0.4743877,3FGL J0838.1-4615,54,UNASS,None
4FGL J0843.3+6712,147.8028,35.601807,-21.11920321999561,2.0033178,0.14749809,0.5294945,6.7794976,-0.9999437,0.99997026,0.0024719383,-0.14846823,-0.42040744,-0.8435614,-0.98997664,1.662191312452315,7.720722086604275,LogParabola,0.12873553,0.35606894,3FGL J0843.4+6713,0,UNASS,None
4FGL J0844.1-4330,263.19238,-0.52896965,-20.720468023934878,2.7577236,0.24190567,0.35150367,3.160965,0.608795,-0.8201444,0.0049502132,-0.66956013,-0.87235355,-0.99951935,-0.95493907,1.6578309059215715,6.977898408668403,LogParabola,0.17431805,0.46888262,,2,UNASS,None
4FGL J0844.2-4554c,265.08932,-1.9984072,-21.14921901129728,2.4365628,0.23971225,0.118443966,1.0605457,0.68084455,0.75082344,0.0024641063,-0.6608637,-0.70489115,-0.67754894,-0.9857205,2.0269593881644625,7.845006007357961,PowerLaw,0.15221073,0.44998422,3FGL J0843.1-4546,45,UNASS,None
4FGL J0844.9-4117,261.5513,0.97270805,-20.66099966387071,2.680662,0.1497859,0.24514873,3.2027717,-0.50978476,-0.4277872,0.0038447215,-0.82765955,-0.7019505,-0.99835026,-0.99999845,1.845944612903442,7.080116479039331,LogParabola,0.09989129,0.30504692,,1,UNASS,None
4FGL J0848.2-4527,265.1785,-1.169178,-20.92931258585702,2.3948581,0.13588746,0.0077072666,0.13311963,-0.70623446,0.9958379,9.566898E-4,-0.7315224,-0.6501484,-0.7871591,-0.15890206,2.1196431503191144,7.882560209648769,PowerLaw,0.05723427,0.12536943,3FGL J0848.2-4524,4,UNASS,None
4FGL J0848.8-4328,263.694,0.16362005,-20.57087397636029,2.7014935,0.16273174,0.11943655,1.7606553,0.99509346,0.98534405,0.0032958149,-0.8282342,-0.83182144,-0.69016856,-0.47855532,1.4679935854513104,7.142910638803992,PowerLaw,0.08803822,0.33325988,2FGL J0848.7-4324,16,UNASS,None
4FGL J0849.5+2710,197.9949,36.754482,-22.729206673193108,2.4363413,0.25281817,0.12164554,0.92881334,-0.8492415,0.059805706,0.0040040007,-0.7535558,-0.683615,-0.9093274,-0.9994857,2.6304084931843343,7.018758405128551,PowerLaw,0.15424377,0.46239948,,0,UNASS,None
4FGL J0850.4-2558,250.1726,11.386075,-22.408165756824733,2.6361697,0.14783074,-0.010940533,0.14627951,-0.3473229,-0.84104633,0.0018887637,-0.84959495,-0.32211456,-0.6310303,-0.9998182,1.6512254440912844,6.482767767811315,PowerLaw,0.07017337,0.15203187,,257,UNASS,None
4FGL J0850.8-4239,263.30222,0.96051556,-21.11036234842495,2.8736413,0.24624145,0.6737741,4.9765687,0.3658888,-0.51518273,0.015120756,-0.88800657,-0.99285126,-0.7009887,-0.9960837,1.1736092349868263,6.421834602985386,LogParabola,0.14365587,0.8415624,3FGL J0851.4-4244,274,UNASS,None
4FGL J0853.1-4407,264.69806,0.35195622,-20.784568612178777,2.8144588,0.23575844,0.5503167,4.986576,-0.66045374,-0.27067164,0.00991311,-0.76259243,-0.9443275,-0.9999929,0.071549766,2.065479712126407,6.74499961558275,LogParabola,0.19207686,0.69927645,3FGL J0854.4-4404,18,UNASS,None
4FGL J0853.6-4306,263.97552,1.0717627,-20.4647688619214,2.7311459,0.21586666,0.70480484,5.568187,0.7438848,-0.31279123,0.010740799,-0.7483795,-0.9855034,-0.27669054,-0.99551344,1.3930761366820599,6.806310531133285,LogParabola,0.24563962,0.91261095,,256,UNASS,None
4FGL J0854.8-4504,265.60712,-0.033795353,-19.3020304470491,2.343533,0.08637729,0.42461857,8.363914,-0.54197705,-0.56689143,0.001231482,-0.19539341,-0.6178477,-0.9127968,-1.0,1.675835739813868,7.486003093361444,LogParabola,0.07197643,0.16844663,3FGL J0854.8-4503,0,UNASS,None
4FGL J0855.0+0720,220.85693,30.773088,-22.71992448951687,2.585115,0.24249189,0.08312046,0.5156442,-0.46040916,-0.69316036,0.0060001295,-0.7230392,-0.6927185,-0.9202966,-0.6119628,1.4909290699446582,6.585312665339139,PowerLaw,0.16661808,0.5158292,,0,UNASS,None
4FGL J0855.0-6026,277.4936,-9.854091,-22.30017166812995,2.3231413,0.28195867,0.19212644,1.4054564,-0.23541415,-0.77339643,0.0042694784,-0.45953202,-0.4044039,-0.87815493,-0.99984396,1.6305641300285731,7.582520746269265,PowerLaw,0.18147215,0.6779118,,0,UNASS,None
4FGL J0857.7-4507,265.97812,0.3271905,-20.899761918840117,2.718108,0.19895937,0.16065522,2.0851083,0.2525267,0.6581907,0.0046171155,-0.90923685,-0.5244334,-0.95914674,-0.9999937,2.033104325296617,6.992215997472986,PowerLaw,0.09633182,0.37505078,,21,UNASS,None
4FGL J0859.2-4729,267.9374,-1.0268956,-20.071884703214465,2.5380507,0.10526047,0.19122778,3.8826063,0.48307762,-0.4614149,0.0020805462,-0.7149807,-0.71880466,-0.7819751,-0.99985075,1.9366669206482812,7.302180942701574,LogParabola,0.06492609,0.21570076,3FGL J0859.3-4732,2,UNASS,None
4FGL J0859.3-4342,265.09625,1.4603136,-19.93831476409827,2.6361768,0.1011835,0.3192687,5.895665,0.65287566,-0.49209976,0.0044311034,-0.7513188,-0.8211057,-0.9975938,-0.9999885,1.1861186987609957,6.866264977861432,LogParabola,0.07627492,0.34529513,,260,UNASS,None
4FGL J0859.8+0053,228.01486,28.68305,-23.215720637847785,1.678341,0.6834903,0.9990988,1.933282,0.9988988,0.7871753,8.534114E-4,-0.9484073,0.008023097,0.41650495,-0.4376729,2.182466179002685,9.30179412531758,PowerLaw,0.052485842,0.06839395,,0,UNASS,None
4FGL J0900.2-4608,267.02725,-0.010822312,-20.90480357876324,2.7112505,0.24884206,0.30169967,3.1296048,-0.15687375,-0.56329316,0.0140551245,-0.7666862,-0.83375716,-0.91733927,-0.9818322,2.0568636487995815,7.015506205330475,LogParabola,0.14373049,1.0266824,,258,UNASS,None
4FGL J0902.5-4727,268.28357,-0.579613,-21.149915239150463,2.4084332,0.20479771,0.051145267,0.67907286,0.5712439,0.9867685,0.0012731544,-0.75129026,-0.7962026,-0.6847782,-0.17485902,1.6061460431109604,7.970522749744861,PowerLaw,0.08153153,0.14244261,1FGL J0902.5-4731c,24,UNASS,None
4FGL J0903.5+4057,180.92274,41.709335,-22.9860804312408,2.0352483,0.31978488,0.04454084,0.3198077,0.05706534,0.11216977,0.0021707707,-0.7284616,-0.35631546,-0.23281811,-0.9998543,2.230470644606126,8.083130934929198,PowerLaw,0.15448615,0.6460578,,0,UNASS,None
4FGL J0906.1-1011,239.3205,23.89156,-22.59770637020416,1.9787252,0.20209642,0.066839546,0.77164596,0.9982636,-0.810408,9.477319E-4,-0.30965242,-0.6079315,-0.6867231,0.09915003,0.6827644580555381,8.222830909298619,PowerLaw,0.09744044,0.29834753,,0,UNASS,None
4FGL J0906.8-2122,248.87865,17.182617,-21.43854861725155,2.5492272,0.19038738,0.8662651,6.3681498,-0.28383312,-0.07854315,0.0098546455,-0.7392024,-0.92796993,-0.9999825,0.5706462,1.7759334428147378,6.521678153393358,LogParabola,0.23098145,0.4901681,,0,UNASS,None
4FGL J0910.1-1816,246.85936,19.746801,-22.55103688248066,1.9549075,0.33346593,0.43485746,2.157429,0.63752353,-0.957621,0.0037236211,0.46095073,-0.44684213,-0.99982446,0.9970975,2.180384527079724,8.120195235587566,PowerLaw,0.29926336,0.7536354,,0,UNASS,None
4FGL J0910.9+6055,154.41068,40.228348,-22.99533618769905,2.0152152,0.35989833,0.54353935,2.5923216,0.99757606,-0.9997505,0.004933639,0.9970573,-0.59734684,-0.63056016,-0.9999277,2.214106374393366,7.832544079766593,PowerLaw,0.30584705,0.80005926,,0,UNASS,None
4FGL J0911.6-4738,269.4578,0.42970848,-21.093270698767014,2.5621169,0.1559339,0.0534752,0.88109946,0.99796337,-0.10177196,0.0013094954,-0.89674896,-0.6709957,-0.70335555,-0.21970192,1.5698580420791899,7.391545312528061,PowerLaw,0.068207316,0.112308614,,4,UNASS,None
4FGL J0914.5+6845,144.79068,37.850307,-23.156089511682122,1.8762853,0.53876996,0.41923618,1.4750483,-0.53962624,-0.9098921,0.0012688516,-0.86676234,0.36103338,-0.32042038,-0.72018594,1.80537824066337,8.585123018071197,PowerLaw,0.28048617,0.50872093,,0,UNASS,None
4FGL J0916.9+7756,134.61452,33.796444,-23.26660711156676,2.1249487,0.2644093,0.015972123,0.10668127,-0.986871,0.9897615,0.0010398285,-0.68336093,-0.7911163,-0.31273705,-0.17661607,1.8222280640028907,7.8596782932864135,PowerLaw,0.13720667,0.312201,,0,UNASS,None
4FGL J0917.9-4755,270.39236,0.98678577,-20.72386367695323,2.6453595,0.20934461,0.43485528,4.172598,-0.17419788,-0.5742156,0.01137445,-0.8153223,-0.8255996,-0.89980847,-0.9973325,2.152786146850795,6.849994907531466,LogParabola,0.16309193,0.73244137,,2,UNASS,None
4FGL J0919.3+6607,147.63333,39.31993,-22.50210043315762,2.0563123,0.21511357,0.02116137,0.24900602,0.12613465,-0.41555625,0.0011418817,-0.7116749,-0.2293172,-0.6224641,-0.5878704,1.4448736735427035,8.040415115334659,PowerLaw,0.09751448,0.3641677,3FGL J0919.4+6604,0,UNASS,None
4FGL J0919.5-6203,280.69565,-8.727072,-21.693977314187038,2.21426,0.36171538,0.7413417,4.3063784,-0.99918664,0.9996059,0.011080935,0.4344477,-0.5153201,-0.9997104,-0.9997081,1.9547976111026093,7.5943968438392755,LogParabola,0.32429105,0.32608345,,0,UNASS,None
4FGL J0924.1-5202c,274.01495,-1.2133914,-21.459443587711757,2.8123658,2.1500318,0.4338851,1.5062214,-0.0047669066,-0.49845695,0.0036650277,-0.89284873,-0.69084287,-0.83969915,-0.42119724,1.2327653134959113,6.358728182460853,PowerLaw,1.1828681,0.22786601,3FGL J0923.8-5154,293,UNASS,None
4FGL J0926.1-5336,275.3272,-2.1269085,-21.100011951407673,2.365708,0.31082705,0.999608,4.227249,0.99710685,-0.74357474,7.734388E-4,0.12622018,-0.41001612,-0.97803473,0.071649924,2.029431671301744,7.874021757659094,LogParabola,,0.2956485,,2052,UNASS,None
