Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_4FGL,Category_3FGL,CLASS_3FGL,Flags,ASSOC_FGL
3FGL J1008.6-5706,282.19778,-0.94378966,-24.14872476173122,-26.159298286152726,0.4279073258204336,3.702983641426671,2.509049415588379,-0.6555506880989369,-0.7023437771034364,-0.8612066540537527,-0.5483947492712471,OTHER,UNAS,None,4,3FGL J1008.6-5706
3FGL J1013.4-4008,272.95767,13.3537445,-26.240870756708546,-27.66546704437323,-0.503352432808539,3.7749733809940915,2.251354455947876,-0.6031709174111213,-0.7645492305399489,-0.41372757516672376,-0.45028903739418297,AGN,UNAS,None,256,3FGL J1013.4-4008
3FGL J1016.9-2653,265.2437,24.449688,-26.117385493285855,-27.7551772968501,0.655381744951536,3.784264017748395,2.605057954788208,-0.6439094994574138,-0.6906801617513807,-0.8160029087258379,-0.9999873568522542,AGN,UNAS,None,0,3FGL J1016.9-2653
3FGL J1024.4-4545,277.8586,9.841026,-26.39444744859418,-27.679232661038323,-0.391215746245815,3.6577297053625037,1.9641941785812378,-0.6384791393577196,-0.7787782146271861,-0.3713409809454143,-0.028759626750874824,OTHER,UNAS,None,0,3FGL J1024.4-4545
3FGL J1027.8+8253,127.878975,32.79398,-26.47516017169625,-28.10767982055924,0.30831672537060223,3.7327617939557225,2.073071241378784,-0.6167957728610689,-0.3979271869280469,-0.6845822403987468,-0.42559603097813836,AGN,UNAS,None,0,3FGL J1027.8+8253
3FGL J1033.4-5035,281.7245,6.509114,-25.33159552079614,-27.371245407900265,-0.36436827381160314,3.840819746055478,2.0194091796875,-0.7226199448567925,-0.333053303884775,-0.41091321677183107,-0.5318664184143456,AGN,UNAS,None,0,3FGL J1033.4-5035
3FGL J1038.0-2425,267.94333,29.232199,-26.196195349725834,-27.780504709482774,-1.2783363969212247,4.078931680866432,2.396660327911377,-0.728465019357198,-0.6069864264335868,-0.7803700380139518,-0.3792961505345106,AGN,UNAS,None,0,3FGL J1038.0-2425
3FGL J1039.5+7324,134.73512,40.555935,-26.39958203874826,-27.91364238737317,-1.4938137943303391,4.133422421876941,2.0938541889190674,-0.6941554305768627,-0.3847488882243537,-0.5513584201576446,-0.6187810629488244,AGN,UNAS,None,0,3FGL J1039.5+7324
3FGL J1045.3-6414,289.753,-4.6471233,-25.225586177131714,-27.035075633401508,1.288293013779374,3.8483599147915344,2.4894845485687256,0.9537424158282066,-0.7565238919377885,-0.8027619889408096,-0.9102399425703004,OTHER,UNAS,None,17,3FGL J1045.3-6414
3FGL J1045.5-2335,269.06287,30.877872,-26.403490909156524,-27.775965646542733,-0.2704780156588862,3.7451651295421224,2.3675408363342285,-0.5541231740168892,-0.6481334172737767,-0.7432802247997191,-0.6841218798945738,AGN,UNAS,None,0,3FGL J1045.5-2335
3FGL J1047.8-3737,277.45132,19.057636,-26.138190055347884,-27.679014122421446,-0.3572142729671282,3.839878155419127,1.8951390981674194,0.10581593933408202,-0.41578512044986043,-0.21618707237163082,-0.731583104628477,AGN,UNAS,None,0,3FGL J1047.8-3737
3FGL J1049.7+1548,228.51439,59.610462,-26.0695063468616,-27.823114628205325,0.09989573171942255,4.067155738109613,2.152986526489258,-0.1817822137558012,-0.6246748922224886,-0.40554912921252817,-0.9144903859236798,AGN,UNAS,None,0,3FGL J1049.7+1548
3FGL J1050.4+0435,245.55042,53.412853,-24.91466636348021,-27.55254512677044,1.0092038850817944,5.916933147825401,2.470104455947876,-0.6531359199103126,-0.6696544692745721,-0.7831719119477484,-0.7784791081600314,AGN,UNAS,None,0,3FGL J1050.4+0435
3FGL J1052.0+0816,241.05853,56.058167,-26.48303652706263,-27.887231060326428,-0.04350975942637409,3.600273407266074,2.2235260009765625,-0.3891170021197682,-0.7700286243693052,-0.6717869983055564,-0.08111204723348507,AGN,UNAS,None,0,3FGL J1052.0+0816
3FGL J1103.3+5239,153.78758,57.50103,-26.255685420153863,-28.070415260872355,-0.122710362642911,4.1770520090283965,2.618117094039917,-0.5179475262805885,-0.8179979005608006,-0.6664761321290774,-0.999825413107533,AGN,UNAS,None,0,3FGL J1103.3+5239
3FGL J1115.0-0701,265.10992,48.63636,-25.695822183728318,-27.64704958447174,-2.8687856399896843,4.464618182451281,2.1085550785064697,-0.582751830773311,-0.6497274451329282,-0.4263126053872322,-0.5829628447923153,AGN,UNAS,None,0,3FGL J1115.0-0701
3FGL J1117.2-5338,289.13583,6.6805735,-25.374142189627246,-27.38001032639201,0.24704909619735296,4.207270193501997,2.002666473388672,-0.6623755114432194,-0.43912058679901256,-0.3097437059634421,-0.5739548659024465,AGN,UNAS,None,4,3FGL J1117.2-5338
3FGL J1117.7+0217,256.86435,56.531345,-26.190098933923252,-27.791573226797176,0.37250958124092237,4.014583133014835,2.15327525138855,-0.14306173230024366,-0.6515233007893216,-0.6412320480913608,-0.49989355218574094,AGN,UNAS,None,0,3FGL J1117.7+0217
3FGL J1123.3-2529,279.06012,33.262474,-26.094306954752334,-27.78392208927945,-0.05405102880621044,3.8026634833418376,2.287562370300293,0.8490063360961918,-0.7452895807467409,-0.38760436452103764,-0.7959546534391646,AGN,UNAS,None,0,3FGL J1123.3-2529
3FGL J1125.1-5803,291.70667,2.9155421,-26.04422499630983,-27.223331897123497,0.6705578260625736,3.633244557530555,1.8770670890808105,-0.9976704406089724,0.632327738857522,0.02506119294583534,-0.4518025716547496,AGN,UNAS,None,0,3FGL J1125.1-5803
3FGL J1129.0+3758,175.6628,69.59608,-25.501063264699802,-27.484564373691978,0.944145190576881,3.8011106245790476,2.2883708477020264,-0.09225129963034154,-0.6406026783753854,-0.5617936970519364,-0.889376990688213,AGN,UNAS,None,0,3FGL J1129.0+3758
3FGL J1130.7-7800,298.66125,-15.812871,-25.907177622124998,-27.51466345216207,0.8561008552678195,3.8425270668375204,1.740262508392334,-0.9904492618808212,0.6707402468482938,-0.04219475126197726,-0.29646512997111557,AGN,UNAS,None,0,3FGL J1130.7-7800
3FGL J1132.0-4736,289.3345,13.162734,-26.12509539794624,-27.70334107406231,-0.6223347495284817,3.461744629448992,2.1137707233428955,-0.9998312853634312,0.9957710834283647,-0.5210746263887533,-0.6938106231472982,AGN,UNAS,None,1,3FGL J1132.0-4736
3FGL J1149.1+2815,204.66978,76.18191,-26.292148441948868,-27.809132314921044,-0.24214343559480764,3.832385965734885,2.5828683376312256,-0.8439647559640501,-0.6092054285118631,-0.4836622222881815,-0.6463472320187631,AGN,UNAS,None,0,3FGL J1149.1+2815
3FGL J1150.7-4816,292.6232,13.370589,-26.347465235115884,-27.736820327714096,-0.14104637975912387,3.4969865958071473,2.3295881748199463,0.45270771404712706,-0.6569621824137352,-0.9018211362018765,-0.09979915355201616,AGN,UNAS,None,0,3FGL J1150.7-4816
3FGL J1151.5+0957,260.64807,67.7741,-26.48769377735309,-27.885943000188387,-1.4173463201068428,3.7625706041690044,2.221489429473877,-0.4977767270431319,-0.692555787338802,-0.4473864183404644,-0.7503094784859478,AGN,UNAS,None,0,3FGL J1151.5+0957
3FGL J1151.8-6108,295.8008,0.8997268,-25.03880868568387,-26.82138666573839,0.8235445724915215,3.8676329176743534,2.4333627223968506,-0.4257508117371484,-0.06099802049235512,-0.848115060638613,-0.932233611675554,PSR,UNAS,None,517,3FGL J1151.8-6108
3FGL J1200.4+0202,274.81683,62.0972,-25.88921304052145,-27.722385508007935,0.48497978098194827,4.021621324553269,2.035517692565918,-0.7272655277788749,-0.33533827709321523,-0.318552261714635,-0.741719554706702,AGN,UNAS,None,0,3FGL J1200.4+0202
3FGL J1200.9-1432,285.0212,46.56981,-26.30780123363942,-27.71358722762043,0.15208346505759035,3.9961779877222674,2.2530088424682617,-0.9236928729371796,-0.441968610713654,-0.24120506912196016,-0.5730966860935209,AGN,UNAS,None,0,3FGL J1200.9-1432
3FGL J1205.9+3315,178.2323,78.42608,-26.34020685836746,-27.90958848134429,0.6484088682474283,3.749401118683075,2.7144649028778076,-0.9366249220258398,-0.4835679820396297,-0.6253459322892745,-0.31235360769648135,AGN,UNAS,None,0,3FGL J1205.9+3315
3FGL J1209.9+7607,126.20193,40.739056,-26.28939400020268,-28.11373940349157,-0.3000802442493672,3.7200466533297236,2.397963285446167,-0.6745743196659985,-0.7521874667173101,-0.27452734219068364,-0.9138750190994968,AGN,UNAS,None,0,3FGL J1209.9+7607
3FGL J1215.9-1926,291.53424,42.649998,-26.176882398676867,-27.730146448839026,-2.7974040578930994,3.503434356539115,2.4142911434173584,-0.8085281182845749,-0.6232493128049751,-0.42970747637538387,-0.9134815309723237,AGN,UNAS,None,0,3FGL J1215.9-1926
3FGL J1220.1-3715,296.06598,25.2004,-26.078180009272348,-27.741986653684517,-0.23646333830710425,3.736763944292881,2.04681396484375,0.4759140856413254,-0.5536652247733336,-0.5781351379168628,-0.2294161173973815,AGN,UNAS,None,0,3FGL J1220.1-3715
3FGL J1220.3+6055,129.64096,55.79293,-26.771589826178534,-28.12744953400855,0.10989916726332614,3.9028677594122185,2.5170960426330566,-0.6597871222117866,-0.807828993075042,-0.8894136004596442,0.5717278106249435,AGN,UNAS,None,0,3FGL J1220.3+6055
3FGL J1221.5-0632,289.71317,55.55176,-25.383482284817273,-27.569538356866893,0.7176262170787437,3.9615904117607017,2.2497928142547607,-0.4558769081547211,-0.49880469388362186,-0.5619358398216965,-0.9626015286911563,PSR,UNAS,None,0,3FGL J1221.5-0632
3FGL J1222.7+7952,124.51282,37.173252,-26.75859805848191,-28.004475286282815,-0.7525014474369156,3.8462244948736504,1.737262487411499,0.9978901348157021,-0.4398581104193422,-0.49139232499936175,-0.11265417819313175,AGN,UNAS,None,0,3FGL J1222.7+7952
3FGL J1223.2+1215,277.57047,73.72789,-26.335930908532852,-27.82998838322156,0.5906881514578074,3.670978212465342,2.213142156600952,-0.8662469220552407,-0.025507837568691037,-0.6130098485430402,-0.8254535059284659,AGN,UNAS,None,0,3FGL J1223.2+1215
3FGL J1223.3+0818,282.182,70.04557,-26.227664796908734,-27.793197589467596,0.5411057592890886,3.695785237890264,1.9848448038101196,-0.6628936291072391,-0.16138620679596472,-0.23807020906420984,-0.8739264667799381,AGN,UNAS,None,0,3FGL J1223.3+0818
3FGL J1225.4-3448,296.9003,27.759865,-26.730114553831704,-27.879167993287226,-1.2934448466586834,3.524079878469234,1.7596994638442993,-0.3468146323285895,-0.19687962106965373,-0.4859422105315137,0.1073890500507265,AGN,UNAS,None,0,3FGL J1225.4-3448
3FGL J1228.4-0317,291.71353,59.07458,-26.089551815816325,-27.683793949197668,-6.159318768574355,3.943172196987055,2.271963357925415,-0.2229206052524063,-0.5346192764690801,-0.4897545927115875,-0.6861033127631293,AGN,UNAS,None,0,3FGL J1228.4-0317
3FGL J1232.5-3720,298.77805,25.377394,-26.26971265585077,-27.762504292336764,-0.2177023066999128,4.034229835411524,1.9247106313705444,-0.8982353158306955,-0.23000268379074512,-0.39372695242662176,-0.3205922789653524,AGN,UNAS,None,0,3FGL J1232.5-3720
3FGL J1234.7-0437,295.0873,57.996407,-26.54012268115147,-27.701478449606498,0.3921482557326515,3.8643974536668613,1.6491081714630127,-0.9947817735830332,0.6833329992113973,-0.905019212673512,0.7612817751224916,AGN,UNAS,None,512,3FGL J1234.7-0437
3FGL J1239.1-1158,298.1939,50.781433,-25.679061552581427,-27.61381303923293,1.066453159563654,3.908514584551278,3.0667128562927246,-0.8404233014066502,-0.8716208234702906,-0.4809180049628415,-0.6579625654121772,AGN,UNAS,None,0,3FGL J1239.1-1158
3FGL J1240.3-7149,302.05402,-8.97308,-25.307706458108196,-27.313725237693912,-1.262893463165315,4.249966414506107,1.9647562503814697,-0.7250824382350293,-0.6245277069273383,-0.4292809959476294,-0.29574668253391495,AGN,UNAS,None,0,3FGL J1240.3-7149
3FGL J1249.1-2808,302.3248,34.72543,-25.86410856619553,-27.66769315801608,-0.7370601241566249,3.908716611489222,2.0666720867156982,-0.7768265890843358,-0.4869154685941288,-0.45962667443132943,-0.4775119825876991,AGN,UNAS,None,0,3FGL J1249.1-2808
3FGL J1249.5-0546,302.0575,57.089054,-25.952455019380103,-27.427028551229668,-0.5079840001861807,3.962599757454958,2.4129111766815186,0.9772205101258166,-0.9067394203866775,-0.1309129098436177,-0.7702511747344162,AGN,UNAS,None,0,3FGL J1249.5-0546
3FGL J1256.1-5703,303.5803,5.815334,-25.21751436156841,-27.10084344998542,1.1860140594720805,3.9332998609836305,2.692498207092285,-0.6917175823587736,-0.755580081652182,-0.8744236286306274,-0.8785625196020049,OTHER,UNAS,None,0,3FGL J1256.1-5703
3FGL J1259.5-3231,304.91248,30.32182,-25.54896940993216,-27.439804458487178,-3.299476021451219,4.120455545969162,2.714160680770874,-0.8064412491690788,-0.728480497740078,-0.7297829440708427,-0.9998826042462824,AGN,UNAS,None,0,3FGL J1259.5-3231
3FGL J1301.5+3333,104.78095,83.20579,-25.99576664995458,-27.836757669899452,0.9986343686822006,4.142459963432439,2.3971707820892334,-0.3801632139914247,-0.5406376819812049,-0.7719069882808707,-0.9999715974318741,AGN,UNAS,None,0,3FGL J1301.5+3333
3FGL J1304.6+1200,315.18924,74.56194,-26.108101547811565,-27.74589359912534,0.8169165955347909,3.9635537403439454,2.3732213973999023,-0.35508302553680965,-0.5676526584705588,-0.9447871964916358,-0.8987250765928609,PSR,UNAS,None,0,3FGL J1304.6+1200
3FGL J1306.8-4031,306.1055,22.243616,-24.943030849118756,-27.499691236118263,-1.1478072055734214,3.77914229740734,2.540673017501831,-0.7075433917556805,-0.6856452037228239,-0.6937042546319352,-0.9150426543533188,PSR,UNAS,None,0,3FGL J1306.8-4031
3FGL J1315.7-0732,313.448,54.825226,-25.40043460656992,-27.509005318849095,-1.6368272522400715,4.283317234276515,2.019185781478882,-0.2255767720868482,-0.487078688301801,-0.6753340218226581,-0.17226304010572935,AGN,UNAS,None,0,3FGL J1315.7-0732
3FGL J1329.1-0536,319.91037,56.013855,-25.77626247136588,-27.250776824549916,-0.33674603823490734,3.92453677258975,2.351588249206543,-0.517743136985908,-0.6152882579861745,-0.5273749893669737,-0.7329938942184726,AGN,UNAS,None,256,3FGL J1329.1-0536
3FGL J1330.4+5641,112.32876,59.629963,-26.39297746490588,-27.968848659913682,-0.04749411759902243,3.913824665155535,2.9955639839172363,-0.6616215525605406,-0.9376936954297599,-0.06784408849727519,-0.6290822801223918,AGN,UNAS,None,257,3FGL J1330.4+5641
3FGL J1335.1-5655,308.8954,5.4412484,-25.07243118753725,-26.99330733285085,0.5545741028241151,4.192567121979605,2.337999105453491,-0.49894515414835544,-0.6829702235276233,-0.45387696641289843,-0.9363459458094713,PSR,UNAS,None,0,3FGL J1335.1-5655
3FGL J1348.5-7150,307.4035,-9.465131,-25.736539462178886,-27.351803848641236,0.4185367479301735,4.062645872107694,2.637740135192871,-0.7606272796648709,-0.837086650299732,-0.23920230669593306,-0.7161697600122421,AGN,UNAS,None,0,3FGL J1348.5-7150
3FGL J1403.1+1304,356.53198,68.118645,-26.499038855790488,-27.933934255992618,0.8120506853970635,3.8461571063182634,2.2657086849212646,-0.6502785321683574,-0.4250927296602364,-0.7651472394180806,-0.9999488035022772,PSR,UNAS,None,0,3FGL J1403.1+1304
3FGL J1411.4-0724,335.07053,50.39902,-26.50596367129033,-27.700731394213022,-0.7097723333603221,3.6178127124308124,1.8979145288467407,0.05470661322567505,0.5501157158611147,-0.582382895821202,-0.2684072919400158,AGN,UNAS,None,0,3FGL J1411.4-0724
3FGL J1417.5-4402,318.86398,16.150196,-25.114616353302733,-27.40851788653511,0.3841058270448792,4.006981408278322,2.3688080310821533,-0.6427328754831881,-0.5944759155051361,-0.5776117467212585,-0.9639237828129406,PSR,UNAS,None,0,3FGL J1417.5-4402
3FGL J1420.9-4615,318.6683,13.863179,-25.573623756064446,-27.411145570643235,0.25243327009113176,3.7195675096174825,2.700998544692993,-0.8479876015591244,-0.6908049313703679,-0.63131581024153,-0.8375098196193806,AGN,UNAS,None,1,3FGL J1420.9-4615
3FGL J1421.8-7920,307.19888,-17.232687,-26.19012110793525,-27.65945735805292,1.0374153630989738,3.7738185843804732,2.143589496612549,0.9415134915972896,-0.6458534489779661,-0.6793910650848725,-0.8139243357408523,AGN,UNAS,None,0,3FGL J1421.8-7920
3FGL J1424.3-1753,332.1201,39.660583,-25.89200038238625,-27.64195402210586,-0.412974510212161,3.8991454926385805,2.1735172271728516,-0.7925409853282636,-0.4923412041014779,-0.48088107634855126,-0.5517548105410358,AGN,UNAS,None,0,3FGL J1424.3-1753
3FGL J1427.2+1610,11.59096,65.25621,-26.070352767693777,-27.7726937219582,-2.073163818742146,3.9039988784028377,3.0104050636291504,-0.818317436010843,-0.7660666968252854,-0.7040296989569598,-0.9999322615024727,AGN,UNAS,None,0,3FGL J1427.2+1610
3FGL J1438.6-4209,323.33093,16.423964,-26.04090758355386,-27.402281425799913,0.6261027629872078,3.5210834651407783,2.321152448654175,-0.9065000653450487,-0.627653697452807,-0.3957438821327252,-0.29153927991815376,AGN,UNAS,None,0,3FGL J1438.6-4209
3FGL J1502.2+5553,92.78505,52.89887,-25.488963310110226,-27.931022881085536,-3.2472652895696346,4.6319298270324465,2.5833189487457275,-0.6632533574660499,-0.7787184480970156,-0.533667957173101,-0.876991005980703,AGN,UNAS,None,0,3FGL J1502.2+5553
3FGL J1512.8-5639,321.47095,1.0294861,-24.56511566619227,-26.47330144866458,0.004329000018312382,4.336443569156235,2.462413787841797,-0.6317637122903317,-0.7621021274687702,-0.7400830953411279,-0.5745433650416522,AGN,UNAS,None,25,3FGL J1512.8-5639
3FGL J1513.3-3719,331.86316,17.457664,-26.557542771749333,-27.684537374967885,0.01759140450412219,3.3841104581858534,1.6849688291549683,-0.9886582479944072,0.17625052689963627,0.31634723961945116,-0.5095005808981353,AGN,UNAS,None,0,3FGL J1513.3-3719
3FGL J1517.0+2637,40.537052,57.649296,-26.838237524994145,-28.01047258678055,-1.284322118932131,3.3462160450137817,2.0013506412506104,0.9999427206277895,-0.8749261964994647,0.19581259840657528,-0.6347046381642358,AGN,UNAS,None,0,3FGL J1517.0+2637
3FGL J1525.8-0834,354.76004,38.289295,-26.661523535087387,-27.696664026310994,0.05156327890021331,3.7537853108059362,1.6438883543014526,-0.9999831554076877,0.9953037242636972,0.4973348244354714,-0.4300782209417441,AGN,UNAS,None,0,3FGL J1525.8-0834
3FGL J1528.1-2904,339.61026,22.425936,-26.534743673763185,-27.630583631637744,-0.8509586653830741,3.698432788812534,1.6967689990997314,-0.8689711723363779,-0.4659358201464515,-0.0557683968239761,-0.7531884805400388,AGN,UNAS,None,0,3FGL J1528.1-2904
3FGL J1528.7-2247,344.01828,27.271341,-26.115630057934798,-27.602909791523523,0.7736547330854003,3.732204508432996,2.2422311305999756,-0.39811022744030505,-0.568028794536429,-0.5812014452311751,-0.9999727444687858,AGN,UNAS,None,0,3FGL J1528.7-2247
3FGL J1529.5+6733,103.487366,43.113842,-26.768641814376313,-28.200958717692465,-0.8447377233785425,3.90396226923896,2.2368366718292236,-0.3249591428706471,-0.7322892212412797,-0.5773298886585103,-0.5261181614417743,AGN,UNAS,None,0,3FGL J1529.5+6733
3FGL J1541.6+1414,23.67627,48.391552,-26.398321596194442,-27.687193727488424,-0.4952111105337873,3.642485460869455,1.975111722946167,-0.9882937030122507,0.9209649048922312,-0.6044297481789538,-0.4809814980203785,AGN,UNAS,None,0,3FGL J1541.6+1414
3FGL J1544.6-1125,356.21112,32.984398,-25.025044930089557,-27.292108134602948,1.3146313694946703,3.8601519588532143,2.412781238555908,-0.13607068397612945,-0.7191012323500309,-0.6886007187916794,-0.9999852889670734,OTHER,UNAS,None,0,3FGL J1544.6-1125
3FGL J1545.0-6641,318.92996,-9.378066,-26.153540821749306,-27.615023773045547,0.26614508419738103,3.9979425988439266,1.6718508005142212,-0.8698873786819953,-0.6604576395243182,-0.05118700596641585,-0.08344065600541965,OTHER,UNAS,None,0,3FGL J1545.0-6641
3FGL J1548.4+1455,25.632502,47.174854,-24.959639935224132,-27.403199310959415,0.4405648136411943,4.211069887187835,2.112147092819214,-0.24019394167674296,-0.5331542173044885,-0.6028592827439825,-0.45828137280557546,AGN,UNAS,None,0,3FGL J1548.4+1455
3FGL J1549.9-3044,342.3678,18.141542,-26.39927664926704,-27.51844872309284,0.8084099786714949,3.562710181045399,1.4396121501922607,-0.9551303347973094,0.9989415876245469,0.10891592380615024,-0.03470682114359084,AGN,UNAS,None,0,3FGL J1549.9-3044
3FGL J1553.1+5437,85.58126,47.169643,-26.12126387134619,-28.072164497059138,-0.6673139729232861,4.029878941530526,2.255077362060547,-0.4697215492388143,-0.5614494061739052,-0.6277301043622496,-0.8019788167563282,PSR,UNAS,None,0,3FGL J1553.1+5437
3FGL J1602.8-1924,353.05643,24.310184,-25.868640835562147,-27.398098075379384,-0.699681602211017,3.8030244578953494,2.3129682540893555,-0.6247677616709468,-0.7277001302374281,-0.5647045204541269,-0.6443905864495583,AGN,UNAS,None,0,3FGL J1602.8-1924
3FGL J1613.4-4222,337.93637,6.363813,-25.440470124999553,-26.951297916432168,-1.7407987495493833,3.7985908235546204,2.434790849685669,-0.5678954154087722,-0.9087026546545484,-0.43128476985784686,-0.6799300773863992,AGN,UNAS,None,8,3FGL J1613.4-4222
3FGL J1619.1+7538,109.09085,35.29636,-26.830501640734422,-28.145917832083743,0.5860566080269486,3.8901681822650285,1.712669849395752,-0.9987625742641882,0.9652740750064243,-0.5042027198791345,0.14415738272288117,AGN,UNAS,None,0,3FGL J1619.1+7538
3FGL J1624.2-3957,341.1021,6.6470885,-25.059089745502334,-26.702156010966483,-0.05215487099085539,3.4803242601236644,2.5197935104370117,-0.7229441415495679,-0.6288172853483375,-0.6899716877086202,-0.9999854494606687,PSR,UNAS,None,16,3FGL J1624.2-3957
3FGL J1626.2-2428c,352.99612,16.892061,-24.34782170757065,-26.363831435759607,1.3519860504036614,3.847334407925514,2.275369882583618,0.9996221350874221,-0.7211002376224901,-0.6148230572173558,-0.7444300470983285,OTHER,UNAS,None,32,3FGL J1626.2-2428c
3FGL J1627.8+3217,52.95829,43.20977,-25.77712652032456,-27.81555466033546,1.336758160320054,3.4973403213890992,2.1392769813537598,0.9960474040923484,-0.5014513390431009,-0.5876629924368947,-0.8792591107922206,PSR,UNAS,None,4,3FGL J1627.8+3217
3FGL J1628.1-3344,346.19604,10.367889,-25.788395959478294,-27.214964996089744,0.11050305993356722,3.60640330133399,2.116596221923828,-0.8737335127862682,-0.6063846051294413,-0.5050865921482292,-0.30937400153115635,AGN,UNAS,None,1,3FGL J1628.1-3344
3FGL J1628.1+0254,17.64666,32.90811,-26.297496844988963,-27.70338128519055,0.7056731158923761,4.028617726811764,2.1223504543304443,-0.10295156074548466,-0.03313446784949985,-0.8222747635894396,-0.36536851750321797,AGN,UNAS,None,0,3FGL J1628.1+0254
3FGL J1630.3-4346,339.12793,3.1908402,-25.533982271367226,-26.045045749417028,1.0278976435516687,3.678520677469531,2.1266181468963623,-0.8517086548128631,-0.717943572954069,-0.8589305014744347,-0.44703915452203535,OTHER,UNAS,None,8,3FGL J1630.3-4346
3FGL J1642.4+8045,113.7462,31.755138,-26.25453370227398,-28.048665922326652,0.45196719884014197,3.7531334716169957,2.4850971698760986,-0.4813277325024861,-0.6817432011947883,-0.8114051819056656,-0.6664139414535333,PSR,UNAS,None,0,3FGL J1642.4+8045
3FGL J1644.4+2632,46.465275,38.5034,-26.16499948694879,-27.68633877408908,0.47572982763587923,3.746084485646764,2.7532167434692383,-0.7633606677061415,-0.9572406146535636,0.29282251104562834,-0.8178986678977966,AGN,UNAS,None,0,3FGL J1644.4+2632
3FGL J1646.9-1332,5.202477,19.892075,-25.99114542580481,-27.321741438958256,-1.231137244081574,3.736715398017453,1.8505278825759888,-0.9655389330360671,0.43912495456518524,-0.54039437661635,-0.34208007827853365,AGN,UNAS,None,0,3FGL J1646.9-1332
3FGL J1648.0+4230,67.06607,40.124744,-26.418220508306888,-27.94866813031047,-0.31816296233401603,3.9357665176842684,2.480189323425293,-0.5082633673348427,-0.8094402089405582,-0.5793509149502245,-0.9970377876340754,AGN,UNAS,None,0,3FGL J1648.0+4230
3FGL J1649.6-3007,352.0056,9.270359,-25.042247082623362,-27.13101925259853,1.1419386976234933,3.9651619009435417,2.3148367404937744,-0.4940905547776665,-0.6549081459102889,-0.5811412800999219,-0.9999944857238351,PSR,UNAS,None,0,3FGL J1649.6-3007
3FGL J1650.0+0356,21.856373,28.68336,-26.161192284706143,-27.585355090775096,-0.34326171925219023,4.339703603011489,2.165771961212158,-0.8038940577050869,-0.5691681594855132,-0.45343303917900435,-0.3455992768311987,AGN,UNAS,None,0,3FGL J1650.0+0356
3FGL J1700.4-4019c,345.36975,1.1909633,-24.195485014266865,-24.592102206771635,1.1326823377499193,3.977718045954807,2.6888115406036377,-0.5571509844888552,-0.4387504986124967,-0.8717828878731855,-0.6609594364911674,OTHER,UNAS,None,548,3FGL J1700.4-4019c
3FGL J1704.1+1234,32.46508,29.42443,-25.393504085378115,-27.486375693810036,-0.739782489577126,3.85018323197103,2.583272933959961,-0.7436841626089796,-0.7775476700776924,-0.600326968587261,-0.5631072292368456,AGN,UNAS,None,0,3FGL J1704.1+1234
3FGL J1704.4-0528,14.912965,20.797222,-25.316922245554085,-27.194094245852515,-1.0174791539684143,3.729629516115469,2.1847431659698486,-0.09155674708880325,-0.8231437099419898,-0.2139912802519745,-0.6867092657008667,AGN,UNAS,None,0,3FGL J1704.4-0528
3FGL J1705.5+0948,29.762985,27.951149,-25.643013106001312,-27.4635623344509,0.5664811698405832,3.8272092795269392,2.8066091537475586,-0.6498868750154532,-0.8665248868218576,-0.8076397756886086,-0.9998406702825234,AGN,UNAS,None,0,3FGL J1705.5+0948
3FGL J1705.5-4128c,345.0522,-0.28103146,-24.255309216879034,-25.024400209155807,0.9905495979794645,3.8105271842466553,2.767200231552124,-0.7327768316984495,-0.8144397685172874,-0.5265731146490452,-0.7449605178737272,OTHER,UNAS,None,41,3FGL J1705.5-4128c
3FGL J1715.4-4028,346.96652,-1.1736468,-24.904161485762234,-26.444559295702796,0.3129676539205464,4.092017944169937,2.104174852371216,-0.9953124444409328,0.6531080490966509,-0.061546474171564405,-0.5528022239876162,AGN,UNAS,None,0,3FGL J1715.4-4028
3FGL J1727.4+0634,29.211035,21.646387,-25.535886691614632,-27.22929815368258,0.9744845488218333,3.7924830657623523,2.6870856285095215,-0.7502770908179406,-0.733475581800633,-0.8395218518970501,-0.9991769705848429,AGN,UNAS,None,0,3FGL J1727.4+0634
3FGL J1727.6-0654,16.755999,15.12709,-25.25439778070051,-27.000019008986385,0.5877008040367506,3.910497718623925,2.4591317176818848,-0.5707075551505607,-0.750115920464741,-0.6395928576439406,-0.9999835560561935,AGN,UNAS,None,1,3FGL J1727.6-0654
3FGL J1731.9+5428,82.19323,33.155773,-25.8229724163662,-27.847818564334375,0.4502671326063702,3.671585714203331,2.9019229412078857,-0.7459156565939671,-0.8593803097360557,-0.8677064333142069,-0.9998719785504135,AGN,UNAS,None,0,3FGL J1731.9+5428
3FGL J1733.5-3941,349.5536,-3.610446,-25.15063756707496,-26.78582736791581,0.4728496609495795,3.9596241666501775,2.2300050258636475,-0.5765028515170848,-0.8284107686179437,-0.38298934632114917,-0.4634018306889289,AGN,UNAS,None,4,3FGL J1733.5-3941
3FGL J1733.8-6056,331.22116,-14.771928,-25.439200954195837,-27.5710828422363,-2.4183805524381357,4.036623367082572,2.581866502761841,-0.7283422571008035,-0.6930003025051398,-0.8775785359660644,-0.08625908364565732,AGN,UNAS,None,4,3FGL J1733.8-6056
