Flux_Density_1,Unc_Energy_Flux100_1,Spectral_Index_old,Signif_Curve_1,var_1,hr12,hr23,hr34,hr45,GLAT_1,Source_Name,Pivot_Energy_1,SpectrumType_1,Flags,Category_3FGL,CLASS_3FGL
-27.62569233911256,-26.90194039790841,2.410956,1.2227793474596678,3.707542142711125,-0.44527157427518593,-0.6975439794146356,-0.910687938432753,-0.3411646902546724,3.4029577,3FGL J0000.1+6545,1159.0813,PowerLaw,4,UNASS,NONE
-31.572484157651193,-28.030843002008744,1.8667319,0.40310004688774054,3.803219190636362,0.15227417333511517,0.038811723602553985,-0.3213200255739348,-0.6481892737318573,-74.946754,3FGL J0000.2-3738,3296.3293,PowerLaw,0,UNASS,NONE
-28.87831197874102,-27.86393860190465,2.3505216,-1.9187253080623454,3.4779820800903285,-0.9224010247545994,-0.3741723321579636,-0.626016615516253,-0.2812784259754225,-26.188492,3FGL J0001.6+3535,1104.2643,PowerLaw,8,UNASS,NONE
-30.66141013659135,-27.904511120552147,1.9460614,0.3138621879170869,3.8313551023606913,0.09151793144612758,-0.5227559458577041,-0.4222493439699922,-0.49795186771472183,-49.061836,3FGL J0002.0-6722,2466.7234,PowerLaw,0,UNASS,NONE
-26.92441146248139,-27.875721990618057,2.5538373,0.2699922511083639,3.6515926098302733,-0.712003724275364,-0.6043619034224237,-0.8943478813352859,-0.8739048759540178,-30.745094,3FGL J0003.4+3100,572.5596,PowerLaw,0,UNASS,NONE
-29.850704975345312,-27.520680551325064,2.1830583,0.5991388180236966,3.4378945608161273,0.9984257717351934,-0.6529445643244444,-0.6811770596181577,-0.5857441366203813,-4.9115977,3FGL J0003.5+5721,2119.9404,PowerLaw,0,UNASS,NONE
-28.13952776393181,-26.841616931216677,2.4968367,1.3640582357676834,3.550035977320103,-0.023348192043394566,-0.8100646563187508,-0.6738800287530278,-0.8533512025906097,5.494,3FGL J0004.2+6757,1328.3618,PowerLaw,25,UNASS,NONE
-30.972925255785086,-27.86031076587199,2.0504425,-0.23529942296034895,3.8140060375761227,-0.7551261770419344,-0.4776703196090242,5.80084168077114E-4,-0.8706377580490783,-52.363342,3FGL J0004.2+0843,2762.5613,PowerLaw,0,UNASS,NONE
-29.957469208986623,-27.897549448104716,2.1869004,-1.7786281042231946,3.8191673986930605,-0.6114317251042083,-0.5631399832009076,-0.6454714127750065,-0.3951725265506454,-59.296867,3FGL J0006.2+0135,1807.7529,PowerLaw,0,UNASS,NONE
-28.992048980380552,-27.616043344847967,2.4172597,-0.0727806073384616,3.888137873237709,-0.8645629819284496,-0.7492476058178281,-0.717673918205059,0.05096828296026606,-15.866622,3FGL J0006.6+4618,1249.3093,PowerLaw,0,UNASS,NONE
-29.14930237159584,-27.884762157483962,2.3119533,-0.22643609077819515,3.8409798979286696,-0.6096157118203253,-0.6260283608557524,-0.6709078123324567,-0.45703604490283833,-43.910923,3FGL J0007.4+1742,1239.5774,PowerLaw,0,UNASS,NONE
-29.518621952015796,-27.811253296988966,2.2756045,-0.020848936486780684,3.793004914905388,-0.23640781773404712,-0.7857580082559009,-0.4598722314558544,-0.5895593077013017,-22.007206,3FGL J0007.9+4006,1504.622,PowerLaw,0,UNASS,NONE
-28.591714124098004,-27.8123655982153,2.2695491,0.4497952458916993,3.5392097654663734,-0.49492585804791145,-0.5450800398095748,-0.6665679906146269,-0.6761528719520202,-46.658096,3FGL J0008.3+1456,1148.4678,PowerLaw,0,UNASS,NONE
-28.7628942443307,-27.994615299835594,2.3083522,1.0476684069130653,4.0346306151988065,0.9989722999406816,-0.684107978875886,-0.7668650333131017,-0.999941859799739,-74.11172,3FGL J0010.5-1425,1005.85754,PowerLaw,0,UNASS,NONE
-27.95216759423886,-27.448810731980732,2.504053,0.061235917290220446,3.9960422270490206,-0.5965988060456026,-0.8271707467049291,-0.512704790395914,-0.7306166513081951,-66.09583,3FGL J0014.3-0455,964.4531,PowerLaw,16,UNASS,NONE
-28.404942308166298,-27.871782758376515,2.438119,0.813639431864053,3.9680954842985345,-0.5651304706865975,-0.6487431672129087,-0.9146185519314425,-0.33892222501269914,-44.850296,3FGL J0016.5+1713,890.5665,PowerLaw,0,UNASS,NONE
-31.54728771266732,-27.82849692049418,1.8830268,0.1615234341566714,3.587495355354232,0.9994944134846904,-0.4157357536548215,-0.7744112554256379,0.04434334084547855,-47.293262,3FGL J0017.1+1445,3583.9836,PowerLaw,0,UNASS,NONE
-32.66525154880992,-27.728900904351107,1.6399021,0.43271269786526106,3.9966331434162568,-0.9988298584244456,0.9996047432273832,-0.20042441311169254,-0.47608342748093824,-58.60079,3FGL J0020.9+0323,6460.085,PowerLaw,0,UNASS,NONE
-26.572879494614423,-27.729658173659296,2.784271,-1.6638638980526095,3.641846414047368,-0.8458418114467575,-0.5667570782584171,-0.7428607909288512,-0.9999917679566133,-15.7352295,3FGL J0022.7+4651,462.09705,PowerLaw,0,UNASS,NONE
-29.405559876380547,-28.02364860501849,2.1874866,-0.39339708056426326,3.942383311622283,-0.4091772424736397,-0.4580052167558509,-0.6541771928705498,-0.5462664480616305,-68.35451,3FGL J0026.2-4812,1436.4507,PowerLaw,0,UNASS,NONE
-29.859866740372272,-28.042485186886914,2.1391132,0.5911794584191239,3.5117344358953235,0.9718754356961963,-0.44261855764458496,-0.5809619294915024,-0.9991398106993409,-84.071144,3FGL J0031.2-2320,1541.3683,PowerLaw,0,UNASS,NONE
-27.413061136138005,-27.733198525271078,2.6571865,-0.4984935440710263,3.361062165144779,-0.5480735982800268,-0.8906867429344093,-0.5637231271023065,-0.16220776167613069,-52.91353,3FGL J0031.6+0938,645.5102,PowerLaw,0,UNASS,NONE
-27.234578925520772,-27.77464221026076,2.2745852,0.31779642423059534,6.235901809578529,-0.3680129111065578,-0.6797331303190822,-0.6563712039536023,-0.6243560767805013,-61.548527,3FGL J0032.3-5522,907.47565,PowerLaw,0,UNASS,NONE
-27.86534758867368,-27.84657063751567,2.563908,-0.3903699405936911,3.5608494723684347,-0.9091293064885126,-0.6463443997735066,-0.5227040361715369,-0.5086412927746358,-23.512846,3FGL J0032.5+3912,744.708,PowerLaw,0,UNASS,NONE
-29.56835376712394,-27.99594311640179,2.108412,1.2123953945199795,3.950357653064372,0.9992849899534153,-0.448148742168516,-0.5882807022473242,-0.8289985228842581,-53.392723,3FGL J0048.1-6343,1597.7219,PowerLaw,0,UNASS,NONE
