Source_Name_4FGL,cos(GLON),GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Pivot_Energy),LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,ln(Variability_Index),HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,CLASS_4FGL,ASSOC_FGL,ASSOC1,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,Flags_4FGL,Missing_Values_Flag,Category_Prob
4FGL J1204.2-0709,0.995824907,53.859417,-25.4301674,-27.9960973,7.97613477,1.7919672,0.0825659,0.08434725,2.388761,3.448735,0.9993551,-0.6369098,-0.49315578,-0.27738753,-0.59047896,-0.4778634,AGN,bll,3FGL J1204.3-0708,1RXS J120417.0-070959,0.999847693,8.19420225e-05,0.000152306798,8.19420225e-05,0.998167506,0.0022981701,0.00183249399,0.0022981701,0.998786857,0.000754648156,0.00121314306,0.000754648156,0.99745795,0.000886789883,0.00254205002,0.000886789883,0.999799004,0.000122467296,0.00020099566,0.000122467296,0.991801594,0.0210962674,0.00819840632,0.0210962674,0.996693171,0.00567337238,0.00330682925,0.00567337238,0.993431761,0.00269690767,0.00656823944,0.00269690767,0,0,AGN
4FGL J1204.8+0407,0.19513276,64.440865,-27.0439425,-28.4953626,6.61744296,2.4808428,0.26527384,0.10898179,0.7809372,3.18615182,0.7035678,-0.8371567,-0.5779378,-0.72528577,-0.9989006,-0.999993,AGN,fsrq,3FGL J1205.4+0412,MG1 J120448+0408,0.999727257,0.000213324449,0.000272742554,0.000213324449,0.99864807,0.00140127129,0.00135192976,0.00140127129,0.993728943,0.00532192618,0.00627105682,0.00532192618,0.998703937,0.00046619101,0.00129606297,0.00046619101,0.999895217,9.11556826e-05,0.000104783352,9.11556826e-05,0.993021252,0.0131676957,0.0069787485,0.0131676957,0.995291676,0.00742677906,0.00470832423,0.00742677906,0.994079822,0.00249640268,0.00592017753,0.00249640268,0,0,AGN
4FGL J1205.7-2635,0.180249851,35.163807,-25.4273019,-28.1407879,6.56281954,2.5086157,0.060574275,0.037546344,1.0728276,3.67374184,0.5958643,-0.6529994,-0.77240616,-0.63464165,-0.7794283,-0.58505565,AGN,fsrq,3FGL J1205.8-2636,PKS 1203-26,0.999656899,0.000173192076,0.000343101253,0.000173192076,0.998580991,0.00149494929,0.00141900873,0.00149494929,0.997500952,0.00229394085,0.0024990485,0.00229394085,0.999112242,0.000436385693,0.000887757685,0.000436385693,0.999360251,0.000405135783,0.000639749423,0.000405135783,0.99365112,0.00841364143,0.00634888037,0.00841364143,0.995778798,0.00555262478,0.00422120199,0.00555262478,0.996921859,0.00177322567,0.00307814125,0.00177322567,0,0,AGN
4FGL J1205.8+3321,-0.339734951,78.3601,-26.9156876,-28.5694342,6.61222051,2.630368,0.16431905,-0.011226068,0.12950253,2.9936467,-0.3543779,-0.7834747,-0.67941827,-0.6060851,-0.9387038,-0.99183667,AGN,bcu,3FGL J1205.9+3315,SDSS J120542.82+332146.9,0.999713414,0.000183388868,0.000286586042,0.000183388868,0.998941662,0.000944506516,0.00105833759,0.000944506516,0.997415217,0.00294683701,0.00258478309,0.00294683701,0.998974784,0.000403861911,0.00102521596,0.000403861911,0.999735065,0.000213076763,0.000264934561,0.000213076763,0.995933466,0.00421861429,0.0040665336,0.00421861429,0.998385938,0.00219505837,0.0016140621,0.00219505837,0.994654578,0.00275528732,0.00534542167,0.00275528732,0,0,AGN
4FGL J1207.2-0524,0.926813012,55.75389,-27.0463373,-28.611889,8.29968012,1.5736752,0.35271093,0.45396116,2.683651,2.71190679,-0.88462913,0.9838776,-0.28069377,-0.300719,-0.48813295,-1,AGN,bcu,,1RXS J120722.5-052442,0.999185155,0.000892153011,0.000814844688,0.000892153011,0.996405199,0.00318768172,0.00359480115,0.00318768172,0.990009042,0.00666798349,0.00999095842,0.00666798349,0.993190723,0.00223345628,0.00680927721,0.00223345628,0.999228176,0.000742031743,0.000771823879,0.000742031743,0.988595602,0.0138682745,0.0114043976,0.0138682745,0.989958133,0.0104439121,0.0100418671,0.0104439121,0.974981757,0.0115835244,0.0250182427,0.0115835244,0,0,AGN
4FGL J1207.7-0106,-0.418971666,59.86798,-26.1356588,-28.3951763,6.95152951,2.2226453,0.12506011,0.17853473,2.4435284,4.97830627,0.99796784,-0.2720389,-0.723432,-0.54934657,-0.78893024,-1,AGN,fsrq,,AT20G J120741-010630,0.993444049,0.0593211897,0.00655595102,0.0593211897,0.998599102,0.00158275833,0.00140089797,0.00158275833,0.99146499,0.00853736956,0.00853501019,0.00853736956,0.999723156,0.000111205287,0.000276843797,0.000111205287,0.997458424,0.0020003991,0.00254157601,0.0020003991,0.992988026,0.00921563649,0.00701197415,0.00921563649,0.963704878,0.0243506806,0.0362951218,0.0243506806,0.99937281,0.000338860934,0.000627190024,0.000338860934,0,0,AGN
4FGL J1207.7-2229,0.665057235,39.277054,-26.3580281,-28.3948072,7.81652778,1.9840353,0.13451195,0.07013015,1.1180015,3.00612331,0.99310243,-0.5750968,-0.59447,-0.42875302,-0.48086348,-0.6876111,AGN,bll,3FGL J1207.6-2232,NVSS J120736-223036,0.999818757,8.61896751e-05,0.00018124338,8.61896751e-05,0.998643855,0.00155039188,0.00135614501,0.00155039188,0.999299537,0.00118299595,0.000700463219,0.00118299595,0.999057743,0.000275777558,0.000942256827,0.000275777558,0.999814533,0.000106238207,0.000185466767,0.000106238207,0.992747792,0.0148289492,0.00725220786,0.0148289492,0.999590599,0.000532982999,0.000409400986,0.000532982999,0.99713857,0.00114993937,0.00286143014,0.00114993937,0,0,AGN
4FGL J1208.1+3017,-0.94456534,79.99064,-27.4694175,-28.8149322,8.64710661,1.5381099,0.31812036,0.25975916,1.6146569,2.42003738,-0.8672403,-0.972532,0.29359746,-0.28779185,-0.56006163,-0.31549805,AGN,bll,,GB6 J1208+3015,0.997285971,0.032237178,0.00271402852,0.032237178,0.998612254,0.00165887751,0.00138774598,0.00165887751,0.995718701,0.00575818789,0.00428129906,0.00575818789,0.997667187,0.000932439679,0.00233281315,0.000932439679,0.999662343,0.000444312295,0.00033765668,0.000444312295,0.995277382,0.00556000006,0.00472261829,0.00556000006,0.997456338,0.00394184284,0.00254366171,0.00394184284,0.992409175,0.00415004776,0.00759082529,0.00415004776,0,0,AGN
4FGL J1208.2-7810,0.586330542,-15.500145,-26.6724214,-28.4101176,8.1201322,1.9634802,0.20860027,0.07665256,0.8112138,1.19227073,-0.66242224,-0.7463605,-0.42344272,-0.42866117,-0.5391411,-0.66028285,AGN,bcu,3FGL J1208.2-7810c,PKS 1205-778,0.999457051,0.00226875133,0.000542948934,0.00226875133,0.995575285,0.00707245411,0.00442471459,0.00707245411,0.996816713,0.00395819317,0.00318328691,0.00395819317,0.993159937,0.00211200234,0.00684006272,0.00211200234,0.999378385,0.000714484166,0.000621614883,0.000714484166,0.976678043,0.0484821862,0.023321957,0.0484821862,0.996772117,0.0050335352,0.00322788298,0.0050335352,0.950822699,0.0228470743,0.0491773007,0.0228470743,0,0,AGN
4FGL J1208.4+6121,0.998909219,55.01765,-27.0714031,-28.8870522,7.99893302,2.1235192,0.13824052,-0.03904615,0.55176157,3.13804614,-0.93313,-0.41189334,-0.70115376,-0.567991,-0.047611654,-0.84497696,AGN,bll,,RGB J1208+613,0.999916109,4.80112998e-05,8.38907248e-05,4.80112998e-05,0.999012598,0.00111011481,0.000987402342,0.00111011481,0.999014644,0.00128710452,0.000985355652,0.00128710452,0.999886114,4.58734553e-05,0.000113885657,4.58734553e-05,0.999845178,0.000156556364,0.000154821527,0.000156556364,0.996305117,0.00440699377,0.00369488259,0.00440699377,0.999114423,0.00154232053,0.000885576737,0.00154232053,0.999421085,0.000386005802,0.000578914724,0.000386005802,4,0,AGN
4FGL J1208.8-1751,0.978337509,43.834675,-26.920042,-28.4953552,7.61781611,1.6856474,0.3851856,0.49379334,2.5356631,2.1613241,0.86827683,-0.88569504,-0.27365443,-0.4438246,-0.9396197,-0.99998933,AGN,bcu,,NVSS J120856-175647,0.994133285,0.00420923094,0.00586671511,0.00420923094,0.987371143,0.0126875157,0.0126288573,0.0126875157,0.956669689,0.0182004853,0.0433303112,0.0182004853,0.961487226,0.00964796986,0.0385127738,0.00964796986,0.982467737,0.0131539407,0.0175322627,0.0131539407,0.957676625,0.0559645087,0.042323375,0.0559645087,0.913253961,0.0408953624,0.0867460393,0.0408953624,0.86517222,0.0422357234,0.13482778,0.0422357234,0,0,AGN
4FGL J1208.8-2754,-0.831420629,34.02211,-26.60999,-28.3825907,7.88355457,1.78089,0.317602,0.29906642,2.106397,2.48888999,-0.9999541,0.9978728,-0.61526734,-0.14641279,-0.77516115,-0.9999983,AGN,bcu,,NVSS J120900-275350,0.997452551,0.00402161283,0.00254744935,0.00402161283,0.996629522,0.00351245902,0.00337047808,0.00351245902,0.985563038,0.0122878689,0.0144369624,0.0122878689,0.991667004,0.00220009298,0.0083329964,0.00220009298,0.990316991,0.0122590474,0.00968300869,0.0122590474,0.989496639,0.0104277267,0.0105033612,0.0104277267,0.948862671,0.0316341644,0.0511373287,0.0316341644,0.964690913,0.0153443474,0.0353090865,0.0153443474,0,0,AGN
4FGL J1208.9+5441,-0.767883399,61.354736,-24.7359842,-28.2612564,5.88762104,2.511188,0.033484623,0.07229182,3.7968884,5.87758122,-0.3293417,-0.65602446,-0.7481764,-0.71703815,-0.9562303,-0.99286103,AGN,fsrq,3FGL J1208.7+5442,TXS 1206+549,0.999389964,0.000408212289,0.000610036048,0.000408212289,0.99880227,0.00134023423,0.00119772984,0.00134023423,0.991153373,0.0073737055,0.00884662711,0.0073737055,0.999550216,0.000263546024,0.000449783955,0.000263546024,0.999598555,0.000269000326,0.000401445379,0.000269000326,0.995856317,0.00423217397,0.00414368281,0.00423217397,0.992283397,0.00978375365,0.00771660255,0.00978375365,0.998911277,0.000715892563,0.00108872271,0.000715892563,0,0,AGN
4FGL J1209.0-4630,0.997598292,15.747565,-27.1339055,-28.3785618,7.50604386,2.3034208,0.2336367,0.03879601,0.40036508,1.91300357,0.7554185,0.22927916,-0.85055333,-0.25745034,-0.5824736,-0.99630606,AGN,bcu,,SUMSS J120905-462944,0.999425916,0.000882015192,0.000574083646,0.000882015192,0.994602,0.00848130477,0.00539800046,0.00848130477,0.995688904,0.00306044967,0.00431109633,0.00306044967,0.997569248,0.000731332095,0.00243075169,0.000731332095,0.997030436,0.00318150074,0.00296956382,0.00318150074,0.97466238,0.0422128658,0.0253376203,0.0422128658,0.987870867,0.0125575357,0.0121291334,0.0125575357,0.983622024,0.00771711458,0.0163779761,0.00771711458,4096,0,AGN
4FGL J1209.4+4118,0.71900089,73.39977,-25.7604924,-28.3065855,7.77282118,1.8530158,0.08162597,0.052824836,1.3813083,2.67042654,-0.5000055,-0.6125769,-0.518961,-0.2634767,-0.5437832,-0.82887447,AGN,bll,3FGL J1209.4+4119,B3 1206+416,0.999698101,0.000153459508,0.000301899176,0.000153459508,0.998746685,0.00124079703,0.001253315,0.00124079703,0.998946506,0.00126292341,0.001053494,0.00126292341,0.996120533,0.00142346703,0.00387946706,0.00142346703,0.999468833,0.000313292818,0.00053116674,0.000313292818,0.995375011,0.00546691989,0.00462498944,0.00546691989,0.997669897,0.00520828775,0.00233010268,0.00520828775,0.988585471,0.0048324285,0.0114145287,0.0048324285,0,0,AGN
4FGL J1209.4+7608,0.841888101,40.720913,-26.7372519,-28.8376182,7.49960635,1.8090307,0.20712882,0.30331746,2.6689107,3.16450009,-0.9036919,-0.105310515,-0.4330733,-0.44331542,-0.8419421,-0.9999133,AGN,bcu,3FGL J1209.9+7607,2MASS J12093020+7609120,0.998905837,0.00105811519,0.00109416296,0.00105811519,0.998339677,0.00153219035,0.0016603231,0.00153219035,0.978893577,0.0134668003,0.0211064228,0.0134668003,0.994489835,0.00142891799,0.00551016513,0.00142891799,0.998654305,0.00120625472,0.00134569478,0.00120625472,0.994370582,0.00542609117,0.00562941783,0.00542609117,0.949053801,0.0298807906,0.0509461992,0.0298807906,0.98247452,0.00656427694,0.0175254799,0.00656427694,0,0,AGN
4FGL J1209.7+2548,0.339702506,80.58516,-27.4859888,-28.8346256,7.79808326,2.0281703,0.26596418,0.10656042,0.74219173,2.10143741,-0.99725723,0.9940623,-0.18723351,-0.391035,-0.63276064,-0.9981914,AGN,fsrq,,B2 1207+26,0.99971507,0.00020834318,0.000284930459,0.00020834318,0.99807861,0.00187543642,0.00192138952,0.00187543642,0.997350239,0.00251324551,0.00264976127,0.00251324551,0.995289244,0.00151683362,0.0047107556,0.00151683362,0.999719065,0.000208395787,0.00028093484,0.000208395787,0.992842582,0.00911948848,0.0071574177,0.00911948848,0.996008429,0.00624151543,0.00399157072,0.00624151543,0.980415293,0.00969631301,0.019584707,0.00969631301,0,0,AGN
4FGL J1209.8+1810,-0.804605839,76.89334,-25.582896,-28.2869861,6.7879784,2.3944936,0.06479032,0.024620628,0.67470783,4.85267879,-0.23032168,-0.68802094,-0.6565828,-0.69992673,-0.76446056,-0.11278059,AGN,fsrq,3FGL J1209.8+1810,MG1 J120953+1809,0.99985971,7.61905875e-05,0.000140290152,7.61905875e-05,0.998893734,0.00134805649,0.00110626594,0.00134805649,0.998407118,0.000749007249,0.00159288208,0.000749007249,0.999929885,4.19499176e-05,7.01145637e-05,4.19499176e-05,0.999735506,0.000214671614,0.000264493927,0.000214671614,0.994919678,0.00759212591,0.00508032245,0.00759212591,0.997155577,0.00375990144,0.00284442332,0.00375990144,0.999862442,9.95140271e-05,0.000137557989,9.95140271e-05,0,0,AGN
4FGL J1211.0-3800,0.46610829,24.172247,-26.3769279,-28.3833627,7.23472423,2.2143478,0.1421416,0.13436165,1.9734682,3.11748057,0.64662725,-0.29243237,-0.6564006,-0.4728522,-0.8418476,-0.9984776,AGN,bcu,,PMN J1211-3754,0.999320085,0.000426847108,0.00067991452,0.000426847108,0.997879071,0.00200721336,0.0021209289,0.00200721336,0.995641066,0.00402587876,0.00435893413,0.00402587876,0.996516456,0.000891659922,0.00348354428,0.000891659922,0.996855156,0.00266853281,0.00314484435,0.00266853281,0.991669265,0.0120481804,0.00833073549,0.0120481804,0.990832644,0.0116783104,0.00916735626,0.0116783104,0.985156937,0.00500142535,0.014843063,0.00500142535,0,0,AGN
4FGL J1211.6-2735,-0.998675032,34.454113,-26.2476234,-28.0880647,6.77173208,2.5426278,0.14011058,0.07193234,0.98545486,3.33254668,0.055852838,-0.8033887,-0.7157343,-0.7059576,-0.8260502,-0.9998358,AGN,bcu,,NVSS J121135-273615,0.999377479,0.000565021589,0.000622520731,0.000565021589,0.99862524,0.00144285265,0.00137475974,0.00144285265,0.996736341,0.00375473267,0.00326365896,0.00375473267,0.999127817,0.000308275863,0.000872183117,0.000308275863,0.999292355,0.000516412968,0.000707644717,0.000516412968,0.994001618,0.00524397061,0.0059983823,0.00524397061,0.996325636,0.00549310992,0.00367436418,0.00549310992,0.995400596,0.00219498925,0.00459940379,0.00219498925,16,0,AGN
4FGL J1211.6+3901,-0.163854153,75.490295,-27.3510907,-28.870466,7.98297949,2.1364815,0.168589,-0.051268417,0.6445722,2.68709801,0.9940038,-0.8557528,-0.63030726,-0.40556255,-0.336114,-0.468091,AGN,bll,,FIRST J121134.2+390053,0.999799223,0.000102815485,0.000200776893,0.000102815485,0.999051054,0.00105952543,0.000948945681,0.00105952543,0.99926181,0.00031722985,0.000738190046,0.00031722985,0.999400521,0.000211259497,0.000599479473,0.000211259497,0.999798101,0.000117545799,0.00020189877,0.000117545799,0.996006746,0.00415993888,0.00399325429,0.00415993888,0.999430173,0.000768138936,0.000569826731,0.000768138936,0.996996179,0.00174175474,0.00300382083,0.00174175474,0,0,AGN
4FGL J1212.0-2326,-0.682135817,38.533722,-26.3725957,-28.3056455,8.34832325,1.7836889,0.16042139,0.10893584,1.6130052,3.21241841,0.57779187,-0.45474085,-0.5718335,-0.2509081,-0.54735214,-0.42964745,AGN,bcu,,PMN J1212-2327,0.999883523,5.71948272e-05,0.000116477079,5.71948272e-05,0.998389075,0.00181150441,0.00161092495,0.00181150441,0.998840153,0.00278200958,0.00115984732,0.00278200958,0.999133423,0.000244480973,0.000866577179,0.000244480973,0.999888222,6.54155116e-05,0.000111777774,6.54155116e-05,0.993925246,0.00663129035,0.00607475448,0.00663129035,0.998779417,0.00324344993,0.00122058321,0.00324344993,0.997418158,0.00108280864,0.00258184196,0.00108280864,0,0,AGN
4FGL J1212.0+2242,-0.0658975594,80.04279,-27.090592,-28.762026,7.88601174,1.9439615,0.17927033,0.074654154,0.8738554,2.01212295,-0.99991107,0.9988096,-0.6026684,-0.21708058,-0.8290582,-0.36203825,AGN,bll,,RX J1211.9+2242,0.986208484,0.100099273,0.0137915159,0.100099273,0.997439397,0.00241094719,0.00256060314,0.00241094719,0.990417414,0.00988243824,0.00958258579,0.00988243824,0.993172893,0.00237509157,0.00682710707,0.00237509157,0.998170502,0.00172469664,0.00182949771,0.00172469664,0.989301492,0.0171725089,0.010698508,0.0171725089,0.989660568,0.0108674718,0.0103394318,0.0108674718,0.96835289,0.0170857575,0.0316471096,0.0170857575,0,0,AGN
4FGL J1212.2+2442,0.991221354,80.85799,-26.9042313,-28.7133401,7.56178812,1.9338508,0.19764929,0.2175675,2.0124567,1.90131827,0.9861159,-0.78871536,-0.38937208,-0.8901158,0.25552836,-0.9997626,AGN,bcu,,NVSS J121219+244130,0.998847882,0.00101123089,0.00115211792,0.00101123089,0.993436138,0.0193870828,0.00656386204,0.0193870828,0.988429491,0.00951467015,0.0115705093,0.00951467015,0.996112845,0.00199887987,0.00388715467,0.00199887987,0.99515907,0.00482680523,0.00484093032,0.00482680523,0.973745372,0.0398059606,0.0262546281,0.0398059606,0.959865615,0.0284831984,0.0401343851,0.0284831984,0.967903567,0.0255356586,0.0320964329,0.0255356586,0,0,AGN
4FGL J1212.7-1402,0.991636382,47.774963,-27.4235177,-28.651107,8.43567402,1.9982209,0.2277263,0.0018894043,0,1.85387094,0.9860922,-0.35535493,-0.9726334,0.56219596,-0.6104276,-0.48193905,AGN,bcu,,1RXS J121240.3-140141,0.999616828,0.00122940485,0.000383172206,0.00122940485,0.998089061,0.00203189072,0.00191093857,0.00203189072,0.997358559,0.00243559968,0.00264144053,0.00243559968,0.998829044,0.000510471995,0.00117095648,0.000510471995,0.99938004,0.000502037109,0.000619960297,0.000502037109,0.993095784,0.00880707637,0.00690421647,0.00880707637,0.996636861,0.00439560893,0.00336313883,0.00439560893,0.993455104,0.00442606501,0.0065448963,0.00442606501,0,0,AGN
4FGL J1213.0+5129,0.273836323,64.58745,-26.4153074,-28.6880174,7.59569551,2.1266801,0.09076304,-0.016199633,0.40719596,2.37380785,0.9931055,-0.70131415,-0.64977086,-0.40599427,-0.6016027,-0.392711,AGN,bll,3FGL J1212.6+5135,1RXS J121301.8+512942,0.999345692,0.000377317915,0.000654308364,0.000377317915,0.99883232,0.00122899013,0.00116767955,0.00122899013,0.997943358,0.0032810521,0.00205664247,0.0032810521,0.99615579,0.0013673659,0.00384420996,0.0013673659,0.998531242,0.000994305195,0.00146875789,0.000994305195,0.995648206,0.00436285096,0.00435179407,0.00436285096,0.998168173,0.00378309179,0.00183182746,0.00378309179,0.987185247,0.00495195675,0.0128147528,0.00495195675,0,0,AGN
4FGL J1213.3-2618,-0.973453219,35.77744,-26.4040329,-28.3345311,8.51202606,1.5893434,0.19504818,0.22466844,2.5314906,2.74982462,-0.99999166,0.99997777,-0.4652785,0.000192,-0.5475636,-0.39328802,AGN,bll,3FGL J1213.1-2619,RBS 1080,0.999469016,0.000398263074,0.000530984001,0.000398263074,0.997398278,0.00233415156,0.00260172159,0.00233415156,0.99570626,0.00468810101,0.00429373964,0.00468810101,0.99646376,0.00116790926,0.00353623971,0.00116790926,0.998400874,0.00155495514,0.00159912625,0.00155495514,0.990208701,0.0128092637,0.00979129944,0.0128092637,0.987092766,0.0134282001,0.0129072339,0.0134282001,0.985999543,0.00674931032,0.0140004567,0.00674931032,0,0,AGN
4FGL J1213.6+1306,0.218257063,73.431595,-25.7185075,-28.1815501,6.35652899,2.2838805,0.08632564,0.18841316,3.7629666,1.69829888,-0.10220141,-0.5116657,-0.6189616,-0.8338061,-0.73680973,-0.9998628,AGN,fsrq,3FGL J1213.7+1306,4C +13.46,0.945654762,0.0533906176,0.0543452377,0.0533906176,0.655458257,0.223061235,0.344541743,0.223061235,0.930939448,0.0292970579,0.0690605524,0.0292970579,0.830750146,0.0489890394,0.169249854,0.0489890394,0.730877855,0.165681753,0.269122145,0.165681753,0.172041717,0.185976944,0.827958283,0.185976944,0.693277684,0.0840019959,0.306722316,0.0840019959,0.265243851,0.0929479203,0.734756149,0.0929479203,0,0,MIXED
4FGL J1213.7+6423,-0.723883779,52.243935,-26.7493937,-28.7834167,6.80057752,2.5434942,0.0985563,-0.068753615,1.4108323,3.25249609,0.540747,-0.82935786,-0.55620736,-0.6502964,-0.9159931,0.5030692,AGN,bll,,NVSS J121348+642524,0.999478605,0.000761122443,0.000521395297,0.000761122443,0.998907733,0.00112831634,0.00109226685,0.00112831634,0.991148013,0.00895112545,0.00885198734,0.00895112545,0.99889926,0.000421228842,0.00110073984,0.000421228842,0.998958491,0.00112020232,0.00104150935,0.00112020232,0.995443059,0.00487417432,0.00455694051,0.00487417432,0.994387073,0.00739966806,0.0056129266,0.00739966806,0.993085838,0.00325865359,0.00691416182,0.00325865359,0,0,AGN
4FGL J1213.8-4345,0.888219857,18.593267,-26.2893745,-28.1451621,7.71383903,2.1870131,0.15905425,0.06838722,0.9378893,1.66952043,0.9980592,-0.8052735,-0.53789693,-0.6250666,-0.5004132,-0.9999986,AGN,bll,,PMN J1213-4343,0.99869627,0.000755722652,0.00130373002,0.000755722652,0.992206831,0.00912833496,0.00779316898,0.00912833496,0.995405497,0.0037769668,0.00459450265,0.0037769668,0.987766228,0.00351376953,0.0122337717,0.00351376953,0.996893182,0.0019943092,0.00310681808,0.0019943092,0.963290651,0.0448906529,0.0367093487,0.0448906529,0.988357919,0.0114818702,0.0116420814,0.0114818702,0.925874,0.0285812638,0.0741259998,0.0285812638,0,0,AGN
4FGL J1214.6-1926,-0.509005946,42.579853,-27.4964025,-29.1196716,6.96915132,2.312676,0.3865074,0.99999493,3.4748104,1.59507061,-0.98764396,0.6142622,-0.3522734,-0.9458869,-0.7580651,-0.9926622,AGN,bcu,3FGL J1215.9-1926,PKS B1211-190,0.853722334,0.158283509,0.146277666,0.158283509,0.558451176,0.209450706,0.441548824,0.209450706,0.799541176,0.0648326953,0.200458824,0.0648326953,0.53688557,0.0884705472,0.46311443,0.0884705472,0.651227928,0.274927102,0.348772072,0.274927102,0.124725451,0.141620729,0.875274549,0.141620729,0.642836172,0.0993448635,0.357163828,0.0993448635,0.0801157035,0.0340067334,0.919884296,0.0340067334,2052,0,MIXED
4FGL J1215.0+1656,-0.696972261,76.79078,-25.4710915,-28.2626912,6.74975486,2.3911307,0.060456026,0.028398983,0.8411839,5.39326279,-0.25025555,-0.61328524,-0.6618347,-0.6929492,-0.7994981,-0.31870118,AGN,fsrq,3FGL J1215.1+1658,TXS 1212+171,0.999791811,0.000113236093,0.000208189292,0.000113236093,0.99893048,0.00128228432,0.00106952024,0.00128228432,0.997978399,0.00091931416,0.00202160068,0.00091931416,0.999958121,2.72275943e-05,4.1878852e-05,2.72275943e-05,0.999693667,0.00020735115,0.000306332797,0.00020735115,0.994402413,0.0135354797,0.00559758652,0.0135354797,0.997312665,0.00327672168,0.00268733481,0.00327672168,0.999937936,4.83078461e-05,6.2063727e-05,4.83078461e-05,0,0,AGN
4FGL J1215.1+5002,0.665638868,66.05297,-26.1174244,-28.4513323,8.06576902,1.7783828,0.10005372,0.075855374,1.680211,2.13673668,-0.86003363,-0.36561,-0.5056662,-0.39835182,-0.36749908,-0.7653942,AGN,bll,3FGL J1215.0+5002,IVS B1212+503,0.999577679,0.000241341392,0.00042232126,0.000241341392,0.998174133,0.00167356414,0.00182586665,0.00167356414,0.997261168,0.00364180608,0.00273883197,0.00364180608,0.992889292,0.00222059786,0.00711070756,0.00222059786,0.998678043,0.000885043739,0.0013219574,0.000885043739,0.993457194,0.00613965381,0.00654280592,0.00613965381,0.99699521,0.00496426116,0.00300479015,0.00496426116,0.969066513,0.0120013602,0.0309334874,0.0120013602,0,0,AGN
4FGL J1215.1+0731,0.432721933,68.589645,-26.6119058,-28.4181748,8.65538138,1.6991913,0.11805854,0.023622546,0.4546006,2.40092492,-0.98896414,0.99652123,-0.45849714,-0.17922156,-0.6395478,-0.11904553,AGN,bll,,1ES 1212+078,0.999723357,0.000161682718,0.000276643066,0.000161682718,0.998400821,0.00175617801,0.00159917926,0.00175617801,0.998559584,0.000709370252,0.00144041577,0.000709370252,0.998000356,0.000765887732,0.00199964387,0.000765887732,0.999319084,0.000480910572,0.000680915878,0.000480910572,0.993595658,0.00805073745,0.00640434212,0.00805073745,0.998870576,0.00169969316,0.00112942359,0.00169969316,0.994212761,0.00325174717,0.00578723853,0.00325174717,0,0,AGN
4FGL J1215.1+3513,0.477066901,78.80186,-26.8426241,-28.5887037,6.70154953,2.5293415,0.17682041,0.10493484,1.008554,2.3032209,0.99968535,-0.64435357,-0.7806244,-0.62901974,-0.9991137,0.8071023,AGN,bll,,7C 1212+3524,0.999148947,0.000640854023,0.000851052538,0.000640854023,0.997654036,0.00333950453,0.00234596422,0.00333950453,0.992604444,0.00507879249,0.00739555598,0.00507879249,0.991850322,0.00315222056,0.00814967828,0.00315222056,0.999003608,0.00112427255,0.000996391741,0.00112427255,0.986534427,0.0161080246,0.0134655726,0.0161080246,0.990562387,0.00980642101,0.00943761275,0.00980642101,0.929699061,0.031882668,0.0703009387,0.031882668,0,0,AGN
4FGL J1215.8-3732,0.990877165,24.795141,-26.843925,-28.406889,7.50237887,2.2295449,0.1920748,0.0704697,0.84833175,1.93590059,0.9958271,-0.6566032,-0.78133315,-0.4594408,-0.30145395,-0.9998609,AGN,bcu,,PMN J1216-3734,0.999441347,0.000327504797,0.000558653432,0.000327504797,0.997328594,0.00326250035,0.00267140582,0.00326250035,0.997563183,0.00257205574,0.00243681729,0.00257205574,0.998001393,0.000663244548,0.00199860741,0.000663244548,0.999348488,0.000467464224,0.000651512381,0.000467464224,0.988467806,0.0296526675,0.011532194,0.0296526675,0.99761203,0.00324467052,0.00238797047,0.00324467052,0.985062154,0.00784285768,0.0149378463,0.00784285768,0,0,AGN
4FGL J1215.8-1733,-0.410843942,44.48249,-26.2763152,-28.2832827,6.57686104,2.4971626,0.14732286,0.075292945,0.9862778,2.4488639,0.98167753,-0.6214666,-0.695905,-0.6826068,-0.99998903,-0.93076557,AGN,bcu,,PKS 1213-17,0.998481182,0.0021752582,0.00151881784,0.0021752582,0.996533167,0.00359969888,0.00346683307,0.00359969888,0.994270324,0.00484948013,0.005729676,0.00484948013,0.989873968,0.00386069685,0.010126032,0.00386069685,0.997291052,0.00217648131,0.00270894763,0.00217648131,0.988880385,0.0105521985,0.0111196153,0.0105521985,0.990745654,0.00996932487,0.00925434594,0.00996932487,0.946969318,0.0208590763,0.0530306823,0.0208590763,0,0,AGN
