Source_Name_4FGL,cos(GLON),GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Pivot_Energy),LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,ln(Variability_Index),HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,Class_4FGL,ASSOC_FGL,ASSOC1,Flags_4FGL,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,OTHER_BDT_S,OTHER_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,OTHER_NN_S,OTHER_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,OTHER_RF_S,OTHER_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S,OTHER_LR_S,OTHER_LR_STD_S,Missing_Values_Flag
4FGL J0003.3-5905,0.99681969,-56.965885,-27.0244749,-28.7364169,6.94761677,2.5030756,0.13562056,-0.045128092,0.68722254,1.50283738,0.9977469,-0.7594614,-0.6808105,-0.5068701,-0.8270633,-0.99723655,AGN,bcu,,PMN J0003-5905,4,0.9903154383901047,0.008093697565146076,9.905897911643446E-4,6.633357182423315E-4,0.008693971818731008,0.007893426709764562,0.9725757347734448,0.024344747366832103,0.002360376519040716,0.0033960790918865476,0.025063888707514297,0.022805225844231176,0.9398822420958924,0.015524856246910957,0.009296652950732582,0.005986900828752425,0.05082110495337493,0.013651321944893838,0.9386859766022936,0.01764931511134631,0.0192625291897281,0.009082036040565691,0.042051494207978414,0.014329836534601547,0
4FGL J0003.9-1149,-0.974214877,-71.0751,-26.8341035,-28.649837,7.42502254,1.9320688,0.1586458,0.27118722,3.3432026,1.47214492,0.833287,0.99420655,-0.3809477,-0.603182,-0.6146128,-0.9999936,AGN,bll,3FGL J0003.8-1151,PMN J0004-1148,0,0.9428775059792663,0.035667074469971284,0.02798546890882327,0.024216049511748706,0.029137025111910467,0.019847296053710432,0.8189985238968881,0.185639900635405,0.07415311252096148,0.11599346162599795,0.10684836358215041,0.11971001382575129,0.8145693126528054,0.04784797878378399,0.08297301065099895,0.03518556417658701,0.10245767669619556,0.025671122167171094,0.6596766078982654,0.06882529778703675,0.12232701005891404,0.05709560497412833,0.2179963820428205,0.05691920215181352,0
4FGL J0004.0+0840,-0.984450646,-52.397846,-26.8732591,-28.5591821,7.84554412,1.6673219,0.2954434,0.46910653,2.8967838,2.42944327,-0.6549203,-0.87394583,0.053723566,-0.40610647,-0.9265024,-0.6266245,AGN,bll,3FGL J0004.2+0843,SDSS J000359.23+084138.1,0,0.9199811054696417,0.04416913749901886,0.02221657590474535,0.017435369238655886,0.057802318625612775,0.03671403693976188,0.9138497649300389,0.07842324618376006,0.012542242022877279,0.02469886101198078,0.07360799304708389,0.0690793750569097,0.8225033176004055,0.043643447054030934,0.058641478089216235,0.022867382316830612,0.11885520431037828,0.033322988687084276,0.7921895281307595,0.0475778616372763,0.012292496073740245,0.007604940763314605,0.19551797579550026,0.046591528588107584,0
4FGL J0004.3+4614,0.178204908,-15.854909,-26.2566637,-28.0977961,6.82124131,2.526971,0.15878025,0.06729238,0.8891839,3.80355301,0.78436494,0.28394482,-0.71331286,-0.69412714,-0.99994564,-0.8453689,AGN,fsrq,,MG4 J000421+4615,0,0.9957539065022682,0.0027011040922551204,8.937728630429089E-4,6.477425550801405E-4,0.0033523206346888277,0.002378110656104347,0.9930520441936332,0.009031291701297992,3.1189016790595167E-4,8.549732070831263E-4,0.006636065638460796,0.008576130207281922,0.9430808157209717,0.020421308378730716,0.010887585378930722,0.007345352013227214,0.046031598900097635,0.016857888867341964,0.980484991067882,0.0052525707357127,0.0038019942721283853,0.0017150858092439493,0.015713014659989734,0.00452817862150658,0
4FGL J0004.4-4737,-0.920297264,-67.53783,-25.9121971,-28.5508715,6.81956076,2.3042858,0.07818232,0.09203692,2.147012,4.93535877,-0.35318813,-0.6425631,-0.68792325,-0.5983481,-0.79795176,-0.9999849,AGN,fsrq,3FGL J0004.7-4740,PKS 0002-478,0,0.9943130066423039,0.03531366233893782,3.428991024475778E-4,1.9264631454800102E-4,0.005344094255248517,0.035330775671686444,0.9954672377197189,0.005980105943600991,1.0960451058425889E-4,2.788652188767883E-4,0.004423157769696838,0.005835247537115521,0.9782844092456783,0.0062595687156588135,0.0030595373111516,0.002303291970459665,0.018656053443170083,0.005471254601754098,0.9978485660526315,9.369675959652083E-4,2.5262521030977223E-4,1.3741564149318523E-4,0.0018988087370586642,8.862283039610179E-4,0
4FGL J0005.9+3824,0.990908803,-23.613338,-25.6106533,-28.0608487,6.10938694,2.5520496,0.08891583,0.18990411,3.11948,3.28726378,-0.21210183,-0.5759856,-0.8141681,-0.85213053,-0.8250857,-0.99999815,AGN,fsrq,3FGL J0006.4+3825,S4 0003+38,0,0.9967577788084669,0.002891035397316866,0.0018678010864433543,0.0017613062423751465,0.0013744201050898026,0.0015248526658164455,0.9661253988970895,0.03125067534507398,0.005071110765091033,0.009372063398981272,0.028803490337819513,0.025821813274019424,0.9488916221271646,0.0211018933187792,0.012865774259719008,0.00885242291031572,0.03824260361311626,0.016509890154231033,0.9578752471298149,0.010019495188502496,0.015061145054826579,0.005609329393965444,0.02706360781535853,0.007739769972162986,0
4FGL J0006.3-0620,0.82490647,-66.62518,-27.1841397,-28.6771974,7.67888532,2.1056306,0.22726855,0.16953455,1.3159934,3.01615131,-0.7247152,-0.09081931,-0.6298404,-0.46428668,-0.7571772,-0.19542092,AGN,bll,,PKS 0003-066,0,0.990891286461442,0.005547389579807703,0.001019159230613838,7.557937348716107E-4,0.008089554307944143,0.005216341226226048,0.9897916985323273,0.010869950122492167,3.3068668487079095E-4,7.360859986427417E-4,0.009877614782801965,0.010581708958306965,0.9637673332912615,0.010827075327895144,0.003422979956600038,0.002099482522315506,0.03280968675213849,0.0097495396108409,0.9826835175635019,0.005095476482166128,9.827447389928066E-4,5.440927883109665E-4,0.01633373769750521,0.005078461504326371,0
4FGL J0006.4+0135,0.998568419,-59.29749,-27.1076931,-28.659425,7.86410171,1.7409216,0.33404583,0.32114387,1.7532287,1.83492597,0.7859185,0.014901766,-0.33946154,-0.45800528,-0.67855245,-0.9975516,AGN,bll,3FGL J0006.2+0135,NVSS J000626+013611,0,0.9834657745455347,0.014805718018020103,0.0016777724605123879,0.0011856951964562658,0.014856452993952936,0.014610965742641771,0.9709088429299546,0.02607989354826811,0.002857262414851947,0.004325642966551142,0.026233894655193525,0.023653656412727504,0.9054980111879437,0.025728216246174867,0.019796602239157444,0.00954774058954788,0.07470538657289877,0.021523176990975387,0.8815500384476437,0.024050131710688132,0.011831644553483733,0.006512626750019107,0.10661831699887252,0.023644836465354393,0
4FGL J0007.7+4008,0.667705194,-21.972776,-26.1163794,-28.3988323,7.53346456,1.9425657,0.1552492,0.17945859,2.3599446,3.24895351,0.9754525,-0.45553756,-0.6128516,-0.38939533,-0.82312024,-0.71462035,AGN,bcu,3FGL J0007.9+4006,NVSS J000741+400830,0,0.9865053995621769,0.008419594387541378,0.004043222519075849,0.003388368566174688,0.009451377918747223,0.006397428929066081,0.9845024386206801,0.014218756865290847,9.932158615779663E-4,0.002530070160422088,0.014504345517741758,0.013266960256519918,0.9474208189399447,0.01867845579862752,0.010953851956530501,0.008826946940437785,0.04162532910352485,0.014198542469009569,0.9603181344981632,0.007774372010732691,0.008534845881725888,0.002964125869973448,0.031147019620110825,0.006822792979297527,0
4FGL J0008.0+4711,-0.60368722,-15.033559,-24.7251291,-27.653288,7.21712105,1.9286299,0.04325207,0.07913111,3.960164,1.8615971,-0.49768177,-0.36878565,-0.5170913,-0.42894265,-0.6222457,-0.6937647,AGN,bll,3FGL J0008.0+4713,MG4 J000800+4712,0,0.745309100568292,0.10982284066116198,0.018408888367154347,0.016579618582908514,0.23628201106455368,0.10685176511162978,0.752006500267855,0.1970562672980342,0.14174017151475163,0.17149631467144985,0.10625332821739344,0.08931648841924122,0.6548182219926227,0.06742261215193197,0.06086491504999276,0.024776971431090707,0.28431686295738445,0.05907116979479425,0.5932958020484642,0.06657452190736136,0.10158550584051335,0.03535035875002934,0.3051186921110224,0.07080414552658018,0
4FGL J0008.0-3937,-0.988132578,-74.58333,-26.7384609,-28.4699167,6.70423393,2.5210016,0.2322572,0.4068936,2.4667616,2.52690715,0.96521664,-0.5599435,-0.81050414,-0.84634143,-0.949194,-0.9996388,AGN,bcu,,PMN J0008-3945,16,0.9405711380691687,0.033488598125322254,0.01668300303863158,0.014282231552722307,0.04274585889219993,0.027857486488939924,0.8835849726930645,0.12000920659094444,0.04192569642099104,0.07093230891478174,0.07448933088594449,0.07155484051659482,0.8252131339303482,0.04557881424213143,0.056250468537776675,0.020648367705127783,0.11853639753187509,0.0347312073989245,0.733039220933147,0.05616550720771905,0.08016726406761382,0.03190370025251971,0.18679351499923919,0.05432313626947175,0
4FGL J0008.4-2339,0.999999941,-79.690834,-26.7828062,-28.4833499,8.78905406,1.3491105,0.26736003,0.27816898,2.683634,2.62716846,-0.997901,0.99924535,-0.17414077,-0.18504943,-0.035520542,-0.78427786,AGN,bll,3FGL J0008.6-2340,RBS 0016,0,0.9937700406685381,0.005382495114185269,6.372618794329933E-4,6.694130928573956E-4,0.005592697452028995,0.005121464128552753,0.99090098981894,0.009986324833020857,3.566322586743633E-4,9.099117699131978E-4,0.008742377922385632,0.009587102856559818,0.9054031345741972,0.02809241085173374,0.012236142415594016,0.010579096230155715,0.08236072301020875,0.026059511524975158,0.9605451739720862,0.014337651046119055,7.127872385523629E-4,5.334836373006462E-4,0.03874203878936141,0.014234676411962055,0
4FGL J0008.4+1455,0.613809083,-46.6767,-26.2911933,-28.4000608,7.6580583,1.9389116,0.15499178,0.1600625,2.1714606,2.10204993,0.9982614,0.12763087,-0.42588946,-0.52930766,-0.5766764,-0.9999996,AGN,bcu,3FGL J0008.3+1456,NVSS J000825+145635,0,0.9808316150952012,0.009699426650489378,0.0044639010739369505,0.0032278539402302137,0.014704483830861838,0.008161652380809254,0.9418510917078239,0.059623322364133355,0.0058381489250870005,0.008183719076438768,0.052310759367089024,0.057425391340902236,0.906888604265901,0.0248309533964705,0.014445024136467473,0.00846276517460105,0.07866637159763151,0.020804177682495286,0.8730272800582225,0.020870480195722255,0.028545941663087406,0.010056185882185606,0.09842677827869008,0.018135890510613855,0
4FGL J0009.1+0628,-0.690816627,-54.868298,-25.9613739,-28.284653,7.53983188,2.0630696,0.08882379,0.046000473,1.111143,2.56848161,0.98877126,-0.22092612,-0.62225765,-0.48536688,-0.55182934,-0.49851298,AGN,bll,3FGL J0009.1+0630,TXS 0006+061,0,0.9650756489736655,0.017620559967497295,0.002326823866073498,0.0012882672185426938,0.0325975271602609,0.017113446767276556,0.9827465140425321,0.01528146356227282,0.0010404371073846246,0.00217669856650057,0.016213048850083383,0.014271839496512315,0.9209107695227575,0.022637073205765895,0.009552771016068487,0.005578295982796647,0.06953645946117405,0.01949214155706181,0.9456307990634774,0.011530634928883588,0.007435217967105497,0.0029353429223354325,0.04693398296941705,0.010412467071766913,0
