Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,Flags_3FGL,Missing_Values_Flag,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,OTHER_BDT_S,OTHER_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,OTHER_NN_S,OTHER_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,OTHER_RF_S,OTHER_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S,OTHER_LR_S,OTHER_LR_STD_S
3FGL J1324.0-4330e,309.168091,18.9770737,-23.6861386,-26.2040812,0.307669029,4.82736663,2.52793264,-0.672318658,-0.784723019,-0.725100507,-0.728857432,AGN,RDG,20,0,0.7682957936235317,0.1709951511547052,0.018310669544034833,0.023105123263998037,0.21339353683243334,0.17022292505666511,0.9916487652987449,0.008845366161358831,0.0029007192489784923,0.0032451199218417486,0.005450515452276798,0.007250350699392086,0.6093378413447738,0.08828727587668414,0.10151404700401707,0.04778163133413499,0.2891481116512093,0.07481098682089843,0.7009121216866647,0.09419912561988349,0.005073719203791673,0.005226855628975353,0.29401415910954354,0.09329257797315721
3FGL J1325.4-4301,309.51593,19.4057617,-23.4335946,-26.9042392,0.818496371,4.08307351,2.70298958,-0.751981099,-0.77780652,-0.679797636,-0.577120206,AGN,RDG,0,0,0.9559499981338814,0.04864266470274004,0.029114848098018,0.041915596313550345,0.01493515376810053,0.02006356454199206,0.8055522868571886,0.18601522287362854,0.1306089208843901,0.13717926942616518,0.06383879225842129,0.09933784560965901,0.7685184558018704,0.06333899352542277,0.08504562510008846,0.03878754550160608,0.14643591909804113,0.048145199712753585,0.3913177365676272,0.1395993612376289,0.18964044486929066,0.12273265854776497,0.4190418185630822,0.15519859979270162
3FGL J1326.1+2931,52.4447975,81.9977264,-26.6960419,-27.8168276,-1.25320946,3.94022181,2.06945848,-0.415543711,-0.804599094,-0.735836061,0.205804489,AGN,bll,0,0,0.9961764602554857,0.008891987244480927,7.234314584354551E-4,9.904577233315985E-4,0.003100108286078808,0.008651843346753315,0.9937632947837562,0.008271233000208362,0.002052449562482822,0.0032735935538540525,0.004184255653760982,0.007072677273953304,0.9596404667776673,0.020106508497920093,0.013773594052810928,0.009885443395166412,0.026585939169521542,0.016292240567003805,0.9980945312581522,0.002306569711596579,1.0921020995751888E-5,2.8833287151589314E-5,0.001894547720851981,0.0023046610483699443
3FGL J1326.6-5256,308.299438,9.56502628,-24.2482747,-27.0839441,0.692129868,5.8960386,2.37163115,-0.680677892,-0.649743941,-0.646658524,-0.765139901,AGN,bll,0,0,0.9963049182811774,0.002925458305210777,9.91014500533201E-4,9.360421575050558E-4,0.0027040672182894166,0.0026115886482561026,0.9750878607033252,0.03002033733105038,0.0026543081758793985,0.0032484983275678898,0.022257831120795563,0.028808830449462742,0.9476707361533402,0.023853501941967222,0.015037778511661222,0.00964586571829185,0.03729148533499868,0.018934665799336673,0.9931809248752281,0.006522899405311103,2.1104607720513549E-4,4.267657679564298E-4,0.006608029047566829,0.0064264482907175685
3FGL J1326.7-4727,309.103394,14.98316,-25.3641046,-27.3533983,1.81784884,4.1955562,0.570686044,0.9998341,-0.2653788,-0.67746735,-0.96123135,OTHER,glc,0,0,0.07541605959274734,0.08659291317261934,0.9204655162549156,0.08934802811915005,0.0041184241523369875,0.006056757224676899,0.13845901232287927,0.1566426390004705,0.7757923996343263,0.1823581698550213,0.0857485880427943,0.0970190688995652,0.17098077294615724,0.06610784625092776,0.7491862515725685,0.07589081192143579,0.07983297548127428,0.034605069661307754,0.18069735574068996,0.10712539955917019,0.710595682923966,0.1547651834175632,0.10870696133534409,0.09384341950156658
3FGL J1326.8+2211,3.30443954,80.5534592,-24.6442987,-27.4004226,1.32360013,5.14530929,2.30618184,-0.5915535,-0.707180607,-0.768992897,-0.736634343,AGN,fsrq,0,0,0.9976351748333396,0.0018223593248829005,0.0018286886403794634,0.0016338846911692058,5.361365262808724E-4,5.78934623391569E-4,0.9873093066420302,0.016157573654551675,0.0049989382979437275,0.00690918755643057,0.007691755060025928,0.013741016480875261,0.9709503383077233,0.016163918951372466,0.013961917578597797,0.011061251458190487,0.015087744113678948,0.009304412418677197,0.9395321282392236,0.037535823841200695,0.029272967706095342,0.02528690143156692,0.031194904054681043,0.028593917064638315
3FGL J1327.9+2524,23.0692043,81.6342239,-26.9876663,-27.9801294,-0.0601346278,3.47212154,1.67836237,-0.993741658,0.678844126,-0.825684691,0.55209603,AGN,bll,0,0,0.9704757596896122,0.07760666060885911,0.016263016539019404,0.030159626701449845,0.01326122377136832,0.0708106736633175,0.9929893549269462,0.010218727804152903,0.0025260474335518897,0.004265044304286416,0.004484597639502026,0.008427872327446637,0.9384430598797849,0.02897911682889249,0.0252552145532667,0.019666106331659706,0.03630172556694851,0.023071535468254117,0.9949075382869476,0.007452247691560894,0.002738049811639981,0.005984887324617714,0.0023544119014125725,0.0042765010302037
3FGL J1328.5-4728,309.413696,14.9222202,-25.2393421,-27.0828084,-1.16876518,3.91636833,1.69943225,-0.9975446,0.893147796,-0.437082737,-0.019002773,AGN,bcu,512,0,0.9964480126703372,0.004246002076468866,6.799775823452741E-4,5.76548926119223E-4,0.0028720097473174592,0.00404001726712092,0.9897758290832906,0.014623028315000253,0.0024812240918220384,0.006475171317698055,0.007742946824887067,0.012270774559504635,0.9486326381990107,0.024826799705964197,0.01625989851170992,0.009777976707720433,0.03510746328927942,0.020585985610066103,0.9894087238293601,0.013013501578775307,2.2902511092209464E-4,3.828264231368666E-4,0.010362251059717808,0.012958398348878263
3FGL J1328.9-5607,308.176575,6.35823154,-23.3759549,-26.7724777,1.79137983,6.66983187,2.18142846,-0.531969333,-0.676626371,-0.690423206,-0.726520989,AGN,bcu,0,0,0.9896975194709373,0.008261432899186297,0.0019637543586128476,0.0019989167039909457,0.008338726170449902,0.007683440532684743,0.9630738628966229,0.04671263477399292,0.0028062688467339687,0.003642336638912335,0.034119868256643066,0.045390322491819665,0.9161739897390307,0.039432651026974,0.02902253185403122,0.019014541692381145,0.05480347840693803,0.030833926288125726,0.9904453714664764,0.011026408891453877,4.855796287362542E-4,0.0015689767514196838,0.009069048904787417,0.01079217767302366
3FGL J1330.0-3818,311.203064,23.9380341,-25.7039811,-27.4597399,0.627742666,3.64030625,2.78069091,-0.805546274,-0.78768962,-0.999882297,-0.715389841,AGN,fsrq,0,0,0.9830983719829286,0.020736147260691635,0.013332216106321357,0.017454727366476432,0.003569411910750107,0.006800807536254741,0.8608351322217305,0.13812085738017046,0.10323210541901931,0.11678936368236234,0.03593276235925029,0.043404543182850135,0.8811954132379376,0.0408058185254666,0.03848804504515565,0.018868961436292058,0.08031654171690672,0.03328784762970955,0.4239112749746649,0.1562245587287569,0.37576897457560177,0.204022332228676,0.20031975044973332,0.10758064047879007
3FGL J1330.0+4437,101.590508,70.8629532,-26.3365418,-28.0196638,0.482281619,3.80606408,2.02571964,-0.562359315,-0.251699223,-0.546817661,-0.601567169,AGN,bll,0,0,0.9931809378099891,0.008223027061909588,0.0030205972762811562,0.006046719892602226,0.003798464913729762,0.003912733530630138,0.9786265297288483,0.019276953766534256,0.011156679775756432,0.013387779069976288,0.010216790495395136,0.01084778693840765,0.9655529679376924,0.01498511277524487,0.014506127751852926,0.009852805098187836,0.01994090431045472,0.008993328074635503,0.9493508584655581,0.0231671658468805,0.03106186344697946,0.01787466333608374,0.019587278087462395,0.014607476625254601
3FGL J1330.1-7002,306.249329,-7.42424679,-24.0075855,-26.9510732,1.46650644,6.72202859,2.15356234,-0.457435187,-0.660697828,-0.71269329,-0.660269628,AGN,bcu,0,0,0.9889715871169499,0.00764618988243766,8.017922942075851E-4,0.0010391817816345053,0.010226620588842673,0.007464398259402269,0.9733706701289786,0.0378251617101185,0.0029067607602772027,0.005477147992952772,0.023722569110744208,0.034277669150149945,0.9292424918687283,0.031973664310563955,0.022785825881838313,0.013311217701019463,0.047971682249433205,0.0242905356213768,0.996661321280424,0.004321206734309195,7.947226514991204E-5,2.4038712379832261E-4,0.0032592064544261002,0.004280006954968509
3FGL J1330.5+3023,56.0677986,80.8345947,-26.2175605,-27.8674114,-0.439469666,3.66411335,2.59997702,-0.80197453,-0.6563586,-0.56761855,-0.9999898,OTHER,css,0,0,0.9979092993434507,0.0022176708461766996,0.0013354448843086158,0.0018238805058146204,7.552557722408104E-4,8.78379870455896E-4,0.9801423516994109,0.0269933074019183,0.016108430447938773,0.022981429210472058,0.003749217852650261,0.0072789469384133615,0.9119500704093174,0.030751608303419605,0.05406480739077129,0.02583303251256674,0.0339851221999114,0.015061354541463986,0.9279313325630236,0.04621187991169478,0.04400604989830837,0.03910496476631918,0.028062617538668077,0.019642628527053074
3FGL J1330.6+7002,118.064941,46.7197342,-26.1124983,-27.9141913,-1.50110603,3.86586466,1.84327698,-0.842555023,-0.456245972,-0.328709152,-0.356179238,AGN,bll,0,0,0.9996529203994553,0.0011719757290902838,2.0462837524828188E-4,9.39413659810656E-4,1.4245122529631322E-4,4.192007198209974E-4,0.9943033480808329,0.005522801842359327,0.0027233950373952024,0.0034546758304386115,0.002973256881772081,0.003560876163779438,0.9863657104528777,0.0064015322563613815,0.005646777535796127,0.004339317726036301,0.0079875120113263,0.0037079709568733133,0.9967665117453882,0.0026912091891067524,2.4954352015408358E-5,6.178802902523148E-5,0.0032085339025963314,0.002669717209551452
3FGL J1330.9+5201,108.982018,64.0145493,-26.4838229,-27.9549819,0.373852663,3.8701301,2.24874902,-0.812989049,-0.610133329,-0.844297358,0.421295735,AGN,bcu,0,0,0.9937764192013928,0.008007773620163834,0.005421580428268261,0.007760446442232336,8.020003703389572E-4,8.117561371866718E-4,0.9929167693523222,0.008972121609573457,0.003124791828945987,0.005388302103717257,0.00395843881873186,0.005287108199565845,0.9599295454749115,0.01959433095405406,0.020521240613228357,0.015450713120217327,0.019549213911860156,0.008222657919478453,0.9937491706732741,0.006553057348921121,0.0010520415764069012,0.002334357978887763,0.005198787750318991,0.006201614670487891
3FGL J1331.1-1328,317.518951,48.2619667,-25.7589916,-27.2805839,0.877096645,4.40156311,2.37379742,-0.274271953,-0.557778826,-0.723305922,-0.963227167,AGN,bcu,16,0,0.9213178369200699,0.07657060950483091,0.07690917151880368,0.07618968848608611,0.0017729915611265985,0.0019776432442794333,0.9629602943217385,0.03232971107578605,0.025401690226278563,0.02813441968118766,0.01163801545198298,0.012720316672031301,0.8080476671194486,0.055870334088566266,0.13518786992732892,0.047107963190531066,0.056764462953222364,0.024728854710316554,0.791290429737601,0.08072241844874337,0.10967204007322984,0.06573734649056442,0.09903753018916908,0.045569294533874725
3FGL J1331.5+1711,348.018555,76.4188538,-25.6126152,-27.7568735,0.722007469,3.98171556,2.76348686,-0.761833797,-0.81497032,-0.380438931,-0.865996928,AGN,bll,0,0,0.987724250219276,0.024150054351950848,0.004775004566376084,0.005556122760984824,0.0075007452143479505,0.020366425122260674,0.9144555625297407,0.07997692251051773,0.05159893075262367,0.05636186209012694,0.03394550671763558,0.047082200050353365,0.9289130406723058,0.02844174357855633,0.028543032882812278,0.015118819331024401,0.042543926444881704,0.020378324091846086,0.8393853319437559,0.0773947304495485,0.0943618613703858,0.058883747493387296,0.06625280668585831,0.0443572593769763
3FGL J1331.8+4718,104.129204,68.3210754,-25.9168443,-27.9782815,0.616248756,4.31128862,2.52874732,-0.580448277,-0.794516828,-0.733052602,-0.778794172,AGN,fsrq,0,0,0.9980322938742319,0.0020700811012079557,9.866751895628964E-4,0.0014256512798245548,9.810309362053554E-4,0.0010526737120934947,0.9800711042691319,0.017886867744810346,0.010160827712939049,0.011194184570033218,0.009768068017929031,0.01130299452118522,0.9751123503646476,0.011791471688491718,0.009488162321810363,0.008380017719158061,0.015399487313541958,0.007561125302193541,0.9441309984565793,0.031354952899465646,0.03208492310346314,0.01807559834635937,0.02378407843995768,0.024674279079861975
3FGL J1332.0-0508,321.365601,56.2633362,-23.4487515,-26.9232489,2.04819915,7.53634779,2.42480681,-0.578933094,-0.734652426,-0.85861912,-0.714214813,AGN,fsrq,0,0,0.9949780991737395,0.0049360103919336455,0.0035814838326988117,0.004227818946724212,0.0014404169935618204,0.0019833319948067045,0.9955140196409092,0.0053670134314583815,0.001940600356546168,0.00309274924466195,0.0025453800025445664,0.0033710085026571576,0.9342661435422768,0.03199143647843946,0.03593246473456793,0.023171823145345813,0.02980139172315538,0.021725583935172307,0.9984410697713355,0.0032125986768263034,1.6974109848768489E-4,7.935907044944365E-4,0.001389189130176778,0.0030787175147724537
3FGL J1332.6-1256,318.240967,48.7047081,-24.3860179,-27.021086,0.64806031,5.69261007,2.41706467,-0.502554494,-0.749128015,-0.650514838,-0.603831908,AGN,fsrq,0,0,0.9977949709964722,0.002183834708482302,6.381938750883105E-4,8.543141387526998E-4,0.0015668351284395502,0.0017285575782451722,0.9942845469278198,0.0062192789384696535,0.0026723435991245167,0.003962936128901916,0.0030431094730557374,0.0038699981953236673,0.9614120282679248,0.019141784732703598,0.011546081537819943,0.008739687025271274,0.027041890194254972,0.014922751655602055,0.9917116077295599,0.00834256350798937,2.0109387157798771E-4,2.874380960919343E-4,0.008087298398862111,0.008296058637693851
3FGL J1332.8+2723,36.960537,80.7987671,-25.8566748,-27.9169546,-1.29967347,4.80813769,2.37949491,-0.588259984,-0.53578383,-0.677120413,-0.896152788,AGN,fsrq,0,0,0.9890334259937329,0.04857715807145438,0.00606480008690348,0.02137527879935567,0.004901773919363604,0.028811171638884983,0.9922944112240525,0.011058449106474527,0.002077157195713379,0.0036239393153803196,0.005628431580234267,0.010266965964966818,0.9231726630789878,0.033000819600523694,0.037320361589848715,0.019967604803828875,0.03950697533116335,0.025771329821249647,0.9980441960218714,0.0022116585361806147,1.9494225532365038E-4,4.151410484521178E-4,0.001760861722805019,0.002128169395762314
3FGL J1333.7+5057,107.154427,64.8598175,-25.313984,-27.7810272,-2.32250991,5.1170454,2.4962182,-0.623529932,-0.761983831,-0.560437371,-0.75209448,AGN,fsrq,0,0,0.9995763983549583,3.981109183626228E-4,5.2030997752758725E-5,4.410268506906892E-5,3.71570647288872E-4,3.8142823168248646E-4,0.9953072177446901,0.005246804020455017,0.001864950941101522,0.0026076168673111262,0.002827831314208429,0.0037353591788833232,0.9801461238792828,0.009322161715955091,0.004605864731103917,0.00339486351996792,0.015248011389613306,0.00827612151317771,0.9994674651871793,7.355264250859514E-4,2.985312456679418E-6,1.119548631967556E-5,5.295495003639026E-4,7.33071172989944E-4
3FGL J1335.4-2949,314.191376,32.0792656,-26.1136082,-27.7344035,-0.497217965,3.92653368,2.04679322,0.46285019,-0.76299184,-0.167747552,-0.669629692,AGN,bll,0,0,0.9982467865636038,0.002183264047160419,2.4301321754007492E-4,2.4292080126811743E-4,0.0015102002188562569,0.0020403358336601833,0.9918248859487131,0.00785720534759977,0.0033910981750242823,0.0034380142295608084,0.004784015876262607,0.006189132070255564,0.9766875471536965,0.009764411232764697,0.007721661622112069,0.004586337499764585,0.015590791224191313,0.00784289353495491,0.9773835877735204,0.014921698777840156,4.5217505651170425E-4,5.901133740524541E-4,0.022164237169967852,0.014819515864233242
3FGL J1337.6-1257,320.023376,48.3747253,-24.7832349,-27.2781179,1.43925129,4.60603117,2.21876945,-0.664485411,-0.681372873,-0.788822329,-0.624173859,AGN,fsrq,0,0,0.9861057635913427,0.050143591312193286,0.008274154204212424,0.022363863576356783,0.0056200822044448935,0.0308746241767056,0.9769566242886113,0.021064792823265586,0.014131616331726644,0.016393192122711904,0.008911759379662001,0.01024179184107398,0.9313149796190358,0.031830606669444844,0.03393503239462265,0.020600795948318047,0.03474998798634175,0.021198603792259307,0.8345285757865034,0.07581096976374402,0.08208656828478338,0.06611178720991878,0.0833848559287133,0.05580510872688068
3FGL J1338.6-2403,316.565948,37.5644341,-25.6404303,-27.6516281,0.289201135,3.96795156,2.5763092,-0.732338071,-0.662940153,-0.815939413,-0.747979666,AGN,bcu,0,0,0.9793446764862282,0.0246153775515595,0.01411454685061102,0.01929984892020333,0.006540776663160785,0.008745105703394497,0.9587523357583551,0.03744014051265404,0.02602014005060962,0.02770164871438956,0.015227524191035294,0.01668134749681989,0.9578508734924447,0.018180148978169195,0.015597831534870769,0.008695287545160732,0.026551294972684474,0.012878462279967588,0.8549701728658927,0.05328559821476499,0.07351382001370418,0.04256189626360535,0.07151600712040315,0.036552336800914804
3FGL J1338.9+6532,115.168869,50.8637657,-26.133922,-28.1417905,0.251453761,4.0738178,3.01988101,-0.796651629,-0.828800543,-0.83549503,-0.999462509,AGN,fsrq,0,0,0.9800445064848478,0.08290544601974623,0.019306247186876065,0.0829438803738044,6.492463282761489E-4,9.744969313601065E-4,0.9317125536976122,0.05020903685550648,0.04749447714101959,0.03982137953407297,0.02079296916136836,0.022192900275188013,0.9512488923862913,0.0252039594238978,0.032018353246055585,0.02310628441779546,0.016732754367653088,0.010817121393375775,0.8560034196223397,0.06964698890320306,0.1133824785317447,0.06266739425001394,0.030614101845915533,0.025319874339183455
3FGL J1339.0+1153,341.471252,71.1109314,-25.61911,-27.5984686,-0.382536103,3.8332298,1.96540403,-0.278913568,-0.736950917,-0.403180038,-0.109309932,AGN,bll,0,0,0.9916568127256185,0.0073671440020573,0.0010652314178498934,8.75071075833159E-4,0.00727795585653159,0.006989364305945079,0.9931212413439487,0.0074741674690258775,0.0029355919697323114,0.004813604201029399,0.003943166686318906,0.004515341762075803,0.9614018989259464,0.015465973681724208,0.012701260727239552,0.007057440426945584,0.025896840346813985,0.011756407273125177,0.983057678060615,0.012034486573766821,3.5156945570317364E-4,5.515955285870887E-4,0.016590752483681952,0.011942639920754448
3FGL J1339.8-0133,326.990173,59.0343208,-26.1414395,-27.7763199,0.956499715,4.24186506,2.4687686,-0.478724004,-0.689960702,-0.832683605,-0.999978302,AGN,fsrq,0,0,0.9980786034313726,0.002109339091669755,0.001347303037216393,0.0017630886435007656,5.740935314109749E-4,7.247179174852573E-4,0.9370174274235753,0.05718131994142842,0.043794673176795536,0.046057683306979326,0.019187899399629095,0.019512489695046684,0.9382431006923693,0.027451908540791794,0.038468697695119715,0.020044672819176327,0.02328820161251089,0.013805489829926567,0.7502948547160878,0.08868193435013957,0.19906940055566147,0.08853209201593704,0.0506357447282507,0.03732179072291515
3FGL J1340.6+4412,96.0469208,70.2574463,-26.5667331,-27.8831365,0.708413654,3.72444188,1.93421769,-0.760565957,-0.769276016,-0.487171634,0.059563262,AGN,bll,0,0,0.9955190620006771,0.004260105137334881,6.615030492824555E-4,6.941604087697394E-4,0.003819434950040499,0.004029125302676391,0.9911310505060353,0.011844397360347623,0.004094523217996583,0.007653227306391919,0.004774426275968207,0.006061327409523535,0.96969229142552,0.011448479076821142,0.009825977791001554,0.005498421869735695,0.020481730783478477,0.008595057566042081,0.9834619051307023,0.014441004973300801,0.002412936205036567,0.005474086062486531,0.014125158664261237,0.012528757136873573
3FGL J1340.6-0408,325.618713,56.5507126,-26.0611638,-27.6830016,0.338587309,3.94361922,1.98137975,0.424024603,-0.286646976,-0.619729546,-0.579150158,AGN,bcu,0,0,0.9973973537445048,0.0024250648544393103,0.0011349214009590339,0.0012817373738346649,0.001467724854536228,0.0016799407660312079,0.9865780269485135,0.01281580518436582,0.008194149605395593,0.010355668756913131,0.00522782344609093,0.005734007855179531,0.9694856451339775,0.01362129182216019,0.016005317977072452,0.010278213796839528,0.014509036888950003,0.006615071136823491,0.9366268925546841,0.030321669299636176,0.02806627801889259,0.017743536478491757,0.03530682942642326,0.024202488411804567
3FGL J1341.0+3955,87.2659149,73.5880203,-26.4362972,-28.0588966,0.360626935,3.82806305,2.54121399,-0.779886513,-0.775847723,-0.333082206,-0.671387869,AGN,bll,0,0,0.9975858160190927,0.002849205516937521,5.231134295788517E-4,9.638335056944901E-4,0.0018910705513283672,0.0024795879321362845,0.986436571097663,0.012954147899867883,0.005919997505839054,0.007668511291859806,0.007643431396497951,0.008927660204058207,0.9643523768568237,0.016400643983869582,0.010513081871724696,0.006967314068497603,0.025134541271451608,0.012988241200736808,0.9752600385433527,0.018505259492950017,0.007426047084673062,0.008010729588935627,0.017313914371974277,0.014570192239956155
3FGL J1341.5+5517,108.452774,60.4040489,-26.3808487,-28.0038161,-0.18547661,3.68116958,2.56301904,-0.625023795,-0.895164193,-0.304910253,-0.583433791,AGN,bll,0,0,0.9868994161555292,0.07602165212297722,0.006562660286803154,0.07586223811671772,0.006537923557667686,0.009518227931061374,0.9873476082379719,0.01671317639525815,0.006532723639951633,0.011677923491403763,0.006119668122076602,0.008077273139695628,0.9480204165876601,0.019085760891971632,0.013303602274016533,0.007431096037789273,0.03867598113832325,0.015585822182412392,0.9788846788476826,0.013968463322990347,0.002060946824010253,0.0025465587219048336,0.019054374328307255,0.013066793582578819
3FGL J1341.9-2053,318.503632,40.4441757,-25.123419,-27.5593445,0.868452997,5.54472864,2.64841175,-0.600419407,-0.780905161,-0.831080416,-0.999889122,AGN,fsrq,0,0,0.9980023508364759,0.019649403305675807,4.5703381852138644E-4,3.994116952530656E-4,0.0015406153450026954,0.019658630703830744,0.991321778258288,0.007463136538066775,0.004033093318164175,0.004149313441353405,0.0046451284235476484,0.005175234557033118,0.969091432117382,0.013487904065642299,0.017517469455764274,0.00985467436736321,0.013391098426853737,0.007392006860348861,0.986080709844338,0.012679983581485055,0.004225056761685315,0.005312084558903381,0.00969423339397672,0.010881698382912823
3FGL J1342.7+0945,340.214783,68.8401794,-26.381615,-27.7486096,0.613791543,3.16240049,1.86992657,-0.999661491,0.996214235,-0.601207712,-0.439129228,AGN,bcu,0,0,0.9984518353055428,0.0013005648772781023,5.80255150510521E-4,5.902247920576569E-4,9.679095439467047E-4,0.0010630122268423347,0.7450874749893236,0.2580706619468867,0.20877228875240697,0.23880320838219005,0.04614023625826941,0.060072281592653674,0.9704925442742758,0.010435379868116212,0.011938421585979964,0.006379039145363865,0.017569034139744345,0.006977245101317847,0.3359575302868474,0.19171209151600818,0.6380397365245422,0.20606851722272743,0.026002733188610492,0.03445802695633519
3FGL J1343.6+5753,109.884422,57.8867264,-26.7668267,-28.1072218,-0.146359865,3.7193964,2.40780973,-0.848441151,-0.844277572,-0.057224567,-0.519893725,AGN,fsrq,0,0,0.9964915687916546,0.01424704540603435,0.001712146054903849,0.013343701686645133,0.0017962851534414506,0.0041518514138371085,0.9905354571419497,0.011125818037029746,0.004873776298204873,0.008213173151422807,0.004590766559845521,0.005452480789230119,0.9414938331387944,0.027007521007579,0.025899682398466014,0.023673997734989658,0.03260648446273971,0.014611677717827405,0.9908251302692708,0.007239125516032259,5.159875245842396E-4,8.739321623288371E-4,0.008658882206145099,0.006992506845301861
3FGL J1344.2-1724,320.453033,43.668251,-24.2861787,-27.171216,1.49347984,5.6079508,1.96517384,-0.42207881,-0.58662541,-0.587972842,-0.712708544,AGN,fsrq,0,0,0.9988372680396844,8.385743678429148E-4,4.7334520097683464E-4,3.8855626959225095E-4,6.893867593387163E-4,6.34449039602414E-4,0.9925600113611331,0.007593671420330076,0.003711666221269324,0.004880671496341886,0.0037283224175975525,0.004440478142343997,0.9455962000405045,0.029548500056647505,0.026961510312503857,0.020736202354545253,0.027442289646991618,0.018201145342265256,0.981573776598371,0.017306835000719056,0.002896768243919116,0.0036241694760330992,0.015529455157709895,0.016768541907972986
3FGL J1344.5-3655,314.58493,24.7385368,-26.1544367,-27.6316819,-0.950538747,3.73850079,2.18187547,-0.436182547,-0.56795048,-0.823772908,0.032747694,AGN,bcu,0,0,0.9900028727364865,0.011236506761940162,0.006187481959944083,0.00880498900921425,0.003809645303569532,0.004665771315028199,0.99379033178729,0.007220282390776207,0.002328494265655427,0.0030653972182391976,0.0038811739470545636,0.005315835568359276,0.9282051814756275,0.02933521671002823,0.03421175387477586,0.020392010506393367,0.03758306464959664,0.015921069801173818,0.989803317051404,0.009069413227548642,1.2940634750167716E-4,3.082323343674382E-4,0.01006727660109426,0.00906116502145155
3FGL J1345.1-6224,309.110748,-0.187174246,-23.7506056,-26.1944635,1.20508631,4.06554587,2.47321939,-0.39606974,-0.7278452,-0.75483584,-0.9648328,OTHER,spp,532,0,0.010473846158730662,0.008298009276662506,0.4717555123603358,0.2451842407138284,0.5177706414809334,0.24439393393767192,0.0014263512717346326,0.00365595617328748,0.32839119646338755,0.16992294215809656,0.6701824522648777,0.1702632363990077,0.06345391103017019,0.02820065910510909,0.3442478209111769,0.08836920614379182,0.5922982680586529,0.0914607632177028,0.06222175405849403,0.031892606053226115,0.30370261275642624,0.08875563093690987,0.6340756331850796,0.09841175392421742
3FGL J1345.6+4453,95.0947876,69.1933594,-23.3594571,-27.0120714,1.29591107,8.00217732,2.22998127,-0.518878539,-0.673200357,-0.625820857,-0.733345228,AGN,fsrq,0,0,0.9986673646602662,8.862917215792771E-4,4.652819334003128E-4,3.909332387223678E-4,8.673534063334675E-4,7.468281952286478E-4,0.9955135611852235,0.005469586551339383,0.001911884000641493,0.002906557786444986,0.002574554814134977,0.0034885003583692083,0.9766938178762234,0.013217890514121382,0.008346216103567575,0.0068300977586509964,0.014959966020208907,0.010042103158668287,0.9997734878576902,5.246655320764216E-4,1.998967231094077E-6,7.712562327384921E-6,2.2451317507859856E-4,5.233863339136357E-4
3FGL J1345.8+0704,338.191681,66.1532288,-25.1017518,-27.599496,0.834920575,5.2425863,2.30988574,-0.415100185,-0.615637599,-0.739901047,-0.797655896,AGN,fsrq,0,0,0.9958872263869631,0.0028788684826857743,0.0032494536409018136,0.00249772626796709,8.633199721350348E-4,8.070132876463632E-4,0.9934478505609499,0.0076120900063941215,0.0032171574747544107,0.004933139496410605,0.003334991964295744,0.004243334086397215,0.9446117596100545,0.024294692753275882,0.03144876973041826,0.01918123483219174,0.023939470659527316,0.01163275789727127,0.9874881374207904,0.010247642973583772,0.0035593426582891112,0.0032574386412576413,0.008952519920920306,0.009389116537333505
3FGL J1345.9-3357,315.675446,27.553875,-25.8641268,-27.6897073,-0.660748548,4.04495119,2.46604085,-0.733187379,-0.766243495,-0.473416127,-0.690800895,AGN,bcu,0,0,0.9905665267287815,0.013858343772379135,7.873412530861217E-4,9.986778681395916E-4,0.00864613201813234,0.013424465209829572,0.9913766386698833,0.007466847645344776,0.0036082222513411357,0.00348445279984824,0.005015139078775328,0.005955605652429267,0.971330892059671,0.01359315130292448,0.006314810398050111,0.003106192470861889,0.02235429754227882,0.011909189505317776,0.9822743139059151,0.009167463513446383,5.5665215378481E-4,5.357267433813405E-4,0.017169033940299974,0.00899555580661286
3FGL J1346.6-6027,309.686768,1.69246221,-24.4155012,-26.5330417,-0.355967534,3.8132399,2.31799889,-0.802004238,-0.56924556,-0.58792017,-0.66364428,AGN,rdg,0,0,0.19370688090120833,0.15989019445219765,0.05089005545420407,0.0632298449165844,0.7554030636445876,0.1861748859094361,0.18627815029146813,0.2216608652964941,0.04883583361016288,0.06433205242351203,0.764886016098369,0.23145913529840872,0.3163004257242554,0.08852961111692174,0.1285563959929376,0.051536700368411646,0.555143178282807,0.09130546479571514,0.510409775404205,0.13595333103910764,0.009785631254465736,0.00716614282301079,0.4798045933413293,0.13706664179305542
