Source_Name_4FGL,cos(GLON),GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Pivot_Energy),LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,ln(Variability_Index),HR12,HR23,HR34,HR45,HR56,HR67,Category_4FGL,Class_4FGL,ASSOC_FGL,ASSOC1,Flags_4FGL,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S,Missing_Values_Flag
4FGL J2030.9+4416,0.7845693806170715,2.8823957,-23.8713194,-27.1600188,7.33443508,2.4188273,0.051902704,0.661752,16.658283,1.69611451,-0.33018842,-0.33567747,-0.42266712,-0.8146439,-0.9991573,-0.9826404,PSR,PSR,3FGL J2030.8+4416,PSR J2030+4415,0,5.904555720105045E-4,5.171610770958276E-4,0.9994095444279896,5.171610770958276E-4,0.0014449337287662746,0.006303862805483186,0.9985550662712338,0.006303862805483186,0.012639276003304181,0.004846777767176698,0.9873607239966959,0.004846777767176706,8.863717758234789E-9,1.0527372984336343E-8,0.9999999911362822,1.0527372984336343E-8,0
4FGL J2032.2+4127,0.11846845553108801,1.0241405,-22.6662413,-26.3323834,7.71782097,1.982209,0.029639397,0.38697597,23.808126,2.90200363,0.7722108,0.03835978,-0.33003622,-0.5100907,-0.86013687,-0.9152349,PSR,PSR,3FGL J2032.2+4126,PSR J2032+4127,0,0.005232784692904846,0.005857800610141818,0.9947672153070951,0.005857800610141818,6.2337696002591E-4,0.001403723009887496,0.9993766230399741,0.0014037230098874955,0.03561361666707995,0.02332277250015262,0.9643863833329201,0.0233227725001526,5.624902524107217E-10,1.1120529934006803E-9,0.9999999994375098,1.1120529934006836E-9,0
4FGL J2035.0+3632,0.3634607421290179,-2.3414528,-25.1275661,-27.8658719,7.89286846,1.9181982,0.10020451,0.8282275,12.170163,2.13111984,-0.99225193,0.9999888,0.089247584,-0.4034879,-0.9249802,-0.99781996,PSR,psr,3FGL J2035.0+3634,PSR J2034+3632,0,0.004076008477821829,0.0037200325992357347,0.9959239915221781,0.0037200325992357342,0.0021305166684604552,0.0036040781973071027,0.9978694833315395,0.0036040781973071022,0.07071389133111233,0.03991076358860867,0.9292861086688876,0.03991076358860867,8.572176114816278E-6,5.437921654165886E-6,0.9999914278238852,5.437921654165886E-6,0
4FGL J2039.4-3616,0.9985329914159037,-36.54645,-26.3751986,-28.6118758,7.1698981,2.1947882,0.1276964,0.3906881,4.026521,2.69827812,0.12563607,-0.61044526,-0.4159763,-0.76943463,-0.999834,-0.9925117,PSR,PSR,3FGL J2038.8-3613,PSR J2039-3616,0,0.7196872332276862,0.19321986465707697,0.2803127667723138,0.19321986465707697,0.7940602173167559,0.23421955507335054,0.2059397826832441,0.23421955507335054,0.370620001414098,0.11008516019508625,0.6293799985859021,0.11008516019508623,0.7085806658035764,0.08361035649379793,0.29141933419642363,0.08361035649379793,0
4FGL J2039.5-5617,-0.3941447522866077,-37.146523,-24.9144582,-28.0343078,7.00141382,1.9435208,0.050441172,0.23693632,9.530026,2.90177611,-0.3792235,-0.48141393,-0.4595103,-0.5749656,-0.9352127,-0.9999971,PSR,PSR,3FGL J2039.6-5618,PSR J2039-5617,0,0.12734301742190732,0.1049538140750835,0.8726569825780928,0.1049538140750835,0.017199953946008602,0.01768016212595373,0.9828000460539916,0.01768016212595373,0.17390963843948876,0.07805142504170084,0.8260903615605112,0.07805142504170086,0.021276402062521987,0.00983979336768865,0.9787235979374782,0.00983979336768865,0
4FGL J2042.2+0245,0.29075024993168375,-23.035568,-25.8502388,-28.3197175,6.98438136,2.433956,0.11983391,0.64311206,8.366342,2.08071913,0.9999997,-0.36433762,-0.5501184,-0.90555066,-0.99987537,-0.8308934,PSR,PSR,3FGL J2042.1+0247,PSR J2042+0246,0,0.013283102280464972,0.014155095501828849,0.986716897719535,0.01415509550182885,0.010968814771610942,0.013989084437578566,0.9890311852283891,0.013989084437578566,0.058003059598729555,0.0317773463877318,0.9419969404012704,0.0317773463877318,4.323063943582314E-4,2.032221094032579E-4,0.9995676936056417,2.0322210940325788E-4,0
4FGL J2043.3+1711,0.6082700564414417,-15.316712,-24.2832818,-27.7410887,7.10027067,1.874928,0.03603727,0.30059326,16.108051,2.23156473,0.9999812,-0.3078525,-0.40044266,-0.5819388,-0.8733662,-0.9999996,PSR,PSR,3FGL J2043.2+1711,PSR J2043+1711,0,0.022267087788036384,0.019695581549078703,0.9777329122119638,0.019695581549078703,0.004555600736537412,0.007177314784607537,0.9954443992634626,0.007177314784607537,0.027055382519458753,0.01954261859447325,0.9729446174805413,0.019542618594473243,1.8000232970711965E-6,2.1467759201191096E-6,0.9999981999767029,2.1467759201191096E-6,0
4FGL J2043.7+2741,0.06350194956185704,-9.1453085,-25.4506066,-28.1481123,6.98940907,2.3872898,0.0881755,0.5339398,8.481828,3.59670423,-0.04608712,-0.2509401,-0.54414964,-0.8960132,-0.994747,-0.99478185,PSR,PSR,3FGL J2043.8+2741,PSR J2043+2740,0,0.05942930397953858,0.08889325907048712,0.9405706960204614,0.08889325907048712,0.03923515429457077,0.12003674962964497,0.9607648457054293,0.12003674962964497,0.22837114603763983,0.08971046778882534,0.7716288539623603,0.08971046778882534,0.019012627627247723,0.0062822623318856815,0.9809873723727524,0.0062822623318856815,0
4FGL J2045.9-6835,0.8055424413952549,-35.461548,-26.8858001,-28.9634599,7.46866278,1.7647438,0.21752723,0.7798654,6.1146574,2.14185646,0.05753094,-0.50024694,-0.12597562,-0.6087165,-0.94758767,-0.99740994,PSR,psr,3FGL J2045.6-6838,PSR J2045-68,0,0.06356420453806515,0.14827513135810083,0.9364357954619348,0.14827513135810083,0.07403761024625712,0.13855243175075196,0.9259623897537429,0.13855243175075194,0.12861867946097044,0.04486984338475161,0.8713813205390294,0.044869843384751605,0.08626716203137026,0.04219685809363137,0.9137328379686298,0.04219685809363137,0
4FGL J2047.3+1051,0.8758209115957113,-19.729216,-26.2958375,-28.2225178,7.58297036,1.7003452,0.1523903,0.38761714,4.1597404,2.71580723,-0.96834886,0.11473687,-0.34801772,-0.423282,-0.8531434,-0.67198133,PSR,PSR,3FGL J2047.1+1054,PSR J2047+1053,0,0.7494935953079231,0.16818233805090124,0.25050640469207686,0.16818233805090124,0.9957692811340317,0.016477435103458133,0.004230718865968261,0.016477435103458133,0.3007327343328807,0.09862289364385325,0.6992672656671193,0.09862289364385325,0.9389311606355584,0.024052832968627487,0.06106883936444159,0.02405283296862748,0
4FGL J2051.0-0826,0.05808346094058359,-30.38715,-26.603497,-28.7467767,7.65195325,2.0542164,0.16141996,0.6460155,5.454252,1.81038651,-0.99999666,0.99996775,-0.21064864,-0.54309934,-0.9999767,0.99871415,PSR,PSR,3FGL J2051.3-0828,PSR J2051-0827,0,0.08295415904384444,0.09227782930661707,0.9170458409561556,0.09227782930661708,0.15007122583189111,0.24056628401917482,0.8499287741681089,0.24056628401917485,0.12202720868168217,0.050273926083466515,0.8779727913183178,0.05027392608346652,0.05579214610851174,0.02907402109961124,0.9442078538914883,0.029074021099611245,0
4FGL J2052.7+1218,-0.8455464856731043,-19.991049,-25.893591,-28.1570264,7.06057004,2.277648,0.11557568,0.15046899,2.3725731,2.10949532,0.99044794,-0.5447471,-0.5895034,-0.71330076,-0.7558629,-0.99773043,PSR,PSR,3FGL J2052.7+1217,PSR J2052+1218,0,0.969578797988451,0.030882184184122016,0.030421202011548878,0.030882184184122016,0.9824343699476654,0.0337306113926214,0.01756563005233452,0.03373061139262141,0.9158688808193883,0.041752433229722,0.08413111918061164,0.041752433229722,0.8137019093826987,0.04272046757938107,0.18629809061730135,0.04272046757938106,0
4FGL J2055.8+2540,-0.011629032106190582,-12.519716,-23.667045,-27.6601515,6.82420561,1.8400614,0.02934353,0.5873356,34.229866,2.24297348,0.49337727,-0.0529188,-0.44980744,-0.81647724,-0.9727147,-0.99989337,PSR,PSR,3FGL J2055.8+2539,PSR J2055+2539,0,9.088259079994565E-4,5.55342643397255E-4,0.9990911740920007,5.55342643397255E-4,0.002123789972095231,0.0043617335470810415,0.9978762100279047,0.0043617335470810415,0.01039693682968093,0.003996337108523374,0.9896030631703192,0.00399633710852339,4.8809576812815774E-14,1.7763892154009467E-13,0.9999999999999512,1.7763892609697175E-13,0
4FGL J2111.4+4606,0.939802070687563,-1.4542791,-23.7661139,-27.3535708,7.35337388,2.1421788,0.029939258,0.26075324,14.15966,2.13644744,0.9999498,-0.23040667,-0.530353,-0.601588,-0.876431,-0.9448548,PSR,PSR,3FGL J2111.4+4605,PSR J2111+4606,0,0.006937641893374344,0.006286518639707667,0.9930623581066256,0.006286518639707667,0.0020862997988925227,0.003987965941915266,0.9979137002011076,0.003987965941915266,0.022686897561969326,0.015436560911090294,0.9773131024380308,0.015436560911090287,1.8278368265022781E-6,1.8479126863714438E-6,0.9999981721631735,1.8479126863714438E-6,0
4FGL J2115.1+5449,0.7000702953143757,4.1203556,-25.6709555,-28.2821421,8.12776436,2.2905984,0.13178763,0.7960769,8.175126,2.02593879,-0.64275396,-0.49915513,-0.003240544,-0.44124746,-0.9046224,-0.99998,PSR,PSR,3FGL J2114.9+5448,PSR J2115+5448,2048,3.978020266173338E-4,5.129854120667699E-4,0.9996021979733826,5.1298541206677E-4,0.0066467778572416565,0.03177478427701269,0.9933532221427582,0.0317747842770127,0.029619030122639462,0.021184294431241743,0.9703809698773603,0.021184294431241736,2.362815124972523E-4,1.2060580493148085E-4,0.9997637184875027,1.2060580493148085E-4,0
4FGL J2124.7-3358,-0.06868017894317534,-45.44508,-23.977494,-27.8257327,7.0253089,1.5898899,0.03446581,0.5311933,29.965284,2.00252065,0.8808648,0.16150019,-0.2621371,-0.63268656,-0.98673177,-0.6466216,PSR,PSR,3FGL J2124.7-3358,PSR J2124-3358,0,0.011471194280624344,0.09822418313077409,0.9885288057193757,0.09822418313077409,0.00827520665811793,0.01565835187287292,0.9917247933418821,0.01565835187287292,0.051607592655124955,0.045002935231266444,0.948392407344875,0.045002935231266424,4.636568724587035E-12,1.6791823098400598E-11,0.9999999999953635,1.6791823098491752E-11,0
4FGL J2129.8-0428,0.23567771641329552,-36.960136,-25.7325145,-28.3399035,7.07845551,1.8113908,0.09441394,0.45789653,8.10188,2.0202309,0.99913746,-0.07389107,-0.3712309,-0.6738994,-0.8662076,-1.0,PSR,PSR,3FGL J2129.6-0427,PSR J2129-0429,0,0.010991281042276708,0.04489293288205638,0.9890087189577231,0.044892932882056376,0.01472861221309796,0.013937228928193894,0.9852713877869019,0.013937228928193893,0.02091633856963902,0.01489788768623721,0.9790836614303611,0.014897887686237206,0.007174627030783363,0.003389291877381477,0.9928253729692165,0.003389291877381477,0
4FGL J2140.0+4716,-0.03622035655292614,-4.0291004,-24.3463658,-27.7826186,7.05026533,2.3110416,0.047420077,0.64762425,18.4003,1.73521663,-0.26240042,-0.1303492,-0.5153461,-0.8539575,-0.9999324,-0.99999607,PSR,PSR,3FGL J2140.0+4715,PSR J2139+4716,0,0.0017670952028662644,0.001800125977331539,0.9982329047971338,0.001800125977331539,0.006519060043431787,0.05547896709251739,0.9934809399565684,0.05547896709251739,0.013992865224616739,0.006001907560503129,0.9860071347753833,0.006001907560503147,4.300552572253978E-9,5.2236664878707965E-9,0.9999999956994475,5.223666487870797E-9,0
4FGL J2205.5+6016,-0.9988543339746744,3.7383177,-26.4776024,-27.7347504,7.89473371,2.3427792,0.46960372,0.999736,2.2537718,2.36145404,-0.9999838,0.9999939,-0.47299242,-0.578826,-0.7989479,-0.87422484,PSR,PSR,,PSR J2205+6012,4096,0.45577467456746673,0.23432659126004773,0.5442253254325333,0.23432659126004773,0.42187600193685,0.32944513815360466,0.5781239980631501,0.3294451381536046,0.6134730181914885,0.08634627535671602,0.3865269818085116,0.08634627535671603,0.29320085287671144,0.11800727985739475,0.7067991471232885,0.11800727985739475,0
4FGL J2208.1+4058,-0.05853979415636539,-12.093593,-26.1166225,-27.9681173,6.47833215,2.905003,0.2277415,0.7769107,3.6381361,2.50273467,0.7599413,-0.3801513,-0.8901408,-0.6866917,-0.9600278,-0.99990356,PSR,PSR,,PSR J2208+4056,0,0.766760460929441,0.22064328416080387,0.233239539070559,0.22064328416080384,0.4204850591102912,0.31645407642082946,0.5795149408897088,0.31645407642082946,0.5816701761013174,0.0874041045373408,0.4183298238986825,0.08740410453734081,0.10012168954487886,0.035828153232137464,0.8998783104551211,0.035828153232137464,0
4FGL J2214.6+3000,0.4477630625736361,-21.672745,-24.1624011,-27.868596,6.99569439,1.6836377,0.037758593,0.49105525,25.112616,2.45684312,0.2984373,-0.10893557,-0.34415367,-0.64974475,-0.9999892,-1.0,PSR,PSR,3FGL J2214.6+3000,PSR J2214+3000,512,0.02097636481015827,0.07311214674501121,0.9790236351898416,0.07311214674501121,0.004293260041273178,0.007105585588210511,0.9957067399587267,0.007105585588210511,0.020312119340435707,0.01568162414523348,0.9796878806595645,0.015681624145233487,8.357649673842589E-10,1.826462413191847E-9,0.9999999991642352,1.8264624131918554E-9,0
4FGL J2215.6+5135,0.7908590527797874,-4.1691537,-24.7990478,-27.9939362,7.35533069,2.073988,0.043922704,0.29328483,9.573389,2.54291846,-0.090524904,-0.35394868,-0.44027245,-0.6246563,-0.88758284,-0.8733697,PSR,PSR,3FGL J2215.6+5134,PSR J2215+5135,0,0.0017475503584206294,9.649412573642155E-4,0.9982524496415792,9.649412573642155E-4,0.007836819518210952,0.01198106793321776,0.992163180481789,0.01198106793321776,0.014677840131632617,0.012387676082027246,0.9853221598683674,0.012387676082027243,0.0017571474000781608,9.187728017021035E-4,0.9982428525999218,9.187728017021035E-4,0
4FGL J2229.0+6114,0.9863022756981553,2.9486632,-22.1136016,-26.4893363,6.97954539,2.1758063,0.01252299,0.21801028,34.712574,1.94990229,-0.03538764,-0.38147247,-0.5883503,-0.666995,-0.8822354,-0.96500945,PSR,PSR,3FGL J2229.0+6114,PSR J2229+6114,0,0.0053218545118591115,0.011761274657668378,0.9946781454881408,0.011761274657668378,0.0010142621643466265,0.0030088669406051227,0.9989857378356533,0.0030088669406051227,0.06852164590876055,0.04103430817096494,0.9314783540912394,0.041034308170964935,8.518373573506587E-15,2.949070531854403E-14,0.9999999999999916,2.949081567572348E-14,0
4FGL J2234.7+0943,0.6454406195080445,-40.44269,-25.339859,-28.1660152,7.40644395,2.022331,0.07416252,0.41002926,8.626754,3.25617171,0.4352838,0.016820585,-0.42083082,-0.6062243,-0.87419343,-0.9999935,PSR,PSR,3FGL J2234.8+0945,PSR J2234+0944,0,0.03929156039665365,0.03582675936164963,0.9607084396033464,0.03582675936164963,0.04396313086921553,0.11336843838287443,0.9560368691307847,0.11336843838287444,0.09269910322801836,0.06605069172847497,0.9073008967719818,0.06605069172847497,0.03160587376969837,0.014422824716767934,0.9683941262303016,0.014422824716767934,0
4FGL J2238.5+5903,0.9688950461078085,0.47540694,-23.4542733,-26.8423625,7.21872663,2.37122,0.032084238,0.30685306,17.713596,2.28019893,-0.19455989,-0.33366272,-0.59277713,-0.73582345,-0.9315491,-0.999996,PSR,PSR,3FGL J2238.4+5903,PSR J2238+5903,0,0.0016751422858705678,0.0015134640344481249,0.9983248577141295,0.0015134640344481249,0.0010319672868453166,0.0020433668017798587,0.9989680327131547,0.0020433668017798587,0.009044881519987478,0.001626027719603177,0.9909551184800126,0.001626027719603164,5.748690215072461E-8,6.72122679443094E-8,0.9999999425130979,6.72122679443094E-8,0
4FGL J2240.6+5833,0.9689222621656797,-0.10114801,-25.3957329,-27.5695004,7.65829864,2.4186754,0.11002798,0.32216054,4.924917,1.24793631,0.26679778,0.8661136,-0.4668891,-0.67978406,-0.902911,-0.999968,PSR,PSR,3FGL J2240.9+5831,PSR J2240+5832,0,0.0024659760129695247,0.002922972532603558,0.9975340239870305,0.002922972532603558,0.012060140605295184,0.033389439488487015,0.9879398593947047,0.03338943948848702,0.02387005887394151,0.014455988794088201,0.9761299411260586,0.014455988794088194,0.0016080240353663674,7.979929201654289E-4,0.9983919759646337,7.979929201654289E-4,0
4FGL J2241.7-5236,-0.26577742446481434,-54.934147,-24.3974258,-27.5231041,7.53877301,2.1035187,0.04167987,0.5202368,22.081976,1.90304237,-0.06521368,0.03772169,-0.3870022,-0.6410862,-0.9822847,-0.99996734,PSR,PSR,3FGL J2241.6-5237,PSR J2241-5236,0,5.965509696377422E-4,3.450568231689404E-4,0.9994034490303624,3.450568231689404E-4,0.008410123074837936,0.010890665451560914,0.9915898769251622,0.010890665451560914,0.01074201615275474,0.00601449958373878,0.9892579838472453,0.0060144995837387895,9.746591292332396E-10,1.80901090424058E-9,0.9999999990253408,1.8090109042405838E-9,0
4FGL J2256.8-1024,-0.8882796406979969,-58.27645,-25.5508674,-28.2696348,6.88881576,1.9616528,0.08495443,0.31686777,6.97848,2.92730824,-0.28547895,-0.30798542,-0.5051923,-0.6647202,-0.99990076,-0.85836226,PSR,PSR,3FGL J2256.7-1022,PSR J2256-1024,0,0.1639651293166899,0.12297644916774468,0.8360348706833101,0.1229764491677447,0.24458774378401957,0.3065454802604876,0.7554122562159804,0.3065454802604876,0.10218827045661122,0.05316492653763406,0.8978117295433887,0.053164926537634064,0.32276150227848394,0.10172485922705488,0.677238497721516,0.10172485922705488,0
4FGL J2302.7+4443,-0.9624964269661425,-13.992452,-23.9888173,-27.760004,7.16401367,1.6811761,0.03048529,0.4153296,25.254349,1.40886755,0.28539157,-0.0437134,-0.2990806,-0.55706584,-0.91491,-0.9999621,PSR,PSR,3FGL J2302.7+4443,PSR J2302+4442,0,0.00256468948781017,0.0017492694135559917,0.9974353105121899,0.0017492694135559914,0.003714537709996118,0.0073625648930281135,0.9962854622900037,0.0073625648930281135,0.009989516797408768,0.0034626851627890466,0.9900104832025913,0.0034626851627890657,6.140603854926477E-11,1.8508311499372888E-10,0.9999999999385941,1.8508311499379645E-10,0
4FGL J2310.0-0555,0.8373867293487254,-57.90006,-25.944245,-28.5125529,7.09614299,1.7109199,0.11894179,0.62125164,8.569305,2.57616308,0.9987812,0.29672584,-0.3031174,-0.72619325,-0.9325897,-0.9999966,PSR,PSR,3FGL J2310.1-0557,PSR J2310-0555,0,0.008493075432531187,0.0094976495756745,0.9915069245674689,0.0094976495756745,0.024215564006211623,0.05819424711850433,0.9757844359937884,0.05819424711850433,0.032345161698461945,0.020055787139156914,0.9676548383015381,0.020055787139156917,0.013966614861528148,0.008393925922155807,0.9860333851384718,0.008393925922155807,0
4FGL J2317.3+1433,-0.9696949877113407,-42.46383,-27.5826397,-29.1412636,7.43580395,2.3213565,0.38333642,0.9999495,3.9549634,2.15080989,-0.9942672,0.99961543,-0.32737955,-0.89823616,-0.2631716,-0.999915,PSR,PSR,,PSR J2317+1439,2048,0.699233729843024,0.20517070210318947,0.300766270156976,0.20517070210318947,0.7828698643827557,0.2847788995346028,0.21713013561724437,0.2847788995346028,0.5837162552763294,0.09475473960415991,0.4162837447236706,0.09475473960415991,0.40978208977584585,0.16413483058935743,0.5902179102241543,0.16413483058935743,0
4FGL J2339.6-0533,0.9449321880589063,-62.475372,-24.2582003,-27.8025576,6.96892077,1.6822968,0.03872557,0.29084238,16.928574,2.23894522,0.84452385,-0.28300607,-0.34659183,-0.5427773,-0.8772902,-0.92289925,PSR,PSR,3FGL J2339.6-0533,PSR J2339-0533,0,0.006169104574799717,0.004710532656883969,0.9938308954252002,0.004710532656883969,0.013313495031328944,0.028972278159864598,0.986686504968671,0.028972278159864598,0.022032633255443017,0.020173693768582315,0.9779673667445571,0.020173693768582333,3.4981079275997473E-6,4.759130873430334E-6,0.9999965018920725,4.759130873430334E-6,0
4FGL J0002.1+6721c,0.38366844773578246,4.939485,-25.813099,-27.1983805,7.10902171,2.615007,0.20384708,0.35043678,3.956527,2.1368784,0.37815735,-0.70862716,-0.58189505,-0.78467,-0.9999994,0.8016469,OTHER,unk,,1RXS J000209.4+672503,41,0.1706941683252802,0.145457875715483,0.8293058316747198,0.145457875715483,0.2659671220259463,0.2753829188436634,0.7340328779740537,0.2753829188436634,0.1961161422232868,0.06860811162225332,0.8038838577767131,0.06860811162225333,0.2541575937235039,0.08901761516093598,0.745842406276496,0.08901761516093598,0
4FGL J0002.7+7220,0.9852844820984592,9.829275,-26.4065382,-27.4911079,7.84867002,2.410339,0.25371093,0.07171249,0.72741395,2.78529017,0.9559326,-0.34862667,-0.6574484,-0.64294577,-0.9865447,0.59027827,OTHER,spp,,SNR G119.5+10.2,0,0.9958658145033372,0.00608348039868178,0.004134185496662828,0.006083480398681779,0.982177005927417,0.07044955895974997,0.017822994072583042,0.07044955895974997,0.9293657807044338,0.034998758409839174,0.07063421929556626,0.034998758409839174,0.9864981722835401,0.007667312253755206,0.013501827716459944,0.007667312253755206,0
4FGL J0024.0-7204,-0.3924867367461047,-44.891075,-24.3480678,-27.9469597,6.86818182,1.7434036,0.037899427,0.35821497,20.062511,1.65742467,0.4765868,-0.06136567,-0.41994908,-0.62575454,-0.9346523,-0.86440825,OTHER,glc,3FGL J0023.9-7203,NGC 104,0,0.0018172480137044903,0.0011124293817238546,0.9981827519862955,0.0011124293817238546,0.008031192172057576,0.010522328344362938,0.9919688078279424,0.010522328344362937,0.01015267658236512,0.0037553710098812863,0.9898473234176349,0.0037553710098812954,2.938892117620995E-8,5.033253375672562E-8,0.9999999706110788,5.033253375672563E-8,0
4FGL J0025.3+6408,0.7563479104048205,1.421848,-25.3504963,-27.5691764,8.06692333,2.1740918,0.074476324,0.012063479,0.34814614,1.44390769,0.9999286,-0.2031737,-0.44662127,-0.6815428,-0.54934645,-0.74619144,OTHER,snr,3FGL J0025.7+6404,Tycho,0,0.9891776023330685,0.008759654318764644,0.010822397666931483,0.008759654318764642,0.8274452709279768,0.2526566356398973,0.17255472907202313,0.2526566356398973,0.9527966021581546,0.025865916120108037,0.04720339784184536,0.025865916120108037,0.7100137554015339,0.08778848434277599,0.2899862445984661,0.08778848434277599,0
4FGL J0043.2+4114,-0.3274776999914741,-21.604197,-27.0513134,-28.3995628,6.79457284,2.1484668,0.330557,0.6972687,3.9127028,1.42787775,-0.47291672,-0.05609514,-0.3715284,-0.95680994,-0.99996805,0.57930875,OTHER,gal,3FGL J0042.5+4117,M 31,4,0.8446054538260187,0.17303976064643278,0.1553945461739813,0.17303976064643278,0.5288911939892263,0.35659222001891744,0.47110880601077365,0.35659222001891744,0.40820103441665706,0.10428078424487545,0.5917989655833429,0.10428078424487545,0.2309030990138279,0.08237429223364204,0.7690969009861721,0.08237429223364204,0
4FGL J0047.3+6943,-0.9987772760663204,6.8534408,-26.9049821,-28.329138,8.62966388,1.9477913,0.20398684,0.039431635,0.48153985,1.80739659,-0.9999593,0.99905175,-0.68178725,-0.4309534,-0.3757932,-0.603265,OTHER,unk,,1RXS J004724.5+694222,0,0.9996857653837998,2.900661253821615E-4,3.1423461620021833E-4,2.900661253821619E-4,0.9965958121584072,0.014555141853159488,0.0034041878415928596,0.01455514185315949,0.9970900203091416,0.0036204423002809084,0.0029099796908584378,0.0036204423002809106,0.9827964383576882,0.00915447120096662,0.017203561642311918,0.00915447120096662,0
4FGL J0047.5-2517,-0.9829322516364513,-87.96936,-25.7220449,-28.1526412,6.93655044,2.0137565,0.072187655,0.10618303,3.1337867,2.54045315,0.91318977,-0.22942093,-0.5350043,-0.6243514,-0.7095057,-0.55876535,OTHER,sbg,3FGL J0047.5-2516,NGC 253,0,0.9907409206593665,0.009509284217860884,0.009259079340633502,0.009509284217860884,0.968063469475391,0.10779126136622717,0.031936530524609034,0.10779126136622717,0.9433711450349119,0.03163065116325188,0.056628854965088064,0.03163065116325188,0.9673762246974563,0.01354615400988699,0.03262377530254367,0.01354615400988699,0
4FGL J0058.0-7245e,0.7908710842042007,-44.36958,-24.4017118,-27.4955259,6.80918595,2.123423,0.042312916,0.091392405,5.236902,2.41448692,0.9798089,-0.43790832,-0.5998293,-0.6060651,-0.71643245,-0.9999105,OTHER,GAL,3FGL J0059.0-7242e,SMC,4,0.8512910118571568,0.10609018058231454,0.14870898814284317,0.10609018058231454,0.1097057406536031,0.18730896592322915,0.8902942593463969,0.18730896592322915,0.8148812789304934,0.061407773401429847,0.18511872106950658,0.06140777340142985,0.26477072044098404,0.07829683015270048,0.7352292795590158,0.07829683015270048,0
4FGL J0059.7-7210,0.9028665182533003,-44.934067,-27.1406346,-28.4395126,6.80806665,2.4605422,0.33583862,0.8559406,3.761818,2.46682469,-0.96252596,0.6870791,-0.7387642,-0.93445283,-0.9996142,0.5985763,OTHER,sfr,,NGC 346,16,0.7718360391476394,0.19105911964291838,0.22816396085236063,0.19105911964291836,0.7223019767173364,0.31162225695277723,0.27769802328266363,0.31162225695277723,0.5498777127801843,0.10609105717065553,0.4501222872198157,0.10609105717065555,0.5230100188892662,0.13248325537860708,0.4769899811107338,0.13248325537860708,0
4FGL J0102.9-7051,0.9996808633157881,-46.23473,-27.2504132,-28.7836687,7.48620863,1.6702574,0.39710075,0.8091197,2.057283,2.82530017,0.9668198,-0.9332497,0.34224594,-0.712946,-0.8134763,-0.97523415,OTHER,glc,,NGC 362,0,0.9987987673262305,0.0022364989111747697,0.0012012326737694645,0.0022364989111747706,0.9977830682314477,0.01071862755077419,0.0022169317685522484,0.01071862755077419,0.949312306008519,0.026314534794551397,0.05068769399148098,0.026314534794551394,0.9804669005808455,0.01276323965619741,0.01953309941915453,0.012763239656197408,0
4FGL J0138.6+6821,-0.05038019303684163,5.8786836,-25.7544776,-27.5291271,7.05410331,2.62231,0.124618165,0.07600726,1.2300527,0.90661511,0.999696,-0.5969231,-0.8492543,-0.7281539,-0.645651,-0.6788782,OTHER,unk,,87GB 013451.9+680621,4,0.9877516202880501,0.03525083941215284,0.012248379711949916,0.03525083941215284,0.6784181131689475,0.3174590471847249,0.3215818868310525,0.3174590471847249,0.9221213688885787,0.03371350034486806,0.07787863111142132,0.03371350034486805,0.3060425705227686,0.07936697502316337,0.6939574294772313,0.07936697502316337,0
4FGL J0212.1+5321,-0.9867977206250921,-7.630409,-24.8547861,-28.0019071,6.94256706,1.8672513,0.05438432,0.3844492,12.593907,1.3790718,-0.40320528,-0.08225876,-0.44777736,-0.66919386,-0.9499313,-0.99872315,OTHER,bin,3FGL J0212.1+5320,1SXPS J021210.6+532136,0,0.0025546085346968036,0.003046727915646352,0.9974453914653032,0.0030467279156463517,0.004952589137863829,0.008241374494463624,0.9950474108621361,0.008241374494463624,0.010085224361104915,0.0031327235146060015,0.9899147756388952,0.003132723514606008,1.2192361602254009E-5,1.0215205457842525E-5,0.9999878076383977,1.0215205457842525E-5,0
4FGL J0221.4+6241e,0.4522868508938229,1.599426,-24.3154896,-26.5317495,7.39057409,2.5314424,0.098926276,0.3669594,5.7796793,1.28277662,-0.6163156,-0.10087867,-0.55508775,-0.7890921,-0.9113483,-0.7837015,OTHER,SNR,3FGL J0224.0+6235,HB 3,4,0.0011330426611196667,0.001467184698009674,0.9988669573388804,0.0014671846980096738,0.008776680740855958,0.03076315959062159,0.9912233192591441,0.03076315959062159,0.010484861820180325,0.003894018569993536,0.9895151381798197,0.0038940185699935306,6.514117446649083E-4,2.8241585463732364E-4,0.999348588255335,2.8241585463732364E-4,0
