0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Flux_Density,Unc_Energy_Flux100,Spectral_Index,Signif_Curve,ln(Variability_Index),hr12,hr23,hr34,hr45,GLAT,class,CLASS1,Source_Name,SpectrumType,Pivot_Energy,ASSOC1,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
-27.573217639212558,-27.35339825739599,2.0932982,1.8178488357924405,4.195556201505315,0.9998341,-0.2653788,-0.67746735,-0.96123135,14.98316,OTHER,glc,3FGL J1326.7-4727,LogParabola,1607.4164,Omega Cen,0,0.006588344863880396,0.9934116551361271,0.2108622752689603,0.7891377247310399,0.35522763577043676,0.644772364229564,0.3883617334299531,0.6116382665700458,1.0,0.997,0.988,0.962
-27.453870767736937,-27.867411405030744,2.599977,-0.4394696660256435,3.664113353448932,-0.80197453,-0.6563586,-0.56761855,-0.9999898,80.834595,OTHER,css,3FGL J1330.5+3023,PowerLaw,652.1419,3C 286,0,0.9992891377224619,0.000710862277551692,0.9921079416131013,0.007892058386898089,0.9948610983869624,0.005138901613036777,0.9418304034463557,0.05816959655364482,0.0,0.0,0.0,0.0
-24.866323264104427,-26.194463536883514,2.4732194,1.2050863141638264,4.065545872429757,-0.39606974,-0.7278452,-0.75483584,-0.9648328,-0.18717425,OTHER,spp,3FGL J1345.1-6224,PowerLaw,626.965,,532,0.006694792857617299,0.9933052071423843,0.41162044754975813,0.5883795524502412,0.5896540506351047,0.41034594936489555,0.42915854899345346,0.570841451006547,1.0,0.755,0.164,0.873
-29.05956762528811,-26.210588720003198,2.1836739,1.0675991871438735,3.9403645861231498,-0.5512364,-0.49017867,-0.56195146,-0.7245458,0.04781959,OTHER,spp,3FGL J1441.5-5955c,PowerLaw,2982.2705,,36,0.44699531550600136,0.5530046844939986,0.6755543740290334,0.3244456259709682,0.7383451481452671,0.26165485185473364,0.6925147130106349,0.3074852869893647,1.0,0.084,0.002,0.003
-24.034243457443264,-25.990547314384084,2.5589745,1.1371085827956864,3.944372712237439,-0.6499847,-0.75838387,-0.7167439,-0.99793726,0.43215373,OTHER,spp,3FGL J1549.1-5347c,PowerLaw,509.99487,,609,0.02599940719505833,0.9740005928049207,0.4115502861407537,0.5884497138592468,0.5766800200898038,0.4233199799101965,0.35910463841618906,0.6408953615838106,1.0,0.736,0.199,0.984
-32.17080887971587,-26.580573725553844,1.7892175,0.9286777415911397,3.5994265016576206,0.9833738,-0.0014771638,0.012313326,-0.34393668,-1.6047833,OTHER,spp,3FGL J1551.1-5610,PowerLaw,11464.523,,16,0.9753166591422157,0.024683340857767556,0.9273216642720171,0.07267833572798284,0.978288355299749,0.021711644700251432,0.9438398037104252,0.05616019628957432,0.0,0.0,0.0,0.0
-27.765331458874993,-26.30012027227931,2.0767007,0.3465798951731024,3.436434166784649,-0.46042842,-0.5939704,-0.5761289,-0.51685613,-1.7586524,OTHER,spp,3FGL J1552.9-5610,PowerLaw,2455.051,,64,0.4695447585470484,0.530455241452952,0.9083535746026073,0.09164642539739362,0.9365800962264493,0.06341990377355022,0.7693915077439467,0.23060849225605382,1.0,0.0,0.0,0.0
-28.878259537449775,-25.732765103005107,1.8643473,0.9731629176887983,4.248720937664962,0.9997405,0.019213004,-0.51783043,-0.476601,-0.65924525,OTHER,spp,3FGL J1615.3-5146e,PowerLaw,6018.2393,,516,0.8175215159226005,0.18247848407741904,0.9284615761451235,0.07153842385487756,0.9537389214740342,0.04626107852596646,0.639678806977847,0.36032119302215304,0.0,0.0,0.0,0.032
-27.008888435073516,-25.49953339919858,2.1447906,0.09333392739859636,4.959303129195855,-0.54881907,-0.6893966,-0.6063951,-0.46509698,-0.13110612,OTHER,PWN,3FGL J1616.2-5054e,PowerLaw,2725.7573,HESS J1616-508,0,0.928720756809071,0.07127924319092774,0.9823159577897588,0.017684042210241828,0.9989781304612402,0.0010218695387603231,0.6502152666381151,0.3497847333618845,0.0,0.0,0.0,0.016
-30.13093350715908,-27.21563413398176,2.140068,0.884611237156634,3.7785544770385635,0.9856203,-0.73566633,-0.16574556,-0.99998766,19.467222,OTHER,glc,3FGL J1616.8-2300,PowerLaw,2685.8433,M80,0,0.9871244085069583,0.012875591493020946,0.9143334651906475,0.08566653480935206,0.898233533271329,0.10176646672867094,0.8144659097251126,0.18553409027488904,0.0,0.0,0.0,0.0
-27.17071478720707,-25.940419502868686,2.4569876,1.5115473207337806,3.8583560014370946,0.99921685,-0.5658203,-0.7210109,-0.94552445,-0.14605142,OTHER,spp,3FGL J1628.9-4852,LogParabola,1911.8887,,8,0.0015052324003610451,0.9984947675996227,0.21552652119052967,0.7844734788094705,0.3323192470252029,0.6676807529747971,0.2042322838817433,0.7957677161182566,1.0,0.99,0.975,1.0
-26.688481575495082,-25.37939186042022,2.1106853,0.7198614915602998,4.480594715169618,0.121134266,-0.6064094,-0.60820985,-0.61012983,0.12089922,OTHER,PWN,3FGL J1633.0-4746e,PowerLaw,2956.6348,HESS J1632-478,512,0.11999568943678865,0.8800043105632089,0.9481388532697184,0.051861146730280576,0.9694239386783228,0.03057606132167585,0.5744863361733338,0.42551366382666606,1.0,0.0,0.0,0.157
-28.41001540982677,-25.530942297872837,2.2146459,1.258512662792642,4.050807908155478,-0.71959764,-0.6720781,-0.7385524,-0.76067984,0.13210484,OTHER,spp,3FGL J1636.2-4709c,PowerLaw,3479.6523,,884,0.02898703281154974,0.9710129671884654,0.5095010202186041,0.49049897978139584,0.419973971317586,0.5800260286824147,0.2325136858375052,0.7674863141624948,1.0,0.482,0.744,1.0
-26.316953475967875,-25.56691023633835,2.4718857,2.280157286401496,4.000603661319551,0.057235602,-0.5694228,-0.624856,-0.90504843,-0.15647167,OTHER,snr,3FGL J1636.2-4734,LogParabola,2186.559,SNR G337.0-00.1,64,0.000542198072998934,0.9994578019269797,0.05637135736858167,0.9436286426314187,0.06401928189491565,0.9359807181050844,0.18413034690678587,0.8158696530932145,1.0,0.997,1.0,1.0
-26.601143448158055,-25.648406209927362,2.5215013,1.9025685714501044,4.35129296728603,0.18119545,-0.46823165,-0.66557807,-0.8176814,0.00535545,OTHER,spp,3FGL J1638.6-4654,LogParabola,1982.7982,,0,0.017232562879325702,0.9827674371206564,0.2736525277331434,0.7263474722668564,0.4149270028263614,0.5850729971736381,0.2291698157441743,0.7708301842558257,1.0,0.956,0.767,1.0
-31.353931819658726,-25.817040152527646,1.858322,-1.3867302256529899,3.634480394496728,0.89027447,-0.5696724,-0.5721027,-0.32406238,-0.020029241,OTHER,spp,3FGL J1640.4-4634c,PowerLaw,12843.685,,32,0.8456952347650893,0.15430476523492057,0.9885924939790095,0.011407506020989076,0.9997001907631202,0.00029980923687985644,0.6687824786746156,0.3312175213253845,0.0,0.0,0.0,0.007
-27.152725441301442,-25.607861142270725,2.3755996,-0.24523793545402145,3.674611314637217,-0.6660917,-0.8483191,-0.4218384,-0.7027347,0.060354102,OTHER,spp,3FGL J1641.1-4619c,PowerLaw,1759.4744,,36,0.29955453641053664,0.7004454635894594,0.9762754969015367,0.023724503098463506,0.9913247897126948,0.008675210287304383,0.5132954390046134,0.4867045609953867,1.0,0.0,0.0,0.421
-26.346989368376136,-26.901401164086053,2.7149,0.9580432320604065,3.5979435243373312,-0.4304335,-0.89185864,-0.7875072,-0.9997931,-5.765146,OTHER,spp,3FGL J1645.9-5420,PowerLaw,608.825,,16,0.6501729504730843,0.34982704952692006,0.4265937996914704,0.57340620030853,0.5571454278088258,0.44285457219117447,0.7953306161573843,0.20466938384261607,0.0,0.747,0.171,0.0
-26.695682165258464,-27.014281895467093,2.0659773,1.8073034843228157,3.848630393241266,-0.3149025,-0.5261133,-0.6799173,-0.7988968,7.3104925,OTHER,glc,3FGL J1701.2-3006,LogParabola,1266.4102,M62,0,0.15450542055892477,0.8454945794410653,0.10341213250910988,0.8965878674908903,0.17312269554246407,0.8268773044575349,0.49875510360829295,0.501244896391707,1.0,0.997,1.0,0.518
-30.83652486970788,-25.853999731963988,1.6235359,0.672603958408558,3.682052116012859,0.26785427,-0.6803512,-0.2545265,-0.12497361,-0.4728954,OTHER,SNR,3FGL J1713.5-3945e,PowerLaw,14166.48,RX J1713.7-3946,4,0.7850822317900641,0.2149177682099218,0.9469160796516128,0.0530839203483865,0.9745697030086151,0.025430296991385607,0.705589798360921,0.29441020163907833,0.0,0.0,0.0,0.0
-24.913156210461725,-25.66355699466622,2.243362,1.6637663661881867,4.2307689967464395,-0.46950474,-0.58272535,-0.6170255,-0.9073285,0.07697307,OTHER,snr,3FGL J1714.5-3832,LogParabola,1113.7568,CTB 37A,0,0.039070723053016086,0.9609292769469903,0.19183749900568348,0.8081625009943161,0.3624806120933459,0.6375193879066546,0.3165378278664464,0.6834621721335531,1.0,0.997,0.997,0.995
-26.515334043588343,-26.804525427711237,2.4893813,1.081364378699352,3.98256333417733,-0.5835012,-0.75474054,-0.6198644,-0.9999936,5.722799,OTHER,glc,3FGL J1716.6-2812,PowerLaw,809.012,NGC 6316,0,0.955742859583008,0.04425714041697657,0.6332861474774952,0.3667138525225043,0.7061629570784212,0.2938370429215776,0.8353217853891334,0.16467821461086649,0.0,0.105,0.002,0.0
-28.637773630689992,-26.032377723049766,2.1343594,0.17257328215982504,3.7277336324055517,-0.7198329,-0.6213248,-0.49319828,-0.58166254,0.16170193,OTHER,snr,3FGL J1718.0-3726,PowerLaw,3397.181,SNR G349.7+00.2,4,0.8777148261397021,0.12228517386030899,0.9547607734300639,0.0452392265699354,0.9762227385954133,0.0237772614045868,0.6670366036166494,0.33296339638335193,0.0,0.0,0.0,0.005
-27.945424185820123,-26.688404270980946,2.5115986,0.32101790546688047,3.7099334911471633,-0.60158753,-0.8065348,-0.39163014,-0.9999916,-5.1674995,OTHER,spp,3FGL J1722.9-4529,PowerLaw,1268.2042,,1,0.7690728173605611,0.23092718263942105,0.9166096440280236,0.08339035597197499,0.9565415990458691,0.04345840095413099,0.7733750818029549,0.22662491819704517,0.0,0.0,0.0,0.0
-26.394256366342447,-26.525731383901878,2.6000779,1.1913328402293308,4.020734391731758,-0.6484468,-0.96083444,-0.3753156,-0.11241324,3.9976633,OTHER,spp,3FGL J1725.1-2832,PowerLaw,772.94617,,513,0.9750258508383998,0.024974149161579366,0.9637419200669576,0.036258079933043676,0.9880082766869321,0.011991723313069974,0.9028639812303456,0.09713601876965494,0.0,0.0,0.0,0.0
-28.644832450512794,-26.987224109786116,2.3268895,0.343811588287251,3.7301811004285783,-0.7968445,-0.4880588,-0.5124502,-0.89864373,-6.252981,OTHER,spp,3FGL J1728.0-4606,PowerLaw,1663.3168,,0,0.46954893198131165,0.5304510680186888,0.9171882207010823,0.0828117792989179,0.9494128189224095,0.05058718107759078,0.821887311934,0.1781126880659997,1.0,0.0,0.0,0.0
-25.146001574922575,-26.67440811526368,2.6920033,1.8094535138857082,3.9211026776215587,-0.20910525,-0.8365215,-0.8922596,-0.9998756,3.2665544,OTHER,spp,3FGL J1729.5-2824,LogParabola,650.7375,,2329,0.17352787867204644,0.8264721213279511,0.07769372400635231,0.9223062759936469,0.13315003472636758,0.8668499652736319,0.5374579017403294,0.46254209825967046,1.0,0.997,1.0,0.277
-26.13917258002368,-27.032518337137606,2.3757675,1.19961842140228,3.8493994789443895,-0.67797375,-0.523537,-0.6970055,-0.9731425,-6.7336917,OTHER,glc,3FGL J1736.2-4444,PowerLaw,826.98785,NGC 6388,512,0.1464740123271893,0.8535259876728106,0.297453355361783,0.702546644638216,0.5361565400943328,0.46384345990566805,0.6861457001722548,0.3138542998277459,1.0,0.968,0.188,0.0
