Source_Name_3FGL,Flux_Density,Unc_Energy_Flux100,Spectral_Index_old,Signif_Curve,var_1,hr12_1,hr23_1,hr34_1,hr45_1,GLAT_1,Pivot_Energy_1,SpectrumType_1,GLON_1,AGN_BDT_1,PSR_BDT_1,AGN_NN_1,PSR_NN_1,AGN_LR_1,PSR_LR_1,AGN_RF_1,PSR_RF_1,BDT_P,NN_P,LR_P,RF_P,Flags_1,Source_Name_4FGL,GLON_2,GLAT,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12_2,hr23_2,Unc_PLEC_Expfactor,hr34_2,hr45_2,hr56,hr67,Variability_Index,Pivot_Energy_2,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT_2,PSR_BDT_2,AGN_NN_2,PSR_NN_2,AGN_LR_2,PSR_LR_2,AGN_RF_2,PSR_RF_2,Times in Testing,Flags_2
3FGL J0533.8-3754,-28.373013306161912,-27.77835455437425,2.3432455,-1.541852350743209,4.050848544296966,-0.4330463656779254,-0.7856600214518255,-0.7225287363855886,-0.15184503624003623,-30.88655,1087.7297,PowerLaw,242.7934,0.9998133372774932,1.866627224934007E-4,0.9957063693566669,0.0042936306433354774,0.9999933828879624,6.617112036832516E-6,0.9868332999982682,0.013166700001731712,0.0,0.0,0.0,0.0,256,4FGL J0533.8-3749,242.71043,-30.862461,-22.15366136625626,2.3163185,0.13493343,0.010219331,0.04537245,0.8204494,-0.76830685,0.0029901608,-0.5322935,-0.84404844,-0.56679785,-0.08190288,3.211144522915609,7.130205790199527,AGN,fsrq,PowerLaw,3FGL J0533.8-3754,PKS 0532-378,0.999975943627074,2.405637292619943E-5,0.9971089700980144,0.0028910299019851513,0.9999290228547294,7.097714527088834E-5,0.9981521273644713,0.0018478726355280084,307,0
3FGL J0538.9+1646,-31.398723152371776,-27.45364275662884,1.890715,0.7709893149009096,3.8141281081176506,0.023153052338115508,0.4399203676813526,-0.38119115780525126,-0.5864841278580718,-7.659905,4457.614,PowerLaw,189.59848,0.999356596304528,6.43403695485E-4,0.9220975422934091,0.07790245770659134,0.9660145134949512,0.033985486505048276,0.9950031058193352,0.004996894180664338,0.0,0.0,0.0,0.0,0,4FGL J0539.0+1644,189.62473,-7.674745,-21.827549068806743,1.9050057,0.2398048,0.36080357,3.1215355,-0.9997559,0.9983082,0.0020160445,-0.08671637,0.08489619,-0.62880814,-0.8041532,3.07231956346752,8.354444447277807,AGN,bcu,LogParabola,3FGL J0538.9+1646,NVSS J053855+164612,0.9997694595631172,2.3054043688400982E-4,0.9946612095518027,0.005338790448196999,0.9978133185545065,0.0021866814454929947,0.9898722524906716,0.01012774750932729,301,0
3FGL J0540.0+1208,-30.85883383110431,-27.414047036730253,2.1070893,-1.498020516763739,3.879204398190888,-0.08358974759494817,-0.8753028113179652,-0.3324291019313376,-0.2988629311006355,-9.836587,3295.4668,PowerLaw,193.73526,0.9995988302440251,4.011697559963688E-4,0.9945426919910388,0.005457308008960867,0.9999881228907845,1.1877109214937783E-5,0.9972104437091933,0.0027895562908070684,0.0,0.0,0.0,0.0,0,4FGL J0540.0+1209,193.7352,-9.830703,-21.86513221255455,2.414904,0.12803549,-0.017094936,0.2553522,-0.614024,-0.7148131,0.001161004,-0.84051013,-0.56616634,-0.371944,-0.8133936,1.6935192315054834,7.305540841385226,AGN,bcu,PowerLaw,3FGL J0540.0+1208,NVSS J054005+120955,0.9998689395895315,1.310604104681017E-4,0.9964863675755788,0.0035136324244203383,0.9989610716287237,0.001038928371276035,0.9969777939145883,0.003022206085412372,293,0
3FGL J0557.7-0720,-30.891368755779595,-27.4349390046624,2.1480634,-1.0557090470459043,3.4983060039050233,-0.8089276008352212,-0.2988866367713004,-0.7461798823513022,-0.172757044340822,-15.24574,3111.073,PowerLaw,213.4565,0.9987479277464273,0.0012520722535611488,0.9940931366098239,0.005906863390176551,0.9997296465109148,2.7035348908494304E-4,0.985632356650095,0.014367643349902638,0.0,0.0,0.0,0.0,0,4FGL J0557.6-0721,213.45105,-15.280525,-22.283562852461316,1.9804894,0.22328058,0.00900005,0.08451436,0.99912477,-0.31501862,8.79808E-4,-0.88369375,0.16107461,-0.63233745,-0.01355356,2.7371829257122777,8.515137079065228,AGN,bcu,PowerLaw,3FGL J0557.7-0720,PMN J0557-0719,0.9999441118541305,5.588814587029449E-5,0.9969251283909264,0.003074871609073257,0.9995011778113597,4.988221886415671E-4,0.9974382857191317,0.0025617142808682667,308,0
3FGL J0559.8+3042,-32.61802270421985,-27.441078837404593,1.7110547,0.7005455450438457,3.6634472806158014,-0.9999953066817263,0.999801934432957,0.0023288091614438395,-0.4839796808641839,3.5618856,8363.287,PowerLaw,180.03539,0.9996654001099596,3.345998900511398E-4,0.9363512510683234,0.06364874893167573,0.9845346839467422,0.015465316053258207,0.9949403904523192,0.005059609547680411,0.0,0.0,0.0,0.0,0,4FGL J0559.6+3044,179.98242,3.5338252,-22.603531340274134,1.6880567,0.27682218,0.45445162,3.339656,0.785973,-0.99994355,0.0015965307,0.9999953,0.50238013,-0.41823673,-0.553166,1.5882909332628237,9.137210813327517,AGN,bcu,LogParabola,3FGL J0559.8+3042,87GB 055627.1+304251,0.9931921707455869,0.006807829254412534,0.9514850799918155,0.04851492000818459,0.9901418853612783,0.009858114638721067,0.9773091378639642,0.02269086213603676,288,0
3FGL J0601.5+2309,-27.360008357729242,-26.928999232300594,2.484669,0.43426673055754395,3.8241905277912625,-0.6780363081264914,-0.665413597280059,-0.7934080864669532,-0.7343855511864937,0.1465086,914.2176,PowerLaw,186.79189,0.99682062621926,0.0031793737807214186,0.8981715664707213,0.10182843352927934,0.9456663802846786,0.054333619715321003,0.9577486299860267,0.04225137001397309,0.0,0.0,0.0,0.0,256,4FGL J0601.4+2320,186.62045,0.22957434,-21.36675833353309,2.714411,0.13339956,0.08667174,1.0853417,-0.750444,-0.3043728,0.002404421,-0.84537226,-0.6905862,-0.6782349,-0.99995446,1.5880864579213356,6.575456242435714,AGN,fsrq,PowerLaw,3FGL J0601.5+2309,MG2 J060149+2324,0.9982644279129402,0.0017355720870597404,0.9882643348995567,0.01173566510044343,0.9880377412745229,0.011962258725476902,0.982140230749269,0.017859769250730254,297,0
3FGL J0605.0-0000,-30.258593273360457,-27.345749320862986,2.008549,0.22786255926090063,3.9488381351766995,-0.28309637566458956,-0.5725710755266692,-0.47627232740447517,-0.38921242324820665,-10.302232,3121.2192,PowerLaw,207.59874,0.9994174922893531,5.825077106517798E-4,0.9870377433930526,0.012962256606947853,0.9955764893115092,0.004423510688489918,0.9966028475933548,0.0033971524066447947,0.0,0.0,0.0,0.0,0,4FGL J0604.9-0000,207.57933,-10.327148,-21.315412329383488,2.077517,0.15407762,0.11792205,1.9000758,0.9999808,-0.70739084,0.0012333266,-0.60287136,-0.4714437,-0.31334853,-0.9999989,1.6556553898203978,8.087608633928282,AGN,bcu,PowerLaw,3FGL J0605.0-0000,GB6 J0604+0000,0.9991957957391836,8.042042608167842E-4,0.9916452372733687,0.008354762726631692,0.9870973208873332,0.012902679112667676,0.9922291838832518,0.007770816116747541,298,4
3FGL J0623.1-4143,-29.53781521115333,-27.88565378634771,2.2900796,-0.6139750116953873,3.4577963427412914,-0.9178029938819195,0.24280270313850863,-0.6370885777240841,-0.7686549406792701,-22.665697,1408.542,PowerLaw,249.54938,0.994697247870909,0.005302752129102206,0.9918471011675412,0.008152898832459581,0.9972747758826396,0.0027252241173612536,0.963332137367747,0.036667862632252454,0.0,0.0,0.0,0.0,0,4FGL J0622.7-4141,249.49553,-22.718807,-21.653936082336344,2.162274,0.21462056,0.5178948,4.227023,-0.9999999,0.99999905,0.0047763637,-0.32910812,-0.5701217,-0.9219564,-0.9996674,1.808828920857416,7.4155673264851165,AGN,bcu,LogParabola,3FGL J0623.1-4143,SUMSS J062242-414357,0.8087856486934077,0.19121435130659256,0.9104823990053322,0.08951760099466836,0.911057337486125,0.08894266251387514,0.8211510488500807,0.17884895114991964,303,0
3FGL J0638.4+5704,-25.520931317135013,-27.9294929221002,2.927151,0.35770409418190335,4.122569951591858,-0.8845666490745744,-0.8077782072109592,-0.21123896242128368,-0.8525412852487604,20.810717,333.18195,PowerLaw,158.42148,0.9999072123431747,9.278765680291142E-5,0.9912036225611827,0.00879637743881773,0.998362351174542,0.0016376488254586103,0.9884736353027047,0.011526364697295293,0.0,0.0,0.0,0.0,1,4FGL J0638.7+5658,158.5338,20.824528,-22.733750115002376,2.669058,0.21142769,0.233442,1.8911983,0.9998842,-0.7006328,0.00803645,-0.80798984,-0.6855335,-0.9995543,-0.998553,2.5698929961427406,6.510125355490556,AGN,bcu,PowerLaw,3FGL J0638.4+5704,GB6 J0638+5701,0.9980939786051674,0.0019060213948330935,0.9944262441137963,0.005573755886203839,0.9918043138297596,0.008195686170240352,0.9857278759150855,0.014272124084914205,304,1
3FGL J0644.6+6035,-28.12659284088819,-27.87306713605318,2.2764657,0.05741646942962959,4.0990945133217185,-0.8162257518858936,-0.5032566306097491,-0.5160005793528826,-0.4628879915814917,22.594389,1100.7498,PowerLaw,155.04752,0.9992206046449609,7.793953550415616E-4,0.9940769584024183,0.005923041597581908,0.9986365792965556,0.0013634207034453022,0.9927266490197101,0.007273350980288693,0.0,0.0,0.0,0.0,0,4FGL J0644.6+6039,154.98067,22.616528,-21.83856814301338,2.060559,0.11703835,0.033889268,0.69823813,0.9998558,-0.8071094,7.0269057E-4,-0.5135415,-0.4121904,-0.4977877,-0.67894673,3.313525497167849,7.886332197391564,AGN,bll,PowerLaw,3FGL J0644.6+6035,NVSS J064435+603849,0.999970822568066,2.9177431933394446E-5,0.9974440180371268,0.002555981962873336,0.9996025965036044,3.9740349639554674E-4,0.9996569432440376,3.430567559637751E-4,300,0
3FGL J0647.6+0032,-25.894232466834026,-26.941881354356685,2.4574044,0.8962084254714199,3.897697077597684,-0.4111868807979477,-0.8356414861643424,-0.7212980203119403,-0.5730556333847211,-0.59796613,672.5201,PowerLaw,212.02522,0.9960147862560758,0.003985213743908671,0.8253371935510736,0.1746628064489271,0.928877540909463,0.07112245909053619,0.9566818702248912,0.04331812977510876,0.0,0.001,0.0,0.0,0,4FGL J0647.7+0031,212.05276,-0.57211107,-21.157970912904425,2.5571864,0.11770544,0.071447216,1.1355928,0.9999041,0.09467661,0.0012395246,-0.8277371,-0.77152747,-0.52082795,-0.67575896,1.6665289151223703,6.784632273531662,OTHER,spp,PowerLaw,3FGL J0647.6+0032,SNR G213.0-00.6,0.9957385175762005,0.0042614824238213075,0.9858173280330667,0.014182671966932807,0.990123115670676,0.00987688432932312,0.9816062324605828,0.018393767539417055,0,258
3FGL J0647.8+1751,-26.852528787434597,-27.202762563362345,2.7028124,1.2423765588593814,3.716793457813742,-0.6101823817556127,-0.8949053358124048,-0.45679447794949535,-0.6524532042513629,7.268618,656.27594,PowerLaw,196.55954,0.9856334765731913,0.014366523426793763,0.7823422775845812,0.21765772241541856,0.8647199938444134,0.13528000615558586,0.9155361345588838,0.08446386544111707,0.0,0.003,0.0,0.0,1,4FGL J0648.2+1745,196.68475,7.326168,-22.702439663018705,1.8853036,0.160917,-0.077683635,0.94570357,0.99984425,-0.7015636,2.5558734E-4,-0.68147564,-0.46953437,-0.535283,-0.5572063,1.7269931423324394,8.886614634471563,AGN,bcu,PowerLaw,3FGL J0647.8+1751,GB6 J0648+1749,0.9998506668094088,1.4933319059174454E-4,0.9896702976928067,0.010329702307193772,0.9942091310572391,0.005790868942761365,0.9987942971739141,0.0012057028260855185,296,0
3FGL J0650.9+6524,-27.33314277752158,-28.04574089166966,2.5400684,-2.607273978276101,3.8531117150208445,-0.8324936377297658,-0.6059805749532393,-0.6098149205370507,-0.8838774144739625,24.45203,637.60443,PowerLaw,150.12836,0.9968795567651869,0.003120443234792021,0.9960836912224502,0.003916308777549091,0.9999963354949525,3.6645050473430174E-6,0.9630485580433857,0.03695144195661277,0.0,0.0,0.0,0.0,1,4FGL J0651.4+6525,150.12971,24.499779,-21.886621221243555,2.0953057,0.14083491,0.14269081,2.0119603,0.06429877,-0.55756944,0.0015718145,-0.3923145,-0.40183124,-0.8337291,-0.9741371,2.469395623595657,7.678293130596281,AGN,bcu,PowerLaw,3FGL J0650.9+6524,NVSS J065125+652458,0.9992832226065517,7.167773934486163E-4,0.9962148767219963,0.003785123278003875,0.991463796686176,0.008536203313823655,0.9955815224448669,0.004418477555132059,314,0
3FGL J0716.0-4525,-30.142196302423276,-27.756129385721447,2.2582495,-2.7436328201526177,3.644137808622017,-0.8822537063956676,-0.5687212348633901,-0.6657158670291284,-0.4621490012325013,-14.9429865,1866.3899,PowerLaw,256.6907,0.9994890083781065,5.109916218669115E-4,0.995893414362984,0.004106585637016636,0.9999977327388544,2.267261146085801E-6,0.9839843131469179,0.016015686853083768,0.0,0.0,0.0,0.0,0,4FGL J0715.6-4528,256.71634,-15.026118,-21.695561562002116,2.2482114,0.088267766,-0.037129518,0.91680807,0.87375546,-0.58604354,1.4464391E-4,-0.64946395,-0.6420016,-0.8692361,0.4663333,2.6013376626158378,7.348013492325082,AGN,bll,PowerLaw,3FGL J0716.0-4525,SUMSS J071544-453031,0.9990645150194095,9.354849805906997E-4,0.9960575321845806,0.003942467815419757,0.9985628732240336,0.0014371267759670386,0.9941307508862518,0.005869249113748751,306,0
3FGL J0721.5-0221,-31.31957634260988,-27.61464012005611,2.0026686,-2.0920608310362137,3.7010887168068693,0.8035768872804164,-0.44035589225446997,-0.5581615111712227,-0.39029433826530663,5.5968394,3671.5842,PowerLaw,218.4831,0.9994062290508956,5.937709491207553E-4,0.9950309792717688,0.004969020728231511,0.9999921889331777,7.811066822039874E-6,0.9962017746062507,0.003798225393749946,0.0,0.0,0.0,0.0,256,4FGL J0721.3-0222,218.46568,5.5489306,-22.305488076085837,1.9256374,0.20414715,0.044888522,0.4993908,0.9863846,-0.9980611,7.514663E-4,0.95602167,-0.7210668,-0.43990222,0.048242882,2.173616117796113,8.404981705809181,AGN,bll,PowerLaw,3FGL J0721.5-0221,1RXS J072114.5-022047,0.9998808596586176,1.191403413823567E-4,0.9924690413815052,0.0075309586184946304,0.9994393073350707,5.606926649289866E-4,0.998230902775504,0.0017690972244964877,314,0
3FGL J0725.8-3532,-29.095952533113255,-27.44400716897079,2.3585443,0.25735450578657554,3.5723751318050567,-0.8115409727663679,-0.69082224917392,-0.6237116009592443,-0.11480575887986005,-9.017494,1422.9324,PowerLaw,248.37883,0.9998498982016617,1.5010179832842537E-4,0.9844128849205458,0.015587115079455302,0.9952365220092106,0.004763477990789449,0.9910689508955455,0.008931049104454285,0.0,0.0,0.0,0.0,0,4FGL J0725.6-3530,248.33064,-9.030086,-22.308139008658962,2.2812324,0.17898302,-0.017209444,0.2174781,-0.10640381,-0.79933816,0.0015688614,-0.8117615,-0.3445431,-0.63581944,-0.48067465,2.636065542001958,7.8792705916013235,AGN,bcu,PowerLaw,3FGL J0725.8-3532,NVSS J072547-353039,0.9999365338179854,6.346618201417193E-5,0.9963479116208191,0.003652088379180738,0.9995642710056455,4.3572899435503047E-4,0.9990672189570632,9.327810429375743E-4,312,0
3FGL J0731.8-3010,-33.475962248412976,-27.561941421544148,1.6692368,-0.3528871979428958,3.4720673791341223,-0.9998970361061206,0.9998946320336461,-0.4191134886896623,0.18706682342479275,-5.3990955,10966.364,PowerLaw,244.19069,0.9997451975756635,2.5480242431374537E-4,0.9826876523091685,0.0173123476908309,0.9996160149228394,3.83985077159452E-4,0.9954840016613717,0.00451599833862771,0.0,0.0,0.0,0.0,0,4FGL J0731.8-3009,244.16713,-5.396684,-22.200391912147854,2.0623474,0.21105751,0.0030475121,0.05352678,-0.38341886,-0.8999039,6.7588297E-4,-0.15229559,-0.75881547,-0.16114032,-0.6976186,2.2688284893089907,8.300241679794391,AGN,bcu,PowerLaw,3FGL J0731.8-3010,NVSS J073151-301058,0.999942463837702,5.753616229778989E-5,0.9962038204023421,0.0037961795976580613,0.999823603753397,1.7639624660278533E-4,0.9979613516866314,0.0020386483133681584,283,0
3FGL J0733.3+5904,-26.014106821419627,-27.97509342205211,2.7803707,0.0989008166545055,4.309908661926486,-0.814185857740426,-0.8602108173974847,-0.3084678594485318,-0.7515844524722357,28.310799,409.60196,PowerLaw,157.97292,0.9999859842292762,1.401577074388279E-5,0.9942692167869464,0.00573078321305422,0.99943915502578,5.608449742185456E-4,0.9959997901364672,0.004000209863532831,0.0,0.0,0.0,0.0,0,4FGL J0733.1+5910,157.85199,28.295568,-22.4002194965205,2.3628638,0.18228205,0.11833196,1.0535096,0.9909175,-0.22638284,0.0029314873,-0.59398395,-0.6876502,-0.8196115,-0.44933018,1.9948165509341964,7.101807099759829,AGN,bcu,PowerLaw,3FGL J0733.3+5904,GB6 J0733+5909,0.9987675992886297,0.0012324007113699218,0.9952766436782159,0.004723356321784506,0.9928270080889621,0.007172991911037712,0.988323145833723,0.011676854166277194,313,0
3FGL J0737.8-8245,-31.223229135347964,-27.654834824867912,1.9193196,-1.7630221693757604,3.7326305147287444,-0.2203475232968781,-0.7137584951258283,-0.29592031860129986,-0.1673561579639341,-25.45458,4000.7874,PowerLaw,295.07507,0.9996790880943259,3.209119056934441E-4,0.9953161509318647,0.004683849068134791,0.9999950895806275,4.9104193726345615E-6,0.9968615676915528,0.0031384323084479543,0.0,0.0,0.0,0.0,0,4FGL J0737.3-8247,295.0982,-25.475178,-21.322383864131886,1.9661317,0.09277876,0.070559,1.6838676,-0.9993516,0.9999969,5.059194E-4,-0.517728,-0.44188163,-0.42250952,-0.7264609,2.026165702566939,8.031335589466487,AGN,bcu,PowerLaw,3FGL J0737.8-8245,SUMSS J073706-824836,0.9996437450934103,3.562549065902105E-4,0.9959039602141184,0.004096039785881734,0.9984463659225415,0.0015536340774583793,0.9971966907937305,0.00280330920627034,290,0
3FGL J0746.4-0225,-29.692725298766582,-27.568618311310768,2.0025747,-0.18097773213091403,4.0911573216963175,-0.6140233439024987,-0.48423486152282796,-0.5129408432068301,-0.32624270438842307,11.082273,2268.7786,PowerLaw,221.48625,0.99970299748872,2.970025112895756E-4,0.9941770066251324,0.005822993374868041,0.9992170363491397,7.829636508591887E-4,0.9980493798847276,0.00195062011527303,0.0,0.0,0.0,0.0,0,4FGL J0746.3-0225,221.48145,11.061638,-21.540641244510475,1.805378,0.14995927,0.13522834,2.2904644,-0.915767,0.9998205,5.739636E-4,-0.6103244,-0.15345019,-0.37322924,-0.6294893,3.0624963676897052,8.322450976621992,AGN,bcu,PowerLaw,3FGL J0746.4-0225,2MASS J07462703-0225492,0.9999243047419089,7.569525809152176E-5,0.9951020220641039,0.004897977935896293,0.9995088622757947,4.911377242056244E-4,0.9987331911118178,0.0012668088881818977,295,0
3FGL J0747.5-4927,-29.57480345038784,-27.41858646070538,2.2734842,-0.25375096565730076,3.6801520811428365,-0.7231593391506516,-0.7635385323643958,-0.29845383832734385,-0.4633834789453144,-11.9038315,1921.2003,PowerLaw,262.8065,0.9997649511846297,2.35048815350637E-4,0.9918007241077678,0.008199275892231678,0.9989444449718206,0.0010555550281802233,0.9949770572193186,0.005022942780681194,0.0,0.0,0.0,0.0,0,4FGL J0747.5-4927,262.80573,-11.909673,-21.517517536611173,2.281611,0.119060315,0.057989098,1.0819985,-0.5251314,-0.72354233,0.0013554824,-0.7132699,-0.46187863,-0.6790405,-0.86304647,2.463915247789191,7.505826982192981,AGN,bcu,PowerLaw,3FGL J0747.5-4927,2MASS J07472476-4926332,0.9998046626682768,1.9533733172230567E-4,0.9963819011512824,0.003618098848718124,0.9983181074918965,0.0016818925081033276,0.9988906589512978,0.0011093410487018614,289,0
3FGL J0749.0+4459,-27.785079583340835,-27.886472321744247,2.3717525,-0.6878817672111003,4.323988407441023,-0.716658109037959,-0.5740780173802255,-0.5671577945085893,-0.8519277459530681,28.617638,868.7137,PowerLaw,174.22607,0.998548869047027,0.001451130952952368,0.9952968743911151,0.0047031256088842,0.9996847363945078,3.1526360549357545E-4,0.9851547030474658,0.014845296952535197,0.0,0.0,0.0,0.0,0,4FGL J0749.3+4453,174.3446,28.657005,-21.47301465494987,2.2849777,0.10262539,0.08341614,1.5795773,0.99823284,-0.51690805,0.0013907857,-0.6291257,-0.6314567,-0.7387794,-0.9999218,3.7705258357297096,7.078195194476275,AGN,bcu,PowerLaw,3FGL J0749.0+4459,SDSS J074916.88+445232.1,0.9999047395731556,9.526042684405688E-5,0.9976518850868139,0.002348114913184998,0.9991053198156487,8.946801843506308E-4,0.9987347793046389,0.0012652206953611487,324,0
3FGL J0749.5+1320,-29.268783660006132,-27.62395106772369,2.2493107,0.8047628816897905,3.841011526494816,-0.9097590800580474,0.03524679460657557,-0.7152654296318703,-0.7625267821196859,18.820091,1621.5061,PowerLaw,207.2346,0.998916228429273,0.0010837715707112678,0.9324841764664213,0.06751582353357706,0.8656745736860803,0.134325426313918,0.979120474637677,0.020879525362322876,0.0,0.0,0.0,0.0,0,4FGL J0749.6+1324,207.1784,18.866392,-21.49344658045623,2.3160312,0.30304375,0.6260861,3.89077,-0.8267119,0.16562177,0.007845923,-0.23900633,-0.709085,-0.9851312,-0.98920643,1.9534675899914513,7.044972072167693,AGN,bcu,LogParabola,3FGL J0749.5+1320,SDSS J074935.95+132156.0,0.8371053854692685,0.16289461453073112,0.8923893182043061,0.1076106817956937,0.8508298287750691,0.14917017122493148,0.863312699776574,0.13668730022342548,294,0
3FGL J0752.6-1629,-29.482293038162112,-27.492756032418292,2.199274,0.4536061727691951,3.7395610902266982,-0.689069843690954,-0.41606474097934315,-0.5758825942476845,-0.7317179594463101,5.4891796,1914.2279,PowerLaw,234.62473,0.9993725491879103,6.274508120910356E-4,0.937890793768512,0.062109206231486955,0.952741231762046,0.04725876823795307,0.9957893559215103,0.004210644078489328,0.0,0.0,0.0,0.0,1,4FGL J0752.3-1631,234.63164,5.417295,-21.42354965160672,1.9711607,0.13548112,0.12681465,1.9911039,0.13873439,-0.2615792,8.8442507E-4,-0.2419525,-0.3738651,-0.68277174,-0.34155893,1.7085090648280192,8.06719176170768,AGN,bcu,PowerLaw,3FGL J0752.6-1629,NVSS J075223-163340,0.999357449525387,6.425504746134292E-4,0.9815351750567091,0.018464824943291144,0.9851721046398659,0.014827895360133384,0.9964941828152123,0.00350581718478779,309,0
3FGL J0802.3-0941,-28.438289654277334,-27.55711501414928,2.2820556,-1.044854711121978,3.5802761864142645,-0.6490850104227932,-0.5928482262152073,-0.5254673190097823,-0.49755286248127495,10.974437,1289.7836,PowerLaw,229.91704,0.9992660820586489,7.339179413329294E-4,0.9952068904512328,0.0047931095487678795,0.9997689505296261,2.3104947037328092E-4,0.9872527745238051,0.012747225476194732,0.0,0.0,0.0,0.0,0,4FGL J0802.3-0942,229.92487,10.952673,-21.30729300774823,1.925432,0.10829766,0.066121735,1.4315771,-0.11041195,-0.7148974,5.621567E-4,-0.5153567,-0.3749244,-0.38137934,-0.8644033,2.3406893475092807,8.04043312476519,AGN,bcu,PowerLaw,3FGL J0802.3-0941,WISEA J080215.63-094250.9,0.9998058004362704,1.9419956373033383E-4,0.9942568484775027,0.005743151522496644,0.9985885042234545,0.001411495776546075,0.9991333576676634,8.666423323360913E-4,297,0
3FGL J0813.5-0356,-32.589698084069774,-27.709614208135804,1.6670097,0.6881355935098146,3.469690261507449,-0.9994345155630443,0.9899114037983795,0.021278003067697556,-0.34821232385333634,16.261818,6371.0244,PowerLaw,226.22044,0.9998316002391835,1.6839976083190254E-4,0.976930068008929,0.023069931991071504,0.9862715898711859,0.01372841012881368,0.9952452705294783,0.00475472947052194,0.0,0.0,0.0,0.0,0,4FGL J0813.7-0356,226.25172,16.292763,-22.391688832025583,1.7354335,0.2128737,0.16424216,1.7434113,-0.6983495,-0.78882265,7.5647276E-4,-0.47529206,0.1925767,-0.49337316,-0.6635213,2.0593911989875524,8.708616600395239,AGN,bcu,PowerLaw,3FGL J0813.5-0356,NVSS J081338-035716,0.9997059929526236,2.940070473760453E-4,0.9957078659754282,0.004292134024571275,0.9987441294364782,0.0012558705635217105,0.998099180520274,0.001900819479726861,263,0
3FGL J0823.6-4838,-26.197403380134887,-26.95203695916551,2.6124713,1.3285160316425304,4.498429607370188,-0.5209255402626027,-0.8708479959930315,-0.7569134786945546,-0.9086073680690313,-6.4258246,651.0054,PowerLaw,265.20532,0.9963381083518984,0.0036618916480867163,0.694168430638565,0.3058315693614352,0.8281982333415581,0.17180176665844266,0.9579026272460057,0.04209737275399532,0.0,0.006,0.0,0.0,0,4FGL J0823.7-4838,265.221,-6.41041,-21.37636950063932,2.7788043,0.13020669,0.0802095,1.201651,-0.30897117,-0.7619876,0.002609771,-0.7697296,-0.7036903,-0.9537383,-0.99975675,2.7315960104125727,6.679580090184675,AGN,bcu,PowerLaw,3FGL J0823.6-4838,PMN J0823-4837,0.9996118154650686,3.8818453493078594E-4,0.9949298639739739,0.005070136026026489,0.9942261284415786,0.005773871558421206,0.9959797297419523,0.004020270258048073,296,0
3FGL J0826.3-6400,-28.46533984088594,-27.67738510564088,2.34202,-1.447216432169963,3.565351658250661,-0.7688789569982749,-0.5765684247961099,-0.816796467298679,-0.28814059135789155,-14.649408,1123.7828,PowerLaw,278.43707,0.9985769117981543,0.00142308820186412,0.9948030677642878,0.005196932235712407,0.9999238094466083,7.61905533911849E-5,0.975120523326862,0.02487947667313728,0.0,0.0,0.0,0.0,0,4FGL J0826.4-6404,278.50034,-14.67364,-21.642849967634646,1.8125762,0.119146295,0.05589723,1.1052938,-0.99989545,0.9999642,5.0043775E-4,-0.40959388,-0.50700396,-0.34599403,-0.23341453,2.565359206698792,8.535324422707982,AGN,bll,PowerLaw,3FGL J0826.3-6400,SUMSS J082627-640414,0.999855850617032,1.4414938296757756E-4,0.9963358937752294,0.0036641062247709287,0.9996405632642162,3.5943673578338374E-4,0.9991767523829804,8.232476170189452E-4,304,0
3FGL J0830.8+2629,-27.600940508103648,-27.789558148417083,2.5567951,-0.28993260299693585,4.028596136111275,-0.7006350034277311,-0.7864284986527581,-0.44446285787754547,-0.9999852619696054,32.552692,704.4848,PowerLaw,197.41391,0.9997393058894218,2.6069411057016973E-4,0.9939829046945751,0.006017095305424194,0.9978506657412568,0.002149334258743339,0.9800283292402981,0.01997167075970151,0.0,0.0,0.0,0.0,0,4FGL J0831.4+2631,197.42659,32.707424,-22.796185510184078,2.6823242,0.17305025,-0.039874204,0.49863708,-0.6499403,-0.64865863,0.0026490171,-0.79439294,-0.526718,-0.99999815,0.64874995,2.0638304438420434,6.441622388751145,AGN,bcu,PowerLaw,3FGL J0830.8+2629,MG2 J083121+2629,0.9993539204650526,6.46079534947295E-4,0.9971859558059718,0.002814044194028105,0.9991290400337125,8.709599662872355E-4,0.9956507925373538,0.004349207462646159,320,0
3FGL J0838.8-2829,-27.53745181420989,-27.44601142540568,2.2250345,1.143984618691023,3.759709400478387,-0.5157506253581491,-0.5022601927110577,-0.6259216295794384,-0.9462110759133158,7.8007984,1097.8082,PowerLaw,250.60503,0.2800148782148374,0.7199851217851594,0.39152997639679626,0.6084700236032033,0.5593597392775187,0.4406402607224811,0.653605734765898,0.346394265234102,1.0,0.821,0.029,0.0,0,4FGL J0838.7-2827,250.57239,7.809594,-20.396783714166077,2.122518,0.0807656,0.28074825,6.4832973,0.81092,-0.10819604,0.0017630799,-0.48365363,-0.47838613,-0.9331557,-0.9914816,1.7643563050453928,7.173706027397355,OTHER,unk,LogParabola,3FGL J0838.8-2829,1RXS J083842.1-282723,0.0037209626238493467,0.9962790373761269,0.06638527836034129,0.9336147216396586,0.4287886457230807,0.5712113542769197,0.18276757120324807,0.8172324287967532,0,0
