0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD
4FGL J0000.3-7355,0.9993626430904201,0.0008464599003617689,0.0006373569095799234,0.0008464599003617689,0.9999042400060771,0.0005707194784741418,9.575999392288134e-05,0.0005707194784741424,0.9946347264311205,0.01008921161729141,0.005365273568879475,0.010089211617291408,0.9986991965572949,0.000753480096976309,0.0013008034427051543,0.000753480096976309
4FGL J0000.5+0743,0.9986459569685974,0.0021718469378571585,0.0013540430314026317,0.0021718469378571585,0.9990912846882393,0.0033465426022659447,0.0009087153117607653,0.003346542602265944,0.9685335219337121,0.023879464548299822,0.03146647806628787,0.023879464548299825,0.9875679787163132,0.006383576085911436,0.012432021283686777,0.006383576085911435
4FGL J0003.3+2511,0.9759519419392465,0.03588714209955986,0.024048058060753497,0.03588714209955986,0.8371406619256659,0.29401557236170345,0.16285933807433406,0.29401557236170345,0.8920201810888413,0.04736030563505357,0.10797981891115864,0.04736030563505358,0.2364902139504669,0.06658451186687143,0.7635097860495331,0.06658451186687143
4FGL J0003.6+3059,0.31772931729756326,0.19932207580578234,0.6822706827024367,0.19932207580578234,0.272187428719441,0.32681521915029854,0.7278125712805591,0.32681521915029854,0.19665612388201026,0.07553347050596082,0.8033438761179896,0.07553347050596082,0.1810811188094889,0.06546553385097338,0.8189188811905111,0.06546553385097338
4FGL J0004.0+5715,0.5209084066556837,0.19889774709371225,0.4790915933443163,0.19889774709371225,0.9397926462504106,0.15192109573070078,0.06020735374958943,0.1519210957307008,0.620567567757794,0.10851985440846305,0.37943243224220596,0.10851985440846305,0.7956774609978327,0.06631208961310811,0.20432253900216732,0.06631208961310811
4FGL J0004.4-4001,0.9995829707218634,0.0003113528120142687,0.0004170292781367149,0.00031135281201426863,0.9999442454728157,0.00036355987949106847,5.5754527184278066e-05,0.0003635598794910682,0.9984124524485515,0.004916551190406172,0.0015875475514484907,0.0049165511904061664,0.9998320905227674,0.00010139814408132296,0.00016790947723248811,0.00010139814408132241
4FGL J0005.6+6746c,0.3998946071161699,0.21255695711852793,0.60010539288383,0.21255695711852793,0.5601843619679788,0.3441112205198361,0.43981563803202117,0.3441112205198361,0.3817773158330087,0.12264113297779371,0.6182226841669912,0.12264113297779371,0.45676989484328673,0.11411381945958718,0.5432301051567133,0.11411381945958718
4FGL J0006.6+4618,0.9937442514838863,0.005667217795356874,0.006255748516113608,0.0056672177953568745,0.9995165514106468,0.002594891608789384,0.0004834485893532554,0.002594891608789384,0.9925811751013065,0.012622465608449391,0.007418824898693563,0.012622465608449393,0.977858901401177,0.012184519342343183,0.022141098598822857,0.012184519342343183
4FGL J0008.4+6926,0.9910293890730145,0.012314652316199184,0.008970610926985536,0.012314652316199185,0.9919890162934271,0.04834108796821363,0.008010983706572957,0.04834108796821363,0.9549383870439578,0.03498258209660301,0.04506161295604214,0.03498258209660301,0.9692217429785808,0.015669726045791595,0.03077825702141922,0.015669726045791595
4FGL J0008.9+2509,0.9988065751583863,0.013658848151997883,0.0011934248416137136,0.013658848151997883,0.9961028604044964,0.015090734472639351,0.003897139595503613,0.01509073447263935,0.9770465754847325,0.021674888821431683,0.02295342451526741,0.021674888821431683,0.9758205147764188,0.0104050108759656,0.024179485223581144,0.0104050108759656
4FGL J0009.1-5012,0.999729216830789,0.00029363828029915345,0.0002707831692110515,0.0002936382802991537,0.9999181189176258,0.0005974812837839255,8.188108237412034e-05,0.0005974812837839241,0.993521370814919,0.010605792855069855,0.006478629185081031,0.01060579285506985,0.9994875056218182,0.00027111803316293674,0.0005124943781819142,0.00027111803316293766
4FGL J0009.2+6847,0.12204598016923325,0.124411645671218,0.8779540198307668,0.124411645671218,0.12515429357333402,0.23269211644684873,0.874845706426666,0.23269211644684873,0.21457843747723832,0.07654270304727687,0.7854215625227617,0.07654270304727687,0.008361655780755192,0.003273819444540455,0.9916383442192448,0.003273819444540455
4FGL J0009.2+1745,0.9908023314992145,0.010752824101025288,0.009197668500785515,0.010752824101025288,0.9948340511767326,0.018488491184228753,0.005165948823267408,0.018488491184228753,0.9525577145652355,0.030797661519832303,0.04744228543476443,0.030797661519832303,0.9479960278858314,0.018746127261828137,0.052003972114168705,0.018746127261828137
4FGL J0009.7-1418,0.9989624968132137,0.0015603941815875463,0.001037503186786266,0.0015603941815875455,0.999562670826722,0.0020268047200459344,0.00043732917327807773,0.0020268047200459357,0.9832407491544772,0.01812562030003579,0.01675925084552278,0.018125620300035786,0.9944536321199314,0.0029097431755417944,0.005546367880068562,0.002909743175541792
4FGL J0010.2-2431,0.9997512367109161,0.0002921309435374935,0.000248763289083877,0.0002921309435374934,0.9996223433276527,0.0016836167418282908,0.0003776566723472965,0.0016836167418282902,0.9952378241103564,0.008547552527239693,0.004762175889643585,0.00854755252723969,0.9984733321178162,0.0009246742211172845,0.0015266678821837887,0.0009246742211172841
4FGL J0017.1-4605,0.9996270544985559,0.0006933724942801266,0.0003729455014439968,0.0006933724942801276,0.9942726897932836,0.01967063600240973,0.005727310206716254,0.01967063600240973,0.995583072100241,0.008287433531641119,0.004416927899759013,0.008287433531641113,0.987728822331638,0.006539468040388224,0.012271177668362068,0.0065394680403882246
