Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD
3FGL J0001.2-0748,0.9791174489487835,0.02064233702355124,0.020882551051216634,0.02064233702355124,0.9800181960201179,0.06203799051143047,0.019981803979882026,0.06203799051143047,0.855719605226699,0.04953257313389231,0.14428039477330104,0.04953257313389231,0.938921962885831,0.014109820743928364,0.06107803711416904,0.014109820743928364
3FGL J0001.4+2120,0.9999178384675789,9.949501090565105e-05,8.216153242120518e-05,9.949501090565253e-05,0.992414277838024,0.014986317551348218,0.007585722161975941,0.014986317551348218,0.9747357724751857,0.01829054678402413,0.025264227524814286,0.018290546784024125,0.9943189793999452,0.00324084406384923,0.00568102060005479,0.0032408440638492303
3FGL J0002.2-4152,0.9999436450813166,4.489139136155363e-05,5.6354918683399606e-05,4.489139136155411e-05,0.9947892309241848,0.015742546837716684,0.0052107690758151845,0.015742546837716684,0.9972721890528234,0.0028087137564924373,0.002727810947176649,0.0028087137564924446,0.9999972522801621,1.953734530919469e-06,2.7477198379079632e-06,1.953734530918522e-06
3FGL J0003.2-5246,0.9998600870551856,9.912125131017436e-05,0.00013991294481445463,9.912125131017576e-05,0.9940927840560617,0.01477511509675035,0.005907215943938383,0.01477511509675035,0.9939223161125302,0.007385732452067905,0.0060776838874697404,0.007385732452067913,0.9985176537341806,0.0006789147092167946,0.0014823462658194327,0.0006789147092167943
3FGL J0003.8-1151,0.9997561892720245,0.00023403011671591098,0.00024381072797553078,0.00023403011671590534,0.9926080245276168,0.0164967846232789,0.007391975472383275,0.016496784623278898,0.9881155265759751,0.008830354422767497,0.011884473424024941,0.008830354422767507,0.9919459985296137,0.0025535290704590745,0.008054001470386303,0.0025535290704590753
3FGL J0004.7-4740,0.9951289491998241,0.008370531474874612,0.004871050800175986,0.008370531474874612,0.9933371928785087,0.014611223343622035,0.006662807121491279,0.014611223343622035,0.9387895940200115,0.03590100753711756,0.06121040597998855,0.03590100753711755,0.987011255486877,0.004011391735253574,0.012988744513123061,0.004011391735253575
3FGL J0006.4+3825,0.9998822007918267,0.00024799005185949745,0.00011779920817321746,0.0002479900518594962,0.988542671226679,0.018267900670846778,0.011457328773320837,0.01826790067084678,0.9907342393771819,0.009628923347033415,0.009265760622818106,0.00962892334703341,0.9740678871222308,0.0061263820077564375,0.02593211287776926,0.006126382007756438
3FGL J0007.0+7302,0.004567342365628076,0.02634628037401589,0.9954326576343718,0.02634628037401589,0.04895690437051128,0.13122981503634285,0.9510430956294887,0.13122981503634285,0.11569461943048971,0.05697407831034226,0.8843053805695102,0.05697407831034226,0.00022809026924050182,0.0001428256879863563,0.9997719097307594,0.0001428256879863563
3FGL J0008.0+4713,0.9801024282766826,0.024495258603796574,0.019897571723317346,0.024495258603796574,0.6983224890183499,0.20876470620445792,0.30167751098165013,0.20876470620445792,0.9698185264617726,0.018492236630033892,0.030181473538227532,0.018492236630033885,0.7290473488192842,0.04755715152793844,0.27095265118071576,0.047557151527938435
3FGL J0008.6-2340,0.9995873809742302,0.0007222260585942694,0.0004126190257696958,0.0007222260585942682,0.9949308426769508,0.011165258923291815,0.005069157323049338,0.011165258923291815,0.9800322925000875,0.012639424146426147,0.01996770749991256,0.012639424146426144,0.9999126009565363,6.852233175563721e-05,8.739904346352477e-05,6.852233175563561e-05
3FGL J0009.1+0630,0.9999369565049592,4.020248456754181e-05,6.304349504095757e-05,4.020248456754453e-05,0.9936208725894781,0.01588043487936879,0.006379127410521939,0.015880434879368792,0.9964078295857756,0.005378479105015971,0.0035921704142244143,0.005378479105015982,0.9999598199268799,2.628643853149165e-05,4.0180073120027365e-05,2.6286438531490403e-05
3FGL J0009.3+5030,0.9999412655610506,5.042690772823571e-05,5.873443894948027e-05,5.042690772823611e-05,0.990171901743879,0.014369198503861381,0.009828098256120913,0.014369198503861381,0.9964671083336876,0.004302178562129351,0.003532891666312389,0.004302178562129352,0.9906632360671664,0.0022712595597043257,0.009336763932833654,0.002271259559704326
3FGL J0009.6-3211,0.9992713347081831,0.0016265596306221715,0.000728665291816841,0.0016265596306221724,0.9939905215437382,0.021385848516520506,0.006009478456261783,0.02138584851652051,0.9719845063048196,0.022110122898894764,0.028015493695180273,0.022110122898894746,0.9958578824873184,0.0014887587908629077,0.004142117512681499,0.0014887587908629094
3FGL J0012.4+7040,0.9999441107248201,4.752525854282073e-05,5.588927517990424e-05,4.752525854281948e-05,0.994224347608034,0.011089721196422656,0.005775652391966138,0.011089721196422656,0.9967807218081043,0.001764853429742893,0.003219278191895799,0.0017648534297429004,0.9999940674189023,3.939758065826749e-06,5.9325810977894145e-06,3.939758065830797e-06
3FGL J0013.2-3954,0.999791323327566,0.00029474973405881435,0.00020867667243385185,0.00029474973405881197,0.9959385981274358,0.009404922240701625,0.004061401872564363,0.009404922240701627,0.9956145657644448,0.0051666336212531135,0.004385434235555214,0.005166633621253119,0.9999969733733077,2.6565530578313107e-06,3.0266266923479804e-06,2.656553057831535e-06
