0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,CLASS2,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
4FGL J0009.1-5012,319.3951,-65.54536,-22.477900703638415,2.4078472,0.20013253,0.15148015,1.375943,0.97284263,-0.55746925,0.0043052034,-0.72268534,-0.58767265,-0.96198916,-0.99504125,2.6593732412030335,6.967303745480511,PowerLaw,0.13365895,0.4234309,,,,0.0,0.0,0,0.9994910712732762,0.0005089287267050075,0.9974344648238791,0.002565535176118711,0.9940625142563476,0.005937485743652525,0.9863855422169112,0.013614457783086927,0.0,0.0,0.0,0.0
4FGL J0009.2+6847,119.10994,6.235327,-21.006518903532992,2.6165042,0.18635528,0.44023114,4.4789386,-0.46070874,-0.3841832,0.007880902,-0.71955353,-0.86081463,-0.9272294,-0.9983699,1.4900501056673268,7.061216435428492,LogParabola,0.17097901,0.58146274,3FGL J0008.5+6853,,,0.0,0.0,0,0.740511929307341,0.25948807069264085,0.27701075308430906,0.7229892469156917,0.011618932188874236,0.9883810678111249,0.20249258645744875,0.7975074135425514,0.0,0.949,1.0,1.0
4FGL J0009.2+1745,108.90927,-43.96513,-22.677626051553574,2.5332298,0.28011072,0.24630912,1.7144711,-0.71931475,-0.6300978,0.0066710543,-0.58815855,-0.8256248,-0.99990636,0.6616946,2.588713472670378,6.747864539823314,PowerLaw,0.19021377,0.5856498,,agn,WISE J000848.06+175048.8,0.31,0.0,0,0.9995610526941692,0.0004389473058108319,0.997209571271657,0.002790428728341575,0.9868486827513463,0.013151317248654343,0.9847215176783783,0.01527848232162255,0.0,0.0,0.0,0.0
4FGL J0009.7-1418,83.705765,-73.91203,-22.157037675443156,2.3998108,0.120929815,0.075080775,1.0954866,0.999996,-0.3714634,0.0014970663,-0.80372804,-0.7190192,-0.372177,-0.99980676,2.503323679093137,6.796214706048908,PowerLaw,0.07368669,0.17261867,3FGL J0010.5-1425,,,0.0,0.0,0,0.9996272890953387,0.00037271090464365366,0.9972255879115883,0.0027744120884119045,0.9978976393843636,0.0021023606156355015,0.9946872019270567,0.005312798072942839,0.0,0.0,0.0,0.0
4FGL J0017.1-4605,320.38864,-69.86521,-22.959625841490908,2.8010092,0.1402191,-0.05767152,0.7361713,0.98915803,-0.76173323,0.0015201874,-0.7686702,-0.6768366,-0.9451816,-0.9954987,1.4163705783458544,6.176935306620264,PowerLaw,0.063843355,0.19430096,,,,0.0,0.0,0,0.9976991005372596,0.0023008994627482966,0.9932348970605569,0.006765102939443565,0.9877118725913152,0.012288127408685515,0.9865356521062884,0.013464347893710659,0.0,0.0,0.0,0.0
4FGL J0022.0-5921,309.86963,-57.381134,-22.046813745862547,2.537588,0.08919102,-0.0057952376,0.10795683,-0.41060922,-0.75831926,0.0011116086,-0.7182757,-0.6109099,-0.7336397,-0.99996674,3.455568768737579,6.596473443229272,PowerLaw,0.04666388,0.13310328,,,,0.0,0.0,2,0.9998804790993977,0.00011952090058840196,0.9989928407719249,0.0010071592280753838,0.9998539016886185,0.00014609831138083347,0.998809289288087,0.0011907107119116182,0.0,0.0,0.0,0.0
4FGL J0023.6-4209,321.8499,-73.93347,-22.85123680258258,1.9954411,0.17606138,-0.031098245,0.4431692,0.94646424,-0.83410853,3.7627824E-4,-0.29289755,-0.5566745,-0.9994473,0.998512,2.9215249676188004,8.086321963732122,PowerLaw,0.062351476,0.23858924,,agn,CRATES J002254-420637,0.72,0.0,0,0.9995853594742754,0.0004146405257367936,0.9987139795670582,0.00128602043294222,0.9997152342854239,0.000284765714576418,0.9970572257975987,0.002942774202400782,0.0,0.0,0.0,0.0
4FGL J0024.1+2402,114.974655,-38.41322,-22.358295438307277,2.0550044,0.1697117,0.01731128,0.24656475,-0.45307314,0.98913324,0.0013225168,-0.80156136,-0.12376198,-0.42635804,-0.9996665,2.931890429439731,7.914867878695587,PowerLaw,0.07409332,0.34101403,,,,0.0,0.0,0,0.9999227207366908,7.727926328788659e-05,0.9987204874787705,0.0012795125212292297,0.9993879272416927,0.0006120727583079815,0.9992399974105622,0.0007600025894368969,0.0,0.0,0.0,0.0
4FGL J0025.4-4838,314.39056,-67.90782,-22.420418819308413,2.120224,0.24728215,0.19902249,1.3044256,-0.87598664,-0.6207203,0.0022556304,-0.2265852,-0.7316914,-0.39647144,-0.99995095,2.31593617826415,7.766626791244769,PowerLaw,0.16308129,0.46133882,,,,0.0,0.0,16,0.9997977316569477,0.00020226834303258906,0.998608516679976,0.0013914833200236142,0.9995579075930612,0.00044209240693728015,0.9880100141918118,0.01198998580818698,0.0,0.0,0.0,0.0
4FGL J0026.1-0732,104.761604,-69.51759,-22.60029387887458,2.0678716,0.23553458,0.007497286,0.0763394,0.96486175,-0.57855695,0.0015362805,-0.7516996,-0.0845608,-0.9998975,0.99935234,0.226575935949581,7.964705637149173,PowerLaw,0.097587176,0.4889399,,,,0.0,0.0,0,0.9969108986811006,0.003089101318920005,0.9832758188196772,0.016724181180323015,0.7997426504162249,0.20025734958377342,0.9935770243677068,0.0064229756322927165,0.0,0.0,0.0,0.0
4FGL J0031.0-2327,70.318275,-84.105675,-22.51650905424902,2.1938756,0.3009217,0.6046377,2.8907936,-0.99996674,0.9996977,0.008457327,-0.39504796,-0.6783464,-0.9999992,0.99995095,1.7162202797881412,7.3377227376795675,PowerLaw,0.32244062,0.86579686,3FGL J0031.2-2320,agn,2WHSP J003120.5-233401.,0.45,0.0,0,0.9985903550325751,0.0014096449674047354,0.9728092295077615,0.027190770492236716,0.7972842648133223,0.20271573518667846,0.927838406347069,0.07216159365293012,0.0,0.0,0.0,0.0
4FGL J0031.5-5648,308.3834,-60.11082,-22.727459726786556,1.9233072,0.23820475,0.1205033,1.1865219,-0.91591537,-0.6519288,0.0021607885,-0.29841223,-0.49303713,-0.22535305,-0.9999604,2.457456272999204,8.159161241446874,PowerLaw,0.1262378,0.4946759,,,,0.0,0.0,0,0.9998230499225206,0.00017695007746665388,0.9988985422939636,0.001101457706037519,0.9999276899520437,7.231004795719531e-05,0.997338568820425,0.002661431179575003,0.0,0.0,0.0,0.0
4FGL J0034.6+6438,121.13443,1.8261667,-21.096958646631943,2.4075618,0.1477125,0.20903453,2.615125,-0.9846532,0.9999429,0.002399671,-0.64227164,-0.7263853,-0.66132796,-0.9997937,1.2223588113635582,7.697565905087321,PowerLaw,0.10449372,0.35074928,,,,0.0,0.0,0,0.9781485744612225,0.021851425538759874,0.8504744116439471,0.14952558835605292,0.10299341673058234,0.8970065832694182,0.7333821156518522,0.26661788434814804,0.0,0.0,1.0,0.0
4FGL J0035.2-1739,100.58408,-79.825195,-23.092504135077853,1.7786542,0.26173517,0.048505876,0.45255506,0.9326504,-0.79339254,8.4624975E-4,-0.39450625,-0.30055183,-0.5851418,-0.10119126,0.7110725856599884,8.642798248476526,PowerLaw,0.11647171,0.41775858,,,,0.0,0.0,0,0.9999247661014306,7.523389858571941e-05,0.9925674572892316,0.007432542710770053,0.9871153407949548,0.012884659205044,0.9984748117276342,0.0015251882723658439,0.0,0.0,0.0,0.0
4FGL J0037.2-2653,36.389965,-86.83259,-23.04812643715681,2.4598632,0.23835601,0.060050935,0.44429338,0.9991169,-0.8291821,0.0040453775,-0.6816895,-0.44899788,-0.99999946,0.99332017,1.2934122840100846,6.944547083184426,PowerLaw,0.12949081,0.4551951,,,,0.0,0.0,0,0.999118326731405,0.0008816732685736844,0.9925800197943719,0.007419980205629129,0.9705813878602771,0.0294186121397223,0.9762320801546597,0.02376791984534105,0.0,0.0,0.0,0.0
4FGL J0039.1+6257,121.53531,0.12189149,-20.026877871609408,2.3489873,0.13300067,0.53318614,6.9901166,-0.19248404,-0.54192173,0.0016059215,-0.14916933,-0.6351463,-0.9616537,-0.81124747,2.1936764497222048,7.350312875640863,LogParabola,0.1098107,0.20189956,3FGL J0039.3+6256,,,0.0,0.0,0,0.00016125821000745333,0.999838741789978,0.0698182550457563,0.9301817449542438,0.007390285802884104,0.9926097141971152,0.018209530115012362,0.9817904698849884,1.0,1.0,1.0,1.0
4FGL J0039.7+4203,120.615395,-20.753937,-22.60178737634129,2.2988558,0.20404856,0.0159863,0.1962124,0.43188727,-0.2648368,0.0015614355,-0.8281904,-0.47891375,-0.4802665,-0.99996984,2.3294634626442035,7.544952814846263,PowerLaw,0.09817626,0.33596587,,,,0.0,0.0,0,0.9997892746987704,0.00021072530120707533,0.9987813119461418,0.0012186880538583812,0.9968613530376883,0.003138646962311865,0.9961350827507296,0.003864917249270385,0.0,0.0,0.0,0.0
4FGL J0040.7-7157,304.10223,-45.138298,-22.292531563509353,1.9914885,0.2800939,0.4993468,3.0711434,-0.8434966,-0.9964569,0.0046604024,0.9799142,-0.4562085,-0.5855802,-0.9984731,0.7171375260198484,8.041276659364733,LogParabola,0.23661324,0.8224297,,,,0.0,0.0,0,0.9999080530054986,9.19469944781103e-05,0.9821971285614811,0.017802871438517855,0.9778379640574684,0.022162035942532774,0.9696269900399247,0.030373009960075265,0.0,0.0,0.0,0.0
4FGL J0045.9-2021,112.1175,-83.1215,-22.620763748918666,1.9567591,0.1966536,0.04939816,0.6343765,-0.94050235,0.99997526,9.43974E-4,-0.6532472,-0.49353585,-0.31714457,-0.75355726,2.154649261721357,8.007510247875791,PowerLaw,0.08638931,0.28069752,,,,0.0,0.0,0,0.9998611263961489,0.00013887360383907127,0.9977141357604511,0.002285864239549935,0.9992543427065005,0.0007456572935009212,0.9992452961474985,0.0007547038525006597,0.0,0.0,0.0,0.0
4FGL J0046.7-7048,303.49277,-46.309517,-22.988642087184946,2.0708344,0.19586968,-0.016095472,0.19607288,-0.9972104,0.9210557,5.7204487E-4,-0.6669575,-0.55773884,-0.9991605,0.9961869,1.4303295715173485,8.136749802712465,PowerLaw,0.074087225,0.2742608,,,,0.0,0.0,0,0.9981259050048197,0.0018740949951960263,0.9966713596524587,0.0033286403475403905,0.9891728725017666,0.010827127498233016,0.9934378092560661,0.006562190743932502,0.0,0.0,0.0,0.0
4FGL J0048.6-6347,303.44296,-53.33411,-21.534258359958486,2.1754348,0.18115535,0.3982205,4.3678927,-0.9999243,0.99952316,0.004762459,-0.40418828,-0.66950274,-0.7854947,-0.99993813,1.5794494143098416,7.201727104400953,LogParabola,0.14414299,0.5256735,3FGL J0048.1-6343,,,0.0,0.0,0,0.6516315616263562,0.3483684383736347,0.9561764553929979,0.04382354460700236,0.7032828826263464,0.2967171173736538,0.5275486508515995,0.4724513491484003,0.0,0.0,0.0,0.333
4FGL J0052.1+6444,123.01039,1.8703632,-21.280574677622546,2.5156395,0.17514867,0.2364143,2.4070873,-0.99547064,0.9997513,0.006582201,-0.46704617,-0.84611344,-0.7719512,-0.99986583,1.1287958486722862,7.412306338778881,PowerLaw,0.168674,0.6468435,3FGL J0051.6+6445,,,0.0,0.0,512,0.9940768528564156,0.005923147143592303,0.8484419610821486,0.1515580389178512,0.09739529641502792,0.9026047035849725,0.6911940255160873,0.3088059744839142,0.0,0.005,1.0,0.003
4FGL J0055.7+4507,123.732124,-17.740635,-23.249554263692776,1.771013,0.4425595,0.5161522,2.2921727,0.9999096,-0.9999997,0.009096475,0.9999886,-0.43777117,-0.27764365,-0.6540821,1.4735142432205657,8.777560339897585,PowerLaw,0.34343994,2.5597537,,,,0.0,0.0,0,0.9997987790945916,0.0002012209053991194,0.9961990782455371,0.0038009217544639254,0.9977245568924408,0.00227544310756054,0.9615592089981121,0.03844079100188732,0.0,0.0,0.0,0.0
4FGL J0057.5+6814,123.49776,5.3709292,-22.02819513562857,2.53272,0.17592308,2.597204E-4,0.0,-0.9985833,0.9905463,0.0014255025,-0.8752328,-0.5832085,-0.8921638,0.18170558,1.6527153858906853,7.379573198906752,PowerLaw,0.071244925,0.16311759,,,,0.0,0.0,16,0.9967028732020532,0.0032971267979253773,0.9956300655136224,0.004369934486377772,0.8216904156938143,0.17830958430618696,0.9762809037780054,0.02371909622199372,0.0,0.0,0.0,0.0
4FGL J0057.9+6326,123.66344,0.57604647,-22.361689652467856,1.6726426,0.31574553,0.37038267,2.0507538,-0.75293905,-0.85403293,6.5384235E-4,-0.5799879,-0.4396499,-0.14850637,-0.1129792,2.4351019530956663,9.583817338051643,PowerLaw,0.17205386,0.4585714,,,,0.0,0.0,0,0.9972830686729428,0.0027169313270328107,0.9964897930013082,0.0035102069986924105,0.9910467657764036,0.008953234223596241,0.9946212666637523,0.005378733336247377,0.0,0.0,0.0,0.0
4FGL J0058.1+6915,123.53306,6.396929,-22.001673715662097,2.552665,0.17370105,0.032970946,0.43593243,0.97341037,-0.78699374,0.0016776033,-0.63023823,-0.7355421,-0.99754685,0.97655207,2.209425537780697,7.49862186272783,PowerLaw,0.07843356,0.28971106,,,,0.0,0.0,8,0.9983598933239436,0.0016401066760376583,0.9960938767592447,0.0039061232407554157,0.8560015694206823,0.1439984305793188,0.9910973381101876,0.008902661889811883,0.0,0.0,0.0,0.0
4FGL J0058.3-4603,299.2362,-71.02254,-23.004372888102978,2.098462,0.19162391,-0.059272204,0.6387118,0.99994236,-0.6631517,9.6362346E-4,-0.7699233,-0.20665368,-0.6204807,-0.11483538,2.5344969292849924,7.945294147222112,PowerLaw,0.07373702,0.39477935,,,,0.0,0.0,0,0.9997539832768311,0.00024601672317692356,0.9987130848636042,0.0012869151363955346,0.9996945009850876,0.00030549901491247976,0.9986991875685935,0.0013008124314067599,0.0,0.0,0.0,0.0
4FGL J0059.4-5654,300.73035,-60.18506,-21.512549583988594,2.514828,0.10427359,0.23726532,3.9829772,0.18248886,-0.49821907,0.0033710634,-0.73032105,-0.8154577,-0.8780099,-0.9990394,2.774226032010459,6.754670414305403,LogParabola,0.08032021,0.24602313,3FGL J0059.1-5701,agn,PKS 0056-572,0.14,0.0,0,0.9955275338765268,0.004472466123448587,0.9921445614290222,0.00785543857097676,0.898515336484476,0.1014846635155236,0.717377071277276,0.28262292872272443,0.0,0.0,0.0,0.0
4FGL J0102.0-6240,300.84314,-54.403248,-22.769991502603073,2.0030367,0.22303848,0.09996205,0.9853003,0.99997556,-0.64813334,0.00205481,-0.4662125,-0.30778533,-0.7820471,-0.4998326,2.135018719346306,8.01545336648744,PowerLaw,0.12274367,0.43767342,,,,0.0,0.0,0,0.9995667303453228,0.0004332696546937458,0.9979584272080726,0.002041572791928064,0.9976629237475326,0.002337076252466316,0.9947847390571325,0.005215260942868756,0.0,0.0,0.0,0.0
4FGL J0102.1+4458,124.92797,-17.86201,-22.59245939806296,2.0214314,0.46559122,0.7738542,2.5300887,-0.9969884,0.8578584,0.0021675923,-0.7280103,-0.17031722,-0.51491535,-0.9995351,2.122813763659642,8.085419692550937,PowerLaw,0.3087861,0.0383794,3FGL J0102.1+4458,,,0.0,0.0,4,0.9934205505813049,0.00657944941867507,0.9949879704139215,0.0050120295860785,0.9231522141857538,0.07684778581424599,0.9885313331762218,0.011468666823778138,0.0,0.0,0.0,0.0
4FGL J0102.3+1000,127.39341,-52.764793,-22.361695724008534,1.9644006,0.32826358,0.3959765,2.3007338,-0.45761946,-0.9987252,0.0044156043,0.97399586,-0.34125528,-0.52482027,-0.99999535,1.3216654275700452,8.392642788698584,PowerLaw,0.24422736,1.0253317,,,,0.0,0.0,0,0.9999012153099617,9.878469001446255e-05,0.9947117101458711,0.005288289854129435,0.987866118253285,0.012133881746715477,0.9903128618002265,0.009687138199772861,0.0,0.0,0.0,0.0
4FGL J0104.6-0818,132.989,-70.92556,-22.654554832855272,2.3734674,0.3623292,0.06870431,0.3754106,0.07398744,-0.9189969,0.004335815,-0.2467782,-0.59371513,-0.99938387,-0.6538384,1.7716602529250172,7.1010431519914645,PowerLaw,0.19428208,0.6068921,,,,0.0,0.0,0,0.9997562812748979,0.0002437187251241574,0.9969863042934115,0.0030136957065890163,0.9892062045998118,0.01079379540018832,0.9883804406643968,0.011619559335603344,0.0,0.0,0.0,0.0
4FGL J0112.0+3442,127.72831,-27.977003,-22.62737341436303,2.3373687,0.39924687,0.34205857,1.6276882,0.92447466,0.30099624,0.0055140266,-0.55669886,-0.6224094,-0.999968,-0.990754,1.423588526085956,7.162585154165682,PowerLaw,0.2753685,0.67387706,,,,0.0,0.0,1,0.9993972619780842,0.0006027380218994639,0.9745298300779139,0.025470169922086703,0.6654888711100543,0.3345111288899449,0.945647389924731,0.05435261007526856,0.0,0.0,0.0,0.0
4FGL J0115.4-2917,236.6043,-84.2885,-23.024994052860183,1.8682702,2.775865,0.39544877,1.5024282,-0.9523308,0.9623091,0.009585362,-0.77913606,0.08954483,-0.24720696,-0.9995907,1.9502013187737504,8.465351325538226,PowerLaw,1.574489,3.3436332,,agn,2QZ J011538-2917,0.11,0.0,0,0.9999565325222939,4.3467477694938065e-05,0.9985505979399828,0.0014494020600179561,0.9984248526953137,0.0015751473046873579,0.9864319999319512,0.013568000068048048,0.0,0.0,0.0,0.0
4FGL J0116.8+6914,125.19039,6.4810796,-21.968463899736257,2.8148296,0.25752681,0.75626093,4.830724,-0.7031135,-0.29255804,0.0015619874,-0.8535148,-0.99941474,-0.999998,0.9999862,0.36191915696062593,6.440024105751272,LogParabola,0.19819796,0.21403383,3FGL J0116.8+6913,agn,87GB 011139.6+685928,0.73,0.0,0,0.8015715916829645,0.19842840831705472,0.06345495565366503,0.9365450443463349,0.004145071369562137,0.9958549286304372,0.5857771472036952,0.4142228527963054,0.0,1.0,1.0,0.088
4FGL J0118.3-6008,296.8381,-56.66605,-23.05538456288136,2.1720219,0.38724738,0.49745554,2.329121,-1.0,0.9999988,0.007836868,-0.42265618,-0.70876706,-0.85307753,-0.9998646,2.354511736463963,7.564441929575974,PowerLaw,0.34034577,0.98096514,,,,0.0,0.0,0,0.9992706669528097,0.0007293330472176733,0.9962534012574552,0.0037465987425447014,0.9882822732714153,0.011717726728585811,0.9560587631423527,0.04394123685764755,0.0,0.0,0.0,0.0
4FGL J0120.1+0505,136.17094,-57.039967,-22.811411691718867,2.5491157,0.1433962,-0.11327896,1.6264851,0.2700064,-0.9429898,8.919326E-4,-0.3045625,-0.6063143,-0.7101936,-0.9999973,2.183941926292892,6.928124510433743,PowerLaw,0.04926828,0.3079842,,,,0.0,0.0,0,0.9998800347136763,0.00011996528630592596,0.9975151457661128,0.0024848542338880815,0.996068128564253,0.0039318714357480565,0.9940259041604822,0.005974095839516874,0.0,0.0,0.0,0.0
4FGL J0120.2-7944,301.32455,-37.297035,-22.728143918835723,2.3834817,0.13905933,-0.087300785,1.3696637,0.9923302,-0.8800795,5.391009E-4,-0.57096386,-0.700483,-0.15547203,-0.6577446,2.7334714964683124,7.4075214518486545,PowerLaw,0.047262046,0.24928038,,,,0.0,0.0,4,0.9998858281040771,0.00011417189593848627,0.9988712493797982,0.0011287506202017426,0.9998741220431518,0.00012587795684871803,0.997532782250585,0.0024672177494138585,0.0,0.0,0.0,0.0
4FGL J0125.9-6303,296.34128,-53.627823,-22.72709032175507,2.321381,0.16882932,0.007659022,0.101563826,0.39892927,-0.6110002,0.0012538264,-0.8068123,-0.3752848,-0.7504526,-0.25686392,2.233336808533963,7.25574020384107,PowerLaw,0.076793045,0.25213587,,,,0.0,0.0,0,0.9996228348522963,0.00037716514768505814,0.9985118906102303,0.0014881093897705492,0.9990919686098922,0.0009080313901081823,0.9987775158468274,0.0012224841531712702,0.0,0.0,0.0,0.0
4FGL J0126.3-6746,297.91083,-49.010098,-23.50371871864193,1.737266,0.34784696,0.20507346,1.2218974,0.95706004,-0.999832,0.0017061433,0.9994604,-0.33297503,-0.9938358,0.9813364,1.3858486574844395,8.947380830366406,PowerLaw,0.20893957,0.70389456,,,,0.0,0.0,0,0.9947214955018296,0.005278504498182451,0.9959655771336213,0.004034422866378844,0.9983026641117172,0.0016973358882819594,0.9839833136732247,0.01601668632677557,0.0,0.0,0.0,0.0
4FGL J0126.8+2412,133.17609,-37.95704,-22.377130922601644,2.8201225,0.11372462,-0.031127423,0.44761357,-0.50572854,-0.6607537,0.0012348453,-0.7596092,-0.9188179,0.118868954,-0.99835616,3.555796351408208,6.015947625552486,PowerLaw,0.058823414,0.1421305,,,,0.0,0.0,0,0.9999200446930062,7.995530697524445e-05,0.9990817753254004,0.0009182246745994253,0.9999897764010823,1.0223598917144693e-05,0.9992933799018063,0.0007066200981929986,0.0,0.0,0.0,0.0
4FGL J0131.7-5346,290.05676,-62.33528,-22.42190804250303,2.3552547,0.23483618,0.08636972,0.65008974,0.97801,-0.55551255,0.0022347805,-0.47565746,-0.8352642,-0.6056852,-0.17918804,1.5072256011578333,7.1522938361434,PowerLaw,0.15694925,0.32714105,3FGL J0132.1-5340,,,0.0,0.0,0,0.9997533666610248,0.00024663333898078225,0.9964107372018414,0.0035892627981576066,0.9950792548038301,0.004920745196169812,0.9929396523505646,0.0070603476494346465,0.0,0.0,0.0,0.0
4FGL J0132.1-0956,154.01999,-70.31441,-22.639799913779154,2.7233727,0.21078545,0.47943446,3.4646678,-0.4647489,-0.59445494,0.016233219,-0.8894789,-0.7659902,-0.9998647,0.68571866,3.0688056552661807,6.37509909304933,LogParabola,0.21813713,0.68846476,,agn,AT20G J013235-094419,0.15,0.0,0,0.9993116038728822,0.0006883961271444392,0.9953872984752201,0.0046127015247817964,0.9655511254519538,0.03444887454804614,0.9366787340894119,0.06332126591058855,0.0,0.0,0.0,0.0
4FGL J0137.3-3239,244.7201,-78.62133,-22.920885843399844,2.252944,0.2471971,0.059750095,0.48446235,0.8493735,0.15434808,0.002128816,-0.7755035,-0.1541218,-0.99989015,0.9983735,2.0541873344139256,7.464021979264761,PowerLaw,0.14089927,0.3671257,,,,0.0,0.0,0,0.9958710981757356,0.0041289018242499555,0.9977852063655265,0.0022147936344722673,0.9961331332685949,0.0038668667314053938,0.9928986782637385,0.007101321736262122,0.0,0.0,0.0,0.0
