Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD
4FGL J0001.2+4741,0.9995792766074503,0.0004491948676785437,0.00042072339254976506,0.00044919486767854315,0.9999743777963012,0.0001648181667924867,2.5622203698847235e-05,0.00016481816679248646,0.998081700783714,0.005797908500643138,0.0019182992162859714,0.005797908500643133,0.9997147550878308,0.00017352488507435223,0.00028524491216929077,0.00017352488507435285
4FGL J0001.2-0747,0.9995805260391674,0.0003363657697699989,0.00041947396083243294,0.00033636576977000114,0.9998361437325692,0.000838555591174155,0.00016385626743067614,0.0008385555911741573,0.9989472792356617,0.00433093766066368,0.0010527207643383696,0.00433093766066368,0.9982551797053293,0.0008417303352623772,0.001744820294670799,0.0008417303352623775
4FGL J0001.5+2113,0.9985932709782229,0.0020418218688749625,0.0014067290217771513,0.0020418218688749595,0.9996123598460143,0.0012775681855867532,0.0003876401539857365,0.001277568185586754,0.9452123447793745,0.03544004906947188,0.054787655220625356,0.03544004906947188,0.9997632338377078,0.0001725007781910562,0.00023676616229202941,0.0001725007781910552
4FGL J0001.6-4156,0.9998771405163761,7.665943955158697e-05,0.00012285948362386988,7.665943955158531e-05,0.9998450496991589,0.0007774821441413329,0.0001549503008410326,0.0007774821441413332,0.9997346716269657,0.002131359597655846,0.0002653283730343667,0.0021313595976558443,0.9989268802359771,0.000508258254301671,0.0010731197640228372,0.0005082582543016697
4FGL J0002.1-6728,0.997847624086481,0.0018081971913372252,0.002152375913519234,0.0018081971913372285,0.9998027284583345,0.0008177560921786514,0.00019727154166553477,0.0008177560921786519,0.9966299359867918,0.0075900264948370365,0.0033700640132079455,0.007590026494837034,0.9948579155778339,0.002274146804580328,0.0051420844221661,0.002274146804580331
4FGL J0002.3-0815,0.9997394274319995,0.00025473015114624195,0.00026057256800029484,0.0002547301511462422,0.9982907236089753,0.017039114090642134,0.0017092763910245127,0.017039114090642127,0.9930069161638199,0.010471431352675503,0.006993083836179905,0.010471431352675493,0.9959640595028694,0.0032684527195775675,0.004035940497130466,0.003268452719577569
4FGL J0002.4-5156,0.9996250460797643,0.00042634514797206246,0.0003749539202357887,0.0004263451479720596,0.9998650015529189,0.0004829310870620555,0.00013499844708111854,0.00048293108706205204,0.9957759510117781,0.00881271584870538,0.004224048988222081,0.008812715848705376,0.9992781105465766,0.0006448695040613175,0.000721889453423389,0.0006448695040613178
4FGL J0003.1-5248,0.9991996632259987,0.0005921774728025865,0.0008003367740010954,0.0005921774728025886,0.9986246465873768,0.005418178699076337,0.0013753534126232524,0.005418178699076336,0.9993331875299659,0.0031349629113118786,0.0006668124700341378,0.003134962911311875,0.9888038745619047,0.005036830152014485,0.011196125438095448,0.005036830152014483
4FGL J0003.2+2207,0.9926684076669924,0.00615787918767548,0.00733159233300772,0.006157879187675479,0.9653373743415574,0.1341293090536904,0.03466262565844277,0.1341293090536904,0.9624014444193354,0.027122123148048734,0.03759855558066467,0.027122123148048734,0.9439647643329936,0.04801584173174545,0.056035235667006376,0.048015841731745446
4FGL J0003.3-1928,0.9777124305905437,0.0609969539138085,0.022287569409456198,0.060996953913808494,0.9993942973835375,0.006374487447249392,0.0006057026164624984,0.006374487447249388,0.8424083414838571,0.06825337587019975,0.1575916585161429,0.06825337587019975,0.9972892868364293,0.0014342580485469743,0.0027107131635708713,0.001434258048546976
4FGL J0003.3-5905,0.9987005152561698,0.0011510570461857864,0.001299484743830138,0.0011510570461857872,0.9889417463341194,0.03265160990792883,0.011058253665880736,0.032651609907928834,0.9950097961395651,0.009444808715398236,0.004990203860434982,0.009444808715398238,0.972190708320434,0.012839577431582826,0.027809291679565914,0.012839577431582823
4FGL J0003.9-1149,0.9385697408123972,0.05754172048928248,0.0614302591876029,0.05754172048928248,0.7541698909072324,0.31920273699318896,0.2458301090927676,0.31920273699318896,0.8068885726545489,0.08536792137003786,0.19311142734545103,0.08536792137003786,0.5247923633004646,0.1102921249409869,0.47520763669953525,0.1102921249409869
4FGL J0004.0+0840,0.992465605771196,0.007346189538395119,0.00753439422880413,0.007346189538395117,0.9931294289919024,0.06297619643881668,0.006870571008097527,0.06297619643881668,0.9296791011583928,0.04073693781739851,0.07032089884160717,0.040736937817398504,0.9695333950799756,0.016881679936499493,0.030466604920024485,0.01688167993649949
4FGL J0004.3+4614,0.9991870216992212,0.0008973705243607671,0.0008129783007787835,0.0008973705243607677,0.9998821065905149,0.0005712479298686223,0.00011789340948525478,0.0005712479298686247,0.9858943568552728,0.01628754909254392,0.014105643144727318,0.016287549092543922,0.9983178404583289,0.0008457069332703734,0.0016821595416711306,0.000845706933270373
4FGL J0004.4-4737,0.9998160008886938,0.0001341808683004405,0.00018399911130627402,0.00013418086830044085,0.9999223483745282,0.0002892307188119142,7.765162547171733e-05,0.000289230718811915,0.9983337038351298,0.004524530518731462,0.0016662961648702562,0.004524530518731466,0.9999375410418887,4.29743297071907e-05,6.245895811129011e-05,4.2974329707190876e-05
4FGL J0005.9+3824,0.9984935841533362,0.0018756289171457314,0.0015064158466638995,0.0018756289171457281,0.9887676524249359,0.046144234820920296,0.011232347575064057,0.046144234820920296,0.970095929826174,0.024209918840039518,0.029904070173826142,0.02420991884003952,0.9730349694272521,0.011041322056742844,0.026965030572747885,0.011041322056742842
4FGL J0006.3-0620,0.9993025025588731,0.0007030318384062407,0.0006974974411269504,0.0007030318384062378,0.9999047917184263,0.0005335290316254232,9.520828157363813e-05,0.0005335290316254208,0.9952435295057965,0.00941384845755997,0.004756470494203318,0.009413848457559975,0.9992992587797505,0.0003931819652720871,0.0007007412202496084,0.00039318196527208794
4FGL J0006.4+0135,0.9977295482302609,0.0025296626880231656,0.002270451769739287,0.0025296626880231647,0.9942445155273467,0.025831765391334718,0.005755484472653363,0.02583176539133472,0.9939943648982167,0.009329347617358335,0.006005635101783457,0.009329347617358338,0.9584731299094689,0.017453273981817254,0.04152687009053124,0.01745327398181726
4FGL J0007.7+4008,0.995778946052224,0.00407693803354476,0.004221053947776085,0.004076938033544759,0.9996122730847529,0.0016153766180703882,0.00038772691524704137,0.0016153766180703908,0.9688276551786827,0.025006858591268225,0.031172344821317297,0.02500685859126823,0.991909138833204,0.0031389674885212463,0.008090861166795972,0.0031389674885212485
4FGL J0008.0+4711,0.9753077001474906,0.0207729164180576,0.024692299852509498,0.0207729164180576,0.548329760310014,0.3778792576711385,0.451670239689986,0.3778792576711385,0.9031858875912103,0.04737760328710492,0.0968141124087897,0.047377603287104914,0.5098471795159815,0.08733624316457528,0.4901528204840184,0.08733624316457528
4FGL J0008.0-3937,0.9813666421360883,0.02105750301031542,0.018633357863911612,0.02105750301031542,0.963056591349164,0.09782605217910793,0.03694340865083592,0.09782605217910793,0.9237507615002759,0.04277279279023846,0.0762492384997241,0.04277279279023846,0.8846083622496114,0.04708078384899691,0.1153916377503884,0.04708078384899691
4FGL J0008.4-2339,0.9997349838992409,0.00034125244650351526,0.00026501610075907987,0.0003412524465035136,0.9998753081868588,0.0007571884471532738,0.0001246918131411033,0.0007571884471532769,0.9933668959350688,0.011507070646661118,0.006633104064931284,0.011507070646661111,0.9978847975287434,0.0014144505826989406,0.002115202471256613,0.001414450582698939
4FGL J0008.4+1455,0.9921274939194638,0.007005612479201579,0.007872506080536317,0.007005612479201581,0.9906962967171804,0.03730117974618704,0.009303703282819596,0.03730117974618704,0.9848682422605601,0.01583946771351885,0.015131757739440067,0.01583946771351885,0.9281375339640777,0.022710613796663996,0.07186246603592208,0.022710613796663996
4FGL J0009.1+0628,0.9980923188847299,0.0015314840430417662,0.001907681115270113,0.0015314840430417666,0.9997833899360018,0.0011049888245157488,0.00021661006399834723,0.0011049888245157448,0.9987016028742084,0.004191597068075907,0.001298397125791688,0.004191597068075901,0.9945917751939228,0.002172205610219945,0.005408224806077234,0.002172205610219942
4FGL J0009.3+5030,0.999859571136235,9.235476686004014e-05,0.0001404288637649385,9.235476686004056e-05,0.9996547306371854,0.0016367253447706134,0.0003452693628145838,0.0016367253447706121,0.9967114476486253,0.00794068680572519,0.0032885523513749024,0.007940686805725185,0.9991696112029591,0.0003875854174928116,0.0008303887970409041,0.00038758541749281205
4FGL J0009.7-3217,0.9996013100472746,0.0003998598969491197,0.00039868995272528726,0.00039985989694911553,0.9998799241682313,0.0005196573451100884,0.0001200758317686762,0.000519657345110088,0.9954539642145233,0.008889645957502692,0.004546035785476787,0.008889645957502685,0.9981066463949787,0.0011522796919397997,0.001893353605021475,0.0011522796919397965
4FGL J0009.8-4317,0.9998348808891201,0.00015851663134626857,0.00016511911088000987,0.00015851663134626594,0.9999499141702465,0.0002348678928890951,5.008582975359462e-05,0.00023486789288909864,0.9994174116556581,0.002733594592803609,0.0005825883443418292,0.002733594592803608,0.9997426329208103,0.0001487246971510723,0.00025736707918964534,0.00014872469715107006
4FGL J0009.8+1340,0.9996335826374266,0.0003888423484750992,0.000366417362573345,0.0003888423484751035,0.9994558836601125,0.002661456892939214,0.0005441163398874227,0.0026614568929392147,0.9946329026119289,0.010142653671212015,0.005367097388071037,0.01014265367121201,0.9966015837970863,0.0016512990398091455,0.00339841620291361,0.0016512990398091438
4FGL J0010.6+2043,0.9999433924275116,5.5691951339080666e-05,5.660757248835936e-05,5.5691951339080164e-05,0.9999509134863557,0.00018717564062865398,4.9086513644489935e-05,0.00018717564062865132,0.9975666753431482,0.00634854257365648,0.0024333246568517403,0.006348542573656476,0.9995367224542135,0.00027679159551223824,0.00046327754578656357,0.0002767915955122389
