Flux_DEN,unc_energy_flux_100,Spectral_Index_old,Signif_curve_1,var,hr12,hr23,hr34,hr45,GLAT_1,class,CLASS1_1,Source_Name_1,Pivot_Energy_1,SpectrumType_1,ASSOC1_1,Flags,Source_Name,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing,Category_Prob
-29.4586191,-27.5591358,2.0710676,0.434559077,3.86720899,0.998115664,-0.813863804,-0.223831895,-0.582288694,-44.46179,AGN,rdg,3FGL J0308.6+0408,1948.1771,PowerLaw,NGC 1218,0,3FGL J0308.6+0408,0.935765671,0.0642343289,0.877156756,0.122843244,0.85039185,0.14960815,0.905017456,0.0949825443,200,AGN
-30.7128802,-27.6748995,1.9353001,0.247209861,3.78743436,-0.335793834,-0.590974632,0.0854776824,-0.769062921,-52.041748,AGN,bll,3FGL J0309.5-0749,3010.3945,PowerLaw,NVSS J030943-074427,0,3FGL J0309.5-0749,0.912445295,0.0875547047,0.851790723,0.148209277,0.817365811,0.182634189,0.885851617,0.114148383,200,AGN
-26.1525934,-27.5614153,2.4216893,0.770794375,5.4600355,-0.566609208,-0.745476368,-0.632307982,-0.753797237,-48.952663,AGN,fsrq,3FGL J0309.9-6057,743.10693,PowerLaw,PKS 0308-611,0,3FGL J0309.9-6057,0.914616095,0.0853839055,0.874404328,0.125595672,0.845184355,0.154815645,0.897801245,0.102198755,206,AGN
-31.6398509,-27.7324296,1.7536088,0.903615459,4.23948607,-0.789894593,0.34934168,-0.294030571,-0.351374529,-54.892483,AGN,bcu,3FGL J0310.4-5015,4489.4907,PowerLaw,1RXS J031036.0-501615,0,3FGL J0310.4-5015,0.928627986,0.0713720136,0.876713294,0.123286706,0.84579465,0.15420535,0.889292078,0.110707922,210,AGN
-27.6339935,-27.6042112,2.4233801,-1.50725251,4.62440422,-0.752543856,-0.758114159,-0.352427189,-0.794423665,-16.944832,AGN,fsrq,3FGL J0310.8+3814,911.1771,PowerLaw,B3 0307+380,0,3FGL J0310.8+3814,0.919422078,0.0805779221,0.865176789,0.134823211,0.838329649,0.161670351,0.891858791,0.108141209,219,AGN
-27.238612,-27.5508356,2.2825437,0.28249052,5.53897104,-0.560012773,-0.625611331,-0.617327926,-0.619556219,-45.508545,AGN,fsrq,3FGL J0312.7+0133,942.38837,PowerLaw,PKS 0310+013,0,3FGL J0312.7+0133,0.914863858,0.0851361425,0.877141689,0.122858311,0.860541353,0.139458647,0.88986371,0.11013629,210,AGN
-29.2856504,-27.611613,2.2837563,-0.0339138276,4.07898005,-0.642827431,-0.683688468,-0.588070921,-0.603820541,-18.429363,AGN,bll,3FGL J0312.7+3613,1612.8793,PowerLaw,V Zw 326,0,3FGL J0312.7+3613,0.907159648,0.0928403517,0.844492817,0.155507183,0.827455866,0.172544134,0.882834736,0.117165264,205,AGN
-27.2574531,-27.8665354,2.4003832,0.432331551,3.92946634,-0.717300726,-0.613088871,-0.696709637,-0.400973716,-53.97884,AGN,bll,3FGL J0314.3-5103,785.15015,PowerLaw,PMN J0314-5104,0,3FGL J0314.3-5103,0.902675389,0.0973246106,0.868963403,0.131036597,0.842922215,0.157077785,0.885027211,0.114972789,205,AGN
-28.106682,-27.7213931,2.410067,-2.08389368,4.70783967,-0.700056885,-0.706253794,-0.361470462,-0.83129214,-52.22063,AGN,fsrq,3FGL J0315.5-1026,935.71094,PowerLaw,PKS 0313-107,0,3FGL J0315.5-1026,0.923030962,0.0769690382,0.872991783,0.127008217,0.85426367,0.14573633,0.897551364,0.102448636,196,AGN
-28.5637889,-26.9601733,1.9163166,0.557660334,4.42249105,0.496393388,-0.588710101,-0.442546278,-0.359920336,-39.598804,AGN,bll,3FGL J0316.1+0904,2390.0652,PowerLaw,GB6 J0316+0904,0,3FGL J0316.1+0904,0.904542681,0.0954573187,0.867225858,0.132774142,0.839677974,0.160322026,0.882892937,0.117107063,180,AGN
-29.9984635,-27.5426865,1.8568014,0.122530416,4.03849652,-0.69392835,-0.317574167,-0.301542222,-0.718318073,-57.75791,AGN,bll,3FGL J0316.1-2611,2621.1536,PowerLaw,RBS 0405,0,3FGL J0316.1-2611,0.913289559,0.0867104406,0.87435903,0.12564097,0.835672972,0.164327028,0.887549218,0.112450782,204,AGN
-29.0887801,-27.7759939,2.0915697,-0.527567422,4.04042955,-0.710566572,-0.628529023,-0.38171366,-0.483847128,-46.049824,AGN,bll,3FGL J0316.2-6436,1753.2529,PowerLaw,SUMSS J031614-643732,0,3FGL J0316.2-6436,0.876195814,0.123804186,0.823375782,0.176624218,0.804694185,0.195305815,0.859669315,0.140330685,198,AGN
-31.6771755,-27.1934802,1.9015613,-1.89042743,3.65692893,-0.699491235,0.997301812,-0.586287402,-0.635363859,-13.735869,AGN,rdg,3FGL J0316.6+4119,6418.716,PowerLaw,IC 310,0,3FGL J0316.6+4119,0.861836886,0.138163114,0.817631268,0.182368732,0.796576952,0.203423048,0.845860625,0.154139375,207,AGN
-30.472439,-27.277295,1.8372924,-1.13420753,4.58826424,-0.191591364,-0.58814279,-0.420553678,-0.169369376,-29.649446,AGN,bcu,3FGL J0318.7+2134,4041.601,PowerLaw,MG3 J031849+2135,0,3FGL J0318.7+2134,0.881577068,0.118422932,0.836713199,0.163286801,0.809120392,0.190879608,0.859569245,0.140430755,210,AGN
-31.5917026,-27.1704671,1.5718331,-0.857608136,4.33502451,0.960860595,0.254372317,-0.279488941,-0.192233652,-31.67412,AGN,bll,3FGL J0319.8+1847,6632.801,PowerLaw,RBS 0413,0,3FGL J0319.8+1847,0.914859594,0.0851404055,0.868704882,0.131295118,0.845037277,0.154962723,0.894489547,0.105510453,203,AGN
-29.5343028,-27.2743851,1.9459643,0.0155767501,4.03568284,-0.514228307,-0.510449845,-0.48552889,-0.368019197,-27.59371,AGN,bll,3FGL J0322.0+2335,2838.114,PowerLaw,MG3 J032201+2336,0,3FGL J0322.0+2335,0.881295013,0.118704987,0.845480511,0.154519489,0.824401529,0.175598471,0.864817323,0.135182677,205,AGN
-30.14401,-27.4123889,1.851988,-0.134519652,3.71711092,-0.639422044,-0.418624019,-0.280141398,-0.264764915,-45.22574,AGN,bll,3FGL J0323.6-0109,3061.5952,PowerLaw,1RXS J032342.6-011131,0,3FGL J0323.6-0109,0.918871029,0.0811289714,0.886110517,0.113889483,0.871324436,0.128675564,0.896652226,0.103347774,201,AGN
-28.6921329,-27.9724386,2.215677,-1.23350186,3.61604932,-0.608102162,-0.465502102,-0.67101963,-0.510818746,-49.859493,AGN,bll,3FGL J0325.2-5634,1238.7606,PowerLaw,1RXS J032521.8-563543,0,3FGL J0325.2-5634,0.905228868,0.094771132,0.861127385,0.138872615,0.817337331,0.182662669,0.876011894,0.123988106,212,AGN
-29.7893916,-27.180808,1.785382,-0.4544802,4.21124208,0.11283397,-0.478111482,-0.407954452,-0.199736502,-52.950264,AGN,bll,3FGL J0325.6-1648,3163.1738,PowerLaw,RBS 0421,0,3FGL J0325.6-1648,0.894357886,0.105642114,0.831755999,0.168244001,0.806214084,0.193785916,0.876204989,0.123795011,204,AGN
-30.357111,-27.9162877,2.2055283,0.223173791,3.76674548,-0.739988703,-0.864355004,0.237838845,-0.66129403,-53.57032,AGN,bcu,3FGL J0326.0-1842,2016.9633,PowerLaw,PMN J0325-1843,0,3FGL J0326.0-1842,0.907191247,0.0928087533,0.866293088,0.133706912,0.840594373,0.159405627,0.883520969,0.116479031,201,AGN
-29.4146639,-27.4503669,1.9981395,-0.142153024,4.07897658,-0.663930099,-0.49291223,-0.391641796,-0.532089584,-42.435192,AGN,bll,3FGL J0326.2+0225,2272.86,PowerLaw,1H 0323+022,0,3FGL J0326.2+0225,0.902539686,0.0974603144,0.85686466,0.14313534,0.840417905,0.159582095,0.882056814,0.117943186,221,AGN
-29.1743891,-27.7655971,2.076541,0.496736172,4.12626234,-0.422815328,-0.562254443,-0.395693294,-0.74709358,-46.325825,AGN,bcu,3FGL J0331.3-6155,1791.2703,PowerLaw,PMN J0331-6155,0,3FGL J0331.3-6155,0.924633973,0.0753660275,0.876887664,0.123112336,0.857425047,0.142574953,0.892809531,0.107190469,233,AGN
-27.9462306,-27.2714533,2.3309948,0.41463269,4.26024904,-0.632881544,-0.574525565,-0.749537438,-0.54598655,5.7109604,AGN,bcu,3FGL J0332.0+6308,1217.4679,PowerLaw,GB6 J0331+6307,0,3FGL J0332.0+6308,0.909385375,0.0906146249,0.874458159,0.125541841,0.836084551,0.163915449,0.880377077,0.119622923,215,AGN
-29.6295978,-27.5796301,2.2376707,0.953789001,3.80548391,0.999718048,-0.180812312,-0.749854633,-0.999887485,-12.975786,AGN,bcu,3FGL J0333.4+4003,1804.4883,PowerLaw,B3 0330+399,0,3FGL J0333.4+4003,0.907647987,0.0923520131,0.855011953,0.144988047,0.826998463,0.173001537,0.883252566,0.116747434,211,AGN
-28.9894891,-27.8004754,2.1976414,-0.518509402,3.87556035,-0.430985672,-0.77943662,-0.323889004,-0.580086886,18.48347,AGN,bcu,3FGL J0333.4+7853,1545.9282,PowerLaw,NVSS J033344+785027,0,3FGL J0333.4+7853,0.883479289,0.116520711,0.841705732,0.158294268,0.814650062,0.185349938,0.868878457,0.131121543,204,AGN
-29.4331356,-27.1025033,1.8571254,0.971823674,4.00471405,-0.245354496,-0.4164258,-0.33293321,-0.414785656,-21.521889,AGN,bll,3FGL J0333.6+2916,2992.567,PowerLaw,TXS 0330+291,0,3FGL J0333.6+2916,0.889042171,0.110957829,0.833283132,0.166716868,0.811224777,0.188775223,0.868452895,0.131547105,218,AGN
-30.685222,-27.3510155,1.9419376,-0.860035312,3.82276121,-0.543866181,-0.601032878,-0.602209729,-0.149994073,7.8595757,AGN,bll,3FGL J0333.9+6538,4413.8457,PowerLaw,TXS 0329+654,0,3FGL J0333.9+6538,0.889821344,0.110178656,0.848406092,0.151593908,0.819751706,0.180248294,0.860170809,0.139829191,214,AGN
-30.8205042,-27.6282725,2.1136942,-1.08488946,3.18860575,-0.844069755,-0.560368297,-0.266885646,-0.5837609,-13.534715,AGN,rdg,3FGL J0334.2+3915,2997.4019,PowerLaw,4C +39.12,0,3FGL J0334.2+3915,0.904720426,0.0952795738,0.845083484,0.154916516,0.821501182,0.178498818,0.881891943,0.118108057,224,AGN
-27.3865163,-27.0660581,1.9727213,1.14947335,4.81283423,-0.394501954,-0.48146669,-0.501598603,-0.556329011,-54.36542,AGN,bll,3FGL J0334.3-3726,1462.8442,PowerLaw,PMN J0334-3725,0,3FGL J0334.3-3726,0.935270475,0.0647295255,0.887790862,0.112209138,0.856566773,0.143433227,0.913528112,0.0864718879,188,AGN
-30.3591665,-27.6241592,1.8440667,-1.9688953,3.93738798,0.99177762,-0.631230841,-0.433179402,-0.132993455,-52.901325,AGN,bll,3FGL J0335.3-4459,2871.2068,PowerLaw,1RXS J033514.5-445929,0,3FGL J0335.3-4459,0.905648839,0.0943511614,0.857536268,0.142463732,0.825657596,0.174342404,0.88342926,0.11657074,204,AGN
-23.8644793,-27.1117804,2.886774,1.00852309,4.77492629,-0.805393732,-0.799760609,-0.975242784,-0.998822359,-18.872059,AGN,fsrq,3FGL J0336.5+3210,306.40344,PowerLaw,NRAO 140,4,3FGL J0336.5+3210,0.906302461,0.0936975385,0.854002789,0.145997211,0.825156375,0.174843625,0.884643479,0.115356521,226,AGN
-26.356994,-27.8035087,2.6699364,0.120423901,3.66093427,-0.737835274,-0.752325677,-0.880484202,-0.423846098,-48.896187,AGN,fsrq,3FGL J0336.9-1304,469.99252,PowerLaw,PKS 0334-131,0,3FGL J0336.9-1304,0.892672701,0.107327299,0.844212898,0.155787102,0.817184855,0.182815145,0.867237612,0.132762388,220,AGN
-28.2485258,-27.9033322,2.4363985,0.607419343,3.5125342,-0.613436638,-0.634405534,-0.912403871,-0.999960167,-53.90389,AGN,fsrq,3FGL J0336.9-3622,865.6329,PowerLaw,PKS 0335-364,0,3FGL J0336.9-3622,0.922301829,0.0776981712,0.8714938,0.1285062,0.848640164,0.151359836,0.897993119,0.102006881,214,AGN
-34.7480039,-27.7808469,1.2861911,0.00427236046,3.46340444,0.745443217,0.96493692,0.479644508,-0.109565356,-52.612026,AGN,bll,3FGL J0338.1-2443,20404.098,PowerLaw,1RXS J033810.1-244337,0,3FGL J0338.1-2443,0.916401997,0.0835980033,0.863502571,0.136497429,0.845812477,0.154187523,0.889010171,0.110989829,199,AGN
-31.247952,-27.1694332,1.694618,0.59380789,4.07542601,0.956749022,-0.12844257,-0.373725344,-0.438139871,-32.921124,AGN,bcu,3FGL J0338.5+1303,5846.91,PowerLaw,RX J0338.4+1302,0,3FGL J0338.5+1303,0.887384615,0.112615385,0.847705526,0.152294474,0.82450144,0.17549856,0.869240172,0.130759828,227,AGN
-30.1174766,-27.5537433,1.9280758,0.570981354,3.95685651,-0.0779343188,-0.68666945,-0.279199689,-0.55587066,-50.26893,AGN,bcu,3FGL J0339.2-1738,2692.8252,PowerLaw,PKS 0336-177,0,3FGL J0339.2-1738,0.881819094,0.118180906,0.848172762,0.151827238,0.808450127,0.191549873,0.862888038,0.137111962,191,AGN
-28.3759736,-27.7762814,2.2174878,-0.305904022,4.28301067,-0.716590131,-0.378056812,-0.739210075,-0.733143824,-51.186028,AGN,bll,3FGL J0340.5-2119,1236.664,PowerLaw,PKS 0338-214,0,3FGL J0340.5-2119,0.931951291,0.0680487087,0.894499587,0.105500413,0.864915054,0.135084946,0.904164686,0.0958353142,218,AGN
-28.0147628,-27.451223,2.3692975,-0.910678758,4.80512355,-0.635248787,-0.785052138,-0.485974969,-0.532402227,-12.815943,AGN,fsrq,3FGL J0342.2+3857,1179.2719,PowerLaw,GB6 J0342+3858,0,3FGL J0342.2+3857,0.893906608,0.106093392,0.847504466,0.152495534,0.823238765,0.176761235,0.87639377,0.12360623,232,AGN
-32.1362175,-28.0244075,1.8455938,-0.700881876,3.60866522,0.999925677,-0.742508609,0.0412475044,-0.618278406,-52.526928,AGN,bcu,3FGL J0342.6-3006,4204.3164,PowerLaw,PKS 0340-302,0,3FGL J0342.6-3006,0.912223458,0.0877765422,0.872404136,0.127595864,0.84695963,0.15304037,0.897783485,0.102216515,204,AGN
-26.3042844,-27.7556073,2.5599031,1.33043434,5.71591017,-0.520987738,-0.70619804,-0.948751208,-0.996782613,-51.654236,AGN,fsrq,3FGL J0343.2-2534,577.41504,PowerLaw,PKS 0341-256,0,3FGL J0343.2-2534,0.927026402,0.0729735983,0.879473188,0.120526812,0.86175501,0.13824499,0.899173424,0.100826576,208,AGN
-28.0238659,-27.4697232,2.4263618,-2.04342295,3.4840185,-0.729444618,-0.745920378,-0.556271018,-0.460527579,-14.699806,AGN,bcu,3FGL J0343.3+3622,974.3254,PowerLaw,OE 367,0,3FGL J0343.3+3622,0.901021783,0.0989782175,0.858981272,0.141018728,0.823454245,0.176545755,0.885375567,0.114624433,214,AGN
-28.2643405,-27.7044282,2.1540487,-0.349234507,4.45006506,-0.234640375,-0.700284493,-0.444103998,-0.687391853,-43.661,AGN,bcu,3FGL J0343.3-6443,1314.6833,PowerLaw,PMN J0343-6442,0,3FGL J0343.3-6443,0.934590338,0.0654096625,0.872421425,0.127578575,0.856722839,0.143277161,0.90456023,0.0954397701,193,AGN
-26.9846548,-27.6666584,2.4078777,0.716031965,4.12094909,-0.593488019,-0.716193277,-0.693707249,-0.675092864,-50.85536,AGN,bll,3FGL J0345.1-2353,805.6005,PowerLaw,NVSS J034518-235218,0,3FGL J0345.1-2353,0.921356044,0.0786439561,0.883691505,0.116308495,0.851166803,0.148833197,0.895428509,0.104571491,215,AGN
-28.2300939,-27.8242002,2.383405,-0.0275886408,3.9391617,-0.702205854,-0.612780357,-0.616438723,-0.999982784,-50.895897,AGN,fsrq,3FGL J0348.6-2748,986.48175,PowerLaw,PKS 0346-27,0,3FGL J0348.6-2748,0.931335176,0.068664824,0.877526087,0.122473913,0.848751411,0.151248589,0.899480609,0.100519391,220,AGN
-26.5202816,-27.7657748,2.466377,0.732913658,4.21346729,-0.514674694,-0.734667813,-0.756105135,-0.665065168,-47.586735,AGN,bll,3FGL J0348.7-1606,590.8284,PowerLaw,PKS 0346-163,0,3FGL J0348.7-1606,0.906832674,0.0931673255,0.855457042,0.144542958,0.815161193,0.184838807,0.877404911,0.122595089,206,AGN
-31.7408899,-27.6432595,1.7343884,-0.300265243,3.7900089,-0.635717656,-0.149953718,0.111301294,-0.388954762,-45.73578,AGN,bll,3FGL J0349.2-1158,4776.755,PowerLaw,1ES 0347-121,0,3FGL J0349.2-1158,0.928903341,0.0710966585,0.863229003,0.136770997,0.843050252,0.156949748,0.897168998,0.102831002,224,AGN
-28.4596923,-27.5302011,2.4307458,-0.00444436156,3.70089236,-0.564658623,-0.781607017,-0.967937265,0.790661663,-38.193787,AGN,ssrq,3FGL J0351.1+0128,1040.0974,PowerLaw,TXS 0348+013,0,3FGL J0351.1+0128,0.928163853,0.0718361473,0.88465779,0.11534221,0.855243169,0.144756831,0.904338686,0.0956613144,232,AGN
-31.623503,-27.4165829,1.8330698,0.7516471,3.7343526,0.792905723,0.999357319,-0.568607909,-0.400603623,2.3426483,AGN,bcu,3FGL J0352.9+5655,5808.7124,PowerLaw,GB6 J0353+5654,0,3FGL J0352.9+5655,0.871268985,0.128731015,0.835752065,0.164247935,0.811735841,0.188264159,0.85460356,0.14539644,216,AGN
-32.8287028,-27.6804326,1.5533344,0.087426824,3.84972432,-0.999919376,0.999731861,-0.254383248,-0.207558654,-50.671646,AGN,bll,3FGL J0353.0-3622,7235.5083,PowerLaw,XRS J0353-3623,0,3FGL J0353.0-3622,0.908764973,0.0912350273,0.878336992,0.121663008,0.856298992,0.143701008,0.895054095,0.104945905,231,AGN
-32.7902343,-27.6778207,1.6136938,0.0637375129,3.73848785,-0.601485501,-0.467134937,-0.528835159,0.03644337,-40.776127,AGN,bll,3FGL J0353.0-6831,8363.019,PowerLaw,PKS 0352-686,0,3FGL J0353.0-6831,0.948321322,0.0516786781,0.913354547,0.0866454529,0.874725243,0.125274757,0.928306563,0.0716934371,213,AGN
-28.1527837,-27.3478598,2.3803182,-0.0174304821,3.92664768,-0.567348511,-0.719581273,-0.586268864,-0.697675065,-5.4175377,AGN,bcu,3FGL J0354.1+4643,1085.7323,PowerLaw,B3 0350+465,4,3FGL J0354.1+4643,0.927157552,0.0728424484,0.892195571,0.107804429,0.857821207,0.142178793,0.89560706,0.10439294,215,AGN
-27.3900865,-27.8500804,2.3731678,-0.564328093,5.82460344,-0.683339915,-0.632683376,-0.634604173,-0.782974668,20.096273,AGN,bll,3FGL J0354.6+8011,854.79865,PowerLaw,S5 0346+80,0,3FGL J0354.6+8011,0.877757136,0.122242864,0.82652103,0.17347897,0.795846558,0.204153442,0.853923192,0.146076808,194,AGN
-27.5566097,-27.874037,2.5295923,-2.382043,3.79161969,-0.78055324,-0.372660886,-0.99998079,0.998969659,-39.822937,AGN,bcu,3FGL J0356.3-6948,671.5118,PowerLaw,PMN J0357-6948,0,3FGL J0356.3-6948,0.897918164,0.102081836,0.870378249,0.129621751,0.833414178,0.166585822,0.868832207,0.131167793,221,AGN
-28.5207787,-27.5970983,2.4113765,-0.488181612,3.7063402,-0.64928369,-0.875002667,-0.231241645,-0.472504191,-22.439209,AGN,bcu,3FGL J0357.1+2325,1126.3772,PowerLaw,MG3 J035721+2319,0,3FGL J0357.1+2325,0.866011065,0.133988935,0.822332375,0.177667625,0.784242342,0.215757658,0.848535756,0.151464244,250,AGN
-29.6148965,-27.973286,2.0974197,-2.37895633,3.91724913,-0.455172566,-0.670865223,-0.400656356,-0.521001883,-48.05769,AGN,bll,3FGL J0357.1-4957,1716.2948,PowerLaw,PKS 0355-500,0,3FGL J0357.1-4957,0.883357746,0.116642254,0.830953531,0.169046469,0.802397013,0.197602987,0.860766225,0.139233775,194,AGN
-25.8360516,-27.4518757,2.633197,0.444636333,4.71122138,-0.624860135,-0.788250752,-0.608057532,-0.99993203,-33.557957,AGN,bcu,3FGL J0358.7+0633,502.758,PowerLaw,PMN J0358+0629,0,3FGL J0358.7+0633,0.902307139,0.0976928615,0.864867947,0.135132053,0.836686107,0.163313893,0.877644509,0.122355491,215,AGN
-26.1113589,-27.304701,2.5178394,0.456287808,5.29095488,-0.620217208,-0.771794089,-0.610805052,-0.948281277,5.2270784,AGN,fsrq,3FGL J0358.8+6002,617.10834,PowerLaw,TXS 0354+599,0,3FGL J0358.8+6002,0.903533444,0.0964665557,0.862374961,0.137625039,0.8427176,0.1572824,0.8871386,0.1128614,204,AGN
-30.5000113,-27.8562744,2.1934605,0.308428225,3.66856592,-0.766501369,-0.801225937,-0.305254585,-0.69629857,-48.259003,AGN,bll,3FGL J0359.3-2612,2141.203,PowerLaw,PKS 0357-264,0,3FGL J0359.3-2612,0.855525234,0.144474766,0.7996797,0.2003203,0.791171316,0.208828684,0.84009822,0.15990178,230,AGN
-28.1232911,-27.5457134,2.3513367,0.950537093,3.61029726,-0.585585651,-0.548600569,-0.675314048,-0.999891855,-23.333141,AGN,fsrq,3FGL J0401.4+2109,1040.8668,PowerLaw,TXS 0358+210,0,3FGL J0401.4+2109,0.905511777,0.0944882228,0.862364209,0.137635791,0.840485217,0.159514783,0.883303221,0.116696779,207,AGN
-27.8173179,-27.9481078,2.5363905,0.0738203737,3.81151056,-0.768128327,-0.744730221,-0.353667642,-0.849271175,-48.61352,AGN,fsrq,3FGL J0401.8-3144,722.73474,PowerLaw,PKS 0400-319,0,3FGL J0401.8-3144,0.927531537,0.0724684628,0.891246827,0.108753173,0.870448522,0.129551478,0.901841179,0.0981588212,202,AGN
-29.7270942,-27.7150402,2.1269226,0.681071968,3.81638551,0.972436395,-0.443575301,-0.72251688,-0.480410391,-47.655937,AGN,bll,3FGL J0402.1-2618,1994.4121,PowerLaw,PKS 0359-264,0,3FGL J0402.1-2618,0.954559987,0.0454400125,0.901859746,0.0981402536,0.868568275,0.131431725,0.926053697,0.0739463027,217,AGN
-29.1656058,-27.9617099,2.3683486,0.109911245,3.49305786,-0.119477867,-0.863496427,-0.484241402,-0.998383578,-46.955822,AGN,fsrq,3FGL J0403.7-2442,1162.1312,PowerLaw,TXS 0401-248,0,3FGL J0403.7-2442,0.889117556,0.110882444,0.832327501,0.167672499,0.798282607,0.201717393,0.861240853,0.138759147,216,AGN
-27.7326923,-27.7828557,2.3458185,-1.26168674,4.49100159,-0.587316121,-0.707013591,-0.543174677,-0.678146662,-42.642185,AGN,fsrq,3FGL J0405.5-1307,889.5714,PowerLaw,PKS 0403-13,0,3FGL J0405.5-1307,0.929289324,0.0707106757,0.894561689,0.105438311,0.858913872,0.141086128,0.91240263,0.0875973705,214,AGN
-25.7620577,-27.5630009,2.3974936,1.0393855,5.48946143,-0.566116037,-0.694986938,-0.670011457,-0.859512691,-47.85084,AGN,fsrq,3FGL J0407.1-3825,649.3562,PowerLaw,PKS 0405-385,0,3FGL J0407.1-3825,0.90176268,0.0982373202,0.863226906,0.136773094,0.836870683,0.163129317,0.884436261,0.115563739,224,AGN
-26.3645608,-27.4308911,2.5652943,-1.11466551,3.78367132,-0.771261042,-0.703802394,-0.847543892,-0.127780018,-31.162647,AGN,bll,3FGL J0407.5+0740,597.65485,PowerLaw,TXS 0404+075,0,3FGL J0407.5+0740,0.908199075,0.0918009249,0.865393407,0.134606593,0.837299146,0.162700854,0.888974856,0.111025144,209,AGN
-28.884001,-27.5292024,2.37288,-2.93829904,3.54089164,-0.823315376,-0.750930288,-0.301637191,-0.610819528,-14.402971,AGN,bcu,3FGL J0409.4+3158,1315.2179,PowerLaw,NVSS J040928+320245,1,3FGL J0409.4+3158,0.909666682,0.0903333178,0.868301295,0.131698705,0.850065201,0.149934799,0.885863039,0.114136961,218,AGN
-28.8237598,-27.5278885,2.0645688,0.845104371,4.08540674,-0.171197191,-0.514357539,-0.587884109,-0.517416305,-37.373795,AGN,bll,3FGL J0409.8-0358,1667.2543,PowerLaw,NVSS J040946-040003,0,3FGL J0409.8-0358,0.949160747,0.0508392531,0.905305325,0.0946946749,0.867522696,0.132477304,0.928811318,0.0711886821,196,AGN
-27.2630182,-27.7373077,2.351506,0.285610353,5.43100951,-0.628187691,-0.633524456,-0.790062166,-0.144811177,-44.64554,AGN,fsrq,3FGL J0413.6-5334,918.82635,PowerLaw,PMN J0413-5332,64,3FGL J0413.6-5334,0.947796915,0.0522030848,0.899660103,0.100339897,0.864585878,0.135414122,0.917986664,0.0820133362,227,AGN
-26.4622882,-27.6696144,2.3402746,-0.0551586923,4.93903567,-0.640729075,-0.595042445,-0.761601855,-0.539764532,-42.36867,AGN,fsrq,3FGL J0416.6-1850,721.718,PowerLaw,PKS 0414-189,0,3FGL J0416.6-1850,0.870052085,0.129947915,0.834959788,0.165040212,0.801984798,0.198015202,0.850428925,0.149571075,201,AGN
-31.2307498,-27.3433943,1.7450352,-2.75243808,4.02264491,0.791875194,-0.647902268,-0.272294312,-0.263691,-33.16262,AGN,bll,3FGL J0416.8+0104,5198.7197,PowerLaw,1ES 0414+009,0,3FGL J0416.8+0104,0.940854849,0.0591451512,0.89963036,0.10036964,0.868103448,0.131896552,0.910996975,0.089003025,216,AGN
-26.7669563,-27.5284787,2.460699,0.993150398,4.81039234,-0.722352056,-0.55954777,-0.794959082,-0.999983657,-35.03147,AGN,bcu,3FGL J0418.0-0251,772.0729,PowerLaw,PKS B0415-029,0,3FGL J0418.0-0251,0.905074342,0.0949256583,0.855621356,0.144378644,0.844438312,0.155561688,0.881292317,0.118707683,217,AGN
-23.9689814,-27.2053434,2.786726,1.00033654,4.20408691,-0.744815005,-0.8741524,-0.766680808,-0.99997813,-8.653742,AGN,rdg,3FGL J0418.5+3813c,296.07495,PowerLaw,3C 111,32,3FGL J0418.5+3813c,0.878317262,0.121682738,0.836000424,0.163999576,0.809127451,0.190872549,0.858612431,0.141387569,233,AGN
-27.1918955,-27.7239782,2.4148078,0.706124855,3.97939219,-0.526145335,-0.69251322,-0.770472015,-0.638009723,-36.092636,AGN,fsrq,3FGL J0422.1-0642,737.3165,PowerLaw,PMN J0422-0643,0,3FGL J0422.1-0642,0.919498932,0.0805010685,0.871782845,0.128217155,0.831451512,0.168548488,0.891700644,0.108299356,200,AGN
-28.5058051,-26.8540922,1.8914869,0.550448064,3.95890873,-0.643749547,-0.482610724,-0.221184316,-0.541398526,-5.3903956,AGN,bll,3FGL J0423.8+4150,2655.1199,PowerLaw,4C +41.11,0,3FGL J0423.8+4150,0.936239829,0.063760171,0.893050901,0.106949099,0.877859268,0.122140732,0.915788807,0.0842111929,199,AGN
-27.2120144,-27.2889919,2.197874,0.280218011,4.7466214,-0.477506063,-0.670409996,-0.510135873,-0.849489957,-31.79482,AGN,bll,3FGL J0424.7+0035,1193.4866,PowerLaw,PKS 0422+00,0,3FGL J0424.7+0035,0.902521077,0.0974789228,0.865721529,0.134278471,0.832906194,0.167093806,0.882519518,0.117480482,218,AGN
-27.4226745,-27.830535,2.3352206,-1.36861516,4.21283039,-0.648304053,-0.650905345,-0.450893623,-0.871491322,-43.0061,AGN,bll,3FGL J0425.0-5331,913.21655,PowerLaw,PMN J0425-5331,0,3FGL J0425.0-5331,0.898735873,0.101264127,0.863560923,0.136439077,0.835042561,0.164957439,0.881574311,0.118425689,196,AGN
-31.5057468,-27.4456934,1.9642084,0.402235432,3.8498509,-0.612239312,-0.778202646,-0.443739196,-0.0106976637,9.761593,AGN,bcu,3FGL J0425.2+6319,5364.9062,PowerLaw,1RXS J042523.0+632016,0,3FGL J0425.2+6319,0.923531366,0.0764686345,0.875785922,0.124214078,0.847971909,0.152028091,0.891176171,0.108823829,235,AGN
