Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT,Category_3FGL,CLASS_3FGL,Pivot_Energy,Spectrum_Type,ASSOC1,GLON,Category_Prob_O,Source_Name,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Flags
3FGL J0009.6-3211,-28.8002771,-28.0248004,2.3097298,0.027075917,3.75029336,-0.596740735,-0.623579577,-0.703260285,-0.637021066,-79.601845,AGN,bcu,1069.8146,PowerLaw,IC 1531,1.25166523,AGN,3FGL J0009.6-3211,0.9979462344798018,0.0031718838307739573,0.002053765520198078,0.003171883830773959,0.9816894635010187,0.013575835393247297,0.018310536498981407,0.013575835393247302,0.9393286068000261,0.039145224660064294,0.060671393199973986,0.03914522466006429,0.9168584290665895,0.038558359319054006,0.08314157093341057,0.038558359319054,0.9996298464373109,6.925069573175385E-4,3.7015356268905623E-4,6.925069573175389E-4,0.9876289585917712,0.012294907890201674,0.012371041408228799,0.012294907890201674,0.9865829061401454,0.008681034167649915,0.013417093859854595,0.00868103416764991,0.9928281331663856,0.003074932629091536,0.007171866833614289,0.003074932629091534,1
3FGL J0012.4+7040,-28.2276076,-27.2959122,2.4837499,-1.56607694,3.94305431,-0.59534088,-0.869545042,-0.568573316,-0.441835598,8.046483,AGN,bcu,1066.8414,PowerLaw,TXS 0008+704,119.687393,AGN,3FGL J0012.4+7040,0.9997981512914859,2.520485620042036E-4,2.0184870851410272E-4,2.520485620042053E-4,0.9960359080569735,0.00483205126129516,0.003964091943026532,0.00483205126129516,0.9861305781957863,0.011348684680776872,0.013869421804213666,0.011348684680776872,0.9997966863493464,2.2324703024029273E-4,2.0331365065374578E-4,2.2324703024029295E-4,0.9999017215544406,8.091492769113437E-5,9.827844555943305E-5,8.091492769113086E-5,0.9909451884577751,0.012203037420079067,0.00905481154222482,0.012203037420079069,0.9949705902005282,0.003239974912035499,0.005029409799471693,0.0032399749120355023,0.9999685351330607,5.8902773316836564E-5,3.1464866939372696E-5,5.890277331683509E-5,8
3FGL J0013.2-3954,-28.223898,-27.8588636,2.2117834,-1.88502292,4.01147139,-0.564600305,-0.626851708,-0.586269932,-0.350811907,-74.96217,AGN,bll,1139.5116,PowerLaw,PKS 0010-401,332.323792,AGN,3FGL J0013.2-3954,0.999831461605288,1.946315547486449E-4,1.6853839471205309E-4,1.9463155474864588E-4,0.9972148632722696,0.002901328277671168,0.0027851367277301696,0.0029013282776711676,0.9884938498838505,0.010708438724129379,0.011506150116149567,0.010708438724129384,0.9999567204581958,9.771812004303857E-5,4.327954180412426E-5,9.771812004303895E-5,0.9998876957057088,8.362568992194729E-5,1.1230429429125704E-4,8.362568992194569E-5,0.9904423866482978,0.01406630573720713,0.009557613351702177,0.01406630573720713,0.9965118406573857,0.0021878534292503176,0.00348815934261431,0.0021878534292503263,0.9999940921579228,9.824323797975013E-6,5.907842077324097E-6,9.824323797974076E-6,0
3FGL J0013.9-1853,-31.1458156,-27.9947326,1.9351506,0.486400709,3.59618299,0.99911541,0.342174432,-0.420619201,-0.836871206,-78.0784,AGN,bll,2844.402,PowerLaw,RBS 0030,74.6269226,AGN,3FGL J0013.9-1853,0.9847920098295074,0.017905970179572503,0.015207990170492588,0.017905970179572503,0.9598971585260472,0.03932867556353433,0.040102841473952856,0.03932867556353434,0.8950124875426188,0.04453645404227775,0.10498751245738128,0.04453645404227775,0.8575762097286268,0.07570054655662968,0.1424237902713733,0.07570054655662968,0.9859616135209277,0.028882229815174864,0.014038386479072322,0.02888222981517486,0.9689913552236986,0.018344135645777845,0.03100864477630139,0.018344135645777842,0.8910847055942488,0.047530797571387395,0.10891529440575107,0.04753079757138741,0.9700470207091514,0.015788766901155396,0.029952979290848676,0.0157887669011554,0
3FGL J0014.0-5025,-31.1621834,-28.0085523,1.9238772,0.371497968,3.83681301,-0.739192463,-0.278573801,-0.630847604,-0.448877519,-65.633064,AGN,bll,2914.0332,PowerLaw,RBS 0032,317.451111,AGN,3FGL J0014.0-5025,0.9994952909955303,4.707090571249061E-4,5.04709004469652E-4,4.70709057124906E-4,0.9804851668444334,0.014262195651883951,0.0195148331555666,0.014262195651883953,0.993350309973371,0.009293339787081559,0.006649690026628839,0.009293339787081552,0.8605604192011419,0.052875959730431556,0.13943958079885815,0.052875959730431556,0.9997591035036612,2.5145550647010694E-4,2.4089649633903356E-4,2.514555064701075E-4,0.9855981770507426,0.011080860679612755,0.01440182294925742,0.011080860679612756,0.992769898593289,0.009394709168274725,0.007230101406710915,0.009394709168274725,0.9848896477881027,0.006909369737183871,0.015110352211897347,0.006909369737183869,0
3FGL J0014.6+6119,-31.2411051,-27.3197198,1.8874854,0.888861568,3.92760936,0.955237768,-0.084374271,-0.277528749,-0.458452091,-1.2385842,AGN,bcu,5187.997,PowerLaw,4C +60.01,118.530342,AGN,3FGL J0014.6+6119,0.9950805724060905,0.0039232362900978555,0.004919427593909428,0.003923236290097853,0.7865032409456437,0.14348711919966223,0.21349675905435625,0.14348711919966223,0.983892783550331,0.015502579221875546,0.01610721644966891,0.015502579221875545,0.9434146737325219,0.02387804687056377,0.0565853262674781,0.02387804687056377,0.9979986729723523,0.0015660503228878161,0.0020013270276477376,0.001566050322887815,0.8759635952386221,0.08025123479331746,0.12403640476137791,0.08025123479331746,0.9905091219334009,0.008231571266328213,0.009490878066599064,0.008231571266328213,0.9814108345192708,0.007464494895360701,0.018589165480729086,0.0074644948953607035,0
3FGL J0014.7+5802,-32.0224643,-27.5716737,1.9128166,-0.3954289,3.67655558,0.923888966,0.82992441,-0.538831261,-0.539200917,-4.4827323,AGN,bll,5677.0996,PowerLaw,1RXS J001442.2+580201,118.075279,AGN,3FGL J0014.7+5802,0.9981804277522105,0.0013671975244149374,0.001819572247789503,0.0013671975244149367,0.9472834622676286,0.055153704382163285,0.05271653773237142,0.055153704382163285,0.9954434904059962,0.005513065752384507,0.004556509594003572,0.005513065752384509,0.9911283881246807,0.009809862933352903,0.008871611875319315,0.009809862933352904,0.999307901316647,7.220927775619028E-4,6.920986833528234E-4,7.22092777561903E-4,0.9581799571728475,0.039933507787839634,0.041820042827152314,0.039933507787839634,0.9956313043269294,0.004487083539862435,0.004368695673070535,0.004487083539862438,0.9985640043857263,0.0016780954053704522,0.0014359956142738375,0.0016780954053704509,0
3FGL J0015.7+5552,-30.6519148,-27.5650533,2.1145282,0.042450492,3.62892606,-0.612040553,-0.708852423,-0.58331449,-0.588342847,-6.6486773,AGN,bcu,3002.9968,PowerLaw,GB6 J0015+5551,117.908981,AGN,3FGL J0015.7+5552,0.9990278665216182,9.019703848414162E-4,9.721334783817808E-4,9.019703848414164E-4,0.6722221481312939,0.16901111441459585,0.32777785186870606,0.16901111441459588,0.9958236082900251,0.004938121851417383,0.004176391709974783,0.004938121851417378,0.8310732212324369,0.06491102701723833,0.1689267787675631,0.06491102701723833,0.9997471114007815,2.0667359259218433E-4,2.528885992183337E-4,2.0667359259218506E-4,0.9624201629590702,0.02083165850449993,0.037579837040929834,0.02083165850449993,0.996930422656633,0.002304673202663641,0.0030695773433670422,0.002304673202663643,0.9841667120739815,0.006689282691577546,0.015833287926018475,0.006689282691577546,0
3FGL J0016.3-0013,-25.5007332,-27.7121846,2.6178546,1.22716597,5.0309504,-0.616784239,-0.795090013,-0.908771878,-0.355854503,-61.808758,AGN,fsrq,449.44128,PowerLaw,S3 0013-00,104.078606,AGN,3FGL J0016.3-0013,0.9999796288088945,3.0124289209456898E-5,2.037119110547132E-5,3.0124289209457586E-5,0.992211932917357,0.006685538018141932,0.007788067082643213,0.006685538018141933,0.9802816470355957,0.01640533346223127,0.019718352964404405,0.01640533346223128,0.9587597093421402,0.034608362839509535,0.04124029065785987,0.034608362839509535,0.9999875833878463,1.2551949067152779E-5,1.2416612153723632E-5,1.2551949067150329E-5,0.9845760685098032,0.012054166458740901,0.015423931490196923,0.012054166458740898,0.9819111160233175,0.015218463596058225,0.01808888397668238,0.015218463596058218,0.9940464292496927,0.0033240807646555686,0.005953570750307303,0.003324080764655568,0
3FGL J0017.2-0643,-29.8271395,-27.8091679,2.1161962,-0.053335694,3.62139184,0.031875911,-0.167553473,-0.69133399,-0.771387465,-68.03635,AGN,bcu,1905.9727,PowerLaw,PMN J0017-0650,99.668541,AGN,3FGL J0017.2-0643,0.9930845480073691,0.008549276664130372,0.006915451992630985,0.008549276664130374,0.9800039172023675,0.014021749390470977,0.01999608279763255,0.01402174939047098,0.9500771642329885,0.030697860518374472,0.0499228357670115,0.030697860518374476,0.8748312755016092,0.056837330920364464,0.12516872449839078,0.056837330920364464,0.9974143348206552,0.00380465216666779,0.0025856651793446585,0.00380465216666779,0.9868378395137267,0.008282490212658474,0.013162160486273158,0.008282490212658474,0.9795618384158195,0.012032369517326214,0.020438161584180582,0.012032369517326186,0.987865382916614,0.005589387939311549,0.012134617083386045,0.005589387939311552,0
3FGL J0017.6-0512,-27.0753891,-27.3903535,2.50629,0.61752695,5.43845215,-0.651864181,-0.716061772,-0.813044896,-0.500378042,-66.64299,AGN,FSRQ,861.1856,PowerLaw,PMN J0017-0512,101.258423,AGN,3FGL J0017.6-0512,0.9999697876524796,2.965951558516182E-5,3.0212347520427906E-5,2.965951558516267E-5,0.9964442172671591,0.003929332527439681,0.0035557827328408626,0.00392933252743968,0.9783423343816929,0.01672397953263322,0.021657665618307207,0.016723979532633226,0.9966752563140479,0.00235376993225736,0.003324743685952019,0.002353769932257359,0.9999772915667756,3.796184952411942E-5,2.2708433224462353E-5,3.7961849524116504E-5,0.99018072803454,0.009973787724178828,0.009819271965459847,0.009973787724178828,0.9910337632562778,0.009115337871983717,0.008966236743722225,0.00911533787198372,0.9994540271099102,3.0063567611374837E-4,5.459728900898251E-4,3.006356761137493E-4,0
3FGL J0018.4+2947,-32.1950904,-27.9788071,1.8645151,-2.43056546,4.03071199,0.884908636,-0.839906357,-0.166074473,-0.173117601,-32.53204,AGN,bll,4720.1187,PowerLaw,RBS 0042,114.432129,AGN,3FGL J0018.4+2947,0.9999813643740744,1.769824922501672E-5,1.8635625925760296E-5,1.7698249225015302E-5,0.9971181253903288,0.003584909316978582,0.002881874609671205,0.0035849093169785856,0.9988401833077818,0.0017866178568802637,0.0011598166922182518,0.001786617856880262,0.9999990913017653,1.187550111736717E-6,9.086982345961247E-7,1.1875501117350436E-6,0.9999569389555119,3.592275937478554E-5,4.30610444880944E-5,3.592275937478549E-5,0.9920844616268488,0.008889885029819947,0.007915538373151159,0.008889885029819945,0.9981683585057539,9.563333854166252E-4,0.001831641494245915,9.563333854166379E-4,0.9999996467672257,9.349196737823459E-7,3.532327743193793E-7,9.349196737805781E-7,0
3FGL J0018.9-8152,-29.6022225,-27.6622817,2.0754406,-1.17116701,4.45029615,-0.658769818,-0.658890441,-0.518360336,-0.27289898,-35.163124,AGN,bll,2187.517,PowerLaw,PMN J0019-8152,304.330109,AGN,3FGL J0018.9-8152,0.9999925220228465,5.4668144625422545E-6,7.477977153520832E-6,5.466814462543542E-6,0.9970777825346677,0.0034840551991220216,0.0029222174653322566,0.0034840551991220207,0.999562547108666,0.0013632037802637355,4.374528913340216E-4,0.001363203780263733,0.9999114971193995,8.1258944969244E-5,8.850288060045592E-5,8.12589449692423E-5,0.9999922500295825,6.07914653460837E-6,7.749970417482406E-6,6.0791465346087765E-6,0.991860692543399,0.008582653491030906,0.008139307456601078,0.008582653491030908,0.999094110970487,0.002227156785860247,9.058890295129773E-4,0.002227156785860247,0.9999828657185632,2.0736003640697498E-5,1.713428143667003E-5,2.073600364069729E-5,0
3FGL J0019.1-5645,-28.756365,-28.0212093,2.3909311,-0.64464422,4.14085123,-0.882274398,-0.48227178,-0.598547156,-0.279748388,-59.82244,AGN,bcu,1088.913,PowerLaw,PMN J0019-5641,311.731506,AGN,3FGL J0019.1-5645,0.9999364538993757,7.996358592195237E-5,6.354610062441831E-5,7.996358592195134E-5,0.9968888409055304,0.003020408415690866,0.0031111590944695815,0.0030204084156908663,0.9774398348678063,0.0179841907336099,0.022560165132193617,0.017984190733609896,0.9993456898973982,4.8583085389283126E-4,6.543101026015546E-4,4.858308538928308E-4,0.9999258203518955,1.0098829685896952E-4,7.417964810441433E-5,1.0098829685897047E-4,0.9907254725303872,0.01327873314667218,0.009274527469612687,0.01327873314667218,0.9906889216733047,0.00979341038180975,0.009311078326695334,0.009793410381809751,0.9999185637233343,5.49034591643482E-5,8.143627666559289E-5,5.490345916434984E-5,0
3FGL J0019.4+2021,-29.5845041,-27.88706,2.2486298,-0.557360433,4.02142739,0.406755556,-0.863557532,-0.410481412,-0.530666251,-41.877808,AGN,bll,1529.8136,PowerLaw,PKS 0017+200,112.843597,AGN,3FGL J0019.4+2021,0.9999760591041151,2.5034063814602936E-5,2.3940895884961205E-5,2.5034063814604593E-5,0.9962941787402938,0.003920629870754799,0.0037058212597062597,0.003920629870754802,0.9939996897461484,0.00854758538617869,0.006000310253851565,0.00854758538617868,0.998911239577699,7.065581198238317E-4,0.0010887604223009234,7.065581198238304E-4,0.9999516606176723,3.594478762818584E-5,4.8339382327973974E-5,3.594478762818682E-5,0.9911304181583622,0.01095761342784591,0.008869581841637888,0.010957613427845911,0.9961950596782566,0.0049822036126544655,0.003804940321743456,0.004982203612654467,0.9997830994880933,1.588428538371694E-4,2.1690051190679824E-4,1.5884285383716747E-4,0
3FGL J0021.6-2553,-28.9257567,-27.8048643,2.0992868,-1.74733161,4.27064698,-0.663635885,-0.479427086,-0.442544053,-0.601381609,-83.22444,AGN,bll,1520.3076,PowerLaw,CRATES J002132.55-255049.3,41.8113594,AGN,3FGL J0021.6-2553,0.9999592979664221,3.390424782045263E-5,4.0702033577924754E-5,3.390424782045166E-5,0.997105700151433,0.0032211627546483708,0.0028942998485669428,0.0032211627546483695,0.9979017136451104,0.0036963829715280162,0.002098286354889738,0.0036963829715280162,0.999957579957128,5.367223159188613E-5,4.2420042872118694E-5,5.367223159188779E-5,0.9999606624970593,2.9766768536780195E-5,3.933750294078805E-5,2.976676853678217E-5,0.9919551863654721,0.00604780238471288,0.008044813634528008,0.00604780238471288,0.9985737570777917,0.0017865133360930655,0.0014262429222082595,0.0017865133360930692,0.99999042180269,1.4141516993138321E-5,9.578197310008884E-6,1.414151699313787E-5,0
3FGL J0021.6-6835,-27.010925,-27.9971022,2.6524696,-0.577948637,3.94837056,-0.653451758,-0.775366819,-0.749340352,-0.999916108,-48.299847,AGN,bcu,532.6547,PowerLaw,PKS 0021-686,307.012085,AGN,3FGL J0021.6-6835,0.9994963172337133,6.095951945712291E-4,5.036827662864662E-4,6.095951945712315E-4,0.9797575756341632,0.01604060307905216,0.020242424365836908,0.016040603079052158,0.9671274366312627,0.023526876902880373,0.03287256336873733,0.02352687690288038,0.9709732119213624,0.0182719718210309,0.02902678807863772,0.0182719718210309,0.9996386659373816,2.843967259136752E-4,3.613340626184176E-4,2.8439672591367777E-4,0.9902789507044402,0.011215924836836396,0.009721049295559864,0.011215924836836396,0.9784421308839453,0.008587973861945588,0.021557869116054867,0.008587973861945592,0.9981597452013384,0.0012493394506725428,0.0018402547986613538,0.0012493394506725404,256
3FGL J0022.1-1855,-29.689771,-27.3059323,1.7990181,0.89170234,4.21757054,0.958960662,-0.377814789,-0.258662286,-0.675488885,-79.38736,AGN,bll,2653.591,PowerLaw,1RXS J002209.2-185333,82.0309677,AGN,3FGL J0022.1-1855,0.9991601689665848,8.545549182976537E-4,8.398310334152917E-4,8.54554918297655E-4,0.9887717594503215,0.009206378654091489,0.011228240549678532,0.009206378654091489,0.993125768681327,0.00892756884786701,0.006874231318673136,0.008927568847867011,0.9598504759616645,0.01733521222703051,0.04014952403833561,0.01733521222703051,0.9996520094593847,2.860645365132258E-4,3.4799054061513497E-4,2.8606453651322387E-4,0.9787173477076638,0.011596290410532879,0.021282652292336182,0.011596290410532879,0.9954187787773824,0.0034551701603312635,0.004581221222617506,0.003455170160331259,0.982741847458691,0.00620821212505142,0.01725815254130897,0.0062082121250514235,0
3FGL J0022.1-5141,-29.1126105,-27.6803655,1.9874318,0.539554936,4.08447983,0.31534628,-0.404154307,-0.697587316,-0.252967591,-64.82614,AGN,bll,1760.3436,PowerLaw,1RXS J002159.2-514028,313.620239,AGN,3FGL J0022.1-5141,0.9974316514030716,0.0031830663292038,0.0025683485969284756,0.003183066329203801,0.9942025753207717,0.004967029119170071,0.00579742467922833,0.004967029119170069,0.9578334201639186,0.03181199935323769,0.04216657983608149,0.03181199935323768,0.96842190180789,0.020084226055986473,0.031578098192110084,0.020084226055986476,0.999404624805072,5.979880990761151E-4,5.953751949281839E-4,5.979880990761154E-4,0.9875707618970468,0.01018957338925321,0.012429238102953087,0.010189573389253206,0.9879485246375218,0.009383512470166062,0.012051475362478269,0.009383512470166049,0.9944094949315595,0.002460385468329033,0.005590505068440458,0.0024603854683290347,0
