Source_Name,AGN_BDT_MEAN,AGN_BDT_STD,PSR_BDT_MEAN,PSR_BDT_STD,AGN_NN_MEAN,AGN_NN_STD,PSR_NN_MEAN,PSR_NN_STD,AGN_RF_MEAN,AGN_RF_STD,PSR_RF_MEAN,PSR_RF_STD,AGN_LR_MEAN,AGN_LR_STD,PSR_LR_MEAN,PSR_LR_STD
4FGL J1532.7-1319,0.9989897198251632,0.0017087102737720905,0.00101028017483677,0.001708710273772093,0.9961486160452795,0.0036772956602048436,0.0038513839547204,0.0036772956602048453,0.9841972528998899,0.016258022763903958,0.015802747100110207,0.01625802276390395,0.9997824830015061,0.00013366847355442127,0.0002175169984939486,0.00013366847355441975
4FGL J1533.2+1855,0.9938722216212534,0.009465963211832781,0.006127778378746548,0.009465963211832783,0.9923126660868552,0.00625935990092244,0.007687333913144905,0.006259359900922441,0.9863494617073015,0.01629205328653656,0.01365053829269852,0.016292053286536566,0.9715242331142833,0.0091168592085317,0.02847576688571673,0.009116859208531706
4FGL J1533.2+3416,0.9972827536548821,0.039549667445467084,0.002717246345118003,0.03954966744546708,0.9958485333673099,0.0026753734964145215,0.004151466632690145,0.0026753734964145206,0.9973303537674899,0.005579548175962889,0.002669646232510006,0.005579548175962891,0.9911782471185776,0.0020952036050971242,0.008821752881422404,0.0020952036050971247
4FGL J1534.8+3716,0.9999066117476975,6.835006587701425e-05,9.338825230255323e-05,6.835006587701274e-05,0.9981482596651089,0.0013443481877866968,0.0018517403348911699,0.0013443481877866983,0.9983383564579954,0.0021024766046716173,0.001661643542004662,0.0021024766046716147,0.9987441851267496,0.00041412741757332295,0.0012558148732503085,0.000414127417573325
4FGL J1534.8+0131,0.9997333752529395,0.0002356023536592048,0.0002666247470605144,0.00023560235365920748,0.9976298722701441,0.002140562291053503,0.002370127729855892,0.002140562291053506,0.9910992891524294,0.011036269818305454,0.008900710847570624,0.011036269818305444,0.9999492934972122,2.161824451256521e-05,5.0706502788033286e-05,2.1618244512564735e-05
4FGL J1535.0+5320,0.997102910134536,0.04196443282340248,0.002897089865464159,0.04196443282340249,0.9965548537027017,0.002074311668773533,0.0034451462972983128,0.002074311668773531,0.9983737075853655,0.0019167699566961546,0.0016262924146344551,0.0019167699566961399,0.994391883467635,0.0017451283318212663,0.005608116532365042,0.0017451283318212643
4FGL J1535.3-3135,0.9997654115402633,0.00014289011394926575,0.0002345884597367591,0.0001428901139492643,0.9960443183738842,0.004161949394337074,0.003955681626115744,0.004161949394337074,0.9978585539552193,0.002266451774816667,0.002141446044780607,0.0022664517748166623,0.9990195436223516,0.00039885816873501065,0.0009804563776484008,0.000398858168735008
4FGL J1535.4+3919,0.9991824901507377,0.0005530923833876354,0.0008175098492624433,0.000553092383387635,0.9932778742491116,0.005056457549893105,0.006722125750888393,0.0050564575498931,0.9934288833308808,0.005125666733800552,0.006571116669119291,0.005125666733800548,0.9915356444603645,0.0025000087369712347,0.008464355539635652,0.0025000087369712355
4FGL J1535.8-4730,0.999838838508453,0.00015367542456023986,0.00016116149154695662,0.0001536754245602399,0.9928682579348447,0.0055804475590797336,0.007131742065155224,0.005580447559079735,0.9965260340676397,0.003584190430524996,0.003473965932360286,0.0035841904305249873,0.9989970094193242,0.00046225001144403017,0.0010029905806757011,0.0004622500114440307
4FGL J1536.8-3155,0.9992871068950804,0.0006883745705530146,0.0007128931049195826,0.0006883745705530149,0.9929228302216028,0.0051069559548974075,0.007077169778397214,0.005106955954897408,0.9890749913761239,0.011930437779591107,0.010925008623876119,0.011930437779591116,0.9967247083470391,0.0010710577491391726,0.0032752916529610134,0.0010710577491391707
