Flux_Density_1,Unc_Energy_Flux100_1,Spectral_Index_old,Signif_Curve_1,var_1,hr12,hr23,hr34,hr45,GLAT_1,Source_Name,Pivot_Energy_1,SpectrumType_1,GLON,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
-27.413061136138005,-27.733198525271078,2.6571865,-0.4984935440710263,3.361062165144779,-0.5480735982800268,-0.8906867429344093,-0.5637231271023065,-0.16220776167613069,-52.91353,3FGL J0031.6+0938,645.5102,PowerLaw,114.84454,0,0.9998140533579997,0.00018594664200050033,0.9963939271623131,0.003606072837687508,0.9974421013165445,0.002557898683456237,0.9439537899462036,0.05604621005379582,0.0,0.0,0.0,0.0
-27.234578925520772,-27.77464221026076,2.2745852,0.31779642423059534,6.235901809578529,-0.3680129111065578,-0.6797331303190822,-0.6563712039536023,-0.6243560767805013,-61.548527,3FGL J0032.3-5522,907.47565,PowerLaw,308.61932,0,0.9998920954627647,0.00010790453723526437,0.9989549872257201,0.001045012774278816,0.9998591972684896,0.00014080273150980947,0.9771662000905571,0.022833799909442162,0.0,0.0,0.0,0.0
-27.86534758867368,-27.84657063751567,2.563908,-0.3903699405936911,3.5608494723684347,-0.9091293064885126,-0.6463443997735066,-0.5227040361715369,-0.5086412927746358,-23.512846,3FGL J0032.5+3912,744.708,PowerLaw,118.951416,0,0.9998116150141751,0.0001883849858252142,0.9669334305022492,0.03306656949775034,0.9902738034189459,0.009726196581053802,0.9597403393830369,0.04025966061696176,0.0,0.0,0.0,0.0
-29.56835376712394,-27.99594311640179,2.108412,1.2123953945199795,3.950357653064372,0.9992849899534153,-0.448148742168516,-0.5882807022473242,-0.8289985228842581,-53.392723,3FGL J0048.1-6343,1597.7219,PowerLaw,303.53308,0,0.925894064350498,0.07410593564950106,0.9170113170172297,0.08298868298276992,0.4276110139851745,0.5723889860148249,0.47228584519059813,0.5277141548094023,0.0,0.002,0.944,0.645
-32.39110487267119,-27.821278760326315,1.7653672,-0.4755638587112215,3.572518094896527,0.6103714599423058,-0.7441126672416805,-0.21849052193571153,-0.2857654268078691,-20.456451,3FGL J0049.0+4224,6059.867,PowerLaw,122.45456,0,0.9989073866640004,0.0010926133359998882,0.9950535829081785,0.004946417091821271,0.9978709026077733,0.002129097392226454,0.994829283669074,0.005170716330926022,0.0,0.0,0.0,0.0
-28.99349751026385,-27.15114816158577,2.2792559,-0.18729932535274918,3.787724809632807,-0.5864049889008074,-0.5664620972598615,-0.6776057072968389,-0.7259309655319925,1.8875066,3FGL J0051.6+6445,1719.2827,PowerLaw,122.95131,12,0.9410291064897452,0.0589708935102548,0.6093698256369208,0.39063017436307956,0.9061626676327146,0.09383733236728489,0.8980801537311547,0.10191984626884557,0.0,0.254,0.0,0.0
-29.90020844512672,-27.89700066767874,2.265101,-1.0210372693884762,3.707005431519874,-0.7477973337978396,-0.8754619713293417,0.2072842959149067,-0.8026115570556448,-17.858519,3FGL J0102.1+4458,1645.4283,PowerLaw,124.92201,0,0.9977024315121016,0.0022975684878976804,0.993246750423558,0.006753249576442743,0.9997556252358613,0.0002443747641396239,0.9518284400500763,0.04817155994992261,0.0,0.0,0.0,0.0
-29.767135871529796,-27.712073591579546,2.0650234,-0.7310816812392441,3.7314903755498383,-0.3020753274453917,-0.6902051409815396,-0.5073783832090867,-0.29987821906091255,-53.052097,3FGL J0102.1+0943,2010.3379,PowerLaw,127.330734,256,0.9998859990191697,0.00011400098082966843,0.9976781445276721,0.0023218554723285893,0.9984026432452775,0.0015973567547204635,0.9965235810957986,0.003476418904201838,0.0,0.0,0.0,0.0
-29.775162983835692,-27.97391939540793,2.1721509,-3.0862578836884484,3.678476783470549,-0.7343473323047949,-0.698580464613628,-0.5521213409043308,-0.4059362319461393,-41.94519,3FGL J0112.9-7506,1641.6904,PowerLaw,301.0738,0,0.9999614023884347,3.859761156621835e-05,0.9982875766735969,0.0017124233264022202,0.9999961046288565,3.895371145314124e-06,0.9976970155703468,0.002302984429651282,0.0,0.0,0.0,0.0
-29.873280775387922,-27.883848659820284,2.3102372,-0.5757925033025889,3.649107481044824,-0.8566653816270031,-0.24777293562575126,-0.630057462503471,-0.585832559223196,-43.231922,3FGL J0114.8+1917,1581.0696,PowerLaw,130.5204,0,0.9991635128646109,0.0008364871353890358,0.990322181227672,0.009677818772328187,0.9852886444856409,0.014711355514359507,0.9565556732804985,0.043444326719501804,0.0,0.0,0.0,0.0
-26.076318287735557,-27.188294006563208,2.759096,0.6454817186757151,3.9244713028722398,-0.6992343801289643,-0.8965807583064365,-0.7670797546737129,-0.9997503281674898,6.46833,3FGL J0116.8+6913,504.93448,PowerLaw,125.19848,16,0.9857980399453695,0.014201960054630012,0.5859357988551823,0.41406420114481785,0.38038612932638904,0.6196138706736105,0.8830654565890523,0.11693454341094711,0.0,0.266,0.998,0.0
-27.742726942782966,-27.456096432004856,2.5324936,-0.6323972018951262,3.5893625810696954,-0.7302023771409717,-0.6508887904589492,-0.9246799029414813,0.180678609254572,-7.948505,3FGL J0127.4+5433,828.52924,PowerLaw,128.19374,0,0.9888728060436509,0.011127193956349219,0.9796593718891342,0.020340628110866465,0.99758854091552,0.0024114590844809647,0.9124949645800106,0.08750503541999019,0.0,0.0,0.0,0.0
-26.922762293560545,-27.338717912369404,2.5862625,-1.0976393621146794,3.9870394162550498,-0.538938509744185,-0.893194775948152,-0.6660555224949865,-0.20951276988151965,-5.952526,3FGL J0127.5+5634,695.18384,PowerLaw,127.92254,0,0.99785179288085,0.002148207119150252,0.9942836696678952,0.0057163303321049455,0.9997939166599521,0.0002060833400484884,0.9526229174944926,0.047377082505507255,0.0,0.0,0.0,0.0
-28.49366824256082,-27.673130814183498,2.4481723,-1.7834167863843668,4.20456455148913,-0.5518522621228569,-0.7083981567765543,-0.6338109881565702,-0.7665191891288293,-13.57893,3FGL J0127.6+4851,1047.4584,PowerLaw,129.05373,0,0.9997116112678346,0.00028838873216566327,0.9960356531668644,0.003964346833134954,0.9998405526950283,0.00015944730497206142,0.9870885313819344,0.012911468618065853,0.0,0.0,0.0,0.0
-29.273136157535806,-28.006481492110378,2.319403,-0.5396751309500927,3.552486972474847,-0.011045533134215553,-0.7005356796986765,-0.7036124318193355,-0.546612191737479,-62.40861,3FGL J0132.1-5340,1242.8344,PowerLaw,289.86023,0,0.9994639266172616,0.000536073382737708,0.9940774220993033,0.005922577900696489,0.9839904240874995,0.016009575912499147,0.9229784748162557,0.07702152518374428,0.0,0.0,0.0,0.0
-27.09312247595784,-28.010902325832564,2.7074742,-1.787696115841359,3.5094010517233243,-0.743095051010625,-0.691239493965413,-0.9029007213298911,0.0949017884955216,-67.93795,3FGL J0133.2-4737,504.86322,PowerLaw,283.9412,0,0.9992262688556417,0.0007737311443593285,0.9981379954575679,0.0018620045424326012,0.9999447962904133,5.5203709586566344e-05,0.9383189035946745,0.06168109640532501,0.0,0.0,0.0,0.0
-30.184291963431704,-27.410793170866445,2.2115479,-0.558454849585206,3.751171156167846,-0.24002262610245198,-0.7517364573431455,-0.30933956395723555,-0.8271247960510973,-2.9256306,3FGL J0133.3+5930,2356.1208,PowerLaw,128.23248,0,0.9886452336010917,0.011354766398908412,0.9234428375253441,0.07655716247465508,0.9895127888131824,0.010487211186817403,0.9361439003373888,0.06385609966261088,0.0,0.0,0.0,0.0
-30.121151272505205,-27.957480469197595,2.0609827,-0.5641880749265552,3.693389020716649,-0.29989520611084197,-0.5478038886600485,-0.5488685059004542,-0.5851529309987537,-68.76349,3FGL J0138.5-4612,2009.1926,PowerLaw,279.95227,0,0.9998700109921496,0.00012998900784943232,0.9944431750963038,0.0055568249036952325,0.9901356315037975,0.009864368496203665,0.9963747927105109,0.0036252072894889424,0.0,0.0,0.0,0.0
-27.57919755715601,-27.61170635271674,2.6199348,-0.01615576439171886,3.5754122792176926,-0.8341895388585522,-0.8020779721342159,-0.36396523298626493,-0.5971121543566688,-12.991856,3FGL J0149.6+4846,717.1682,PowerLaw,132.7239,9,0.9983834698887528,0.0016165301112474229,0.8785655134984549,0.1214344865015454,0.9802596993881302,0.019740300611870282,0.962359400858994,0.03764059914100651,0.0,0.0,0.0,0.0
-27.96761340175538,-27.724973178391874,2.5520542,-1.1206886788049055,3.625397095040806,-0.7281325958238659,-0.578181983389118,-0.9999749167538982,0.9997523503726053,-14.819924,3FGL J0154.1+4642,786.5638,PowerLaw,133.98268,0,0.9917440926904226,0.008255907309578188,0.9981348560280451,0.0018651439719553564,0.9999697429171142,3.0257082886212174e-05,0.9069972152635808,0.09300278473641911,0.0,0.0,0.0,0.0
-31.095513632053965,-27.89415504150918,1.8884518,0.1863822178060046,3.77889601102364,0.5050334297815461,-0.424811029908536,-0.5840612135135829,-0.3811344713143536,-75.10631,3FGL J0156.5-2423,2763.535,PowerLaw,205.98206,0,0.9998802541341926,0.00011974586580674117,0.9964993701901682,0.003500629809831627,0.966898953915555,0.03310104608444379,0.996318837837421,0.003681162162579151,0.0,0.0,0.0,0.0
-28.026174671303313,-27.770433573880503,2.5585058,0.34558154913681804,3.789087732261582,-0.7249082688828892,-0.9349736098443433,-0.028509537719664458,-0.2902053765254937,-57.513157,3FGL J0158.6+0102,827.643,PowerLaw,155.5121,0,0.9998769765131503,0.00012302348684937726,0.9979333065564235,0.002066693443577065,0.998176107170591,0.001823892829407434,0.9687731643253498,0.031226835674650944,0.0,0.0,0.0,0.0
-31.35840067889342,-27.92016794060629,1.8781707,-0.6872598648626577,3.846288548110567,-0.9888026564481267,0.8269761349571996,-0.47471885160480776,-0.6231220575817921,-70.08185,3FGL J0200.3-4108,3490.8992,PowerLaw,262.05765,0,0.9998891125348308,0.00011088746517006589,0.9942453995191685,0.005754600480831514,0.996022900200216,0.003977099799783865,0.9979765565862371,0.0020234434137637717,0.0,0.0,0.0,0.0
-26.895609158160028,-27.42312375943303,2.7145154,-0.0055470565103670705,3.498050522005555,-0.667645320804071,-0.8395757209125337,-0.8390123187089398,0.2595205715051202,-47.306583,3FGL J0203.6+1148,608.32184,PowerLaw,149.51396,0,0.9973572595332131,0.002642740466786224,0.9972272376552853,0.0027727623447148598,0.9940169626159612,0.005983037384038212,0.9223034354078347,0.07769656459216608,0.0,0.0,0.0,0.0
-28.442149856849603,-27.69663552228979,2.383586,0.12764165713385822,3.713479306304634,-0.5117430824599887,-0.7908591947114203,-0.5761542881163684,-0.9999125883016166,-39.650284,3FGL J0211.0+1922,1024.156,PowerLaw,147.57304,0,0.9946833573301224,0.005316642669877779,0.891128301110077,0.10887169888992276,0.731507687004675,0.2684923129953243,0.8838761363940184,0.1161238636059811,0.0,0.0,0.0,0.0
-31.460830740530458,-27.89368445011293,2.0137677,-0.839875302520031,3.6270176141336483,-0.8230451519042479,-0.5049686021907196,-0.3758665293178283,-0.6005503627197641,-53.597607,3FGL J0216.0+0300,3324.7903,PowerLaw,160.32379,0,0.9998950760356036,0.00010492396439555324,0.9925652978363251,0.007434702163675191,0.9950057368788854,0.004994263121115069,0.9965112150249475,0.0034887849750513365,0.0,0.0,0.0,0.0
-29.476243895484473,-27.876963790802975,2.24003,0.1510124177730103,3.9011666276383896,-0.5944720849349635,-0.2955960075724205,-0.8909999889551924,-0.3864808989040241,-51.753777,3FGL J0216.4+0507,1412.2108,PowerLaw,158.6026,0,0.9979330629878965,0.002066937012103466,0.9926585185832247,0.007341481416775479,0.9121119295217164,0.08788807047828312,0.9480073907622267,0.05199260923777301,0.0,0.0,0.0,0.0
-26.121815601563423,-26.557323912929444,2.6818604,0.8898530355104316,3.840972532816854,-0.7709608147844773,-0.7544626584791698,-0.859024461321073,-0.9998467622903756,-0.0023190505,3FGL J0221.1+6059,670.4135,PowerLaw,133.59798,0,0.07214897523399658,0.9278510247660027,0.027984309740450665,0.9720156902595494,0.1055541487780161,0.8944458512219842,0.358336306382003,0.6416636936179972,1.0,1.0,1.0,0.978
-31.154553264174854,-27.762214364144363,1.9356745,-0.18511253595540253,3.638525455292259,-0.9621526475639446,0.5226030796009119,-0.364473908158513,-0.6485734538972411,-33.273746,3FGL J0221.2+2518,3399.047,PowerLaw,147.33334,0,0.9995183210438966,0.0004816789561039472,0.9818802478382169,0.018119752161782826,0.9740997496155605,0.025900250384439504,0.9952413700975912,0.004758629902408327,0.0,0.0,0.0,0.0
-29.853557568958962,-26.22266051494701,2.4198194,0.8106800960499988,3.788839759849826,0.9998541020365532,-0.8379955158400533,-0.6698357080575325,-0.8424309727830872,0.6319488,3FGL J0221.8+6138c,3022.2283,PowerLaw,133.4565,48,0.2346839948755659,0.7653160051244343,0.23353018697336983,0.7664698130266298,0.34302759623575674,0.6569724037642425,0.4904897554048555,0.5095102445951444,0.94,0.965,0.992,0.565
-27.74307233114803,-27.752639115668593,2.4037545,0.39726672636221605,3.8699100947006593,-0.6295379286915609,-0.728883334991375,-0.6442546212716316,-0.6857798507879597,-20.032154,3FGL J0223.6+3927,882.9315,PowerLaw,141.71046,0,0.9432150607286215,0.05678493927137757,0.7859207934331642,0.2140792065668354,0.8371397205302358,0.16286027946976459,0.881364428083374,0.11863557191662621,0.0,0.001,0.0,0.0
-28.027822849669775,-27.882683439003547,2.4003537,-0.21116971220478373,3.7207829568519437,-0.5728396901259544,-0.8119210564867583,-0.33077708144904766,-0.7621781041342908,-67.122475,3FGL J0224.1-1846,884.1159,PowerLaw,196.45181,0,0.9994230539888834,0.0005769460111168489,0.9918505106515273,0.008149489348473114,0.9889742407125934,0.01102575928740584,0.9619820926230149,0.038017907376985315,0.0,0.0,0.0,0.0
-29.633218693535763,-27.663634187706258,2.261836,-1.0051141314036514,3.9618117565579025,-0.6559865188647604,-0.6811092103261182,-0.5994235176491967,-0.4252539113965246,-41.091526,3FGL J0224.4+1615,1622.4056,PowerLaw,153.12524,0,0.999879532568971,0.00012046743102814212,0.9976481200456288,0.0023518799543708908,0.9990237716368988,0.0009762283630998851,0.9882771687107517,0.011722831289249067,0.0,0.0,0.0,0.0
-25.817646170144894,-27.913805203118137,2.9186466,0.03096315548158341,3.6388754072369114,-0.8146336663536056,-0.8026174635851742,-0.6879998845701759,-0.5973442821308391,-62.21617,3FGL J0226.7-4747,362.95218,PowerLaw,267.30338,0,0.9997976847933677,0.00020231520663309795,0.9849443617633481,0.015055638236652173,0.9686507048011809,0.03134929519881986,0.9375690268795385,0.062430973120461496,0.0,0.0,0.0,0.0
-25.894197884345033,-27.836064873749397,2.771561,0.10939130111626182,3.7231011545365384,-0.7704688523534737,-0.6280482147359217,-0.8412599188095348,-0.6271608779045807,19.998413,3FGL J0228.5+8213,378.12604,PowerLaw,126.32635,8,0.9985865697669813,0.001413430233020001,0.928424048179755,0.0715759518202461,0.8861986481282212,0.11380135187177898,0.9161418369999639,0.08385816300003536,0.0,0.0,0.0,0.0
-27.470125888922496,-27.614881463651404,2.5481932,-1.0217275282190568,3.9690042924709585,-0.7292926897343261,-0.7922816115067682,-0.523472494970373,-0.6888970766133681,-43.11059,3FGL J0231.0+1302,721.26764,PowerLaw,157.13878,0,0.9998347579148483,0.00016524208515314586,0.9970804457834834,0.002919554216515389,0.9991165366918723,0.0008834633081278995,0.9889858430931383,0.011014156906862025,0.0,0.0,0.0,0.0
-26.324166144515086,-27.709302276038425,2.665958,0.8489591083218612,4.006103957314026,-0.7215114827482543,-0.6999667847241238,-0.9194171280701683,-0.8134135739200044,-48.17772,3FGL J0232.6+0646,465.37665,PowerLaw,162.46416,1,0.9904254864349761,0.009574513565024412,0.8357448298470068,0.16425517015299354,0.3708996536749705,0.62910034632503,0.846180305167925,0.15381969483207633,0.0,0.0,0.991,0.0
-26.957659586808873,-26.695761751493986,2.668114,-0.7401584558907442,4.130030767123109,-0.7633018235593844,-0.7373427048810576,-0.9012518864512683,-0.3755349952608195,2.0197952,3FGL J0233.0+6237,839.5476,PowerLaw,134.31941,0,0.8296414311124617,0.17035856888753773,0.98794824085456,0.012051759145440823,0.9968594159079269,0.0031405840920732567,0.7828759940898113,0.21712400591018932,0.0,0.0,0.0,0.0
-31.976957239114984,-27.85293055407378,1.8133874,-0.19301100592775539,3.562483287965839,-0.10529706249234715,-0.7013063211036313,0.031216300762567747,-0.23066909142580183,-58.034374,3FGL J0234.2-0629,4520.0195,PowerLaw,177.42293,0,0.9996827908416248,0.0003172091583745813,0.9975729318695576,0.002427068130442897,0.998672013217452,0.0013279867825470631,0.9947641799941973,0.005235820005802499,0.0,0.0,0.0,0.0
-25.99757662129107,-27.296620738411615,2.6072574,0.03023042131514858,4.107493517890841,-0.7340108236692303,-0.6796054215399983,-0.7432685566853422,-0.8779229420382428,-3.2338104,3FGL J0235.7+5647,547.29767,PowerLaw,136.88327,12,0.9668917909892591,0.03310820901074098,0.5656210945055586,0.43437890549444175,0.9265988696254617,0.07340113037453792,0.8623737166603893,0.13762628333961135,0.0,0.356,0.0,0.0
-31.54899680346612,-27.790809658679983,2.0618744,-0.43324508320123994,3.294518849654108,-0.7862897976199766,-0.7684469703283906,-0.3583952575150139,-0.34499400881332465,-30.96236,3FGL J0239.0+2555,3583.083,PowerLaw,151.271,0,0.9999181711971958,8.182880280369573e-05,0.981939131040217,0.01806086895978189,0.9824714098333336,0.017528590166665834,0.995129526918342,0.004870473081659671,0.0,0.0,0.0,0.0
-30.678137214283634,-27.63090912220008,1.9952142,-0.9615283724844393,3.932947650086181,-0.9781881122632585,0.5561850385029156,-0.5433693973325063,-0.5966145737305769,-41.696938,3FGL J0239.4+1326,3086.905,PowerLaw,159.19914,0,0.9998085049154907,0.00019149508451084133,0.9957953418541385,0.004204658145861355,0.9980968115875071,0.0019031884124920272,0.9978987267328961,0.0021012732671048502,0.0,0.0,0.0,0.0
-27.961842087073606,-27.89296240986069,2.4378898,0.7522703934729662,4.168971399741904,0.24731253236119513,-0.7293808288370495,-0.9946625091297575,0.9058863427994375,-54.49211,3FGL J0240.0-0253,774.0558,PowerLaw,174.59973,0,0.9999568257309214,4.317426907913996e-05,0.9988798838564068,0.0011201161435931916,0.9984790817893063,0.0015209182106940655,0.9203986562618606,0.07960134373813921,0.0,0.0,0.0,0.0
