Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD
4FGL J0001.2+4741,0.9788989643380027,0.016072090134075297,0.0008024561310357887,0.0007844681843349083,0.02029857953096161,0.015750646026080565,0.9692857495705021,0.04497070374770927,0.00021471172614958764,0.0011426636532892256,0.030499538703348168,0.044948819706355995,0.8958281765031335,0.025739521878736276,0.008121254212364792,0.005212708685817667,0.09605056928450156,0.02480861991535752,0.964224954160967,0.012877588582405479,0.0009155617495244442,0.0008646719943450281,0.0348594840895085,0.012832002041262353
4FGL J0001.2-0747,0.9938740091452141,0.0034257270077572826,0.0004056726150888659,0.0003058827810065676,0.005720318239697024,0.0033034906560091243,0.9775733896654517,0.02841455879033368,0.0005574069262851339,0.0027365575806278515,0.02186920340826331,0.027385703427329714,0.948211672944171,0.015037494966682345,0.004616052661360851,0.002182347169272319,0.04717227439446826,0.014156224123368037,0.9621731592753365,0.013199641417508826,0.006833215320589367,0.0036531160891673177,0.03099362540407406,0.011353699640724144
4FGL J0001.5+2113,0.9929588342407544,0.007438015274851598,0.005824785475900876,0.006769440780046621,0.0012163802833448935,0.0015299075728833465,0.9677069884580987,0.03929563709732704,0.0012476395899420566,0.00617461346306284,0.031045371951959222,0.03885088548550037,0.8472093531341685,0.0636828041721635,0.054780017003278676,0.030024939428945036,0.09801062986255286,0.055059435848719536,0.9975415261882372,0.0018832807829929912,0.0005308012155684481,0.0005405736269783265,0.0019276725961941872,0.0016092099046288453
4FGL J0001.6-4156,0.9745544303823023,0.013499694157013546,0.0014509209530681954,0.0009553772575548924,0.02399464866462942,0.013112017283429638,0.9709327638376904,0.02950639765890815,0.00038203815337008466,0.001182126690773598,0.02868519800893938,0.029276254570033033,0.8371644980243043,0.048083261170418994,0.0100090537681934,0.004795068331407529,0.15282644820750232,0.04537247433286164,0.9053424275604248,0.025643096421805175,0.002812873861362294,0.0015176730378400095,0.09184469857821279,0.025203049065871605
4FGL J0002.1-6728,0.9666151904183911,0.01917667884075604,0.008467757324977435,0.00718025029580966,0.024917052256631496,0.016096007110771412,0.9355272579078916,0.05459661899667553,0.0009195073282564399,0.0020292578497408393,0.063553234763852,0.05416864707779347,0.8704373250683839,0.03415969712419594,0.01549132324807082,0.009152559320683719,0.11407135168354525,0.03026281490997484,0.8877540009494373,0.027417862888062614,0.007532999715591972,0.0038066098949926185,0.10471299933497072,0.0257654564129908
4FGL J0002.3-0815,0.9989364355682163,0.0009557570423536051,0.0002540020956636529,0.0002768029404078595,0.0008095623361201832,0.000860361873320312,0.9593801769487255,0.0441748317503991,0.001316546557838651,0.003240212702880256,0.039303276493435894,0.04367199811986712,0.8741246360206166,0.030482954407040134,0.025688628400327,0.014011388226111735,0.10018673557905647,0.024739547917370822,0.9057605965186409,0.03669552965003082,0.006704030794363178,0.0057870605746830495,0.0875353726869958,0.03632517817357252
4FGL J0002.4-5156,0.9896514370142699,0.010337232108135442,0.0019528240079233759,0.0020551481277336003,0.008395738977806608,0.00961812945438428,0.9666448685440717,0.041840764448166604,0.0010823239171061057,0.0038390975712276894,0.032272807538822265,0.03995055206942809,0.8289241147477137,0.049689043549252784,0.01617514148918094,0.009115321832213757,0.1549007437631053,0.04927430436129354,0.9532235355532188,0.03205150168540744,0.0034361761880101383,0.00536124258354978,0.04334028825877098,0.03049028810557301
4FGL J0003.1-5248,0.9440501783281676,0.029507752000022557,0.0021267718777486146,0.0015960505052383955,0.053823049794083734,0.02909682276777167,0.946694869767927,0.053920172610100174,0.002221697804643147,0.006161106453128546,0.05108343242742987,0.05175281264372915,0.8233829418424615,0.04221556482179523,0.014311213725326427,0.006617524815967548,0.16230584443221197,0.03934774808183297,0.7897477316922106,0.05114901759410702,0.016984232178646138,0.009147232515615934,0.19326803612914323,0.049948032037452766
4FGL J0003.2+2207,0.9018959007165067,0.07055221757687656,0.014649379932764653,0.01597645681275306,0.08345471935072864,0.06677633867991796,0.6847531843916076,0.2453793720412592,0.09452540435948058,0.1884453629867887,0.2207214112489118,0.15513443831789414,0.6947749349100932,0.05538448621633383,0.08382621857840428,0.026908122644482453,0.22139884651150252,0.045850160001778176,0.42526943418593754,0.20434604928085937,0.027278207797256256,0.06378926651950877,0.5474523580168061,0.21151276743951167
4FGL J0003.3-1928,0.9690617718233375,0.019164207799003418,0.008799441515810918,0.007139443131450744,0.022138786660851475,0.015157801830949544,0.9586920976941848,0.04699600453488745,0.0013826937926691746,0.003561112072606067,0.039925208513146036,0.045279866210944104,0.7226565683575358,0.07075595784445057,0.14331188262875943,0.05206961086045267,0.1340315490137048,0.037094921338241306,0.9306221942134634,0.02316231248884379,0.005821249058845434,0.0034905039220810632,0.06355655672769117,0.021568258767595376
4FGL J0003.3-5905,0.9893391990308551,0.012567945037504257,0.0007642527157021784,0.0007076847902658156,0.009896548253442713,0.012181865566541772,0.9187895188731735,0.0708659034864785,0.004286743637941361,0.009545580323728932,0.07692373748888524,0.06802740916960479,0.8930423442083236,0.02553631026857657,0.015508351991819882,0.0088712625769916,0.09144930379985633,0.02304523039802868,0.8755614767090981,0.04187054488669274,0.04404758403819355,0.021188098496325816,0.08039093925270842,0.0330169489163032
4FGL J0003.9-1149,0.9142612697697324,0.055506350784279616,0.04537254782228117,0.04097000417517019,0.04036618240798646,0.030075965301591477,0.6973064540419076,0.23411667062683006,0.11190067698537048,0.1621496010834958,0.19079286897272185,0.16367380748816024,0.6684287251034766,0.06704895036718012,0.15002791321939613,0.05191039073227028,0.18154336167712723,0.037725386593877815,0.504959889901524,0.09403575949436078,0.17078716458420948,0.07833690797158854,0.32425294551426653,0.07685242219042496
4FGL J0004.0+0840,0.8060207302282129,0.09557545450939922,0.05437960339380173,0.03903163766628468,0.13959966637798552,0.08478054866368256,0.7996045915444229,0.13918248769992947,0.017085088485289123,0.036609451192077494,0.183310319970288,0.12785772555467417,0.6227172825746479,0.06761232437144854,0.12813442975950076,0.04016368225787537,0.24914828766585134,0.05089129776270417,0.5549107079770869,0.08508484959159837,0.018418246616863754,0.012776029343993738,0.42667104540604944,0.08365585374125684
4FGL J0004.3+4614,0.9937953110771565,0.004008907572450387,0.000893423480024327,0.000689736205679471,0.005311265442819122,0.0037323636667054164,0.9789873699881815,0.026619147167041248,0.0005810251791685525,0.001669507546670575,0.020431604832649955,0.02596111160578116,0.885363831638659,0.03301478416793626,0.020288683061693152,0.011275714842108984,0.09434748529964791,0.028290525144383395,0.9615672843708499,0.012760800706542218,0.006965502465963953,0.003496472934765336,0.031467213163186195,0.011213410931853924
4FGL J0004.4-4737,0.9951609295622745,0.006246042633579431,0.0004139285332606193,0.00045272393885719114,0.0044251419044647996,0.006079165041207353,0.9863602059972589,0.019459488158288813,0.00019017137858577261,0.0014359003204916772,0.01344962262415531,0.019347959866973605,0.955878080735069,0.014274328503287113,0.004722906317001584,0.0026525378531846227,0.03939901294792932,0.013306957794138813,0.9948154336094622,0.0027142177329961764,0.0005595899388856105,0.00035572012237596485,0.004624976451652299,0.0025612822791175292
4FGL J0005.9+3824,0.9965558577917129,0.0027032818595700402,0.002276272422215258,0.0021124860575410125,0.001167869786071939,0.0008969130780018818,0.9020849952313292,0.09132931258127158,0.013278194025538908,0.02908232152407071,0.08463681074313173,0.0782506611447517,0.8981060300354753,0.03427467391823971,0.02827890081183039,0.01617398003661317,0.07361506915269435,0.025506014717544424,0.9043250923698012,0.026830873865713423,0.034002623322916356,0.014349228144221727,0.061672284307282506,0.01970012051700342
4FGL J0006.3-0620,0.982233677740541,0.011485882231789446,0.0010886695309757948,0.0010266635192177135,0.016677652728483042,0.011027643432251948,0.9741877117094543,0.026677030511009208,0.00033000385204890234,0.0012893247259773046,0.025482284438496754,0.026331494397658133,0.9213070060897024,0.022681595344746876,0.006479717560921489,0.004121922012221492,0.07221327634937605,0.020950451653715327,0.9583201247655155,0.013895527985396816,0.002184369333004044,0.0012372705445316433,0.039495505901480245,0.013767147378615513
4FGL J0006.4+0135,0.973145285443785,0.019755014374886404,0.0023482019805363425,0.002038736128774136,0.02450651257567867,0.019070474870051275,0.9253166310668381,0.06579271006820087,0.005279704955024423,0.01432732953787008,0.06940366397813742,0.061577916728321136,0.8062026012776708,0.04515807403208304,0.044600184248996706,0.017487140194240445,0.14919721447333245,0.03702138693025905,0.8003341739541356,0.053272779707640244,0.018549463301248036,0.011861818799294974,0.18111636274461634,0.05156734832252734
4FGL J0007.7+4008,0.9740195051158206,0.016292591261139612,0.007571804956543827,0.006762482896101277,0.018408689927635682,0.012155674009556871,0.9595862959969693,0.03687744944454567,0.0017333722703210092,0.004672597125610506,0.03868033173270981,0.03523932694915868,0.8764882618124156,0.03548041359051818,0.0230681097115006,0.01379047427627322,0.1004436284760839,0.02995919945300621,0.9155381804745667,0.023010883519605216,0.018767776594508595,0.008015606181787024,0.0656940429309249,0.018703474105518408
