Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD
4FGL J0429.0-0006,0.9998968826313116,0.00014169376342900618,0.00010311736868829488,0.00014169376342900564,0.999011738593807,0.009102898136866431,0.0009882614061930792,0.009102898136866433,0.9496377150413287,0.025597189604935455,0.05036228495867141,0.025597189604935452,0.9974135634624911,0.001448266221372421,0.0025864365375088526,0.0014482662213724207
4FGL J0534.5+2201i,0.9998844543349755,0.00010471676174708017,0.00011554566502440367,0.00010471676174707945,0.9758911581989392,0.1225576569161123,0.024108841801060796,0.1225576569161123,0.9362330275813219,0.03694774725255538,0.06376697241867817,0.03694774725255538,0.9826052757176585,0.03564619551570874,0.017394724282341394,0.03564619551570873
4FGL J0850.4-2558,0.9266389357143953,0.0625269525388255,0.07336106428560478,0.0625269525388255,0.7125387237181293,0.28179224847363976,0.2874612762818708,0.28179224847363976,0.8079294680726091,0.0636948753236329,0.19207053192739088,0.0636948753236329,0.8027282977960053,0.07299513381135975,0.19727170220399473,0.07299513381135973
4FGL J1039.7-1540,0.9999262924471702,0.00011359839662737826,7.370755282984248e-05,0.00011359839662737846,0.9962881144844796,0.017427931617724636,0.0037118855155203567,0.017427931617724636,0.9814869952017533,0.01386280787030724,0.018513004798246704,0.013862807870307246,0.9958977347781448,0.00251411587191427,0.0041022652218552025,0.00251411587191427
4FGL J1202.9-5717,0.8271488185899978,0.1525160979526828,0.17285118141000225,0.1525160979526828,0.7096426458926346,0.2994599415899184,0.29035735410736546,0.2994599415899184,0.6164134876018084,0.08511115582348998,0.38358651239819175,0.08511115582348996,0.8323466517659364,0.07665207564336389,0.1676533482340637,0.07665207564336389
4FGL J1209.9-5923,0.9094785413236586,0.12053028147445954,0.0905214586763415,0.12053028147445956,0.20484526147732393,0.2508428001191154,0.7951547385226762,0.2508428001191154,0.4772636867413083,0.08649274490495007,0.5227363132586915,0.08649274490495007,0.28031526254512107,0.11015618534526046,0.7196847374548788,0.11015618534526046
4FGL J1320.5-6256c,0.447290821513564,0.24010820759569737,0.5527091784864361,0.24010820759569737,0.9724483681339817,0.11882749112268254,0.027551631866018327,0.11882749112268255,0.5479582790656558,0.10536219070284539,0.4520417209343442,0.10536219070284539,0.9571722995267484,0.02908498392376495,0.04282770047325148,0.029084983923764948
4FGL J1622.8-4454,0.5021773771812157,0.25044157320977534,0.49782262281878437,0.25044157320977534,0.5602144321319247,0.3334937963223959,0.4397855678680753,0.3334937963223959,0.5510372202804542,0.09580783043348455,0.4489627797195458,0.09580783043348454,0.7616233003398625,0.08946779025721036,0.2383766996601376,0.08946779025721036
4FGL J1758.3-1920,0.3640391184919849,0.24676854912837068,0.6359608815080151,0.24676854912837068,0.15486435984336902,0.2114517825272865,0.8451356401566309,0.21145178252728647,0.485797015902465,0.0999277726643414,0.5142029840975351,0.0999277726643414,0.2197062793389101,0.12916522662982224,0.7802937206610899,0.12916522662982224
4FGL J1838.0-0516,0.5040661234858165,0.4161032165881247,0.4959338765141837,0.41610321658812477,0.06388825396393762,0.13266002378943367,0.9361117460360624,0.13266002378943365,0.1771095590867991,0.06102773351601572,0.822890440913201,0.06102773351601571,0.08746063515358768,0.09833479105733782,0.9125393648464124,0.09833479105733785
4FGL J1841.3-4442,0.9968145526081291,0.002830220022426184,0.0031854473918709754,0.0028302200224261864,0.9980237754058717,0.006929487587713708,0.0019762245941282973,0.006929487587713707,0.9859146913901071,0.011948311524626875,0.01408530860989285,0.01194831152462688,0.9907039804343686,0.004370466397956605,0.009296019565631397,0.004370466397956604
4FGL J2048.4-2517,0.9751524778660196,0.029992291806664823,0.024847522133980393,0.029992291806664823,0.9824959111262893,0.04454943604315105,0.017504088873710622,0.04454943604315105,0.857598858404235,0.05555639544842632,0.14240114159576509,0.05555639544842633,0.9412593993986448,0.03421241559917521,0.058740600601355296,0.034212415599175205
4FGL J2106.9+2455,0.9998366729120785,0.00028107208216174794,0.0001633270879214203,0.00028107208216174566,0.9961011020412932,0.024393687161424267,0.003898897958706848,0.024393687161424267,0.9589375339005994,0.021176116737293554,0.04106246609940064,0.021176116737293554,0.9960185325851613,0.0021762266562184787,0.003981467414838797,0.0021762266562184783
4FGL J2325.9+6206c,0.8638744777232538,0.14391359886375754,0.13612552227674615,0.14391359886375754,0.5353645820864015,0.3498836624947547,0.4646354179135985,0.3498836624947547,0.7011234500321902,0.08116516035949552,0.29887654996780977,0.08116516035949552,0.5732083423415738,0.11737865408993456,0.42679165765842625,0.11737865408993456
