Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,CLASS2,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
4FGL J0540.6+5540,156.38763,12.950008,-22.461209753527427,2.4508543,0.19437765,0.06518498,0.71796584,-0.40962282,-0.64653414,0.002427484,-0.6633075,-0.67939913,-0.5482401,-0.9998634,2.263636048562917,7.107888102544402,PowerLaw,0.10182997,0.30556056,,,,0.0,0.0,2,0.9991664755966361,0.0008335244033646465,0.9951740766303269,0.004825923369673715,0.9958598874028235,0.004140112597177459,0.9934131723022697,0.006586827697730567,0.0,0.0,0.0,0.0
4FGL J0540.7+3611,173.27489,2.937252,-20.940328819519408,2.5459323,0.33677018,0.8814547,4.0997458,-0.9997349,0.9969724,0.0016173042,-0.32329753,-0.9724111,-0.99996746,0.14654802,1.9229653669772726,7.125756269970512,LogParabola,0.25183544,0.3279919,,,,0.0,0.0,16,0.08898475883557364,0.9110152411644276,0.06813053666617279,0.9318694633338279,0.020234200590764966,0.9797657994092352,0.19560911684190593,0.8043908831580929,1.0,0.994,1.0,1.0
4FGL J0543.5-8741,300.43027,-27.781254,-21.588564228845197,2.2127411,0.12789275,0.016616413,0.2201848,-0.67803705,-0.75374573,0.0013330736,-0.58913916,-0.33476835,-0.73306745,-0.86411667,2.3192057871631833,7.523266810909477,PowerLaw,0.06410504,0.26896858,3FGL J0542.2-8737,agn,WISE J054933.76-874001.4,0.72,0.0,256,0.9994061976592898,0.0005938023407108673,0.9969150971152159,0.003084902884783311,0.9973262504017656,0.0026737495982339567,0.9896345401769301,0.01036545982307021,0.0,0.0,0.0,0.0
4FGL J0543.9-0418,209.02463,-16.977465,-21.837598486055292,2.5682943,0.21651529,0.14492168,1.5211787,0.9981216,-0.44879755,0.0134404935,-0.844549,-0.5591109,-0.9999933,0.99988073,1.048289647927135,6.862119079333474,PowerLaw,0.12769319,1.0774596,,,,0.0,0.0,2,0.9980829931126948,0.0019170068873060884,0.9289073769580283,0.07109262304197317,0.5275681871643704,0.47243181283562996,0.9003351533580948,0.0996648466419052,0.0,0.001,0.321,0.0
4FGL J0544.4+2238,185.2363,-3.5079103,-21.697668341911456,2.5725582,0.11070637,-0.11890219,2.212843,-0.8374767,-0.8803263,8.59084E-4,-0.79509515,-0.51252407,-0.69200534,-0.5493012,1.6942676224539368,7.426016787901902,PowerLaw,0.03736152,0.1620316,3FGL J0544.7+2239,,,0.0,0.0,0,0.9942317944848148,0.005768205515186402,0.9563144231884393,0.04368557681155993,0.8095518530565435,0.19044814694345727,0.9647222283738178,0.035277771626181224,0.0,0.0,0.0,0.0
4FGL J0544.8+5209,159.82693,11.75569,-22.441774885511197,2.5523925,0.17745489,0.06064639,0.54986,-0.6493535,-0.3609855,0.0019632971,-0.6642937,-0.8674795,-0.8276069,0.44843972,2.0227317169499925,6.813489104015061,PowerLaw,0.13338515,0.14781822,,unk,ERC217 G159.86+11.90,0.47,0.0,0,0.9969003051088549,0.0030996948911454648,0.9909799568297177,0.009020043170282403,0.9876826054985107,0.012317394501488915,0.9861398115056135,0.013860188494387242,0.0,0.0,0.0,0.0
4FGL J0545.7+6016,152.54977,15.737077,-20.66399155242483,2.0432012,0.09045155,0.28473133,6.146476,0.9611703,-0.3186741,0.0012418757,-0.22435197,-0.5349928,-0.6955328,-0.9997667,1.488497814145192,7.492391820785644,LogParabola,0.06481461,0.18003006,3FGL J0545.6+6019,,,0.0,0.0,0,0.22384688900290986,0.7761531109970893,0.016194471614668346,0.9838055283853311,0.09509072352998038,0.90490927647002,0.5563433229452645,0.4436566770547357,1.0,1.0,1.0,0.191
4FGL J0545.8-0905,213.75029,-18.678402,-21.467237240740314,2.2112253,0.15166602,0.022909328,0.33262098,-0.10520011,-0.8369586,4.084872E-4,-0.42581892,-0.63191056,-0.55757433,-0.6731328,2.705372707765591,8.037308488758981,PowerLaw,0.06926307,0.17885531,,,,0.0,0.0,25,0.9995299130218706,0.00047008697812920533,0.9984942911808476,0.0015057088191506448,0.9953762115079063,0.0046237884920938355,0.9968877583276914,0.0031122416723074345,0.0,0.0,0.0,0.0
4FGL J0546.5-1100,215.66595,-19.334515,-22.15460976529755,2.8067243,0.3426198,0.4238198,2.2667217,-0.5484975,-0.43409318,0.012288014,-0.84700155,-0.99999976,-0.78969896,0.9986111,1.2692744653895909,5.9956161671947354,PowerLaw,0.19690917,0.77259755,,,,0.0,0.0,0,0.9980769826977448,0.0019230173022551091,0.9375299297242495,0.06247007027575005,0.8460399101592279,0.15396008984077217,0.8798575388064657,0.1201424611935348,0.0,0.0,0.0,0.0
4FGL J0550.5-4356,250.34694,-28.998217,-22.328722570731657,1.855447,0.28846198,0.3399638,2.1005883,-0.90571725,-0.66759604,0.0018191946,-0.6475216,-0.111537986,-0.4717835,-0.6252538,1.6221104757677414,8.476914465965281,PowerLaw,0.18198265,0.5870288,1FGL J0550.8-4400,,,0.0,0.0,0,0.9994072486285417,0.0005927513714591724,0.9929688033093707,0.007031196690627014,0.988947296954822,0.011052703045177623,0.9910018524996531,0.00899814750034716,0.0,0.0,0.0,0.0
4FGL J0550.9+2552,183.23953,-0.5631737,-21.406290259402756,2.6030595,0.31811512,0.40877753,1.7497175,-0.8388003,-0.19216646,0.0028674367,-0.59913105,-0.65122366,-1.0,0.99999934,0.9158008047505526,6.959301261441367,PowerLaw,0.18055823,0.34793845,,agn,B2 0548+25A,0.77,0.0,0,0.5654704127192891,0.4345295872807116,0.7151809447647153,0.28481905523528445,0.1906610121866303,0.8093389878133707,0.6048178491800811,0.39518215081991914,0.331,0.193,1.0,0.035
4FGL J0551.7+0446,201.70981,-10.96619,-21.62642244301622,2.618105,0.24048427,0.77486557,4.6900373,-0.44809955,-0.32445148,0.003093735,-0.87942594,-0.7743236,-0.9995971,-0.9999849,1.9980676472045942,6.4456374350397,LogParabola,0.20454463,0.25523263,1FGL J0551.6+0449c,,,0.0,0.0,4,0.01074075659481664,0.9892592434051832,0.1641274506512562,0.8358725493487436,0.09166785210392953,0.908332147896072,0.2852364281676715,0.7147635718323297,1.0,0.963,1.0,0.999
4FGL J0553.5+4810,164.07498,11.043522,-22.740755362988576,2.874789,0.17032155,-0.031290714,0.29328844,-0.65335524,-0.68433917,0.0023821476,-0.8917199,-0.31293172,-1.0,1.0,1.598683497863685,5.968595277467086,PowerLaw,0.08983141,0.17374927,,,,0.0,0.0,0,0.9961633155880094,0.0038366844119895006,0.9874896003133893,0.012510399686609648,0.9891378874768875,0.010862112523111875,0.9782503864995764,0.02174961350042427,0.0,0.0,0.0,0.0
4FGL J0553.6+0100,205.31055,-12.360212,-21.811807271078386,2.5975044,0.36607322,0.8636524,4.1357718,-0.43930373,-0.27858594,0.010107595,-0.7199569,-1.0,0.99965423,-0.33500725,1.417604209638502,6.603977482570622,LogParabola,0.2760815,0.036939915,,,,0.0,0.0,16,0.9663947188621762,0.03360528113782379,0.981014389241002,0.01898561075899835,0.998912921047923,0.0010870789520770455,0.7884595610412757,0.21154043895872407,0.0,0.0,0.0,0.0
4FGL J0553.9-5048,258.22327,-29.532024,-22.468099830252658,2.0935981,0.37298122,0.2133329,1.3341931,-0.73541164,-0.6258564,0.0031694106,-0.64605904,-0.09140109,-0.94979084,-0.9777919,2.159495840097122,7.756330052340288,PowerLaw,0.21524905,0.63335514,,,,0.0,0.0,0,0.9965734906237508,0.003426509376249037,0.9938804608727236,0.006119539127276718,0.9887963129972224,0.011203687002776812,0.9799396508532819,0.020060349146717293,0.0,0.0,0.0,0.0
4FGL J0554.0-0839,214.26372,-16.652565,-21.880363246370703,2.271962,0.19269483,0.08479459,0.91010845,0.9997148,-0.6688937,0.0027947319,-0.6044601,-0.46286735,-0.74711585,-0.99957407,1.0692274651967666,7.624028186671746,PowerLaw,0.11118747,0.45457658,,,,0.0,0.0,0,0.9976759749646179,0.00232402503538145,0.9691960605439816,0.03080393945601871,0.8085174410806609,0.1914825589193398,0.9792096232938038,0.020790376706195497,0.0,0.0,0.0,0.0
4FGL J0554.2-0259,209.02574,-14.076961,-22.051279581350148,2.4203305,0.15333939,-0.02952861,0.46980482,0.9869701,-0.37003615,0.0012878081,-0.9497873,-0.6579137,0.2814053,-0.5516633,1.762861001101729,7.460905236990714,PowerLaw,0.057369057,0.15459079,,,,0.0,0.0,0,0.9955235688090169,0.004476431190981968,0.9974278630480434,0.0025721369519574088,0.9994594429964426,0.0005405570035585874,0.9706208370088842,0.029379162991114736,0.0,0.0,0.0,0.0
4FGL J0555.1+0150c,204.73898,-11.639255,-21.115219600915836,2.5227675,0.22031848,0.4666144,4.4512978,0.9020547,-0.1953375,0.010807981,-0.662395,-0.82777417,-0.9994097,-0.6048022,1.2495986486603925,6.9476349096169905,LogParabola,0.16414572,0.8125361,,,,0.0,0.0,32,0.6226515694090532,0.37734843059094675,0.04034972203372003,0.959650277966281,0.015212116669916004,0.9847878833300844,0.18147572203933177,0.8185242779606694,0.215,0.999,1.0,1.0
4FGL J0557.5-4452,251.65219,-27.952835,-22.593331323432718,2.7899027,0.15901695,0.02761707,0.33863062,0.033877626,-0.7508541,0.0038937754,-0.8340578,-0.6189226,-0.9998294,0.29899108,2.268368220034958,6.227113933468472,PowerLaw,0.08983297,0.29339236,,,,0.0,0.0,16,0.9985812599520232,0.0014187400479775214,0.9937534388152446,0.006246561184754574,0.995255803098295,0.004744196901704344,0.9892328285356642,0.010767171464334806,0.0,0.0,0.0,0.0
4FGL J0558.1-2113,226.81735,-20.877516,-21.932246246628853,2.2530541,0.21141668,0.29183522,2.459947,0.9190528,-0.33511397,0.0033199904,-0.6887233,-0.4368088,-0.9053262,-0.9999964,1.427531194204311,7.255698189441987,PowerLaw,0.14753447,0.41860935,,,,0.0,0.0,0,0.9872014938600058,0.012798506139994318,0.9217840960003235,0.07821590399967646,0.6566514788112408,0.3433485211887592,0.9048704645257625,0.09512953547423751,0.0,0.001,0.0,0.0
4FGL J0601.0-1016,216.56119,-15.808719,-21.648409409518596,2.602886,0.3612761,0.81359595,3.6192272,-0.67515415,-0.17995551,0.0018257735,-0.65426093,-0.984291,-0.9998539,0.83843815,1.506563288387811,6.612513450109142,LogParabola,0.48418486,0.29857814,,,,0.0,0.0,1,0.17212672832337295,0.8278732716766272,0.5649977135789923,0.43500228642100713,0.15185477840771527,0.8481452215922851,0.30064612240804256,0.6993538775919571,1.0,0.394,1.0,0.998
4FGL J0601.4-6057,269.95184,-29.485565,-22.505675170191264,2.3677697,0.30842486,0.34115905,2.0712645,0.99983954,-0.299914,0.0076471656,-0.55009127,-0.6450694,-0.90438426,0.035344984,1.3863095005850612,7.206431889388287,PowerLaw,0.24686098,0.8412571,,,,0.0,0.0,0,0.9955663264741242,0.004433673525875437,0.9570748978678818,0.04292510213211658,0.8689700750743018,0.1310299249256983,0.9110614010672576,0.08893859893274324,0.0,0.0,0.0,0.0
4FGL J0609.0+2136,188.98703,0.89292365,-20.76312162773068,2.5571465,0.22746664,0.48569056,4.248622,-0.24264261,-0.55250996,0.006291007,-0.53147095,-0.82442254,-0.9999753,0.56199163,0.6039599276034398,7.097875017433155,LogParabola,0.19079116,0.5964637,3FGL J0609.3+2131,unk,ERC070 G188.94+00.80,0.92,0.0,4,0.2742678985272888,0.7257321014727123,0.0071632961116132885,0.9928367038883859,0.005246133890729803,0.9947538661092693,0.19211037139654608,0.8078896286034536,0.963,1.0,1.0,1.0
4FGL J0609.0+2006,190.30644,0.16713028,-20.798441519392448,2.6315594,0.23761345,0.5246831,4.89657,-0.62138623,-0.35004267,0.01143938,-0.7743977,-0.77684146,-0.99998146,0.21313362,2.2868925380403735,7.110565012343387,LogParabola,0.17913094,0.8372642,,,,0.0,0.0,18,0.22395870231125412,0.7760412976887463,0.03348547522334395,0.9665145247766568,0.030559000885289747,0.9694409991147087,0.16165415374578493,0.8383458462542152,0.983,1.0,1.0,1.0
4FGL J0610.8-4911,256.91864,-26.58731,-22.7498744808448,2.0096834,0.18093732,-0.03221168,0.39947143,0.74341935,-0.85960263,4.592355E-4,-0.55400324,-0.41465142,-0.76676935,-0.1792262,1.8834140006057059,8.23530374923987,PowerLaw,0.070663705,0.25770655,,,,0.0,0.0,0,0.9990952059226659,0.0009047940773329961,0.9968005127779451,0.003199487222054915,0.9964541664330405,0.003545833566960777,0.9978447903565076,0.0021552096434924134,0.0,0.0,0.0,0.0
4FGL J0611.4-4722,254.97485,-26.120237,-22.777714264190188,2.1157732,0.3458904,0.2944721,1.4678065,0.99801004,-0.81610036,0.004115207,-0.2591585,-0.7266425,-0.30161414,-0.99996114,2.125526836604878,7.744670713748102,PowerLaw,0.30724758,0.65599316,,,,0.0,0.0,0,0.9991311836312473,0.0008688163687531607,0.9977881342354255,0.0022118657645740455,0.9991914853996405,0.0008085146003589502,0.9783945631946175,0.021605436805383182,0.0,0.0,0.0,0.0
4FGL J0611.5-2918,236.06233,-20.94384,-22.80249237982221,2.3380368,0.285212,0.19356501,1.2236887,-0.9999186,0.99919426,0.004368237,-0.6802476,-0.6060837,-0.9999175,-0.030846717,1.8528768883250688,7.173312747435142,PowerLaw,0.17848909,0.5265552,,,,0.0,0.0,0,0.9891872261631361,0.010812773836864313,0.9646824528946137,0.03531754710538559,0.9731379021832196,0.02686209781678058,0.933734278832476,0.06626572116752479,0.0,0.0,0.0,0.0
4FGL J0612.6+1520c,194.89326,-1.3739172,-21.47828680307056,2.6408908,0.5076714,0.68630075,3.9323857,-0.60909915,-0.07265575,0.014687129,-0.81502575,-0.997038,-0.8829765,-0.8139561,2.1149947442425,6.764200955611995,LogParabola,0.40234745,0.8231785,,unk,ERC100 G194.93-01.22,0.4,0.0,33,0.6766505061846744,0.3233494938153258,0.42812596700355077,0.5718740329964492,0.11620824080368562,0.883791759196315,0.34865305719668593,0.6513469428033146,0.129,0.606,1.0,0.997
4FGL J0613.1+1749,192.77275,-0.082485184,-21.2916487679614,2.584619,0.15238743,0.026194846,0.38141847,0.6184037,-0.6315051,0.0017458155,-0.76653314,-0.72144014,-0.45212588,-0.7568295,2.0239245260923107,7.115949239943484,PowerLaw,0.06897876,0.13955519,,unk,ERC030 G192.67-00.01,0.82,0.0,0,0.9926225707296363,0.007377429270363131,0.9686804647113908,0.03131953528860818,0.9660578000335006,0.033942199966498734,0.9695733575706539,0.03042664242934514,0.0,0.0,0.0,0.0
4FGL J0616.5+2235,188.9625,2.9052534,-19.236591585929137,2.0137534,0.10829542,0.06953349,2.266013,-0.9842582,-0.17829967,2.962354E-4,0.9857008,-0.4128864,-0.55392885,-0.67420423,2.1466377784919226,9.13394236430696,PowerLaw,0.035278242,0.13931498,,,IC 443 field,0.0,0.0,20,0.9173439563831391,0.08265604361686102,0.9812466864559863,0.018753313544013266,0.5710710516726688,0.4289289483273312,0.9335276092833739,0.06647239071662693,0.0,0.0,0.151,0.0
4FGL J0617.6-4028,247.93144,-23.295969,-22.661085481639727,2.7799048,0.14404362,-0.033719722,0.4301825,-0.6326537,-0.5780203,0.0017293252,-0.7483456,-0.872936,-0.42620173,-0.99968535,4.476479353846436,6.240807477708288,PowerLaw,0.07097195,0.19146304,,,,0.0,0.0,0,0.9999820773106556,1.7922689343590215e-05,0.9989314319849171,0.0010685680150835748,0.9999926040918642,7.39590813616841e-06,0.9978391586405768,0.002160841359423261,0.0,0.0,0.0,0.0
4FGL J0618.7+1211,198.38252,-1.5643221,-21.907072526251195,2.9213681,0.3190864,0.40055618,2.9060514,-0.6106656,-0.57680064,0.007561511,-0.84473383,-1.0,0.7055643,0.9521034,0.6586705788311448,5.8534678857071265,PowerLaw,0.21131884,0.37274995,,,,0.0,0.0,0,0.9993585527547038,0.0006414472452963622,0.9577168912249002,0.04228310877509987,0.9986672358271426,0.0013327641728573805,0.8922668421469486,0.1077331578530517,0.0,0.001,0.0,0.0
4FGL J0618.9+2240c,189.14917,3.424281,-19.650275274093087,2.3128421,0.30779037,0.34341317,4.4941235,-0.504201,-0.6366078,0.0049456935,-0.19443524,-0.6867076,-0.9016955,-0.727132,1.1046647875670565,7.6494745999460605,LogParabola,0.13097903,0.51038694,,,,0.0,0.0,54,0.033107237711253026,0.9668927622887477,0.011941421939500938,0.9880585780604986,0.005517149831100332,0.9944828501688989,0.1106267516713964,0.8893732483286036,1.0,1.0,1.0,1.0
4FGL J0620.1+2246,189.18173,3.7160628,-20.765212250164097,2.147466,0.15193999,0.04142219,0.81629163,-0.93514323,0.9991325,4.652777E-4,-0.7707564,-0.5292228,-0.82229215,-0.25457653,1.4101279257838746,8.524833331078984,PowerLaw,0.05641128,0.22651796,,,,0.0,0.0,0,0.9347702533856165,0.0652297466143845,0.70578205535128,0.2942179446487203,0.18925425483121375,0.8107457451687875,0.9348488383252268,0.06515116167477288,0.0,0.148,1.0,0.0
4FGL J0620.4+1445,196.30472,0.0034195795,-21.429381354640054,2.562768,0.16856505,0.11508033,1.485375,0.9994566,-0.7098902,0.0028276322,-0.7465119,-0.70596564,-0.6642716,-0.99999964,2.8359940910001558,6.970452293085955,PowerLaw,0.0907199,0.28846523,,,,0.0,0.0,266,0.9986818302428082,0.0013181697571927114,0.9734115542569739,0.02658844574302716,0.9650578585357302,0.034942141464269105,0.9740909756496676,0.025909024350333265,0.0,0.0,0.0,0.0
4FGL J0620.7-5034,258.80237,-25.318722,-23.35262471462702,1.759769,0.6338343,0.99999386,2.2314384,-0.9375266,0.24969408,0.0012473044,-0.89801687,-0.32386988,0.28455347,-0.78957564,3.014255766833551,9.008605143433032,PowerLaw,0.0037621811,0.05167955,,,,0.0,0.0,0,0.9983612934128321,0.001638706587167457,0.9978661469947315,0.002133853005267693,0.999846288014726,0.00015371198527452397,0.9678748016974016,0.03212519830259819,0.0,0.0,0.0,0.0
4FGL J0622.5+3120,181.80165,8.147565,-21.6641571053196,2.6037233,0.32791826,0.81959045,3.0463996,-0.8912101,0.25083396,0.020416547,-0.49423555,-0.94567335,-0.9999993,0.7177868,2.300970936940922,7.044288013071942,LogParabola,0.32423443,1.6428393,,agn,WISE J062233.46+312817.3,0.52,0.0,17,0.987224159419624,0.012775840580376695,0.7609164993725682,0.2390835006274308,0.25083881778992045,0.7491611822100788,0.5516295975825133,0.44837040241748655,0.0,0.142,1.0,0.22
4FGL J0624.7-4903,257.34122,-24.33489,-22.73839549409228,2.617539,0.27350405,0.20718539,1.5001775,-0.20468193,-0.6701647,0.0055987723,-0.7679638,-0.6166075,-0.9997626,-0.2477375,1.3726736118284795,6.456506041551175,PowerLaw,0.18522209,0.41980892,,,,0.0,0.0,0,0.9950226647452783,0.004977335254721725,0.968471165406812,0.03152883459318748,0.9481970924640463,0.0518029075359544,0.9266619211866397,0.0733380788133611,0.0,0.0,0.0,0.0
4FGL J0625.5+7029,144.11327,23.350372,-23.14351539092608,1.8695805,0.38220075,0.16509794,1.0676495,-0.9566145,0.9991378,0.0011404725,-0.8863218,0.33586895,-0.55648136,-0.6347454,1.7349708723859127,8.701937760343943,PowerLaw,0.21651483,0.4799534,,,,0.0,0.0,0,0.9953952203937162,0.00460477960628407,0.9903574175581802,0.009642582441820204,0.988212187926405,0.011787812073596268,0.9802204192056824,0.019779580794317755,0.0,0.0,0.0,0.0
4FGL J0631.0+5626,158.7006,19.648283,-22.65606244655985,2.1120913,0.26907468,0.2723235,2.1724935,-0.9992172,0.9985472,0.0032634076,-0.068806686,-0.40500167,-0.7425853,-0.9999993,1.6593044225039357,7.820919528499855,PowerLaw,0.16907904,0.5746361,,,,0.0,0.0,0,0.9889100100367596,0.011089989963239358,0.9701230904773827,0.02987690952261574,0.9525260002707578,0.04747399972924207,0.966583513272043,0.033416486727957634,0.0,0.0,0.0,0.0
4FGL J0633.9+5840,156.58951,20.744526,-23.112046467457137,1.900615,0.26639763,0.038615435,0.39479625,-0.9560868,0.99833316,0.0010997355,-0.6996231,-0.31392175,-0.30298802,-0.40573812,2.108308199839906,8.551758855853546,PowerLaw,0.109422155,0.50997645,,,,0.0,0.0,0,0.999844731281556,0.00015526871844392102,0.9967244770304249,0.0032755229695761797,0.9991998383574348,0.0008001616425657585,0.9985221515827217,0.0014778484172783856,0.0,0.0,0.0,0.0
4FGL J0634.6-3046,239.40158,-16.809458,-22.4539424065784,2.6957302,0.2215246,0.25631067,1.487808,0.77681714,-0.62062776,0.01163742,-0.930565,-0.34914544,-0.7771964,-0.9969702,1.6155229718424557,6.184824023808732,PowerLaw,0.2946637,0.5623047,,unk,ERC217 G239.30-16.71,0.91,0.0,0,0.9964295494186469,0.0035704505813537197,0.9760318596496436,0.02396814035035586,0.964812124655552,0.03518787534444775,0.9138951486698389,0.0861048513301602,0.0,0.0,0.0,0.0
4FGL J0640.9-5204,261.23352,-22.621716,-23.004424979874564,2.0405967,0.29149228,0.055709135,0.46669665,-0.99993366,0.9999394,0.0018299103,-0.69585717,-0.64079404,0.008676584,-0.9999336,2.8887496204597025,8.189603983610684,PowerLaw,0.13871023,0.56284624,,unk,ERC217 G261.25-22.62,1.0,0.0,0,0.9999292871649029,7.071283509914009e-05,0.9977076781574881,0.0022923218425114312,0.9999692972080575,3.0702791942265325e-05,0.9883990351529359,0.011600964847064056,0.0,0.0,0.0,0.0
4FGL J0642.4+1048,202.28185,2.935228,-21.794818503434428,2.6208076,0.27698305,0.3848455,2.678763,0.90343016,-0.24096152,0.006818869,-0.7284255,-0.74263173,-0.9999091,0.123753004,2.7285990462711895,6.708766720156751,PowerLaw,0.19479322,0.60266113,,,,0.0,0.0,2,0.9883159415719731,0.011684058428027761,0.8707318057698374,0.12926819423016273,0.7662774636534444,0.2337225363465562,0.9058661187715145,0.09413388122848594,0.0,0.012,0.0,0.0
4FGL J0642.9-6501,275.11096,-25.298267,-22.415518890449714,2.511851,0.22595549,0.13535155,1.0926933,-0.7729413,-0.3082322,0.004167983,-0.7874169,-0.5477883,-0.9999998,0.9085371,2.262966030857022,6.971776197436548,PowerLaw,0.14753366,0.4579036,,,,0.0,0.0,0,0.9988621590739528,0.0011378409260471602,0.9905280624756331,0.009471937524367683,0.9898831426860543,0.01011685731394685,0.9772977711979844,0.022702228802015875,0.0,0.0,0.0,0.0
4FGL J0648.6-3623,245.9736,-16.216476,-22.463534285876076,2.51314,0.37141904,0.49692982,2.5227275,0.9997339,-0.5720505,0.008010744,-0.60263574,-0.81972677,-0.66628724,-0.99831444,2.188457061805973,6.847096528458325,PowerLaw,0.31896546,0.7167087,,,,0.0,0.0,0,0.9980658087775143,0.0019341912224864768,0.9779061306453862,0.022093869354613486,0.9527588292486657,0.047241170751333585,0.9368448584619655,0.06315514153803414,0.0,0.0,0.0,0.0
4FGL J0650.2-5144,261.33643,-21.152489,-22.615859073902648,1.758038,0.4132611,0.28614196,1.8029681,0.68777907,-0.97254467,0.0010731709,0.48364216,-0.44886342,-0.38836265,-0.25911373,2.0415578106873435,8.812751509649468,PowerLaw,0.21776201,0.48923802,,,,0.0,0.0,0,0.9990429247358089,0.0009570752641916605,0.998417298252288,0.0015827017477121627,0.9993411088636918,0.000658891136308048,0.9954870453436935,0.004512954656307043,0.0,0.0,0.0,0.0
4FGL J0651.9-4330,253.15192,-18.204216,-22.578636206132355,2.5669122,0.1880233,0.04311302,0.37537324,0.824791,-0.5197479,0.0018763826,-0.69807416,-1.0,0.9999954,0.036035866,2.0394546344629574,6.651977605223004,PowerLaw,0.12302381,0.15419373,,,,0.0,0.0,0,0.9996428554655377,0.00035714453446127796,0.9987177473612022,0.001282252638796891,0.9999991195437993,8.804562007769814e-07,0.9936976912642157,0.0063023087357839,0.0,0.0,0.0,0.0
4FGL J0652.9+4707,169.2314,19.763712,-21.721402641419264,2.3862703,0.24702609,0.9999742,5.5117145,-0.7898806,0.29275298,9.966631E-4,-0.31657064,-0.98795396,0.15119936,-0.9999969,2.336919843214603,7.123139524593578,LogParabola,,0.061288036,,,,0.0,0.0,2048,0.43644829682127023,0.5635517031787296,0.7202814092729709,0.2797185907270283,0.9350963127386765,0.06490368726132363,0.649963901708913,0.3500360982910861,0.715,0.164,0.0,0.008
4FGL J0656.5+4218,174.26587,18.768856,-22.445869750814467,2.0205114,0.41433004,0.5273815,2.4194326,-0.5541236,0.89131576,0.0039504967,-0.3857872,-0.24123597,-0.7248548,-0.99998266,1.1713859981556327,8.220816254616635,PowerLaw,0.33135,0.9000448,,,,0.0,0.0,0,0.995044725344958,0.004955274655042335,0.8943336329383915,0.1056663670616089,0.5682653113191554,0.4317346886808447,0.973245224501748,0.026754775498252274,0.0,0.015,0.031,0.0
4FGL J0657.4-4658,256.94128,-18.510597,-21.434881573457087,2.2677224,0.20829156,0.37777513,3.1636026,0.99861383,0.06861236,0.0039275773,-0.45149618,-0.5342193,-0.97942775,-0.99975514,1.7516679012216936,7.329596169061202,LogParabola,0.158136,0.49187744,3FGL J0657.6-4701,,,0.0,0.0,0,0.5092673586937512,0.490732641306249,0.8138097014306138,0.18619029856938576,0.3744165489935679,0.6255834510064322,0.3792838138102311,0.6207161861897694,0.51,0.04,1.0,0.975
4FGL J0658.7+2318,192.67618,11.909176,-22.35341010869537,2.4318368,0.13526413,-0.04411808,0.574338,-0.16682647,-0.6491762,0.0012037243,-0.80326504,-0.5810128,-0.6848837,-0.10728331,2.6946389856419297,7.065651791552779,PowerLaw,0.063742764,0.14506108,3FGL J0658.8+2318,,,0.0,0.0,0,0.9998314503914348,0.00016854960856544103,0.9980796164181731,0.0019203835818264723,0.998367485598765,0.0016325144012344626,0.9988676609939167,0.0011323390060840165,0.0,0.0,0.0,0.0
4FGL J0700.2-5118,261.42136,-19.538681,-22.51751641674005,2.1569202,0.31816033,0.22559895,1.6164565,0.99043417,-0.6445757,0.0027764046,-0.3532572,-0.44671714,-0.95393884,0.34332186,0.2090114160776271,7.6327897138823335,PowerLaw,0.19660589,0.47436288,,,,0.0,0.0,0,0.9816749601775431,0.01832503982245726,0.8627934746692079,0.13720652533079192,0.6860534272236912,0.31394657277630855,0.9565575363634725,0.0434424636365277,0.0,0.015,0.0,0.0
4FGL J0700.4-4308,253.38666,-16.640936,-22.541046135056035,2.4698694,0.18932524,0.05260295,0.49348786,0.994651,-0.571512,0.0023546573,-0.94865185,0.10578978,-0.8983747,-0.7899639,2.0353982990398167,6.880680184283842,PowerLaw,0.1172471,0.16733037,,,,0.0,0.0,4,0.9949176417088217,0.005082358291179295,0.9939337894463877,0.006066210553612165,0.9920063829353164,0.007993617064684641,0.9798297271727795,0.020170272827220545,0.0,0.0,0.0,0.0
4FGL J0700.6+3558,180.7958,17.265383,-21.614864211972485,2.2986972,0.25237638,0.4430298,3.431154,0.56779677,-0.33117536,0.0049148453,-0.38548723,-0.7029719,-0.8877485,-0.9915343,1.1732694264090535,7.087130666745725,LogParabola,0.17772041,0.539991,3FGL J0700.6+3557,,,0.0,0.0,0,0.19009282565799213,0.8099071743420084,0.1646490828769392,0.8353509171230599,0.20363128799866106,0.7963687120013389,0.23118926517964597,0.7688107348203538,1.0,0.966,1.0,1.0
