Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,CLASS2,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
4FGL J0000.3-7355,307.70898,-42.729538,-22.483841131359625,2.119125,0.25751528,0.08968772,0.6184386,-0.9960373,0.93898755,0.0016885875,-0.58789384,-0.46454003,-0.6292898,-0.9996481,2.159249104310168,7.7957216775443445,PowerLaw,0.14627089,0.39123338,,,,0.0,0.0,0,0.9995836993653351,0.00041630063466537926,0.986230033634065,0.013769966365935818,0.9982126548571347,0.0017873451428638938,0.9949193665322467,0.00508063346775398,0.0,0.0,0.0,0.0
4FGL J0003.3+2511,109.38164,-36.411484,-22.355321090591,2.209443,0.31500685,0.41627398,2.120038,0.77953553,-0.5709804,0.009460228,-0.34649104,-0.693337,-0.68017524,-0.9834204,0.9459222329364977,7.385374399125749,PowerLaw,0.32086015,1.0453527,,,,0.0,0.0,0,0.9993068144989905,0.0006931855010098541,0.8169936491489342,0.18300635085106498,0.7643666531512779,0.23563334684872228,0.9536013146827543,0.0463986853172459,0.0,0.03,0.0,0.0
4FGL J0003.6+3059,111.004486,-30.771994,-21.536510484875254,2.2234128,0.2737722,0.6783473,4.395897,0.946137,-0.30623183,0.007885308,-0.18627536,-0.7547651,-0.85793644,-0.99782455,1.6119296175686424,7.220573670450081,LogParabola,0.25180805,0.8389943,3FGL J0003.4+3100,,,0.0,0.0,0,0.56115530612904,0.4388446938709595,0.10624281795732372,0.8937571820426765,0.1707092863549682,0.8292907136450325,0.22917434345420054,0.7708256565458004,0.382,0.989,1.0,1.0
4FGL J0004.0+5715,116.52632,-5.0228662,-21.69496100500525,2.4375134,0.23494162,0.27710062,2.2947636,0.99195033,0.2330916,0.0046581076,-0.6546432,-0.5928602,-0.9882191,-0.9968712,2.415434339865422,7.228797729201412,PowerLaw,0.17424358,0.5546416,3FGL J0003.5+5721,,,0.0,0.0,0,0.9135731715895538,0.0864268284104458,0.7486136288692868,0.2513863711307127,0.4746112118589863,0.5253887881410139,0.6207375109161463,0.3792624890838539,0.0,0.113,0.718,0.034
4FGL J0004.4-4001,336.9915,-73.84534,-22.55135493570753,2.4249508,0.14729057,-0.027007917,0.3422165,-0.07757718,-0.781518,0.0010227567,-0.56201136,-0.65176815,-0.7525004,-0.39933,2.9187022183482143,7.125287918530437,PowerLaw,0.068658195,0.21702,,,,0.0,0.0,4,0.9997871287309222,0.00021287126907644095,0.997886140030668,0.002113859969332822,0.9998202092602483,0.00017979073975165114,0.997012888819807,0.0029871111801941046,0.0,0.0,0.0,0.0
4FGL J0005.6+6746c,118.60844,5.282127,-21.6309456537906,2.6314557,0.2878915,0.32071975,2.689085,0.9852871,0.9764428,0.006553203,-0.7463456,-0.8327146,-0.84040207,-0.9997997,1.8049843705876478,7.123345414944714,PowerLaw,0.18199188,0.54935044,,,,0.0,0.0,56,0.7598521893266859,0.24014781067331553,0.21942698342158323,0.7805730165784157,0.08625847130252233,0.9137415286974789,0.5243982136993866,0.4756017863006133,0.002,0.9,1.0,0.34
4FGL J0006.6+4618,114.92035,-15.869719,-22.31293827876488,2.521416,0.12419312,-0.050101988,0.8819638,0.743678,-0.8633664,0.0012056957,-0.7528888,-0.3601912,-0.7494455,-0.9999925,2.432023270474068,7.102681232238237,PowerLaw,0.048874963,0.15938121,3FGL J0006.6+4618,,,0.0,0.0,0,0.9994192125803842,0.0005807874196158313,0.9967533971808944,0.0032466028191057384,0.9867791586684661,0.013220841331534712,0.996610230756008,0.003389769243992559,0.0,0.0,0.0,0.0
4FGL J0008.4+6926,119.14811,6.885729,-21.85704524533681,2.3719156,0.22492553,0.10302104,1.0564419,0.9988942,0.99967754,0.0021455833,-0.61695856,-0.7522733,-0.28375107,-0.9999608,2.3818027522036784,8.022136580655049,PowerLaw,0.11486513,0.4245506,,,,0.0,0.0,0,0.9988532109410595,0.0011467890589400235,0.9784771990139879,0.02152280098601164,0.9467877411977006,0.05321225880229981,0.9707717065399171,0.02922829346008347,0.0,0.0,0.0,0.0
4FGL J0008.9+2509,110.91511,-36.72459,-22.769821532915714,2.8815272,0.213211,0.20584151,1.475534,-0.59508824,-0.50279725,0.012305561,-0.8196711,-0.98260194,-0.87082124,-0.99695784,2.3534583630035915,5.912856661667867,PowerLaw,0.16841836,0.5522985,,,,0.0,0.0,0,0.9998160959220578,0.00018390407794311272,0.983561761986497,0.016438238013502953,0.9796893225678486,0.020310677432151515,0.9531044375890703,0.04689556241092802,0.0,0.0,0.0,0.0
4FGL J0009.1-5012,319.3951,-65.54536,-22.477900703638415,2.4078472,0.20013253,0.15148015,1.375943,0.97284263,-0.55746925,0.0043052034,-0.72268534,-0.58767265,-0.96198916,-0.99504125,2.6593732412030335,6.967303745480511,PowerLaw,0.13365895,0.4234309,,,,0.0,0.0,0,0.9987812622262888,0.001218737773710894,0.9940614308988371,0.005938569101162941,0.9947024240779478,0.005297575922052974,0.9754408305618417,0.02455916943815836,0.0,0.0,0.0,0.0
4FGL J0009.2+6847,119.10994,6.235327,-21.006518903532992,2.6165042,0.18635528,0.44023114,4.4789386,-0.46070874,-0.3841832,0.007880902,-0.71955353,-0.86081463,-0.9272294,-0.9983699,1.4900501056673268,7.061216435428492,LogParabola,0.17097901,0.58146274,3FGL J0008.5+6853,,,0.0,0.0,0,0.15190724997786087,0.8480927500221392,0.008531883459301283,0.9914681165406984,0.0096754508458902,0.9903245491541107,0.14212480003201314,0.8578751999679866,0.997,1.0,1.0,1.0
4FGL J0009.2+1745,108.90927,-43.96513,-22.677626051553574,2.5332298,0.28011072,0.24630912,1.7144711,-0.71931475,-0.6300978,0.0066710543,-0.58815855,-0.8256248,-0.99990636,0.6616946,2.588713472670378,6.747864539823314,PowerLaw,0.19021377,0.5856498,,agn,WISE J000848.06+175048.8,0.31,0.0,0,0.9994013058176168,0.0005986941823836882,0.9940662083329603,0.005933791667040332,0.9884311925869392,0.011568807413061682,0.9763850963438265,0.023614903656172588,0.0,0.0,0.0,0.0
4FGL J0009.7-1418,83.705765,-73.91203,-22.157037675443156,2.3998108,0.120929815,0.075080775,1.0954866,0.999996,-0.3714634,0.0014970663,-0.80372804,-0.7190192,-0.372177,-0.99980676,2.503323679093137,6.796214706048908,PowerLaw,0.07368669,0.17261867,3FGL J0010.5-1425,,,0.0,0.0,0,0.9991449870956897,0.0008550129043095495,0.9952247514651515,0.004775248534849662,0.9984667188353271,0.0015332811646723394,0.9916873842209766,0.008312615779023468,0.0,0.0,0.0,0.0
4FGL J0017.1-4605,320.38864,-69.86521,-22.959625841490908,2.8010092,0.1402191,-0.05767152,0.7361713,0.98915803,-0.76173323,0.0015201874,-0.7686702,-0.6768366,-0.9451816,-0.9954987,1.4163705783458544,6.176935306620264,PowerLaw,0.063843355,0.19430096,,,,0.0,0.0,0,0.993610691985385,0.0063893080146162785,0.9837404155330365,0.016259584466963777,0.9895233998436069,0.010476600156392488,0.9816109128396195,0.01838908716038126,0.0,0.0,0.0,0.0
4FGL J0022.0-5921,309.86963,-57.381134,-22.046813745862547,2.537588,0.08919102,-0.0057952376,0.10795683,-0.41060922,-0.75831926,0.0011116086,-0.7182757,-0.6109099,-0.7336397,-0.99996674,3.455568768737579,6.596473443229272,PowerLaw,0.04666388,0.13310328,,,,0.0,0.0,2,0.9998471537440929,0.00015284625590747253,0.9984012482383802,0.0015987517616187475,0.9998790965875168,0.00012090341248526741,0.9981390474648172,0.0018609525351839984,0.0,0.0,0.0,0.0
4FGL J0023.6-4209,321.8499,-73.93347,-22.85123680258258,1.9954411,0.17606138,-0.031098245,0.4431692,0.94646424,-0.83410853,3.7627824E-4,-0.29289755,-0.5566745,-0.9994473,0.998512,2.9215249676188004,8.086321963732122,PowerLaw,0.062351476,0.23858924,,agn,CRATES J002254-420637,0.72,0.0,0,0.9997336888917578,0.0002663111082408547,0.99837706522822,0.0016229347717803414,0.9997780291508308,0.00022197084916970034,0.9960333320693295,0.003966667930671589,0.0,0.0,0.0,0.0
4FGL J0024.1+2402,114.974655,-38.41322,-22.358295438307277,2.0550044,0.1697117,0.01731128,0.24656475,-0.45307314,0.98913324,0.0013225168,-0.80156136,-0.12376198,-0.42635804,-0.9996665,2.931890429439731,7.914867878695587,PowerLaw,0.07409332,0.34101403,,,,0.0,0.0,0,0.9999468244742731,5.317552572741198e-05,0.9978383752843464,0.002161624715653461,0.9995102360990136,0.000489763900986152,0.9984770731374961,0.001522926862503912,0.0,0.0,0.0,0.0
4FGL J0025.4-4838,314.39056,-67.90782,-22.420418819308413,2.120224,0.24728215,0.19902249,1.3044256,-0.87598664,-0.6207203,0.0022556304,-0.2265852,-0.7316914,-0.39647144,-0.99995095,2.31593617826415,7.766626791244769,PowerLaw,0.16308129,0.46133882,,,,0.0,0.0,16,0.9993304292687962,0.0006695707312045465,0.9973441471104125,0.0026558528895878997,0.9996862960262648,0.0003137039737341423,0.9793633265973836,0.020636673402616313,0.0,0.0,0.0,0.0
4FGL J0026.1-0732,104.761604,-69.51759,-22.60029387887458,2.0678716,0.23553458,0.007497286,0.0763394,0.96486175,-0.57855695,0.0015362805,-0.7516996,-0.0845608,-0.9998975,0.99935234,0.226575935949581,7.964705637149173,PowerLaw,0.097587176,0.4889399,,,,0.0,0.0,0,0.9973157463619284,0.0026842536380708324,0.9463732010866583,0.05362679891334289,0.813268502761213,0.18673149723878651,0.9906823750710209,0.00931762492897874,0.0,0.0,0.0,0.0
4FGL J0031.0-2327,70.318275,-84.105675,-22.51650905424902,2.1938756,0.3009217,0.6046377,2.8907936,-0.99996674,0.9996977,0.008457327,-0.39504796,-0.6783464,-0.9999992,0.99995095,1.7162202797881412,7.3377227376795675,PowerLaw,0.32244062,0.86579686,3FGL J0031.2-2320,agn,2WHSP J003120.5-233401.,0.45,0.0,0,0.995542579857939,0.004457420142061033,0.8811966746580316,0.11880332534196746,0.8105839034845181,0.1894160965154808,0.9212110398969561,0.07878896010304469,0.0,0.016,0.0,0.0
4FGL J0031.5-5648,308.3834,-60.11082,-22.727459726786556,1.9233072,0.23820475,0.1205033,1.1865219,-0.91591537,-0.6519288,0.0021607885,-0.29841223,-0.49303713,-0.22535305,-0.9999604,2.457456272999204,8.159161241446874,PowerLaw,0.1262378,0.4946759,,,,0.0,0.0,0,0.9995723439510141,0.00042765604898608743,0.9983182779620099,0.0016817220379894938,0.9999544997667208,4.550023327914341e-05,0.9941108224193064,0.005889177580693613,0.0,0.0,0.0,0.0
4FGL J0034.6+6438,121.13443,1.8261667,-21.096958646631943,2.4075618,0.1477125,0.20903453,2.615125,-0.9846532,0.9999429,0.002399671,-0.64227164,-0.7263853,-0.66132796,-0.9997937,1.2223588113635582,7.697565905087321,PowerLaw,0.10449372,0.35074928,,,,0.0,0.0,0,0.6945828062651979,0.3054171937348022,0.32517353899456597,0.6748264610054345,0.09499411863514419,0.9050058813648555,0.6582995265713822,0.34170047342861737,0.031,0.789,1.0,0.001
4FGL J0035.2-1739,100.58408,-79.825195,-23.092504135077853,1.7786542,0.26173517,0.048505876,0.45255506,0.9326504,-0.79339254,8.4624975E-4,-0.39450625,-0.30055183,-0.5851418,-0.10119126,0.7110725856599884,8.642798248476526,PowerLaw,0.11647171,0.41775858,,,,0.0,0.0,0,0.9996211753824331,0.0003788246175672496,0.9839185793830584,0.016081420616941185,0.9906005047061053,0.00939949529389456,0.9979443621717827,0.0020556378282182686,0.0,0.0,0.0,0.0
4FGL J0037.2-2653,36.389965,-86.83259,-23.04812643715681,2.4598632,0.23835601,0.060050935,0.44429338,0.9991169,-0.8291821,0.0040453775,-0.6816895,-0.44899788,-0.99999946,0.99332017,1.2934122840100846,6.944547083184426,PowerLaw,0.12949081,0.4551951,,,,0.0,0.0,0,0.998289256513281,0.001710743486718859,0.9820471593775773,0.017952840622423125,0.975043575757703,0.02495642424229704,0.9665848756858554,0.033415124314146435,0.0,0.0,0.0,0.0
4FGL J0039.1+6257,121.53531,0.12189149,-20.026877871609408,2.3489873,0.13300067,0.53318614,6.9901166,-0.19248404,-0.54192173,0.0016059215,-0.14916933,-0.6351463,-0.9616537,-0.81124747,2.1936764497222048,7.350312875640863,LogParabola,0.1098107,0.20189956,3FGL J0039.3+6256,,,0.0,0.0,0,0.0012278771366491389,0.9987721228633513,0.002375239769204309,0.9976247602307956,0.006459393676612168,0.9935406063233876,0.011991872636335223,0.9880081273636652,1.0,1.0,1.0,1.0
4FGL J0039.7+4203,120.615395,-20.753937,-22.60178737634129,2.2988558,0.20404856,0.0159863,0.1962124,0.43188727,-0.2648368,0.0015614355,-0.8281904,-0.47891375,-0.4802665,-0.99996984,2.3294634626442035,7.544952814846263,PowerLaw,0.09817626,0.33596587,,,,0.0,0.0,0,0.9994442781034717,0.0005557218965290037,0.9973087087645327,0.0026912912354656766,0.9974730849919908,0.002526915008009347,0.9926485946930849,0.007351405306914864,0.0,0.0,0.0,0.0
4FGL J0040.7-7157,304.10223,-45.138298,-22.292531563509353,1.9914885,0.2800939,0.4993468,3.0711434,-0.8434966,-0.9964569,0.0046604024,0.9799142,-0.4562085,-0.5855802,-0.9984731,0.7171375260198484,8.041276659364733,LogParabola,0.23661324,0.8224297,,,,0.0,0.0,0,0.9992990980759855,0.0007009019240147322,0.9851724947353353,0.014827505264664035,0.9833532966606486,0.016646703339351965,0.9581244139606133,0.041875586039385605,0.0,0.0,0.0,0.0
4FGL J0045.9-2021,112.1175,-83.1215,-22.620763748918666,1.9567591,0.1966536,0.04939816,0.6343765,-0.94050235,0.99997526,9.43974E-4,-0.6532472,-0.49353585,-0.31714457,-0.75355726,2.154649261721357,8.007510247875791,PowerLaw,0.08638931,0.28069752,,,,0.0,0.0,0,0.9998237346790994,0.00017626532089907242,0.9920934063243705,0.007906593675629146,0.9994685641214411,0.0005314358785587878,0.9986150401473612,0.0013849598526396543,0.0,0.0,0.0,0.0
4FGL J0046.7-7048,303.49277,-46.309517,-22.988642087184946,2.0708344,0.19586968,-0.016095472,0.19607288,-0.9972104,0.9210557,5.7204487E-4,-0.6669575,-0.55773884,-0.9991605,0.9961869,1.4303295715173485,8.136749802712465,PowerLaw,0.074087225,0.2742608,,,,0.0,0.0,0,0.9953904268047961,0.0046095731952037365,0.9746484673829269,0.025351532617072698,0.9901879271381017,0.009812072861897302,0.9909740312298826,0.009025968770117949,0.0,0.0,0.0,0.0
4FGL J0048.6-6347,303.44296,-53.33411,-21.534258359958486,2.1754348,0.18115535,0.3982205,4.3678927,-0.9999243,0.99952316,0.004762459,-0.40418828,-0.66950274,-0.7854947,-0.99993813,1.5794494143098416,7.201727104400953,LogParabola,0.14414299,0.5256735,3FGL J0048.1-6343,,,0.0,0.0,0,0.7153266396263256,0.28467336037367347,0.9010967298223046,0.09890327017769503,0.7266307611546258,0.2733692388453744,0.4714437269991636,0.5285562730008367,0.045,0.007,0.0,0.669
4FGL J0052.1+6444,123.01039,1.8703632,-21.280574677622546,2.5156395,0.17514867,0.2364143,2.4070873,-0.99547064,0.9997513,0.006582201,-0.46704617,-0.84611344,-0.7719512,-0.99986583,1.1287958486722862,7.412306338778881,PowerLaw,0.168674,0.6468435,3FGL J0051.6+6445,,,0.0,0.0,512,0.8468291485864282,0.1531708514135721,0.34319668453473634,0.6568033154652637,0.08804920515253042,0.9119507948474697,0.6017711229106977,0.3982288770893012,0.0,0.751,1.0,0.04
4FGL J0055.7+4507,123.732124,-17.740635,-23.249554263692776,1.771013,0.4425595,0.5161522,2.2921727,0.9999096,-0.9999997,0.009096475,0.9999886,-0.43777117,-0.27764365,-0.6540821,1.4735142432205657,8.777560339897585,PowerLaw,0.34343994,2.5597537,,,,0.0,0.0,0,0.9992458100077486,0.0007541899922519649,0.9955087105481649,0.004491289451834168,0.9985640507864528,0.0014359492135470522,0.9459810996138966,0.05401890038610276,0.0,0.0,0.0,0.0
4FGL J0057.5+6814,123.49776,5.3709292,-22.02819513562857,2.53272,0.17592308,2.597204E-4,0.0,-0.9985833,0.9905463,0.0014255025,-0.8752328,-0.5832085,-0.8921638,0.18170558,1.6527153858906853,7.379573198906752,PowerLaw,0.071244925,0.16311759,,,,0.0,0.0,16,0.978979475511575,0.02102052448842489,0.9424512105009576,0.05754878949904312,0.8085179666057194,0.1914820333942795,0.9691722610072151,0.030827738992785955,0.0,0.001,0.0,0.0
4FGL J0057.9+6326,123.66344,0.57604647,-22.361689652467856,1.6726426,0.31574553,0.37038267,2.0507538,-0.75293905,-0.85403293,6.5384235E-4,-0.5799879,-0.4396499,-0.14850637,-0.1129792,2.4351019530956663,9.583817338051643,PowerLaw,0.17205386,0.4585714,,,,0.0,0.0,0,0.999077521060659,0.0009224789393413152,0.9910170736509746,0.008982926349026157,0.9930752879361977,0.006924712063803111,0.9920429503049836,0.007957049695016762,0.0,0.0,0.0,0.0
4FGL J0058.1+6915,123.53306,6.396929,-22.001673715662097,2.552665,0.17370105,0.032970946,0.43593243,0.97341037,-0.78699374,0.0016776033,-0.63023823,-0.7355421,-0.99754685,0.97655207,2.209425537780697,7.49862186272783,PowerLaw,0.07843356,0.28971106,,,,0.0,0.0,8,0.9932044615098937,0.006795538490105613,0.9900121524621569,0.009987847537842537,0.8481358239503619,0.15186417604963834,0.9869377069733049,0.013062293026694793,0.0,0.0,0.0,0.0
4FGL J0058.3-4603,299.2362,-71.02254,-23.004372888102978,2.098462,0.19162391,-0.059272204,0.6387118,0.99994236,-0.6631517,9.6362346E-4,-0.7699233,-0.20665368,-0.6204807,-0.11483538,2.5344969292849924,7.945294147222112,PowerLaw,0.07373702,0.39477935,,,,0.0,0.0,0,0.9998193947699167,0.00018060523008296507,0.9981386684776208,0.0018613315223793062,0.9997819218769168,0.0002180781230821031,0.9984823849901198,0.0015176150098799124,0.0,0.0,0.0,0.0
4FGL J0059.4-5654,300.73035,-60.18506,-21.512549583988594,2.514828,0.10427359,0.23726532,3.9829772,0.18248886,-0.49821907,0.0033710634,-0.73032105,-0.8154577,-0.8780099,-0.9990394,2.774226032010459,6.754670414305403,LogParabola,0.08032021,0.24602313,3FGL J0059.1-5701,agn,PKS 0056-572,0.14,0.0,0,0.9466228559220314,0.053377144077967884,0.9811681187411415,0.018831881258859474,0.9052013772554012,0.09479862274459945,0.6962344691945321,0.3037655308054675,0.0,0.0,0.0,0.0
4FGL J0102.0-6240,300.84314,-54.403248,-22.769991502603073,2.0030367,0.22303848,0.09996205,0.9853003,0.99997556,-0.64813334,0.00205481,-0.4662125,-0.30778533,-0.7820471,-0.4998326,2.135018719346306,8.01545336648744,PowerLaw,0.12274367,0.43767342,,,,0.0,0.0,0,0.9993982219242987,0.0006017780757007904,0.996861247380395,0.0031387526196045876,0.9981598880000405,0.0018401119999598375,0.9930563792722176,0.006943620727783058,0.0,0.0,0.0,0.0
4FGL J0102.1+4458,124.92797,-17.86201,-22.59245939806296,2.0214314,0.46559122,0.7738542,2.5300887,-0.9969884,0.8578584,0.0021675923,-0.7280103,-0.17031722,-0.51491535,-0.9995351,2.122813763659642,8.085419692550937,PowerLaw,0.3087861,0.0383794,3FGL J0102.1+4458,,,0.0,0.0,4,0.998114194908234,0.0018858050917642416,0.9500570556689828,0.04994294433101756,0.9287334890429055,0.07126651095709399,0.9818436759377746,0.01815632406222448,0.0,0.001,0.0,0.0
4FGL J0102.3+1000,127.39341,-52.764793,-22.361695724008534,1.9644006,0.32826358,0.3959765,2.3007338,-0.45761946,-0.9987252,0.0044156043,0.97399586,-0.34125528,-0.52482027,-0.99999535,1.3216654275700452,8.392642788698584,PowerLaw,0.24422736,1.0253317,,,,0.0,0.0,0,0.9997698335068143,0.0002301664931865846,0.9958325864652784,0.0041674135347213,0.990888238157215,0.009111761842784744,0.985564862179872,0.014435137820127744,0.0,0.0,0.0,0.0
4FGL J0104.6-0818,132.989,-70.92556,-22.654554832855272,2.3734674,0.3623292,0.06870431,0.3754106,0.07398744,-0.9189969,0.004335815,-0.2467782,-0.59371513,-0.99938387,-0.6538384,1.7716602529250172,7.1010431519914645,PowerLaw,0.19428208,0.6068921,,,,0.0,0.0,0,0.9994703863355194,0.0005296136644807693,0.995541948790662,0.004458051209337404,0.9905865959513612,0.009413404048639579,0.982368707785665,0.017631292214334057,0.0,0.0,0.0,0.0
4FGL J0112.0+3442,127.72831,-27.977003,-22.62737341436303,2.3373687,0.39924687,0.34205857,1.6276882,0.92447466,0.30099624,0.0055140266,-0.55669886,-0.6224094,-0.999968,-0.990754,1.423588526085956,7.162585154165682,PowerLaw,0.2753685,0.67387706,,,,0.0,0.0,1,0.9719920280703235,0.028007971929676183,0.8979164888236729,0.10208351117632772,0.6677983841471694,0.33220161585283176,0.93299743427341,0.06700256572659082,0.0,0.008,0.0,0.0
4FGL J0115.4-2917,236.6043,-84.2885,-23.024994052860183,1.8682702,2.775865,0.39544877,1.5024282,-0.9523308,0.9623091,0.009585362,-0.77913606,0.08954483,-0.24720696,-0.9995907,1.9502013187737504,8.465351325538226,PowerLaw,1.574489,3.3436332,,agn,2QZ J011538-2917,0.11,0.0,0,0.9999494672888,5.053271119961161e-05,0.99536424216971,0.0046357578302907735,0.9988793831458422,0.0011206168541576542,0.979356939376349,0.020643060623651004,0.0,0.0,0.0,0.0
4FGL J0116.8+6914,125.19039,6.4810796,-21.968463899736257,2.8148296,0.25752681,0.75626093,4.830724,-0.7031135,-0.29255804,0.0015619874,-0.8535148,-0.99941474,-0.999998,0.9999862,0.36191915696062593,6.440024105751272,LogParabola,0.19819796,0.21403383,3FGL J0116.8+6913,agn,87GB 011139.6+685928,0.73,0.0,0,0.2912441446954257,0.7087558553045734,0.005125718441516553,0.9948742815584846,0.0037875266274318836,0.9962124733725675,0.48412383313021334,0.5158761668697868,0.947,1.0,1.0,0.6
4FGL J0118.3-6008,296.8381,-56.66605,-23.05538456288136,2.1720219,0.38724738,0.49745554,2.329121,-1.0,0.9999988,0.007836868,-0.42265618,-0.70876706,-0.85307753,-0.9998646,2.354511736463963,7.564441929575974,PowerLaw,0.34034577,0.98096514,,,,0.0,0.0,0,0.9960209299561911,0.00397907004381037,0.9746404022941584,0.02535959770584227,0.9897138038230633,0.010286196176937839,0.9430161329621323,0.05698386703786863,0.0,0.0,0.0,0.0
4FGL J0120.1+0505,136.17094,-57.039967,-22.811411691718867,2.5491157,0.1433962,-0.11327896,1.6264851,0.2700064,-0.9429898,8.919326E-4,-0.3045625,-0.6063143,-0.7101936,-0.9999973,2.183941926292892,6.928124510433743,PowerLaw,0.04926828,0.3079842,,,,0.0,0.0,0,0.9991385609202511,0.0008614390797489595,0.9971645225548242,0.002835477445174988,0.9970611588179685,0.002938841182031677,0.990234255672537,0.009765744327464035,0.0,0.0,0.0,0.0
4FGL J0120.2-7944,301.32455,-37.297035,-22.728143918835723,2.3834817,0.13905933,-0.087300785,1.3696637,0.9923302,-0.8800795,5.391009E-4,-0.57096386,-0.700483,-0.15547203,-0.6577446,2.7334714964683124,7.4075214518486545,PowerLaw,0.047262046,0.24928038,,,,0.0,0.0,4,0.99978619283491,0.00021380716509100903,0.9986082161360936,0.0013917838639065437,0.9999224277454704,7.757225453015709e-05,0.9955878846363849,0.004412115363615937,0.0,0.0,0.0,0.0
4FGL J0125.9-6303,296.34128,-53.627823,-22.72709032175507,2.321381,0.16882932,0.007659022,0.101563826,0.39892927,-0.6110002,0.0012538264,-0.8068123,-0.3752848,-0.7504526,-0.25686392,2.233336808533963,7.25574020384107,PowerLaw,0.076793045,0.25213587,,,,0.0,0.0,0,0.9993298634550378,0.0006701365449626601,0.9965203174251492,0.0034796825748504285,0.9992765054923534,0.0007234945076465445,0.9973815064782001,0.0026184935218000922,0.0,0.0,0.0,0.0
4FGL J0126.3-6746,297.91083,-49.010098,-23.50371871864193,1.737266,0.34784696,0.20507346,1.2218974,0.95706004,-0.999832,0.0017061433,0.9994604,-0.33297503,-0.9938358,0.9813364,1.3858486574844395,8.947380830366406,PowerLaw,0.20893957,0.70389456,,,,0.0,0.0,0,0.9875139991811661,0.01248600081883473,0.9977223247993064,0.0022776752006934296,0.9987525548839329,0.0012474451160663727,0.976687071947296,0.023312928052703935,0.0,0.0,0.0,0.0
4FGL J0126.8+2412,133.17609,-37.95704,-22.377130922601644,2.8201225,0.11372462,-0.031127423,0.44761357,-0.50572854,-0.6607537,0.0012348453,-0.7596092,-0.9188179,0.118868954,-0.99835616,3.555796351408208,6.015947625552486,PowerLaw,0.058823414,0.1421305,,,,0.0,0.0,0,0.9999538192477853,4.618075221449217e-05,0.9989435476080961,0.0010564523919041398,0.9999939202571074,6.079742891234932e-06,0.9983445641512677,0.001655435848732956,0.0,0.0,0.0,0.0
4FGL J0131.7-5346,290.05676,-62.33528,-22.42190804250303,2.3552547,0.23483618,0.08636972,0.65008974,0.97801,-0.55551255,0.0022347805,-0.47565746,-0.8352642,-0.6056852,-0.17918804,1.5072256011578333,7.1522938361434,PowerLaw,0.15694925,0.32714105,3FGL J0132.1-5340,,,0.0,0.0,0,0.999102868755797,0.0008971312442030161,0.9920623068490529,0.00793769315094674,0.996240509263773,0.0037594907362268094,0.9892835088452682,0.010716491154730915,0.0,0.0,0.0,0.0
4FGL J0132.1-0956,154.01999,-70.31441,-22.639799913779154,2.7233727,0.21078545,0.47943446,3.4646678,-0.4647489,-0.59445494,0.016233219,-0.8894789,-0.7659902,-0.9998647,0.68571866,3.0688056552661807,6.37509909304933,LogParabola,0.21813713,0.68846476,,agn,AT20G J013235-094419,0.15,0.0,0,0.9992658596419823,0.0007341403580178465,0.9897417014009386,0.010258298599062073,0.9687668022600937,0.03123319773990515,0.8999605309026469,0.1000394690973539,0.0,0.0,0.0,0.0
4FGL J0137.3-3239,244.7201,-78.62133,-22.920885843399844,2.252944,0.2471971,0.059750095,0.48446235,0.8493735,0.15434808,0.002128816,-0.7755035,-0.1541218,-0.99989015,0.9983735,2.0541873344139256,7.464021979264761,PowerLaw,0.14089927,0.3671257,,,,0.0,0.0,0,0.9968396689802504,0.0031603310197486838,0.9934572945508287,0.006542705449171934,0.9966990732019768,0.0033009267980235366,0.991393325535791,0.008606674464209922,0.0,0.0,0.0,0.0
4FGL J0139.5-2228,192.49397,-78.132126,-21.810245079640612,2.0709014,0.30222672,0.6364676,4.1017823,-0.9999989,0.9999901,0.0062574195,-0.32230237,-0.4133878,-0.9338976,-0.9999195,2.23084141670175,7.389651658293486,LogParabola,0.26772854,0.80142176,,,,0.0,0.0,0,0.9540900204617205,0.0459099795382792,0.930817502434126,0.06918249756587527,0.8066305757806451,0.1933694242193557,0.623256718574894,0.3767432814251061,0.0,0.007,0.0,0.03
4FGL J0140.3+7054,126.94713,8.414599,-22.208467479112716,2.001321,0.23352878,0.19876093,1.444324,0.89403147,-0.95221096,0.0014557715,0.037887704,-0.4076255,-0.4174423,-0.5623125,1.7920495031020713,8.614475316566791,PowerLaw,0.14053155,0.51091564,,,,0.0,0.0,0,0.9967731750486459,0.003226824951352242,0.9928399478284853,0.007160052171513682,0.981152673436433,0.018847326563566663,0.9894054315794332,0.010594568420566287,0.0,0.0,0.0,0.0
