0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Source_Name,AGN_BDT_MEAN,AGN_BDT_STD,PSR_BDT_MEAN,PSR_BDT_STD,AGN_NN_MEAN,AGN_NN_STD,PSR_NN_MEAN,PSR_NN_STD,AGN_RF_MEAN,AGN_RF_STD,PSR_RF_MEAN,PSR_RF_STD,AGN_LR_MEAN,AGN_LR_STD,PSR_LR_MEAN,PSR_LR_STD
4FGL J0002.1+6721c,0.7711377910280298,0.023146249261146612,0.22886220897197024,0.023146249261146626,0.8644461185615765,0.010785967318576173,0.1355538814384235,0.010785967318576208,0.7970794881039533,0.025209780977217877,0.20292051189604654,0.025209780977217808,0.7885324328943424,0.0013828994309987852,0.21146756710565762,0.0013828994309987297
4FGL J0002.7+7220,0.9989943187334469,0.0006328168514527777,0.0010056812665531338,0.0006328168514527663,0.9984525389305858,0.00037810844787095066,0.0015474610694141326,0.00037810844787091727,0.9917023907139455,0.0036672316096785784,0.008297609286054726,0.003667231609678574,0.9886699304263842,0.00015548768118311962,0.01133006957361581,0.0001554876811831014
4FGL J0013.6+4051,0.9991344402754054,0.0004932892031217495,0.0008655597245945228,0.000493289203121739,0.9965196189250003,0.0008041829413430457,0.0034803810749996457,0.0008041829413430856,0.9914658310948727,0.006412376722100099,0.008534168905127428,0.006412376722100185,0.9989515617007205,7.491024896749687e-05,0.0010484382992793915,7.491024896749514e-05
4FGL J0024.0-7204,0.00274954740918526,0.0006852367162847872,0.9972504525908148,0.0006852367162847872,0.04757205230597927,0.0031258934939585314,0.9524279476940207,0.0031258934939585314,0.015644007095990203,0.01541412203851894,0.9843559929040099,0.015414122038518885,0.0002525845967922824,4.001969360362123e-05,0.9997474154032078,4.001969360362123e-05
4FGL J0025.3+6408,0.9941921713123036,0.0008870617028106653,0.005807828687696448,0.0008870617028106814,0.983392456466144,0.006839127481695517,0.016607543533856052,0.006839127481695517,0.9704055331639825,0.004817761330822068,0.02959446683601756,0.004817761330822045,0.9018101774167546,0.008159935296934373,0.09818982258324538,0.008159935296934373
4FGL J0043.2+4114,0.9890548844536222,0.006722948610552615,0.010945115546377698,0.0067229486105526365,0.7788229167611456,0.029695348099230856,0.2211770832388544,0.029695348099230884,0.8827066964329917,0.01826339273908012,0.11729330356700837,0.018263392739080286,0.7463868689084382,0.0022479994330401043,0.2536131310915618,0.002247999433040049
4FGL J0047.3+6943,0.9995344179849733,0.00014201155886084393,0.0004655820150266385,0.00014201155886085353,0.9967147361872819,0.0004452511850369656,0.003285263812718045,0.00044525118503691897,0.998929183988631,0.0007307944074854134,0.0010708160113691765,0.0007307944074853601,0.992971040984074,0.00047611921915602373,0.007028959015926038,0.0004761192191560142
4FGL J0047.5-2517,0.9984711066218005,0.001136613654423857,0.0015288933781995306,0.0011366136544238578,0.9927896439597862,0.00036774028789809954,0.007210356040213823,0.0003677402878981312,0.9954992554871581,3.474575559569981e-05,0.004500744512842044,3.47457555958091e-05,0.9868310139378857,0.0017886237744973998,0.01316898606211428,0.0017886237744973782
4FGL J0058.0-7245e,0.987235683222528,0.001331585410189573,0.01276431677747205,0.0013315854101895834,0.8488477572214945,0.0006950953520634684,0.15115224277850547,0.0006950953520634545,0.8985285404239673,0.05073078704454581,0.10147145957603271,0.050730787044545846,0.8920503529926311,0.017781858687617558,0.1079496470073689,0.01778185868761757
4FGL J0059.7-7210,0.914703964252676,0.07636046369097566,0.08529603574732396,0.07636046369097564,0.9472988000325518,0.01146807955903939,0.052701199967448153,0.011468079559039362,0.8854270711191681,0.02942432156105096,0.11457292888083193,0.029424321561051188,0.9590839194577938,0.005090165324740381,0.04091608054220619,0.005090165324740381
4FGL J0102.9-7051,0.9987007852900147,0.0007893237790256857,0.0012992147099852233,0.0007893237790256983,0.9922874187703907,0.0014517050203894932,0.007712581229609308,0.0014517050203894993,0.9638284825277414,0.01415695732586314,0.03617151747225866,0.014156957325863093,0.9908892508615535,0.002757576791968419,0.009110749138446452,0.0027575767919684135
