GLON,GLAT,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,hr23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,CLASS2,CLASS1,Source_Name,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,Source_Name,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing
2.5585456,-80.23526,-22.910085764371335,1.9738964,0.28676894,0.14012496,1.0242977,-0.4804183,-0.8730768,0.0019068412,-0.6048648,-0.19277471,-0.5248339,-0.53191084,3.028635115778387,8.182836531383936,AGN,bcu,4FGL J0011.8-3142,PowerLaw,0.16189341,0.5150135,,SUMSS J001141-314220,0.0,0.85099846,0,4FGL J0011.8-3142,0.9996351567447959,0.00036484325520354726,0.9967102457970963,0.0032897542029039547,0.9996276429163462,0.00037235708365361683,0.9671137175505333,0.03288628244946723,278
119.6611,8.111637,-21.563623867838043,2.4747853,0.1142351,0.008237447,0.16537851,0.91432005,-0.719811,0.0012182813,-0.7224102,-0.63522357,-0.6704733,-0.99433124,2.587452156608613,7.457723016658723,AGN,bcu,4FGL J0012.0+7043,PowerLaw,0.05154001,0.11787345,3FGL J0012.4+7040,TXS 0008+704,0.97765577,0.9222099,0,4FGL J0012.0+7043,0.9971925582049068,0.002807441795093451,0.9922734298327712,0.007726570167228502,0.9606620088719962,0.039337991128003964,0.989590205700322,0.010409794299677092,316
332.33987,-74.936165,-21.5247310745655,2.0500717,0.10833041,0.07450506,1.4529521,0.75587547,-0.32381836,0.0010678782,-0.5099509,-0.58401316,-0.36393547,-0.97305566,2.412750825174892,7.578488073571536,AGN,bll,4FGL J0013.1-3955,PowerLaw,0.059356764,0.19826326,3FGL J0013.2-3954,PKS 0010-401,0.99866146,0.9994357,0,4FGL J0013.1-3955,0.999161950915281,0.0008380490847182626,0.996450713458714,0.003549286541285034,0.9992008760515808,0.0007991239484194208,0.9965715871027845,0.003428412897215237,312
115.2578,-21.451033,-22.433930449933037,2.21155,0.14623235,-0.0017525448,0.012294384,-0.3695242,-0.49439335,4.4292756E-4,-0.5855026,-0.64891684,-0.83440757,0.40872505,2.0312456975942204,7.6209909773402265,AGN,agn,4FGL J0013.6+4051,PowerLaw,0.0677058,0.17173387,,4C +40.01,0.9970998,0.9888399,0,4FGL J0013.6+4051,0.9979533413555302,0.002046658644470218,0.9958843180418332,0.004115681958166972,0.9935179301343149,0.006482069865684371,0.99382999043292,0.006170009567079294,307
99.6602,-65.55318,-22.471827157127017,2.3586702,0.14496373,-0.08897229,1.0614702,-0.99938726,0.96326756,3.1992182E-4,-0.74510133,-0.6099102,-0.4173698,-0.99768794,1.8192207396060662,7.52099908799415,AGN,fsrq,4FGL J0013.6-0424,PowerLaw,0.05192615,0.22163093,,PKS 0011-046,0.9918854,0.95783323,16,4FGL J0013.6-0424,0.9989805025806078,0.00101949741939228,0.9870410644992412,0.01295893550075943,0.9908838163216778,0.009116183678322476,0.9891168092414006,0.010883190758600093,293
74.58781,-78.09192,-21.998806991689566,1.9660697,0.15060115,0.08232986,1.2266417,-0.7748842,-0.45901757,0.0011011278,-0.45060542,-0.3900339,-0.6016834,-0.4578393,0.958624979579743,7.866833164386101,AGN,bll,4FGL J0013.9-1854,PowerLaw,0.07438293,0.2677723,3FGL J0013.9-1853,RBS 0030,0.99950737,0.98459005,0,4FGL J0013.9-1854,0.9996393382204679,0.00036066177953185136,0.9828545122113477,0.017145487788652637,0.971485047152571,0.028514952847429505,0.9984837809090571,0.0015162190909424435,269
110.88994,-42.826824,-22.364103815704183,2.2641912,0.2772186,0.34991562,2.659895,0.9428984,-0.069656536,0.005486404,-0.67514765,-0.5906292,-0.9999873,-0.99807376,2.791847144310268,7.2955814652941875,AGN,bll,4FGL J0014.1+1910,PowerLaw,0.19538191,0.6566895,2FGL J0013.8+1907,MG3 J001356+1910,0.9916659,0.8200502,0,4FGL J0014.1+1910,0.999189027122334,0.0008109728776665448,0.9212134710526473,0.07878652894735229,0.8983035574838557,0.10169644251614451,0.9729003350952544,0.027099664904745094,314
317.45294,-65.69481,-22.07956238631954,1.9924736,0.17179203,0.13571842,1.7620411,0.9285301,-0.67540383,0.0014156428,-0.35404137,-0.55790603,-0.41514832,-0.9998084,0.520232533671265,7.841942116011211,AGN,bll,4FGL J0014.1-5022,PowerLaw,0.096285805,0.29849443,3FGL J0014.0-5025,RBS 0032,0.999756,0.9081001,0,4FGL J0014.1-5022,0.9989375212218126,0.0010624787781870178,0.9758002609653936,0.024199739034606215,0.9762094251348187,0.023790574865181255,0.9927421499260756,0.007257850073924353,308
107.61855,-52.85195,-22.424699680650445,2.4980073,0.1484973,-0.047722973,0.58525515,0.23263466,-0.31530988,5.2796456E-4,-0.6204872,-0.7033512,-0.99999976,0.99999887,2.387314658540282,6.924241137366739,AGN,bll,4FGL J0014.2+0854,PowerLaw,0.06611666,0.18360731,,MS 0011.7+0837,0.9983077,0.9370092,0,4FGL J0014.2+0854,0.9990015153309328,0.0009984846690665467,0.996803527165256,0.0031964728347441368,0.9921271590699912,0.007872840930008895,0.9908276252984642,0.009172374701535865,299
99.509476,-66.18239,-21.627569309338778,2.3452647,0.13339931,0.023047293,0.33971137,0.9634183,-0.6393423,0.0012148909,-0.8068283,-0.35485289,-0.65790325,-0.9999446,2.992550432346494,7.537787724340103,AGN,bcu,4FGL J0014.3-0500,PowerLaw,0.06613631,0.23306042,3FGL J0014.3-0455,GALEXASC J001420.46-045929.1,0.9956731,0.8810071,0,4FGL J0014.3-0500,0.9997495744707168,0.0002504255292833621,0.9975736539518404,0.002426346048159764,0.9932146616097113,0.0067853383902887355,0.9974830093729805,0.0025169906270193195,285
118.074745,-4.4981065,-22.110617384225183,1.7403266,0.1795938,0.15785687,1.92132,-0.99629235,0.9950866,5.047747E-4,-0.67607266,0.14505653,-0.3875114,-0.44803885,2.559685993275709,9.191121364340912,AGN,bll,4FGL J0014.7+5801,PowerLaw,0.101961285,0.26793647,3FGL J0014.7+5802,1RXS J001442.2+580201,0.9999288,0.9859474,0,4FGL J0014.7+5801,0.9995377630292281,0.0004622369707718676,0.9877155514276026,0.012284448572397466,0.988542378672279,0.011457621327720515,0.99109806839424,0.008901931605760638,308
118.5573,-1.257189,-21.09530344658214,2.0077274,0.18973738,0.27680916,3.4934657,-0.8956941,-0.46390438,0.0017327766,-0.31436062,-0.30697995,-0.4602657,-0.790448,1.264870521172747,8.227684571842442,AGN,bcu,4FGL J0014.8+6118,LogParabola,0.120383464,0.44480944,3FGL J0014.6+6119,4C +60.01,0.9992715,0.9976481,0,4FGL J0014.8+6118,0.930465173473496,0.06953482652650401,0.6314140776413656,0.36858592235863463,0.5714631083625252,0.4285368916374748,0.8485950669168563,0.15140493308314448,303
114.00973,-30.021877,-22.221125882620303,2.676878,0.16861759,0.3146403,3.0807612,0.39478225,-0.4767924,0.008130112,-0.8399325,-0.8573707,-0.99986684,0.5720467,1.5681335404076433,6.000598282261381,AGN,bcu,4FGL J0014.9+3212,LogParabola,0.1384451,0.40147224,,3C 6,0.96470517,0.96670157,0,4FGL J0014.9+3212,0.9794104757265577,0.020589524273442506,0.7057309590385226,0.2942690409614769,0.6928149244434624,0.3071850755565378,0.8257753362919763,0.174224663708023,303
114.71823,-26.677507,-22.763008980684912,2.0663972,0.1527464,-0.056847345,0.7804479,-0.005956009,-0.723641,5.4327585E-4,-0.70328504,-0.45947632,-0.32762265,-0.6395126,1.6802240663858852,8.196279963212858,AGN,bll,4FGL J0015.2+3537,PowerLaw,0.0593215,0.27968657,,RX J0015.4+3536,0.99849707,0.91047436,0,4FGL J0015.2+3537,0.9997688658772599,0.00023113412274017935,0.9964837920656056,0.0035162079343946484,0.997226592986621,0.002773407013378766,0.999353673074869,0.0006463269251314545,302
117.8881,-6.6570644,-21.776968410941144,1.9079775,0.10031315,-0.029441735,0.5630203,0.7700385,-0.5396964,2.7144866E-4,-0.64019966,-0.46400204,-0.4649574,-0.1825569,2.18353895278982,8.67776196259078,AGN,bll,4FGL J0015.6+5551,PowerLaw,0.04418891,0.17221698,3FGL J0015.7+5552,GB6 J0015+5551,0.99993026,0.98932874,0,4FGL J0015.6+5551,0.9995037658987905,0.0004962341012093494,0.9944616112136955,0.0055383887863046585,0.9866848436789839,0.013315156321015828,0.9993389171273589,0.0006610828726412895,294
112.76397,-37.48992,-22.25345012637192,2.1628017,0.1299406,-0.04911716,0.8798769,-0.44532767,-0.78545296,7.4017985E-4,-0.7733137,-0.13857353,-0.82285243,-0.054959245,2.530566851096853,7.746251460848136,AGN,bcu,4FGL J0015.9+2440,PowerLaw,0.047290523,0.26607433,,GB6 J0016+2440,0.9978396,0.8603775,0,4FGL J0015.9+2440,0.9996687818653732,0.00033121813462691106,0.9973585937983175,0.002641406201682778,0.9960971772058617,0.00390282279413827,0.9988876430464749,0.001112356953524579,283
