Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT_1,Category_3FGL,CLASS_3FGL,Pivot_Energy_1,Spectrum_Type,ASSOC1_1,GLON_1,Category_Prob_O,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Flags_1,Source_Name,RAJ2000,DEJ2000,GLON_2,GLAT_2,CLASS1,ASSOC1_2,Flags_2
3FGL J0216.0+0300,-31.4608307,-27.8936844,2.0137677,-0.839875303,3.62701761,-0.823045152,-0.504968602,-0.375866529,-0.600550363,-53.597607,UNAS,none,3324.7903,PowerLaw,none,160.323792,AGN,0.9999029056231602,7.099518445907697E-5,9.709437683976298E-5,7.099518445907664E-5,0.9919961656005241,0.007008014851167861,0.008003834399476004,0.007008014851167863,0.9971619477738118,0.0030692458891935356,0.00283805222618827,0.0030692458891935343,0.9939063451173479,0.0044170140760125196,0.006093654882652113,0.004417014076012521,0.9998979177993813,6.613725885528242E-5,1.0208220061878773E-4,6.613725885528327E-5,0.9909826183999791,0.009865466055401782,0.009017381600020854,0.009865466055401782,0.9973546494928236,0.0014293896946082723,0.0026453505071765034,0.0014293896946082753,0.9993783371285644,4.282104260567718E-4,6.216628714356396E-4,4.2821042605677146E-4,0,4FGL J0215.9+0300,33.9917,3.0044,160.30334,-53.619614,bcu,PMN J0215+0300,0
3FGL J0216.4+0507,-29.4762439,-27.8769638,2.24003,0.151012418,3.90116663,-0.594472085,-0.295596008,-0.890999989,-0.386480899,-51.753777,UNAS,none,1412.2108,PowerLaw,none,158.6026,AGN,0.9980136576010025,0.0023949582596184487,0.0019863423989975168,0.002394958259618449,0.9877593198533718,0.009730150166564302,0.012240680146628161,0.009730150166564304,0.9538216109769946,0.03117492080881362,0.046178389023005376,0.03117492080881362,0.9169758230483617,0.046356431498361154,0.08302417695163836,0.046356431498361154,0.9993687087710816,9.285853913815124E-4,6.312912289183657E-4,9.285853913815114E-4,0.9887314896896762,0.009949887510602216,0.01126851031032388,0.009949887510602216,0.9843637934838516,0.010329724237965786,0.015636206516148287,0.010329724237965781,0.9937477416112138,0.002944731076579687,0.006252258388786179,0.002944731076579685,0,4FGL J0216.8+0510,34.219,5.1673,158.7241,-51.667206,bcu,NVSS J021655+051018,0
3FGL J0221.2+2518,-31.1545533,-27.7622144,1.9356745,-0.185112536,3.63852545,-0.962152648,0.52260308,-0.364473908,-0.648573454,-33.273746,UNAS,none,3399.047,PowerLaw,none,147.333344,AGN,0.9996870201741499,2.9407695075766546E-4,3.129798258500921E-4,2.9407695075766535E-4,0.9780190918582624,0.019610687174205988,0.021980908141737646,0.019610687174205988,0.9954322951131408,0.005800541894426931,0.004567704886859183,0.005800541894426929,0.9715652598171673,0.019446907402079383,0.028434740182832676,0.019446907402079383,0.9998433110018586,1.1480334498209411E-4,1.5668899814144072E-4,1.1480334498209421E-4,0.9881389466422202,0.010153494900408086,0.011861053357779719,0.010153494900408086,0.9968220313509943,0.0024090941694066017,0.003177968649005611,0.002409094169406611,0.9961610386766531,0.0023627634797567694,0.003838961323346867,0.0023627634797567677,0,4FGL J0221.5+2513,35.3809,25.2305,147.42923,-33.32016,bcu,2MASS J02212698+2514338,0
3FGL J0224.1-1846,-28.0278228,-27.8826834,2.4003537,-0.211169712,3.72078296,-0.57283969,-0.811921056,-0.330777081,-0.762178104,-67.122475,UNAS,none,884.1159,PowerLaw,none,196.451813,AGN,0.9994041919461951,8.519174633343324E-4,5.958080538048787E-4,8.519174633343327E-4,0.9882359807010689,0.008956456230426109,0.01176401929893098,0.008956456230426109,0.9701016436583454,0.019495215975322916,0.029898356341654452,0.01949521597532291,0.9862839377197459,0.008238694353817527,0.013716062280254205,0.008238694353817529,0.9996749542781196,8.383930521932328E-4,3.25045721880372E-4,8.383930521932332E-4,0.9896177852117594,0.009887126376316172,0.010382214788240588,0.009887126376316172,0.9891967108468507,0.007844066498988791,0.010803289153149351,0.007844066498988786,0.9978877112807593,0.0012079385797412923,0.002112288719240711,0.0012079385797412918,0,4FGL J0224.0-1850,36.0092,-18.8479,196.56476,-67.18424,bcu,GALEXASC J022404.29-185029.9,0
3FGL J0224.4+1615,-29.6332187,-27.6636342,2.261836,-1.00511413,3.96181176,-0.655986519,-0.68110921,-0.599423518,-0.425253911,-41.091526,UNAS,none,1622.4056,PowerLaw,none,153.125244,AGN,0.9999341754661716,5.926784800308084E-5,6.582453382840334E-5,5.926784800308109E-5,0.996091944628332,0.004060206858112626,0.0039080553716679825,0.004060206858112628,0.9923174863367175,0.009022963463200287,0.00768251366328252,0.009022963463200289,0.9988717953292909,8.89183182283826E-4,0.0011282046707090205,8.891831822838264E-4,0.9999417299112178,4.321277562178186E-5,5.827008878221577E-5,4.3212775621782125E-5,0.9915161880121828,0.009878791336779335,0.008483811987817273,0.009878791336779335,0.9967512285758301,0.0050216648782905535,0.0032487714241700135,0.005021664878290552,0.9998751717848281,1.0855685911764837E-4,1.2482821517179572E-4,1.0855685911764945E-4,0,4FGL J0224.2+1616,36.0681,16.2667,153.07039,-41.10926,bcu,NVSS J022411+161500,0
3FGL J0228.5+8213,-25.8941979,-27.8360649,2.771561,0.109391301,3.72310116,-0.770468852,-0.628048215,-0.841259919,-0.627160878,19.998413,UNAS,none,378.12604,PowerLaw,none,126.326347,AGN,0.9980647803448597,0.002477377807116673,0.001935219655140398,0.002477377807116672,0.9209496327600013,0.05275291724609894,0.07905036723999853,0.05275291724609894,0.9273309102196852,0.04277732110282274,0.07266908978031487,0.04277732110282275,0.8763172425930865,0.07334635134169569,0.12368275740691334,0.07334635134169568,0.9997614141359793,3.1043404045029E-4,2.3858586402072753E-4,3.104340404502891E-4,0.9846429253739091,0.010529753583324768,0.01535707462609091,0.010529753583324768,0.9791549045929911,0.011705232104220725,0.02084509540700886,0.011705232104220727,0.990723390845585,0.004867666066325602,0.009276609154414977,0.004867666066325602,8,4FGL J0228.1+8208,37.0303,82.1434,126.3449,19.920328,bcu,WN B0220.3+8153,0
3FGL J0232.6+0646,-26.3241661,-27.7093023,2.665958,0.848959108,4.00610396,-0.721511483,-0.699966785,-0.919417128,-0.813413574,-48.17772,UNAS,none,465.37665,PowerLaw,none,162.464157,MIXED,0.9925607005284391,0.007538236003177589,0.007439299471560876,0.0075382360031775895,0.8182670969935651,0.09708701339921953,0.18173290300643494,0.09708701339921953,0.8594299858809915,0.06204599376458479,0.14057001411900846,0.06204599376458479,0.3964630356769387,0.10165771513651611,0.6035369643230613,0.10165771513651611,0.9968418545340165,0.0055452011832667555,0.0031581454659834482,0.005545201183266756,0.9559943277902221,0.018067404869119102,0.044005672209777816,0.018067404869119102,0.9568418893026049,0.022723493124182346,0.04315811069739506,0.022723493124182342,0.9095759892444123,0.024750061285045553,0.09042401075558767,0.024750061285045553,1,4FGL J0233.5+0654,38.3857,6.9083,162.61809,-47.939514,bcu,TXS 0230+067,0
3FGL J0234.2-0629,-31.9769572,-27.8529305,1.8133874,-0.193011006,3.56248329,-0.105297062,-0.701306321,0.031216301,-0.230669091,-58.034374,UNAS,none,4520.0195,PowerLaw,none,177.422928,AGN,0.9998382154591213,1.576701023968812E-4,1.6178454087868323E-4,1.5767010239688166E-4,0.995387822368801,0.004422340119251661,0.004612177631199142,0.00442234011925166,0.9960898235698389,0.00459151981448018,0.0039101764301610435,0.004591519814480179,0.9983295069076816,0.0011237075111476045,0.0016704930923182935,0.0011237075111476063,0.9998853067748014,9.607268800829724E-5,1.1469322519867891E-4,9.607268800829737E-5,0.9905540838508105,0.009968277419042467,0.00944591614918959,0.009968277419042468,0.9967186290849575,0.0025870273699237084,0.0032813709150425955,0.0025870273699237075,0.9994202547337949,3.312936143987654E-4,5.79745266205155E-4,3.312936143987651E-4,0,4FGL J0234.3-0628,38.5831,-6.4818,177.42413,-58.009758,bll,SDSS J023410.30-062825.7,0
3FGL J0239.0+2555,-31.5489968,-27.7908097,2.0618744,-0.433245083,3.29451885,-0.786289798,-0.76844697,-0.358395258,-0.344994009,-30.96236,UNAS,none,3583.083,PowerLaw,none,151.270996,AGN,0.9999101346059408,1.0058705008796388E-4,8.986539405930047E-5,1.0058705008796313E-4,0.9806887075671975,0.01703713817331843,0.019311292432802548,0.01703713817331843,0.9951368315629145,0.0073412744773255585,0.004863168437085499,0.007341274477325557,0.9777382076866769,0.015452315197577775,0.022261792313323096,0.015452315197577775,0.9999128687429597,9.599278553442948E-5,8.713125704027847E-5,9.599278553442796E-5,0.9898661798742797,0.009793911357718687,0.010133820125720281,0.009793911357718685,0.9947651275346608,0.006204876911656008,0.005234872465339151,0.006204876911656013,0.9977096002082515,0.0013340880652004498,0.002290399791748514,0.0013340880652004479,0,4FGL J0238.7+2555,39.6991,25.9238,151.20462,-30.988201,bcu,NVSS J023853+255407,0
3FGL J0239.4+1326,-30.6781372,-27.6309091,1.9952142,-0.961528372,3.93294765,-0.978188112,0.556185039,-0.543369397,-0.596614574,-41.696938,UNAS,none,3086.905,PowerLaw,none,159.199142,AGN,0.9998723910627323,8.752151630606887E-5,1.2760893726774795E-4,8.75215163060705E-5,0.9941832313857921,0.006326560813701482,0.005816768614207796,0.006326560813701484,0.9979925734375217,0.003545597769727934,0.0020074265624783596,0.0035455977697279348,0.9977552644464448,0.0026203583029685185,0.002244735553555207,0.0026203583029685185,0.9999005398777446,7.113071109866992E-5,9.946012225537642E-5,7.113071109867028E-5,0.9911514606156365,0.009891556220858624,0.008848539384363481,0.009891556220858624,0.997735805166566,0.0026255220067082754,0.002264194833433932,0.002625522006708276,0.999722541011276,3.58203248231459E-4,2.774589887239688E-4,3.58203248231458E-4,0,4FGL J0239.5+1326,39.8847,13.4366,159.22076,-41.693806,bcu,GB6 J0239+1327,0
3FGL J0248.4+5130,-29.662847,-27.3114344,2.0670924,-0.264141473,3.4976885,0.178769475,-0.821026007,-0.11092553,-0.533693,-7.2564096,UNAS,none,2793.949,PowerLaw,none,140.783325,AGN,0.9987276275564949,0.0013123481440232212,0.0012723724435051136,0.0013123481440232203,0.9523850426324227,0.039809204279603654,0.047614957367577225,0.039809204279603654,0.9930325364761513,0.007864271623656808,0.006967463523848771,0.00786427162365681,0.9930685095288375,0.005490383755533031,0.006931490471162648,0.00549038375553303,0.9992770949188964,0.0025790891730678367,7.22905081103493E-4,0.002579089173067836,0.9775966142102108,0.0158056813993579,0.022403385789789117,0.0158056813993579,0.9953445219972631,0.0037613487816182704,0.004655478002736918,0.0037613487816182734,0.9980275371928015,0.0017594677972531001,0.0019724628071984642,0.001759467797253103,0,4FGL J0248.6+5131,42.1587,51.5333,140.80171,-7.2259235,bcu,WN B0245.0+5118,0
3FGL J0307.3+4916,-28.6431659,-27.2961835,2.0957446,0.401765941,3.97923146,-0.620076433,-0.408381619,-0.680979781,-0.387433209,-7.8150034,UNAS,none,1920.9581,PowerLaw,none,144.53299,AGN,0.9211471883339412,0.08942975363157234,0.0788528116660589,0.08942975363157234,0.8301904290238399,0.09647972970560209,0.1698095709761601,0.09647972970560209,0.8876330737609962,0.06337940844379045,0.11236692623900385,0.06337940844379045,0.9172834458725649,0.033264530032750185,0.08271655412743507,0.033264530032750185,0.991993183935275,0.014305998878180773,0.008006816064725007,0.014305998878180775,0.9648312379885996,0.017227584583991252,0.03516876201140048,0.017227584583991252,0.9812921425995496,0.013087803923065446,0.018707857400450344,0.013087803923065447,0.9886680260286832,0.0038998654003158735,0.011331973971316798,0.0038998654003158727,0,4FGL J0307.4+4915,46.8647,49.257,144.5515,-7.8197136,bll,GB6 J0307+4915,0
3FGL J0308.4-2852,-28.1918662,-27.9599158,2.5369458,0.265852098,3.26207343,-0.726983155,-0.692239687,-0.418016202,-0.999915461,-59.818363,UNAS,none,773.11346,PowerLaw,none,224.367203,AGN,0.9989050532604457,0.0015834269724971956,0.00109494673955423,0.001583426972497198,0.8023750076062325,0.12377036819063919,0.19762499239376763,0.12377036819063919,0.9322710739141487,0.034862269297345753,0.06772892608585127,0.03486226929734576,0.5801724716061037,0.1500152715685395,0.4198275283938963,0.1500152715685395,0.9992881228887369,0.0014341745093135925,7.118771112631463E-4,0.001434174509313592,0.9706470018262942,0.013771097661897281,0.029352998173705847,0.013771097661897283,0.9570705060372435,0.018071928087282526,0.042929493962756464,0.018071928087282526,0.9416766981502005,0.025126015368660062,0.05832330184979958,0.025126015368660062,0,4FGL J0308.1-2852,47.0352,-28.8728,224.3554,-59.877693,bcu,2MASS J03081686-2851054,0
3FGL J0312.7-2222,-32.4344409,-27.7074257,1.6247706,0.834316523,3.57846033,0.94757981,-0.432603942,0.357539051,-0.355709696,-57.68242,UNAS,none,6047.084,PowerLaw,none,212.360138,AGN,0.9984714153431791,0.001511481649649059,0.0015285846568209602,0.0015114816496490594,0.9915293805463848,0.007122170688214207,0.008470619453615224,0.007122170688214208,0.9911114179141084,0.01076488825777558,0.008888582085891656,0.01076488825777558,0.9909746604187671,0.008780231172035117,0.009025339581232845,0.008780231172035118,0.9987707356945741,0.0010626177202663154,0.0012292643054259147,0.0010626177202663167,0.9827580481186976,0.011853909231468984,0.01724195188130239,0.011853909231468984,0.988927719203979,0.009174557199858947,0.011072280796021076,0.009174557199858943,0.9929476075448718,0.004076913302903977,0.007052392455128234,0.004076913302903976,0,4FGL J0312.5-2221,48.1385,-22.3553,212.31416,-57.711533,bll,NVSS J031235-222118,512
3FGL J0322.5-3721,-28.3946369,-27.8682853,2.1997874,0.663869697,3.89757325,0.381479929,-0.588343754,-0.683497078,-0.799123869,-56.697277,UNAS,none,1087.436,PowerLaw,none,240.439911,AGN,0.9644557043181412,0.04189548897950792,0.035544295681858684,0.04189548897950792,0.954842114542923,0.028258497228046235,0.04515788545707697,0.02825849722804623,0.857801441831081,0.06158642322229232,0.14219855816891905,0.06158642322229232,0.6980249162350746,0.06954288781802402,0.30197508376492554,0.06954288781802402,0.9951618817665708,0.02756201764649629,0.004838118233429265,0.027562017646496288,0.9695182039484361,0.012456022787281681,0.030481796051563852,0.012456022787281681,0.9627322226959893,0.018658696629093093,0.037267777304010735,0.018658696629093096,0.9519208777630086,0.01234176647230288,0.04807912223699155,0.012341766472302878,0,4FGL J0322.6-3712e,50.67,-37.21,240.16666,-56.692905,RDG,Fornax A,0
3FGL J0324.5-1315,-27.2283999,-27.8247992,2.6469278,-3.18113505,3.69057851,-0.586067329,-0.940887404,0.003409569,-0.999953139,-51.675007,UNAS,none,572.0578,PowerLaw,none,199.476532,AGN,0.9996247648516549,5.555094129052737E-4,3.7523514834510955E-4,5.555094129052744E-4,0.9971793511019407,0.003557607590630967,0.002820648898059313,0.0035576075906309664,0.9521493298910193,0.029451834017590727,0.04785067010898062,0.02945183401759073,0.9999960727711648,2.1326591547454757E-5,3.927228835243205E-6,2.1326591547454476E-5,0.9992522570706278,0.0026231116021880364,7.477429293722721E-4,0.0026231116021880386,0.9920924735667497,0.009935579833108806,0.007907526433250208,0.009935579833108806,0.9529232918153032,0.021844961490144008,0.047076708184696794,0.021844961490144015,0.9999986586046041,8.359474747396105E-6,1.3413953958742283E-6,8.35947474739687E-6,0,4FGL J0324.3-1313,51.0976,-13.221,199.39087,-51.70182,bcu,NVSS J032430-131002,0
3FGL J0330.6+0437,-28.5843628,-27.5736221,2.2363307,0.875889815,4.12163477,-0.247839302,-0.651217707,-0.427454785,-0.999992506,-40.14347,UNAS,none,1316.7439,PowerLaw,none,179.521378,AGN,0.8158715195561851,0.197224950912977,0.18412848044381497,0.197224950912977,0.8737050026232946,0.06464650692776217,0.12629499737670535,0.06464650692776217,0.6041570852900268,0.11417884642436384,0.3958429147099732,0.11417884642436384,0.6412124429379451,0.10719788776248151,0.358787557062055,0.10719788776248151,0.8751472049411703,0.17606559045079412,0.12485279505882976,0.17606559045079415,0.9573627095452041,0.01527713905514982,0.04263729045479586,0.015277139055149823,0.8581560658850064,0.05175448392484979,0.14184393411499355,0.05175448392484979,0.9268776167669478,0.01951888880041025,0.0731223832330522,0.01951888880041025,0,4FGL J0330.6+0438,52.6727,4.6349,179.5183,-40.131935,bcu,GB6 J0330+0439,0
