Source_Name,AGN_BDT_S,AGN_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,Source_Name_4FGL,AGN_BDT_O,AGN_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,diffRF,diffLR2,diffBDT,diffNN,diffNN2,diffLR,diffRF2,diffBDT2
4FGL J0004.4-4737,0.9998160008886938,1.341808683004405E-4,0.9998239569321294,5.132703972821258E-4,0.9950365000808009,0.0045819876503942585,0.9999315074117693,4.603171142934396E-5,4FGL J0004.4-4737,0.999717651,1.92519287E-4,0.995598586,0.0052285097,0.99550192,0.0054920942,0.999890647,8.05597836E-5,-0.06507129061901946,0.5072060765728864,0.4191056407268918,0.8042745354594378,0.4403839683020606,0.4403839683020606,-0.08474361550446971,0.5108573287716275
4FGL J0005.9+3824,0.9984935841533362,0.0018756289171457314,0.9914790290908184,0.020815264539934247,0.9497686261347023,0.024970359356518604,0.9742450377228777,0.010096264655396084,4FGL J0005.9+3824,0.99290623,0.00642030807,0.986097372,0.020939231,0.943828964,0.0304112347,0.942623766,0.021944872,0.15094734673794052,1.440941269690603,0.8353457535563159,0.18227447858253215,1.3090446149520416,1.3090446149520416,0.19531144306686785,0.8702626248488137
4FGL J0006.3-0620,0.9993025025588731,7.030318384062407E-4,0.9997519981805248,8.854096151442638E-4,0.9914751323751352,0.008903700137906279,0.9992057312770314,4.4918682337578494E-4,4FGL J0006.3-0620,0.999671952,3.71025046E-4,0.988413619,0.0142211153,0.993055477,0.00883497043,0.997467835,0.0013922301,-0.12599185590171455,1.2482823615373342,-0.46475733046453177,0.7957510331955099,1.1879810495735283,1.1879810495735283,-0.17749301979933965,-0.5255088332335973
4FGL J0006.4+0135,0.9977295482302609,0.0025296626880231656,0.9905421430110677,0.02585896213041255,0.9770139254380436,0.01556601925265434,0.9567474769351402,0.01786358280136304,4FGL J0006.4+0135,0.998569785,0.00115508059,0.970544664,0.0365218527,0.985226797,0.0121172699,0.940616894,0.0203258203,-0.4163399912702356,0.7936005876791176,-0.3021456317803812,0.4468744817992452,0.5961031159372738,0.5961031159372738,-0.5276154056250458,-0.33215367950725194
4FGL J0007.7+4008,0.995778946052224,0.00407693803354476,0.9992970414252778,0.002595245113511707,0.9579203306527919,0.028007158613302833,0.9914207520847328,0.003267482088345372,4FGL J0007.7+4008,0.997276235,0.00288161065,0.993235944,0.00851433651,0.957613994,0.0311551771,0.986265866,0.00472365913,0.0073123119670929215,1.091290870671441,-0.29990736575921545,0.6809395593189207,0.8974947120914966,0.8974947120914966,0.009832608295200294,-0.36725820590267044
4FGL J0008.0+4711,0.9753077001474906,0.0207729164180576,0.391722109552023,0.32480266177875755,0.8747192375342806,0.0477269651894381,0.5381181678099467,0.07611057400916928,4FGL J0008.0+4711,0.978794405,0.0171395337,0.41813675,0.263834835,0.929010449,0.0378348761,0.481821951,0.0935842494,-0.8914174871636922,0.6015565351101344,-0.12946817683062406,-0.0631240273256369,0.46669732230271077,0.46669732230271077,-1.137537474889225,-0.16784859585139986
4FGL J0008.0-3937,0.9813666421360883,0.02105750301031542,0.9510702083184542,0.08640111781778922,0.875362529689914,0.04914844925997683,0.8767794969021476,0.04852896816094319,4FGL J0008.0-3937,0.990880638,0.00917346463,0.976247754,0.0374172094,0.919081515,0.0356838574,0.884859383,0.0427075538,-0.719815470944727,-0.16649614455135237,-0.4142118770579593,-0.2674047429727549,-0.12498827259474178,-0.12498827259474178,-0.8895292927520255,-0.45181025780934997
4FGL J0008.4-2339,0.9997349838992409,3.4125244650351526E-4,0.999394698362812,0.0038462769356318515,0.9870252012489743,0.013231300891173716,0.9978898692517064,0.0013987522463283877,4FGL J0008.4-2339,0.998724022,0.00127673138,0.984528799,0.0264996093,0.988615157,0.011191096,0.996175879,0.00288439078,-0.0917490595074843,0.5942295557144918,0.7649815480601551,0.5551682269264356,0.5346772340760029,0.5346772340760029,-0.12016624548885735,0.7918360236754586
4FGL J0008.4+1455,0.9921274939194638,0.007005612479201579,0.9875046621282932,0.026345401233540885,0.9705752067083112,0.01913984216962649,0.9241992530909338,0.024155684635403293,4FGL J0008.4+1455,0.99265152,0.00472074765,0.968676619,0.0550383746,0.979323331,0.0157158338,0.910305115,0.0279376956,-0.35324093908635057,0.4973258456912159,-0.06203161859236372,0.30856097870486787,0.37620323488541885,0.37620323488541885,-0.4570635543469336,-0.07480089458159377
4FGL J0009.1+0628,0.9980923188847299,0.0015314840430417662,0.9994594340907793,0.0015455402234879599,0.9953552175665749,0.006003326884225,0.9942709416455188,0.0023350992902309584,4FGL J0009.1+0628,0.999268445,3.93280855E-4,0.989267427,0.0145417858,0.997666957,0.00464037125,0.991153824,0.00344243633,-0.30466988615097884,0.9054975449665927,-0.7438306270930886,0.696951932529549,0.7493621955477303,0.7493621955477303,-0.38507638814399536,-0.7679649818186163
4FGL J0009.3+5030,0.999859571136235,9.235476686004014E-5,0.9992391478132476,0.0021937385526676827,0.9934242314194688,0.008477974291227607,0.9992396560451671,3.509046736891117E-4,4FGL J0009.3+5030,0.99979291,1.50983611E-4,0.989678287,0.0192621146,0.997934706,0.00451621689,0.99860938,6.81224104E-4,-0.46955519898285764,0.925211015679324,0.37663790603381625,0.493167674012951,0.822503284736937,0.822503284736937,-0.5320226773037438,0.44151239855424534
4FGL J0009.7-3217,0.9996013100472746,3.998598969491197E-4,0.9993887472262281,0.0020378603240348817,0.9891002680144682,0.009561515611379428,0.9979062797585908,0.0012456161488310401,4FGL J0009.7-3217,0.998201405,0.00296358291,0.976355848,0.0376794059,0.977647726,0.0183175915,0.994277166,0.0034311229,0.5542554308621324,1.0577043913497715,0.46812729779076795,0.6103940768701173,0.9942156565607596,0.9942156565607596,0.6252209530094665,0.47236911866069836
4FGL J0009.8-4317,0.9998348808891201,1.5851663134626857E-4,0.9998051794907549,6.154272634166718E-4,0.9974995731961416,0.00361873766514457,0.999705188073414,1.6218757319241614E-4,4FGL J0009.8-4317,0.999740885,2.38797474E-4,0.99564803,0.00500717144,0.998178792,0.0027712981,0.999694671,1.92477638E-4,-0.14901688101196417,0.05464049498591774,0.32794456276296496,0.8240381934984427,0.04178430645058431,0.04178430645058431,-0.18769495517750556,0.3936217898187178
4FGL J0009.8+1340,0.9996335826374266,3.888423484750992E-4,0.9991205569941736,0.0022632709126927694,0.9891815879735115,0.011384490603112916,0.9961408086378922,0.0018260321364922648,4FGL J0009.8+1340,0.999320528,5.95942202E-4,0.991176717,0.00846738742,0.992805501,0.00814666297,0.990396697,0.00445237238,-0.258867609577293,1.2901238143724707,0.43994326421014107,0.906350202716389,1.1936368656576282,1.1936368656576282,-0.3183201737192837,0.5253104015388909
4FGL J0010.6+2043,0.9999433924275116,5.5691951339080666E-5,0.9997301017590402,7.181509088011323E-4,0.9940771955455492,0.005966336967763038,0.9994887787174855,3.01169784075922E-4,4FGL J0010.6+2043,0.999878133,1.09177628E-4,0.993145398,0.00913807655,0.996285884,0.00666913762,0.99826615,9.10811497E-4,-0.246823862457524,1.3423509930568809,0.532462230738899,0.7183637809899998,1.274484055496515,1.274484055496515,-0.33118051842672414,0.5977362643533243
4FGL J0010.6-3025,0.9999311677112437,5.887629441445129E-5,0.9997659775639358,7.973189466595066E-4,0.9960287897325575,0.003773096537993316,0.9998884187841031,6.835267039130338E-5,4FGL J0010.6-3025,0.999836924,1.42771296E-4,0.986147747,0.0188099921,0.992368733,0.00902124034,0.99959799,2.46612933E-4,0.374296390932952,1.1776705324007235,0.6102497818405977,0.723339632228788,1.1348855707868009,1.1348855707868009,0.4057154664563052,0.660102652872668
4FGL J0010.8-2154,0.9994074076674369,5.076376968037177E-4,0.9994223579746209,0.0019437900615070912,0.9943666871040764,0.005646806308138556,0.9992289009715986,3.982666618562476E-4,4FGL J0010.8-2154,0.999448262,5.25870455E-4,0.988957073,0.0147423166,0.995674961,0.00558539448,0.997090279,0.00165438345,-0.16471847934592876,1.292700293634182,-0.055894830006210615,0.7037894035589166,1.2567956542779277,1.2567956542779277,-0.23168386244061742,-0.07768896726319845
4FGL J0011.4-4110,0.9966496596955808,0.0040273518921719875,0.9821058794667369,0.037450615007418094,0.966985348841732,0.021801042368015177,0.9790136810438451,0.011959563346087158,4FGL J0011.4-4110,0.997797063,0.00271114557,0.974109725,0.0588252419,0.968026213,0.0197326947,0.963265212,0.0211653549,-0.03539730454115774,0.7440682718646537,-0.23634012987353964,0.11466501478536285,0.6478035895435102,0.6478035895435102,-0.04774377943483385,-0.28490266933203057
4FGL J0011.4+0057,0.999698263663241,4.1085629681725396E-4,0.9997638932497641,8.648850908225451E-4,0.9952475596199928,0.00574989963342624,0.9999147964948312,5.700378259599123E-5,4FGL J0011.4+0057,0.999516973,3.54034148E-4,0.992040162,0.0110102047,0.996757026,0.00551497787,0.999738745,1.73918168E-4,-0.18946000794122744,1.0122662678411547,0.3342690168230243,0.6993522123904151,0.9619157087145861,0.9619157087145861,-0.2625204744848398,0.44125078438716275
4FGL J0011.8-3142,0.9999589679697384,2.7707886946739118E-5,0.9998542885949536,4.3327843236156305E-4,0.9994894188653571,9.62401500455252E-4,0.999889281784198,6.760951937454411E-5,4FGL J0011.8-3142,0.999933457,8.54278745E-5,0.983273247,0.0252843451,0.99424802,0.00885953824,0.999537361,2.96075921E-4,0.5881508605798406,1.1886167000996677,0.28405818992975496,0.6556866531430323,1.1587883173588067,1.1587883173588067,0.5916108405845233,0.2986258277835479
4FGL J0012.0+7043,0.9982536091502988,0.0014615215039853685,0.9994025219450781,0.0023492655243141356,0.9902103079052407,0.009685856057613833,0.9960184075407935,0.001550228082473377,4FGL J0012.0+7043,0.998537668,0.00110232412,0.987974548,0.017094383,0.993934879,0.00768090308,0.992290631,0.00309604219,-0.30129881622653254,1.2040457823326631,-0.15517098278898372,0.6622970994882316,1.0766241269527366,1.0766241269527366,-0.3845371098439482,-0.1943583101080516
4FGL J0013.1-3955,0.9974425212334923,0.003320534850665947,0.9966530478657328,0.017657127760738845,0.9757471781487091,0.017427427578715578,0.9869005324323674,0.006631120881037742,4FGL J0013.1-3955,0.999075054,6.91214228E-4,0.992834553,0.0103539565,0.988836695,0.0130091212,0.98991894,0.00515399512,-0.6018868697658132,-0.4551881381417738,-0.4813296214181204,0.186550450789782,-0.35939681366050197,-0.35939681366050197,-0.7510871465205428,-0.4916475326799367
4FGL J0013.4+0950,0.9995274919747514,3.7996811225893224E-4,0.9996363949961605,0.0011931349275570268,0.9967258849722346,0.006419135026747146,0.9991793840276356,4.546838837790917E-4,4FGL J0013.4+0950,0.999627986,2.65661694E-4,0.992311119,0.00932125707,0.998982708,0.00306929168,0.996512745,0.002152737,-0.3171840630999422,1.238720302403704,-0.21675523535180014,0.7795078887885714,1.2119816948154691,1.2119816948154691,-0.3515774350222775,-0.26448015506128864
