0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD
3FGL J0000.1+6545,0.36101295689596596,0.19215551231270064,0.14338783567505142,0.09461851002865439,0.4955992074289827,0.20893344666690267,0.6560336955987406,0.2677809030791818,0.12787303207687406,0.1342737981873031,0.21609327232438524,0.17413678216806242,0.7632187894388592,0.052366937718543685,0.09930811816408273,0.031779999234561096,0.13747309239705824,0.03893700858284652,0.6046055932156399,0.04891700317574496,0.2370017726617112,0.032251771785784616,0.15839263412264892,0.035244474219136124
3FGL J0000.2-3738,0.9988236013955434,0.0007370008329961387,0.000114583917820234,0.00011961499278731404,0.001061814686636441,0.0006680708152577423,0.9745023223530117,0.027477337037094218,0.007568966523298703,0.01563983537444963,0.017928711123689628,0.017351475566549687,0.9802114219277978,0.007980836590416181,0.008331589383851283,0.00479875869125117,0.011456988688350987,0.0058828475209574535,0.954909289021719,0.012576691754689024,0.011009769301627918,0.00436507624221411,0.03408094167665305,0.010551657769247009
3FGL J0001.6+3535,0.9980725122618876,0.0013338508470406032,0.0006156304818743749,0.0005560875412983467,0.0013118572562380777,0.0010034604972016564,0.9820179815823183,0.026194617362210536,0.005223785217448216,0.01577984349561994,0.01275823320023349,0.014717723293898088,0.9722798057410135,0.007471156310156625,0.011409984579285225,0.004979769978540861,0.01631020967970127,0.005187843922919515,0.998749521781728,0.0007542912908639552,1.541224465893522e-05,1.5376639196828354e-05,0.0012350659736131615,0.0007459247889318128
3FGL J0002.0-6722,0.9989910632892367,0.0005282274582394378,0.00017549444273703648,0.00011205477174071453,0.000833442268026337,0.0004789318984399218,0.9771842770090146,0.027191225582763916,0.0065200178985541125,0.015983849269477594,0.016295705092431195,0.01630494718621748,0.9846740363672758,0.004538802694232611,0.006639106809387421,0.0034308115438745537,0.008686856823336822,0.0022440159392550295,0.9560018329007113,0.010427256469916959,0.006502822596734281,0.0024777710669477374,0.03749534450255421,0.009097279114198852
3FGL J0003.4+3100,0.9416821581033556,0.1516647696228488,0.04404325305392518,0.15149274335667676,0.014274588842719031,0.02055778551477602,0.943410582041547,0.06076027972949656,0.019966572332218897,0.029363707992278883,0.03662284562623409,0.039400593844771764,0.9364248169422431,0.01995643467759844,0.03597583427247197,0.015611717591591806,0.02759934878528482,0.011906035703292019,0.8429966017013569,0.03079619172694609,0.05980753517840437,0.019530539127026913,0.09719586312023859,0.02357904019768476
3FGL J0003.5+5721,0.9671205921197745,0.0310643728309687,0.007200791432617386,0.008219070374282602,0.02567861644760826,0.025646887670350595,0.7575610380273781,0.20801147372887266,0.08376954254348153,0.09784231254408543,0.15866941942914042,0.1321665854031019,0.953773723510986,0.017114177903396633,0.01706746110115307,0.00776929936219756,0.02915881538786112,0.013707699617083478,0.6567440395660753,0.06648369876198974,0.12080405716103072,0.03288991967138089,0.22245190327289396,0.052357149807251466
3FGL J0004.2+6757,0.21714940096619578,0.13550433788103225,0.45299553981587914,0.20305909859915794,0.3298550592179251,0.18216963685911428,0.16502913722467571,0.16729771456342074,0.5423683740884285,0.15310285876879706,0.2926024886868957,0.12085555889637921,0.607163103860923,0.07283563411911044,0.2338218281695111,0.05879302372094556,0.15901506796956588,0.04093928148212349,0.22381686883903762,0.034763194024767054,0.6043163756669768,0.05338967561618236,0.1718667554939855,0.04093302996053627
3FGL J0004.2+0843,0.9951345276581773,0.003514460334071761,0.002488795769975947,0.0020320732560665106,0.00237667657184684,0.0020250670611552933,0.9779108678318706,0.03178600441329693,0.008491007937198137,0.022975335030930067,0.013598124230931248,0.015412957326299775,0.9277077060732712,0.03052262945169187,0.051135796756745046,0.02716443607932089,0.02115649716998394,0.010361356627119539,0.9924485417074677,0.002754910204706767,0.001204766901390715,0.000578630680424438,0.00634669139114153,0.002429917328498525
3FGL J0006.2+0135,0.9985123928895273,0.0011489168155792676,0.0001773023696576079,0.000154034496355496,0.00131030474081518,0.0010746851254567512,0.979117739374352,0.03183118403589406,0.008331554331519046,0.023258257514564683,0.01255070629412894,0.014511212897112574,0.9830311791060548,0.0037663785813450905,0.007076802479522502,0.0023408790688164405,0.009892018414422644,0.0021931727753313,0.9986821181069787,0.000802174974829848,7.513320782626907e-06,7.567131074969004e-06,0.0013103685722386453,0.000798008706915416
