Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,AGN_BDT_O,PSR_BDT_O,AGN_NN_O,PSR_NN_O,AGN_LR_O,PSR_LR_O,AGN_RF_O,PSR_RF_O,Times in Testing,Times in Testing_O,Flags,AGN_BDT_STD,PSR_BDT_STD,AGN_NN_STD,PSR_NN_STD,AGN_LR_STD,PSR_LR_STD,AGN_RF_STD,PSR_RF_STD,AGN_BDT_O_STD,PSR_BDT_O_STD,AGN_NN_O_STD,PSR_NN_O_STD,AGN_LR_O_STD,PSR_LR_O_STD,AGN_RF_O_STD,PSR_RF_O_STD
4FGL J0536.1-1205,215.56586,-22.109112,-22.616272758751826,2.0293427,0.3530624,0.65859073,2.7906213,0.99999005,0.98495305,0.009605054,0.057561364,-0.33866668,-0.635368,-0.9998727,1.7878048265932611,8.14754601355679,UNASS,None,PowerLaw,,,0.9993496894149916,6.503105850249278E-4,0.9343262575799722,0.06567374242002827,0.8661500335822211,0.13384996641777896,0.9847248535729648,0.01527514642703506,0.9998831677892801,1.1683221072033732E-4,0.8233315779712255,0.17666842202877467,0.5392819055294163,0.4607180944705835,0.9671665409929924,0.03283345900700791,0,0,4,1.6542323066914832E-14,7.243574106979484E-19,0.050804934506712654,0.050804934506712654,0.011398819099855692,0.011398819099855689,0.008018470554911178,0.008018470554911172,1.0022930661545622E-4,1.0022930661548899E-4,0.14760443136031146,0.14760443136031143,0.07360187935123702,0.07360187935123699,0.019013059806229592,0.01901305980622959
4FGL J0537.5+0959,195.31013,-11.466014,-22.106963332841445,2.6413822,0.20547168,0.14191583,1.3576324,-0.25568128,-0.4222973,0.0038037011,-0.9489334,-0.20255858,-0.66842204,-0.9999955,3.3919772398227575,6.911858748224385,UNASS,None,PowerLaw,3FGL J0537.0+0957,,0.9996180606691497,3.8193933084823523E-4,0.9985475190366799,0.0014524809633205964,0.999358329185279,6.416708147216452E-4,0.9907874678828879,0.00921253211711341,0.999023413456405,9.765865435949644E-4,0.9992286843136364,7.713156863631674E-4,0.9935061933965035,0.00649380660349632,0.9547061047972567,0.04529389520274175,0,0,272,2.1094237467877974E-15,2.080152136009105E-18,9.596306069028385E-4,9.596306069028358E-4,4.199154550104748E-5,4.199154550104979E-5,0.007181346027244397,0.007181346027244403,7.358720001552278E-4,7.358720001552323E-4,0.0011916421713076971,0.0011916421713077017,0.0013431755037133241,0.001343175503713327,0.021139390074401826,0.021139390074401868
4FGL J0538.9+3549c,173.39816,2.4336996,-20.768472115911344,2.4872687,0.20337512,0.33298993,3.8852105,0.9889694,-0.6281162,0.0060067726,-0.53593606,-0.824082,-0.852264,-0.99992996,1.9563016272845655,7.2806274959860975,UNASS,None,LogParabola,,,0.2736876328099256,0.7263123671900752,0.6447611483395939,0.35523885166040553,0.4765629086288598,0.5234370913711401,0.7246862238092582,0.2753137761907409,0.24585653852175332,0.754143461478246,0.2748473131008849,0.7251526868991142,0.043684796672564495,0.9563152033274347,0.1851834083900869,0.8148165916099143,0,0,36,2.8710354537186203E-15,3.6479316802454026E-15,0.1501990692270424,0.15019906922704246,0.01039802766469114,0.010398027664691147,0.05089998885237935,0.05089998885237933,0.07219968510798476,0.07219968510798472,0.2485853315478827,0.24858533154788282,0.005178887091455455,0.0051788870914554605,0.04428798434667585,0.04428798434667594
4FGL J0539.2-6333,272.9448,-32.073387,-22.643769296717494,2.0898833,0.21232724,0.055432934,0.5929418,-0.99987453,0.99513423,0.0016993898,-0.8462207,-0.07930109,-0.631523,-0.99676484,2.390371128191846,7.8089342410648035,UNASS,None,PowerLaw,,,0.9997172148069062,2.8278519307201196E-4,0.9981409208432939,0.001859079156705639,0.9992726655756111,7.273344243884839E-4,0.9944331226663238,0.005566877333676535,0.9937013577732734,0.006298642226726955,0.9929437645508871,0.007056235449113032,0.9964682694246524,0.0035317305753467814,0.9758955396364778,0.02410446036352053,0,0,0,2.1760371282653068E-14,4.42955803234826E-18,0.0011281086149229715,0.0011281086149229715,6.144063973416009E-5,6.1440639734159E-5,0.003188446803791561,0.003188446803791554,0.0027457917756875485,0.002745791775687549,0.011999123173410358,0.011999123173410358,7.897437000585756E-4,7.897437000585652E-4,0.014052124877573999,0.014052124877574046
4FGL J0540.0-7552,287.282,-30.582247,-21.499928200583426,2.3823025,0.12114737,0.21984649,3.2553453,-0.0050273263,-0.36287674,0.0026139508,-0.6308239,-0.71957535,-0.9374047,-0.0479962,3.1631621222244037,6.805867116610634,UNASS,None,LogParabola,3FGL J0539.9-7553,,0.9956849437430734,0.004315056256918638,0.9952668176360757,0.004733182363925232,0.9969801601280497,0.0030198398719495406,0.9814855131470401,0.018514486852959543,0.9683333616692464,0.03166663833075358,0.9889233167165034,0.011076683283495082,0.9718998029640131,0.0281001970359873,0.802572703808826,0.19742729619117336,0,0,0,7.993605777301127E-15,1.4003876924038387E-17,0.0026174324317974553,0.0026174324317974557,2.1280601890590685E-4,2.1280601890590726E-4,0.009791705892910795,0.009791705892910802,0.012560254189500604,0.012560254189500604,0.010134032829930851,0.010134032829930873,0.004323096567801535,0.004323096567801529,0.050243488065273664,0.050243488065273664
4FGL J0540.2+0655,198.3665,-12.429696,-22.27833867773522,1.8519619,0.35960266,0.23367287,1.6768566,0.5792191,0.8682251,0.0013965848,-0.59162134,-0.33478338,-0.19152592,-0.6256464,2.794786640299909,8.867393620847352,UNASS,None,PowerLaw,,,0.9992990354739941,7.009645260160905E-4,0.9973936538213846,0.002606346178616833,0.9953528819391475,0.004647118060853021,0.9967341061270533,0.003265893872945522,0.9987972936536501,0.001202706346349608,0.9858440734792,0.014155926520800244,0.9800518056194121,0.019948194380589257,0.9961041245852117,0.0038958754147878144,0,0,0,1.021405182655144E-14,3.043365347511542E-18,0.0016699868299065925,0.001669986829906592,2.697034913618907E-4,2.697034913618907E-4,0.003215833054634947,0.003215833054634951,5.238661525952376E-4,5.238661525952245E-4,0.018697784538202374,0.01869778453820237,0.004544067265302323,0.004544067265302355,0.00532042307537046,0.005320423075370485
4FGL J0540.6+5540,156.38763,12.950008,-22.757502835118267,2.4601882,0.23605816,0.115829065,1.062354,0.9183789,-0.33443785,0.0030619318,-0.7492081,-0.738504,-0.45636296,-0.9999996,2.906462165733235,7.112808258196933,UNASS,None,PowerLaw,,,0.9998665558533729,1.3344414662967819E-4,0.9980527053068436,0.0019472946931582945,0.9984964208126281,0.0015035791873721698,0.9964590277699806,0.0035409722300175197,0.9998481108338433,1.518891661564681E-4,0.9976267406114803,0.002373259388519657,0.9895378883209033,0.01046211167909891,0.9912424202585443,0.008757579741454335,0,0,4104,2.55351295663786E-15,4.0075993791398165E-19,0.001300949834498906,0.0013009498344989056,8.964828180503077E-5,8.964828180503018E-5,0.0016874604394164295,0.001687460439416435,6.357246005626718E-5,6.357246005625932E-5,0.004162887803959462,0.004162887803959463,0.0017581773048925913,0.001758177304892566,0.006194841447417402,0.006194841447417398
4FGL J0540.7+3611c,173.27489,2.937252,-21.052525050080664,2.4859917,0.26218006,0.5142807,3.4004068,-0.99897194,0.99413896,0.0090818005,-0.5326201,-0.8813255,-0.99828464,0.95667213,1.6022780013359597,7.254906293945498,UNASS,None,LogParabola,,,0.9582925121430053,0.04170748785697293,0.7328928236461504,0.2671071763538493,0.6282053073680818,0.3717946926319179,0.7437270862868703,0.25627291371313043,0.9769359885531913,0.023064011446809047,0.37877337028029645,0.6212266297197039,0.040387063503312094,0.9596129364966864,0.3057488620299802,0.6942511379700209,0,0,48,2.1645915841451518E-14,1.7484635818978556E-16,0.11011178040191813,0.11011178040191806,0.02606892238619149,0.026068922386191486,0.04724894669835065,0.047248946698350586,0.015366706608080805,0.015366706608080812,0.2643169162441546,0.2643169162441546,0.007707111692407301,0.007707111692407355,0.05162236576972164,0.051622365769721665
4FGL J0543.5-8741,300.43027,-27.781254,-21.62442478392518,2.1456363,0.15315063,0.1348904,1.7537605,-0.60912824,-0.7949811,0.0015279365,-0.4876631,-0.37551856,-0.7570491,-0.88297844,2.4803127807777727,7.575877019070656,UNASS,None,PowerLaw,3FGL J0542.2-8737,,0.9972192924383253,0.0027807075616843513,0.9974286221306571,0.002571377869343008,0.9977859320283637,0.002214067971636438,0.9957941984128417,0.004205801587157722,0.9687951264675635,0.031204873532436415,0.9980220326291694,0.001977967370830681,0.9893365637588736,0.010663436241125817,0.9618732541277265,0.038126745872273736,0,0,256,9.658940314238862E-15,3.0119799822991035E-17,0.0014041247891880691,0.0014041247891880704,1.453608140237168E-4,1.4536081402371687E-4,0.003869111816804871,0.0038691118168048657,0.012601857877098162,0.012601857877098171,0.002597883328642968,0.002597883328642976,0.0022087481377910103,0.002208748137791012,0.022628390809622954,0.022628390809622947
4FGL J0543.9-0418,209.02463,-16.977465,-21.950279760828373,2.5486996,0.21916938,0.19309977,2.0183399,0.9920882,-0.40123656,0.01057254,-0.79843855,-0.6998042,-0.9999936,0.9999053,2.2346671078953952,6.934396528331442,UNASS,None,PowerLaw,,,0.9987336410672453,0.0012663589327640834,0.9874911571125787,0.012508842887421009,0.988621795861756,0.011378204138243704,0.9793215292536538,0.020678470746345705,0.9799104436672139,0.020089556332786026,0.9468014852717078,0.05319851472829106,0.8274086489239315,0.17259135107606824,0.8150241894727933,0.18497581052720674,0,0,2,9.325873406851315E-15,9.216338353814939E-18,0.007171439609126553,0.007171439609126558,0.0013478969006086863,0.0013478969006086856,0.008754055315661348,0.008754055315661324,0.010645362296026022,0.010645362296026016,0.059077624175447575,0.05907762417544767,0.025112348656521632,0.025112348656521642,0.04076719290872559,0.04076719290872561
4FGL J0544.4+2238,185.2363,-3.5079103,-21.933292394985656,2.2918766,0.16368966,-0.06828788,0.81779104,-0.8443597,-0.90219784,0.0010530201,-0.5879969,-0.6357997,-0.8072394,-0.26094252,1.8848482441445606,8.02766137017351,UNASS,None,PowerLaw,3FGL J0544.7+2239,,0.9949379314426775,0.005062068557325802,0.9972303022028818,0.002769697797119095,0.9926889809453038,0.007311019054695039,0.9847007796947036,0.015299220305296225,0.9733818290092497,0.026618170990750773,0.9913881110872387,0.008611888912760853,0.9422547471188994,0.057745252881101154,0.9665447432642206,0.033455256735780266,0,0,0,3.4416913763379853E-15,1.1195821856618266E-16,0.0016375472001737446,0.0016375472001737457,7.6909630689577E-4,7.690963068957694E-4,0.011197204666369526,0.011197204666369523,0.009353633705277893,0.009353633705277859,0.010636108299888633,0.010636108299888623,0.01612930830125751,0.016129308301257497,0.019778406939337977,0.01977840693933796
4FGL J0544.8+5209c,159.82693,11.75569,-22.663986673802984,2.6356697,0.18840466,0.034948014,0.28458583,-0.54295695,-0.5834785,0.0019309868,-0.69327587,-0.8741461,-0.98166686,0.93294,2.1532211384957063,6.559343302505277,UNASS,None,PowerLaw,,,0.9987273793677728,0.0012726206322404344,0.9977817976492688,0.0022182023507326645,0.9990939208758617,9.060791241387927E-4,0.9907836776664978,0.009216322333501678,0.9959393372689799,0.004060662731021375,0.9895218708735455,0.010478129126454393,0.9879095678225083,0.012090432177491749,0.9674047653337348,0.03259523466626605,0,0,4392,1.3211653993039363E-14,1.9494244501322368E-17,0.001488201201208422,0.0014882012012084227,1.350987055128789E-4,1.3509870551287758E-4,0.004607389537388919,0.00460738953738892,0.0015055840207716057,0.0015055840207716387,0.02333352631456369,0.023333526314563688,0.0033885453156042044,0.0033885453156042053,0.01604752176143522,0.01604752176143519
4FGL J0545.7+6016,152.54977,15.737077,-20.69763717478229,2.0462391,0.08432801,0.3054057,6.976491,0.9979395,-0.12661394,0.0011581983,-0.19496739,-0.51972306,-0.7396292,-0.99932057,2.097285450468181,7.571233455228513,UNASS,None,LogParabola,3FGL J0545.6+6019,,0.155853746394232,0.8441462536057733,0.09747566656592023,0.9025243334340799,0.33313508527409225,0.6668649147259065,0.3982632117766507,0.6017367882233493,0.08394017310659886,0.9160598268934004,0.010000892926620262,0.9899991070733816,0.04356204148350457,0.9564379585164946,0.4547458648321053,0.5452541351678948,0,0,0,3.71508395167439E-15,9.043271199297932E-15,0.06572632932946448,0.06572632932946447,0.011908289878686147,0.011908289878686149,0.0671072994502692,0.0671072994502692,0.030817453644508407,0.030817453644508358,0.014270885859006344,0.014270885859006452,0.006981835581506683,0.0069818355815066445,0.07336821482445668,0.0733682148244567
4FGL J0545.8-0905,213.75029,-18.678402,-21.375138933194094,2.241336,0.13245147,0.034416985,0.59555954,-0.50298977,-0.71750396,4.2548397E-4,-0.53885597,-0.63967454,-0.6210342,-0.5919396,2.5839550609634436,7.911979815611922,UNASS,None,PowerLaw,,,0.9984054177790759,0.0015945822209173304,0.9984394475768608,0.0015605524231412343,0.9972972630831016,0.00270273691689831,0.995274273239176,0.004725726760825084,0.993570567032649,0.006429432967351625,0.9987892977783567,0.0012107022216417376,0.9842492694535653,0.015750730546435294,0.9823893119497036,0.017610688050296624,0,0,17,6.7805265862931E-15,3.3040108002042145E-17,9.34869285705256E-4,9.348692857052562E-4,1.9957466513888166E-4,1.9957466513888207E-4,0.005209967306479498,0.005209967306479504,0.0021806046854786544,0.0021806046854785806,0.0013586103752571434,0.0013586103752570708,0.003458604723669946,0.0034586047236699353,0.015282878809641952,0.015282878809641952
4FGL J0546.5-1100,215.66595,-19.334515,-21.789054929154887,2.706552,0.27201632,0.59339947,3.060682,-0.4061345,-0.09706908,0.01764623,-0.8209974,-0.8961293,-0.5605982,-0.99918365,1.529173830259037,6.527495383769674,UNASS,None,LogParabola,,,0.9984065573364425,0.0015934426635746395,0.9462246284053921,0.053775371594609093,0.8552301578230435,0.14476984217695665,0.9339163943884331,0.06608360561156638,0.9548329209685514,0.04516707903144828,0.8466084255205579,0.15339157447944207,0.14383131275365785,0.8561686872463424,0.6656673298019737,0.33433267019802737,0,0,1,1.709743457922741E-14,6.3520036379294046E-18,0.03865349097779219,0.03865349097779216,0.0030071724830131453,0.003007172483013143,0.022527240758656215,0.022527240758656204,0.041158220679779076,0.041158220679779096,0.15287718528949684,0.15287718528949684,0.02088542134202846,0.02088542134202844,0.05534230097410412,0.05534230097410401
4FGL J0548.6+1200,194.94328,-8.0886965,-22.313545005803558,2.7375417,0.24885428,0.18133725,0.8679776,-0.52976763,-0.3737346,0.00798237,-0.82307506,-0.8119399,-0.9905797,0.43405795,2.3723925526139786,6.302097227936574,UNASS,None,PowerLaw,,,0.9983993687255571,0.001600631274468813,0.9964143950683199,0.003585604931681173,0.9982194874106509,0.0017805125893488073,0.9797076966285246,0.020292303371475657,0.9647391229933744,0.03526087700662407,0.9672408993719859,0.032759100628014064,0.9684581166288964,0.03154188337110291,0.8576786813745976,0.14232131862540226,0,0,0,2.5979218776228663E-14,3.468787355519736E-17,0.0020926748410143364,0.002092674841014337,1.9296452461997767E-4,1.92964524619978E-4,0.009619687069543963,0.009619687069543956,0.023154751240076005,0.02315475124007603,0.03628328326801238,0.03628328326801239,0.007079186213990561,0.007079186213990593,0.03506302212746733,0.03506302212746732
4FGL J0550.5-4356,250.34694,-28.998217,-22.201938504016198,1.9638723,0.30174595,0.24572696,1.3595233,-0.80212426,-0.72231495,0.0014499839,-0.6950175,-0.14468798,-0.58489794,-0.638111,2.0612335527717653,8.24456436815115,UNASS,None,PowerLaw,1FGL J0550.8-4400,,0.9990593546931231,9.406453068846704E-4,0.9977124420114087,0.0022875579885909183,0.9976001000786525,0.0023998999213469267,0.9957279128218665,0.004272087178133764,0.9987352087099077,0.0012647912900931437,0.9980032398256204,0.0019967601743782646,0.9893479803414817,0.010652019658517618,0.9919182492137582,0.008081750786242679,0,0,0,7.771561172376096E-15,1.5272965168559347E-17,0.0012277399039648674,0.00122773990396487,1.7562713762510823E-4,1.7562713762510974E-4,0.002073045433614241,0.0020730454336142404,4.6334930277345913E-4,4.633493027734447E-4,0.0023064934710322724,0.002306493471032169,0.0024861836193453453,0.0024861836193453505,0.007340694139369393,0.007340694139369371
4FGL J0551.7+0446,201.70981,-10.96619,-21.67308026085971,2.6866875,0.2133658,0.55088735,4.3663425,-0.13815588,-0.45673513,0.018198123,-0.85200024,-0.84169745,-1.0,0.9999835,2.2048119425661974,6.370247155780168,UNASS,None,LogParabola,1FGL J0551.6+0449c,,0.9617972963395446,0.03820270366046846,0.9245169053814352,0.07548309461856371,0.9433128946774432,0.056687105322556615,0.8448061558281472,0.15519384417185225,0.4990400547657551,0.5009599452342449,0.5478771729207476,0.45212282707925183,0.298903885573052,0.7010961144269475,0.4655969711735875,0.5344030288264126,0,0,0,1.3213437693154643E-14,1.7201614555421247E-16,0.04709423610308418,0.04709423610308418,0.005732683377420563,0.005732683377420554,0.03507229816068384,0.03507229816068388,0.15954012917533492,0.15954012917533492,0.23799078161757684,0.23799078161757684,0.04297719488787729,0.04297719488787731,0.060790290952120296,0.0607902909521203
4FGL J0551.8-2130,226.51892,-22.349306,-22.968639051974186,2.2451804,0.28119314,0.21778722,1.382222,0.943824,0.9563462,0.0042532403,-0.5094807,-0.8404707,-0.18896292,-0.99993837,2.5101982699293917,7.536347778273937,UNASS,None,PowerLaw,,,0.9990499304168511,9.500695831355659E-4,0.9957677732590389,0.004232226740960551,0.9971424105324315,0.002857589467567731,0.9882192787320718,0.011780721267928125,0.9957017669572358,0.0042982330427633235,0.9431078590896683,0.05689214091033245,0.980461925887733,0.01953807411226653,0.9492024156439647,0.050797584356035465,0,0,0,1.3322676295501878E-14,1.5202742631999237E-17,0.002737220166348695,0.0027372201663486994,2.2961447618581387E-4,2.2961447618581192E-4,0.007513689266054949,0.007513689266054931,0.002265931872688472,0.002265931872688467,0.05184381685550324,0.05184381685550326,0.005461791463103881,0.005461791463103879,0.024552624610504673,0.02455262461050466
4FGL J0552.0+2656c,182.44698,0.18286605,-21.685991892803802,2.7254648,0.23738083,0.4068287,1.541998,-0.37898597,-0.4873665,0.0035489316,-0.7311181,-0.7746808,-0.97441745,-0.975959,1.140594026426124,6.5025475277548495,UNASS,None,PowerLaw,,,0.8701848798826041,0.12981512011738147,0.9139583579377638,0.0860416420622355,0.8268839084135419,0.17311609158645885,0.9191113287856131,0.08088867121438685,0.746315006226473,0.2536849937735268,0.7222146434709299,0.27778535652907016,0.15981174017165076,0.8401882598283491,0.5782971837990261,0.42170281620097316,0,0,40,1.7583879658884E-14,3.1192921855271838E-15,0.053341537303729446,0.05334153730372943,0.005361081265388097,0.005361081265388096,0.029449148164809476,0.02944914816480948,0.0938509764653917,0.09385097646539171,0.21166549371591578,0.21166549371591578,0.02378675798065075,0.023786757980650754,0.060237839577369175,0.06023783957736921
4FGL J0553.5+4810,164.07498,11.043522,-22.790532830110816,2.7908266,0.1856234,6.973794E-4,0.0,-0.6758745,-0.69538605,0.002352421,-0.8983795,-0.23937188,-0.9999987,0.9999713,1.9724208292131806,6.209112987919803,UNASS,None,PowerLaw,,,0.9900761375219252,0.009923862478051639,0.9981396527856762,0.0018603472143238994,0.9996559953968156,3.4400460318320295E-4,0.9727832135946504,0.027216786405348126,0.9891906003693391,0.01080939963066267,0.9945001560711867,0.005499843928812885,0.9938978830178282,0.0061021169821709334,0.9233935363710596,0.07660646362893915,0,0,4096,2.313700068595324E-14,2.9682330218233305E-17,0.0012460517304523299,0.001246051730452331,5.4027513338246195E-5,5.402751333824512E-5,0.014979263158677692,0.01497926315867767,0.005874782201602498,0.005874782201602589,0.013255028805669025,0.013255028805669021,0.0018082463300157924,0.0018082463300158138,0.02709994094234605,0.027099940942345965
4FGL J0553.6+0100,205.31055,-12.360212,-21.91818243940633,2.5352483,0.38075534,0.8207209,4.0710325,-0.26069492,-0.40699074,0.021764528,-0.755924,-0.99175453,0.6271105,-0.99884796,1.813850163176666,6.642429694130411,UNASS,None,LogParabola,,,0.5941766031072224,0.40582339689277414,0.9659466139675636,0.03405338603243621,0.9798780399041134,0.02012196009588676,0.8530410893108538,0.1469589106891454,0.9061024857758992,0.09389751422410092,0.8115701875663346,0.1884298124336652,0.568490204054733,0.4315097959452668,0.5029523779604941,0.49704762203950587,0,0,16,0.25449944040115613,0.25449944040115446,0.02707772589756933,0.027077725897569318,0.0015913025993944134,0.0015913025993944127,0.0383203834419361,0.03832038344193611,0.08243181496459147,0.0824318149645915,0.1650299068926583,0.16502990689265828,0.11118893020251054,0.11118893020251056,0.06166313760521049,0.06166313760521047
4FGL J0553.9-5048,258.22327,-29.532024,-22.42475056475549,2.1884344,0.2147006,0.09935284,0.90753853,-0.6480647,-0.61226004,0.0027388514,-0.7104191,-0.14374225,-0.9387511,-0.98657614,2.5408169609977267,7.612467871587798,UNASS,None,PowerLaw,,,0.9995523966077536,4.476033922721809E-4,0.998280260167917,0.0017197398320807176,0.9990452286359126,9.547713640880709E-4,0.9953445565567156,0.0046554434432849725,0.9993729576910826,6.270423089182293E-4,0.9988307623241547,0.0011692376758453162,0.9961637893312921,0.003836210668706805,0.9965665334354162,0.0034334665645837036,0,0,0,2.5868196473766147E-14,5.724476842018059E-18,9.788701250338185E-4,9.78870125033819E-4,6.481421149331221E-5,6.481421149331188E-5,0.004968156996481769,0.004968156996481763,2.475735807082278E-4,2.4757358070821357E-4,0.0017254602739616154,0.0017254602739616176,8.708987099243388E-4,8.708987099243302E-4,0.004320371644204657,0.004320371644204656
4FGL J0554.0-0839,214.26372,-16.652565,-22.055923397834924,2.291469,0.20953508,0.12958586,1.2675657,0.99989814,-0.46273232,0.0027118532,-0.61844206,-0.56283826,-0.7050214,-0.9983388,1.5151857587227207,7.625845138424248,UNASS,None,PowerLaw,,,0.99914458842366,8.554115763230647E-4,0.9863082747697859,0.013691725230214186,0.959285121124532,0.04071487887546768,0.9902184094423097,0.009781590557690633,0.9915529545181972,0.008447045481804276,0.953094702899769,0.046905297100230746,0.7390894896870761,0.2609105103129216,0.9492467541265109,0.05075324587348886,0,0,0,1.687538997430238E-14,1.8164758919381812E-17,0.009082516562973675,0.009082516562973673,0.0015203922838152122,0.0015203922838152113,0.007037540734458628,0.007037540734458624,0.003761170719914775,0.003761170719914752,0.04690792204642129,0.04690792204642129,0.021080582534713902,0.021080582534713822,0.024581296432049565,0.024581296432049565
4FGL J0554.2-0259,209.02574,-14.076961,-21.960759851493908,2.4423108,0.13614546,-0.014045562,0.2209421,0.19728193,-0.5139117,0.0013177881,-0.92660964,-0.59106785,-0.017297005,-0.62235,1.8940977725995527,7.287045322877978,UNASS,None,PowerLaw,,,0.9955544576507414,0.004445542349277579,0.9977808757898632,0.0022191242101365274,0.9987480148781123,0.0012519851218880291,0.9838266280295135,0.016173371970486308,0.9585944276747734,0.0414055723252258,0.9885288697641915,0.011471130235807913,0.9848368534252192,0.015163146574780514,0.8959432829151204,0.10405671708487754,0,0,0,1.8935711150925504E-14,3.793059258392923E-18,0.0011412570327512279,0.0011412570327512274,8.755193509224604E-5,8.755193509224578E-5,0.009599910590206744,0.009599910590206748,0.021890557763674514,0.021890557763674535,0.013016483558950472,0.013016483558950456,0.0036760356016155614,0.0036760356016155753,0.033741108610445464,0.033741108610445436
4FGL J0555.1+0150c,204.73898,-11.639255,-21.15323948058817,2.4670792,0.23498607,0.53907216,4.7693176,-0.8531074,0.9910909,0.0056477017,-0.5176063,-0.8199573,-0.999999,-0.81580704,1.5488212905856658,6.995051890288591,UNASS,None,LogParabola,,,0.5769826852780373,0.42301731472196347,0.23170862047141624,0.7682913795285851,0.3086484256067062,0.6913515743932948,0.6426628026214113,0.35733719737858854,0.36632584414683395,0.6336741558531652,0.19834332783941638,0.8016566721605844,0.013738945139053051,0.9862610548609481,0.10551838636976157,0.8944816136302387,0,0,32,5.060073309513035E-15,4.2490626256609755E-15,0.12124933123863221,0.12124933123863234,0.009499193566443657,0.009499193566443654,0.048921411275036394,0.04892141127503641,0.1346259157535479,0.134625915753548,0.2129924698110387,0.21299246981103861,0.0020969665150613833,0.002096966515061354,0.02937373513715152,0.02937373513715152
4FGL J0557.5-4452,251.65219,-27.952835,-23.024026495234043,3.0346463,0.14318344,-0.031438995,0.36798662,-0.36329612,-0.7874241,0.0033093586,-0.8369713,-0.5800468,-0.9997624,-0.088655755,2.82540973968896,5.729399310427226,UNASS,None,PowerLaw,,,0.9997891918341398,2.108081658361294E-4,0.9983296473150012,0.0016703526849990676,0.999876660142862,1.2333985713798386E-4,0.9958036843750645,0.00419631562493505,0.9991787674437431,8.212325562570936E-4,0.9962011951717736,0.003798804828227193,0.997918987442163,0.0020810125578359776,0.9860886126455264,0.013911387354474305,0,0,20,2.3981373721941514E-14,3.4155272422791714E-19,9.676645617406542E-4,9.676645617406556E-4,1.3170627790234036E-5,1.3170627790233348E-5,0.0028810791787575764,0.0028810791787575703,5.231306586148272E-4,5.231306586148275E-4,0.003935936468975473,0.003935936468975464,5.771462228379236E-4,5.771462228379531E-4,0.008941237081693119,0.008941237081693166
4FGL J0558.1-2113,226.81735,-20.877516,-21.903333786035812,2.2733107,0.18483068,0.258037,2.6207151,0.88466007,-0.1751125,0.0028862404,-0.6748,-0.46237108,-0.91873866,-0.99998456,1.84410394426492,7.186615351775621,UNASS,None,PowerLaw,,,0.9889130502254818,0.01108694977453533,0.9734385008391169,0.02656149916088306,0.9450834359731312,0.05491656402686947,0.9717658985194321,0.02823410148056815,0.9801696354704585,0.019830364529541178,0.9220938231535015,0.0779061768464973,0.6680179736627748,0.3319820263372267,0.8618846482848048,0.1381153517151964,0,0,0,1.7430390817535378E-14,2.563849583632614E-16,0.017317048994083453,0.01731704899408346,0.0017948838788865691,0.0017948838788865676,0.01278820865133065,0.012788208651330648,0.008935300831788921,0.008935300831788935,0.08193890590410813,0.08193890590410816,0.02250361808589248,0.022503618085892567,0.04017044775765165,0.040170447757651676
4FGL J0558.2+0132c,205.38744,-11.0930395,-21.641457749920598,2.4715776,0.32657084,0.41432473,3.2789075,0.9284153,-0.49239504,0.018000793,-0.7369894,-0.7985938,-0.99999964,0.98084456,1.9405579372029844,6.905099595775019,UNASS,None,LogParabola,,,0.9748669716673528,0.025133028332632267,0.9386949628776872,0.06130503712231215,0.9293244972407675,0.07067550275923322,0.9407898883192921,0.05921011168070694,0.9718927735867079,0.02810722641329161,0.6923055891697746,0.3076944108302255,0.36266717109143487,0.6373328289085644,0.5713761741886645,0.42862382581133524,0,0,49,1.5334554184295086E-14,4.3825789677791423E-16,0.03575548462860186,0.03575548462860188,0.0067371107748171255,0.006737110774817127,0.019049571789325,0.01904957178932499,0.016219151053794758,0.016219151053794744,0.2097268296516204,0.20972682965162037,0.04018778594040225,0.040187785940402246,0.0639517939149861,0.0639517939149861
4FGL J0559.3+0352,203.4336,-9.758871,-22.680577891379617,2.7584085,0.3323673,0.9999519,4.2267284,0.979963,-0.098684356,0.0028616865,-0.9461384,-0.8994017,-0.9953094,-0.77943623,2.714997016012831,6.177677024443438,UNASS,None,LogParabola,,,0.908041470409021,0.09195852959095421,0.8170391468922239,0.1829608531077757,0.8692777920947682,0.13072220790523065,0.8586207696309297,0.14137923036906952,0.29394291007104517,0.7060570899289552,0.604732520982429,0.3952674790175707,0.2123560887456077,0.7876439112543927,0.5009787967843607,0.49902120321563925,0,0,2049,2.4494839043728287E-14,3.4990936908797746E-16,0.11843128403199461,0.11843128403199456,0.009218712870942282,0.009218712870942287,0.03706552045989111,0.03706552045989112,0.14912439935092223,0.14912439935092225,0.2490361302160385,0.24903613021603843,0.03059472705928921,0.03059472705928919,0.06728031178910195,0.06728031178910196
